Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,GAMESSTARTED,OLINEPANCAKES,OLINESACKSALLOWED,DOWNSPLAYED,STAT_KEEP,GAMESPLAYED,YEARBYYEARTEAMINDEX,GAMERATING,SEAS_YEAR,FirstName_y,LastName_y,PLYR_ASSETNAME,Row Excel,Row Editor,YearsPro,Age,PLYR_DRAFTROUND,TeamIndex,ContractStatus,TraitDevelopment,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,SacksPer1000Snaps,TeamName_y,SkillPointOL
28,RT,Taylor,Moton,Taylor Moton,CAR,13,104,3,797,True,13,20,0,0,Taylor,Moton,MotonTaylor_12636,1887.0,1885.0,8.0,31.0,2.0,20.0,Signed,College_Impact,82.0,0.0,0.0,CAR,tier_3,3.764115432873275,CAR,4
29,RG,Dominick,Puni,Dominick Puni,SF,15,131,1,1005,True,15,14,0,0,Dominick,Puni,PuniDominick_14713,2164.0,2162.0,1.0,25.0,3.0,14.0,Signed,College_Impact,79.0,0.0,0.0,SF,tier_4,0.9950248756218905,SF,10
30,RT,Roger,Rosengarten,Roger Rosengarten,BAL,15,125,3,887,True,15,24,0,0,Roger,Rosengarten,RosengartenRoger_14733,2296.0,2294.0,1.0,23.0,2.0,24.0,Signed,Normal,73.0,0.0,0.0,BAL,tier_5,3.3821871476888385,BAL,6
34,LT,Bernhard,Raimann,Bernhard Raimann,IND,14,113,7,863,True,14,9,0,0,Bernhard,Raimann,RaimannBernhard_22132,2177.0,2175.0,3.0,27.0,3.0,9.0,Signed,College_Impact,85.0,0.0,0.0,IND,tier_2,8.111239860950173,IND,-1
38,LG,David,Edwards,David Edwards,BUF,15,106,2,959,True,15,2,0,0,David,Edwards,EdwardsDavid_20532,727.0,725.0,6.0,28.0,5.0,2.0,Signed,Normal,77.0,0.0,0.0,BUF,tier_4,2.0855057351407718,BUF,2
42,RG,Cole,Van Lanen,Cole Van Lanen,JAX,10,61,1,507,True,10,16,0,0,Cole,Van Lanen,VanLanenCole_21932,2749.0,2747.0,4.0,27.0,6.0,16.0,Signed,Normal,67.0,0.0,0.0,JAX,tier_6,1.9723865877712032,JAX,7
44,C,Cam,Jurgens,Cam Jurgens,PHI,13,90,0,746,True,13,12,0,0,Cam,Jurgens,JurgensCam_22273,1450.0,1448.0,3.0,26.0,2.0,12.0,Signed,Normal,75.0,0.0,0.0,PHI,tier_4,0.0,PHI,10
52,RG,Kevin,Zeitler,Kevin Zeitler,TEN,14,91,4,827,True,14,29,0,0,Kevin,Zeitler,ZeitlerKevin_11489,3034.0,3032.0,13.0,35.0,1.0,29.0,Signed,Normal,85.0,0.0,0.0,TEN,tier_2,4.836759371221281,TEN,-6
54,RT,Mike,McGlinchey,Mike McGlinchey,DEN,15,130,1,998,True,15,3,0,0,Mike,McGlinchey,McGlincheyMike_13116,1747.0,1745.0,7.0,30.0,1.0,3.0,Signed,College_Impact,79.0,0.0,0.0,DEN,tier_4,1.002004008016032,DEN,10
58,LG,Jon,Runyan,Jon Runyan,NYG,14,134,2,956,True,14,15,0,0,Jon,Runyan,RunyanJon_21179,2315.0,2313.0,5.0,28.0,6.0,15.0,Signed,Normal,72.0,0.0,0.0,NYG,tier_5,2.092050209205021,NYG,3
60,RG,Blake,Brandel,Blake Brandel,MIN,13,76,3,541,True,13,30,0,0,Blake,Brandel,BrandelBlake_24423,285.0,283.0,5.0,28.0,6.0,30.0,Signed,Normal,71.0,0.0,0.0,MIN,tier_5,5.545286506469501,MIN,-3
63,RT,JC,Latham,JC Latham,TEN,11,87,8,662,True,11,29,0,0,JC,Latham,LathamJC_14697,1552.0,1550.0,1.0,22.0,1.0,29.0,Signed,College_Impact,77.0,0.0,0.0,TEN,tier_4,12.084592145015106,TEN,-4
71,LT,Patrick,Paul,Patrick Paul,MIA,15,121,3,863,True,15,11,0,0,Patrick,Paul,PaulPatrick_14702,2071.0,2069.0,1.0,23.0,2.0,11.0,Signed,Normal,72.0,0.0,0.0,MIA,tier_5,3.4762456546929315,MIA,12
72,RG,Patrick,Mekari,Patrick Mekari,JAX,14,87,2,869,True,14,16,0,0,Patrick,Mekari,MekariPatrick_20856,1793.0,1791.0,6.0,28.0,63.0,16.0,Signed,Normal,72.0,0.0,0.0,JAX,tier_5,2.3014959723820483,JAX,3
74,RT,Terence,Steele,Terence Steele,DAL,15,133,6,1016,True,15,10,0,0,Terence,Steele,SteeleTerence_21104,2514.0,2512.0,5.0,28.0,63.0,10.0,Signed,Normal,73.0,0.0,0.0,DAL,tier_5,5.905511811023622,DAL,3
75,LG,John,Simpson,John Simpson,NYJ,15,130,4,926,True,15,17,0,0,John,Simpson,SimpsonJohn_21103,2417.0,2415.0,5.0,28.0,4.0,17.0,Signed,Normal,79.0,0.0,0.0,NYJ,tier_4,4.319654427645789,NYJ,-1
76,LT,Jake,Matthews,Jake Matthews,ATL,15,105,4,946,True,15,13,0,0,Jake,Matthews,MatthewsJake_12349,1696.0,1694.0,11.0,33.0,1.0,13.0,Signed,College_Impact,85.0,0.0,0.0,ATL,tier_2,4.2283298097251585,ATL,2
77,C,John Michael,Schmitz Jr,John Michael Schmitz Jr,NYG,13,79,1,788,True,13,15,0,0,John Michael,Schmitz Jr,SchmitzJohnMichael_22853,2356.0,2354.0,2.0,26.0,2.0,15.0,Signed,Normal,73.0,0.0,0.0,NYG,tier_5,1.2690355329949237,NYG,6
80,LG,Connor,Colby,Connor Colby,SF,10,46,3,451,True,10,14,0,0,Connor,Colby,ColbyConnor_15158,496.0,494.0,0.0,22.0,7.0,14.0,Signed,Normal,65.0,0.0,0.0,SF,tier_6,6.651884700665189,SF,-2
81,RT,Darnell,Wright,Darnell Wright,CHI,14,96,2,953,True,14,0,0,0,Darnell,Wright,WrightDarnell_22861,3004.0,3002.0,2.0,24.0,1.0,0.0,Signed,College_Impact,86.0,0.0,0.0,CHI,tier_2,2.0986358866736623,CHI,6
82,LG,Austin,Corbett,Austin Corbett,CAR,10,80,3,569,True,10,20,0,0,Austin,Corbett,CorbettAustin_13177,533.0,531.0,7.0,29.0,2.0,20.0,Signed,College_Impact,75.0,0.0,0.0,CAR,tier_4,5.272407732864675,CAR,-1
86,RG,O'Cyrus,Torrence,O'Cyrus Torrence,BUF,15,98,2,978,True,15,2,0,0,O'Cyrus,Torrence,TorrenceOCyrus_22852,2687.0,2685.0,2.0,25.0,2.0,2.0,Signed,Normal,73.0,0.0,0.0,BUF,tier_5,2.044989775051125,BUF,3
87,LG,Donovan,Jackson,Donovan Jackson,MIN,12,95,2,674,True,12,30,0,0,Donovan,Jackson,JacksonDonovan_15123,1280.0,1278.0,0.0,22.0,1.0,30.0,Signed,College_Impact,74.0,0.0,0.0,MIN,tier_5,2.967359050445104,MIN,3
88,RG,Tyler,Steen,Tyler Steen,PHI,15,130,2,926,True,15,12,0,0,Tyler,Steen,SteenTyler_22882,2515.0,2513.0,2.0,25.0,3.0,12.0,Signed,Normal,71.0,0.0,0.0,PHI,tier_5,2.1598272138228944,PHI,3
90,C,Robert,Hainsey,Robert Hainsey,JAX,14,116,3,892,True,14,16,0,0,Robert,Hainsey,HainseyRobert_21643,1016.0,1014.0,4.0,27.0,3.0,16.0,Signed,Normal,73.0,0.0,0.0,JAX,tier_5,3.36322869955157,JAX,3
91,C,Jake,Brendel,Jake Brendel,SF,13,92,0,836,True,13,14,0,0,Jake,Brendel,BrendelJake_17912,291.0,289.0,9.0,32.0,63.0,14.0,Signed,Normal,75.0,0.0,0.0,SF,tier_4,0.0,SF,10
94,RT,Brian,O'Neill,Brian O'Neill,MIN,13,82,2,676,True,13,30,0,0,Brian,O'Neill,ONeillBrian_13257,2021.0,2019.0,7.0,29.0,2.0,30.0,Signed,College_Impact,85.0,0.0,0.0,MIN,tier_2,2.9585798816568047,MIN,2
95,C,Luke,Wattenberg,Luke Wattenberg,DEN,15,121,0,1006,True,15,3,0,0,Luke,Wattenberg,WattenbergLuke_22435,2837.0,2835.0,3.0,27.0,5.0,3.0,Signed,Normal,76.0,0.0,0.0,DEN,tier_4,0.0,DEN,10
96,LG,Alex,Palczewski,Alex Palczewski,DEN,15,89,1,634,True,15,3,0,0,Alex,Palczewski,PalczewskiAlex_23358,2047.0,2045.0,2.0,26.0,63.0,3.0,Signed,Normal,68.0,0.0,0.0,DEN,tier_6,1.5772870662460567,DEN,7
98,C,Luke,Fortner,Luke Fortner,NO,13,56,3,556,True,13,26,0,0,Luke,Fortner,FortnerLuke_22425,852.0,850.0,3.0,27.0,3.0,26.0,Signed,Normal,70.0,0.0,0.0,NO,tier_5,5.39568345323741,NO,0
99,C,Garrett,Bradbury,Garrett Bradbury,NE,15,117,0,967,True,15,21,0,0,Garrett,Bradbury,BradburyGarrett_20372,277.0,275.0,6.0,30.0,1.0,21.0,Signed,Normal,75.0,0.0,0.0,NE,tier_4,0.0,NE,10
104,LG,Damien,Lewis,Damien Lewis,CAR,14,106,1,883,True,14,20,0,0,Damien,Lewis,LewisDamien_21101,1590.0,1588.0,5.0,28.0,3.0,20.0,Signed,College_Impact,86.0,0.0,0.0,CAR,tier_2,1.1325028312570782,CAR,2
106,RG,Alex,Cappa,Alex Cappa,LV,11,55,5,418,True,11,22,0,0,Alex,Cappa,CappaAlex_13297,420.0,418.0,7.0,30.0,3.0,22.0,Signed,Normal,68.0,0.0,0.0,LV,tier_6,11.961722488038278,LV,-5
108,RG,Mike,Onwenu,Mike Onwenu,NE,15,97,2,963,True,15,21,0,0,Mike,Onwenu,OnwenuMichael_21205,2022.0,2020.0,5.0,27.0,6.0,21.0,Signed,College_Impact,82.0,0.0,0.0,NE,tier_3,2.0768431983385254,NE,1
110,RG,Jonah,Jackson,Jonah Jackson,CHI,15,132,3,1012,True,15,0,0,0,Jonah,Jackson,JacksonJonah_21113,1287.0,1285.0,5.0,28.0,3.0,0.0,Signed,College_Impact,76.0,0.0,0.0,CHI,tier_4,2.9644268774703555,CHI,2
111,C,Lloyd,Cushenberry III,Lloyd Cushenberry III,TEN,13,96,5,793,True,13,29,0,0,Lloyd,Cushenberry III,CushenberryIIILloyd_20974,571.0,569.0,5.0,27.0,3.0,29.0,Signed,Normal,71.0,0.0,0.0,TEN,tier_5,6.305170239596469,TEN,-3
118,LT,Christian,Darrisaw,Christian Darrisaw,MIN,10,56,2,504,True,10,30,0,0,Christian,Darrisaw,DarrisawChristian_21534,586.0,584.0,4.0,26.0,1.0,30.0,Signed,College_Star,88.0,0.0,0.0,MIN,tier_2,3.968253968253968,MIN,6
122,C,Connor,McGovern,Connor McGovern,BUF,15,97,0,961,True,15,2,0,0,Connor,McGovern,McGovernConnor_20665,1751.0,1749.0,6.0,27.0,3.0,2.0,Signed,Normal,79.0,0.0,0.0,BUF,tier_4,0.0,BUF,10
124,LG,Dylan,Parham,Dylan Parham,LV,15,110,6,843,True,15,22,0,0,Dylan,Parham,ParhamDylan_22128,2053.0,2051.0,3.0,26.0,3.0,22.0,Signed,Normal,74.0,0.0,0.0,LV,tier_5,7.117437722419928,LV,-3
125,LT,Andrew,Thomas,Andrew Thomas,NYG,13,97,1,802,True,13,15,0,0,Andrew,Thomas,ThomasAndrew_20964,2628.0,2626.0,5.0,26.0,1.0,15.0,Signed,College_Impact,90.0,0.0,0.0,NYG,tier_1,1.2468827930174564,NYG,4
135,C,Drew,Dalman,Drew Dalman,CHI,15,104,1,1033,True,15,0,0,0,Drew,Dalman,DalmanDrew_21547,575.0,573.0,4.0,26.0,4.0,0.0,Signed,College_Impact,84.0,0.0,0.0,CHI,tier_3,0.968054211035818,CHI,8
137,RT,Spencer,Brown,Spencer Brown,BUF,12,100,3,769,True,12,2,0,0,Spencer,Brown,BrownSpencer_21649,341.0,339.0,4.0,27.0,3.0,2.0,Signed,Normal,84.0,0.0,0.0,BUF,tier_3,3.9011703511053315,BUF,4
138,LG,Jonah,Savaiinaea,Jonah Savaiinaea,MIA,15,122,6,870,True,15,11,0,0,Jonah,Savaiinaea,SavaiinaeaJonah_15167,2350.0,2348.0,0.0,21.0,2.0,11.0,Signed,Normal,66.0,0.0,0.0,MIA,tier_6,6.896551724137931,MIA,-2
141,C,Cade,Mays,Cade Mays,CAR,11,63,0,622,True,11,20,0,0,Cade,Mays,MaysCade_22123,1709.0,1707.0,3.0,26.0,6.0,20.0,Signed,Normal,74.0,0.0,0.0,CAR,tier_5,0.0,CAR,12
143,LT,Kelvin,Banks Jr,Kelvin Banks Jr,NO,15,130,4,998,True,15,26,0,0,Kelvin,Banks Jr,BanksJrKelvin_15161,135.0,133.0,0.0,21.0,1.0,26.0,Signed,College_Impact,76.0,0.0,0.0,NO,tier_4,4.008016032064128,NO,10
145,RG,Cesar,Ruiz,Cesar Ruiz,NO,13,87,3,788,True,13,26,0,0,Cesar,Ruiz,RuizCesar_20972,2313.0,2311.0,5.0,26.0,1.0,26.0,Signed,Normal,75.0,0.0,0.0,NO,tier_4,3.8071065989847717,NO,-1
150,LT,Justin,Skule,Justin Skule,MIN,10,60,7,457,True,10,30,0,0,Justin,Skule,SkuleJustin_20732,2430.0,2428.0,6.0,28.0,6.0,30.0,Signed,Normal,65.0,0.0,0.0,MIN,tier_6,15.317286652078774,MIN,-5
153,RT,Austin,Deculus,Austin Deculus,LAC,11,58,4,414,True,11,7,0,0,Austin,Deculus,DeculusAustin_22438,631.0,629.0,3.0,26.0,6.0,7.0,Signed,Normal,64.0,0.0,0.0,LAC,tier_6,9.66183574879227,LAC,1
155,LT,Olu,Fashanu,Olu Fashanu,NYJ,15,131,6,929,True,15,17,0,0,Olu,Fashanu,FashanuOlumuyiwa_14695,800.0,798.0,1.0,22.0,1.0,17.0,Signed,College_Impact,74.0,0.0,0.0,NYJ,tier_5,6.458557588805167,NYJ,3
157,LT,Trent,Williams,Trent Williams,SF,15,110,4,995,True,15,14,0,0,Trent,Williams,WilliamsTrent_9800,2926.0,2924.0,15.0,37.0,1.0,14.0,Signed,College_Star,96.0,0.0,0.0,SF,tier_0,4.020100502512563,SF,-1
161,RG,Quinn,Meinerz,Quinn Meinerz,DEN,15,137,2,978,True,15,3,0,0,Quinn,Meinerz,MeinerzQuinn_21842,1792.0,1790.0,4.0,26.0,3.0,3.0,Signed,College_Star,95.0,0.0,0.0,DEN,tier_0,2.044989775051125,DEN,-3
162,LG,Ezra,Cleveland,Ezra Cleveland,JAX,14,103,2,936,True,14,16,0,0,Ezra,Cleveland,ClevelandEzra_20966,483.0,481.0,5.0,27.0,2.0,16.0,Signed,College_Impact,78.0,0.0,0.0,JAX,tier_4,2.136752136752137,JAX,2
164,RT,Stone,Forsythe,Stone Forsythe,LV,14,88,11,625,True,14,22,0,0,Stone,Forsythe,ForsytheStone_21828,851.0,849.0,4.0,27.0,6.0,22.0,Signed,Normal,63.0,0.0,0.0,LV,tier_6,17.6,LV,-5
166,LT,Ikem,Ekwonu,Ikem Ekwonu,CAR,13,109,5,838,True,13,20,0,0,Ikem,Ekwonu,EkwonuIkem_22439,743.0,741.0,3.0,24.0,1.0,20.0,Signed,College_Impact,79.0,0.0,0.0,CAR,tier_4,5.966587112171838,CAR,5
167,RG,Will,Fries,Will Fries,MIN,15,87,2,868,True,15,30,0,0,Will,Fries,FriesWill_21831,876.0,874.0,4.0,27.0,7.0,30.0,Signed,College_Impact,77.0,0.0,0.0,MIN,tier_4,2.304147465437788,MIN,2
173,LG,Landon,Dickerson,Landon Dickerson,PHI,14,102,5,781,True,14,12,0,0,Landon,Dickerson,DickersonLandon_21642,654.0,652.0,4.0,26.0,2.0,12.0,Signed,College_Impact,83.0,0.0,0.0,PHI,tier_3,6.402048655569782,PHI,-5
174,LT,Fred,Johnson,Fred Johnson,PHI,13,56,2,508,True,13,12,0,0,Fred,Johnson,JohnsonFred_20664,1363.0,1361.0,6.0,28.0,63.0,12.0,Signed,Normal,64.0,0.0,0.0,PHI,tier_6,3.937007874015748,PHI,13
177,LT,Jordan,Mailata,Jordan Mailata,PHI,15,101,2,918,True,15,12,0,0,Jordan,Mailata,MailataJordan_13479,1663.0,1661.0,7.0,28.0,7.0,12.0,Signed,College_Star,89.0,0.0,0.0,PHI,tier_2,2.1786492374727673,PHI,6
181,C,Tanor,Bortolini,Tanor Bortolini,IND,15,88,0,872,True,15,9,0,0,Tanor,Bortolini,BortoliniTanor_14741,259.0,257.0,1.0,23.0,4.0,9.0,Signed,Normal,81.0,0.0,0.0,IND,tier_3,0.0,IND,8
182,RG,Matt,Goncalves,Matt Goncalves,IND,14,107,2,885,True,14,9,0,0,Matt,Goncalves,GoncalvesMatt_14714,953.0,951.0,1.0,24.0,3.0,9.0,Signed,Normal,73.0,0.0,0.0,IND,tier_5,2.2598870056497176,IND,3
183,RT,Braden,Smith,Braden Smith,IND,13,85,1,766,True,13,9,0,0,Braden,Smith,SmithBraden_13124,2446.0,2444.0,7.0,29.0,2.0,9.0,Signed,College_Impact,82.0,0.0,0.0,IND,tier_3,1.3054830287206267,IND,8
184,LG,Quenton,Nelson,Quenton Nelson,IND,15,101,1,916,True,15,9,0,0,Quenton,Nelson,NelsonQuenton_13081,1937.0,1935.0,7.0,29.0,1.0,9.0,Signed,College_Star,93.0,0.0,0.0,IND,tier_1,1.0917030567685588,IND,1
188,LT,Broderick,Jones,Broderick Jones,PIT,11,64,6,632,True,11,28,0,0,Broderick,Jones,JonesBroderick_22849,1399.0,1397.0,2.0,24.0,1.0,28.0,Signed,Normal,70.0,0.0,0.0,PIT,tier_5,9.49367088607595,PIT,3
192,RT,KT,Leveston,KT Leveston,CLE,11,61,6,549,True,11,4,0,0,KT,Leveston,LevestonKT_1171,1586.0,1584.0,1.0,25.0,7.0,4.0,Signed,Normal,67.0,0.0,0.0,CLE,tier_6,10.92896174863388,CLE,-2
194,RG,Mike,Caliendo,Mike Caliendo,KC,12,59,2,420,True,12,8,0,0,Mike,Caliendo,CaliendoMike_22609,407.0,405.0,3.0,27.0,63.0,8.0,Signed,Normal,64.0,0.0,0.0,KC,tier_6,4.761904761904763,KC,-2
195,RT,Jaylon,Moore,Jaylon Moore,KC,12,47,3,425,True,12,8,0,0,Jaylon,Moore,MooreJaylon_21656,1864.0,1862.0,4.0,27.0,5.0,8.0,Signed,Normal,70.0,0.0,0.0,KC,tier_5,7.058823529411765,KC,0
196,RG,Trey,Smith,Trey Smith,KC,11,88,1,622,True,11,8,0,0,Trey,Smith,SmithTrey_21648,2474.0,2472.0,4.0,26.0,6.0,8.0,Signed,College_Star,88.0,0.0,0.0,KC,tier_2,1.607717041800643,KC,2
197,C,Creed,Humphrey,Creed Humphrey,KC,15,139,1,986,True,15,8,0,0,Creed,Humphrey,HumphreyCreed_21551,1234.0,1232.0,4.0,27.0,2.0,8.0,Signed,College_Star,98.0,0.0,0.0,KC,tier_0,1.0141987829614605,KC,-1
198,RT,Jawaan,Taylor,Jawaan Taylor,KC,12,84,3,760,True,12,8,0,0,Jawaan,Taylor,TaylorJawaan_20534,2597.0,2595.0,6.0,27.0,2.0,8.0,Signed,Normal,73.0,0.0,0.0,KC,tier_5,3.947368421052632,KC,6
205,LG,Matthew,Bergeron,Matthew Bergeron,ATL,13,96,1,796,True,13,13,0,0,Matthew,Bergeron,BergeronMatthew_22878,208.0,206.0,2.0,25.0,2.0,13.0,Signed,College_Impact,78.0,0.0,0.0,ATL,tier_4,1.256281407035176,ATL,5
207,C,Ryan,Neuzil,Ryan Neuzil,ATL,15,128,0,980,True,15,13,0,0,Ryan,Neuzil,NeuzilRyan_21846,1938.0,1936.0,4.0,28.0,63.0,13.0,Signed,Normal,77.0,0.0,0.0,ATL,tier_4,0.0,ATL,10
208,RG,Chris,Lindstrom,Chris Lindstrom,ATL,15,107,1,970,True,15,13,0,0,Chris,Lindstrom,LindstromChris_20369,1604.0,1602.0,6.0,28.0,1.0,13.0,Signed,College_Star,91.0,0.0,0.0,ATL,tier_1,1.0309278350515465,ATL,1
210,RT,Elijah,Wilkinson,Elijah Wilkinson,ATL,15,138,5,980,True,15,13,0,0,Elijah,Wilkinson,WilkinsonElijah_13028,2887.0,2885.0,8.0,30.0,63.0,13.0,Signed,Normal,70.0,0.0,0.0,ATL,tier_5,5.1020408163265305,ATL,3
213,RG,Anthony,Bradford,Anthony Bradford,SEA,15,127,3,902,True,15,27,0,0,Anthony,Bradford,BradfordAnthony_22893,279.0,277.0,2.0,24.0,4.0,27.0,Signed,Normal,69.0,0.0,0.0,SEA,tier_6,3.3259423503325944,SEA,1
215,LT,Charles,Cross,Charles Cross,SEA,14,107,2,821,True,14,27,0,0,Charles,Cross,CrossCharles_22437,557.0,555.0,3.0,24.0,1.0,27.0,Signed,College_Impact,82.0,0.0,0.0,SEA,tier_3,2.4360535931790497,SEA,8
216,RT,Abraham,Lucas,Abraham Lucas,SEA,15,130,3,925,True,15,27,0,0,Abraham,Lucas,LucasAbraham_22105,1639.0,1637.0,3.0,26.0,3.0,27.0,Signed,College_Impact,78.0,0.0,0.0,SEA,tier_4,3.243243243243243,SEA,5
221,LG,Grey,Zabel,Grey Zabel,SEA,15,101,2,915,True,15,27,0,0,Grey,Zabel,ZabelGrey_4601,3029.0,3027.0,0.0,23.0,1.0,27.0,Signed,Normal,73.0,0.0,0.0,SEA,tier_5,2.185792349726776,SEA,3
222,C,Jalen,Sundell,Jalen Sundell,SEA,11,72,0,599,True,11,27,0,0,Jalen,Sundell,SundellJalen_1372,2565.0,2563.0,1.0,25.0,63.0,27.0,Signed,Normal,67.0,0.0,0.0,SEA,tier_6,0.0,SEA,13
225,LT,Dion,Dawkins,Dion Dawkins,BUF,14,106,5,881,True,14,2,0,0,Dion,Dawkins,DawkinsDion_12622,621.0,619.0,8.0,31.0,2.0,2.0,Signed,College_Impact,87.0,0.0,0.0,BUF,tier_2,5.675368898978434,BUF,2
227,RT,Penei,Sewell,Penei Sewell,DET,15,113,1,940,True,15,18,0,0,Penei,Sewell,SewellPenei_21540,2380.0,2378.0,4.0,24.0,1.0,18.0,Signed,College_Star,97.0,0.0,0.0,DET,tier_0,1.0638297872340425,DET,3
229,LG,Graham,Glasgow,Graham Glasgow,DET,13,104,1,800,True,13,18,0,0,Graham,Glasgow,GlasgowGraham_17700,941.0,939.0,9.0,33.0,3.0,18.0,Signed,Normal,74.0,0.0,0.0,DET,tier_5,1.25,DET,6
230,LT,Taylor,Decker,Taylor Decker,DET,13,99,2,821,True,13,18,0,0,Taylor,Decker,DeckerTaylor_17665,629.0,627.0,9.0,31.0,1.0,18.0,Signed,College_Impact,82.0,0.0,0.0,DET,tier_3,2.4360535931790497,DET,8
232,RG,Tate,Ratledge,Tate Ratledge,DET,15,96,2,951,True,15,18,0,0,Tate,Ratledge,RatledgeTate_15126,2187.0,2185.0,0.0,24.0,2.0,18.0,Signed,College_Impact,73.0,0.0,0.0,DET,tier_5,2.103049421661409,DET,3
234,LG,Kingsley,Suamataia,Kingsley Suamataia,KC,15,118,3,983,True,15,8,0,0,Kingsley,Suamataia,SuamataiaKingsley_14705,2560.0,2558.0,1.0,22.0,2.0,8.0,Signed,Normal,73.0,0.0,0.0,KC,tier_5,3.051881993896236,KC,3
237,RG,Jamaree,Salyer,Jamaree Salyer,LAC,10,50,4,449,True,10,7,0,0,Jamaree,Salyer,SalyerJamaree_22116,2326.0,2324.0,3.0,25.0,6.0,7.0,Signed,Normal,68.0,0.0,0.0,LAC,tier_6,8.908685968819599,LAC,-5
238,LG,Zion,Johnson,Zion Johnson,LAC,15,132,3,1008,True,15,7,0,0,Zion,Johnson,JohnsonZion_22115,1383.0,1381.0,3.0,25.0,1.0,7.0,Signed,College_Impact,75.0,0.0,0.0,LAC,tier_4,2.976190476190476,LAC,2
239,LT,Trevor,Penning,Trevor Penning,LAC,11,61,4,465,True,11,7,0,0,Trevor,Penning,PenningTrevor_22103,2088.0,2086.0,3.0,26.0,1.0,7.0,Signed,Normal,68.0,0.0,0.0,LAC,tier_6,8.602150537634408,LAC,4
241,RG,Mekhi,Becton Sr,Mekhi Becton Sr,LAC,13,82,2,677,True,13,7,0,0,Mekhi,Becton Sr,BectonMekhi_20969,185.0,183.0,5.0,26.0,1.0,7.0,Signed,Normal,72.0,0.0,0.0,LAC,tier_5,2.9542097488921715,LAC,3
242,RT,Trey,Pipkins III,Trey Pipkins III,LAC,11,77,3,543,True,11,7,0,0,Trey,Pipkins III,PipkinsTrey_20678,2126.0,2124.0,6.0,28.0,3.0,7.0,Signed,Normal,68.0,0.0,0.0,LAC,tier_6,5.524861878453039,LAC,4
