Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,STAT_KEEP,DLINEFUMBLERECOVERYYARDS,DSECINTRETURNYARDS,DOWNSPLAYED,DLINEFUMBLERECOVERIES,ASSDEFTACKLES,BIGHITS,DEFTACKLES,DLINEHALFSACK,SEAS_YEAR,CTHALLOWED,DSECINTLONGESTRETURN,DLINESAFETIES,DSECINTS,DSECINTTDS,GAMERATING,DEFPASSDEFLECTIONS,DLINEBLOCKS,YEARBYYEARTEAMINDEX,DEFTACKLESFORLOSS,DLINEFORCEDFUMBLES,DLINESACKS,DLINEFUMBLETDS,GAMESPLAYED,GAMESSTARTED,FirstName_y,LastName_y,PLYR_ASSETNAME,Row Excel,Row Editor,YearsPro,Age,PLYR_DRAFTROUND,TeamIndex,ContractStatus,TraitDevelopment,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,DLSacksAndTFLPer1000Snaps,DTSacksAndTFLPer1000Snaps,TotalTurnoversPer1000Snaps,LBSacksTFLPassDeflPer1000Snaps,TacklesPer1000Snaps,CBPassDeflPer1000Snaps,CBCatchAllowPer100Snaps,SafetiesCatchAllowMinusPDPerGame,TeamName_y,SkillPointDef
30,CB,Upton,Stout,Upton Stout,SF,True,0,0,548,0,10,40,58,0,0,56,0,0,0,0,0,5,0,14,3,1,1,0,14,14,Upton,Stout,StoutUpton_15327,2543.0,2541.0,0.0,23.0,3.0,14.0,Signed,Normal,74.0,0.0,0.0,SF,tier_5,9.124087591240874,10.036496350364963,1.8248175182481752,16.423357664233578,124.08759124087591,9.124087591240874,10.218978102189782,3.642857142857143,SF,-4
33,DT,Alfred,Collins,Alfred Collins,SF,True,24,0,433,2,7,10,7,0,0,0,0,0,0,0,0,0,0,14,0,2,1,0,14,14,Alfred,Collins,CollinsAlfred_15206,503.0,501.0,0.0,23.0,2.0,14.0,Signed,Normal,74.0,0.0,0.0,SF,tier_5,4.618937644341801,5.773672055427252,9.237875288683602,2.3094688221709005,32.33256351039261,0.0,0.0,0.0,SF,1
35,CB,Renardo,Green,Renardo Green,SF,True,0,0,747,0,4,31,48,0,0,29,0,0,0,0,0,6,0,14,0,0,0,0,13,13,Renardo,Green,GreenRenardo_14985,992.0,990.0,1.0,24.0,2.0,14.0,Signed,College_Impact,76.0,0.0,0.0,SF,tier_4,0.0,0.0,0.0,8.032128514056224,69.61178045515395,8.032128514056224,3.8821954484605086,1.7692307692307692,SF,-3
40,SS,Ty,Okada,Ty Okada,SEA,True,18,41,650,1,9,26,41,0,0,19,41,0,1,0,0,4,0,27,1,0,2,0,15,15,Ty,Okada,OkadaTy_23381,1996.0,1994.0,2.0,26.0,63.0,27.0,Signed,Normal,68.0,0.0,0.0,SEA,tier_6,7.6923076923076925,9.230769230769232,3.076923076923077,10.769230769230768,76.92307692307693,6.153846153846154,2.923076923076923,1.0,SEA,3
41,CB,Devon,Witherspoon,Devon Witherspoon,SEA,True,2,48,629,1,13,41,47,0,0,38,48,0,1,0,0,4,0,27,2,0,0,0,10,10,Devon,Witherspoon,WitherspoonDevon_23023,2968.0,2966.0,2.0,24.0,1.0,27.0,Signed,College_Star,89.0,0.0,0.0,SEA,tier_2,3.179650238473768,3.179650238473768,3.179650238473768,9.538950715421302,95.38950715421305,6.359300476947536,6.041335453100159,3.4,SEA,-4
42,ROLB,Drake,Thomas,Drake Thomas,SEA,True,0,0,688,0,20,45,50,0,0,37,0,0,0,0,0,5,0,27,7,1,4,0,15,15,Drake,Thomas,ThomasDrake_23011,2632.0,2630.0,2.0,25.0,63.0,27.0,Signed,Normal,70.0,0.0,0.0,SEA,tier_5,21.80232558139535,24.709302325581394,1.4534883720930232,23.25581395348837,101.74418604651163,7.267441860465116,5.377906976744186,2.1333333333333333,SEA,9
43,RE,Derick,Hall,Derick Hall,SEA,True,0,0,398,0,12,20,17,0,0,1,0,0,0,0,0,1,0,27,1,0,2,0,13,13,Derick,Hall,HallDerick_22974,1023.0,1021.0,2.0,24.0,2.0,27.0,Signed,College_Impact,73.0,0.0,0.0,SEA,tier_5,12.56281407035176,15.07537688442211,0.0,10.050251256281408,72.8643216080402,2.512562814070352,0.25125628140703515,0.0,SEA,-5
45,CB,Tariq,Woolen,Tariq Woolen,SEA,True,0,45,752,0,0,22,34,0,0,35,45,0,1,0,0,7,0,27,1,0,0,0,14,14,Tariq,Woolen,WoolenTariq_22247,2989.0,2987.0,3.0,26.0,5.0,27.0,Signed,Normal,80.0,0.0,0.0,SEA,tier_3,1.3297872340425532,1.3297872340425532,1.3297872340425532,10.638297872340425,45.21276595744681,9.308510638297872,4.654255319148936,2.0,SEA,-6
46,CB,Josh,Jobe,Josh Jobe,SEA,True,0,57,766,0,5,28,48,0,0,43,57,0,1,0,0,8,0,27,0,0,1,0,14,14,Josh,Jobe,JobeJosh_22212,1340.0,1338.0,3.0,27.0,63.0,27.0,Signed,Normal,73.0,0.0,0.0,SEA,tier_5,2.6109660574412534,3.2637075718015662,1.3054830287206267,11.74934725848564,69.19060052219321,10.443864229765014,5.613577023498695,2.5,SEA,-4
47,FS,Coby,Bryant,Coby Bryant,SEA,True,0,88,974,0,14,39,48,0,0,17,58,0,4,0,0,2,0,27,4,1,0,0,15,15,Coby,Bryant,BryantCoby_22211,357.0,355.0,3.0,26.0,4.0,27.0,Signed,Normal,74.0,0.0,0.0,SEA,tier_5,4.106776180698152,4.106776180698152,5.133470225872689,6.160164271047228,63.65503080082136,2.053388090349076,1.7453798767967144,1.0,SEA,3
48,RE,Boye,Mafe,Boye Mafe,SEA,True,0,0,520,0,8,16,17,0,0,4,0,0,0,0,0,1,0,27,2,1,1,0,15,15,Boye,Mafe,MafeBoye_22153,1657.0,1655.0,3.0,26.0,2.0,27.0,Signed,College_Impact,76.0,0.0,0.0,SEA,tier_4,7.6923076923076925,8.653846153846155,1.9230769230769231,7.6923076923076925,48.07692307692308,1.9230769230769231,0.7692307692307693,0.2,SEA,-6
49,MLB,Ernest,Jones IV,Ernest Jones IV,SEA,True,0,82,812,0,29,64,81,0,0,45,54,0,5,1,0,1,0,27,4,0,1,0,13,13,Ernest,Jones IV,JonesErnest_21921,1389.0,1387.0,4.0,25.0,3.0,27.0,Signed,College_Impact,80.0,0.0,0.0,SEA,tier_3,7.389162561576354,8.004926108374384,7.389162561576354,7.389162561576354,135.4679802955665,1.2315270935960592,5.541871921182266,3.3846153846153846,SEA,9
54,DT,John,Franklin-Myers,John Franklin-Myers,DEN,True,0,0,505,0,5,9,10,0,0,1,0,0,0,0,0,0,0,3,1,0,8,0,15,15,John,Franklin-Myers,FranklinJohn_13356,867.0,865.0,7.0,28.0,4.0,3.0,Signed,College_Impact,78.0,0.0,0.0,DEN,tier_4,33.663366336633665,41.584158415841586,0.0,17.82178217821782,29.7029702970297,0.0,0.19801980198019803,0.06666666666666667,DEN,-4
56,RE,Dondrea,Tillman,Dondrea Tillman,DEN,True,0,13,370,0,9,17,15,0,0,4,13,0,2,0,0,0,0,3,0,0,4,0,15,15,Dondrea,Tillman,TillmanDondrea_1397,2664.0,2662.0,2.0,27.0,63.0,3.0,Signed,Normal,66.0,0.0,0.0,DEN,tier_6,21.62162162162162,27.027027027027028,5.405405405405405,10.81081081081081,64.86486486486487,0.0,1.0810810810810811,0.26666666666666666,DEN,3
57,CB,Kyu Blu,Kelly,Kyu Blu Kelly,LV,True,18,62,579,1,2,21,34,0,0,34,60,0,3,0,0,3,0,22,0,0,0,0,12,12,Kyu Blu,Kelly,KellyKyuBlu_23040,1471.0,1469.0,2.0,24.0,5.0,22.0,Signed,Normal,71.0,0.0,0.0,LV,tier_5,0.0,0.0,6.90846286701209,5.181347150259067,62.17616580310881,5.181347150259067,5.872193436960276,2.5833333333333335,LV,1
58,RE,Tyree,Wilson,Tyree Wilson,LV,True,10,0,379,1,4,14,19,0,0,0,0,0,0,0,0,0,0,22,4,0,2,0,15,15,Tyree,Wilson,WilsonTyree_22973,2949.0,2947.0,2.0,25.0,1.0,22.0,Signed,Normal,71.0,0.0,0.0,LV,tier_5,21.108179419525065,23.7467018469657,2.638522427440633,15.8311345646438,60.68601583113457,0.0,0.0,0.0,LV,-1
60,FS,Isaiah,Pola-Mao,Isaiah Pola-Mao,LV,True,0,52,987,0,11,40,68,0,0,26,43,0,2,0,0,1,0,22,4,0,0,0,15,15,Isaiah,Pola-Mao,PolaMaoIsaiah_22241,2134.0,2132.0,3.0,26.0,63.0,22.0,Signed,Normal,69.0,0.0,0.0,LV,tier_6,4.052684903748734,4.052684903748734,2.026342451874367,5.065856129685917,80.04052684903749,1.0131712259371835,2.634245187436677,1.6666666666666667,LV,1
62,CB,Eric,Stokes,Eric Stokes,LV,True,0,0,910,0,7,32,39,0,0,25,0,0,0,0,0,4,0,22,1,0,0,0,14,14,Eric,Stokes,StokesEric_21705,2536.0,2534.0,4.0,26.0,1.0,22.0,Signed,Normal,76.0,0.0,0.0,LV,tier_4,1.098901098901099,1.098901098901099,0.0,5.4945054945054945,50.54945054945055,4.395604395604396,2.7472527472527473,1.5,LV,-4
63,RE,Malcolm,Koonce,Malcolm Koonce,LV,True,0,0,411,0,7,11,12,0,0,3,0,0,0,0,0,0,0,22,2,1,3,0,15,15,Malcolm,Koonce,KoonceMalcolm_21691,1516.0,1514.0,4.0,27.0,3.0,22.0,Signed,Normal,71.0,0.0,0.0,LV,tier_5,19.464720194647203,23.114355231143552,2.4330900243309004,12.165450121654501,46.228710462287104,0.0,0.7299270072992701,0.2,LV,-1
65,SS,Jeremy,Chinn,Jeremy Chinn,LV,True,0,0,996,0,25,69,83,0,0,37,0,0,0,0,0,2,0,22,4,2,0,0,15,15,Jeremy,Chinn,ChinnJeremy_21151,462.0,460.0,5.0,27.0,2.0,22.0,Signed,College_Impact,82.0,0.0,0.0,LV,tier_3,4.016064257028112,4.016064257028112,2.008032128514056,6.024096385542169,108.43373493975903,2.008032128514056,3.7148594377510036,2.3333333333333335,LV,2
68,LOLB,Devin,White,Devin White,LV,True,0,39,997,0,35,96,124,0,0,71,39,0,1,0,0,3,0,22,9,1,1,0,15,15,Devin,White,WhiteDevin_20581,2866.0,2864.0,6.0,27.0,1.0,22.0,Signed,Normal,70.0,0.0,0.0,LV,tier_5,11.033099297893681,11.534603811434303,2.0060180541624875,13.039117352056168,159.47843530591777,3.009027081243731,7.12136409227683,4.533333333333333,LV,11
69,LE,Maxx,Crosby,Maxx Crosby,LV,True,0,5,935,0,19,33,46,0,0,1,5,0,1,0,0,0,0,22,17,1,10,0,15,15,Maxx,Crosby,CrosbyMaxx_20571,554.0,552.0,6.0,28.0,4.0,22.0,Signed,College_Elite,94.0,0.0,0.0,LV,tier_1,39.57219251336898,44.919786096256686,2.1390374331550803,28.877005347593585,69.5187165775401,0.0,0.10695187165775401,0.06666666666666667,LV,-5
71,MLB,Elandon,Roberts,Elandon Roberts,LV,True,17,0,577,1,27,48,54,0,0,18,0,0,0,0,0,1,0,22,5,0,0,0,15,15,Elandon,Roberts,RobertsElandon_17854,2253.0,2251.0,9.0,31.0,6.0,22.0,Signed,Normal,77.0,0.0,0.0,LV,tier_4,8.665511265164644,8.665511265164644,1.7331022530329288,10.398613518197575,140.38128249566725,1.7331022530329288,3.119584055459272,1.1333333333333333,LV,7
72,CB,Darien,Porter,Darien Porter,LV,True,0,0,493,0,5,18,25,0,0,17,0,0,0,0,0,2,0,22,0,0,0,0,12,12,Darien,Porter,PorterDarien_15291,2139.0,2137.0,0.0,24.0,3.0,22.0,Signed,Normal,74.0,0.0,0.0,LV,tier_5,0.0,0.0,0.0,4.056795131845842,60.851926977687626,4.056795131845842,3.4482758620689653,1.25,LV,-4
76,DT,Jonathan,Allen,Jonathan Allen,MIN,True,16,0,734,1,17,35,36,0,0,1,0,0,0,0,0,0,0,30,4,0,4,0,15,15,Jonathan,Allen,AllenJonathan_12521,50.0,48.0,8.0,30.0,1.0,30.0,Signed,College_Star,85.0,0.0,0.0,MIN,tier_2,16.34877384196185,19.07356948228883,1.3623978201634876,10.899182561307901,72.20708446866485,0.0,0.13623978201634876,0.06666666666666667,MIN,-10
77,FS,Harrison,Smith,Harrison Smith,MIN,True,3,30,689,1,8,24,40,0,0,17,30,0,1,0,0,3,0,30,1,0,0,0,13,13,Harrison,Smith,SmithHarrison_11440,2456.0,2454.0,13.0,36.0,1.0,30.0,Signed,College_Star,85.0,0.0,0.0,MIN,tier_2,1.4513788098693758,1.4513788098693758,2.9027576197387517,5.805515239477503,69.66618287373004,4.354136429608127,2.467343976777939,1.0769230769230769,MIN,-1
80,DT,Levi Drake,Rodriguez,Levi Drake Rodriguez,MIN,True,0,0,400,0,11,22,26,0,0,0,0,0,0,0,0,0,0,30,6,0,2,0,14,14,Levi Drake,Rodriguez,RodriguezLeviDrake_1153,2286.0,2284.0,1.0,25.0,7.0,30.0,Signed,Normal,64.0,0.0,0.0,MIN,tier_6,25.0,27.5,0.0,20.0,92.5,0.0,0.0,0.0,MIN,-3
81,CB,Tyrique,Stevenson,Tyrique Stevenson,CHI,True,18,57,570,2,6,29,41,0,0,37,57,0,1,0,0,8,0,0,1,2,0,0,12,12,Tyrique,Stevenson,StevensonTyrique_23038,2521.0,2519.0,2.0,25.0,2.0,0.0,Signed,Normal,74.0,0.0,0.0,CHI,tier_5,1.7543859649122808,1.7543859649122808,8.771929824561402,15.789473684210527,82.4561403508772,14.035087719298247,6.491228070175438,2.4166666666666665,CHI,5
82,LOLB,Noah,Sewell,Noah Sewell,CHI,True,0,0,395,0,13,31,41,0,0,24,0,0,0,0,0,0,0,0,4,1,0,0,11,11,Noah,Sewell,SewellNoah_22996,2379.0,2377.0,2.0,23.0,5.0,0.0,Signed,Normal,68.0,0.0,0.0,CHI,tier_6,10.126582278481013,10.126582278481013,2.5316455696202533,10.126582278481013,136.7088607594937,0.0,6.075949367088607,2.1818181818181817,CHI,10
83,DT,Gervon,Dexter Sr,Gervon Dexter Sr,CHI,True,18,0,576,1,10,21,20,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,15,15,Gervon,Dexter Sr,DexterGervon_22921,649.0,647.0,2.0,23.0,2.0,0.0,Signed,College_Impact,80.0,0.0,0.0,CHI,tier_3,26.041666666666668,31.25,1.736111111111111,15.625,52.083333333333336,0.0,0.0,0.0,CHI,-3
86,SS,Jaquan,Brisker,Jaquan Brisker,CHI,True,0,45,926,0,23,53,56,0,0,26,45,0,1,0,0,2,0,0,0,0,1,0,15,15,Jaquan,Brisker,BriskerJaquan_22228,303.0,301.0,3.0,26.0,2.0,0.0,Signed,Normal,81.0,0.0,0.0,CHI,tier_3,2.1598272138228944,2.6997840172786174,1.0799136069114472,3.239740820734341,85.31317494600432,2.1598272138228944,2.8077753779697625,1.6,CHI,-2
90,CB,Nick,McCloud,Nick McCloud,CHI,True,0,0,436,0,5,16,20,0,0,24,0,0,0,0,0,2,0,0,0,0,0,0,13,13,Nick,McCloud,McCloudNick_21992,1723.0,1721.0,4.0,27.0,63.0,0.0,Signed,Normal,70.0,0.0,0.0,CHI,tier_5,0.0,0.0,0.0,4.587155963302752,57.33944954128441,4.587155963302752,5.5045871559633035,1.6923076923076923,CHI,-6
93,CB,Nahshon,Wright,Nahshon Wright,CHI,True,39,52,898,3,12,36,53,0,0,43,44,0,5,1,0,6,0,0,4,2,0,0,15,15,Nahshon,Wright,WrightNahshon_21708,3007.0,3005.0,4.0,27.0,3.0,0.0,Signed,Normal,76.0,0.0,0.0,CHI,tier_4,4.4543429844097995,4.4543429844097995,12.249443207126948,11.135857461024498,72.38307349665925,6.6815144766147,4.788418708240535,2.466666666666667,CHI,3
97,SS,C.J.,Gardner-Johnson,C.J. Gardner-Johnson,CHI,True,0,51,652,0,8,25,41,0,0,31,46,0,2,0,0,1,0,0,2,1,3,0,11,11,C.J.,Gardner-Johnson,GardnerJohnsonChauncey_20621,904.0,902.0,6.0,27.0,4.0,0.0,Signed,Normal,73.0,0.0,0.0,CHI,tier_5,12.269938650306749,14.570552147239264,4.601226993865031,9.202453987730062,75.15337423312883,1.5337423312883436,4.754601226993866,2.727272727272727,CHI,5
99,LE,Montez,Sweat,Montez Sweat,CHI,True,14,0,678,2,6,23,29,0,0,3,0,0,0,0,0,0,0,0,3,3,10,0,15,15,Montez,Sweat,SweatMontez_20411,2575.0,2573.0,6.0,28.0,1.0,0.0,Signed,College_Impact,80.0,0.0,0.0,CHI,tier_3,33.92330383480826,41.29793510324484,7.374631268436578,19.1740412979351,51.62241887905605,0.0,0.4424778761061947,0.2,CHI,2
100,FS,Kevin,Byard III,Kevin Byard III,CHI,True,0,71,925,0,21,59,63,0,0,23,31,0,6,0,0,1,0,0,4,0,0,0,15,15,Kevin,Byard III,ByardKevin_17752,393.0,391.0,9.0,32.0,3.0,0.0,Signed,College_Impact,84.0,0.0,0.0,CHI,tier_3,4.324324324324325,4.324324324324325,6.486486486486486,5.405405405405405,90.8108108108108,1.0810810810810811,2.4864864864864864,1.4666666666666666,CHI,6
127,CB,Tre'Davious,White,Tre'Davious White,BUF,True,0,32,621,0,0,19,35,0,0,20,32,0,1,0,0,4,0,2,6,0,0,0,14,14,Tre'Davious,White,WhiteTreDavious_12548,2872.0,2870.0,8.0,30.0,1.0,2.0,Signed,Normal,74.0,0.0,0.0,BUF,tier_5,9.66183574879227,9.66183574879227,1.6103059581320451,16.103059581320448,56.36070853462158,6.4412238325281805,3.22061191626409,1.1428571428571428,BUF,-1
128,DT,DaQuan,Jones,DaQuan Jones,BUF,True,0,0,424,0,3,12,15,0,0,0,0,0,1,0,0,0,0,2,2,1,3,0,12,12,DaQuan,Jones,JonesDaQuan_12336,1407.0,1405.0,11.0,33.0,4.0,2.0,Signed,College_Impact,83.0,0.0,0.0,BUF,tier_3,18.867924528301884,22.40566037735849,4.716981132075471,11.79245283018868,42.45283018867924,0.0,0.0,0.0,BUF,-5
129,SS,Jordan,Poyer,Jordan Poyer,BUF,True,0,20,428,0,18,32,43,0,0,9,20,0,1,0,0,2,0,2,1,0,1,0,10,10,Jordan,Poyer,PoyerJordan_12280,2145.0,2143.0,12.0,34.0,7.0,2.0,Signed,Normal,72.0,0.0,0.0,BUF,tier_5,7.009345794392523,8.177570093457943,2.336448598130841,9.345794392523365,142.5233644859813,4.672897196261682,2.102803738317757,0.7,BUF,7
130,LOLB,Shaq,Thompson,Shaq Thompson,BUF,True,0,0,385,0,15,29,33,0,0,23,0,0,0,0,0,2,0,2,4,1,1,0,10,10,Shaq,Thompson,ThompsonShaq_2562,2652.0,2650.0,10.0,31.0,1.0,2.0,Signed,Normal,77.0,0.0,0.0,BUF,tier_4,15.584415584415584,16.88311688311688,2.5974025974025974,18.18181818181818,124.67532467532467,5.194805194805195,5.974025974025974,2.1,BUF,10
131,DT,Jordan,Phillips,Jordan Phillips,BUF,True,0,0,401,0,8,20,22,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,15,Jordan,Phillips,PhillipsJordan_2548,2112.0,2110.0,10.0,32.0,2.0,2.0,Signed,Normal,73.0,0.0,0.0,BUF,tier_5,0.0,0.0,0.0,0.0,74.81296758104739,0.0,0.0,0.0,BUF,-6
132,CB,Darius,Slay Jr,Darius Slay Jr,BUF,True,14,0,498,1,5,22,31,0,0,28,0,0,0,0,0,3,0,2,1,0,0,0,10,10,Darius,Slay Jr,SlayJrDarius_1426,2435.0,2433.0,12.0,34.0,2.0,2.0,Signed,Normal,78.0,0.0,0.0,BUF,tier_4,2.008032128514056,2.008032128514056,2.008032128514056,8.032128514056224,72.28915662650603,6.024096385542169,5.622489959839357,2.5,BUF,-3
136,MLB,Jack,Campbell,Jack Campbell,DET,True,30,0,987,2,43,72,100,0,0,42,0,0,0,0,0,1,0,18,5,3,5,0,15,15,Jack,Campbell,CampbellJack_22705,414.0,412.0,2.0,25.0,1.0,18.0,Signed,College_Impact,88.0,0.0,0.0,DET,tier_2,15.197568389057752,17.73049645390071,5.065856129685917,11.144883485309016,144.88348530901723,1.0131712259371835,4.25531914893617,2.7333333333333334,DET,7
140,LE,Aidan,Hutchinson,Aidan Hutchinson,DET,True,8,12,910,1,6,18,22,0,0,1,12,0,1,0,0,0,0,18,1,4,13,0,15,15,Aidan,Hutchinson,HutchinsonAidan_22145,1248.0,1246.0,3.0,25.0,1.0,18.0,Signed,College_Elite,91.0,0.0,0.0,DET,tier_1,29.670329670329668,36.81318681318682,6.593406593406593,15.384615384615385,30.76923076923077,0.0,0.10989010989010989,0.06666666666666667,DET,-1
141,DT,Roy,Lopez,Roy Lopez,DET,True,0,0,359,0,8,17,17,0,0,0,0,0,0,0,0,0,0,18,3,0,3,0,15,15,Roy,Lopez,LopezRoy_21929,1626.0,1624.0,4.0,28.0,6.0,18.0,Signed,Normal,71.0,0.0,0.0,DET,tier_5,25.069637883008355,29.24791086350975,0.0,16.71309192200557,69.63788300835655,0.0,0.0,0.0,DET,-4
