Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,STAT_KEEP,DLINEFUMBLERECOVERYYARDS,DSECINTRETURNYARDS,DOWNSPLAYED,DLINEFUMBLERECOVERIES,ASSDEFTACKLES,BIGHITS,DEFTACKLES,DLINEHALFSACK,SEAS_YEAR,CTHALLOWED,DSECINTLONGESTRETURN,DLINESAFETIES,DSECINTS,DSECINTTDS,GAMERATING,DEFPASSDEFLECTIONS,DLINEBLOCKS,YEARBYYEARTEAMINDEX,DEFTACKLESFORLOSS,DLINEFORCEDFUMBLES,DLINESACKS,DLINEFUMBLETDS,GAMESPLAYED,GAMESSTARTED,FirstName_y,LastName_y,Row Excel,Row Editor,YearsPro,TeamIndex,ContractStatus,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,DLSacksAndTFLPer1000Snaps,TotalTurnoversPer1000Snaps,LBSacksTFLPassDeflPer1000Snaps,TacklesPer1000Snaps,CBPassDeflPer1000Snaps,CBCatchAllowPer100Snaps,SafetiesCatchAllowMinusPDPerGame,TeamName_y,SkillPointDef
428,LOLB,P.J.,Rainey,P.J. Rainey,DET,True,0,0,355,0,9,1,3,0,7,0,0,0,0,0,0,1,0,18,0,0,0,0,15,4,P.J.,Rainey,803.0,801.0,0.0,18.0,Signed,65.0,0.0,0.0,DET,tier_6,0.0,0.0,2.8169014084507045,33.80281690140845,2.8169014084507045,0.0,-0.06666666666666667,DET,0
432,FS,Antoine,Winfield Jr,Antoine Winfield Jr,TB,True,0,0,1133,0,43,29,36,1,7,12,0,0,0,0,0,5,0,5,0,0,0,0,15,15,Antoine,Winfield Jr,2903.0,2901.0,8.0,5.0,Signed,83.0,0.0,0.0,TB,tier_3,0.0,0.0,4.41306266548985,69.72639011473963,4.41306266548985,1.059135039717564,0.4666666666666667,TB,-1
433,MLB,Stephen,Dix Jr,Stephen Dix Jr,LAR,True,0,0,385,0,4,7,12,0,7,1,0,0,0,0,0,1,0,23,1,0,0,0,15,3,Stephen,Dix Jr,867.0,865.0,4.0,23.0,Signed,73.0,0.0,0.0,LAR,tier_5,2.5974025974025974,0.0,5.194805194805195,41.55844155844156,2.5974025974025974,0.2597402597402597,0.0,LAR,-5
434,DT,Da'Ron,Payne,Da'Ron Payne,WAS,True,58,0,856,2,24,26,29,0,7,0,0,0,0,0,0,0,0,25,10,2,6,1,15,4,Da'Ron,Payne,2056.0,2054.0,10.0,25.0,Signed,78.0,0.0,0.0,WAS,tier_4,18.69158878504673,5.841121495327102,18.69158878504673,61.91588785046729,0.0,0.0,0.0,WAS,2
437,MLB,Neto,Okpala,Neto Okpala,CAR,True,0,0,330,0,8,12,19,1,7,4,0,0,0,0,0,0,0,20,0,0,0,0,15,3,Neto,Okpala,378.0,376.0,2.0,20.0,Signed,68.0,0.0,0.0,CAR,tier_6,0.0,0.0,0.0,81.81818181818181,0.0,1.2121212121212122,0.26666666666666666,CAR,-2
438,RE,Levi,Onwuzurike,Levi Onwuzurike,DET,True,16,0,573,1,10,14,24,0,7,1,0,0,0,0,0,1,0,18,6,1,8,1,15,6,Levi,Onwuzurike,2010.0,2008.0,7.0,18.0,Signed,73.0,0.0,0.0,DET,tier_5,24.432809773123907,5.235602094240838,26.17801047120419,59.3368237347295,1.7452006980802792,0.17452006980802792,0.0,DET,6
441,CB,Caleb,Coley,Caleb Coley,DET,True,0,16,377,0,9,5,10,0,7,3,16,0,1,0,0,2,0,18,0,0,0,0,15,4,Caleb,Coley,1503.0,1501.0,2.0,18.0,Signed,70.0,0.0,0.0,DET,tier_5,0.0,2.6525198938992043,5.305039787798409,50.397877984084886,5.305039787798409,0.7957559681697612,0.06666666666666667,DET,0
443,ROLB,Colin,Oliver,Colin Oliver,MIA,True,0,0,365,0,4,4,4,0,7,1,0,0,0,0,0,0,0,11,0,0,0,0,15,3,Colin,Oliver,233.0,231.0,3.0,11.0,Signed,69.0,0.0,0.0,MIA,tier_6,0.0,0.0,0.0,21.91780821917808,0.0,0.273972602739726,0.06666666666666667,MIA,-2
465,LE,Braiden,McGregor,Braiden McGregor,BAL,True,0,0,727,0,16,31,32,1,7,0,0,0,0,0,0,0,0,24,9,0,6,0,15,15,Braiden,McGregor,1222.0,1220.0,5.0,24.0,Signed,85.0,0.0,0.0,BAL,tier_2,20.63273727647868,0.0,20.63273727647868,66.02475928473177,0.0,0.0,0.0,BAL,-5
479,LE,Alex,Wright,Alex Wright,ATL,True,0,0,817,0,15,34,37,1,7,0,0,0,0,0,0,0,0,13,14,0,12,0,13,13,Alex,Wright,3281.0,3279.0,5.0,13.0,Signed,73.0,0.0,0.0,ATL,tier_5,31.82374541003672,0.0,31.82374541003672,63.64749082007344,0.0,0.0,0.0,ATL,7
487,CB,JC,Jackson,JC Jackson,NYJ,True,0,42,1028,0,29,37,49,0,7,40,32,0,2,0,0,7,0,17,0,0,1,0,15,6,JC,Jackson,1306.0,1304.0,10.0,17.0,Signed,76.0,0.0,0.0,NYJ,tier_4,0.9727626459143969,1.9455252918287937,7.782101167315175,75.87548638132296,6.809338521400778,3.8910505836575875,2.2,NYJ,-4
490,FS,Calen,Bullcok,Calen Bullcok,DET,True,0,57,1041,0,32,34,49,1,7,15,18,0,4,0,0,5,0,18,0,0,0,0,15,15,Calen,Bullcok,2523.0,2521.0,3.0,18.0,Signed,77.0,0.0,0.0,DET,tier_4,0.0,3.8424591738712777,4.803073967339097,77.80979827089338,4.803073967339097,1.440922190201729,0.6666666666666666,DET,3
492,LOLB,Harold,Perkins,Harold Perkins,TB,True,0,0,637,0,17,34,45,0,7,18,0,0,0,0,0,5,0,5,1,0,1,0,15,15,Harold,Perkins,1689.0,1687.0,3.0,5.0,Signed,77.0,0.0,0.0,TB,tier_4,3.1397174254317113,0.0,10.989010989010989,97.33124018838305,7.849293563579277,2.8257456828885403,0.8666666666666667,TB,0
499,LOLB,Ronnie,Perkins,Ronnie Perkins,NE,True,25,0,801,1,20,45,50,1,7,14,0,0,0,0,0,0,0,21,11,2,7,0,13,13,Ronnie,Perkins,2073.0,2071.0,7.0,21.0,Signed,86.0,0.0,0.0,NE,tier_2,22.47191011235955,3.745318352059925,22.47191011235955,87.39076154806493,0.0,1.7478152309612984,1.0769230769230769,NE,1
501,SS,Nick,Cross,Nick Cross,CAR,True,0,20,1051,0,19,38,55,1,7,19,17,0,2,0,0,12,0,20,1,0,0,0,15,15,Nick,Cross,3110.0,3108.0,5.0,20.0,Signed,75.0,0.0,0.0,CAR,tier_4,0.9514747859181732,1.9029495718363465,12.369172216936251,70.4091341579448,11.417697431018079,1.8078020932445291,0.4666666666666667,CAR,1
503,LE,Eric,Gregory,Eric Gregory,SF,True,38,0,656,1,15,29,31,0,7,1,0,0,0,0,0,1,0,14,16,1,2,0,10,10,Eric,Gregory,188.0,186.0,4.0,14.0,Signed,79.0,0.0,0.0,SF,tier_4,27.4390243902439,3.048780487804878,28.963414634146343,70.1219512195122,1.524390243902439,0.1524390243902439,0.0,SF,4
