FullName,Position,TeamName,SkillPointOff
Emeka Egubka,WR,MIA,-3
Emmett Golden,HB,DAL,9
Emmett Willis,HB,JAX,-2
Evan Stewart,WR,MIN,2
Everett Wagner,TE,NE,0
Gage Wilcox,TE,DET,4
Garrett Wilson,WR,PHI,2
Gordon Springs,WR,NE,0
Grant Borden,TE,ARI,1
Hykeem Williams,WR,MIA,-2
J.R. Cooke,WR,LV,3
Ja'Marr Chase,WR,CIN,-2
Jack Pedersen,TE,NYJ,1
Jacoby Owens,WR,ARI,-1
Jacorey Brooks,WR,LAC,-1
Jake Briningstol,TE,SF,4
Jake Johnson,TE,MIA,-1
Jaleel Skinner,TE,CHI,-3
Jalen Brown,WR,CLE,1
Jalen Gore,HB,CLE,2
Jalen Shepherd,TE,TB,2
Jalen Wydermyer,TE,WAS,1
James Bradley,WR,TEN,0
James Gatewood,WR,TEN,2
Jamille Cumberland,TE,CAR,-3
Jaquaize Pettaway,WR,NE,2
Jaquard Woods,WR,CLE,6
Javonti Hitchens,WR,NYG,5
Jaxson Smith-Njikba,WR,NYJ,-5
Joel Culliver III,WR,TB,0
John MacQueen,WR,TEN,5
John Metchie III,WR,DAL,4
Johntay Cook II,WR,BUF,4
Jonathan Sims,HB,SF,-1
Jordan Addison,WR,PHI,-6
Jordan Hudson,WR,GB,-4
Jordan Whittington,WR,LV,0
Josh Brown,WR,NO,-4
Josh Peete,HB,BUF,0
Jovantae Barnes,HB,DAL,-1
Julian Wallace,TE,BUF,1
Justice Haynes,HB,NE,-1
Justin Jefferson,WR,KC,2
Justin York,WR,NE,7
Kaden Helms,TE,NYG,-5
Kaleb Brown,WR,CHI,-1
Kasey Koerner,TE,BAL,-4
Kavonte Edwards,TE,NE,10
Kendrick McIntyre,WR,GB,0
Kentrell Poe,TE,PIT,1
Kevin Coleman,WR,MIN,1
Kordell Turner,WR,NYJ,-3
Kyle Pitts,TE,ATL,-2
Kyle Sullivan,WR,PIT,-1
LJ Johnson,HB,LV,-5
Leon Wall,HB,ATL,1
Lionel McCain,HB,CAR,1
Luke Hasz,TE,WAS,-3
Luke McCleod,TE,GB,-5
Marcus Tucker,HB,TB,-4
Mario Williams,WR,MIN,-1
Mark Barnett,TE,TB,1
Mark Fletcher,HB,MIA,0
Mark Warner,TE,KC,3
Marlon Hawkins,TE,MIN,-4
Marquese Williams,HB,CHI,-4
Marshall Smith,HB,NYJ,0
Marvin Middleton,WR,SF,-3
Matt Sullivan,WR,TB,-4
Matthew Jeffries,WR,BUF,0
Mavin Anderson,WR,HOU,2
Micah Parks,WR,PHI,-3
Mike Gattis,WR,BAL,-4
Montrell Moore,WR,SEA,0
Moses Ross,WR,TEN,-2
Nate Castonzo,WR,PIT,6
Nick Meerce,WR,IND,-2
Nick Tull-Parrish,WR,WAS,1
Nolan Hawkins,TE,LAC,-5
Omarion Miller,WR,JAX,0
Orlando Foote,HB,CIN,1
Paul Picard,WR,MIA,1
Quandre Hillard,HB,NYG,-3
Quannel Hobbs,HB,JAX,-3
Quinston McKenzie,HB,LV,-2
Rakim Jarrett,WR,DET,4
Richard James,WR,DAL,-3
Robert Beckum,WR,DEN,1
Roderick Robinson II,HB,LAR,15
Rondale Moore,WR,WAS,2
Ross Dayne,HB,BAL,-7
Ryan Otton,TE,LAC,-5
Ryan Wingo,WR,ATL,5
Sam Martin Jr.,HB,CLE,6
Samuel Singleton,HB,DEN,1
Sean Dyson,HB,TEN,4
Sean Seawright,WR,DEN,-4
Shawn Peters,WR,CIN,0
Shaydon Carter,WR,GB,-4
Shazz Preston,WR,TB,2
Shelton Sampson Jr,WR,IND,10
Shelvin Ellison,WR,BAL,-1
Skylar Alexander,TE,BAL,-8
Skylar Connor,TE,PHI,0
Stacy Gage,HB,KC,2
Steven Watkins,HB,GB,1
Tahj Hurts,WR,BAL,2
Tee Higgins,WR,ARI,2
Tetairoa McMillan,WR,KC,0
Thomas Fidone,TE,GB,6
Tim Kopp,TE,CAR,-2
Tony Carmichael,WR,DEN,-1
Tony Coffee,HB,LAR,-1
Travis McClain,TE,DAL,1
TreVeyon Henderson,HB,DEN,-4
Tremaine Crosby,HB,TEN,2
Treylon Burks,WR,IND,2
Trumaine Collins,WR,SEA,-9
Ty Pointer,HB,SEA,-8
Tyler Donnell,TE,JAX,0
Tyler Hankins,TE,JAX,-4
Tyler McGrath,TE,CLE,1
Tyler Morris,WR,CAR,-2
Tyler Poole,HB,NO,-1
Tyler Schilling,WR,HOU,-3
Tyquan Dunn,WR,LV,0
Tyquell Thomas,HB,NE,-4
Tyreek Faulk,WR,DET,-4
Tyrus Washington,TE,HOU,4
Will Baldwin Jr,HB,MIN,3
Will Brock,HB,SF,0
Will Crockett,HB,CAR,0
Will Shipley,HB,BAL,0
Will Whitlock,TE,NYJ,0
Xavier Worthy,WR,CAR,0
