Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,RUSHYARDS,PASSYARDS,RECEIVEDROPS,RUSHYARDSAFTER1STHIT,RECEIVEYARDS,RECEIVELONGEST,DOWNSPLAYED,RECEIVEYARDSAFTER,STAT_KEEP,PASSCOMPLETED,RUSHATTEMPTS,PASSATTEMPTS,PASSINTS,RECEIVECATCHES,FIRSTDOWNS,RUSH20YARDRUNS,SEAS_YEAR,RUSHLONGEST,PASSLONGEST,RUSHBROKENTACKLES,4QCOMEBACKS,GAMERATING,PASSSACKED,PASSTDS,RECEIVETDS,GAMESPLAYED,GAMESSTARTED,RUSHFUMBLES,YEARBYYEARTEAMINDEX,RUSHTDS,FirstName_y,LastName_y,Row Excel,Row Editor,TeamIndex,ContractStatus,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,ScrimmageYardsPerGame,ScrimmageTDsPerGame,TeamName_y,SkillPointOff
319,TE,Jeremy,Ruckert,Jeremy Ruckert,ARI,0,0,0,0,65,19,354,42,True,0,0,0,0,9,0,0,3,0,0,0,0,0,0,0,2,15,1,0,6,0,Jeremy,Ruckert,3468.0,3466.0,6.0,Signed,66.0,0.0,0.0,ARI,tier_6,4.333333333333333,0.13333333333333333,ARI,1.0
321,TE,Travis,Kelce,Travis Kelce,KC,0,0,0,0,482,26,920,205,True,0,0,0,0,47,0,0,3,0,0,1,0,0,0,0,8,13,13,1,8,0,Travis,Kelce,1476.0,1474.0,8.0,Signed,84.0,0.0,0.0,KC,tier_3,37.07692307692308,0.6153846153846154,KC,5.0
325,WR,Theo,Wease,Theo Wease,MIN,0,0,0,0,362,21,333,156,True,0,0,0,0,30,0,0,3,0,0,0,0,0,0,0,2,14,0,0,30,0,Theo,Wease,3227.0,3225.0,30.0,Signed,66.0,0.0,0.0,MIN,tier_6,25.857142857142858,0.14285714285714285,MIN,1.0
327,WR,Collin,Johnson,Collin Johnson,NYG,0,0,0,0,0,0,93,0,True,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,15,4,0,15,0,Collin,Johnson,1366.0,1364.0,15.0,Signed,70.0,0.0,0.0,NYG,tier_5,0.0,0.0,NYG,-2.0
333,WR,Rondale,Moore,Rondale Moore,ARI,25,0,2,0,755,25,758,308,True,0,7,0,0,69,0,0,3,4,0,0,0,0,0,0,8,14,14,2,6,0,Rondale,Moore,1861.0,1859.0,6.0,Signed,83.0,0.0,0.0,ARI,tier_3,55.714285714285715,0.5714285714285714,ARI,3.0
338,TE,Tyler,Conklin,Tyler Conklin,MIN,1,0,0,0,25,8,461,24,True,0,1,1,0,5,0,0,3,1,0,1,0,0,0,0,0,15,1,0,30,1,Tyler,Conklin,509.0,507.0,30.0,Signed,63.0,0.0,0.0,MIN,tier_6,1.7333333333333334,0.06666666666666667,MIN,0.0
342,TE,Evan,Engram,Evan Engram,NYG,0,0,2,0,547,49,1109,243,True,0,0,0,0,52,0,0,3,0,0,2,0,0,0,0,7,15,15,0,15,0,Evan,Engram,762.0,760.0,15.0,Signed,81.0,0.0,0.0,NYG,tier_3,36.46666666666667,0.4666666666666667,NYG,2.0
343,WR,J.J.,Koski,J.J. Koski,KC,0,0,0,0,0,0,79,0,True,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,13,1,0,8,0,J.J.,Koski,1521.0,1519.0,8.0,Signed,65.0,0.0,0.0,KC,tier_6,0.0,0.0,KC,0.0
346,WR,Miles,Boykin,Miles Boykin,GB,7,0,2,0,467,28,400,212,True,0,2,0,0,36,0,0,3,4,0,0,0,0,0,0,2,13,12,0,19,0,Miles,Boykin,256.0,254.0,19.0,Signed,73.0,0.0,0.0,GB,tier_5,36.46153846153846,0.15384615384615385,GB,0.0
356,WR,Jalen,Reagor,Jalen Reagor,PHI,0,0,10,0,796,67,652,200,True,0,0,0,0,54,0,0,3,0,0,2,0,0,0,0,8,12,12,0,12,0,Jalen,Reagor,2178.0,2176.0,12.0,Signed,89.0,0.0,0.0,PHI,tier_2,66.33333333333333,0.6666666666666666,PHI,4.0
359,WR,Tyler,Boyd,Tyler Boyd,DAL,0,0,1,0,805,29,689,353,True,0,0,0,0,65,0,0,3,0,0,0,0,0,0,0,4,12,12,0,10,0,Tyler,Boyd,255.0,253.0,10.0,Signed,82.0,0.0,0.0,DAL,tier_3,67.08333333333333,0.3333333333333333,DAL,3.0
375,TE,Donald,Parham Jr,Donald Parham Jr,GB,0,0,0,0,173,19,598,83,True,0,0,0,0,17,0,0,3,0,0,0,0,0,0,0,1,15,4,0,19,0,Donald,Parham Jr,2036.0,2034.0,19.0,Signed,71.0,0.0,0.0,GB,tier_5,11.533333333333333,0.06666666666666667,GB,-1.0
395,WR,Jameson,Williams,Jameson Williams,MIN,2,0,1,0,830,21,893,319,True,0,2,0,0,65,0,0,3,4,0,0,0,0,0,0,6,15,15,0,30,0,Jameson,Williams,3192.0,3190.0,30.0,Signed,84.0,0.0,0.0,MIN,tier_3,55.46666666666667,0.4,MIN,1.0
396,FB,Elijhaa,Penny,Elijhaa Penny,GB,0,0,0,0,32,10,357,35,True,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,15,1,1,19,0,Elijhaa,Penny,2063.0,2061.0,19.0,Signed,63.0,0.0,0.0,GB,tier_6,2.1333333333333333,0.0,,
434,TE,Dalton,Keene,Dalton Keene,GB,0,0,0,0,4,4,192,2,True,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,15,1,0,19,0,Dalton,Keene,1470.0,1468.0,19.0,Signed,71.0,0.0,0.0,GB,tier_5,0.26666666666666666,0.0,GB,-3.0
480,QB,Tyler,Shough,Tyler Shough,ARI,102,1777,0,36,0,0,462,0,True,145,19,225,6,0,0,1,3,39,32,1,0,0,19,10,0,15,5,2,6,1,Tyler,Shough,3251.0,3249.0,6.0,Signed,60.0,0.0,0.0,ARI,tier_6,6.8,0.06666666666666667,,
494,TE,Jahleel,Billingsley,Jahleel Billingsley,PHI,3,0,2,0,8,8,263,3,True,0,1,0,0,2,0,0,3,3,0,0,0,0,0,0,0,15,14,0,12,0,Jahleel,Billingsley,3194.0,3192.0,12.0,Signed,61.0,0.0,0.0,PHI,tier_6,0.7333333333333333,0.0,PHI,0.0
508,WR,Tyreek,Hill,Tyreek Hill,KC,6,0,0,0,852,27,983,322,True,0,3,0,0,72,0,0,3,4,0,3,0,0,0,0,9,15,15,0,8,0,Tyreek,Hill,1178.0,1176.0,8.0,Signed,84.0,0.0,0.0,KC,tier_3,57.2,0.6,KC,3.0
546,HB,Chris,Rodriguez Jr,Chris Rodriguez Jr,MIN,532,0,0,245,8,8,171,9,True,0,103,0,0,1,0,5,3,71,0,8,0,0,0,0,0,10,7,1,30,3,Chris,Rodriguez Jr,3256.0,3254.0,30.0,Signed,68.0,0.0,0.0,MIN,tier_6,54.0,0.3,MIN,6.0
564,QB,Preston,Stone,Preston Stone,GB,223,2664,0,121,0,0,690,0,True,231,30,355,5,0,0,4,3,52,25,6,0,0,25,12,0,10,10,7,19,2,Preston,Stone,1415.0,1413.0,19.0,Signed,71.0,0.0,0.0,GB,tier_5,22.3,0.2,,
622,TE,Eric,Ebron,Eric Ebron,PIT,2,0,0,0,0,0,169,0,True,0,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,15,2,0,28,1,Eric,Ebron,720.0,718.0,28.0,Signed,59.0,0.0,0.0,PIT,tier_6,0.13333333333333333,0.06666666666666667,PIT,0.0
650,FB,Jay,Symonds,Jay Symonds,ARI,0,0,0,0,9,9,287,11,True,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,15,1,0,6,1,Jay,Symonds,1412.0,1410.0,6.0,Signed,77.0,0.0,0.0,ARI,tier_4,0.6,0.06666666666666667,,
651,TE,David,Njoku,David Njoku,ARI,0,0,1,0,640,24,943,301,True,0,0,0,0,59,0,0,3,0,0,3,0,0,0,0,3,13,13,0,6,0,David,Njoku,1952.0,1950.0,6.0,Signed,80.0,0.0,0.0,ARI,tier_3,49.23076923076923,0.23076923076923078,ARI,1.0
656,WR,Marvin,Mims,Marvin Mims,KC,13,0,1,0,833,25,588,332,True,0,4,0,0,61,0,0,3,4,0,0,0,0,0,0,5,13,13,0,8,0,Marvin,Mims,3246.0,3244.0,8.0,Signed,80.0,0.0,0.0,KC,tier_3,65.07692307692308,0.38461538461538464,KC,0.0
720,HB,Elijah,Mitchell,Elijah Mitchell,SF,274,0,0,66,24,7,221,28,True,0,81,0,0,4,0,2,3,47,0,2,0,0,0,0,0,10,2,0,14,3,Elijah,Mitchell,1829.0,1827.0,14.0,Signed,67.0,0.0,0.0,SF,tier_6,29.8,0.3,SF,4.0
746,HB,Rhamondre,Stevenson,Rhamondre Stevenson,NE,47,0,0,28,0,0,109,0,True,0,6,0,0,0,0,1,3,31,0,1,0,0,0,0,0,15,1,0,21,1,Rhamondre,Stevenson,2506.0,2504.0,21.0,Signed,77.0,0.0,0.0,NE,tier_4,3.1333333333333333,0.06666666666666667,NE,-3.0
748,WR,Kendrick,Bourne,Kendrick Bourne,NE,17,0,0,0,732,25,690,311,True,0,5,0,0,56,0,0,3,4,0,0,0,0,0,0,1,12,12,0,21,0,Kendrick,Bourne,247.0,245.0,21.0,Signed,78.0,0.0,0.0,NE,tier_4,62.416666666666664,0.08333333333333333,NE,-2.0
749,QB,Grant,Wells,Grant Wells,MIA,0,29,0,0,0,0,78,0,True,3,0,3,0,0,0,0,3,0,14,0,0,0,0,0,0,15,1,0,11,0,Grant,Wells,3711.0,3709.0,11.0,Signed,58.0,0.0,0.0,MIA,tier_6,0.0,0.0,,
757,HB,Devon,Starling,Devon Starling,ARI,154,0,0,25,11,7,230,14,True,0,48,0,0,2,0,0,3,17,0,2,0,0,0,0,0,15,2,0,6,2,Devon,Starling,1727.0,1725.0,6.0,Signed,76.0,0.0,0.0,ARI,tier_4,11.0,0.13333333333333333,ARI,-3.0
768,TE,George,Kittle,George Kittle,SF,0,0,3,0,557,26,977,239,True,0,0,0,0,52,0,0,3,0,0,1,0,0,0,0,9,15,15,0,14,0,George,Kittle,1511.0,1509.0,14.0,Signed,85.0,0.0,0.0,SF,tier_2,37.13333333333333,0.6,SF,3.0
814,FB,Kyle,Juszczyk,Kyle Juszczyk,SF,37,0,0,0,47,21,452,29,True,0,14,0,0,5,0,0,3,4,0,0,0,0,0,0,0,15,2,0,14,2,Kyle,Juszczyk,1454.0,1452.0,14.0,Signed,74.0,0.0,0.0,SF,tier_5,5.6,0.13333333333333333,,
819,QB,Tua,Tagovailoa,Tua Tagovailoa,MIN,161,3658,0,34,0,0,941,0,True,310,43,480,10,0,0,1,3,38,33,1,0,0,39,24,0,15,15,3,30,0,Tua,Tagovailoa,2552.0,2550.0,30.0,Signed,70.0,0.0,0.0,MIN,tier_5,10.733333333333333,0.0,,
831,QB,Trey,Lance,Trey Lance,SF,340,3385,0,39,0,0,929,0,True,276,92,442,16,0,0,1,3,39,28,2,0,0,31,22,0,15,15,6,14,2,Trey,Lance,1543.0,1541.0,14.0,Signed,77.0,0.0,0.0,SF,tier_4,22.666666666666668,0.13333333333333333,,
836,FB,Jakob,Johnson,Jakob Johnson,KC,4,0,0,0,0,0,254,0,True,0,1,0,0,0,0,0,3,4,0,0,0,0,0,0,0,15,1,0,8,0,Jakob,Johnson,1375.0,1373.0,8.0,Signed,67.0,0.0,0.0,KC,tier_6,0.26666666666666666,0.0,,
848,WR,Warren,Thompson,Warren Thompson,SF,0,0,0,0,0,0,74,0,True,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,14,1,0,14,0,Warren,Thompson,3074.0,3072.0,14.0,Signed,61.0,0.0,0.0,SF,tier_6,0.0,0.0,SF,0.0
873,QB,Graham,Mertz,Graham Mertz,SF,0,65,0,0,0,0,89,0,True,5,0,6,0,0,0,0,3,0,23,0,0,0,0,1,0,15,1,0,14,0,Graham,Mertz,608.0,606.0,14.0,Signed,62.0,0.0,0.0,SF,tier_6,0.0,0.0,,
875,HB,Clyde,Edwards-Helaire,Clyde Edwards-Helaire,KC,1087,0,3,404,414,33,758,355,True,0,280,0,0,44,0,8,3,73,0,18,0,0,0,0,3,15,15,0,8,5,Clyde,Edwards-Helaire,736.0,734.0,8.0,Signed,93.0,0.0,0.0,KC,tier_1,100.06666666666666,0.5333333333333333,KC,0.0
954,HB,Zack,Moss,Zack Moss,BUF,307,0,0,84,51,19,484,44,True,0,74,0,0,8,0,3,3,41,0,3,0,0,0,0,1,15,1,0,2,4,Zack,Moss,1880.0,1878.0,2.0,Signed,76.0,0.0,0.0,BUF,tier_4,23.866666666666667,0.3333333333333333,BUF,-2.0
955,QB,Brock,Purdy,Brock Purdy,BUF,6,91,0,0,0,0,108,0,True,9,2,15,1,0,0,0,3,3,18,0,0,0,1,1,0,15,1,0,2,0,Brock,Purdy,3474.0,3472.0,2.0,Signed,59.0,0.0,0.0,BUF,tier_6,0.4,0.0,,
956,WR,Russell,Gage Jr,Russell Gage Jr,BUF,31,0,0,0,581,26,701,242,True,0,9,0,0,52,0,0,3,4,0,0,0,0,0,0,4,15,5,0,2,0,Russell,Gage Jr,892.0,890.0,2.0,Signed,73.0,0.0,0.0,BUF,tier_5,40.8,0.26666666666666666,BUF,2.0
957,WR,Odell,Beckham Jr,Odell Beckham Jr,BUF,1,0,2,0,602,23,722,204,True,0,3,0,0,52,0,0,3,4,0,0,0,0,0,0,6,12,12,0,2,0,Odell,Beckham Jr,170.0,168.0,2.0,Signed,76.0,0.0,0.0,BUF,tier_4,50.25,0.5,BUF,1.0
965,WR,Jalen,Guyton,Jalen Guyton,HOU,0,0,0,0,0,0,43,0,True,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,1,0,31,0,Jalen,Guyton,1030.0,1028.0,31.0,Signed,70.0,0.0,0.0,HOU,tier_5,0.0,0.0,HOU,-2.0
1060,WR,Darnell,Mooney,Darnell Mooney,SF,3,0,1,0,807,28,814,309,True,0,1,0,0,55,0,0,3,3,0,0,0,0,0,0,4,14,14,0,14,0,Darnell,Mooney,1847.0,1845.0,14.0,Signed,83.0,0.0,0.0,SF,tier_3,57.857142857142854,0.2857142857142857,SF,-2.0
1063,HB,Zonovan,Knight,Zonovan Knight,NYG,834,0,0,195,143,23,489,114,True,0,237,0,0,18,0,5,3,67,0,11,0,0,0,0,1,13,13,2,15,8,Zonovan,Knight,3377.0,3375.0,15.0,Signed,86.0,0.0,0.0,NYG,tier_2,75.15384615384616,0.6923076923076923,NYG,0.0
1064,QB,Mac,Jones,Mac Jones,NE,91,3626,0,1,0,0,985,0,True,318,35,530,20,0,0,0,3,4,30,1,0,0,27,18,0,15,15,2,21,2,Mac,Jones,1432.0,1430.0,21.0,Signed,84.0,0.0,0.0,NE,tier_3,6.066666666666666,0.13333333333333333,,
1065,HB,Isaiah,Spiller,Isaiah Spiller,NE,926,0,2,245,359,30,727,310,True,0,260,0,0,40,0,4,3,69,0,9,0,0,0,0,0,14,14,0,21,5,Isaiah,Spiller,3349.0,3347.0,21.0,Signed,92.0,0.0,0.0,NE,tier_1,91.78571428571429,0.35714285714285715,NE,-4.0
1066,WR,Jahan,Dotson,Jahan Dotson,NE,4,0,0,0,126,21,224,49,True,0,1,0,0,12,0,0,3,4,0,0,0,0,0,0,1,12,2,0,21,0,Jahan,Dotson,3426.0,3424.0,21.0,Signed,73.0,0.0,0.0,NE,tier_5,10.833333333333334,0.08333333333333333,NE,-2.0
1067,QB,Emory,Jones,Emory Jones,NE,0,0,0,0,0,0,65,0,True,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,15,1,0,21,0,Emory,Jones,3283.0,3281.0,21.0,Signed,67.0,0.0,0.0,NE,tier_6,0.0,0.0,,
1068,TE,Miles,Joiner,Miles Joiner,NE,0,0,0,0,74,9,448,50,True,0,0,0,0,13,0,0,3,0,0,0,0,0,0,0,0,15,1,0,21,0,Miles,Joiner,3641.0,3639.0,21.0,Signed,54.0,0.0,0.0,NE,tier_6,4.933333333333334,0.0,NE,0.0
1070,WR,Garrett,Wilson,Garrett Wilson,PHI,5,0,10,0,1618,78,894,640,True,0,2,0,0,84,0,0,3,3,0,5,0,0,0,0,18,14,14,0,12,0,Garrett,Wilson,3311.0,3309.0,12.0,Signed,95.0,0.0,0.0,PHI,tier_0,115.92857142857143,1.2857142857142858,PHI,2.0
1077,TE,Noah,Gray,Noah Gray,KC,4,0,1,0,254,19,741,124,True,0,1,0,0,28,0,0,3,4,0,0,0,0,0,0,1,15,3,0,8,0,Noah,Gray,997.0,995.0,8.0,Signed,75.0,0.0,0.0,KC,tier_4,17.2,0.06666666666666667,KC,-7.0
1086,HB,Kylin,Hill,Kylin Hill,GB,608,0,0,243,155,20,485,125,True,0,140,0,0,26,0,8,3,38,0,10,0,0,0,0,3,15,5,1,19,6,Kylin,Hill,1171.0,1169.0,19.0,Signed,70.0,0.0,0.0,GB,tier_5,50.86666666666667,0.6,GB,6.0
1132,TE,Cade,Otton,Cade Otton,NYJ,0,0,3,0,696,20,1073,307,True,0,0,0,0,66,0,0,3,0,0,5,0,0,0,0,2,15,15,1,17,0,Cade,Otton,3392.0,3390.0,17.0,Signed,72.0,0.0,0.0,NYJ,tier_5,46.4,0.13333333333333333,NYJ,3.0
1135,QB,Jarret,Doege,Jarret Doege,NYJ,11,100,0,0,0,0,65,0,True,7,3,21,1,0,0,0,3,4,19,0,0,0,5,0,0,12,1,1,17,0,Jarret,Doege,3635.0,3633.0,17.0,Signed,53.0,0.0,0.0,NYJ,tier_6,0.9166666666666666,0.0,,
1136,TE,Austin,Stonger,Austin Stonger,NYJ,0,0,0,0,38,10,455,28,True,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,2,15,1,0,17,0,Austin,Stonger,3233.0,3231.0,17.0,Signed,67.0,0.0,0.0,NYJ,tier_6,2.533333333333333,0.13333333333333333,NYJ,1.0
1138,WR,Dante,Wright,Dante Wright,PHI,0,0,0,0,7,7,75,0,True,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,13,12,0,12,0,Dante,Wright,3080.0,3078.0,12.0,Signed,66.0,0.0,0.0,PHI,tier_6,0.5384615384615384,0.0,PHI,0.0
1141,QB,Josh,Allen,Josh Allen,BUF,521,3283,0,278,0,0,959,0,True,298,73,465,6,0,0,6,3,73,32,11,0,0,36,27,0,15,15,4,2,2,Josh,Allen,46.0,44.0,2.0,Signed,91.0,0.0,0.0,BUF,tier_1,34.733333333333334,0.13333333333333333,,
1143,HB,Devin,Singletary,Devin Singletary,BUF,1077,0,0,366,274,32,727,232,True,0,251,0,0,34,0,9,3,67,0,16,0,0,0,0,3,14,14,0,2,10,Devin,Singletary,2389.0,2387.0,2.0,Signed,93.0,0.0,0.0,BUF,tier_1,96.5,0.9285714285714286,BUF,2.0
1144,TE,Dawson,Knox,Dawson Knox,BUF,0,0,2,0,750,28,993,318,True,0,0,0,0,68,0,0,3,0,0,4,0,0,0,0,7,14,14,0,2,0,Dawson,Knox,1516.0,1514.0,2.0,Signed,89.0,0.0,0.0,BUF,tier_2,53.57142857142857,0.5,BUF,5.0
1163,QB,Jordan,Love,Jordan Love,SEA,54,1361,0,0,0,0,416,0,True,112,17,173,3,0,0,0,3,4,34,0,0,0,19,11,0,15,6,1,27,1,Jordan,Love,1642.0,1640.0,27.0,Signed,68.0,0.0,0.0,SEA,tier_6,3.6,0.06666666666666667,,
