Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,STAT_KEEP,DLINEFUMBLERECOVERYYARDS,DSECINTRETURNYARDS,DOWNSPLAYED,DLINEFUMBLERECOVERIES,ASSDEFTACKLES,BIGHITS,DEFTACKLES,DLINEHALFSACK,SEAS_YEAR,CTHALLOWED,DSECINTLONGESTRETURN,DLINESAFETIES,DSECINTS,DSECINTTDS,GAMERATING,DEFPASSDEFLECTIONS,DLINEBLOCKS,YEARBYYEARTEAMINDEX,DEFTACKLESFORLOSS,DLINEFORCEDFUMBLES,DLINESACKS,DLINEFUMBLETDS,GAMESPLAYED,GAMESSTARTED,FirstName_y,LastName_y,Row Excel,Row Editor,TeamIndex,ContractStatus,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,DLSacksAndTFLPerGame,TotalTurnoversPerGame,LBSacksTFLPassDeflPerGame,TacklesPerGame,CBPassDeflPerGame,CBCatchAllowPer100Snaps,SafetiesCatchAllowMinusPDPerGame,TeamName_y,SkillPointDef
240,RE,Carl,Lawson,Carl Lawson,NYJ,True,0,0,1017,0,29,35,38,1,3,1,0,0,0,0,0,0,1,17,10,0,6,0,15,15,Carl,Lawson,1561.0,1559.0,17.0,Signed,79.0,0.0,0.0,NYJ,tier_4,1.0666666666666667,0.06666666666666667,1.0666666666666667,4.466666666666667,0.0,0.09832841691248771,0.06666666666666667,NYJ,0
245,LOLB,B.J.,Ojulari,B.J. Ojulari,NYJ,True,0,5,489,0,13,18,27,1,3,14,5,0,1,0,0,1,0,17,0,0,1,0,15,15,B.J.,Ojulari,3269.0,3267.0,17.0,Signed,71.0,0.0,0.0,NYJ,tier_5,0.06666666666666667,0.06666666666666667,0.13333333333333333,2.6666666666666665,0.06666666666666667,2.8629856850715747,0.8666666666666667,NYJ,-1
250,MLB,Quavaris,Crouch,Quavaris Crouch,ARI,True,0,0,264,0,3,8,10,0,3,4,0,0,0,0,0,1,0,6,0,1,0,0,14,1,Quavaris,Crouch,3159.0,3157.0,6.0,Signed,66.0,0.0,0.0,ARI,tier_6,0.0,0.07142857142857142,0.07142857142857142,0.9285714285714286,0.07142857142857142,1.5151515151515151,0.21428571428571427,ARI,-1
251,CB,Greedy,Williams,Greedy Williams,PHI,True,0,98,862,0,34,5,34,0,3,3,49,0,10,1,0,21,0,12,2,0,1,0,15,15,Greedy,Williams,2843.0,2841.0,12.0,Signed,92.0,0.0,0.0,PHI,tier_1,0.2,0.7333333333333333,1.6,4.533333333333333,1.4,0.34802784222737815,-1.2,PHI,7
253,FS,Juan,Thornhill,Juan Thornhill,KC,True,0,0,1084,0,29,32,48,0,3,16,0,0,0,0,0,6,0,8,0,0,0,0,15,15,Juan,Thornhill,2627.0,2625.0,8.0,Signed,84.0,0.0,0.0,KC,tier_3,0.0,0.0,0.4,5.133333333333334,0.4,1.4760147601476015,0.6666666666666666,KC,0
274,CB,Rock,Ya-Sin,Rock Ya-Sin,ARI,True,0,42,700,0,10,21,29,1,3,15,39,0,2,0,0,4,0,6,0,0,0,0,11,3,Rock,Ya-Sin,2956.0,2954.0,6.0,Signed,79.0,0.0,0.0,ARI,tier_4,0.0,0.18181818181818182,0.36363636363636365,3.5454545454545454,0.36363636363636365,2.142857142857143,1.0,ARI,-1
290,LOLB,Lakiem,Williams,Lakiem Williams,ARI,True,0,0,270,0,1,2,6,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,14,1,Lakiem,Williams,3003.0,3001.0,6.0,Signed,64.0,0.0,0.0,ARI,tier_6,0.0,0.0,0.0,0.5,0.0,0.0,0.0,ARI,0
363,LOLB,Eyabi,Anoma,Eyabi Anoma,MIN,True,0,0,396,0,2,3,5,0,3,0,0,0,0,0,0,0,0,30,0,0,1,0,15,1,Eyabi,Anoma,3210.0,3208.0,30.0,Signed,68.0,0.0,0.0,MIN,tier_6,0.06666666666666667,0.0,0.06666666666666667,0.4666666666666667,0.0,0.0,0.0,MIN,-1
364,MLB,Ernest,Jones,Ernest Jones,ATL,True,0,0,499,0,20,22,39,1,3,19,0,0,0,0,0,0,0,13,1,0,0,0,15,5,Ernest,Jones,1422.0,1420.0,13.0,Signed,70.0,0.0,0.0,ATL,tier_5,0.06666666666666667,0.0,0.06666666666666667,3.933333333333333,0.0,3.807615230460922,1.2666666666666666,ATL,-3
368,DT,Christopher,Hinton,Christopher Hinton,PHI,True,0,0,253,0,5,1,2,0,3,0,0,0,0,0,0,0,0,12,0,0,1,0,15,14,Christopher,Hinton,3381.0,3379.0,12.0,Signed,70.0,0.0,0.0,PHI,tier_5,0.06666666666666667,0.0,0.06666666666666667,0.4666666666666667,0.0,0.0,0.0,PHI,-5
386,SS,Teez,Tabor,Teez Tabor,MIN,True,0,23,299,0,7,3,7,0,3,7,23,0,1,0,0,3,0,30,0,0,0,0,15,2,Teez,Tabor,2551.0,2549.0,30.0,Signed,66.0,0.0,0.0,MIN,tier_6,0.0,0.06666666666666667,0.2,0.9333333333333333,0.2,2.341137123745819,0.26666666666666666,MIN,0
401,MLB,Roquan,Smith,Roquan Smith,CHI,True,55,8,1016,2,37,75,89,0,3,46,6,0,2,0,0,9,0,0,1,2,3,1,15,15,Roquan,Smith,2444.0,2442.0,0.0,Signed,94.0,0.0,0.0,CHI,tier_1,0.26666666666666666,0.4666666666666667,0.8666666666666667,8.4,0.6,4.52755905511811,2.466666666666667,CHI,3
405,CB,Garrett,Williams,Garrett Williams,NYJ,True,0,0,628,0,18,20,29,0,3,13,0,0,1,0,0,4,0,17,0,0,0,0,10,0,Garrett,Williams,2789.0,2787.0,17.0,Signed,74.0,0.0,0.0,NYJ,tier_5,0.0,0.1,0.4,4.7,0.4,2.0700636942675157,0.9,NYJ,0
406,LE,John,Franklin-Myers,John Franklin-Myers,NYJ,True,14,0,935,1,16,41,42,0,3,7,0,0,0,0,0,0,0,17,19,1,3,1,13,13,John,Franklin-Myers,864.0,862.0,17.0,Signed,87.0,0.0,0.0,NYJ,tier_2,1.6923076923076923,0.23076923076923078,1.6923076923076923,4.461538461538462,0.0,0.7486631016042781,0.5384615384615384,NYJ,2
424,ROLB,Adisa,Isaac,Adisa Isaac,NE,True,0,0,452,0,5,7,12,0,3,2,0,0,0,0,0,0,0,21,0,0,0,0,15,5,Adisa,Isaac,3189.0,3187.0,21.0,Signed,68.0,0.0,0.0,NE,tier_6,0.0,0.0,0.0,1.1333333333333333,0.0,0.4424778761061947,0.13333333333333333,NE,0
428,FS,Marquise,Blair,Marquise Blair,NE,True,0,0,1097,0,30,35,43,0,3,21,0,0,0,0,0,8,0,21,0,0,0,0,15,15,Marquise,Blair,207.0,205.0,21.0,Signed,77.0,0.0,0.0,NE,tier_4,0.0,0.0,0.5333333333333333,4.866666666666666,0.5333333333333333,1.9143117593436645,0.8666666666666667,NE,-2
449,LOLB,Henry,To'o To'o,Henry To'o To'o,PHI,True,0,0,658,0,13,5,15,1,3,0,0,1,0,0,0,0,0,12,2,0,4,0,12,12,Henry,To'o To'o,3386.0,3384.0,12.0,Signed,82.0,0.0,0.0,PHI,tier_3,0.5,0.08333333333333333,0.5,2.3333333333333335,0.0,0.0,0.0,PHI,-5
458,CB,Kyle,Fuller,Kyle Fuller,MIN,True,0,49,589,0,13,22,32,1,3,16,28,0,2,0,0,4,0,30,0,0,0,0,15,2,Kyle,Fuller,883.0,881.0,30.0,Signed,72.0,0.0,0.0,MIN,tier_5,0.0,0.13333333333333333,0.26666666666666666,3.0,0.26666666666666666,2.7164685908319184,0.8,MIN,-1
461,MLB,Keenan,Pili,Keenan Pili,MIN,True,28,27,370,1,11,11,15,1,3,3,27,0,1,0,0,5,0,30,0,1,0,0,15,2,Keenan,Pili,2057.0,2055.0,30.0,Signed,62.0,0.0,0.0,MIN,tier_6,0.0,0.2,0.3333333333333333,1.7333333333333334,0.3333333333333333,0.8108108108108109,-0.13333333333333333,MIN,3
482,SS,Tyreke,Smith,Tyreke Smith,MIN,True,0,37,939,0,18,36,48,0,3,26,37,0,1,0,0,7,0,30,0,0,0,0,14,14,Tyreke,Smith,2023.0,2021.0,30.0,Signed,76.0,0.0,0.0,MIN,tier_4,0.0,0.07142857142857142,0.5,4.714285714285714,0.5,2.768903088391906,1.3571428571428572,MIN,0
485,CB,Javelin,Guidry,Javelin Guidry,ATL,True,0,0,729,0,10,22,40,0,3,30,0,0,0,0,0,4,0,13,0,0,1,0,15,2,Javelin,Guidry,1026.0,1024.0,13.0,Signed,70.0,0.0,0.0,ATL,tier_5,0.06666666666666667,0.0,0.3333333333333333,3.3333333333333335,0.26666666666666666,4.11522633744856,1.7333333333333334,ATL,-4
498,DT,Haskell,Garrett,Haskell Garrett,ARI,True,0,0,816,0,23,33,39,1,3,0,0,0,0,0,0,0,0,6,13,0,3,0,15,15,Haskell,Garrett,3376.0,3374.0,6.0,Signed,79.0,0.0,0.0,ARI,tier_4,1.0666666666666667,0.0,1.0666666666666667,4.133333333333334,0.0,0.0,0.0,ARI,-1
509,CB,Byron,Murphy Jr,Byron Murphy Jr,ARI,True,0,94,835,0,15,26,34,1,3,21,31,0,4,1,0,21,0,6,0,0,0,0,14,14,Byron,Murphy Jr,1894.0,1892.0,6.0,Signed,86.0,0.0,0.0,ARI,tier_2,0.0,0.35714285714285715,1.5,3.5,1.5,2.5149700598802394,0.0,ARI,4
526,LOLB,Anfernee,Jennings,Anfernee Jennings,NYJ,True,0,0,432,0,5,5,10,0,3,2,0,0,0,0,0,0,0,17,0,0,0,0,15,1,Anfernee,Jennings,1351.0,1349.0,17.0,Signed,69.0,0.0,0.0,NYJ,tier_6,0.0,0.0,0.0,1.0,0.0,0.4629629629629629,0.13333333333333333,NYJ,0
535,SS,Marcus,Maye,Marcus Maye,NYJ,True,0,82,1128,0,33,36,54,1,3,20,34,0,4,0,0,9,0,17,1,0,0,0,15,15,Marcus,Maye,1715.0,1713.0,17.0,Signed,77.0,0.0,0.0,NYJ,tier_4,0.06666666666666667,0.26666666666666666,0.6666666666666666,5.8,0.6,1.773049645390071,0.7333333333333333,NYJ,4
556,ROLB,Chandler,Jones,Chandler Jones,ARI,True,43,0,719,3,23,22,23,1,3,7,0,1,0,0,0,1,0,6,4,3,9,2,12,12,Chandler,Jones,1410.0,1408.0,6.0,Signed,78.0,0.0,0.0,ARI,tier_4,1.0833333333333333,0.75,1.1666666666666667,3.8333333333333335,0.08333333333333333,0.9735744089012517,0.5,ARI,8
583,FS,Jalen,Thompson,Jalen Thompson,ARI,True,0,13,1065,0,18,36,45,0,3,16,9,0,2,0,0,10,0,6,1,0,0,0,15,15,Jalen,Thompson,2624.0,2622.0,6.0,Signed,85.0,0.0,0.0,ARI,tier_2,0.06666666666666667,0.13333333333333333,0.7333333333333333,4.2,0.6666666666666666,1.5023474178403755,0.4,ARI,0
585,FS,Brandon,Joseph,Brandon Joseph,NYJ,True,0,15,1089,0,28,26,33,0,3,9,12,0,2,0,0,5,0,17,0,0,0,0,13,13,Brandon,Joseph,3327.0,3325.0,17.0,Signed,87.0,0.0,0.0,NYJ,tier_2,0.0,0.15384615384615385,0.38461538461538464,4.6923076923076925,0.38461538461538464,0.8264462809917356,0.3076923076923077,NYJ,0
628,LOLB,Haason,Reddick,Haason Reddick,CAR,True,38,0,700,2,26,28,33,1,3,10,0,0,0,0,0,0,0,20,5,2,8,0,15,15,Haason,Reddick,2180.0,2178.0,20.0,Signed,81.0,0.0,0.0,CAR,tier_3,0.8666666666666667,0.26666666666666666,0.8666666666666667,3.933333333333333,0.0,1.4285714285714286,0.6666666666666666,CAR,0
646,MLB,Jack,Sanborn,Jack Sanborn,CHI,True,0,0,403,0,13,21,28,0,3,6,0,0,0,0,0,1,0,0,1,0,1,0,15,1,Jack,Sanborn,3417.0,3415.0,0.0,Signed,72.0,0.0,0.0,CHI,tier_5,0.13333333333333333,0.0,0.2,2.7333333333333334,0.06666666666666667,1.488833746898263,0.3333333333333333,CHI,-3
673,FS,Daniel,Wright,Daniel Wright,NYJ,True,0,5,410,0,8,7,10,0,3,5,5,0,1,0,0,2,0,17,1,0,0,0,15,3,Daniel,Wright,3410.0,3408.0,17.0,Signed,69.0,0.0,0.0,NYJ,tier_6,0.06666666666666667,0.06666666666666667,0.2,1.2,0.13333333333333333,1.2195121951219512,0.2,NYJ,0
717,SS,Budda,Baker,Budda Baker,ARI,True,0,0,989,0,30,33,46,0,3,22,0,0,0,0,0,13,0,6,1,0,0,0,15,15,Budda,Baker,117.0,115.0,6.0,Signed,93.0,0.0,0.0,ARI,tier_1,0.06666666666666667,0.0,0.9333333333333333,5.066666666666666,0.8666666666666667,2.224469160768453,0.6,ARI,-4
742,CB,Greg,Brooks Jr.,Greg Brooks Jr.,DAL,True,0,153,957,0,20,32,44,1,3,38,43,0,6,2,0,13,0,10,0,0,0,0,15,15,Greg,Brooks Jr.,3224.0,3222.0,10.0,Signed,79.0,0.0,0.0,DAL,tier_4,0.0,0.5333333333333333,0.8666666666666667,4.266666666666667,0.8666666666666667,3.9707419017763845,1.6666666666666667,DAL,5
758,CB,Jermaine,Waller,Jermaine Waller,ARI,True,0,4,1001,0,24,40,50,0,3,37,4,0,1,0,0,5,0,6,0,0,0,0,15,14,Jermaine,Waller,3478.0,3476.0,6.0,Signed,78.0,0.0,0.0,ARI,tier_4,0.0,0.06666666666666667,0.3333333333333333,4.933333333333334,0.3333333333333333,3.696303696303696,2.1333333333333333,ARI,-4
763,CB,Bryce,Hall,Bryce Hall,NYJ,True,0,115,1042,0,21,43,55,0,3,37,35,0,5,0,0,14,0,17,1,0,0,0,15,15,Bryce,Hall,1040.0,1038.0,17.0,Signed,80.0,0.0,0.0,NYJ,tier_3,0.06666666666666667,0.3333333333333333,1.0,5.066666666666666,0.9333333333333333,3.5508637236084453,1.5333333333333334,NYJ,1
771,MLB,Jacquez,Jones,Jacquez Jones,MIN,True,0,0,512,0,12,29,38,1,3,18,0,0,0,0,0,1,0,30,2,0,0,0,14,7,Jacquez,Jones,3680.0,3678.0,30.0,Signed,62.0,0.0,0.0,MIN,tier_6,0.14285714285714285,0.0,0.21428571428571427,3.5714285714285716,0.07142857142857142,3.515625,1.2142857142857142,MIN,0
778,LOLB,Barrett,Carter,Barrett Carter,MIN,True,48,30,960,1,25,42,64,1,3,35,17,0,2,0,0,5,0,30,0,1,0,0,15,15,Barrett,Carter,2482.0,2480.0,30.0,Signed,75.0,0.0,0.0,MIN,tier_4,0.0,0.26666666666666666,0.3333333333333333,5.933333333333334,0.3333333333333333,3.6458333333333335,2.0,MIN,3
790,ROLB,Tyree,Johnson,Tyree Johnson,DAL,True,0,0,434,0,7,8,16,0,3,4,0,0,0,0,0,0,0,10,0,0,1,0,15,2,Tyree,Johnson,3531.0,3529.0,10.0,Signed,65.0,0.0,0.0,DAL,tier_6,0.06666666666666667,0.0,0.06666666666666667,1.5333333333333334,0.0,0.9216589861751152,0.26666666666666666,DAL,1
802,RE,Boye,Mafe,Boye Mafe,SF,True,0,0,286,0,5,4,6,0,3,0,0,0,0,0,0,0,0,14,2,0,0,0,15,7,Boye,Mafe,3418.0,3416.0,14.0,Signed,64.0,0.0,0.0,SF,tier_6,0.13333333333333333,0.0,0.13333333333333333,0.7333333333333333,0.0,0.0,0.0,SF,-1
807,MLB,Carter,Coughlin,Carter Coughlin,DAL,True,0,0,319,0,8,3,6,0,3,0,0,0,0,0,0,0,0,10,1,0,1,0,15,2,Carter,Coughlin,532.0,530.0,10.0,Signed,66.0,0.0,0.0,DAL,tier_6,0.13333333333333333,0.0,0.13333333333333333,0.9333333333333333,0.0,0.0,0.0,DAL,-1
825,DT,Maurice,Hurst,Maurice Hurst,SF,True,33,0,928,2,24,40,55,0,3,3,0,0,0,0,0,0,0,14,14,2,8,0,15,15,Maurice,Hurst,1267.0,1265.0,14.0,Signed,81.0,0.0,0.0,SF,tier_3,1.4666666666666666,0.26666666666666666,1.4666666666666666,5.266666666666667,0.0,0.3232758620689655,0.2,SF,4
871,SS,Grant,Delpit,Grant Delpit,CHI,True,0,42,964,0,23,35,47,1,3,21,25,0,2,0,0,10,0,0,1,0,0,0,15,15,Grant,Delpit,642.0,640.0,0.0,Signed,83.0,0.0,0.0,CHI,tier_3,0.06666666666666667,0.13333333333333333,0.7333333333333333,4.666666666666667,0.6666666666666666,2.1784232365145226,0.7333333333333333,CHI,0
883,CB,Kelee,Ringo,Kelee Ringo,DAL,True,56,74,898,1,21,22,43,0,3,21,32,0,4,1,0,14,0,10,0,1,0,0,13,13,Kelee,Ringo,2901.0,2899.0,10.0,Signed,79.0,0.0,0.0,DAL,tier_4,0.0,0.5384615384615384,1.0769230769230769,4.923076923076923,1.0769230769230769,2.338530066815145,0.5384615384615384,DAL,8
889,LOLB,Max,Tooley,Max Tooley,SF,True,0,0,469,0,2,2,6,0,3,2,0,0,0,0,0,1,1,14,0,0,0,0,15,3,Max,Tooley,646.0,644.0,14.0,Signed,58.0,0.0,0.0,SF,tier_6,0.0,0.06666666666666667,0.06666666666666667,0.5333333333333333,0.06666666666666667,0.42643923240938164,0.06666666666666667,SF,0
890,MLB,Levi,Draper,Levi Draper,SF,True,0,0,344,0,5,9,13,0,3,7,0,0,0,0,0,2,0,14,0,0,0,0,15,1,Levi,Draper,3617.0,3615.0,14.0,Signed,64.0,0.0,0.0,SF,tier_6,0.0,0.0,0.13333333333333333,1.2,0.13333333333333333,2.0348837209302326,0.3333333333333333,SF,-1
1153,LOLB,Amari,Burney,Amari Burney,KC,True,0,0,708,0,22,64,72,0,3,37,0,0,0,0,0,4,0,8,1,0,1,0,12,12,Amari,Burney,3460.0,3458.0,8.0,Signed,81.0,0.0,0.0,KC,tier_3,0.16666666666666666,0.0,0.5,7.833333333333333,0.3333333333333333,5.2259887005649714,2.75,KC,0
1236,LE,A'Shawn,Robinson,A'Shawn Robinson,DAL,True,0,0,304,0,8,7,10,1,3,0,0,0,0,0,0,0,1,10,4,0,1,0,15,15,A'Shawn,Robinson,2244.0,2242.0,10.0,Signed,72.0,0.0,0.0,DAL,tier_5,0.3333333333333333,0.06666666666666667,0.3333333333333333,1.2,0.0,0.0,0.0,DAL,-4
1238,FS,Makari,Paige,Makari Paige,DAL,True,0,12,1080,0,40,24,42,0,3,19,12,0,1,0,0,7,0,10,0,0,0,0,15,15,Makari,Paige,1575.0,1573.0,10.0,Signed,75.0,0.0,0.0,DAL,tier_4,0.0,0.06666666666666667,0.4666666666666667,5.466666666666667,0.4666666666666667,1.7592592592592593,0.8,DAL,1
1296,SS,K'Von,Wallace,K'Von Wallace,ATL,True,0,20,1049,0,35,28,39,1,3,25,20,0,1,0,0,11,0,13,0,0,0,0,15,15,K'Von,Wallace,2735.0,2733.0,13.0,Signed,75.0,0.0,0.0,ATL,tier_4,0.0,0.06666666666666667,0.7333333333333333,4.933333333333334,0.7333333333333333,2.3832221163012393,0.9333333333333333,ATL,0
1311,LOLB,Lance,Dixon,Lance Dixon,NYJ,True,0,0,763,0,17,32,43,1,3,25,0,0,0,0,0,4,0,17,1,0,1,0,15,1,Lance,Dixon,576.0,574.0,17.0,Signed,72.0,0.0,0.0,NYJ,tier_5,0.13333333333333333,0.0,0.4,4.0,0.26666666666666666,3.2765399737876804,1.4,NYJ,1
1349,DT,Leonard,Taylor,Leonard Taylor,MIN,True,37,0,836,1,18,27,36,1,3,2,0,0,0,0,0,1,0,30,7,1,8,1,15,7,Leonard,Taylor,2724.0,2722.0,30.0,Signed,78.0,0.0,0.0,MIN,tier_4,1.0,0.2,1.0666666666666667,3.6,0.06666666666666667,0.23923444976076555,0.06666666666666667,MIN,2
1369,MLB,Zaven,Collins,Zaven Collins,ARI,True,47,23,991,1,22,64,80,0,3,51,23,0,1,0,0,10,0,6,2,1,1,0,15,15,Zaven,Collins,500.0,498.0,6.0,Signed,84.0,0.0,0.0,ARI,tier_3,0.2,0.2,0.8666666666666667,6.8,0.6666666666666666,5.146316851664985,2.7333333333333334,ARI,2
1372,CB,Eddie,Morales III,Eddie Morales III,DAL,True,0,0,308,0,3,2,10,0,3,2,0,0,0,0,0,0,0,10,0,0,0,0,15,2,Eddie,Morales III,3578.0,3576.0,10.0,Signed,64.0,0.0,0.0,DAL,tier_6,0.0,0.0,0.0,0.8666666666666667,0.0,0.6493506493506493,0.13333333333333333,DAL,2
1440,SS,Asa,Turner,Asa Turner,NE,True,0,0,361,0,4,8,12,0,3,6,0,0,0,0,0,4,0,21,0,0,0,0,13,2,Asa,Turner,3198.0,3196.0,21.0,Signed,70.0,0.0,0.0,NE,tier_5,0.0,0.0,0.3076923076923077,1.2307692307692308,0.3076923076923077,1.662049861495845,0.15384615384615385,NE,-2
