FullName,Position,TeamName,SkillPointOL
Marques Cox,LT,SF,3
Matt Gonclaves,RT,LAC,12
Matthew Jones,LG,NYJ,0
Mekhi Becton Sr,RT,IND,-3
Michael Jurgens,C,LV,0
Mike Onwenu,RG,NYG,10
Monroe Freeling,LT,NE,10
Nate Davis,RG,TB,-1
Nick Gargiulo,LG,KC,5
Nolan Potter,LT,DET,-3
O'Cyrus Torrence,RG,BUF,1
Olumuyiwa Fashanu,LT,WAS,-1
Orlando Brown,LT,CIN,6
PJ Williams,RT,MIN,0
Paris Johnson Jr,RT,NYG,3
Parker Brailsford,C,NYJ,3
Patrick Paul,RT,CIN,6
Penei Sewell,RT,DET,4
Quenton Nelson,LG,IND,-9
Quinn Meinerz,RG,DEN,4
Rashawn Slater,LT,LAC,-1
Rasheed Walker,RT,ATL,-5
Reuben Fatheree II,RT,NYJ,2
Robert Hunt,RG,MIA,8
Rod Orr,LT,BAL,7
Ronnie Stanley,LT,BAL,10
Ryan Ramczyk,RT,WAS,2
Savion Byrd,RG,MIN,-7
Sean Rhyan,RG,ARI,8
Sedrick Van Pran,C,JAX,0
Steve Avila,LG,LAR,-4
Taliese Fuaga,RT,MIA,4
Taylor Decker,LT,CAR,0
Taylor Moton,RT,ARI,2
Terence Steele,RT,TEN,-3
Teven Jenkins,LG,CHI,-1
Trey Smith,RG,KC,0
Trey Zuhn III,LG,NE,-4
Tristan Wirfs,LT,TB,0
Tyler Booker,RG,MIN,-7
Tyler Smith,LG,DAL,-5
Walter Rouse,RT,BUF,0
Wanya Morris,RT,MIN,-5
Will Campbell,LT,LAR,2
Will Hernandez,RG,BAL,8
Wyatt Teller,RG,PIT,-3
Zack Martin,RG,DAL,-2
Zak Zinter,LG,SF,1
Zion Johnson,LG,PIT,-8
