Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,GAMESSTARTED,OLINEPANCAKES,OLINESACKSALLOWED,DOWNSPLAYED,STAT_KEEP,GAMESPLAYED,YEARBYYEARTEAMINDEX,GAMERATING,SEAS_YEAR,FirstName_y,LastName_y,Row Excel,Row Editor,YearsPro,Age,TeamIndex,ContractStatus,TraitDevelopment,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,SacksPer1000Snaps,TeamName_y,SkillPointOL
611,LG,Cole,Hutson,Cole Hutson,BAL,16,5,5,1136,False,16,24,0,4,Cole,Hutson,706.0,704.0,1.0,24.0,24.0,Signed,Normal,67.0,0.0,0.0,BAL,tier_6,4.401408450704226,BAL,1
627,RT,Alijah,Vera-Tucker,Alijah Vera-Tucker,LAR,16,2,13,1098,False,16,23,0,4,Alijah,Vera-Tucker,2902.0,2900.0,6.0,28.0,23.0,Signed,Star,79.0,0.0,0.0,LAR,tier_4,11.839708561020037,LAR,-3
640,C,Evan,Brown,Evan Brown,NYG,14,0,10,937,False,14,15,0,4,Evan,Brown,346.0,344.0,9.0,30.0,15.0,Signed,Normal,70.0,0.0,0.0,NYG,tier_5,10.672358591248667,NYG,-6
686,LT,Charles,Cross,Charles Cross,SEA,12,0,10,784,False,12,27,0,4,Charles,Cross,608.0,606.0,5.0,26.0,27.0,Signed,Star,88.0,0.0,0.0,SEA,tier_2,12.755102040816327,SEA,-4
720,RT,Walter,Rouse,Walter Rouse,BUF,16,0,10,1136,False,16,2,0,4,Walter,Rouse,3376.0,3374.0,3.0,26.0,2.0,Signed,Normal,89.0,0.0,0.0,BUF,tier_2,8.802816901408452,BUF,0
725,LT,Jordan,Mailata,Jordan Mailata,PHI,16,0,7,1127,False,16,12,0,4,Jordan,Mailata,1791.0,1789.0,9.0,30.0,12.0,Signed,Superstar,92.0,0.0,0.0,PHI,tier_1,6.211180124223602,PHI,-1
736,C,Lamar,Robinson,Lamar Robinson,LAR,16,1,10,1099,False,16,23,0,4,Lamar,Robinson,2416.0,2414.0,1.0,23.0,23.0,Signed,Normal,72.0,0.0,0.0,LAR,tier_5,9.099181073703367,LAR,-3
741,LT,Ronnie,Stanley,Ronnie Stanley,BAL,14,4,3,923,False,14,24,0,4,Ronnie,Stanley,2659.0,2657.0,11.0,33.0,24.0,Signed,Star,77.0,0.0,0.0,BAL,tier_4,3.2502708559046587,BAL,10
791,LG,Alex,Birchmeier,Alex Birchmeier,NO,16,0,3,1223,False,16,26,0,4,Alex,Birchmeier,1075.0,1073.0,1.0,22.0,26.0,Signed,Star,80.0,0.0,0.0,NO,tier_3,2.4529844644317254,NO,1
873,RG,Lance,Heard,Lance Heard,HOU,16,0,0,1137,False,16,31,0,4,Lance,Heard,1406.0,1404.0,1.0,23.0,31.0,Signed,Normal,69.0,0.0,0.0,HOU,tier_6,0.0,HOU,12
908,C,Hjalte,Froholdt,Hjalte Froholdt,MIN,14,4,5,966,False,14,30,0,4,Hjalte,Froholdt,939.0,937.0,8.0,31.0,30.0,Signed,Normal,74.0,0.0,0.0,MIN,tier_5,5.175983436853002,MIN,0
918,RG,Will,Hernandez,Will Hernandez,BAL,16,4,0,1195,False,16,24,0,4,Will,Hernandez,1224.0,1222.0,9.0,31.0,24.0,Signed,Normal,84.0,0.0,0.0,BAL,tier_3,0.0,BAL,8
919,RG,Donovan,Jackson,Donovan Jackson,LV,16,2,1,1124,False,16,22,0,4,Donovan,Jackson,3260.0,3258.0,3.0,25.0,22.0,Signed,Normal,75.0,0.0,0.0,LV,tier_4,0.889679715302491,LV,5
921,C,Carson,Hinzman,Carson Hinzman,SEA,16,1,8,1240,False,16,27,0,4,Carson,Hinzman,2001.0,1999.0,0.0,23.0,27.0,Signed,Normal,74.0,0.0,0.0,SEA,tier_5,6.451612903225806,SEA,0
1109,C,Michael,Jurgens,Michael Jurgens,LV,16,0,7,1052,False,16,22,0,4,Michael,Jurgens,3616.0,3614.0,3.0,27.0,22.0,Signed,Normal,79.0,0.0,0.0,LV,tier_4,6.653992395437262,LV,0
1132,RT,Patrick,Paul,Patrick Paul,CIN,14,11,5,975,False,14,1,0,4,Patrick,Paul,3214.0,3212.0,3.0,25.0,1.0,Signed,Normal,74.0,0.0,0.0,CIN,tier_5,5.128205128205129,CIN,6
1134,RG,Brandon,Scherff,Brandon Scherff,CIN,16,9,0,1249,False,16,1,0,4,Brandon,Scherff,2482.0,2480.0,12.0,35.0,1.0,Signed,Star,81.0,0.0,0.0,CIN,tier_3,0.0,CIN,8
1136,LG,Joe,Thuney,Joe Thuney,CIN,12,3,1,802,False,12,1,0,4,Joe,Thuney,2807.0,2805.0,11.0,34.0,1.0,Signed,Star,79.0,0.0,0.0,CIN,tier_4,1.2468827930174564,CIN,2
1139,C,Jacob,Gideon,Jacob Gideon,LAC,16,10,4,1123,False,16,7,0,4,Jacob,Gideon,541.0,539.0,2.0,25.0,7.0,Signed,Normal,81.0,0.0,0.0,LAC,tier_3,3.561887800534283,LAC,1
1153,LG,Marcus,Henderson,Marcus Henderson,PHI,16,0,0,1115,False,16,12,0,4,Marcus,Henderson,1088.0,1086.0,1.0,24.0,12.0,Signed,Star,80.0,0.0,0.0,PHI,tier_3,0.0,PHI,8
1178,C,Josh,Kreutz,Josh Kreutz,BAL,9,0,2,679,False,10,24,0,4,Josh,Kreutz,1878.0,1876.0,1.0,24.0,24.0,Signed,Normal,70.0,0.0,0.0,BAL,tier_5,2.945508100147275,BAL,6
1208,LT,Jordan,Seaton,Jordan Seaton,NYJ,6,0,5,451,False,13,17,0,4,Jordan,Seaton,241.0,239.0,0.0,21.0,17.0,Signed,Normal,72.0,0.0,0.0,NYJ,tier_5,11.086474501108649,NYJ,-3
1210,RT,Reuben,Fatheree II,Reuben Fatheree II,NYJ,16,5,9,1110,False,16,17,0,4,Reuben,Fatheree II,1142.0,1140.0,2.0,25.0,17.0,Signed,Normal,78.0,0.0,0.0,NYJ,tier_4,8.108108108108109,NYJ,2
1211,RT,Caleb,Siech,Caleb Siech,LV,14,0,8,988,False,14,22,0,4,Caleb,Siech,481.0,479.0,1.0,24.0,22.0,Signed,Normal,73.0,0.0,0.0,LV,tier_5,8.097165991902834,LV,3
1212,RG,Graham,Glasgow,Graham Glasgow,NYJ,14,1,0,1024,False,14,17,0,4,Graham,Glasgow,1016.0,1014.0,11.0,35.0,17.0,Signed,Normal,74.0,0.0,0.0,NYJ,tier_5,0.0,NYJ,11
1214,LT,Joe,Alt,Joe Alt,NYJ,10,6,4,718,False,14,17,0,4,Joe,Alt,3203.0,3201.0,3.0,24.0,17.0,Signed,Normal,71.0,0.0,0.0,NYJ,tier_5,5.571030640668524,NYJ,6
1215,LG,Matthew,Jones,Matthew Jones,NYJ,16,0,4,1047,False,16,17,0,4,Matthew,Jones,3372.0,3370.0,3.0,26.0,17.0,Signed,Normal,72.0,0.0,0.0,NYJ,tier_5,3.8204393505253105,NYJ,0
1228,LT,Kadyn,Proctor,Kadyn Proctor,CLE,16,9,12,1117,False,16,4,0,4,Kadyn,Proctor,2318.0,2316.0,1.0,22.0,4.0,Signed,Superstar,86.0,0.0,0.0,CLE,tier_2,10.743061772605193,CLE,-2
1229,C,Dashaun,Harris,Dashaun Harris,CLE,14,1,10,969,False,14,4,0,4,Dashaun,Harris,2613.0,2611.0,0.0,23.0,4.0,Signed,Normal,69.0,0.0,0.0,CLE,tier_6,10.319917440660475,CLE,-5
1230,LG,Beau,Stephens,Beau Stephens,CLE,16,0,6,1106,False,16,4,0,4,Beau,Stephens,1453.0,1451.0,1.0,24.0,4.0,Signed,Normal,68.0,0.0,0.0,CLE,tier_6,5.424954792043399,CLE,-2
1232,LT,Caedan,Wallace,Caedan Wallace,CLE,11,4,10,764,False,12,4,0,4,Caedan,Wallace,3388.0,3386.0,3.0,26.0,4.0,Signed,Normal,73.0,0.0,0.0,CLE,tier_5,13.089005235602095,CLE,-3
1237,C,Jackson,Powers-Johnson,Jackson Powers-Johnson,BUF,16,0,4,1089,False,16,2,0,4,Jackson,Powers-Johnson,884.0,882.0,2.0,25.0,2.0,Signed,Normal,77.0,0.0,0.0,BUF,tier_4,3.6730945821854912,BUF,2
1241,LG,Keaton,Bills,Keaton Bills,TEN,16,0,3,1146,False,16,29,0,4,Keaton,Bills,1580.0,1578.0,2.0,25.0,29.0,Signed,Normal,69.0,0.0,0.0,TEN,tier_6,2.617801047120419,TEN,4
1242,C,Drew,Kendall,Drew Kendall,TEN,16,0,8,1071,False,16,29,0,4,Drew,Kendall,483.0,481.0,2.0,25.0,29.0,Signed,Normal,73.0,0.0,0.0,TEN,tier_5,7.469654528478058,TEN,-3
1243,RT,Terence,Steele,Terence Steele,TEN,14,0,12,1027,False,14,29,0,4,Terence,Steele,2661.0,2659.0,7.0,30.0,29.0,Signed,Normal,79.0,0.0,0.0,TEN,tier_4,11.684518013631937,TEN,-3
1245,RG,Kevin,Dotson,Kevin Dotson,TEN,16,0,0,1248,False,16,29,0,4,Kevin,Dotson,734.0,732.0,7.0,30.0,29.0,Signed,Star,85.0,0.0,0.0,TEN,tier_2,0.0,TEN,6
1247,RT,Emery,Jones Jr,Emery Jones Jr,NO,16,0,14,1228,False,16,26,0,4,Emery,Jones Jr,1629.0,1627.0,1.0,23.0,26.0,Signed,Normal,72.0,0.0,0.0,NO,tier_5,11.400651465798045,NO,-3
1248,RT,Mackey,Maillho,Mackey Maillho,TEN,11,0,6,759,False,11,29,0,4,Mackey,Maillho,1439.0,1437.0,1.0,24.0,29.0,Signed,Normal,73.0,0.0,0.0,TEN,tier_5,7.905138339920948,TEN,3
1250,LG,Graham,Barton,Graham Barton,WAS,16,0,0,1129,False,16,25,0,4,Graham,Barton,3220.0,3218.0,3.0,25.0,25.0,Signed,Normal,77.0,0.0,0.0,WAS,tier_4,0.0,WAS,10
1251,LT,Olumuyiwa,Fashanu,Olumuyiwa Fashanu,WAS,16,0,11,1062,False,16,25,0,4,Olumuyiwa,Fashanu,3201.0,3199.0,3.0,24.0,25.0,Signed,Star,83.0,0.0,0.0,WAS,tier_3,10.357815442561206,WAS,-1
1254,RT,Jack,Nelson,Jack Nelson,DAL,15,0,16,998,False,15,10,0,4,Jack,Nelson,470.0,468.0,2.0,25.0,10.0,Signed,Normal,79.0,0.0,0.0,DAL,tier_4,16.03206412825651,DAL,-7
1257,LT,Amarius,Mims,Amarius Mims,DAL,16,0,16,1101,False,16,10,0,4,Amarius,Mims,3266.0,3264.0,3.0,25.0,10.0,Signed,Normal,80.0,0.0,0.0,DAL,tier_3,14.532243415077202,DAL,-8
1258,C,Beaux,Limmer,Beaux Limmer,WAS,16,0,3,1066,False,16,25,0,4,Beaux,Limmer,3296.0,3294.0,3.0,26.0,25.0,Signed,Normal,77.0,0.0,0.0,WAS,tier_4,2.8142589118198873,WAS,5
1259,C,Juice,Scruggs,Juice Scruggs,IND,13,2,6,858,False,13,9,0,4,Juice,Scruggs,2504.0,2502.0,4.0,27.0,9.0,Signed,Normal,81.0,0.0,0.0,IND,tier_3,6.993006993006993,IND,-1
1260,RT,Mekhi,Becton Sr,Mekhi Becton Sr,IND,16,1,15,1138,False,16,9,0,4,Mekhi,Becton Sr,186.0,184.0,7.0,28.0,9.0,Signed,Star,75.0,0.0,0.0,IND,tier_4,13.181019332161688,IND,-3
1262,LT,Braxton,Jones,Braxton Jones,IND,15,4,15,1138,False,15,9,0,4,Braxton,Jones,1517.0,1515.0,5.0,28.0,9.0,Signed,Star,80.0,0.0,0.0,IND,tier_3,13.181019332161688,IND,-4
1264,LG,Quenton,Nelson,Quenton Nelson,IND,16,4,10,1243,False,16,9,0,4,Quenton,Nelson,2058.0,2056.0,9.0,31.0,9.0,Signed,Superstar,86.0,0.0,0.0,IND,tier_2,8.045052292839904,IND,-9
1266,RT,Francis,Mauigoa,Francis Mauigoa,JAX,16,0,10,1167,False,16,16,0,4,Francis,Mauigoa,987.0,985.0,1.0,22.0,16.0,Signed,Star,81.0,0.0,0.0,JAX,tier_3,8.56898029134533,JAX,1
1267,RG,Trey,Smith,Trey Smith,KC,16,9,1,1180,False,16,8,0,4,Trey,Smith,2615.0,2613.0,6.0,28.0,8.0,Signed,Superstar,95.0,0.0,0.0,KC,tier_0,0.847457627118644,KC,0
1268,C,Creed,Humphrey,Creed Humphrey,KC,16,15,1,1219,False,16,8,0,4,Creed,Humphrey,1340.0,1338.0,6.0,29.0,8.0,Signed,Superstar,98.0,0.0,0.0,KC,tier_0,0.8203445447087777,KC,3
1270,LT,Monroe,Freeling,Monroe Freeling,NE,16,0,4,1163,False,16,21,0,4,Monroe,Freeling,2531.0,2529.0,0.0,23.0,21.0,Signed,Star,76.0,0.0,0.0,NE,tier_4,3.4393809114359417,NE,10
1271,LT,Jedrick,Wills Jr,Jedrick Wills Jr,NE,16,0,5,1154,False,16,21,0,4,Jedrick,Wills Jr,3082.0,3080.0,7.0,28.0,21.0,Signed,Star,72.0,0.0,0.0,NE,tier_5,4.332755632582322,NE,6
1273,C,Jake,Renfro,Jake Renfro,NE,16,0,5,1094,False,16,21,0,4,Jake,Renfro,773.0,771.0,2.0,25.0,21.0,Signed,Normal,75.0,0.0,0.0,NE,tier_4,4.570383912248629,NE,2
1274,LG,Joel,Bitonio,Joel Bitonio,NE,16,0,2,1255,False,16,21,0,4,Joel,Bitonio,222.0,220.0,13.0,35.0,21.0,Signed,Star,81.0,0.0,0.0,NE,tier_3,1.5936254980079683,NE,1
1275,LG,Trey,Zuhn III,Trey Zuhn III,NE,14,0,6,1018,False,14,21,0,4,Trey,Zuhn III,2076.0,2074.0,1.0,24.0,21.0,Signed,Normal,86.0,0.0,0.0,NE,tier_2,5.893909626719057,NE,-4
1277,LG,Tyler,Smith,Tyler Smith,DAL,16,0,7,1193,False,16,10,0,4,Tyler,Smith,2617.0,2615.0,5.0,26.0,10.0,Signed,Superstar,90.0,0.0,0.0,DAL,tier_1,5.86756077116513,DAL,-5
1278,RG,Zack,Martin,Zack Martin,DAL,16,0,2,1101,False,16,10,0,4,Zack,Martin,1812.0,1810.0,13.0,36.0,10.0,Signed,Superstar,85.0,0.0,0.0,DAL,tier_2,1.8165304268846503,DAL,-2
1279,RT,Brian,O'Neill,Brian O'Neill,CAR,13,0,13,933,False,13,20,0,4,Brian,O'Neill,2133.0,2131.0,9.0,31.0,20.0,Signed,Star,84.0,0.0,0.0,CAR,tier_3,13.933547695605574,CAR,-4
1281,RT,Abraham,Lucas,Abraham Lucas,CAR,7,0,6,531,False,10,20,0,4,Abraham,Lucas,1764.0,1762.0,5.0,28.0,20.0,Signed,Star,73.0,0.0,0.0,CAR,tier_5,11.299435028248588,CAR,-3
1282,RG,Garrett,Dellinger,Garrett Dellinger,CAR,14,0,0,1024,False,14,20,0,4,Garrett,Dellinger,303.0,301.0,2.0,25.0,20.0,Signed,Normal,79.0,0.0,0.0,CAR,tier_4,0.0,CAR,10
1283,LT,Cayden,Green,Cayden Green,ATL,8,0,9,634,False,16,13,0,4,Cayden,Green,247.0,245.0,1.0,22.0,13.0,Signed,Normal,69.0,0.0,0.0,ATL,tier_6,14.195583596214512,ATL,-5
1284,C,Bryce,Foster,Bryce Foster,CAR,14,0,5,1090,False,14,20,0,4,Bryce,Foster,419.0,417.0,2.0,24.0,20.0,Signed,Star,79.0,0.0,0.0,CAR,tier_4,4.587155963302752,CAR,2
1286,LG,Brady,Christensen,Brady Christensen,CAR,14,0,3,935,False,14,20,0,4,Brady,Christensen,500.0,498.0,6.0,30.0,20.0,Signed,Normal,76.0,0.0,0.0,CAR,tier_4,3.2085561497326203,CAR,0
1287,LT,Brandon,Baker,Brandon Baker,TB,16,0,12,1145,False,16,5,0,4,Brandon,Baker,2110.0,2108.0,0.0,22.0,5.0,Signed,Star,80.0,0.0,0.0,TB,tier_3,10.480349344978166,TB,-1
1288,C,Josh,Myers,Josh Myers,TB,15,0,2,1012,False,15,5,0,4,Josh,Myers,2041.0,2039.0,6.0,29.0,5.0,Signed,Normal,70.0,0.0,0.0,TB,tier_5,1.976284584980237,TB,6
1291,LG,Anthony,Bradford,Anthony Bradford,TB,13,0,3,888,False,13,5,0,4,Anthony,Bradford,290.0,288.0,4.0,26.0,5.0,Signed,Normal,74.0,0.0,0.0,TB,tier_5,3.3783783783783785,TB,0
1292,RG,Nate,Davis,Nate Davis,TB,16,0,2,1225,False,16,5,0,4,Nate,Davis,668.0,666.0,8.0,30.0,5.0,Signed,Normal,82.0,0.0,0.0,TB,tier_3,1.6326530612244898,TB,-1
1295,LT,Tristan,Wirfs,Tristan Wirfs,TB,16,0,8,1144,False,16,5,0,4,Tristan,Wirfs,3114.0,3112.0,7.0,28.0,5.0,Signed,Superstar,85.0,0.0,0.0,TB,tier_2,6.993006993006993,TB,0
1296,RG,Jacob,Allen,Jacob Allen,IND,16,1,1,1124,False,16,9,0,4,Jacob,Allen,2800.0,2798.0,0.0,23.0,9.0,Signed,Normal,74.0,0.0,0.0,IND,tier_5,0.889679715302491,IND,6
1298,RT,Darnell,Wright,Darnell Wright,CHI,16,0,3,1221,False,16,0,0,4,Darnell,Wright,3156.0,3154.0,4.0,26.0,0.0,Signed,Star,78.0,0.0,0.0,CHI,tier_4,2.457002457002457,CHI,10
1299,LG,Teven,Jenkins,Teven Jenkins,CHI,16,0,6,1210,False,16,0,0,4,Teven,Jenkins,1442.0,1440.0,6.0,29.0,0.0,Signed,Star,80.0,0.0,0.0,CHI,tier_3,4.958677685950414,CHI,-1
1300,LT,J'ven,Williams,J'ven Williams,GB,9,0,4,781,False,16,19,0,4,J'ven,Williams,1578.0,1576.0,1.0,23.0,19.0,Signed,Normal,73.0,0.0,0.0,GB,tier_5,5.121638924455826,GB,6
1301,LG,Jon,Gaines II,Jon Gaines II,GB,14,0,4,986,False,14,19,0,4,Jon,Gaines II,959.0,957.0,4.0,27.0,19.0,Signed,Normal,73.0,0.0,0.0,GB,tier_5,4.056795131845842,GB,0
