Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,STAT_KEEP,DLINEFUMBLERECOVERYYARDS,DSECINTRETURNYARDS,DOWNSPLAYED,DLINEFUMBLERECOVERIES,ASSDEFTACKLES,BIGHITS,DEFTACKLES,DLINEHALFSACK,SEAS_YEAR,CTHALLOWED,DSECINTLONGESTRETURN,DLINESAFETIES,DSECINTS,DSECINTTDS,GAMERATING,DEFPASSDEFLECTIONS,DLINEBLOCKS,YEARBYYEARTEAMINDEX,DEFTACKLESFORLOSS,DLINEFORCEDFUMBLES,DLINESACKS,DLINEFUMBLETDS,GAMESPLAYED,GAMESSTARTED,FirstName_y,LastName_y,Row Excel,Row Editor,YearsPro,Age,TeamIndex,ContractStatus,TraitDevelopment,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,DLSacksAndTFLPer1000Snaps,DTSacksAndTFLPer1000Snaps,TotalTurnoversPer1000Snaps,LBSacksTFLPassDeflPer1000Snaps,TacklesPer1000Snaps,CBPassDeflPer1000Snaps,CBCatchAllowPer100Snaps,SafetiesCatchAllowMinusPDPerGame,TeamName_y,SkillPointDef
137,LOLB,Aaron,Willis,Aaron Willis,CAR,True,0,0,314,0,0,1,1,0,4,0,0,0,0,0,0,0,0,20,0,0,0,0,16,2,Aaron,Willis,2698.0,2696.0,1.0,24.0,20.0,Signed,Normal,67.0,0.0,0.0,CAR,tier_6,0.0,0.0,0.0,0.0,3.1847133757961785,0.0,0.0,0.0,CAR,-8
160,DT,Christian,Barmore,Christian Barmore,NE,True,16,0,603,1,14,26,32,1,4,0,0,0,0,0,0,0,0,21,8,1,4,0,13,3,Christian,Barmore,150.0,148.0,6.0,28.0,21.0,Signed,Star,78.0,0.0,0.0,NE,tier_4,24.875621890547265,27.860696517412936,3.316749585406302,19.90049751243781,76.28524046434494,0.0,0.0,0.0,NE,-1
168,RE,Donterry,Russell,Donterry Russell,CIN,True,0,0,371,0,5,6,9,1,4,0,0,0,0,0,0,0,0,1,4,0,0,0,16,2,Donterry,Russell,1654.0,1652.0,0.0,23.0,1.0,Signed,Normal,69.0,0.0,0.0,CIN,tier_6,10.781671159029651,10.781671159029651,0.0,10.781671159029651,37.73584905660377,0.0,0.0,0.0,CIN,-4
180,CB,Cameron,Dantzler Sr,Cameron Dantzler Sr,TB,True,0,37,1233,0,28,46,63,0,4,41,15,0,7,0,0,12,0,5,1,0,0,0,15,10,Cameron,Dantzler Sr,634.0,632.0,7.0,28.0,5.0,Signed,Star,79.0,0.0,0.0,TB,tier_4,0.8110300081103001,0.8110300081103001,5.6772100567721,10.5433901054339,73.80373073803732,9.732360097323602,3.32522303325223,1.9333333333333333,TB,5
192,ROLB,Anthony,Dunn Jr,Anthony Dunn Jr,NO,True,0,0,440,0,2,5,6,0,4,2,0,0,0,0,0,0,0,26,1,0,0,0,16,5,Anthony,Dunn Jr,1892.0,1890.0,1.0,24.0,26.0,Signed,Normal,67.0,0.0,0.0,NO,tier_6,2.2727272727272725,2.2727272727272725,0.0,2.2727272727272725,18.18181818181818,0.0,0.45454545454545453,0.125,NO,-6
201,SS,Mark,Perry,Mark Perry,KC,True,0,48,1206,0,16,55,70,0,4,46,24,0,4,0,0,6,0,8,0,0,0,0,16,16,Mark,Perry,3279.0,3277.0,3.0,26.0,8.0,Signed,Star,81.0,0.0,0.0,KC,tier_3,0.0,0.0,3.316749585406302,4.975124378109452,71.31011608623548,4.975124378109452,3.814262023217247,2.5,KC,-2
204,FS,Hudson,Clark,Hudson Clark,KC,True,0,0,1142,0,28,34,47,0,4,27,0,0,0,0,0,14,0,8,0,0,0,0,16,5,Hudson,Clark,3514.0,3512.0,3.0,26.0,8.0,Signed,Normal,71.0,0.0,0.0,KC,tier_5,0.0,0.0,0.0,12.259194395796849,65.67425569176882,12.259194395796849,2.364273204903678,0.8125,KC,5
207,CB,Max,Melton,Max Melton,BAL,True,16,0,1309,1,36,54,80,1,4,45,0,0,0,0,0,11,0,24,0,1,0,0,16,1,Max,Melton,3335.0,3333.0,3.0,25.0,24.0,Signed,Normal,71.0,0.0,0.0,BAL,tier_5,0.0,0.0,1.5278838808250572,8.403361344537815,88.61726508785333,8.403361344537815,3.437738731856379,2.125,BAL,-1
216,CB,Moses,Alexander,Moses Alexander,PHI,True,0,0,829,0,17,22,36,1,4,22,0,0,0,0,0,8,0,12,0,0,0,0,12,0,Moses,Alexander,1569.0,1567.0,1.0,23.0,12.0,Signed,Normal,70.0,0.0,0.0,PHI,tier_5,0.0,0.0,0.0,9.650180940892641,63.93244873341375,9.650180940892641,2.6537997587454765,1.1666666666666667,PHI,-1
226,CB,Malik,Dunlap,Malik Dunlap,NO,True,0,0,879,0,19,37,49,1,4,31,0,0,0,0,0,7,0,26,0,0,0,0,16,3,Malik,Dunlap,3489.0,3487.0,3.0,27.0,26.0,Signed,Star,76.0,0.0,0.0,NO,tier_4,0.0,0.0,0.0,7.963594994311717,77.36063708759954,7.963594994311717,3.526734926052332,1.5,NO,-3
229,DT,Da'Ron,Payne,Da'Ron Payne,PIT,True,0,0,763,0,15,0,35,1,4,0,0,1,0,0,0,1,0,28,27,0,7,0,14,14,Da'Ron,Payne,2195.0,2193.0,9.0,30.0,28.0,Signed,Star,82.0,0.0,0.0,PIT,tier_3,51.44167758846658,55.570117955439066,1.3106159895150722,45.87155963302752,65.53079947575361,1.3106159895150722,0.0,-0.07142857142857142,PIT,4
232,LOLB,Khari,Coleman,Khari Coleman,NYG,True,0,0,365,0,5,6,7,0,4,1,0,0,0,0,0,0,0,15,0,0,0,0,16,0,Khari,Coleman,3415.0,3413.0,3.0,25.0,15.0,Signed,Normal,66.0,0.0,0.0,NYG,tier_6,0.0,0.0,0.0,0.0,32.87671232876712,0.0,0.273972602739726,0.0625,NYG,-6
239,FS,Beau,Brade,Beau Brade,LAR,True,0,-2,988,0,16,22,35,0,4,17,0,0,1,0,0,5,0,23,0,0,0,0,16,12,Beau,Brade,3289.0,3287.0,3.0,25.0,23.0,Signed,Normal,73.0,0.0,0.0,LAR,tier_5,0.0,0.0,1.0121457489878543,5.060728744939271,51.61943319838057,5.060728744939271,1.7206477732793521,0.75,LAR,-1
258,FS,Clayton,Powell-Lee,Clayton Powell-Lee,SF,True,0,0,496,0,12,7,16,0,4,8,0,0,0,0,0,2,0,14,0,0,0,0,14,3,Clayton,Powell-Lee,301.0,299.0,1.0,24.0,14.0,Signed,Normal,66.0,0.0,0.0,SF,tier_6,0.0,0.0,0.0,4.032258064516129,56.45161290322581,4.032258064516129,1.6129032258064515,0.42857142857142855,SF,-2
272,CB,Jahlil,Florence,Jahlil Florence,NYG,True,31,21,1057,1,25,35,46,0,4,28,21,0,1,0,0,6,0,15,1,1,0,0,16,0,Jahlil,Florence,2890.0,2888.0,1.0,23.0,15.0,Signed,Normal,72.0,0.0,0.0,NYG,tier_5,0.9460737937559129,0.9460737937559129,2.838221381267739,6.622516556291391,67.17123935666983,5.676442762535478,2.6490066225165565,1.375,NYG,0
275,DT,Hero,Kanu,Hero Kanu,NO,True,0,0,325,0,9,8,12,1,4,0,0,0,0,0,0,0,0,26,3,0,2,0,14,0,Hero,Kanu,644.0,642.0,0.0,22.0,26.0,Signed,Normal,69.0,0.0,0.0,NO,tier_6,20.0,22.76923076923077,0.0,15.384615384615385,64.61538461538461,0.0,0.0,0.0,NO,-2
290,LOLB,C.J.,Hicks,C.J. Hicks,NYG,True,0,0,840,0,24,57,81,1,4,42,0,0,0,0,0,3,0,15,5,0,0,0,16,16,C.J.,Hicks,2153.0,2151.0,1.0,23.0,15.0,Signed,Normal,76.0,0.0,0.0,NYG,tier_4,5.952380952380952,5.952380952380952,0.0,9.523809523809526,125.0,3.571428571428571,5.0,2.4375,NYG,3
292,CB,Caelen,Carson,Caelen Carson,CAR,True,0,0,833,0,13,28,38,0,4,26,0,0,0,0,0,9,0,20,0,0,0,0,12,6,Caelen,Carson,3240.0,3238.0,3.0,25.0,20.0,Signed,Normal,72.0,0.0,0.0,CAR,tier_5,0.0,0.0,0.0,10.804321728691477,61.224489795918366,10.804321728691477,3.12124849939976,1.4166666666666667,CAR,-1
301,LE,Chris,Braswell,Chris Braswell,ARI,True,0,0,383,0,12,11,17,0,4,0,0,0,0,0,0,1,0,6,4,0,2,0,14,1,Chris,Braswell,3342.0,3340.0,3.0,25.0,6.0,Signed,Normal,70.0,0.0,0.0,ARI,tier_5,19.5822454308094,21.93211488250653,0.0,18.276762402088774,75.71801566579634,2.6109660574412534,0.0,-0.07142857142857142,ARI,-5
322,RE,Will,McDonald IV,Will McDonald IV,CIN,True,43,0,778,2,17,24,37,1,4,0,0,1,0,0,0,0,0,1,10,3,8,1,16,16,Will,McDonald IV,1864.0,1862.0,4.0,28.0,1.0,Signed,Normal,77.0,0.0,0.0,CIN,tier_4,30.848329048843187,35.47557840616967,8.997429305912597,23.13624678663239,69.40874035989718,0.0,0.0,0.0,CIN,7
334,LE,Rueben,Bain Jr,Rueben Bain Jr,NE,True,25,0,819,1,21,43,51,1,4,2,0,1,0,0,0,1,0,21,16,1,13,0,16,16,Rueben,Bain Jr,1594.0,1592.0,1.0,22.0,21.0,Signed,XFactor,81.0,0.0,0.0,NE,tier_3,47.31379731379731,54.456654456654455,3.663003663003663,36.630036630036635,87.91208791208791,1.221001221001221,0.2442002442002442,0.0625,NE,5
340,SS,Scotty,Edwards,Scotty Edwards,HOU,True,22,0,327,1,9,11,17,0,4,10,0,0,0,0,0,4,0,31,1,1,0,0,14,2,Scotty,Edwards,2537.0,2535.0,0.0,22.0,31.0,Signed,Normal,66.0,0.0,0.0,HOU,tier_6,3.058103975535168,3.058103975535168,6.116207951070336,15.290519877675841,79.51070336391437,12.232415902140673,3.058103975535168,0.42857142857142855,HOU,15
358,CB,Rasul,Douglas,Rasul Douglas,BUF,True,0,0,1027,0,24,40,46,0,4,33,0,0,1,0,0,14,0,2,0,0,0,0,16,16,Rasul,Douglas,737.0,735.0,10.0,32.0,2.0,Signed,Star,82.0,0.0,0.0,BUF,tier_3,0.0,0.0,0.9737098344693281,13.631937682570594,68.15968841285297,13.631937682570594,3.213242453748783,1.1875,BUF,-1
374,SS,Kamari,Wilson,Kamari Wilson,HOU,True,0,22,700,0,13,22,29,0,4,13,22,0,1,0,0,5,0,31,1,0,0,0,13,8,Kamari,Wilson,2378.0,2376.0,1.0,23.0,31.0,Signed,Normal,71.0,0.0,0.0,HOU,tier_5,1.4285714285714286,1.4285714285714286,1.4285714285714286,8.571428571428571,60.0,7.142857142857142,1.8571428571428572,0.6153846153846154,HOU,-2
387,RE,Josh,Sweat,Josh Sweat,PHI,True,38,0,523,2,10,20,24,1,4,0,0,0,0,0,0,0,0,12,8,3,3,1,12,12,Josh,Sweat,2720.0,2718.0,9.0,30.0,12.0,Signed,Star,77.0,0.0,0.0,PHI,tier_4,25.334608030592733,27.915869980879545,11.472275334608032,21.032504780114724,65.00956022944551,0.0,0.0,0.0,PHI,5
407,CB,Greg,Newsome II,Greg Newsome II,LAC,True,0,3,1174,0,21,43,64,0,4,44,3,0,1,0,0,6,0,7,0,0,0,0,16,10,Greg,Newsome II,2062.0,2060.0,6.0,27.0,7.0,Signed,Star,79.0,0.0,0.0,LAC,tier_4,0.0,0.0,0.8517887563884157,5.110732538330494,72.40204429301534,5.110732538330494,3.747870528109029,2.375,LAC,-5
422,DT,Simote,Pepa,Simote Pepa,LAC,True,18,0,722,1,19,28,38,0,4,0,0,0,0,0,0,0,0,7,15,1,2,1,15,15,Simote,Pepa,2901.0,2899.0,2.0,24.0,7.0,Signed,Star,76.0,0.0,0.0,LAC,tier_4,25.623268698060944,26.869806094182824,4.1551246537396125,23.545706371191137,78.94736842105263,0.0,0.0,0.0,LAC,0
425,DT,Braden,Fiske,Braden Fiske,CAR,True,0,0,783,0,20,30,37,1,4,0,0,0,0,0,0,0,0,20,16,0,4,0,16,0,Braden,Fiske,3409.0,3407.0,3.0,26.0,20.0,Signed,Normal,89.0,0.0,0.0,CAR,tier_2,29.374201787994892,31.673052362707537,0.0,25.54278416347382,72.79693486590038,0.0,0.0,0.0,CAR,-6
452,ROLB,Taariq,Al-Uqdah,Taariq Al-Uqdah,SF,True,0,0,415,0,5,6,9,0,4,0,0,0,0,0,0,0,0,14,1,0,0,0,16,6,Taariq,Al-Uqdah,1184.0,1182.0,0.0,23.0,14.0,Signed,Normal,69.0,0.0,0.0,SF,tier_6,2.4096385542168677,2.4096385542168677,0.0,2.4096385542168677,33.734939759036145,0.0,0.0,0.0,SF,-3
453,ROLB,Kenneth,Murray Jr,Kenneth Murray Jr,PIT,True,0,0,644,1,34,0,69,0,4,0,0,0,0,0,0,3,0,28,20,1,1,0,13,13,Kenneth,Murray Jr,2028.0,2026.0,7.0,28.0,28.0,Signed,Star,79.0,0.0,0.0,PIT,tier_4,33.77329192546584,34.47204968944099,3.105590062111801,37.267080745341616,159.93788819875775,4.658385093167702,0.0,-0.23076923076923078,PIT,13
468,CB,Denzel,Burke,Denzel Burke,PIT,True,0,56,346,0,6,0,22,0,4,0,36,0,2,1,0,4,0,28,1,1,0,0,14,14,Denzel,Burke,3247.0,3245.0,3.0,24.0,28.0,Signed,Star,76.0,0.0,0.0,PIT,tier_4,2.890173410404624,2.890173410404624,11.560693641618496,14.45086705202312,80.92485549132948,11.560693641618496,0.0,-0.2857142857142857,PIT,9
471,ROLB,Stone,Blanton,Stone Blanton,CIN,True,0,0,362,0,6,1,5,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,14,6,Stone,Blanton,152.0,150.0,1.0,23.0,1.0,Signed,Normal,73.0,0.0,0.0,CIN,tier_5,2.7624309392265194,2.7624309392265194,0.0,2.7624309392265194,30.386740331491712,0.0,0.0,0.0,CIN,-6
480,SS,Corey,Collier Jr,Corey Collier Jr,NE,True,0,0,383,0,9,11,16,0,4,7,0,0,0,0,0,2,0,21,0,0,0,0,16,2,Corey,Collier Jr,542.0,540.0,1.0,24.0,21.0,Signed,Normal,68.0,0.0,0.0,NE,tier_6,0.0,0.0,0.0,5.221932114882507,65.27415143603133,5.221932114882507,1.8276762402088773,0.3125,NE,-4
483,FS,Zeke,Berry,Zeke Berry,NO,True,0,0,407,0,10,4,8,0,4,4,0,0,0,0,0,1,0,26,0,0,0,0,16,1,Zeke,Berry,180.0,178.0,0.0,23.0,26.0,Signed,Normal,70.0,0.0,0.0,NO,tier_5,0.0,0.0,0.0,2.457002457002457,44.22604422604422,2.457002457002457,0.9828009828009828,0.1875,NO,-6
485,RE,Dashawn,Womack,Dashawn Womack,NO,True,15,0,812,2,17,27,37,0,4,0,0,0,0,0,0,0,1,26,12,2,8,1,16,16,Dashawn,Womack,834.0,832.0,1.0,22.0,26.0,Signed,Star,84.0,0.0,0.0,NO,tier_3,32.01970443349754,36.453201970443345,7.389162561576354,24.630541871921185,66.50246305418719,0.0,0.0,0.0,NO,5
496,SS,Talanoa,Hufanga,Talanoa Hufanga,NE,True,33,0,1124,1,39,42,55,0,4,31,0,0,0,0,0,4,0,21,0,1,0,0,14,14,Talanoa,Hufanga,1331.0,1329.0,6.0,27.0,21.0,Signed,Star,88.0,0.0,0.0,NE,tier_2,0.0,0.0,1.779359430604982,3.558718861209964,83.62989323843416,3.558718861209964,2.7580071174377228,1.9285714285714286,NE,-6
510,LE,Dani,Dennis-Sutton,Dani Dennis-Sutton,NE,True,0,0,462,0,11,16,20,1,4,0,0,0,0,0,0,0,0,21,6,0,5,0,14,1,Dani,Dennis-Sutton,932.0,930.0,2.0,24.0,21.0,Signed,Normal,78.0,0.0,0.0,NE,tier_4,31.926406926406926,36.7965367965368,0.0,23.809523809523807,67.09956709956711,0.0,0.0,0.0,NE,-2
519,FS,Javon,Bullard,Javon Bullard,CAR,True,0,0,783,0,18,31,43,1,4,22,0,0,0,0,0,10,0,20,1,0,0,0,16,0,Javon,Bullard,3327.0,3325.0,3.0,25.0,20.0,Signed,Star,73.0,0.0,0.0,CAR,tier_5,1.277139208173691,1.277139208173691,0.0,14.048531289910601,77.90549169859514,12.77139208173691,2.80970625798212,0.75,CAR,7
528,MLB,Jackson,Mitchell,Jackson Mitchell,PHI,True,10,0,340,1,5,3,4,0,4,0,0,0,0,0,0,0,0,12,0,1,0,0,16,0,Jackson,Mitchell,3305.0,3303.0,3.0,26.0,12.0,Signed,Normal,66.0,0.0,0.0,PHI,tier_6,0.0,0.0,5.88235294117647,0.0,26.470588235294116,0.0,0.0,0.0,PHI,4
536,DT,Kris,Jenkins,Kris Jenkins,KC,True,13,0,455,1,5,16,19,0,4,0,0,0,0,0,0,0,0,8,8,1,2,0,16,1,Kris,Jenkins,3226.0,3224.0,3.0,25.0,8.0,Signed,Normal,68.0,0.0,0.0,KC,tier_6,25.274725274725274,27.252747252747255,4.395604395604396,21.978021978021978,52.747252747252745,0.0,0.0,0.0,KC,3
575,MLB,Oluwafemi,Oladejo,Oluwafemi Oladejo,LAC,True,31,0,476,2,2,13,21,0,4,8,0,0,0,0,0,2,1,7,2,2,0,1,16,4,Oluwafemi,Oladejo,2546.0,2544.0,2.0,25.0,7.0,Signed,Normal,73.0,0.0,0.0,LAC,tier_5,4.201680672268908,4.201680672268908,12.605042016806722,8.403361344537815,48.319327731092436,4.201680672268908,1.680672268907563,0.375,LAC,7
580,LE,Jalen,Thompson,Jalen Thompson,CIN,True,0,0,376,0,8,8,12,1,4,0,0,0,0,0,0,0,0,1,4,0,2,0,15,2,Jalen,Thompson,2419.0,2417.0,0.0,22.0,1.0,Signed,Normal,70.0,0.0,0.0,CIN,tier_5,19.9468085106383,22.340425531914896,0.0,15.957446808510637,53.191489361702125,0.0,0.0,0.0,CIN,-5
582,CB,Christian,Gonzalez,Christian Gonzalez,NE,True,0,0,1116,0,22,54,63,0,4,38,0,0,0,0,0,12,0,21,0,0,0,0,16,14,Christian,Gonzalez,1030.0,1028.0,4.0,25.0,21.0,Signed,Star,78.0,0.0,0.0,NE,tier_4,0.0,0.0,0.0,10.752688172043012,76.16487455197132,10.752688172043012,3.405017921146954,1.625,NE,-1
613,ROLB,Steele,Chambers,Steele Chambers,NYG,True,0,0,462,0,8,18,23,0,4,15,0,0,0,0,0,5,0,15,1,0,0,0,16,16,Steele,Chambers,3346.0,3344.0,3.0,26.0,15.0,Signed,Star,75.0,0.0,0.0,NYG,tier_4,2.1645021645021645,2.1645021645021645,0.0,12.987012987012989,67.09956709956711,10.822510822510822,3.2467532467532463,0.625,NYG,3
618,CB,Marcus,Harris,Marcus Harris,PIT,True,2,0,353,1,8,0,19,0,4,0,0,0,1,0,0,1,0,28,1,0,0,0,13,13,Marcus,Harris,1645.0,1643.0,2.0,25.0,28.0,Signed,Normal,75.0,0.0,0.0,PIT,tier_4,2.8328611898017,2.8328611898017,5.6657223796034,5.6657223796034,76.48725212464589,2.8328611898017,0.0,-0.07692307692307693,PIT,3
621,MLB,Roquan,Smith,Roquan Smith,BAL,True,30,12,1431,1,45,80,100,1,4,43,12,0,1,0,0,12,1,24,2,1,2,0,16,16,Roquan,Smith,2608.0,2606.0,9.0,30.0,24.0,Signed,Star,83.0,0.0,0.0,BAL,tier_3,3.843466107617051,4.472396925227114,2.795248078266946,11.180992313067785,101.3277428371768,8.385744234800839,3.004891684136967,1.9375,BAL,3
633,CB,Kelee,Ringo,Kelee Ringo,LAR,True,0,12,832,0,18,33,45,1,4,33,6,0,3,0,0,10,0,23,0,0,0,0,10,2,Kelee,Ringo,2372.0,2370.0,4.0,25.0,23.0,Signed,Normal,75.0,0.0,0.0,LAR,tier_4,0.0,0.0,3.605769230769231,12.01923076923077,75.72115384615384,12.01923076923077,3.9663461538461537,2.3,LAR,3
638,DT,Fabien,Lovett Sr.,Fabien Lovett Sr.,NO,True,0,0,662,0,6,27,38,1,4,0,0,0,0,0,0,0,0,26,11,0,4,0,14,9,Fabien,Lovett Sr.,3438.0,3436.0,3.0,26.0,26.0,Signed,Normal,79.0,0.0,0.0,NO,tier_4,27.190332326283986,29.909365558912388,0.0,22.65861027190332,66.46525679758308,0.0,0.0,0.0,NO,-4
641,DT,Mason,Graham,Mason Graham,SF,True,2,0,730,1,18,29,44,1,4,0,0,0,0,0,0,0,0,14,16,1,4,0,14,14,Mason,Graham,2324.0,2322.0,1.0,23.0,14.0,Signed,Star,75.0,0.0,0.0,SF,tier_4,31.506849315068497,33.97260273972603,2.73972602739726,27.397260273972602,84.93150684931507,0.0,0.0,0.0,SF,1
644,LE,Braiden,McGregor,Braiden McGregor,NE,True,0,0,508,0,11,13,17,0,4,0,0,0,0,0,0,0,0,21,3,0,2,0,16,0,Braiden,McGregor,3363.0,3361.0,3.0,26.0,21.0,Signed,Normal,65.0,0.0,0.0,NE,tier_6,12.795275590551181,14.566929133858268,0.0,9.84251968503937,55.118110236220474,0.0,0.0,0.0,NE,-3
649,FS,Malachi,Moore,Malachi Moore,BUF,True,11,22,1110,1,27,54,63,0,4,38,17,0,2,0,0,4,0,2,2,1,0,0,16,16,Malachi,Moore,3299.0,3297.0,3.0,26.0,2.0,Signed,Superstar,89.0,0.0,0.0,BUF,tier_2,1.8018018018018018,1.8018018018018018,3.6036036036036037,5.405405405405405,81.08108108108108,3.6036036036036037,3.423423423423423,2.125,BUF,4
653,MLB,Tremaine,Edmunds,Tremaine Edmunds,PIT,True,0,0,558,1,15,0,64,0,4,0,0,0,0,0,0,3,0,28,10,2,2,0,16,16,Tremaine,Edmunds,781.0,779.0,9.0,29.0,28.0,Signed,Normal,67.0,0.0,0.0,PIT,tier_6,24.193548387096772,25.806451612903224,5.376344086021506,26.881720430107528,141.57706093189964,5.376344086021506,0.0,-0.1875,PIT,22
