Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,KICKEPBLOCKED,PUNTNETYARDS,PUNTYARDS,KICKFGBLOCKED,PUNTATTEMPTS,PUNTIN20,DOWNSPLAYED,KICKEPATTEMPTS,PUNTLONGEST,SEAS_YEAR,KICKNUMKICKOFFS,STAT_KEEP,GAMERATING,PUNTTOUCHBACKS,KICKFGATTEMPTS,KICKEPMADE,GAMEWINFGSMADE,KICKFGATTEMPTS50ORMORE,KICKFGATTEMPTS40TO49,KICKFGATTEMPTS30TO39,KICKFGATTEMPTS29ORLESS,GAMEWINFGATTEMPTS,KICKFGMADE30TO39,KICKFGMADE29ORLESS,KICKFGMADE,KICKFGLONGEST,GAMESSTARTED,YEARBYYEARTEAMINDEX,KICKTOUCHBACKS,KICKFGMADE50ORMORE,KICKFGMADE40TO49,PUNTBLOCKED,GAMESPLAYED,FirstName_y,LastName_y,Row Excel,Row Editor,YearsPro,TeamIndex,ContractStatus,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,FGPercentage,EPPercentage,Over40YardPercentage,PuntTBPerIn20,YardsPerPunt,NetYardsToPuntYards,TeamName_y,SkillPointKick
142,P,Kai,Keawe,Kai Keawe,HOU,0,2669,3024,0,69,13,70,0,45,12,0,False,0,4,0,0,0,0,0,0,0,0,0,0,0,0,15,31,0,0,0,0,15,Kai,Keawe,2885.0,2883.0,5.0,31.0,Signed,73.0,0.0,0.0,HOU,tier_5,,,,0.3076923076923077,43.82608695652174,0.8826058201058201,HOU,-4
145,P,Alan,Brackett,Alan Brackett,MIA,0,2871,3099,0,69,25,70,0,47,12,0,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,11,0,0,0,0,15,Alan,Brackett,1771.0,1769.0,4.0,11.0,Signed,75.0,0.0,0.0,MIA,tier_4,,,,0.04,44.91304347826087,0.9264278799612778,MIA,1
178,P,Caleb,Zeigler,Caleb Zeigler,NYJ,0,2652,2849,0,66,19,67,0,44,12,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,0,0,0,0,15,Caleb,Zeigler,233.0,231.0,0.0,17.0,Signed,71.0,0.0,0.0,NYJ,tier_5,,,,0.0,43.166666666666664,0.9308529308529309,NYJ,3
194,P,Tim,Columbus,Tim Columbus,ATL,0,2565,2771,0,64,18,61,0,49,12,1,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,14,13,0,0,0,0,15,Tim,Columbus,2136.0,2134.0,1.0,13.0,Signed,71.0,0.0,0.0,ATL,tier_5,,,,0.1111111111111111,43.296875,0.9256586070010826,ATL,-1
197,P,Brett,Wittman,Brett Wittman,ARI,0,2729,2853,0,64,26,67,0,46,12,2,False,0,8,0,0,0,0,0,0,0,0,0,0,0,0,15,6,0,0,0,0,15,Brett,Wittman,3151.0,3149.0,2.0,6.0,Signed,76.0,0.0,0.0,ARI,tier_4,,,,0.3076923076923077,44.578125,0.9565369786189976,ARI,0
229,K,Riley,Rogers,Riley Rogers,PHI,0,0,0,0,0,0,61,26,0,12,61,False,0,0,30,26,0,6,11,6,7,0,6,7,23,55,12,12,42,2,8,0,12,Riley,Rogers,2343.0,2341.0,5.0,12.0,Signed,77.0,0.0,0.0,PHI,tier_4,0.7666666666666667,1.0,0.5882352941176471,,,,PHI,-2
249,P,Jack,Fox,Jack Fox,TEN,0,2608,2855,0,64,19,65,0,46,12,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,29,0,0,0,0,15,Jack,Fox,858.0,856.0,15.0,29.0,Signed,75.0,0.0,0.0,TEN,tier_4,,,,0.0,44.609375,0.9134851138353766,TEN,2
277,K,Tommy,Rich,Tommy Rich,TEN,0,0,0,0,0,0,143,35,0,12,75,False,0,0,31,35,0,11,9,3,8,0,3,8,24,55,15,29,47,4,9,0,15,Tommy,Rich,3408.0,3406.0,1.0,29.0,Signed,78.0,0.0,0.0,TEN,tier_4,0.7741935483870968,1.0,0.65,,,,TEN,1
278,P,Braden,Mann,Braden Mann,WAS,0,2482,2727,0,60,19,131,0,50,12,79,False,0,4,0,0,0,0,0,0,0,0,0,0,0,0,15,25,42,0,0,0,15,Braden,Mann,1683.0,1681.0,13.0,25.0,Signed,77.0,0.0,0.0,WAS,tier_4,,,,0.21052631578947367,45.45,0.9101576824349101,WAS,-1
289,P,Joshua,Conwell,Joshua Conwell,PHI,0,1894,2151,0,45,13,21,1,62,12,21,False,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,12,15,0,0,0,15,Joshua,Conwell,1120.0,1118.0,4.0,12.0,Signed,80.0,0.0,0.0,PHI,tier_3,,0.0,,0.23076923076923078,47.8,0.8805206880520688,PHI,-3
296,P,Peter,Williams,Peter Williams,LV,0,3091,3312,0,75,16,78,0,45,12,0,False,0,7,0,0,0,0,0,0,0,0,0,0,0,0,15,22,0,0,0,0,15,Peter,Williams,1093.0,1091.0,6.0,22.0,Signed,74.0,0.0,0.0,LV,tier_5,,,,0.4375,44.16,0.9332729468599034,LV,-2
317,K,Colin,Hartman,Colin Hartman,ATL,0,0,0,0,0,0,133,42,0,12,76,False,0,0,20,40,0,5,7,4,4,0,4,4,17,51,15,13,37,2,7,0,15,Colin,Hartman,2330.0,2328.0,5.0,13.0,Signed,74.0,0.0,0.0,ATL,tier_5,0.85,0.9523809523809523,0.75,,,,ATL,5
327,K,Devin,Tanley,Devin Tanley,GB,0,0,0,1,0,0,135,30,0,12,72,False,0,0,33,29,0,15,8,8,2,0,8,2,27,58,15,19,45,9,8,0,15,Devin,Tanley,461.0,459.0,3.0,19.0,Signed,81.0,0.0,0.0,GB,tier_3,0.8181818181818182,0.9666666666666667,0.7391304347826086,,,,GB,-2
335,K,Nathan,Porter,Nathan Porter,LV,0,0,0,0,0,0,139,38,0,12,75,False,0,0,25,36,0,7,6,9,3,0,9,3,21,52,15,22,39,3,6,0,15,Nathan,Porter,333.0,331.0,6.0,22.0,Signed,75.0,0.0,0.0,LV,tier_4,0.84,0.9473684210526315,0.6923076923076923,,,,LV,0
394,K,Isaiah,Hamilton,Isaiah Hamilton,CHI,0,0,0,0,0,0,175,53,0,12,94,False,0,0,29,51,0,11,6,8,4,0,8,4,26,54,15,0,57,8,6,0,15,Isaiah,Hamilton,29.0,27.0,6.0,0.0,Signed,81.0,0.0,0.0,CHI,tier_3,0.896551724137931,0.9622641509433962,0.8235294117647058,,,,CHI,1
404,K,Spencer,Olsen,Spencer Olsen,WAS,0,0,0,0,0,0,59,39,0,12,0,False,0,0,26,39,0,9,7,7,3,0,7,3,20,52,13,25,0,3,7,0,14,Spencer,Olsen,870.0,868.0,0.0,25.0,Signed,71.0,0.0,0.0,WAS,tier_5,0.7692307692307693,1.0,0.625,,,,WAS,0
419,P,Trevor,Hardy,Trevor Hardy,LAR,0,3068,3287,0,74,23,139,0,46,12,63,False,0,5,0,0,0,0,0,0,0,0,0,0,0,0,15,23,35,0,0,0,15,Trevor,Hardy,1111.0,1109.0,6.0,23.0,Signed,75.0,0.0,0.0,LAR,tier_4,,,,0.21739130434782608,44.41891891891892,0.9333738971706723,LAR,-2
478,K,Michael,Perez,Michael Perez,MIA,1,0,0,0,0,0,158,40,0,12,85,False,0,0,33,38,0,9,13,5,6,0,5,6,29,57,15,11,44,5,13,0,15,Michael,Perez,690.0,688.0,1.0,11.0,Signed,79.0,0.0,0.0,MIA,tier_4,0.8787878787878788,0.95,0.8181818181818182,,,,MIA,3
520,P,Rigoberto,Sanchez,Rigoberto Sanchez,CLE,0,2975,3210,0,73,21,75,0,45,12,1,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,4,0,0,0,0,15,Rigoberto,Sanchez,2306.0,2304.0,16.0,4.0,Signed,73.0,0.0,0.0,CLE,tier_5,,,,0.047619047619047616,43.97260273972603,0.926791277258567,CLE,0
521,K,Michael,Smith,Michael Smith,CLE,1,0,0,1,0,0,134,42,0,12,75,False,0,0,16,39,0,2,6,8,0,0,8,0,15,54,15,4,48,2,5,0,15,Michael,Smith,3135.0,3133.0,1.0,4.0,Signed,77.0,0.0,0.0,CLE,tier_4,0.9375,0.9285714285714286,0.875,,,,CLE,4
522,P,Curtis,Monroe,Curtis Monroe,JAX,0,2999,3249,0,73,23,74,0,46,12,0,False,0,6,0,0,0,0,0,0,0,0,0,0,0,0,15,16,0,0,0,0,15,Curtis,Monroe,2657.0,2655.0,0.0,16.0,Signed,75.0,0.0,0.0,JAX,tier_4,,,,0.2608695652173913,44.50684931506849,0.9230532471529701,JAX,-2
523,K,Nathan,Dibert,Nathan Dibert,JAX,0,0,0,0,0,0,136,37,0,12,72,False,0,0,25,36,0,7,11,4,3,0,4,3,23,52,15,16,44,5,11,0,15,Nathan,Dibert,3520.0,3518.0,7.0,16.0,Signed,78.0,0.0,0.0,JAX,tier_4,0.92,0.972972972972973,0.8888888888888888,,,,JAX,5
524,K,Ethan,Moczulski,Ethan Moczulski,LAC,0,0,0,0,0,0,126,35,0,12,68,False,0,0,25,35,0,7,6,7,5,0,7,5,19,52,15,7,47,1,6,0,15,Ethan,Moczulski,795.0,793.0,8.0,7.0,Signed,79.0,0.0,0.0,LAC,tier_4,0.76,1.0,0.5384615384615384,,,,LAC,-3
525,P,A.J.,Cole III,A.J. Cole III,LAC,0,2711,2929,0,64,21,63,0,49,12,0,False,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,7,0,0,0,0,15,A.J.,Cole III,481.0,479.0,14.0,7.0,Signed,79.0,0.0,0.0,LAC,tier_4,,,,0.14285714285714285,45.765625,0.9255718675315807,LAC,0
526,P,Daniel,Lee,Daniel Lee,DET,0,2866,3067,0,67,17,143,0,47,12,74,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15,18,44,0,0,0,15,Daniel,Lee,266.0,264.0,6.0,18.0,Signed,79.0,0.0,0.0,DET,tier_4,,,,0.11764705882352941,45.776119402985074,0.9344636452559505,DET,2
527,K,Johnny,Webster,Johnny Webster,DET,1,0,0,0,0,0,59,39,0,12,0,False,0,0,20,32,0,7,4,4,5,0,4,5,17,57,15,18,0,4,4,0,15,Johnny,Webster,3566.0,3564.0,4.0,18.0,Signed,72.0,0.0,0.0,DET,tier_5,0.85,0.8205128205128205,0.7272727272727273,,,,DET,0
528,K,James,Williams,James Williams,SEA,0,0,0,0,0,0,142,44,0,12,77,False,0,0,24,42,0,8,5,7,4,0,7,4,20,52,15,27,42,4,5,0,15,James,Williams,2204.0,2202.0,9.0,27.0,Signed,78.0,0.0,0.0,SEA,tier_4,0.8333333333333334,0.9545454545454546,0.6923076923076923,,,,SEA,0
529,P,Rhett,Bush,Rhett Bush,SEA,0,2680,2891,0,64,22,65,0,53,12,1,False,0,5,0,0,0,0,0,0,0,0,0,0,0,0,14,27,0,0,0,0,15,Rhett,Bush,2099.0,2097.0,1.0,27.0,Signed,77.0,0.0,0.0,SEA,tier_4,,,,0.22727272727272727,45.171875,0.9270148737461086,SEA,-1
530,K,Chase,Cook,Chase Cook,DEN,0,0,0,0,0,0,159,43,0,12,86,False,0,0,28,37,0,5,11,7,5,0,7,5,26,50,15,3,48,3,11,0,15,Chase,Cook,997.0,995.0,4.0,3.0,Signed,74.0,0.0,0.0,DEN,tier_5,0.9285714285714286,0.8604651162790697,0.875,,,,DEN,4
531,P,Adam,Williams,Adam Williams,DEN,0,2772,2926,0,66,25,67,0,46,12,1,False,0,5,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,15,Adam,Williams,3745.0,3743.0,11.0,3.0,Signed,75.0,0.0,0.0,DEN,tier_4,,,,0.2,44.333333333333336,0.9473684210526315,DEN,-1
532,P,Kai,Kroeger,Kai Kroeger,TB,0,2649,2784,0,60,25,145,0,52,12,90,False,0,4,0,0,0,0,0,0,0,0,0,0,0,0,15,5,43,0,0,0,15,Kai,Kroeger,352.0,350.0,9.0,5.0,Signed,81.0,0.0,0.0,TB,tier_3,,,,0.16,46.4,0.9515086206896551,TB,1
533,K,Chris,Ross,Chris Ross,TB,0,0,0,1,0,0,77,38,0,12,0,False,0,0,41,35,0,14,10,12,5,0,12,5,34,56,14,5,0,7,10,0,15,Chris,Ross,2930.0,2928.0,3.0,5.0,Signed,80.0,0.0,0.0,TB,tier_3,0.8292682926829268,0.9210526315789473,0.7083333333333334,,,,TB,-2
534,P,Damon,Wilcox,Damon Wilcox,CIN,0,2913,3230,0,74,26,75,0,45,12,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,15,Damon,Wilcox,2220.0,2218.0,3.0,1.0,Signed,72.0,0.0,0.0,CIN,tier_5,,,,0.0,43.648648648648646,0.9018575851393189,CIN,1
535,K,Evan,McPherson,Evan McPherson,CIN,0,0,0,0,0,0,116,33,0,12,64,False,0,0,17,32,0,3,7,4,3,0,4,3,15,50,15,1,43,1,7,0,15,Evan,McPherson,1777.0,1775.0,12.0,1.0,Signed,78.0,0.0,0.0,CIN,tier_4,0.8823529411764706,0.9696969696969697,0.8,,,,CIN,3
536,K,Gabe,Brkic,Gabe Brkic,BUF,0,0,0,0,0,0,146,40,0,12,79,False,0,0,26,40,0,10,8,5,3,0,5,3,21,54,15,2,45,5,8,0,15,Gabe,Brkic,2411.0,2409.0,10.0,2.0,Signed,84.0,0.0,0.0,BUF,tier_3,0.8076923076923077,1.0,0.7222222222222222,,,,BUF,0
537,P,Chris,Edwards,Chris Edwards,BUF,0,2379,2557,0,55,20,56,0,47,12,0,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,0,0,0,14,Chris,Edwards,2634.0,2632.0,2.0,2.0,Signed,81.0,0.0,0.0,BUF,tier_3,,,,0.05,46.49090909090909,0.9303871724677356,BUF,2
538,P,Braxton,King,Braxton King,NYG,0,2922,3085,0,70,29,66,0,50,12,0,False,0,5,0,0,0,0,0,0,0,0,0,0,0,0,13,15,0,0,0,2,15,Braxton,King,2172.0,2170.0,1.0,15.0,Signed,74.0,0.0,0.0,NYG,tier_5,,,,0.1724137931034483,44.07142857142857,0.9471636952998379,NYG,1
539,K,Shane,Barker,Shane Barker,NYG,0,0,0,0,0,0,140,36,0,12,84,False,0,0,27,34,0,4,11,8,4,0,8,4,24,51,15,15,47,1,11,0,15,Shane,Barker,3532.0,3530.0,4.0,15.0,Signed,76.0,0.0,0.0,NYG,tier_4,0.8888888888888888,0.9444444444444444,0.8,,,,NYG,3
540,P,Tucker,Day,Tucker Day,DAL,0,2502,2921,0,66,17,131,0,50,12,73,False,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,10,34,0,0,0,15,Tucker,Day,3746.0,3744.0,11.0,10.0,Signed,74.0,0.0,0.0,DAL,tier_5,,,,0.17647058823529413,44.25757575757576,0.8565559739815132,DAL,-3
541,K,Matt,Walker,Matt Walker,DAL,0,0,0,0,0,0,55,31,0,12,0,False,0,0,28,28,0,7,10,8,3,0,8,3,25,53,13,10,0,4,10,0,14,Matt,Walker,2322.0,2320.0,5.0,10.0,Signed,74.0,0.0,0.0,DAL,tier_5,0.8928571428571429,0.9032258064516129,0.8235294117647058,,,,DAL,4
542,P,Carter,Abraham,Carter Abraham,BAL,0,2696,2851,0,66,21,68,0,44,12,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24,0,0,0,1,15,Carter,Abraham,746.0,744.0,0.0,24.0,Signed,71.0,0.0,0.0,BAL,tier_5,,,,0.0,43.196969696969695,0.9456331111890565,BAL,3
543,K,Aaron,Brackins,Aaron Brackins,BAL,0,0,0,1,0,0,147,31,0,12,78,False,0,0,37,30,0,15,11,7,4,0,7,4,32,54,15,24,48,10,11,0,15,Aaron,Brackins,557.0,555.0,0.0,24.0,Signed,79.0,0.0,0.0,BAL,tier_4,0.8648648648648649,0.967741935483871,0.8076923076923077,,,,BAL,3
544,K,Bernard,Donaldson,Bernard Donaldson,MIN,1,0,0,0,0,0,139,38,0,12,75,False,0,0,23,33,0,6,11,4,2,0,4,2,21,53,15,30,46,4,11,0,15,Bernard,Donaldson,2606.0,2604.0,2.0,30.0,Signed,80.0,0.0,0.0,MIN,tier_3,0.9130434782608695,0.868421052631579,0.8823529411764706,,,,MIN,0
545,P,Bryce,McFerson,Bryce McFerson,MIN,0,2714,2898,0,65,16,68,0,46,12,2,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15,30,0,0,0,0,15,Bryce,McFerson,551.0,549.0,8.0,30.0,Signed,75.0,0.0,0.0,MIN,tier_4,,,,0.125,44.58461538461538,0.9365079365079365,MIN,1
546,P,Paul,Robbins,Paul Robbins,NO,0,3048,3332,0,75,25,146,0,46,12,70,False,0,4,0,0,0,0,0,0,0,0,0,0,0,0,15,26,35,0,0,1,15,Paul,Robbins,1492.0,1490.0,3.0,26.0,Signed,75.0,0.0,0.0,NO,tier_4,,,,0.16,44.42666666666667,0.9147659063625451,NO,-2
547,K,Alec,McPherson,Alec McPherson,NO,1,0,0,0,0,0,50,36,0,12,0,False,0,0,19,34,0,3,10,6,0,0,6,0,16,49,12,26,0,0,10,0,13,Alec,McPherson,2545.0,2543.0,8.0,26.0,Signed,74.0,0.0,0.0,NO,tier_5,0.8421052631578947,0.9444444444444444,0.7692307692307693,,,,NO,4
548,P,Gary,Paulson,Gary Paulson,IND,0,2837,3010,0,68,20,71,0,46,12,0,False,0,5,0,0,0,0,0,0,0,0,0,0,0,0,14,9,0,0,0,0,14,Gary,Paulson,2900.0,2898.0,5.0,9.0,Signed,74.0,0.0,0.0,IND,tier_5,,,,0.25,44.26470588235294,0.9425249169435216,IND,0
549,K,Ty,Dillon,Ty Dillon,IND,0,0,0,0,0,0,144,33,0,12,77,False,0,0,33,32,0,8,7,11,7,0,11,7,28,54,15,9,49,3,7,0,15,Ty,Dillon,2443.0,2441.0,1.0,9.0,Signed,77.0,0.0,0.0,IND,tier_4,0.8484848484848485,0.9696969696969697,0.6666666666666666,,,,IND,0
550,P,Tyler,Perkins,Tyler Perkins,CAR,0,2921,3166,0,69,21,147,0,48,12,71,False,0,8,0,0,0,0,0,0,0,0,0,0,0,0,15,20,43,0,0,0,15,Tyler,Perkins,541.0,539.0,7.0,20.0,Signed,82.0,0.0,0.0,CAR,tier_3,,,,0.38095238095238093,45.88405797101449,0.9226152874289324,CAR,-4
551,K,Alex,McPherson,Alex McPherson,CAR,0,0,0,2,0,0,59,38,0,12,0,False,0,0,22,37,0,8,5,6,3,0,6,3,17,50,13,20,0,3,5,0,14,Alex,McPherson,884.0,882.0,7.0,20.0,Signed,80.0,0.0,0.0,CAR,tier_3,0.7727272727272727,0.9736842105263158,0.6153846153846154,,,,CAR,-4
552,P,Blake,Gillikin,Blake Gillikin,KC,0,2853,3070,0,67,19,129,0,57,12,68,False,0,7,0,0,0,0,0,0,0,0,0,0,0,0,15,8,39,0,0,0,15,Blake,Gillikin,941.0,939.0,13.0,8.0,Signed,79.0,0.0,0.0,KC,tier_4,,,,0.3684210526315789,45.82089552238806,0.9293159609120522,KC,-3
553,K,Harrison,Butker,Harrison Butker,KC,0,0,0,0,0,0,50,28,0,12,0,False,0,0,22,28,0,5,5,10,2,0,10,2,18,50,14,8,0,1,5,0,14,Harrison,Butker,365.0,363.0,16.0,8.0,Signed,77.0,0.0,0.0,KC,tier_4,0.8181818181818182,1.0,0.6,,,,KC,0
554,P,David,Foster,David Foster,NE,0,2747,2979,0,69,19,71,0,44,12,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,21,0,0,0,0,15,David,Foster,400.0,398.0,3.0,21.0,Signed,71.0,0.0,0.0,NE,tier_5,,,,0.0,43.17391304347826,0.9221215172876804,NE,1
555,K,Grant,Wade,Grant Wade,NE,0,0,0,1,0,0,134,42,0,12,71,False,0,0,21,42,0,9,5,4,3,0,4,3,14,57,15,21,38,2,5,0,15,Grant,Wade,386.0,384.0,2.0,21.0,Signed,74.0,0.0,0.0,NE,tier_5,0.6666666666666666,1.0,0.5,,,,NE,-2
