Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,RUSHYARDS,PASSYARDS,RECEIVEDROPS,RUSHYARDSAFTER1STHIT,RECEIVEYARDS,RECEIVELONGEST,DOWNSPLAYED,RECEIVEYARDSAFTER,STAT_KEEP,PASSCOMPLETED,RUSHATTEMPTS,PASSATTEMPTS,PASSINTS,RECEIVECATCHES,FIRSTDOWNS,RUSH20YARDRUNS,SEAS_YEAR,RUSHLONGEST,PASSLONGEST,RUSHBROKENTACKLES,4QCOMEBACKS,GAMERATING,PASSSACKED,PASSTDS,RECEIVETDS,GAMESPLAYED,GAMESSTARTED,RUSHFUMBLES,YEARBYYEARTEAMINDEX,RUSHTDS,FirstName_y,LastName_y,Row Excel,Row Editor,YearsPro,TeamIndex,ContractStatus,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,ScrimmageYardsPer1000DownsPlayed,RBScrimmageYardsPer300Touches,RBScrimmageTDsPerGame,TDsPer1000DownsPlayed,TeamName_y,SkillPointOff
127,TE,Connor,Weston,Connor Weston,PHI,0,0,3,0,761,54,894,205,True,0,0,0,0,56,0,0,12,0,0,3,0,0,0,0,5,15,15,0,12,0,Connor,Weston,2517.0,2515.0,3.0,12.0,Signed,88.0,0.0,0.0,PHI,tier_2,851.2304250559284,1956.8571428571427,0.3333333333333333,5.592841163310962,PHI,4.0
152,WR,Nick,Tull-Parrish,Nick Tull-Parrish,WAS,0,0,0,0,921,28,904,382,True,0,0,0,0,73,0,0,12,0,0,1,0,0,0,0,5,15,15,0,25,0,Nick,Tull-Parrish,219.0,217.0,4.0,25.0,Signed,89.0,0.0,0.0,WAS,tier_2,1018.8053097345133,1816.7671232876712,0.3333333333333333,5.530973451327434,WAS,0.0
229,TE,Cecil,Carmichael,Cecil Carmichael,TEN,0,0,1,0,338,20,690,177,True,0,0,0,0,37,0,0,12,0,0,0,0,0,0,0,4,13,6,1,29,0,Cecil,Carmichael,949.0,947.0,5.0,29.0,Signed,73.0,0.0,0.0,TEN,tier_5,489.8550724637681,1315.4594594594594,0.3076923076923077,5.797101449275362,TEN,1.0
232,TE,Skylar,Alexander,Skylar Alexander,BAL,4,0,2,0,207,21,621,88,True,0,1,0,0,20,0,0,12,4,0,1,0,0,0,0,3,15,3,0,24,0,Skylar,Alexander,1306.0,1304.0,1.0,24.0,Signed,72.0,0.0,0.0,BAL,tier_5,339.77455716586155,1476.5714285714287,0.2,4.830917874396135,BAL,0.0
234,HB,Tyquell,Thomas,Tyquell Thomas,NE,898,0,0,381,62,13,514,48,True,0,201,0,0,10,0,8,12,64,0,10,0,0,0,0,0,13,13,2,21,7,Tyquell,Thomas,3624.0,3622.0,2.0,21.0,Signed,84.0,0.0,0.0,NE,tier_3,1867.704280155642,1319.090047393365,0.5384615384615384,13.618677042801556,NE,2.0
242,QB,Elliott,McCain,Elliott McCain,TB,403,3244,0,168,0,0,977,0,True,295,74,441,6,0,0,3,12,77,33,6,0,0,29,20,0,15,15,3,5,4,Elliott,McCain,817.0,815.0,4.0,5.0,Signed,87.0,0.0,0.0,TB,tier_2,412.4872057318321,1633.7837837837837,0.26666666666666666,4.094165813715455,,
253,TE,Gage,Wilcox,Gage Wilcox,DET,0,0,2,0,662,29,1137,309,True,0,0,0,0,62,0,0,12,0,0,1,0,0,0,0,2,15,15,0,18,0,Gage,Wilcox,1706.0,1704.0,7.0,18.0,Signed,76.0,0.0,0.0,DET,tier_4,582.2339489885665,1537.5483870967741,0.13333333333333333,1.759014951627089,DET,-2.0
261,QB,Kenny,Pickett,Kenny Pickett,ATL,99,4280,0,8,0,0,1021,0,True,376,33,578,11,0,0,0,12,6,32,6,0,0,35,29,0,15,15,7,13,0,Kenny,Pickett,3570.0,3568.0,11.0,13.0,Signed,97.0,0.0,0.0,ATL,tier_0,96.9637610186092,900.0,0.0,0.0,,
262,TE,Dalton,Stockton,Dalton Stockton,PIT,0,0,1,0,444,18,884,204,True,0,0,0,0,49,0,0,12,0,0,0,0,0,0,0,3,14,14,0,28,0,Dalton,Stockton,1160.0,1158.0,2.0,28.0,Signed,71.0,0.0,0.0,PIT,tier_5,502.26244343891403,1304.816326530612,0.21428571428571427,3.3936651583710407,PIT,1.0
284,WR,Evan,Stewart,Evan Stewart,DEN,8,0,3,0,944,29,915,352,True,0,2,0,0,74,0,0,12,4,0,0,0,0,0,0,8,15,15,0,3,0,Evan,Stewart,2289.0,2287.0,8.0,3.0,Signed,76.0,0.0,0.0,DEN,tier_4,1040.4371584699454,1820.2105263157896,0.5333333333333333,8.743169398907105,DEN,2.0
296,WR,Tyler,Schilling,Tyler Schilling,HOU,6,0,0,0,796,29,982,347,True,0,2,0,0,62,0,0,12,3,0,0,0,0,0,0,8,15,15,0,31,0,Tyler,Schilling,1620.0,1618.0,3.0,31.0,Signed,86.0,0.0,0.0,HOU,tier_2,816.7006109979633,1819.125,0.5333333333333333,8.146639511201629,HOU,-4.0
300,WR,Nick,Meerce,Nick Meerce,PIT,3,0,0,0,483,30,495,218,True,0,1,0,0,44,0,0,12,3,0,0,0,0,0,0,4,13,13,1,28,0,Nick,Meerce,1924.0,1922.0,4.0,28.0,Signed,77.0,0.0,0.0,PIT,tier_4,981.8181818181818,1565.6,0.3076923076923077,8.080808080808081,PIT,0.0
310,TE,Travis,McClain,Travis McClain,DAL,0,0,1,0,801,31,1025,341,True,0,0,0,0,70,0,0,12,0,0,4,0,0,0,0,5,15,15,0,10,0,Travis,McClain,1079.0,1077.0,5.0,10.0,Signed,93.0,0.0,0.0,DAL,tier_1,781.4634146341464,1647.7714285714285,0.3333333333333333,4.878048780487805,DAL,1.0
326,HB,Marshall,Smith,Marshall Smith,BAL,1073,0,1,360,215,21,789,204,True,0,266,0,0,31,0,6,12,82,0,12,0,0,0,0,1,14,14,9,24,5,Marshall,Smith,100.0,98.0,4.0,24.0,Signed,83.0,0.0,0.0,BAL,tier_3,1632.446134347275,1188.080808080808,0.42857142857142855,7.604562737642586,BAL,-5.0
330,WR,Tony,Carmichael,Tony Carmichael,DET,16,0,1,0,1075,33,701,446,True,0,5,0,0,84,0,0,12,4,0,0,0,0,0,0,6,15,15,0,18,0,Tony,Carmichael,334.0,332.0,5.0,18.0,Signed,78.0,0.0,0.0,DET,tier_4,1556.3480741797432,1793.2584269662923,0.4,8.559201141226819,DET,7.0
353,TE,Jack,Pedersen,Jack Pedersen,NYJ,0,0,1,0,791,23,1147,362,True,0,0,0,0,76,0,0,12,0,0,2,0,0,0,0,8,15,15,1,17,0,Jack,Pedersen,904.0,902.0,7.0,17.0,Signed,82.0,0.0,0.0,NYJ,tier_3,689.6251089799476,1498.7368421052631,0.5333333333333333,6.974716652136007,NYJ,4.0
370,TE,Grant,Borden,Grant Borden,ARI,0,0,0,0,759,29,958,270,True,0,0,0,0,63,0,0,12,0,0,1,0,0,0,0,7,15,15,0,6,0,Grant,Borden,326.0,324.0,4.0,6.0,Signed,95.0,0.0,0.0,ARI,tier_0,792.2755741127348,1734.857142857143,0.4666666666666667,7.306889352818371,ARI,1.0
388,WR,Kendrick,McIntyre,Kendrick McIntyre,GB,0,0,0,0,772,25,721,306,True,0,0,0,0,61,0,0,12,0,0,0,0,0,0,0,7,11,11,0,19,0,Kendrick,McIntyre,1916.0,1914.0,3.0,19.0,Signed,84.0,0.0,0.0,GB,tier_3,1070.7350901525658,1822.426229508197,0.6363636363636364,9.70873786407767,GB,2.0
423,TE,Nolan,Hawkins,Nolan Hawkins,LAC,0,0,2,0,357,23,863,172,True,0,0,0,0,38,0,0,12,0,0,3,0,0,0,0,3,15,12,1,7,0,Nolan,Hawkins,3430.0,3428.0,3.0,7.0,Signed,72.0,0.0,0.0,LAC,tier_5,413.6732329084589,1352.842105263158,0.2,3.4762456546929315,LAC,-1.0
425,QB,Devin,Brown,Devin Brown,LAR,79,1029,0,0,0,0,341,0,True,101,22,170,4,0,0,0,12,4,24,0,0,0,9,4,0,14,4,2,23,0,Devin,Brown,3724.0,3722.0,7.0,23.0,Signed,62.0,0.0,0.0,LAR,tier_6,231.6715542521994,1077.2727272727273,0.0,0.0,,
437,HB,Stephen,Davis,Stephen Davis,NYG,671,0,0,295,405,20,477,279,True,0,148,0,0,43,0,6,12,80,0,16,0,0,0,0,3,10,10,4,15,4,Stephen,Davis,1735.0,1733.0,3.0,15.0,Signed,75.0,0.0,0.0,NYG,tier_4,2255.7651991614252,1359.2670157068064,0.7,14.675052410901468,NYG,6.0
456,HB,Quandre,Hillard,Quandre Hillard,PIT,525,0,0,175,132,20,572,136,True,0,139,0,0,24,0,4,12,61,0,5,0,0,0,0,1,15,15,4,28,2,Quandre,Hillard,3095.0,3093.0,2.0,28.0,Signed,71.0,0.0,0.0,PIT,tier_5,1148.6013986013986,1082.8711656441717,0.2,5.244755244755245,PIT,-4.0
478,QB,Sam,Horn,Sam Horn,GB,114,2579,0,0,0,0,725,0,True,241,37,375,13,0,0,0,12,4,29,0,0,0,42,16,0,15,10,4,19,1,Sam,Horn,1882.0,1880.0,7.0,19.0,Signed,71.0,0.0,0.0,GB,tier_5,157.24137931034483,924.3243243243244,0.06666666666666667,1.379310344827586,,
491,TE,Colston,Loveland,Colston Loveland,LV,0,0,3,0,640,27,1159,302,True,0,0,0,0,57,0,0,12,0,0,3,0,0,0,0,3,15,15,0,22,0,Colston,Loveland,35.0,33.0,6.0,22.0,Signed,80.0,0.0,0.0,LV,tier_3,552.2001725625539,1616.842105263158,0.2,2.588438308886971,LV,-3.0
498,WR,Xavier,Worthy,Xavier Worthy,CIN,9,0,0,0,909,27,851,362,True,0,4,0,0,72,0,0,12,4,0,0,0,0,0,0,4,14,14,0,1,0,Xavier,Worthy,1652.0,1650.0,9.0,1.0,Signed,81.0,0.0,0.0,CIN,tier_3,1078.7309048178613,1757.8421052631577,0.2857142857142857,4.700352526439483,CIN,1.0
509,WR,David,Washington,David Washington,DET,0,0,0,0,743,27,903,278,True,0,0,0,0,68,0,0,12,0,0,0,0,0,0,0,9,15,15,0,18,0,David,Washington,475.0,473.0,6.0,18.0,Signed,85.0,0.0,0.0,DET,tier_2,822.8128460686601,1573.4117647058822,0.6,9.966777408637872,DET,-4.0
515,WR,Jaquaize,Pettaway,Jaquaize Pettaway,NE,0,0,0,0,714,27,920,290,True,0,0,0,0,58,0,0,12,0,0,0,0,0,0,0,8,15,15,0,21,0,Jaquaize,Pettaway,2040.0,2038.0,6.0,21.0,Signed,81.0,0.0,0.0,NE,tier_3,776.0869565217391,1772.6896551724137,0.5333333333333333,8.695652173913043,NE,-3.0
523,WR,Moses,Ross,Moses Ross,TEN,8,0,0,0,1058,24,915,383,True,0,4,0,0,85,0,0,12,4,0,0,0,0,0,0,6,15,15,0,29,0,Moses,Ross,2070.0,2068.0,2.0,29.0,Signed,81.0,0.0,0.0,TEN,tier_3,1165.0273224043717,1738.7865168539324,0.4,6.557377049180328,TEN,3.0
570,HB,Marcus,Tucker,Marcus Tucker,TB,1151,0,0,402,219,21,790,178,True,0,322,0,0,26,0,8,12,73,0,14,0,0,0,0,0,15,15,7,5,11,Marcus,Tucker,815.0,813.0,5.0,5.0,Signed,73.0,0.0,0.0,TB,tier_5,1734.1772151898733,1082.8620689655172,0.7333333333333333,13.924050632911392,TB,1.0
587,HB,Tremaine,Crosby,Tremaine Crosby,TEN,944,0,0,260,332,20,825,261,True,0,260,0,0,38,0,7,12,65,0,12,0,0,0,0,1,15,15,1,29,5,Tremaine,Crosby,2810.0,2808.0,1.0,29.0,Signed,86.0,0.0,0.0,TEN,tier_2,1546.6666666666667,1110.765100671141,0.4,7.2727272727272725,TEN,-3.0
594,WR,Kelvin,Stroud,Kelvin Stroud,LAR,4,0,0,0,492,24,682,203,True,0,1,0,0,41,0,0,12,4,0,0,0,0,0,0,1,12,12,1,23,0,Kelvin,Stroud,1189.0,1187.0,1.0,23.0,Signed,79.0,0.0,0.0,LAR,tier_4,727.2727272727273,1715.4285714285713,0.08333333333333333,1.466275659824047,LAR,-6.0
609,QB,Malachi,Nelson,Malachi Nelson,SEA,369,3685,0,139,0,0,942,0,True,316,72,494,9,0,0,2,12,71,43,6,0,0,31,29,0,15,15,10,27,3,Malachi,Nelson,3587.0,3585.0,7.0,27.0,Signed,83.0,0.0,0.0,SEA,tier_3,391.71974522293,1537.5,0.2,3.1847133757961785,,
615,WR,Josh,Brown,Josh Brown,NO,6,0,1,0,696,27,857,237,True,0,2,0,0,51,0,0,12,3,0,0,0,0,0,0,4,15,15,0,26,0,Josh,Brown,208.0,206.0,3.0,26.0,Signed,77.0,0.0,0.0,NO,tier_4,819.1365227537923,1924.9811320754718,0.26666666666666666,4.667444574095682,NO,-3.0
632,HB,Marquese,Williams,Marquese Williams,CHI,991,0,2,364,340,25,671,281,True,0,236,0,0,40,0,9,12,68,0,20,0,0,0,0,2,11,11,0,0,5,Marquese,Williams,2331.0,2329.0,6.0,0.0,Signed,80.0,0.0,0.0,CHI,tier_3,1983.606557377049,1254.5652173913045,0.6363636363636364,10.432190760059614,CHI,2.0
636,TE,Ryan,Otton,Ryan Otton,MIN,0,0,1,0,647,27,1006,225,True,0,0,0,0,52,0,0,12,0,0,0,0,0,0,0,4,15,15,1,30,0,Ryan,Otton,1159.0,1157.0,7.0,30.0,Signed,75.0,0.0,0.0,MIN,tier_4,643.141153081511,1791.6923076923078,0.26666666666666666,3.976143141153081,MIN,2.0
639,QB,Trey,Lance,Trey Lance,DET,261,2993,0,58,0,0,819,0,True,268,61,412,8,0,0,1,12,46,33,3,0,0,26,23,0,15,12,7,18,4,Trey,Lance,1543.0,1541.0,12.0,18.0,Signed,73.0,0.0,0.0,DET,tier_5,318.68131868131866,1283.6065573770493,0.26666666666666666,4.884004884004884,,
647,WR,Deion,Franklin,Deion Franklin,ARI,0,0,4,0,651,26,702,205,True,0,0,0,0,48,0,0,12,0,0,0,0,0,0,0,3,15,15,0,6,0,Deion,Franklin,525.0,523.0,0.0,6.0,Signed,75.0,0.0,0.0,ARI,tier_4,927.3504273504274,1952.9999999999998,0.2,4.273504273504274,ARI,-1.0
662,QB,Julian,Sayin,Julian Sayin,IND,201,3277,0,3,0,0,920,0,True,305,64,491,15,0,0,0,12,7,37,1,0,0,22,23,0,15,15,2,9,0,Julian,Sayin,228.0,226.0,6.0,9.0,Signed,89.0,0.0,0.0,IND,tier_2,218.47826086956522,942.1875,0.0,0.0,,
668,HB,Jerrick,Gibson,Jerrick Gibson,SF,504,0,1,143,144,19,535,113,True,0,124,0,0,15,0,3,12,64,0,7,0,0,0,0,0,15,6,0,14,6,Jerrick,Gibson,2098.0,2096.0,6.0,14.0,Signed,73.0,0.0,0.0,SF,tier_5,1211.2149532710282,1236.9496402877696,0.4,11.214953271028037,SF,4.0
675,WR,C.J.,Williams,C.J. Williams,ATL,0,0,0,0,902,27,936,339,True,0,0,0,0,72,0,0,12,0,0,0,0,0,0,0,7,15,15,0,13,0,C.J.,Williams,2472.0,2470.0,8.0,13.0,Signed,81.0,0.0,0.0,ATL,tier_3,963.6752136752137,1803.9999999999998,0.4666666666666667,7.478632478632479,ATL,0.0
699,WR,Kordell,Turner,Kordell Turner,NYJ,0,0,1,0,1162,27,1002,417,True,0,0,0,0,89,0,0,12,0,0,1,0,0,0,0,5,15,15,2,17,0,Kordell,Turner,211.0,209.0,4.0,17.0,Signed,82.0,0.0,0.0,NYJ,tier_3,1159.680638722555,1880.0898876404492,0.3333333333333333,4.990019960079841,NYJ,3.0
703,WR,Chris,Olave,Chris Olave,SEA,23,0,1,0,957,37,849,425,True,0,6,0,0,75,0,0,12,4,0,0,0,0,0,0,10,15,15,0,27,0,Chris,Olave,3321.0,3319.0,11.0,27.0,Signed,78.0,0.0,0.0,SEA,tier_4,1154.299175500589,1786.5185185185185,0.6666666666666666,11.778563015312132,SEA,8.0
737,WR,Nate,Castonzo,Nate Castonzo,PIT,0,0,0,0,488,26,645,168,True,0,0,0,0,38,0,0,12,0,0,0,0,0,0,0,1,12,12,1,28,0,Nate,Castonzo,2608.0,2606.0,3.0,28.0,Signed,82.0,0.0,0.0,PIT,tier_3,756.5891472868217,1849.2631578947367,0.08333333333333333,1.550387596899225,PIT,-7.0
744,WR,Tetairoa,McMillan,Tetairoa McMillan,KC,12,0,0,0,841,28,902,300,True,0,5,0,0,65,0,0,12,4,0,0,0,0,0,0,6,15,15,0,8,0,Tetairoa,McMillan,2758.0,2756.0,8.0,8.0,Signed,87.0,0.0,0.0,KC,tier_2,945.6762749445676,1781.4857142857145,0.4,6.651884700665189,KC,-3.0
750,TE,Tyrus,Washington,Tyrus Washington,HOU,0,0,0,0,783,22,1080,339,True,0,0,0,0,70,0,0,12,0,0,3,0,0,0,0,3,15,15,0,31,0,Tyrus,Washington,2283.0,2281.0,6.0,31.0,Signed,85.0,0.0,0.0,HOU,tier_2,725.0,1610.7428571428572,0.2,2.7777777777777777,HOU,-2.0
769,QB,D.J.,Harris,D.J. Harris,MIN,740,3356,0,264,0,0,932,0,True,293,166,454,6,0,0,7,12,56,27,11,0,0,34,22,0,15,15,4,30,5,D.J.,Harris,483.0,481.0,1.0,30.0,Signed,78.0,0.0,0.0,MIN,tier_4,793.9914163090128,1337.3493975903616,0.3333333333333333,5.364806866952789,,
785,QB,Noah,Rudnick,Noah Rudnick,LV,210,3893,0,81,0,0,1003,0,True,339,39,537,10,0,0,2,12,58,29,3,0,0,26,22,0,15,15,4,22,2,Noah,Rudnick,167.0,165.0,5.0,22.0,Signed,74.0,0.0,0.0,LV,tier_5,209.37188434695915,1615.3846153846155,0.13333333333333333,1.9940179461615153,,
790,QB,Jalen,Milroe,Jalen Milroe,DEN,652,3354,0,180,0,0,965,0,True,301,171,476,5,0,0,3,12,71,29,6,0,0,29,30,0,15,15,1,3,3,Jalen,Milroe,1591.0,1589.0,9.0,3.0,Signed,84.0,0.0,0.0,DEN,tier_3,675.6476683937824,1143.859649122807,0.2,3.1088082901554404,,
796,WR,Ryan,Wingo,Ryan Wingo,ATL,0,0,0,0,486,26,564,204,True,0,0,0,0,41,0,0,12,0,0,0,0,0,0,0,2,10,10,0,13,0,Ryan,Wingo,708.0,706.0,6.0,13.0,Signed,81.0,0.0,0.0,ATL,tier_3,861.7021276595744,1706.9268292682925,0.2,3.5460992907801416,ATL,-2.0
814,QB,Matt,Thomas,Matt Thomas,CAR,209,3559,0,10,0,0,901,0,True,313,60,487,11,0,0,0,12,14,65,3,0,0,52,19,0,15,15,4,20,1,Matt,Thomas,1969.0,1967.0,2.0,20.0,Signed,75.0,0.0,0.0,CAR,tier_4,231.96448390677028,1045.0,0.06666666666666667,1.1098779134295227,,
817,TE,Chris,Adkins,Chris Adkins,LAC,0,0,0,0,325,19,671,168,True,0,0,0,0,31,0,0,12,0,0,1,0,0,0,0,3,15,5,1,7,0,Chris,Adkins,1244.0,1242.0,1.0,7.0,Signed,73.0,0.0,0.0,LAC,tier_5,484.3517138599106,1509.6774193548388,0.2,4.470938897168406,LAC,-1.0
823,QB,Jayden,Davis,Jayden Davis,NO,593,3027,0,128,0,0,899,0,True,259,142,441,15,0,0,5,12,56,50,6,0,0,37,17,0,15,15,9,26,4,Jayden,Davis,2773.0,2771.0,6.0,26.0,Signed,84.0,0.0,0.0,NO,tier_3,659.6218020022246,1252.8169014084508,0.26666666666666666,4.4493882091212456,,
833,WR,Paul,Picard,Paul Picard,MIA,10,0,2,0,536,30,768,232,True,0,3,0,0,49,0,0,12,4,0,0,0,0,0,0,6,14,14,0,11,0,Paul,Picard,429.0,427.0,5.0,11.0,Signed,78.0,0.0,0.0,MIA,tier_4,710.9375,1542.0,0.42857142857142855,7.8125,MIA,-2.0
838,TE,Joey,O'Neill,Joey O'Neill,GB,0,0,0,0,163,18,622,104,True,0,0,0,0,22,0,0,12,0,0,3,0,0,0,0,2,13,6,0,19,0,Joey,O'Neill,3486.0,3484.0,0.0,19.0,Signed,80.0,0.0,0.0,GB,tier_3,262.05787781350483,1066.9090909090908,0.15384615384615385,3.215434083601286,GB,-6.0
842,HB,Bijan,Robinson,Bijan Robinson,HOU,452,0,1,172,123,18,425,87,True,0,114,0,0,16,0,4,12,63,0,8,0,0,0,0,1,15,2,0,31,4,Bijan,Robinson,3292.0,3290.0,10.0,31.0,Signed,75.0,0.0,0.0,HOU,tier_4,1352.9411764705883,1179.323076923077,0.3333333333333333,11.76470588235294,HOU,-1.0
851,QB,Jamar,Stephenson,Jamar Stephenson,WAS,94,3714,0,0,0,0,970,0,True,327,33,510,10,0,0,0,12,4,35,0,0,0,41,22,0,15,15,4,25,1,Jamar,Stephenson,146.0,144.0,5.0,25.0,Signed,81.0,0.0,0.0,WAS,tier_3,96.90721649484536,854.5454545454546,0.06666666666666667,1.0309278350515465,,
855,TE,Mark,Barnett,Mark Barnett,TB,0,0,0,0,163,19,597,89,True,0,0,0,0,17,0,0,12,0,0,0,0,0,0,0,1,15,2,0,5,0,Mark,Barnett,1368.0,1366.0,2.0,5.0,Signed,75.0,0.0,0.0,TB,tier_4,273.03182579564486,1380.705882352941,0.06666666666666667,1.6750418760469012,TB,-6.0
858,WR,Tyquan,Dunn,Tyquan Dunn,LV,10,0,1,0,1039,26,957,378,True,0,3,0,0,80,0,0,12,4,0,0,0,0,0,0,9,15,15,0,22,0,Tyquan,Dunn,2565.0,2563.0,2.0,22.0,Signed,81.0,0.0,0.0,LV,tier_3,1096.133751306165,1838.7469879518071,0.6,9.404388714733543,LV,2.0
890,WR,Jerod,Felder Jr,Jerod Felder Jr,WAS,0,0,0,0,789,35,777,276,True,0,0,0,0,63,0,0,12,0,0,1,0,0,0,0,5,15,15,0,25,0,Jerod,Felder Jr,290.0,288.0,0.0,25.0,Signed,78.0,0.0,0.0,WAS,tier_4,1015.4440154440155,1803.428571428571,0.3333333333333333,6.435006435006435,WAS,1.0
907,WR,Cameron,Seldon,Cameron Seldon,WAS,4,0,0,0,675,24,717,273,True,0,1,0,0,52,0,0,12,4,0,2,0,0,0,0,2,15,15,0,25,0,Cameron,Seldon,828.0,826.0,7.0,25.0,Signed,77.0,0.0,0.0,WAS,tier_4,947.0013947001395,1856.6037735849059,0.13333333333333333,2.7894002789400276,WAS,-2.0
908,WR,Deshaun,Boothe,Deshaun Boothe,NYG,4,0,1,0,949,44,879,369,True,0,1,0,0,71,0,0,12,4,0,2,0,0,0,0,6,15,15,0,15,0,Deshaun,Boothe,325.0,323.0,0.0,15.0,Signed,78.0,0.0,0.0,NYG,tier_4,1084.1865756541524,1914.6666666666665,0.4,6.825938566552901,NYG,1.0
912,TE,Tyler,Hankins,Tyler Hankins,JAX,70,0,0,0,81,13,531,61,True,0,23,0,0,12,0,0,12,6,0,0,0,0,0,0,3,15,0,0,16,1,Tyler,Hankins,1288.0,1286.0,2.0,16.0,Signed,70.0,0.0,0.0,JAX,tier_5,284.3691148775895,933.2571428571429,0.26666666666666666,7.532956685499058,JAX,2.0
