FullName,Position,TeamName,SkillPointOff
Gage Wilcox,TE,WAS,1
Garrett Wilson,WR,PHI,-2
Garris Leonard,TE,PHI,6
George Pickens,WR,CHI,-2
Gordon Springs,WR,CIN,6
Harrison Bryant,TE,CLE,-2
Hayden Rucci,TE,PIT,-1
Hudson Henry,TE,KC,0
Hykeem Williams,WR,JAX,4
Ike White,WR,SF,0
Irv Smith Jr,TE,MIN,-1
Isaiah Bond,WR,DAL,-3
Isaiah Davis,HB,CLE,7
Isaiah Spiller,HB,NE,-1
J.R. Cooke,WR,CLE,0
Ja'Marr Chase,WR,CIN,-2
Jack Pedersen,TE,NYJ,0
Jacoby Owens,WR,ARI,2
Jacorey Brooks,WR,LAR,1
Jadan Blue,WR,NYG,4
Jadon Haselwood,WR,CLE,-1
Jaedon Hayes,HB,KC,3
Jahan Dotson,WR,PHI,2
Jahmyr Gibbs,HB,MIN,4
Jake Briningstol,TE,TB,-1
Jake Ferguson,TE,SF,3
Jake Johnson,TE,NYG,2
Jake Smith,WR,NE,0
Jalen Brown,WR,LV,-1
Jalen McMillian,WR,DET,-5
Jalen Reagor,WR,ARI,0
Jalen Wydermyer,TE,WAS,3
Jamarion Miller,HB,ARI,4
Jameson Williams,WR,MIN,-2
Jaquaize Pettaway,WR,WAS,0
Jarquez Hunter,HB,BAL,-1
Jason Doyle,TE,LAR,0
Javin Simpkin,HB,PHI,1
Javonte Williams,HB,DEN,0
Jaxson Smith-Njikba,WR,NYJ,-4
Jaydon Blue,HB,NO,0
Jaylen Waddle,WR,MIA,1
Jaylon Glover,HB,CHI,8
Jerrion Ealy,HB,IND,-5
John Metchie III,WR,JAX,3
Johntay Cook II,WR,BUF,1
Jonathan Taylor,HB,IND,-1
Jordan Addison,WR,PIT,-1
Jordan Hudson,WR,GB,2
Jordan Whittington,WR,LV,0
Joseph Ngata,WR,MIA,-4
Josh Peete,HB,BUF,4
Josh Whyle,TE,JAX,-1
Jovantae Barnes,HB,DAL,2
Julian Fleming,WR,CAR,2
Justin Jefferson,WR,LAC,-6
Justin Spencer,WR,MIA,-4
KJ Bolden,WR,KC,0
Kadarius Toney,WR,ATL,0
Kaden Helms,TE,NYG,1
Kaden Prather,WR,GB,0
Kaleb Brown,WR,DET,1
Kamarro Edmonds,HB,DET,-7
Kasey Koerner,TE,BAL,-1
Kayshon Boutte,WR,BUF,5
Kaytron Allen,HB,LAC,-5
Kelsey Johnson,TE,DEN,-2
Kendall Milton,HB,NYG,5
Keon Coleman,WR,BUF,0
Kevin Coleman,WR,JAX,7
Khalil Shakir,WR,BAL,0
Kyle Phillips,WR,CHI,0
Kyle Pitts,TE,ATL,2
Kyren Williams,HB,PIT,2
LJ Johnson,HB,LV,-2
Ladd McConkey,WR,HOU,0
Laviska Shenault Jr,WR,SEA,2
Luke Hasz,TE,GB,1
Mac Markway,TE,NE,0
Malachi Holt-Bennett,WR,NYJ,-4
Maliq Carr,TE,JAX,-1
Mar'Keise Irving,HB,CIN,2
Marcus Peterson,TE,SF,0
Mario Williams,WR,NO,0
Mark Andrews,TE,BAL,-1
Mark Fletcher,HB,GB,2
Marvin Mims,WR,PIT,-1
Mavin Anderson,WR,CIN,1
Mekhi Collins,WR,SF,0
Michael Carter,HB,LAR,2
Mike Gattis,WR,TEN,2
Moliki Matavao,TE,MIN,1
Myles Montgomery,HB,PHI,3
Najee Harris,HB,PIT,-1
Noah Fant,TE,DEN,0
Omarion Miller,WR,JAX,0
Pat Freiermuth,TE,PIT,3
Paul Picard,WR,TB,-4
Pearce Spurlin,TE,DET,-2
Quincey Oakley,WR,IND,8
Rakim Jarrett,WR,WAS,4
Raleek Brown,HB,CAR,0
Rashod Bateman,WR,BAL,-3
Richard Young,HB,JAX,-9
Romeo Doubs,WR,TB,0
Rondale Moore,WR,ATL,2
Rueben Owens,HB,HOU,-5
Ryan Otton,TE,LAC,-2
Ryan Wingo,WR,MIN,0
Sam Hart,TE,ARI,0
Sam Martin Jr.,HB,NO,-7
Sedirck Irvin Jr,HB,LAR,1
Shazz Preston,WR,PIT,-2
Shelton Sampson Jr,WR,CAR,2
Sincere McCormick,HB,TB,-5
T.J. Hockenson,TE,DET,1
Talyn Shettron,WR,BAL,-4
Taylor Thompson,TE,TEN,1
Teddy Knox,WR,BUF,-2
Tee Higgins,WR,ARI,-4
Terrelle Combs,HB,DEN,1
Terry McLaurin,WR,HOU,0
Tetairoa McMillan,WR,KC,4
Thomas Fidone,TE,IND,-2
Tommy Tremble,TE,CAR,-3
Tony Carmichael,WR,DEN,0
TreVeyon Henderson,HB,SF,0
TreVonte Citizen,HB,DET,2
Trevor Etienne,HB,LAC,0
Trey Sermon,HB,ARI,-1
Treylon Burks,WR,TEN,-4
Troy Franklin,WR,HOU,-5
Trumaine Collins,WR,MIN,2
Tyler Goodson,HB,CLE,-2
Tyler Morris,WR,LV,-1
Tyreek Faulk,WR,DET,0
Tyrus Washington,TE,HOU,-2
Victor Venn,HB,CIN,1
Will Crockett,HB,CAR,-3
Xavier Worthy,WR,CAR,-2
Zach Evans,HB,LV,4
Zamir White,HB,CIN,-7
Zonovan Knight,HB,NYG,-1
