FullName,Position,TeamName,SkillPointOff
Thomas Fidone,TE,ATL,2
Tony Carmichael,WR,MIA,1
Travis McClain,TE,DAL,1
Tremaine Crosby,HB,TEN,2
Trumaine Collins,WR,SEA,0
Tyler Donnell,TE,JAX,-2
Tyler McGrath,TE,CLE,6
Tyler Schilling,WR,NE,-5
Tyquan Dunn,WR,LV,2
Tyquan McGee,HB,CAR,-3
Tyquell Thomas,HB,NE,-1
Tyreek Faulk,WR,DET,1
Tyrus Washington,TE,MIN,-2
Will Baldwin Jr,HB,HOU,-5
Will Brock,HB,SF,2
Will Crockett,HB,CAR,0
Will Curry III,HB,PHI,6
Will Richard,HB,NYG,-1
Xavier Worthy,WR,CIN,5
