Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,KICKEPBLOCKED,PUNTNETYARDS,PUNTYARDS,KICKFGBLOCKED,PUNTATTEMPTS,PUNTIN20,DOWNSPLAYED,KICKEPATTEMPTS,PUNTLONGEST,SEAS_YEAR,KICKNUMKICKOFFS,STAT_KEEP,GAMERATING,PUNTTOUCHBACKS,KICKFGATTEMPTS,KICKEPMADE,GAMEWINFGSMADE,KICKFGATTEMPTS50ORMORE,KICKFGATTEMPTS40TO49,KICKFGATTEMPTS30TO39,KICKFGATTEMPTS29ORLESS,GAMEWINFGATTEMPTS,KICKFGMADE30TO39,KICKFGMADE29ORLESS,KICKFGMADE,KICKFGLONGEST,GAMESSTARTED,YEARBYYEARTEAMINDEX,KICKTOUCHBACKS,KICKFGMADE50ORMORE,KICKFGMADE40TO49,PUNTBLOCKED,GAMESPLAYED,FirstName_y,LastName_y,Row Excel,Row Editor,YearsPro,TeamIndex,ContractStatus,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,FGPercentage,EPPercentage,Over40YardPercentage,PuntTBPerIn20,YardsPerPunt,NetYardsToPuntYards,TeamName_y,SkillPointKick
143,P,Jake,Camarda,Jake Camarda,TB,0,2485,2703,0,62,26,66,0,45,2,1,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,5,0,0,0,0,15,Jake,Camarda,3610.0,3608.0,1.0,5.0,Signed,72.0,0.0,0.0,TB,tier_5,,,,0.038461538461538464,43.596774193548384,0.9193488716241214,TB,0
144,K,Ryan,Succop,Ryan Succop,TB,2,0,0,1,0,0,160,44,0,2,86,False,0,0,30,41,0,8,10,7,5,0,7,5,25,56,15,5,65,4,9,0,15,Ryan,Succop,2528.0,2526.0,14.0,5.0,Signed,74.0,0.0,0.0,TB,tier_5,0.8333333333333334,0.9318181818181818,0.7222222222222222,,,,TB,4
145,P,Sam,Martin,Sam Martin,ATL,0,2919,3195,0,74,13,76,0,44,2,1,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,13,0,0,0,1,15,Sam,Martin,1699.0,1697.0,10.0,13.0,Signed,71.0,0.0,0.0,ATL,tier_5,,,,0.07692307692307693,43.17567567567568,0.9136150234741784,ATL,-1
146,K,Younghoe,Koo,Younghoe Koo,ATL,0,0,0,0,0,0,112,33,0,2,62,False,0,0,15,32,0,9,4,2,0,0,2,0,11,54,15,13,41,5,4,0,15,Younghoe,Koo,1519.0,1517.0,6.0,13.0,Signed,83.0,0.0,0.0,ATL,tier_3,0.7333333333333333,0.9696969696969697,0.6923076923076923,,,,ATL,-3
147,K,Camden,Lewis,Camden Lewis,JAX,0,0,0,1,0,0,131,38,0,2,69,False,0,0,22,36,0,4,10,6,2,0,6,2,17,49,15,16,45,0,9,0,15,Camden,Lewis,3355.0,3353.0,0.0,16.0,Signed,72.0,0.0,0.0,JAX,tier_5,0.7727272727272727,0.9473684210526315,0.6428571428571429,,,,JAX,0
148,P,Logan,Cooke,Logan Cooke,JAX,0,2806,2980,0,67,21,70,0,46,2,0,False,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,16,0,0,0,0,15,Logan,Cooke,516.0,514.0,5.0,16.0,Signed,75.0,0.0,0.0,JAX,tier_4,,,,0.14285714285714285,44.47761194029851,0.9416107382550336,JAX,-4
149,K,Rodrigo,Blankenship,Rodrigo Blankenship,TEN,0,0,0,1,0,0,69,41,0,2,0,False,0,0,28,41,0,9,9,6,4,0,6,4,20,50,14,29,0,1,9,0,14,Rodrigo,Blankenship,210.0,208.0,3.0,29.0,Signed,72.0,0.0,0.0,TEN,tier_5,0.7142857142857143,1.0,0.5555555555555556,,,,TEN,-2
150,P,Brett,Kern,Brett Kern,TEN,0,2892,3170,0,70,21,149,0,46,2,78,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15,29,41,0,0,0,15,Brett,Kern,1491.0,1489.0,15.0,29.0,Signed,78.0,0.0,0.0,TEN,tier_4,,,,0.09523809523809523,45.285714285714285,0.9123028391167193,TEN,-2
151,P,Bradley,Pinion,Bradley Pinion,MIN,0,2996,3228,0,73,23,142,0,45,2,66,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,30,39,0,0,0,15,Bradley,Pinion,2107.0,2105.0,8.0,30.0,Signed,74.0,0.0,0.0,MIN,tier_5,,,,0.0,44.21917808219178,0.9281288723667905,MIN,2
152,K,Josh,Lambo,Josh Lambo,MIN,0,0,0,1,0,0,54,24,0,2,0,False,0,0,30,23,0,12,10,5,3,0,5,3,26,54,15,30,0,8,10,0,15,Josh,Lambo,1537.0,1535.0,8.0,30.0,Signed,74.0,0.0,0.0,MIN,tier_5,0.8666666666666667,0.9583333333333334,0.8181818181818182,,,,MIN,5
153,P,Sterling,Hofrichter,Sterling Hofrichter,DEN,0,3171,3391,0,79,25,80,0,44,2,0,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,15,Sterling,Hofrichter,1192.0,1190.0,3.0,3.0,Signed,70.0,0.0,0.0,DEN,tier_5,,,,0.04,42.924050632911396,0.9351223827779416,DEN,-1
154,K,Brandon,McManus,Brandon McManus,DEN,0,0,0,0,0,0,139,33,0,2,75,False,0,0,30,31,0,14,4,5,7,0,5,7,23,57,15,3,47,7,4,0,15,Brandon,McManus,1770.0,1768.0,10.0,3.0,Signed,76.0,0.0,0.0,DEN,tier_4,0.7666666666666667,0.9393939393939394,0.6111111111111112,,,,DEN,-4
155,P,Mitch,Wishnowsky,Mitch Wishnowsky,SF,0,3178,3367,0,74,20,156,0,46,2,80,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15,14,54,0,0,2,15,Mitch,Wishnowsky,2914.0,2912.0,4.0,14.0,Signed,78.0,0.0,0.0,SF,tier_4,,,,0.1,45.5,0.9438669438669439,SF,0
156,K,Austin,Seibert,Austin Seibert,SF,0,0,0,1,0,0,66,45,0,2,0,False,0,0,20,41,0,7,5,6,2,0,6,2,17,56,15,14,0,4,5,0,15,Austin,Seibert,2342.0,2340.0,4.0,14.0,Signed,78.0,0.0,0.0,SF,tier_4,0.85,0.9111111111111111,0.75,,,,SF,0
157,P,Rhys,Byrns,Rhys Byrns,ARI,0,2658,2926,0,67,20,68,0,46,2,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,0,0,0,0,15,Rhys,Byrns,3132.0,3130.0,0.0,6.0,Signed,72.0,0.0,0.0,ARI,tier_5,,,,0.0,43.67164179104478,0.9084073820915927,ARI,1
158,K,Matt,Prater,Matt Prater,ARI,0,0,0,0,0,0,149,32,0,2,80,False,0,0,36,31,0,16,8,8,4,0,8,4,30,56,15,6,48,10,8,0,15,Matt,Prater,2128.0,2126.0,16.0,6.0,Signed,79.0,0.0,0.0,ARI,tier_4,0.8333333333333334,0.96875,0.75,,,,ARI,2
159,K,Daniel,Carlson,Daniel Carlson,LV,0,0,0,1,0,0,69,39,0,2,0,False,0,0,30,38,0,13,5,6,6,0,6,6,25,55,15,22,0,8,5,0,15,Daniel,Carlson,407.0,405.0,5.0,22.0,Signed,78.0,0.0,0.0,LV,tier_4,0.8333333333333334,0.9743589743589743,0.7222222222222222,,,,LV,2
160,P,A.J.,Cole III,A.J. Cole III,LV,0,3002,3160,0,68,25,149,0,48,2,79,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,22,53,0,0,0,15,A.J.,Cole III,481.0,479.0,4.0,22.0,Signed,81.0,0.0,0.0,LV,tier_3,,,,0.04,46.470588235294116,0.95,LV,1
161,K,Greg,Zuerlein,Greg Zuerlein,LAR,0,0,0,0,0,0,155,45,0,2,81,False,0,0,28,44,0,11,6,4,7,0,4,7,23,55,15,23,55,6,6,0,15,Greg,Zuerlein,2970.0,2968.0,11.0,23.0,Signed,77.0,0.0,0.0,LAR,tier_4,0.8214285714285714,0.9777777777777777,0.7058823529411765,,,,LAR,1
162,P,Cameron,Dicker,Cameron Dicker,LAR,0,2735,3004,0,67,26,70,0,48,2,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,23,0,0,0,0,15,Cameron,Dicker,3927.0,3925.0,1.0,23.0,Signed,75.0,0.0,0.0,LAR,tier_4,,,,0.0,44.83582089552239,0.9104527296937417,LAR,0
163,P,Adam,Korsak,Adam Korsak,KC,0,2857,3075,0,70,17,71,0,45,2,0,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,8,0,0,0,1,15,Adam,Korsak,3194.0,3192.0,0.0,8.0,Signed,73.0,0.0,0.0,KC,tier_5,,,,0.058823529411764705,43.92857142857143,0.9291056910569105,KC,1
164,K,Harrison,Butker,Harrison Butker,KC,0,0,0,2,0,0,161,43,0,2,87,False,0,0,31,42,0,14,4,8,5,0,8,5,25,57,15,8,56,8,4,0,15,Harrison,Butker,365.0,363.0,6.0,8.0,Signed,84.0,0.0,0.0,KC,tier_3,0.8064516129032258,0.9767441860465116,0.6666666666666666,,,,KC,-2
165,K,Jason,Myers,Jason Myers,NYJ,0,0,0,1,0,0,129,23,0,2,68,False,0,0,37,23,0,11,11,10,5,0,10,5,29,54,15,17,43,4,10,0,15,Jason,Myers,1908.0,1906.0,8.0,17.0,Signed,81.0,0.0,0.0,NYJ,tier_3,0.7837837837837838,1.0,0.6363636363636364,,,,NYJ,-2
166,P,Braden,Mann,Braden Mann,NYJ,0,3148,3401,0,79,23,82,0,44,2,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,0,0,0,0,15,Braden,Mann,1683.0,1681.0,3.0,17.0,Signed,71.0,0.0,0.0,NYJ,tier_5,,,,0.0,43.050632911392405,0.9256101146721553,NYJ,2
167,P,Thomas,Morstead,Thomas Morstead,LAC,0,2592,2773,0,63,20,66,0,45,2,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,0,0,0,1,15,Thomas,Morstead,1874.0,1872.0,14.0,7.0,Signed,74.0,0.0,0.0,LAC,tier_5,,,,0.0,44.01587301587302,0.9347277316985214,LAC,2
168,K,Dustin,Hopkins,Dustin Hopkins,LAC,1,0,0,3,0,0,156,45,0,2,83,False,0,0,27,43,0,9,10,4,4,0,4,4,22,53,15,7,57,4,10,0,15,Dustin,Hopkins,1216.0,1214.0,10.0,7.0,Signed,76.0,0.0,0.0,LAC,tier_4,0.8148148148148148,0.9555555555555556,0.7368421052631579,,,,LAC,0
169,K,Chris,Boswell,Chris Boswell,PIT,0,0,0,2,0,0,161,37,0,2,83,False,0,0,40,35,0,14,10,11,5,0,11,5,30,55,15,28,57,5,9,0,15,Chris,Boswell,246.0,244.0,9.0,28.0,Signed,84.0,0.0,0.0,PIT,tier_3,0.75,0.9459459459459459,0.5833333333333334,,,,PIT,-8
170,P,Pressley,Harvin III,Pressley Harvin III,PIT,0,2488,2627,0,59,22,59,0,46,2,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,28,0,0,0,0,15,Pressley,Harvin III,1108.0,1106.0,2.0,28.0,Signed,75.0,0.0,0.0,PIT,tier_4,,,,0.0,44.52542372881356,0.947087933003426,PIT,2
171,K,Mason,Crosby,Mason Crosby,GB,0,0,0,1,0,0,77,47,0,2,0,False,0,0,30,45,0,11,7,8,4,0,7,4,24,54,15,19,0,6,7,0,15,Mason,Crosby,551.0,549.0,16.0,19.0,Signed,69.0,0.0,0.0,GB,tier_6,0.8,0.9574468085106383,0.7222222222222222,,,,GB,6
172,P,Joseph,Charlton,Joseph Charlton,GB,0,2515,2678,0,62,19,151,0,45,2,88,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,19,50,0,0,0,15,Joseph,Charlton,442.0,440.0,3.0,19.0,Signed,71.0,0.0,0.0,GB,tier_5,,,,0.05263157894736842,43.193548387096776,0.9391336818521284,GB,1
173,K,Cade,York,Cade York,CLE,0,0,0,0,0,0,65,42,0,2,0,False,0,0,23,42,0,10,4,6,3,0,6,3,20,53,15,4,0,7,4,0,15,Cade,York,3601.0,3599.0,1.0,4.0,Signed,76.0,0.0,0.0,CLE,tier_4,0.8695652173913043,1.0,0.7857142857142857,,,,CLE,4
174,P,Corey,Bojorquez,Corey Bojorquez,CLE,0,2936,3065,0,68,26,149,0,46,2,80,False,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,4,57,0,0,0,15,Corey,Bojorquez,226.0,224.0,5.0,4.0,Signed,77.0,0.0,0.0,CLE,tier_4,,,,0.11538461538461539,45.0735294117647,0.9579119086460033,CLE,-2
175,P,Brad,Robbins,Brad Robbins,MIA,0,2587,2872,0,67,22,70,0,44,2,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,0,0,0,0,15,Brad,Robbins,3068.0,3066.0,0.0,11.0,Signed,70.0,0.0,0.0,MIA,tier_5,,,,0.0,42.865671641791046,0.900766016713092,MIA,-1
176,K,Jason,Sanders,Jason Sanders,MIA,0,0,0,0,0,0,128,27,0,2,67,False,0,0,32,26,0,12,7,6,7,0,6,7,25,54,15,11,42,5,7,0,15,Jason,Sanders,2308.0,2306.0,5.0,11.0,Signed,79.0,0.0,0.0,MIA,tier_4,0.78125,0.9629629629629629,0.631578947368421,,,,MIA,-2
177,K,Matt,Gay,Matt Gay,SEA,1,0,0,1,0,0,66,37,0,2,0,False,0,0,28,35,0,11,6,6,5,0,6,5,23,55,15,27,0,6,6,0,15,Matt,Gay,917.0,915.0,4.0,27.0,Signed,76.0,0.0,0.0,SEA,tier_4,0.8214285714285714,0.9459459459459459,0.7058823529411765,,,,SEA,0
178,P,Michael,Dickson,Michael Dickson,SEA,0,3138,3389,0,72,23,149,0,48,2,74,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15,27,44,0,0,0,15,Michael,Dickson,655.0,653.0,5.0,27.0,Signed,83.0,0.0,0.0,SEA,tier_3,,,,0.08695652173913043,47.06944444444444,0.9259368545293597,SEA,1
179,P,Jake,Bailey,Jake Bailey,NYG,0,3121,3348,0,74,26,144,0,46,2,66,False,0,5,0,0,0,0,0,0,0,0,0,0,0,0,15,15,39,0,0,0,15,Jake,Bailey,113.0,111.0,4.0,15.0,Signed,77.0,0.0,0.0,NYG,tier_4,,,,0.19230769230769232,45.24324324324324,0.9321983273596177,NYG,-4
180,K,Graham,Gano,Graham Gano,NYG,0,0,0,2,0,0,53,36,0,2,0,False,0,0,17,34,0,3,7,2,5,0,2,5,14,51,15,15,0,1,6,0,15,Graham,Gano,902.0,900.0,14.0,15.0,Signed,76.0,0.0,0.0,NYG,tier_4,0.8235294117647058,0.9444444444444444,0.7,,,,NYG,0
181,K,Greg,Joseph,Greg Joseph,DAL,0,0,0,0,0,0,62,33,0,2,0,False,0,0,29,29,0,12,7,5,5,0,5,5,26,56,15,10,0,9,7,0,15,Greg,Joseph,1444.0,1442.0,5.0,10.0,Signed,73.0,0.0,0.0,DAL,tier_5,0.896551724137931,0.8787878787878788,0.8421052631578947,,,,DAL,3
182,P,Bryan,Anger,Bryan Anger,DAL,0,2941,3020,0,68,30,150,0,46,2,80,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15,10,47,0,0,0,15,Bryan,Anger,76.0,74.0,11.0,10.0,Signed,75.0,0.0,0.0,DAL,tier_4,,,,0.06666666666666667,44.411764705882355,0.973841059602649,DAL,-1
183,P,Jamie,Gillan,Jamie Gillan,PHI,0,2788,3061,0,67,26,69,0,47,2,1,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,12,0,0,0,0,15,Jamie,Gillan,936.0,934.0,4.0,12.0,Signed,78.0,0.0,0.0,PHI,tier_4,,,,0.038461538461538464,45.6865671641791,0.910813459653708,PHI,-1
184,K,Jake,Elliott,Jake Elliott,PHI,0,0,0,1,0,0,162,44,0,2,87,False,0,0,30,43,0,6,13,9,2,0,9,2,25,55,15,12,51,2,12,0,15,Jake,Elliott,754.0,752.0,6.0,12.0,Signed,77.0,0.0,0.0,PHI,tier_4,0.8333333333333334,0.9772727272727273,0.7368421052631579,,,,PHI,2
185,P,Johnny,Hekker,Johnny Hekker,CAR,0,3086,3230,0,70,24,149,0,47,2,74,False,0,9,0,0,0,0,0,0,0,0,0,0,0,0,15,20,37,0,0,0,15,Johnny,Hekker,1131.0,1129.0,11.0,20.0,Signed,81.0,0.0,0.0,CAR,tier_3,,,,0.375,46.142857142857146,0.9554179566563468,CAR,-5
186,K,John,Mayers,John Mayers,CAR,0,0,0,0,0,0,57,30,0,2,0,False,0,0,27,26,0,6,8,9,4,0,9,4,26,53,14,20,0,5,8,0,14,John,Mayers,3938.0,3936.0,0.0,20.0,Signed,71.0,0.0,0.0,CAR,tier_5,0.9629629629629629,0.8666666666666667,0.9285714285714286,,,,CAR,3
187,P,Trenton,Gill,Trenton Gill,CHI,0,2662,2977,0,69,17,72,0,44,2,1,False,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15,Trenton,Gill,3733.0,3731.0,1.0,0.0,Signed,71.0,0.0,0.0,CHI,tier_5,,,,0.17647058823529413,43.14492753623188,0.8941887806516627,CHI,-5
188,K,Cairo,Santos,Cairo Santos,CHI,0,0,0,1,0,0,134,34,0,2,73,False,0,0,27,33,0,8,11,5,3,0,5,3,22,56,15,0,47,4,10,0,15,Cairo,Santos,2311.0,2309.0,9.0,0.0,Signed,76.0,0.0,0.0,CHI,tier_4,0.8148148148148148,0.9705882352941176,0.7368421052631579,,,,CHI,1
189,P,J.K.,Scott,J.K. Scott,CIN,0,2465,2578,0,59,23,63,0,45,2,1,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,1,15,J.K.,Scott,2333.0,2331.0,5.0,1.0,Signed,73.0,0.0,0.0,CIN,tier_5,,,,0.043478260869565216,43.69491525423729,0.956167571761055,CIN,2
190,K,Evan,McPherson,Evan McPherson,CIN,1,0,0,3,0,0,168,53,0,2,88,False,0,0,27,48,0,11,4,10,2,0,10,2,18,55,15,1,53,2,4,0,15,Evan,McPherson,1777.0,1775.0,2.0,1.0,Signed,82.0,0.0,0.0,CIN,tier_3,0.6666666666666666,0.9056603773584906,0.4,,,,CIN,-13
191,K,Noah,Ruggles,Noah Ruggles,DET,0,0,0,2,0,0,76,44,0,2,0,False,0,0,32,40,0,11,8,9,4,0,9,4,26,56,15,18,0,5,8,0,15,Noah,Ruggles,3205.0,3203.0,0.0,18.0,Signed,75.0,0.0,0.0,DET,tier_4,0.8125,0.9090909090909091,0.6842105263157895,,,,DET,-2
192,P,Jack,Fox,Jack Fox,DET,0,2654,2861,0,61,21,148,0,49,2,83,False,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,18,55,0,0,0,15,Jack,Fox,858.0,856.0,5.0,18.0,Signed,82.0,0.0,0.0,DET,tier_3,,,,0.14285714285714285,46.90163934426229,0.9276476756378889,DET,-1
