Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,STAT_KEEP,DLINEFUMBLERECOVERYYARDS,DSECINTRETURNYARDS,DOWNSPLAYED,DLINEFUMBLERECOVERIES,ASSDEFTACKLES,BIGHITS,DEFTACKLES,DLINEHALFSACK,SEAS_YEAR,CTHALLOWED,DSECINTLONGESTRETURN,DLINESAFETIES,DSECINTS,DSECINTTDS,GAMERATING,DEFPASSDEFLECTIONS,DLINEBLOCKS,YEARBYYEARTEAMINDEX,DEFTACKLESFORLOSS,DLINEFORCEDFUMBLES,DLINESACKS,DLINEFUMBLETDS,GAMESPLAYED,GAMESSTARTED,FirstName_y,LastName_y,Row Excel,Row Editor,TeamIndex,ContractStatus,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,DLSacksAndTFLPerGame,TotalTurnoversPerGame,LBSacksTFLPassDeflPerGame,TacklesPerGame,CBPassDeflPerGame,CBCatchAllowPer100Snaps,SafetiesCatchAllowMinusPDPerGame,TeamName_y,SkillPointDef
97,DT,Jordan,Davis,Jordan Davis,NYJ,True,0,0,952,0,26,32,42,0,4,1,0,1,0,0,0,0,0,17,13,1,7,0,15,15,Jordan,Davis,3334.0,3332.0,17.0,Signed,90.0,0.0,0.0,NYJ,tier_1,1.3333333333333333,0.13333333333333333,1.3333333333333333,4.533333333333333,0.0,0.10504201680672269,0.06666666666666667,NYJ,-2
106,CB,Marlon,Humphrey,Marlon Humphrey,BAL,True,0,89,956,0,32,34,41,1,4,31,29,0,5,1,0,10,0,24,0,1,0,0,15,15,Marlon,Humphrey,1248.0,1246.0,24.0,Signed,95.0,0.0,0.0,BAL,tier_0,0.0,0.4666666666666667,0.6666666666666666,4.866666666666666,0.6666666666666666,3.2426778242677825,1.4,BAL,0
129,LOLB,Junior,Colson,Junior Colson,LAC,True,0,0,416,0,10,14,19,1,4,21,0,0,0,0,0,1,0,7,0,0,0,0,14,12,Junior,Colson,303.0,301.0,7.0,Signed,67.0,0.0,0.0,LAC,tier_6,0.0,0.0,0.07142857142857142,2.0714285714285716,0.07142857142857142,5.048076923076923,1.4285714285714286,LAC,1
134,LOLB,Demeioun,Robinson,Demeioun Robinson,CLE,True,0,0,300,0,3,7,9,1,4,0,0,0,0,0,0,0,0,4,0,0,0,0,14,2,Demeioun,Robinson,1376.0,1374.0,4.0,Signed,66.0,0.0,0.0,CLE,tier_6,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,CLE,0
141,LE,Sam,Hubbard,Sam Hubbard,ARI,True,22,0,1023,1,26,40,48,0,4,0,0,0,0,0,0,0,1,6,7,3,7,1,15,15,Sam,Hubbard,1232.0,1230.0,6.0,Signed,79.0,0.0,0.0,ARI,tier_4,0.9333333333333333,0.4,0.9333333333333333,4.933333333333334,0.0,0.0,0.0,ARI,2
148,SS,Marcus,Maye,Marcus Maye,NYJ,True,57,0,1005,1,9,31,43,0,4,26,0,0,0,0,0,9,0,17,0,1,0,1,15,15,Marcus,Maye,1715.0,1713.0,17.0,Signed,75.0,0.0,0.0,NYJ,tier_4,0.0,0.2,0.6,3.466666666666667,0.6,2.587064676616915,1.1333333333333333,NYJ,1
165,CB,Josh,Jobe,Josh Jobe,CLE,True,0,38,796,0,16,35,44,0,4,25,25,0,3,0,0,7,0,4,0,0,0,0,13,13,Josh,Jobe,3362.0,3360.0,4.0,Signed,80.0,0.0,0.0,CLE,tier_3,0.0,0.23076923076923078,0.5384615384615384,4.615384615384615,0.5384615384615384,3.1407035175879394,1.3846153846153846,CLE,-1
174,ROLB,LeShaun,Bell,LeShaun Bell,ARI,True,0,0,359,0,2,3,5,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,15,2,LeShaun,Bell,2772.0,2770.0,6.0,Signed,59.0,0.0,0.0,ARI,tier_6,0.0,0.0,0.0,0.4666666666666667,0.0,0.0,0.0,ARI,-3
189,CB,Paulson,Adebo,Paulson Adebo,NO,True,56,0,583,1,11,22,28,0,4,8,0,0,0,0,0,1,0,26,1,1,0,0,15,5,Paulson,Adebo,17.0,15.0,26.0,Signed,79.0,0.0,0.0,NO,tier_4,0.06666666666666667,0.13333333333333333,0.13333333333333333,2.6,0.06666666666666667,1.3722126929674099,0.4666666666666667,NO,-1
193,ROLB,Dorian,Williams,Dorian Williams,NO,True,0,0,477,0,3,10,17,0,4,9,0,0,0,0,0,0,0,26,0,0,0,0,15,9,Dorian,Williams,3133.0,3131.0,26.0,Signed,65.0,0.0,0.0,NO,tier_6,0.0,0.0,0.0,1.3333333333333333,0.0,1.8867924528301887,0.6,NO,-1
199,MLB,Kenneth,Murray Jr,Kenneth Murray Jr,LAC,True,19,16,1024,1,39,72,91,0,4,61,16,0,1,0,0,12,0,7,0,2,3,0,15,15,Kenneth,Murray Jr,1899.0,1897.0,7.0,Signed,86.0,0.0,0.0,LAC,tier_2,0.2,0.26666666666666666,1.0,8.666666666666666,0.8,5.95703125,3.2666666666666666,LAC,3
206,CB,Jermaine,Waller,Jermaine Waller,ARI,True,0,36,770,0,18,33,40,0,4,24,25,0,2,1,0,8,0,6,0,0,0,0,11,8,Jermaine,Waller,3478.0,3476.0,6.0,Signed,76.0,0.0,0.0,ARI,tier_4,0.0,0.2727272727272727,0.7272727272727273,5.2727272727272725,0.7272727272727273,3.116883116883117,1.4545454545454546,ARI,1
209,LOLB,Chris,Braswell,Chris Braswell,PHI,True,0,0,647,0,17,11,25,1,4,5,0,0,0,0,0,2,0,12,4,0,6,0,13,13,Chris,Braswell,2439.0,2437.0,12.0,Signed,75.0,0.0,0.0,PHI,tier_4,0.7692307692307693,0.0,0.9230769230769231,3.230769230769231,0.15384615384615385,0.7727975270479135,0.23076923076923078,PHI,-2
211,FS,Nasir,Adderley,Nasir Adderley,LAC,True,0,72,1114,0,29,32,40,1,4,10,40,0,2,0,0,4,0,7,0,0,0,0,15,15,Nasir,Adderley,15.0,13.0,7.0,Signed,82.0,0.0,0.0,LAC,tier_3,0.0,0.13333333333333333,0.26666666666666666,4.6,0.26666666666666666,0.8976660682226212,0.4,LAC,1
219,LOLB,Raneiria,Dillworth,Raneiria Dillworth,BUF,True,0,0,313,0,2,2,4,0,4,1,0,0,0,0,0,1,0,2,0,0,0,0,12,2,Raneiria,Dillworth,64.0,62.0,2.0,Signed,68.0,0.0,0.0,BUF,tier_6,0.0,0.0,0.08333333333333333,0.5,0.08333333333333333,0.3194888178913738,0.0,BUF,-2
227,CB,Jaden,Davis,Jaden Davis,LAC,True,0,45,1037,0,23,43,58,0,4,38,34,0,2,0,0,15,0,7,0,1,1,0,15,10,Jaden,Davis,3086.0,3084.0,7.0,Signed,78.0,0.0,0.0,LAC,tier_4,0.06666666666666667,0.2,1.0666666666666667,5.4,1.0,3.664416586306654,1.5333333333333334,LAC,0
228,CB,Nik,Needham,Nik Needham,NYJ,True,0,47,1009,0,24,42,55,1,4,23,24,0,4,0,0,12,0,17,1,0,0,0,15,15,Nik,Needham,1922.0,1920.0,17.0,Signed,76.0,0.0,0.0,NYJ,tier_4,0.06666666666666667,0.26666666666666666,0.8666666666666667,5.266666666666667,0.8,2.2794846382556986,0.7333333333333333,NYJ,3
238,CB,Taron,Johnson,Taron Johnson,BUF,True,0,0,299,0,5,10,13,0,4,5,0,0,0,0,0,0,0,2,0,0,0,0,14,2,Taron,Johnson,1391.0,1389.0,2.0,Signed,73.0,0.0,0.0,BUF,tier_5,0.0,0.0,0.0,1.2857142857142858,0.0,1.6722408026755853,0.35714285714285715,BUF,0
239,CB,Benjamin,St-Juste,Benjamin St-Juste,HOU,True,0,57,732,0,15,26,37,0,4,20,21,0,3,0,0,7,0,31,0,0,0,0,13,9,Benjamin,St-Juste,2514.0,2512.0,31.0,Signed,73.0,0.0,0.0,HOU,tier_5,0.0,0.23076923076923078,0.5384615384615384,4.0,0.5384615384615384,2.73224043715847,1.0,HOU,0
248,FS,Richard,LeCounte III,Richard LeCounte III,CLE,True,0,53,931,0,29,29,42,0,4,28,33,0,3,0,0,5,0,4,1,0,0,0,15,8,Richard,LeCounte III,1572.0,1570.0,4.0,Signed,73.0,0.0,0.0,CLE,tier_5,0.06666666666666667,0.2,0.4,4.733333333333333,0.3333333333333333,3.007518796992481,1.5333333333333334,CLE,-1
258,CB,Tyreek,Chappell,Tyreek Chappell,WAS,True,0,0,698,0,15,23,36,1,4,15,0,0,0,0,0,3,0,25,0,0,0,0,15,4,Tyreek,Chappell,116.0,114.0,25.0,Signed,73.0,1.0,0.0,WAS,tier_5,0.0,0.0,0.2,3.4,0.2,2.148997134670487,0.8,WAS,-2
263,MLB,Jaishawn,Barham,Jaishawn Barham,CLE,True,21,27,760,1,21,37,52,0,4,21,20,0,2,0,0,12,0,4,0,2,1,0,11,4,Jaishawn,Barham,1742.0,1740.0,4.0,Signed,74.0,0.0,0.0,CLE,tier_5,0.09090909090909091,0.45454545454545453,1.1818181818181819,6.636363636363637,1.0909090909090908,2.763157894736842,0.8181818181818182,CLE,10
272,ROLB,Tyree,Johnson,Tyree Johnson,MIA,True,0,0,529,0,12,13,23,0,4,5,0,0,0,0,0,3,0,11,2,0,1,0,15,15,Tyree,Johnson,3531.0,3529.0,11.0,Signed,68.0,0.0,0.0,MIA,tier_6,0.2,0.0,0.4,2.3333333333333335,0.2,0.945179584120983,0.13333333333333333,MIA,1
283,MLB,Jeremiah,Trotter Jr,Jeremiah Trotter Jr,ARI,True,0,31,1029,0,42,60,71,1,4,47,26,0,3,0,0,10,0,6,1,0,1,0,14,14,Jeremiah,Trotter Jr,2740.0,2738.0,6.0,Signed,77.0,0.0,0.0,ARI,tier_4,0.14285714285714285,0.21428571428571427,0.8571428571428571,8.071428571428571,0.7142857142857143,4.56754130223518,2.642857142857143,ARI,5
300,LOLB,Matthew,Judon,Matthew Judon,JAX,True,0,0,440,0,5,15,17,1,4,8,0,0,0,0,0,0,0,16,4,0,2,0,13,4,Matthew,Judon,1452.0,1450.0,16.0,Signed,72.0,0.0,0.0,JAX,tier_5,0.46153846153846156,0.0,0.46153846153846156,1.6923076923076923,0.0,1.8181818181818181,0.6153846153846154,JAX,-1
331,LE,Eric,Gregory,Eric Gregory,CLE,True,0,0,858,0,20,19,26,0,4,0,0,1,0,0,0,3,0,4,6,1,4,0,15,9,Eric,Gregory,188.0,186.0,4.0,Signed,73.0,0.0,0.0,CLE,tier_5,0.6666666666666666,0.13333333333333333,0.8666666666666667,3.066666666666667,0.2,0.0,-0.2,CLE,-1
365,ROLB,Colin,Oliver,Colin Oliver,MIA,True,0,0,494,0,3,5,8,0,4,3,0,0,0,0,0,0,0,11,2,0,0,0,15,3,Colin,Oliver,233.0,231.0,11.0,Signed,72.0,0.0,0.0,MIA,tier_5,0.13333333333333333,0.0,0.13333333333333333,0.7333333333333333,0.0,0.6072874493927125,0.2,MIA,-2
385,FS,James,Wiggins,James Wiggins,MIN,True,0,0,352,0,6,7,7,0,4,2,0,0,0,0,0,0,0,30,0,0,0,0,15,2,James,Wiggins,2819.0,2817.0,30.0,Signed,74.0,0.0,0.0,MIN,tier_5,0.0,0.0,0.0,0.8666666666666667,0.0,0.5681818181818182,0.13333333333333333,MIN,-3
404,FS,Terrion,Arnold,Terrion Arnold,ARI,True,0,0,695,0,18,14,35,1,4,13,0,0,0,0,0,3,0,6,0,0,0,0,14,2,Terrion,Arnold,2022.0,2020.0,6.0,Signed,68.0,0.0,0.0,ARI,tier_6,0.0,0.0,0.21428571428571427,3.7857142857142856,0.21428571428571427,1.870503597122302,0.7142857142857143,ARI,0
408,MLB,Jamien,Sherwood,Jamien Sherwood,MIN,True,0,0,1192,0,35,53,75,1,4,33,0,0,0,0,0,5,0,30,3,1,3,0,15,2,Jamien,Sherwood,2371.0,2369.0,30.0,Signed,75.0,0.0,0.0,MIN,tier_4,0.4,0.06666666666666667,0.7333333333333333,7.333333333333333,0.3333333333333333,2.7684563758389262,1.8666666666666667,MIN,0
411,CB,Greedy,Williams,Greedy Williams,PHI,True,0,70,726,0,26,6,32,0,4,2,41,0,3,0,0,19,0,12,1,2,0,0,13,13,Greedy,Williams,2843.0,2841.0,12.0,Signed,96.0,1.0,0.0,PHI,tier_0,0.07692307692307693,0.38461538461538464,1.5384615384615385,4.461538461538462,1.4615384615384615,0.27548209366391185,-1.3076923076923077,PHI,2
450,RE,Marcus,Davenport,Marcus Davenport,NO,True,54,0,929,2,23,36,42,0,4,1,0,0,0,0,0,0,0,26,14,4,7,1,15,15,Marcus,Davenport,590.0,588.0,26.0,Signed,81.0,0.0,0.0,NO,tier_3,1.4,0.4666666666666667,1.4,4.333333333333333,0.0,0.1076426264800861,0.06666666666666667,NO,4
451,CB,Stephon,Gilmore,Stephon Gilmore,SF,True,0,41,986,0,14,33,40,1,4,21,41,0,1,1,0,10,0,14,0,0,0,0,14,14,Stephon,Gilmore,943.0,941.0,14.0,Signed,87.0,0.0,0.0,SF,tier_2,0.0,0.14285714285714285,0.7142857142857143,3.857142857142857,0.7142857142857143,2.129817444219067,0.7857142857142857,SF,-2
474,MLB,Krys,Barnes,Krys Barnes,NYJ,True,0,0,854,0,28,59,74,0,4,38,0,0,0,0,0,7,0,17,4,0,3,0,13,13,Krys,Barnes,137.0,135.0,17.0,Signed,84.0,0.0,0.0,NYJ,tier_3,0.5384615384615384,0.0,1.0769230769230769,7.846153846153846,0.5384615384615384,4.449648711943794,2.3846153846153846,NYJ,-1
480,SS,Daxton,Hill,Daxton Hill,NYJ,True,0,0,320,0,3,1,6,0,4,5,0,0,0,0,0,2,0,17,0,0,0,0,15,2,Daxton,Hill,3400.0,3398.0,17.0,Signed,66.0,0.0,0.0,NYJ,tier_6,0.0,0.0,0.13333333333333333,0.6,0.13333333333333333,1.5625,0.2,NYJ,-1
486,RE,Viliami,Fehoko,Viliami Fehoko,BUF,True,43,0,273,1,4,4,5,0,4,0,0,0,0,0,0,0,0,2,5,1,0,0,12,2,Viliami,Fehoko,3199.0,3197.0,2.0,Signed,67.0,0.0,0.0,BUF,tier_6,0.4166666666666667,0.16666666666666666,0.4166666666666667,0.75,0.0,0.0,0.0,BUF,1
490,LOLB,Logan,McCormick,Logan McCormick,LAC,True,13,0,330,1,1,5,7,0,4,0,0,0,0,0,0,0,0,7,0,1,0,0,15,2,Logan,McCormick,3521.0,3519.0,7.0,Signed,64.0,0.0,0.0,LAC,tier_6,0.0,0.13333333333333333,0.0,0.5333333333333333,0.0,0.0,0.0,LAC,-2
505,SS,Lewis,Cine,Lewis Cine,NO,True,0,0,307,0,8,9,11,1,4,6,0,0,0,0,0,2,0,26,0,0,0,0,13,2,Lewis,Cine,3279.0,3277.0,26.0,Signed,73.0,0.0,0.0,NO,tier_5,0.0,0.0,0.15384615384615385,1.4615384615384615,0.15384615384615385,1.9543973941368076,0.3076923076923077,NO,-2
536,DT,Derrick,Brown,Derrick Brown,MIA,True,55,0,1030,2,19,47,52,1,4,1,0,0,0,0,0,0,0,11,12,2,4,1,15,15,Derrick,Brown,309.0,307.0,11.0,Signed,93.0,0.0,0.0,MIA,tier_1,1.0666666666666667,0.3333333333333333,1.0666666666666667,4.733333333333333,0.0,0.0970873786407767,0.06666666666666667,MIA,0
562,DT,Tywone,Malone,Tywone Malone,NO,True,0,0,597,0,15,27,35,1,4,0,0,0,0,0,0,2,0,26,9,0,4,0,13,2,Tywone,Malone,2782.0,2780.0,26.0,Signed,69.0,0.0,0.0,NO,tier_6,1.0,0.0,1.1538461538461537,3.8461538461538463,0.15384615384615385,0.0,-0.15384615384615385,NO,3
568,LOLB,Will,Anderson,Will Anderson,NO,True,0,14,713,0,9,25,28,0,4,9,14,0,1,0,0,2,0,26,4,0,5,0,12,12,Will,Anderson,394.0,392.0,26.0,Signed,95.0,0.0,0.0,NO,tier_0,0.75,0.08333333333333333,0.9166666666666666,3.0833333333333335,0.16666666666666666,1.262272089761571,0.5833333333333334,NO,-9
587,CB,Jordan,Hancock,Jordan Hancock,KC,True,0,0,400,0,3,4,6,0,4,2,0,0,0,0,0,2,0,8,0,0,0,0,15,3,Jordan,Hancock,28.0,26.0,8.0,Signed,70.0,0.0,0.0,KC,tier_5,0.0,0.0,0.13333333333333333,0.6,0.13333333333333333,0.5,0.0,KC,1
597,RE,Cameron,Williams,Cameron Williams,ARI,True,0,0,728,0,14,26,35,0,4,0,0,0,0,0,0,1,0,6,9,0,7,0,15,5,Cameron,Williams,2271.0,2269.0,6.0,Signed,68.0,0.0,0.0,ARI,tier_6,1.0666666666666667,0.0,1.1333333333333333,3.2666666666666666,0.06666666666666667,0.0,-0.06666666666666667,ARI,1
601,CB,Tre'Davious,White,Tre'Davious White,CIN,True,62,139,977,1,15,36,47,0,4,37,43,0,5,2,0,15,0,1,0,1,0,1,15,15,Tre'Davious,White,2810.0,2808.0,1.0,Signed,87.0,0.0,0.0,CIN,tier_2,0.0,0.6666666666666666,1.0,4.133333333333334,1.0,3.7871033776867966,1.4666666666666666,CIN,4
602,ROLB,Damian,Sellers,Damian Sellers,CIN,True,0,0,447,0,2,6,6,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,15,2,Damian,Sellers,3698.0,3696.0,1.0,Signed,67.0,0.0,0.0,CIN,tier_6,0.0,0.0,0.0,0.5333333333333333,0.0,0.22371364653243847,0.06666666666666667,CIN,-1
612,MLB,Jackson,Sirmon,Jackson Sirmon,NYJ,True,0,0,549,0,7,12,24,0,4,9,0,0,0,0,0,3,0,17,0,0,0,0,13,4,Jackson,Sirmon,3262.0,3260.0,17.0,Signed,70.0,0.0,0.0,NYJ,tier_5,0.0,0.0,0.23076923076923078,2.3846153846153846,0.23076923076923078,1.639344262295082,0.46153846153846156,NYJ,-3
627,SS,Jamal,Adams,Jamal Adams,MIA,True,0,0,1071,0,27,53,59,1,4,32,0,0,0,0,0,8,0,11,1,0,0,0,15,15,Jamal,Adams,7.0,5.0,11.0,Signed,92.0,0.0,0.0,MIA,tier_1,0.06666666666666667,0.0,0.6,5.733333333333333,0.5333333333333333,2.987861811391223,1.6,MIA,-6
633,CB,Andrew,Booth Jr,Andrew Booth Jr,CHI,True,0,7,826,0,29,29,38,1,4,23,7,0,1,0,0,5,0,0,0,0,0,0,15,13,Andrew,Booth Jr,3353.0,3351.0,0.0,Signed,73.0,0.0,0.0,CHI,tier_5,0.0,0.06666666666666667,0.3333333333333333,4.466666666666667,0.3333333333333333,2.784503631961259,1.2,CHI,-1
675,DT,Travis,Shaw,Travis Shaw,CLE,True,12,0,958,1,20,19,27,1,4,0,0,0,0,0,0,3,0,4,10,1,4,0,14,14,Travis,Shaw,1513.0,1511.0,4.0,Signed,80.0,0.0,0.0,CLE,tier_3,1.0,0.14285714285714285,1.2142857142857142,3.357142857142857,0.21428571428571427,0.0,-0.21428571428571427,CLE,0
684,MLB,Pete,Werner,Pete Werner,NO,True,0,0,629,0,19,51,66,0,4,32,0,0,0,0,0,2,0,26,0,0,1,0,11,11,Pete,Werner,2793.0,2791.0,26.0,Signed,85.0,0.0,0.0,NO,tier_2,0.09090909090909091,0.0,0.2727272727272727,7.7272727272727275,0.18181818181818182,5.087440381558029,2.727272727272727,NO,-4
704,MLB,Patrick,Queen,Patrick Queen,CLE,True,64,64,820,1,24,51,67,0,4,27,35,0,3,0,0,10,0,4,0,1,0,0,13,13,Patrick,Queen,2151.0,2149.0,4.0,Signed,80.0,0.0,0.0,CLE,tier_3,0.0,0.38461538461538464,0.7692307692307693,7.0,0.7692307692307693,3.2926829268292686,1.3076923076923077,CLE,3
726,ROLB,Smael,Mondon,Smael Mondon,CLE,True,0,11,433,0,7,11,27,1,4,7,11,0,1,0,0,0,0,4,0,0,1,0,15,15,Smael,Mondon,1958.0,1956.0,4.0,Signed,68.0,0.0,0.0,CLE,tier_6,0.06666666666666667,0.06666666666666667,0.06666666666666667,2.2666666666666666,0.0,1.6166281755196306,0.4666666666666667,CLE,0
751,CB,Clinton,Burton Jr,Clinton Burton Jr,ARI,True,0,0,290,0,4,7,9,0,4,2,0,0,0,0,0,3,0,6,0,0,0,0,12,1,Clinton,Burton Jr,96.0,94.0,6.0,Signed,69.0,0.0,0.0,ARI,tier_6,0.0,0.0,0.25,1.0833333333333333,0.25,0.6896551724137931,-0.08333333333333333,ARI,3
760,MLB,Zakoby,McClain,Zakoby McClain,CLE,True,0,0,264,0,2,5,8,0,4,4,0,0,0,0,0,0,0,4,0,0,0,0,15,2,Zakoby,McClain,3450.0,3448.0,4.0,Signed,66.0,0.0,0.0,CLE,tier_6,0.0,0.0,0.0,0.6666666666666666,0.0,1.5151515151515151,0.26666666666666666,CLE,-3
837,CB,Bryce,Hall,Bryce Hall,NYJ,True,0,131,890,0,12,39,50,0,4,41,33,0,5,0,0,19,0,17,0,0,0,0,15,15,Bryce,Hall,1040.0,1038.0,17.0,Signed,81.0,0.0,0.0,NYJ,tier_3,0.0,0.3333333333333333,1.2666666666666666,4.133333333333334,1.2666666666666666,4.606741573033708,1.4666666666666666,NYJ,1
841,LOLB,Payton,Wilgar,Payton Wilgar,CLE,True,0,0,359,0,1,3,4,0,4,2,0,0,0,0,0,0,0,4,0,0,0,0,15,2,Payton,Wilgar,3178.0,3176.0,4.0,Signed,66.0,0.0,0.0,CLE,tier_6,0.0,0.0,0.0,0.3333333333333333,0.0,0.5571030640668524,0.13333333333333333,CLE,-2
856,SS,Isaac,Thompson,Isaac Thompson,PHI,True,0,34,404,0,14,6,25,0,4,3,34,0,1,0,0,3,0,12,1,0,0,0,14,11,Isaac,Thompson,1617.0,1615.0,12.0,Signed,65.0,0.0,0.0,PHI,tier_6,0.07142857142857142,0.07142857142857142,0.2857142857142857,2.7857142857142856,0.21428571428571427,0.7425742574257426,0.0,PHI,0
965,LOLB,Mohamoud,Diabate,Mohamoud Diabate,ARI,True,0,0,377,0,5,5,10,0,4,3,0,0,0,0,0,0,0,6,0,1,0,0,15,3,Mohamoud,Diabate,3095.0,3093.0,6.0,Signed,64.0,0.0,0.0,ARI,tier_6,0.0,0.06666666666666667,0.0,1.0,0.0,0.7957559681697612,0.2,ARI,0
1018,RE,Grady,Jarrett,Grady Jarrett,PHI,True,49,0,380,2,9,8,14,0,4,0,0,0,0,0,0,0,0,12,8,2,1,0,14,12,Grady,Jarrett,1333.0,1331.0,12.0,Signed,72.0,0.0,0.0,PHI,tier_5,0.6428571428571429,0.2857142857142857,0.6428571428571429,1.6428571428571428,0.0,0.0,0.0,PHI,2
1029,CB,Kaiir,Elam,Kaiir Elam,WAS,True,0,0,927,0,19,27,30,0,4,15,0,0,0,0,0,14,0,25,0,0,0,0,14,14,Kaiir,Elam,3312.0,3310.0,25.0,Signed,87.0,0.0,0.0,WAS,tier_2,0.0,0.0,1.0,3.5,1.0,1.6181229773462782,0.07142857142857142,WAS,0
