Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,KICKEPBLOCKED,PUNTNETYARDS,PUNTYARDS,KICKFGBLOCKED,PUNTATTEMPTS,PUNTIN20,DOWNSPLAYED,KICKEPATTEMPTS,PUNTLONGEST,SEAS_YEAR,KICKNUMKICKOFFS,STAT_KEEP,GAMERATING,PUNTTOUCHBACKS,KICKFGATTEMPTS,KICKEPMADE,GAMEWINFGSMADE,KICKFGATTEMPTS50ORMORE,KICKFGATTEMPTS40TO49,KICKFGATTEMPTS30TO39,KICKFGATTEMPTS29ORLESS,GAMEWINFGATTEMPTS,KICKFGMADE30TO39,KICKFGMADE29ORLESS,KICKFGMADE,KICKFGLONGEST,GAMESSTARTED,YEARBYYEARTEAMINDEX,KICKTOUCHBACKS,KICKFGMADE50ORMORE,KICKFGMADE40TO49,PUNTBLOCKED,GAMESPLAYED,FirstName_y,LastName_y,Row Excel,Row Editor,TeamIndex,ContractStatus,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,FGPercentage,EPPercentage,Over40YardPercentage,PuntTBPerIn20,YardsPerPunt,NetYardsToPuntYards,TeamName_y,SkillPointKick
154,P,Jake,Camarda,Jake Camarda,KC,0,2453,2705,0,60,16,135,0,46,4,76,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15,8,47,0,0,0,15,Jake,Camarda,3744.0,3742.0,8.0,Signed,77.0,0.0,0.0,KC,tier_4,,,,0.125,45.083333333333336,0.9068391866913124,KC,0
165,K,Andre,Szmyt,Andre Szmyt,DET,0,0,0,1,0,0,59,26,0,4,0,False,0,0,33,23,0,11,14,7,1,0,7,1,28,54,14,18,0,6,14,0,14,Andre,Szmyt,3749.0,3747.0,18.0,Signed,72.0,0.0,0.0,DET,tier_5,0.8484848484848485,0.8846153846153846,0.8,,,,DET,1
184,K,Zane,Gonzalez,Zane Gonzalez,LAC,0,0,0,1,0,0,66,36,0,4,0,False,0,0,30,34,0,8,9,8,5,0,8,5,27,56,14,7,0,6,8,0,14,Zane,Gonzalez,968.0,966.0,7.0,Signed,73.0,0.0,0.0,LAC,tier_5,0.9,0.9444444444444444,0.8235294117647058,,,,LAC,6
185,P,Jordan,Berry,Jordan Berry,HOU,0,3000,3144,0,77,29,141,0,42,4,61,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,31,37,0,0,0,15,Jordan,Berry,192.0,190.0,31.0,Signed,64.0,0.0,0.0,HOU,tier_6,,,,0.0,40.83116883116883,0.9541984732824428,HOU,3
194,P,Brandon,Wright,Brandon Wright,ARI,0,2868,3056,0,69,20,70,0,46,4,1,False,0,6,0,0,0,0,0,0,0,0,0,0,0,0,15,6,0,0,0,0,15,Brandon,Wright,2944.0,2942.0,6.0,Signed,75.0,0.0,0.0,ARI,tier_4,,,,0.3,44.289855072463766,0.9384816753926701,ARI,-6
201,K,Gabe,Brkic,Gabe Brkic,MIN,0,0,0,1,0,0,70,42,0,4,0,False,0,0,28,37,0,14,8,5,1,0,5,1,24,58,15,30,0,10,8,0,15,Gabe,Brkic,2411.0,2409.0,30.0,Signed,75.0,0.0,0.0,MIN,tier_4,0.8571428571428571,0.8809523809523809,0.8181818181818182,,,,MIN,-1
253,P,Jack,Fox,Jack Fox,GB,0,2699,2945,0,63,28,147,0,53,4,84,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15,19,49,0,0,0,15,Jack,Fox,858.0,856.0,19.0,Signed,82.0,0.0,0.0,GB,tier_3,,,,0.07142857142857142,46.74603174603175,0.9164685908319186,GB,0
254,K,Alex,McPherson,Alex McPherson,IND,0,0,0,0,0,0,63,36,0,4,0,False,0,0,27,32,0,9,5,9,4,0,9,4,21,52,15,9,0,3,5,0,15,Alex,McPherson,2545.0,2543.0,9.0,Signed,71.0,0.0,0.0,IND,tier_5,0.7777777777777778,0.8888888888888888,0.5714285714285714,,,,IND,-7
255,K,Aldrick,Rosas,Aldrick Rosas,JAX,0,0,0,0,0,0,74,43,0,4,0,False,0,0,31,41,0,12,7,7,5,0,7,5,30,59,15,16,0,11,7,0,15,Aldrick,Rosas,2268.0,2266.0,16.0,Signed,83.0,0.0,0.0,JAX,tier_3,0.967741935483871,0.9534883720930233,0.9473684210526315,,,,JAX,1
256,P,Ryan,Bujcevski,Ryan Bujcevski,JAX,0,2327,2462,0,57,24,149,0,44,4,91,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,16,52,0,0,0,15,Ryan,Bujcevski,3743.0,3741.0,16.0,Signed,71.0,0.0,0.0,JAX,tier_5,,,,0.041666666666666664,43.19298245614035,0.9451665312753859,JAX,1
257,P,Michael,Palardy,Michael Palardy,NYG,0,2248,2546,0,59,12,54,0,51,4,2,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,13,15,0,0,0,0,15,Michael,Palardy,2030.0,2028.0,15.0,Signed,70.0,0.0,0.0,NYG,tier_5,,,,0.16666666666666666,43.152542372881356,0.8829536527886881,NYG,-4
258,K,Blake,Mazza,Blake Mazza,NYG,0,0,0,1,0,0,134,39,0,4,74,False,0,0,27,35,0,9,10,3,5,0,3,5,21,54,15,15,60,4,9,0,15,Blake,Mazza,3548.0,3546.0,15.0,Signed,72.0,0.0,0.0,NYG,tier_5,0.7777777777777778,0.8974358974358975,0.6842105263157895,,,,NYG,-2
259,P,Joseph,Charlton,Joseph Charlton,IND,0,2505,2741,0,66,21,143,0,43,4,74,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,40,0,0,0,15,Joseph,Charlton,442.0,440.0,9.0,Signed,66.0,0.0,0.0,IND,tier_6,,,,0.0,41.53030303030303,0.9139000364830354,IND,2
260,P,Adam,Williams,Adam Williams,TB,0,3076,3392,0,79,27,158,0,44,4,76,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,5,54,0,0,0,15,Adam,Williams,3745.0,3743.0,5.0,Signed,71.0,0.0,0.0,TB,tier_5,,,,0.037037037037037035,42.936708860759495,0.9068396226415094,TB,0
261,K,Younghoe,Koo,Younghoe Koo,WAS,0,0,0,0,0,0,60,40,0,4,0,False,0,0,26,36,0,10,6,7,3,0,7,3,23,54,14,25,0,7,6,0,15,Younghoe,Koo,1519.0,1517.0,25.0,Signed,82.0,0.0,0.0,WAS,tier_3,0.8846153846153846,0.9,0.8125,,,,WAS,-2
263,K,Cade,York,Cade York,DAL,0,0,0,0,0,0,162,45,0,4,91,False,0,0,32,44,0,13,7,7,5,0,7,5,28,55,15,10,51,9,7,0,15,Cade,York,3126.0,3124.0,10.0,Signed,82.0,0.0,0.0,DAL,tier_3,0.875,0.9777777777777777,0.8,,,,DAL,1
264,P,Michael,Dickson,Michael Dickson,SEA,0,3079,3287,0,72,22,151,0,47,4,75,False,0,4,0,0,0,0,0,0,0,0,0,0,0,0,15,27,51,0,0,1,15,Michael,Dickson,655.0,653.0,27.0,Signed,79.0,0.0,0.0,SEA,tier_4,,,,0.18181818181818182,45.65277777777778,0.9367204137511409,SEA,-1
265,P,Rigoberto,Sanchez,Rigoberto Sanchez,DEN,0,2551,2805,0,62,23,61,0,48,4,0,False,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,1,15,Rigoberto,Sanchez,2306.0,2304.0,3.0,Signed,78.0,0.0,0.0,DEN,tier_4,,,,0.13043478260869565,45.24193548387097,0.9094474153297682,DEN,0
266,K,Sam,Sloman,Sam Sloman,CHI,1,0,0,1,0,0,112,35,0,4,63,False,0,0,16,32,0,5,3,6,2,0,5,2,12,55,15,0,41,2,3,0,15,Sam,Sloman,2407.0,2405.0,0.0,Signed,73.0,0.0,0.0,CHI,tier_5,0.75,0.9142857142857143,0.625,,,,CHI,-3
267,P,Kai,Kroeger,Kai Kroeger,CHI,0,3260,3551,0,81,24,81,0,54,4,2,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,3,15,Kai,Kroeger,352.0,350.0,0.0,Signed,73.0,0.0,0.0,CHI,tier_5,,,,0.08333333333333333,43.839506172839506,0.9180512531681216,CHI,0
268,K,Chris,Boswell,Chris Boswell,DEN,0,0,0,1,0,0,149,41,0,4,83,False,0,0,31,41,0,9,10,6,6,0,6,6,23,52,15,3,42,1,10,0,15,Chris,Boswell,246.0,244.0,3.0,Signed,74.0,0.0,0.0,DEN,tier_5,0.7419354838709677,1.0,0.5789473684210527,,,,DEN,-1
269,K,Justin,Rohrwasser,Justin Rohrwasser,LV,0,0,0,1,0,0,64,34,0,4,0,False,0,0,36,33,0,16,7,9,4,0,8,4,26,57,14,22,0,8,6,0,15,Justin,Rohrwasser,2264.0,2262.0,22.0,Signed,79.0,0.0,0.0,LV,tier_4,0.7222222222222222,0.9705882352941176,0.6086956521739131,,,,LV,-4
270,K,Joey,Slye,Joey Slye,NO,0,0,0,1,0,0,63,30,0,4,0,False,0,0,33,25,0,14,11,5,3,0,5,3,27,57,15,26,0,9,10,0,15,Joey,Slye,2409.0,2407.0,26.0,Signed,70.0,0.0,0.0,NO,tier_5,0.8181818181818182,0.8333333333333334,0.76,,,,NO,-2
271,P,Tommy,Townsend,Tommy Townsend,NO,0,3255,3488,0,78,17,156,0,46,4,76,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,26,45,0,0,0,15,Tommy,Townsend,2653.0,2651.0,26.0,Signed,76.0,0.0,0.0,NO,tier_4,,,,0.058823529411764705,44.717948717948715,0.9331995412844036,NO,0
272,K,Justin,Tucker,Justin Tucker,CAR,0,0,0,0,0,0,141,37,0,4,75,False,0,0,27,33,0,7,10,5,5,0,5,5,24,55,15,20,49,4,10,0,15,Justin,Tucker,2668.0,2666.0,20.0,Signed,84.0,0.0,0.0,CAR,tier_3,0.8888888888888888,0.8918918918918919,0.8235294117647058,,,,CAR,-2
273,P,Tress,Way,Tress Way,WAS,0,3004,3227,0,71,23,146,0,52,4,77,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,25,45,0,0,0,15,Tress,Way,2774.0,2772.0,25.0,Signed,77.0,0.0,0.0,WAS,tier_4,,,,0.0,45.45070422535211,0.9308955686396033,WAS,3
274,K,Cairo,Santos,Cairo Santos,SEA,0,0,0,0,0,0,57,26,0,4,0,False,0,0,31,22,0,7,8,9,7,0,9,7,28,55,15,27,0,4,8,0,15,Cairo,Santos,2311.0,2309.0,27.0,Signed,78.0,0.0,0.0,SEA,tier_4,0.9032258064516129,0.8461538461538461,0.8,,,,SEA,-2
275,P,Jake,Bailey,Jake Bailey,LV,0,2717,2981,0,65,19,146,0,52,4,81,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,22,49,0,0,1,15,Jake,Bailey,113.0,111.0,22.0,Signed,79.0,0.0,0.0,LV,tier_4,,,,0.0,45.86153846153846,0.9114391143911439,LV,2
276,P,Dom,Maggio,Dom Maggio,NE,0,3292,3451,0,84,26,88,0,42,4,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,21,0,0,0,0,15,Dom,Maggio,1673.0,1671.0,21.0,Signed,65.0,0.0,0.0,NE,tier_6,,,,0.0,41.083333333333336,0.9539263981454651,NE,5
277,K,Ka'imi,Fairbairn,Ka'imi Fairbairn,NE,0,0,0,0,0,0,120,33,0,4,62,False,0,0,23,29,0,9,10,0,4,0,0,4,17,55,15,21,41,3,10,0,15,Ka'imi,Fairbairn,785.0,783.0,21.0,Signed,73.0,0.0,0.0,NE,tier_5,0.7391304347826086,0.8787878787878788,0.6842105263157895,,,,NE,-4
279,K,Daniel,Carlson,Daniel Carlson,PIT,0,0,0,0,0,0,57,39,0,4,0,False,0,0,18,36,0,3,7,7,1,0,7,1,15,48,14,28,0,0,7,0,14,Daniel,Carlson,407.0,405.0,28.0,Signed,71.0,0.0,0.0,PIT,tier_5,0.8333333333333334,0.9230769230769231,0.7,,,,PIT,4
280,K,Camden,Lewis,Camden Lewis,TB,0,0,0,1,0,0,61,38,0,4,0,False,0,0,23,37,0,3,9,6,5,0,6,5,21,51,14,5,0,1,9,0,14,Camden,Lewis,2102.0,2100.0,5.0,Signed,69.0,0.0,0.0,TB,tier_6,0.9130434782608695,0.9736842105263158,0.8333333333333334,,,,TB,11
281,K,Josh,Lambo,Josh Lambo,LAR,0,0,0,0,0,0,109,28,0,4,59,False,0,0,21,28,0,4,7,6,4,0,6,4,17,48,15,23,39,0,7,0,15,Josh,Lambo,1537.0,1535.0,23.0,Signed,72.0,0.0,0.0,LAR,tier_5,0.8095238095238095,1.0,0.6363636363636364,,,,LAR,3
282,P,Tom,Hutton,Tom Hutton,LAR,0,3276,3562,0,83,27,84,0,44,4,1,False,0,5,0,0,0,0,0,0,0,0,0,0,0,0,15,23,0,0,0,0,15,Tom,Hutton,2701.0,2699.0,23.0,Signed,71.0,0.0,0.0,LAR,tier_5,,,,0.18518518518518517,42.91566265060241,0.9197080291970803,LAR,-3
284,P,J.K.,Scott,J.K. Scott,BUF,0,3759,3935,0,88,30,149,0,46,4,61,False,0,5,0,0,0,0,0,0,0,0,0,0,0,0,15,2,33,0,0,0,15,J.K.,Scott,2333.0,2331.0,2.0,Signed,76.0,0.0,0.0,BUF,tier_4,,,,0.16666666666666666,44.71590909090909,0.9552731893265566,BUF,-2
285,P,Logan,Cooke,Logan Cooke,TEN,0,2479,2706,0,64,16,146,0,43,4,77,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,29,46,0,0,0,15,Logan,Cooke,516.0,514.0,29.0,Signed,68.0,0.0,0.0,TEN,tier_6,,,,0.0625,42.28125,0.9161123429416113,TEN,2
287,K,Rodrigo,Blankenship,Rodrigo Blankenship,ARI,0,0,0,0,0,0,142,36,0,4,77,False,0,0,27,34,0,9,3,8,7,0,8,7,22,54,15,6,49,4,3,0,15,Rodrigo,Blankenship,210.0,208.0,6.0,Signed,75.0,0.0,0.0,ARI,tier_4,0.8148148148148148,0.9444444444444444,0.5833333333333334,,,,ARI,-4
288,P,Chris,Jones,Chris Jones,SF,0,2948,3225,0,77,22,148,0,43,4,70,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,14,43,0,0,0,15,Chris,Jones,1411.0,1409.0,14.0,Signed,67.0,0.0,0.0,SF,tier_6,,,,0.045454545454545456,41.883116883116884,0.9141085271317829,SF,1
289,P,Pressley,Harvin III,Pressley Harvin III,DAL,0,3006,3255,0,72,19,68,0,53,4,1,False,0,5,0,0,0,0,0,0,0,0,0,0,0,0,14,10,0,0,0,0,15,Pressley,Harvin III,1108.0,1106.0,10.0,Signed,77.0,0.0,0.0,DAL,tier_4,,,,0.2631578947368421,45.208333333333336,0.9235023041474655,DAL,-5
290,K,Austin,Seibert,Austin Seibert,GB,0,0,0,0,0,0,73,43,0,4,0,False,0,0,31,39,0,10,9,5,7,0,5,7,26,57,14,19,0,6,8,0,15,Austin,Seibert,2342.0,2340.0,19.0,Signed,78.0,0.0,0.0,GB,tier_4,0.8387096774193549,0.9069767441860465,0.7368421052631579,,,,GB,-1
292,P,Tucker,Day,Tucker Day,CAR,0,2944,3087,0,70,29,71,0,45,4,0,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15,20,0,0,0,0,15,Tucker,Day,3746.0,3744.0,20.0,Signed,74.0,0.0,0.0,CAR,tier_5,,,,0.06896551724137931,44.1,0.9536767087787495,CAR,4
293,P,Blake,Gillikin,Blake Gillikin,LAC,0,2793,2947,0,67,25,155,0,45,4,84,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,7,59,0,0,0,15,Blake,Gillikin,941.0,939.0,7.0,Signed,73.0,0.0,0.0,LAC,tier_5,,,,0.04,43.985074626865675,0.9477434679334917,LAC,1
294,P,Corey,Bojorquez,Corey Bojorquez,MIN,0,2527,2709,0,60,22,143,0,46,4,80,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,30,53,0,0,1,15,Corey,Bojorquez,226.0,224.0,30.0,Signed,77.0,0.0,0.0,MIN,tier_4,,,,0.0,45.15,0.9328165374677002,MIN,3
295,P,Tory,Taylor,Tory Taylor,NYJ,0,3237,3549,0,82,18,157,0,46,4,73,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,17,39,0,0,1,15,Tory,Taylor,2940.0,2938.0,17.0,Signed,71.0,0.0,0.0,NYJ,tier_5,,,,0.05555555555555555,43.28048780487805,0.9120879120879121,NYJ,0
297,P,Mitch,Wishnowsky,Mitch Wishnowsky,ATL,0,2795,2935,0,66,17,67,0,46,4,1,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,13,0,0,0,0,15,Mitch,Wishnowsky,2914.0,2912.0,13.0,Signed,75.0,0.0,0.0,ATL,tier_4,,,,0.058823529411764705,44.46969696969697,0.9522998296422487,ATL,1
298,K,Jack,Podlesny,Jack Podlesny,ATL,0,0,0,1,0,0,178,42,0,4,93,False,0,0,40,38,0,18,14,5,3,0,5,3,31,58,15,13,56,9,14,0,15,Jack,Podlesny,1128.0,1126.0,13.0,Signed,76.0,0.0,0.0,ATL,tier_4,0.775,0.9047619047619048,0.71875,,,,ATL,-4
299,K,Tyler,Bass,Tyler Bass,CLE,0,0,0,0,0,0,72,39,0,4,0,False,0,0,33,37,0,12,7,7,7,0,7,7,28,56,15,4,0,7,7,0,15,Tyler,Bass,149.0,147.0,4.0,Signed,76.0,0.0,0.0,CLE,tier_4,0.8484848484848485,0.9487179487179487,0.7368421052631579,,,,CLE,1
300,P,Johnny,Hekker,Johnny Hekker,CLE,0,2720,2904,0,63,33,152,0,47,4,86,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,4,50,0,0,0,15,Johnny,Hekker,1131.0,1129.0,4.0,Signed,80.0,0.0,0.0,CLE,tier_3,,,,0.030303030303030304,46.095238095238095,0.9366391184573003,CLE,1
301,K,Jake,Elliott,Jake Elliott,NYJ,0,0,0,1,0,0,51,27,0,4,0,False,0,0,32,23,0,18,5,5,4,0,5,4,26,57,13,17,0,12,5,0,14,Jake,Elliott,754.0,752.0,17.0,Signed,72.0,0.0,0.0,NYJ,tier_5,0.8125,0.8518518518518519,0.7391304347826086,,,,NYJ,-3
302,P,A.J.,Cole III,A.J. Cole III,PHI,0,2224,2465,0,55,19,21,0,54,4,0,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,0,0,0,15,A.J.,Cole III,481.0,479.0,12.0,Signed,75.0,0.0,0.0,PHI,tier_4,,,,0.10526315789473684,44.81818181818182,0.9022312373225152,PHI,-1
303,K,Wil,Lutz,Wil Lutz,PHI,0,0,0,0,0,0,100,33,0,4,74,False,0,0,31,29,0,9,11,7,4,0,6,4,25,54,15,12,47,7,8,0,15,Wil,Lutz,1654.0,1652.0,12.0,Signed,77.0,0.0,0.0,PHI,tier_4,0.8064516129032258,0.8787878787878788,0.75,,,,PHI,-2
304,K,Brandon,McManus,Brandon McManus,BAL,1,0,0,0,0,0,50,32,0,4,0,False,0,0,18,28,0,4,6,5,3,0,5,3,14,47,14,24,0,0,6,0,14,Brandon,McManus,1770.0,1768.0,24.0,Signed,68.0,0.0,0.0,BAL,tier_6,0.7777777777777778,0.875,0.6,,,,BAL,-2
305,P,Arryn,Siposs,Arryn Siposs,BAL,0,2865,3151,0,74,21,143,0,44,4,62,False,0,5,0,0,0,0,0,0,0,0,0,0,0,0,15,24,39,0,0,0,15,Arryn,Siposs,2392.0,2390.0,24.0,Signed,70.0,0.0,0.0,BAL,tier_5,,,,0.23809523809523808,42.58108108108108,0.9092351634401777,BAL,-4
306,P,Braden,Mann,Braden Mann,CIN,0,2538,2700,0,60,21,61,0,46,4,1,False,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,14,Braden,Mann,1683.0,1681.0,1.0,Signed,77.0,0.0,0.0,CIN,tier_4,,,,0.14285714285714285,45.0,0.94,CIN,1
