FullName,Position,TeamName,SkillPointOL
Jordan Tonga,RG,CAR,-2
Josh Parks,RT,SF,6
Josh Petty,RT,HOU,4
Junior Hines,LG,TEN,-1
Justin Hasenhuetl,RG,GB,2
Justin Traynor,C,TB,2
Kadyn Proctor,LT,PHI,-1
Kasey Taylor,RT,CHI,5
Kelvin Banks Jr,LG,WAS,0
Kennyi Jarrel,RG,BAL,2
Keshawn Davila,RT,BAL,-1
Keyshawn Downing,LG,LV,-2
Kinglsey Suamataia,RT,CLE,1
Klay Michaels,C,SF,1
Korbett Howard,LG,PHI,-1
Lamar Brown,LG,CIN,-1
Lance Foster,LT,CHI,4
Leati Alofaituli,LG,CLE,-1
Logan Taylor,RT,KC,-3
Lucas Ellefson,C,NYJ,3
Lucas Mitchell,C,IND,0
Lucas Pollard,LG,NYG,-2
Mackey Maillho,RT,TB,1
Malachi Goodman,LG,IND,-5
Marcell Coleman,RT,IND,0
Marcus Henderson,RG,NE,-2
Mario Nash Jr,LG,ATL,5
Mark Creagh,LG,KC,1
Marlon Russell,RG,PHI,-3
Masai Kalawaia,RT,MIA,-1
Mason Alexander,LT,GB,4
Matt Mackey,C,BAL,1
Matthew Raymond,LT,JAX,2
Matthew Rhodes,C,SF,-2
Michael Carroll,LG,JAX,1
Michael Oladejo,RG,NO,-4
Michael Pearson,LG,SF,3
Mitch Carrington,RG,LAR,-7
Morgan Sheldon,RT,DEN,3
Oladayo Momodu,RT,ATL,2
Omarion Brooks,LT,GB,-2
Owen McLane,RG,DAL,1
Parker Wesevich,RG,ATL,2
Paul Diamanka,LT,TEN,-5
Paul Ferguson,RG,BUF,0
Penei Sewell,RT,SEA,-10
Pierre Dean,C,HOU,1
Quentin Adams,LG,KC,1
Quincey Carmichael,LT,CIN,-5
Quinci Ferguson,RG,CHI,-2
Rashaud Gray,LT,NYJ,4
Raymond Pulido,RG,DET,-3
Roshawn Holt,RT,PIT,1
Ryan Krueger,RG,JAX,-1
Ryder Lucas,LG,CIN,2
Rylan Harrell,LG,DEN,-1
Samson Okunlola,RT,CIN,-2
Sean Maddox,RT,IND,0
Sean Parsons,RG,TEN,-4
Shane Freeman,RT,LAC,3
Shawn Holcomb,C,MIN,12
Sione Auva'a,LG,NE,3
Steven Stogner,LG,MIA,-1
Travis Bonner,LT,HOU,-5
Travis Calloway,RT,SEA,2
Trent Heinicke,LG,IND,8
Trevor Alexander,LT,KC,-5
Trey Thurman,LT,WAS,1
Ty Haywood,LT,NO,-5
Tyler Cavanaugh,C,GB,3
Tyler Smith,LG,CLE,4
Tyrone Ferrell Jr,RT,BUF,0
Victor Smith,LT,ATL,3
Vince Clinton,C,BUF,8
Walter Nash,C,PIT,13
Walter Samuel,RG,DAL,0
Wendell Robertson,RT,TB,-3
Will Olsen,RT,NO,-3
Zach McClain,RT,DEN,1
