Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,KICKEPBLOCKED,PUNTNETYARDS,PUNTYARDS,KICKFGBLOCKED,PUNTATTEMPTS,PUNTIN20,DOWNSPLAYED,KICKEPATTEMPTS,PUNTLONGEST,SEAS_YEAR,KICKNUMKICKOFFS,STAT_KEEP,GAMERATING,PUNTTOUCHBACKS,KICKFGATTEMPTS,KICKEPMADE,GAMEWINFGSMADE,KICKFGATTEMPTS50ORMORE,KICKFGATTEMPTS40TO49,KICKFGATTEMPTS30TO39,KICKFGATTEMPTS29ORLESS,GAMEWINFGATTEMPTS,KICKFGMADE30TO39,KICKFGMADE29ORLESS,KICKFGMADE,KICKFGLONGEST,GAMESSTARTED,YEARBYYEARTEAMINDEX,KICKTOUCHBACKS,KICKFGMADE50ORMORE,KICKFGMADE40TO49,PUNTBLOCKED,GAMESPLAYED,FirstName_y,LastName_y,PLYR_ASSETNAME,Row Excel,Row Editor,YearsPro,Age,PLYR_DRAFTROUND,TeamIndex,ContractStatus,TraitDevelopment,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,FGPercentage,EPPercentage,LongestFG,PuntTBPerIn20,YardsPerPunt,NetYardsToPuntYards,TeamName_y,SkillPointKick
414,K,Mateo,Galindo,Mateo Galindo,SF,0,0,0,1,0,0,187,43,0,11,88,True,0,0,31,40,0,7,9,5,10,0,5,9,26,58,17,14,18,7,5,0,17,Mateo,Galindo,MateoGalindo_3363305,3315.0,3313.0,2.0,25.0,63.0,14.0,Signed,Normal,73.0,0.0,0.0,SF,tier_5,0.8387096774193549,0.9302325581395349,58,,,,SF,-1.0
415,P,Tyler,Kinsman,Tyler Kinsman,TEN,0,3792,4033,0,84,25,152,0,60,11,40,True,0,5,0,0,0,0,0,0,0,0,0,0,0,0,17,29,8,0,0,0,17,Tyler,Kinsman,TylerKinsman_63306,3517.0,3515.0,6.0,29.0,63.0,29.0,Signed,Star,79.0,0.0,0.0,TEN,tier_4,,,0,0.2,48.01190476190476,0.9402429952888669,TEN,1.0
416,K,Nolan,Middleton,Nolan Middleton,DEN,1,0,0,0,0,0,89,51,0,11,0,True,0,0,32,48,0,11,6,7,8,0,7,8,29,59,16,3,0,8,6,0,16,Nolan,Middleton,NolanMiddleton_3463422,3600.0,3598.0,1.0,24.0,63.0,3.0,Signed,Normal,70.0,0.0,0.0,DEN,tier_5,0.90625,0.9411764705882353,59,,,,DEN,2.0
417,K,Brock,Taylor,Brock Taylor,NYJ,0,0,0,1,0,0,189,42,0,11,93,True,0,0,36,39,0,9,9,3,15,0,3,15,34,58,17,17,19,8,8,0,17,Brock,Taylor,BrockTaylor_75,2122.0,2120.0,7.0,30.0,7.0,17.0,Signed,Star,75.0,0.0,0.0,NYJ,tier_4,0.9444444444444444,0.9285714285714286,58,,,,NYJ,-2.0
418,K,Will,Reichard,Will Reichard,NE,0,0,0,1,0,0,78,48,0,11,0,True,0,0,25,45,0,5,9,9,2,0,9,2,23,56,17,21,0,4,8,0,17,Will,Reichard,ReichardWill_15004,3445.0,3443.0,11.0,34.0,7.0,21.0,Signed,Star,75.0,0.0,0.0,NE,tier_4,0.92,0.9375,56,,,,NE,-3.0
446,K,Ramon,Ortega,Ramon Ortega,WAS,0,0,0,0,0,0,38,13,0,11,0,True,0,0,18,13,0,9,3,2,4,0,2,4,9,54,10,25,0,2,1,0,10,,,,,,,,,,,,,,,,,0.5,1.0,54,,,,,
448,K,Ejnar,Johansson,Ejnar Johansson,JAX,0,0,0,1,0,0,92,62,0,11,0,True,0,0,34,59,0,10,6,9,9,0,8,9,30,59,17,16,0,7,6,0,17,Ejnar,Johansson,EjnarJohansson_34636,3157.0,3155.0,1.0,23.0,6.0,16.0,Signed,Normal,77.0,0.0,0.0,JAX,tier_4,0.8823529411764706,0.9516129032258065,59,,,,JAX,-1.0
449,K,Trent,Carmichael,Trent Carmichael,CHI,0,0,0,0,0,0,200,49,0,11,102,True,0,0,39,48,0,7,12,10,10,0,9,10,36,57,17,0,22,6,11,0,17,Trent,Carmichael,TrentCarmichael_3263326,2448.0,2446.0,3.0,24.0,63.0,0.0,Signed,Normal,76.0,0.0,0.0,CHI,tier_4,0.9230769230769231,0.9795918367346939,57,,,,CHI,1.0
452,K,Brad,Wilson,Brad Wilson,TEN,0,0,0,0,0,0,117,30,0,11,33,True,0,0,28,30,0,7,7,4,10,0,4,9,26,59,17,29,6,6,7,0,17,Brad,Wilson,BradWilson_3163316,3228.0,3226.0,4.0,27.0,63.0,29.0,Signed,Normal,78.0,0.0,0.0,TEN,tier_4,0.9285714285714286,1.0,59,,,,TEN,3.0
454,P,Allan,McCann,Allan McCann,GB,0,3083,3388,0,73,35,88,0,53,11,0,True,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,19,0,0,0,1,17,Allan,McCann,AllanMcCann_35633,3314.0,3312.0,0.0,22.0,6.0,19.0,Signed,Normal,72.0,0.0,0.0,GB,tier_5,,,0,0.08571428571428572,46.41095890410959,0.9099763872491146,GB,0.0
455,K,Joshua,Karty,Joshua Karty,MIN,0,0,0,0,0,0,152,42,0,11,76,True,0,0,20,41,0,6,4,3,7,0,3,7,19,61,17,30,9,6,3,0,17,Joshua,Karty,KartyJoshua_15005,3357.0,3355.0,11.0,33.0,5.0,30.0,Signed,Star,75.0,0.0,0.0,MIN,tier_4,0.95,0.9761904761904762,61,,,,MIN,3.0
456,P,Shane,Coyle,Shane Coyle,CLE,0,3243,3497,0,75,31,82,0,54,11,0,True,0,6,0,0,0,0,0,0,0,0,0,0,0,0,17,4,0,0,0,0,17,Shane,Coyle,ShaneCoyle_3563453,2362.0,2360.0,0.0,23.0,63.0,4.0,Signed,Normal,72.0,0.0,0.0,CLE,tier_5,,,0,0.1935483870967742,46.626666666666665,0.9273663139834144,CLE,0.0
457,K,Jai,Patel,Jai Patel,BUF,0,0,0,1,0,0,141,32,0,11,62,True,0,0,25,30,0,8,4,7,6,0,6,4,17,58,14,2,12,5,2,0,14,,,,,,,,,,,,,,,,,0.68,0.9375,58,,,,,
467,K,Peyton,Woodring,Peyton Woodring,LV,0,0,0,1,0,0,178,46,0,11,94,True,0,0,33,45,0,7,6,6,14,0,5,12,28,59,17,22,16,5,6,0,17,Peyton,Woodring,PeytonWoodring_716,356.0,354.0,8.0,30.0,7.0,22.0,Signed,Normal,78.0,0.0,0.0,LV,tier_4,0.8484848484848485,0.9782608695652174,59,,,,LV,-1.0
482,P,Decam,Duley,Decam Duley,ATL,0,3478,3719,0,79,19,163,0,54,11,80,True,0,4,0,0,0,0,0,0,0,0,0,0,0,0,17,13,15,0,0,0,17,Decam,Duley,DecamDuley_519,674.0,672.0,7.0,29.0,5.0,13.0,Signed,Star,77.0,0.0,0.0,ATL,tier_4,,,0,0.21052631578947367,47.075949367088604,0.9351976337725195,ATL,-1.0
485,P,Drew,Barton,Drew Barton,IND,0,2747,2931,0,64,21,70,0,53,11,0,True,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,9,0,0,0,0,16,Drew,Barton,DrewBarton_34710,3439.0,3437.0,1.0,23.0,7.0,9.0,Signed,Normal,72.0,0.0,0.0,IND,tier_5,,,0,0.14285714285714285,45.796875,0.9372227908563631,IND,0.0
486,P,Anthony,Harris,Anthony Harris,LAR,0,4515,4769,0,97,34,184,0,61,11,75,True,0,5,0,0,0,0,0,0,0,0,0,0,0,0,17,23,8,0,0,0,17,Anthony,Harris,AnthonyHarris_3263412,2802.0,2800.0,3.0,25.0,63.0,23.0,Signed,Normal,83.0,0.0,0.0,LAR,tier_3,,,0,0.14705882352941177,49.16494845360825,0.9467393583560495,LAR,2.0
533,P,Aleksi,Pulkkinen,Aleksi Pulkkinen,SF,0,3468,3651,0,79,25,104,0,53,11,0,True,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,14,0,0,0,0,17,Aleksi,Pulkkinen,AleksiPulkkinen_3352,3178.0,3176.0,2.0,23.0,5.0,14.0,Signed,Normal,70.0,0.0,0.0,SF,tier_5,,,0,0.12,46.21518987341772,0.9498767460969597,SF,2.0
534,P,Travis,Svendsen,Travis Svendsen,SEA,0,3427,3643,0,75,26,175,0,54,11,82,True,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,27,18,0,0,0,17,Travis,Svendsen,TravisSvendsen_32635,1579.0,1577.0,3.0,24.0,6.0,27.0,Signed,Star,79.0,0.0,0.0,SEA,tier_4,,,0,0.11538461538461539,48.57333333333333,0.9407082075212737,SEA,4.0
549,P,Aidan,Flintoft,Aidan Flintoft,TB,0,3239,3362,0,72,23,176,0,54,11,94,True,0,6,0,0,0,0,0,0,0,0,0,0,0,0,17,5,20,0,0,0,17,Aidan,Flintoft,AidanFlintoft_51,690.0,688.0,8.0,31.0,5.0,5.0,Signed,Normal,77.0,0.0,0.0,TB,tier_4,,,0,0.2608695652173913,46.69444444444444,0.9634146341463414,TB,0.0
550,K,Lukas,Halvorsen,Lukas Halvorsen,GB,0,0,0,0,0,0,153,39,0,11,79,True,0,0,28,38,0,5,6,6,11,0,5,8,23,57,17,19,11,5,5,0,17,Lukas,Halvorsen,LukasHalvorsen_32416,1294.0,1292.0,3.0,26.0,4.0,19.0,Signed,Normal,75.0,0.0,0.0,GB,tier_4,0.8214285714285714,0.9743589743589743,57,,,,GB,-1.0
604,K,Henry,Steiner,Henry Steiner,SEA,0,0,0,0,0,0,80,37,0,11,0,True,0,0,30,37,0,8,7,8,7,0,8,6,26,56,17,27,0,5,7,0,17,Henry,Steiner,HenrySteiner_35613,1653.0,1651.0,0.0,22.0,6.0,27.0,Signed,Normal,75.0,0.0,0.0,SEA,tier_4,0.8666666666666667,1.0,56,,,,SEA,1.0
605,K,Aeeron,Burrell,Aeeron Burrell,PHI,1,0,0,1,0,0,183,46,0,11,94,True,0,0,36,44,0,7,8,14,7,0,12,6,29,59,17,12,19,4,7,0,17,Aeeron,Burrell,AeeronBurrell_2978,1220.0,1218.0,6.0,28.0,7.0,12.0,Signed,Normal,75.0,0.0,0.0,PHI,tier_4,0.8055555555555556,0.9565217391304348,59,,,,PHI,-2.0
608,P,Jamie,Gillan,Jamie Gillan,NO,0,3589,3821,0,83,27,85,0,53,11,0,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,26,0,0,0,0,17,Jamie,Gillan,GillanJamie_20794,1005.0,1003.0,16.0,38.0,63.0,26.0,Signed,Normal,72.0,0.0,0.0,NO,tier_5,,,0,0.037037037037037035,46.036144578313255,0.9392829102329233,NO,2.0
609,K,Andrew,O'Brien,Andrew O'Brien,TB,0,0,0,1,0,0,96,48,0,11,0,True,0,0,32,45,0,8,9,6,9,0,5,8,27,56,17,5,0,6,8,0,17,Andrew,O'Brien,AndrewO'Brien_3342,3240.0,3238.0,2.0,23.0,4.0,5.0,Signed,Star,72.0,0.0,0.0,TB,tier_5,0.84375,0.9375,56,,,,TB,-2.0
616,P,Trent,Kozlowski,Trent Kozlowski,PIT,0,2210,2472,0,54,28,63,0,57,11,0,True,0,7,0,0,0,0,0,0,0,0,0,0,0,0,17,28,0,0,0,1,17,Trent,Kozlowski,TrentKozlowski_34723,626.0,624.0,1.0,23.0,7.0,28.0,Signed,Star,72.0,0.0,0.0,PIT,tier_5,,,0,0.25,45.77777777777778,0.8940129449838188,PIT,-3.0
617,P,Palmer,Williams,Palmer Williams,MIN,0,3518,3976,0,84,20,97,0,54,11,0,True,0,4,0,0,0,0,0,0,0,0,0,0,0,0,17,30,0,0,0,0,17,Palmer,Williams,PalmerWilliams_728,2029.0,2027.0,8.0,31.0,7.0,30.0,Signed,Normal,74.0,0.0,0.0,MIN,tier_5,,,0,0.2,47.333333333333336,0.8848088531187123,MIN,-2.0
618,P,Kyle,Parker,Kyle Parker,HOU,0,3192,3353,0,70,28,72,0,54,11,0,True,0,8,0,0,0,0,0,0,0,0,0,0,0,0,17,31,0,0,0,1,17,Kyle,Parker,KyleParker_33641,3171.0,3169.0,2.0,24.0,6.0,31.0,Signed,Normal,76.0,0.0,0.0,HOU,tier_4,,,0,0.2857142857142857,47.9,0.9519832985386222,HOU,-2.0
619,P,Dylan,Joyce,Dylan Joyce,NYJ,0,3532,3717,0,80,27,104,0,53,11,0,True,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,17,Dylan,Joyce,DylanJoyce_63359,1320.0,1318.0,8.0,30.0,63.0,17.0,Signed,Normal,75.0,0.0,0.0,NYJ,tier_4,,,0,0.1111111111111111,46.4625,0.9502286790422384,NYJ,0.0
620,P,Ezra,Feldman,Ezra Feldman,LV,0,3224,3404,0,71,23,77,0,54,11,0,True,0,5,0,0,0,0,0,0,0,0,0,0,0,0,17,22,0,0,0,0,17,Ezra,Feldman,EzraFeldman_32741,2807.0,2805.0,3.0,26.0,7.0,22.0,Signed,Normal,75.0,0.0,0.0,LV,tier_4,,,0,0.21739130434782608,47.943661971830984,0.9471210340775558,LV,1.0
621,K,Clifton,Fitzpatrick,Clifton Fitzpatrick,PIT,0,0,0,0,0,0,138,53,0,11,105,True,0,0,33,48,0,10,9,4,10,0,4,10,28,62,17,28,12,8,6,0,17,Clifton,Fitzpatrick,CliftonFitzpatrick_3463393,3364.0,3362.0,1.0,23.0,63.0,28.0,Signed,Normal,70.0,0.0,0.0,PIT,tier_5,0.8484848484848485,0.9056603773584906,62,,,,PIT,-2.0
628,P,Mitchell,Lake,Mitchell Lake,BAL,0,3661,3869,0,81,33,86,0,53,11,0,True,0,2,0,0,0,0,0,0,0,0,0,0,0,0,17,24,0,0,0,0,17,Mitchell,Lake,MitchellLake_63350,1146.0,1144.0,8.0,31.0,63.0,24.0,Signed,Normal,76.0,0.0,0.0,BAL,tier_4,,,0,0.06060606060606061,47.76543209876543,0.9462393383303179,BAL,3.0
637,P,Ian,Schwartz,Ian Schwartz,BUF,0,3713,3993,0,88,30,127,0,52,11,15,True,0,2,0,0,0,0,0,0,0,0,0,0,0,0,17,2,1,0,0,0,17,Ian,Schwartz,IanSchwartz_3263415,2812.0,2810.0,3.0,27.0,63.0,2.0,Signed,Normal,70.0,0.0,0.0,BUF,tier_5,,,0,0.06666666666666667,45.375,0.9298772852491861,BUF,0.0
638,P,Riley,Norton,Riley Norton,NE,0,3661,3821,0,78,26,172,0,55,11,87,True,0,5,0,0,0,0,0,0,0,0,0,0,0,0,17,21,14,0,0,0,17,Riley,Norton,RileyNorton_30530,2027.0,2025.0,5.0,31.0,63.0,21.0,Signed,Superstar,85.0,0.0,0.0,NE,tier_2,,,0,0.19230769230769232,48.98717948717949,0.958126144988223,NE,1.0
