Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,STAT_KEEP,DLINEFUMBLERECOVERYYARDS,DSECINTRETURNYARDS,DOWNSPLAYED,DLINEFUMBLERECOVERIES,ASSDEFTACKLES,BIGHITS,DEFTACKLES,DLINEHALFSACK,SEAS_YEAR,CTHALLOWED,DSECINTLONGESTRETURN,DLINESAFETIES,DSECINTS,DSECINTTDS,GAMERATING,DEFPASSDEFLECTIONS,DLINEBLOCKS,YEARBYYEARTEAMINDEX,DEFTACKLESFORLOSS,DLINEFORCEDFUMBLES,DLINESACKS,DLINEFUMBLETDS,GAMESPLAYED,GAMESSTARTED,FirstName_y,LastName_y,PLYR_ASSETNAME,Row Excel,Row Editor,YearsPro,Age,PLYR_DRAFTROUND,TeamIndex,ContractStatus,TraitDevelopment,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,DLSacksAndTFLPer1000Snaps,DTSacksAndTFLPer1000Snaps,TotalTurnoversPer1000Snaps,LBSacksTFLPassDeflPer1000Snaps,TacklesPer1000Snaps,CBPassDeflPer1000Snaps,CBCatchAllowPer100Snaps,SafetiesCatchAllowMinusPDPerGame,TeamName_y,SkillPointDef
1890,CB,J.T.,Knighton,J.T. Knighton,SF,True,0,40,370,0,3,13,20,0,11,7,28,0,2,1,0,4,1,14,0,1,0,0,16,1,J.T.,Knighton,J.T.Knighton_3247,1229.0,1227.0,3.0,26.0,4.0,14.0,Signed,Normal,72.0,0.0,0.0,SF,tier_5,0.0,0.0,13.513513513513514,10.81081081081081,62.16216216216217,10.81081081081081,1.891891891891892,0.1875,SF,8
1891,CB,Jaylin,Davies,Jaylin Davies,MIA,True,0,17,1002,0,14,23,33,0,11,19,17,0,1,0,0,10,0,11,0,0,0,0,17,7,Jaylin,Davies,JaylinDavies_73,20.0,18.0,9.0,32.0,7.0,11.0,Signed,Star,75.0,0.0,0.0,MIA,tier_4,0.0,0.0,0.998003992015968,9.980039920159681,46.906187624750494,9.980039920159681,1.8962075848303395,0.5294117647058824,MIA,-1
1892,CB,Daylen,Austin,Daylen Austin,MIA,True,0,95,862,0,18,44,69,0,11,42,35,0,5,0,0,15,0,11,2,0,0,0,15,15,Daylen,Austin,DaylenAustin_112,1076.0,1074.0,9.0,30.0,1.0,11.0,Signed,Star,78.0,0.0,0.0,MIA,tier_4,2.320185614849188,2.320185614849188,5.800464037122969,19.721577726218097,100.92807424593968,17.40139211136891,4.872389791183294,1.8,MIA,3
1893,FS,Ma'khi,Jones,Ma'khi Jones,MIA,True,0,33,599,0,12,16,24,0,11,7,33,0,1,0,0,3,0,11,0,0,0,0,17,0,Ma'khi,Jones,Ma'khiJones_2963370,935.0,933.0,6.0,28.0,63.0,11.0,Signed,Normal,67.0,0.0,0.0,MIA,tier_6,0.0,0.0,1.669449081803005,5.0083472454090145,60.10016694490818,5.0083472454090145,1.1686143572621035,0.23529411764705882,MIA,-1
1894,RE,Ray'lyn,Heyward,Ray'lyn Heyward,MIA,True,0,0,561,0,10,11,17,1,11,0,0,0,0,0,0,0,0,11,5,0,2,0,17,4,Ray'lyn,Heyward,Ray'lynHeyward_35125,1632.0,1630.0,0.0,21.0,1.0,11.0,Signed,Normal,72.0,0.0,0.0,MIA,tier_5,16.0427807486631,17.825311942959,0.0,12.477718360071302,48.1283422459893,0.0,0.0,0.0,MIA,-3
1895,ROLB,Darnell,Edwards Jr,Darnell Edwards Jr,MIA,True,0,0,469,0,5,10,14,0,11,5,0,0,0,0,0,0,0,11,0,1,0,0,17,12,Darnell,Edwards Jr,DarnellEdwards Jr_35333,3346.0,3344.0,0.0,23.0,3.0,11.0,Signed,Star,70.0,0.0,0.0,MIA,tier_5,0.0,0.0,2.1321961620469083,0.0,40.51172707889126,0.0,1.0660980810234542,0.29411764705882354,MIA,-6
1906,CB,Sean,Gabriel,Sean Gabriel,DET,True,0,0,975,0,23,43,58,0,11,30,0,0,0,0,0,21,0,18,2,0,0,0,17,17,Sean,Gabriel,SeanGabriel_30645,3609.0,3607.0,5.0,27.0,6.0,18.0,Signed,Normal,81.0,0.0,0.0,DET,tier_3,2.051282051282051,2.051282051282051,0.0,23.58974358974359,83.07692307692308,21.538461538461537,3.076923076923077,0.5294117647058824,DET,-2
1917,SS,Calvin,Reed,Calvin Reed,TEN,True,0,14,1098,0,33,37,59,1,11,24,14,0,1,0,0,3,0,29,2,0,0,0,17,17,Calvin,Reed,CalvinReed_32127,716.0,714.0,3.0,26.0,1.0,29.0,Signed,Normal,77.0,0.0,0.0,TEN,tier_4,1.8214936247723132,1.8214936247723132,0.9107468123861566,4.553734061930784,83.78870673952642,2.73224043715847,2.185792349726776,1.2352941176470589,TEN,-5
1919,CB,Nate,Alden,Nate Alden,KC,True,0,7,1036,0,12,25,31,1,11,23,7,0,1,0,0,6,0,8,0,0,0,0,17,17,Nate,Alden,NateAlden_34116,212.0,210.0,1.0,22.0,1.0,8.0,Signed,Normal,79.0,0.0,0.0,KC,tier_4,0.0,0.0,0.9652509652509653,5.7915057915057915,41.50579150579151,5.7915057915057915,2.2200772200772203,1.0,KC,-2
1920,MLB,Tyler,Davis,Tyler Davis,MIA,True,0,0,489,0,5,15,27,0,11,17,0,0,0,0,0,0,0,11,0,0,0,0,17,0,Tyler,Davis,TylerDavis_35525,2002.0,2000.0,0.0,23.0,5.0,11.0,Signed,Normal,70.0,0.0,0.0,MIA,tier_5,0.0,0.0,0.0,0.0,65.439672801636,0.0,3.476482617586912,1.0,MIA,-6
1921,DT,DaShawn,Simmons,DaShawn Simmons,MIA,True,10,0,403,1,7,6,9,0,11,0,0,0,0,0,0,1,1,11,2,1,2,0,17,0,DaShawn,Simmons,DaShawnSimmons_3572,2585.0,2583.0,0.0,23.0,7.0,11.0,Signed,Normal,63.0,0.0,0.0,MIA,tier_6,14.88833746898263,17.3697270471464,7.444168734491315,12.40694789081886,39.702233250620345,2.4813895781637716,0.0,-0.058823529411764705,MIA,7
1922,DT,Clifton,Hamilton,Clifton Hamilton,MIA,True,0,0,514,0,5,18,26,0,11,0,0,1,0,0,0,1,1,11,13,2,5,0,17,0,Clifton,Hamilton,CliftonHamilton_35725,2186.0,2184.0,0.0,23.0,7.0,11.0,Signed,Normal,70.0,0.0,0.0,MIA,tier_5,44.747081712062254,49.610894941634236,7.782101167315175,36.964980544747085,60.311284046692606,1.9455252918287937,0.0,-0.058823529411764705,MIA,11
1924,SS,Jalen,Holliday,Jalen Holliday,NO,True,11,0,1050,1,32,52,69,0,11,31,0,0,0,0,0,9,0,26,2,1,0,0,17,17,Jalen,Holliday,JalenHolliday_32717,2361.0,2359.0,3.0,26.0,7.0,26.0,Signed,Normal,80.0,0.0,0.0,NO,tier_3,1.9047619047619047,1.9047619047619047,1.9047619047619047,10.476190476190476,96.19047619047619,8.571428571428571,2.9523809523809526,1.2941176470588236,NO,2
1946,MLB,Greg,Denney,Greg Denney,NE,True,0,29,383,0,4,18,26,0,11,11,29,0,1,0,0,1,0,21,1,0,0,0,11,1,Greg,Denney,GregDenney_3063325,2690.0,2688.0,5.0,27.0,63.0,21.0,Signed,Normal,74.0,0.0,0.0,NE,tier_5,2.6109660574412534,2.6109660574412534,2.6109660574412534,5.221932114882507,78.3289817232376,2.6109660574412534,2.8720626631853787,0.9090909090909091,NE,1
1947,CB,Ja'Keem,Jackson,Ja'Keem Jackson,NE,True,0,6,721,0,12,20,32,0,11,14,6,0,1,0,0,4,0,21,2,0,0,0,17,1,Ja'Keem,Jackson,Ja'KeemJackson_26,3536.0,3534.0,7.0,29.0,2.0,21.0,Signed,Star,74.0,0.0,0.0,NE,tier_5,2.7739251040221915,2.7739251040221915,1.3869625520110958,8.321775312066574,61.02635228848821,5.547850208044383,1.9417475728155338,0.5882352941176471,NE,-1
1969,CB,Chauncey,Tolbert,Chauncey Tolbert,ATL,True,0,5,934,0,8,23,40,0,11,21,5,0,1,0,0,7,0,13,0,0,0,0,15,5,Chauncey,Tolbert,ChaunceyTolbert_31326,1767.0,1765.0,4.0,26.0,3.0,13.0,Signed,Normal,75.0,0.0,0.0,ATL,tier_4,0.0,0.0,1.0706638115631693,7.494646680942185,51.39186295503212,7.494646680942185,2.2483940042826553,0.9333333333333333,ATL,-1
1970,LOLB,C.J.,Hicks,C.J. Hicks,ATL,True,13,0,813,1,30,59,75,1,11,38,0,0,0,0,0,2,0,13,7,3,2,0,15,15,C.J.,Hicks,C.J.Hicks_24,2153.0,2151.0,9.0,31.0,2.0,13.0,Signed,Star,74.0,0.0,0.0,ATL,tier_5,13.530135301353015,14.760147601476014,4.920049200492005,13.530135301353015,129.15129151291512,2.4600246002460024,4.674046740467404,2.4,ATL,5
1971,FS,Demello,Jones,Demello Jones,ATL,True,13,0,683,1,8,30,46,1,11,16,0,0,0,0,0,3,0,13,1,2,0,0,17,2,Demello,Jones,DemelloJones_325,475.0,473.0,7.0,30.0,3.0,13.0,Signed,Normal,70.0,0.0,0.0,ATL,tier_5,1.4641288433382138,1.4641288433382138,4.392386530014641,5.856515373352855,79.06295754026354,4.392386530014641,2.342606149341142,0.7647058823529411,ATL,3
1972,DT,Devan,Houstan,Devan Houstan,LAR,True,0,0,542,0,10,17,27,0,11,0,0,0,0,0,0,0,1,23,9,0,2,0,17,5,Devan,Houstan,DevanHoustan_443,587.0,585.0,7.0,30.0,4.0,23.0,Signed,Star,72.0,0.0,0.0,LAR,tier_5,23.985239852398525,25.830258302583026,1.8450184501845017,20.29520295202952,68.26568265682657,0.0,0.0,0.0,LAR,-1
1973,CB,LeVar,Waynes Jr,LeVar Waynes Jr,LAR,True,11,9,1090,1,13,22,34,0,11,20,9,0,1,0,0,7,0,23,2,1,0,0,17,15,LeVar,Waynes Jr,LeVarWaynes Jr_35122,2308.0,2306.0,0.0,21.0,1.0,23.0,Signed,Normal,75.0,0.0,0.0,LAR,tier_4,1.834862385321101,1.834862385321101,2.7522935779816518,8.256880733944955,43.11926605504588,6.422018348623854,1.834862385321101,0.7647058823529411,LAR,0
1974,DT,Myles,Ross,Myles Ross,LAR,True,0,0,640,0,13,19,25,0,11,0,0,0,0,0,0,2,0,23,12,0,5,0,17,3,Myles,Ross,MylesRoss_3539,2740.0,2738.0,0.0,21.0,3.0,23.0,Signed,Normal,72.0,0.0,0.0,LAR,tier_5,34.375,38.28125,0.0,29.6875,59.375,3.125,0.0,-0.11764705882352941,LAR,-2
1990,MLB,Antwon,Staley,Antwon Staley,SF,True,0,32,938,0,30,72,95,0,11,50,32,0,1,0,0,1,0,14,1,1,2,0,17,17,Antwon,Staley,AntwonStaley_33119,1693.0,1691.0,2.0,24.0,1.0,14.0,Signed,Star,81.0,0.0,0.0,SF,tier_3,5.330490405117271,6.3965884861407245,2.1321961620469083,4.264392324093817,133.26226012793177,1.0660980810234542,5.330490405117271,2.8823529411764706,SF,-3
1991,FS,Antonio,Rutledge,Antonio Rutledge,SF,True,0,0,553,0,12,8,17,1,11,8,0,0,0,0,0,0,0,14,0,0,0,0,17,2,Antonio,Rutledge,AntonioRutledge_33220,234.0,232.0,2.0,24.0,2.0,14.0,Signed,Normal,69.0,0.0,0.0,SF,tier_6,0.0,0.0,0.0,0.0,52.44122965641953,0.0,1.4466546112115732,0.47058823529411764,SF,-6
1992,DT,Thurman,Weatherspoon,Thurman Weatherspoon,SF,True,26,0,663,2,18,25,33,0,11,0,0,0,0,0,0,2,0,14,13,2,5,0,17,17,Thurman,Weatherspoon,ThurmanWeatherspoon_3063297,267.0,265.0,5.0,27.0,63.0,14.0,Signed,Normal,87.0,0.0,0.0,SF,tier_2,34.690799396681754,38.46153846153847,6.033182503770739,30.165912518853695,76.92307692307693,3.0165912518853695,0.0,-0.11764705882352941,SF,2
1993,RE,Shuntori,Beal,Shuntori Beal,SF,True,0,0,627,0,19,23,23,0,11,1,0,0,0,0,0,0,0,14,11,0,10,0,15,15,Shuntori,Beal,ShuntoriBeal_3413,2323.0,2321.0,1.0,22.0,1.0,14.0,Signed,XFactor,90.0,0.0,0.0,SF,tier_1,49.441786283891545,57.41626794258374,0.0,33.49282296650718,66.98564593301435,0.0,0.1594896331738437,0.06666666666666667,SF,-4
2014,DT,Dillon,Wheeler,Dillon Wheeler,PHI,True,0,0,505,0,11,18,31,1,11,0,0,0,0,0,0,1,0,12,7,1,5,0,18,5,Dillon,Wheeler,DillonWheeler_32433,1045.0,1043.0,3.0,26.0,4.0,12.0,Signed,Normal,73.0,0.0,0.0,PHI,tier_5,33.663366336633665,38.613861386138616,1.9801980198019802,25.74257425742574,83.16831683168317,1.9801980198019802,0.0,-0.05555555555555555,PHI,0
2015,ROLB,Jaylen,Kinney,Jaylen Kinney,DET,True,23,60,886,2,33,66,103,0,11,42,36,0,2,0,0,1,0,18,4,3,2,0,15,15,Jaylen,Kinney,JaylenKinney_32334,1211.0,1209.0,3.0,25.0,3.0,18.0,Signed,Normal,78.0,0.0,0.0,DET,tier_4,9.029345372460496,10.158013544018058,7.900677200902935,7.900677200902935,153.49887133182844,1.128668171557562,4.740406320541761,2.7333333333333334,DET,8
2017,ROLB,Tevin,Cooper,Tevin Cooper,PIT,True,-3,146,790,1,55,0,58,0,11,0,70,0,5,3,0,6,0,28,18,1,0,0,15,15,Tevin,Cooper,TevinCooper_30335,525.0,523.0,5.0,27.0,3.0,28.0,Signed,XFactor,90.0,0.0,0.0,PIT,tier_1,22.78481012658228,22.78481012658228,12.658227848101266,30.379746835443036,143.03797468354432,7.594936708860759,0.0,-0.4,PIT,6
2018,MLB,Brayden,Platt,Brayden Platt,KC,True,0,24,852,0,30,75,92,1,11,41,24,0,1,0,0,1,0,8,5,0,0,0,15,15,Brayden,Platt,BraydenPlatt_311,1361.0,1359.0,7.0,30.0,3.0,8.0,Signed,Star,78.0,0.0,0.0,KC,tier_4,5.868544600938967,5.868544600938967,1.1737089201877935,7.042253521126761,143.1924882629108,1.1737089201877935,4.812206572769953,2.6666666666666665,KC,2
2019,RE,Ekene,Shelton,Ekene Shelton,PIT,True,0,0,478,0,19,0,11,0,11,0,0,0,0,0,0,1,0,28,18,1,9,0,16,16,Ekene,Shelton,Da'SaahnShelton_31435,3384.0,3382.0,4.0,26.0,1.0,28.0,Signed,Star,83.0,0.0,0.0,PIT,tier_3,75.31380753138076,84.72803347280335,2.092050209205021,58.57740585774059,62.76150627615063,2.092050209205021,0.0,-0.0625,PIT,4
2020,DT,Isaia,Faga,Isaia Faga,KC,True,0,0,596,0,10,28,36,1,11,0,0,0,0,0,0,4,0,8,13,0,1,0,15,15,Isaia,Faga,IsaiaFaga_511,3644.0,3642.0,7.0,29.0,5.0,8.0,Signed,Star,80.0,0.0,0.0,KC,tier_3,25.167785234899327,26.006711409395972,0.0,30.201342281879196,77.18120805369128,6.7114093959731544,0.0,-0.26666666666666666,KC,-5
2021,CB,Will,Johnson,Will Johnson,BUF,True,26,47,1024,2,12,21,25,0,11,20,33,0,2,0,0,4,0,2,1,2,0,0,17,17,Will,Johnson,WillJohnson_116,1553.0,1551.0,10.0,32.0,1.0,2.0,Signed,Star,81.0,0.0,0.0,BUF,tier_3,0.9765625,0.9765625,5.859375,4.8828125,36.1328125,3.90625,1.953125,0.9411764705882353,BUF,1
2031,RE,Aaron,Olsen,Aaron Olsen,NE,True,0,0,710,0,18,19,26,1,11,1,0,0,0,0,0,1,0,21,9,2,5,0,15,15,Aaron,Olsen,AaronOlsen_30416,1090.0,1088.0,5.0,27.0,4.0,21.0,Signed,Normal,78.0,0.0,0.0,NE,tier_4,26.76056338028169,30.281690140845072,2.8169014084507045,21.12676056338028,61.971830985915496,1.4084507042253522,0.14084507042253522,0.0,NE,0
2061,RE,Josh,Kincade,Josh Kincade,WAS,True,26,0,689,2,13,35,38,1,11,1,0,0,0,0,0,0,0,25,16,2,12,0,16,16,Josh,Kincade,JoshKincade_3214,3534.0,3532.0,3.0,24.0,1.0,25.0,Signed,XFactor,93.0,0.0,0.0,WAS,tier_1,58.055152394775035,66.76342525399129,5.805515239477503,40.638606676342526,74.02031930333817,0.0,0.14513788098693758,0.0625,WAS,4
2072,DT,Jace,Stein,Jace Stein,CHI,True,0,0,304,0,5,6,11,0,11,0,0,1,0,0,0,0,0,0,4,0,1,0,15,0,Jace,Stein,JaceStein_35420,1100.0,1098.0,0.0,22.0,4.0,0.0,Signed,Normal,70.0,0.0,0.0,CHI,tier_5,19.736842105263158,21.38157894736842,3.289473684210526,16.44736842105263,52.63157894736842,0.0,0.0,0.0,CHI,1
2074,ROLB,Brian,Villarreal,Brian Villarreal,CHI,True,0,0,393,0,2,13,19,0,11,3,0,0,0,0,0,1,0,0,2,0,0,0,17,17,Brian,Villarreal,BrianVillarreal_3463228,60.0,58.0,1.0,24.0,63.0,0.0,Signed,Normal,70.0,0.0,0.0,CHI,tier_5,5.089058524173028,5.089058524173028,0.0,7.633587786259541,53.43511450381679,2.544529262086514,0.7633587786259541,0.11764705882352941,CHI,-4
2100,LE,Walter,Collins,Walter Collins,SEA,True,0,0,721,0,18,21,27,0,11,0,0,0,0,0,0,0,0,27,10,2,7,0,17,17,Walter,Collins,WalterCollins_3011,708.0,706.0,5.0,26.0,1.0,27.0,Signed,Star,81.0,0.0,0.0,SEA,tier_3,33.287101248266296,38.14147018030513,2.7739251040221915,23.578363384188627,62.413314840499304,0.0,0.0,0.0,SEA,-2
2108,CB,Delvin,Marshall Jr,Delvin Marshall Jr,NYJ,True,0,19,918,0,8,35,50,0,11,23,19,0,1,0,0,3,0,17,0,0,0,0,15,9,Delvin,Marshall Jr,DelvinMarshall Jr_33124,1513.0,1511.0,2.0,24.0,1.0,17.0,Signed,Normal,76.0,0.0,0.0,NYJ,tier_4,0.0,0.0,1.0893246187363836,3.2679738562091503,63.18082788671024,3.2679738562091503,2.505446623093682,1.3333333333333333,NYJ,-3
2110,CB,Nathan,Whiteside,Nathan Whiteside,NYJ,True,0,48,323,0,4,9,12,0,11,8,28,0,2,1,0,2,0,17,0,0,0,0,16,0,Nathan,Whiteside,NathanWhiteside_33612,417.0,415.0,2.0,24.0,6.0,17.0,Signed,Star,67.0,0.0,0.0,NYJ,tier_6,0.0,0.0,9.287925696594426,6.191950464396285,49.53560371517028,6.191950464396285,2.476780185758514,0.375,NYJ,9
2111,RE,Jason,Hunter,Jason Hunter,NYJ,True,0,0,691,0,12,11,17,1,11,0,0,0,0,0,0,0,0,17,5,0,1,0,17,12,Jason,Hunter,JasonHunter_3423,2674.0,2672.0,1.0,22.0,2.0,17.0,Signed,Normal,72.0,0.0,0.0,NYJ,tier_5,10.130246020260492,10.85383502170767,0.0,8.683068017366137,41.96816208393633,0.0,0.0,0.0,NYJ,-5
2112,SS,Shonn,Moss,Shonn Moss,NYJ,True,0,26,991,0,29,41,57,0,11,23,26,0,1,1,0,10,0,17,2,1,0,0,17,17,Shonn,Moss,ShonnMoss_34219,1436.0,1434.0,1.0,22.0,2.0,17.0,Signed,Star,83.0,0.0,0.0,NYJ,tier_3,2.0181634712411705,2.0181634712411705,3.0272452068617555,12.108980827447022,86.78102926337033,10.090817356205854,2.320887991927346,0.7647058823529411,NYJ,3
2113,LE,Deuce,Howard,Deuce Howard,NYJ,True,15,0,548,1,7,8,15,0,11,2,0,0,0,0,0,0,1,17,4,1,2,0,17,0,Deuce,Howard,DeuceHoward_3443,2983.0,2981.0,1.0,24.0,4.0,17.0,Signed,Normal,70.0,0.0,0.0,NYJ,tier_5,14.598540145985401,16.423357664233578,5.474452554744526,10.948905109489052,40.14598540145985,0.0,0.36496350364963503,0.11764705882352941,NYJ,6
2145,ROLB,Joe,Long,Joe Long,MIN,True,0,0,493,0,12,15,21,0,11,5,0,0,0,0,0,0,0,30,2,2,0,0,17,3,Joe,Long,JoeLong_34532,604.0,602.0,1.0,24.0,5.0,30.0,Signed,Normal,63.0,0.0,0.0,MIN,tier_6,4.056795131845842,4.056795131845842,4.056795131845842,4.056795131845842,66.93711967545639,0.0,1.0141987829614605,0.29411764705882354,MIN,3
2146,DT,Trent,Prince,Trent Prince,ARI,True,0,0,627,0,16,32,41,0,11,0,0,0,0,0,0,0,0,6,20,0,7,0,15,13,Trent,Prince,TrentPrince_32622,1670.0,1668.0,3.0,26.0,6.0,6.0,Signed,Star,76.0,0.0,0.0,ARI,tier_4,54.22647527910686,59.80861244019139,0.0,43.0622009569378,90.9090909090909,0.0,0.0,0.0,ARI,4
2147,CB,Damian,Turner,Damian Turner,ARI,True,0,16,875,0,10,22,27,1,11,10,16,0,1,1,0,9,0,6,0,0,0,0,15,15,Damian,Turner,DamianTurner_32222,823.0,821.0,3.0,24.0,2.0,6.0,Signed,XFactor,94.0,0.0,0.0,ARI,tier_1,0.0,0.0,2.285714285714286,10.285714285714285,42.285714285714285,10.285714285714285,1.1428571428571428,0.06666666666666667,ARI,0
2148,LOLB,Alex,Clemons,Alex Clemons,ARI,True,14,0,465,1,12,8,15,1,11,2,0,0,0,0,0,0,1,6,1,1,0,0,17,10,Alex,Clemons,AlexClemons_3263334,2506.0,2504.0,3.0,25.0,63.0,6.0,Signed,Normal,71.0,0.0,0.0,ARI,tier_5,2.150537634408602,2.150537634408602,6.451612903225806,2.150537634408602,58.06451612903226,0.0,0.43010752688172044,0.11764705882352941,ARI,1
2175,LOLB,Eddie,Gibson,Eddie Gibson,LAC,True,0,0,475,0,11,21,25,0,11,11,0,0,0,0,0,0,0,7,2,0,2,0,14,2,Eddie,Gibson,EddieGibson_3358,3528.0,3526.0,2.0,25.0,5.0,7.0,Signed,Normal,64.0,0.0,0.0,LAC,tier_6,12.631578947368421,14.736842105263158,0.0,8.421052631578947,75.78947368421053,0.0,2.3157894736842106,0.7857142857142857,LAC,0
2177,CB,Terrion,Arnold,Terrion Arnold,CHI,True,12,93,701,1,15,27,41,0,11,23,30,0,6,0,0,7,0,0,1,1,1,0,13,4,Terrion,Arnold,TerrionArnold_411,574.0,572.0,10.0,32.0,4.0,0.0,Signed,Star,71.0,0.0,0.0,CHI,tier_5,4.279600570613409,4.9928673323823105,11.412268188302425,12.838801711840228,79.88587731811697,9.985734664764621,3.2810271041369474,1.2307692307692308,CHI,7
2181,CB,Derek,Reece,Derek Reece,BAL,True,0,0,964,0,21,41,53,0,11,28,0,0,0,0,0,14,0,24,7,1,1,0,17,17,Derek,Reece,DerekReece_32116,672.0,670.0,3.0,24.0,1.0,24.0,Signed,Normal,81.0,0.0,0.0,BAL,tier_3,9.336099585062241,9.854771784232366,1.037344398340249,22.821576763485474,76.76348547717843,14.522821576763485,2.904564315352697,0.8235294117647058,BAL,0
2182,RE,Michael,Gaffney,Michael Gaffney,BAL,True,0,0,572,0,9,13,19,0,11,0,0,0,0,0,0,0,1,24,6,0,3,0,15,1,Michael,Gaffney,MichaelGaffney_32716,2152.0,2150.0,3.0,25.0,7.0,24.0,Signed,Normal,72.0,0.0,0.0,BAL,tier_5,20.97902097902098,23.6013986013986,1.7482517482517483,15.734265734265735,48.95104895104895,0.0,0.0,0.0,BAL,-1
2184,FS,Zaquan,Patterson,Zaquan Patterson,BAL,True,0,9,850,0,30,31,57,0,11,30,9,0,1,0,0,5,0,24,0,1,0,0,15,15,Zaquan,Patterson,ZaquanPatterson_416,3116.0,3114.0,7.0,29.0,4.0,24.0,Signed,Star,78.0,0.0,0.0,BAL,tier_4,0.0,0.0,2.352941176470588,5.88235294117647,102.3529411764706,5.88235294117647,3.5294117647058822,1.6666666666666667,BAL,-1
2185,LE,Jared,Smith,Jared Smith,BAL,True,0,0,744,0,18,19,28,0,11,0,0,1,0,0,0,1,0,24,12,1,10,0,17,17,Jared,Smith,JaredSmith_223,2168.0,2166.0,7.0,28.0,2.0,24.0,Signed,Star,85.0,0.0,0.0,BAL,tier_2,43.01075268817205,49.73118279569892,2.688172043010753,30.913978494623656,61.82795698924731,1.3440860215053765,0.0,-0.058823529411764705,BAL,0
2186,MLB,DeAndre,Clayborn,DeAndre Clayborn,WAS,True,0,0,569,0,9,19,31,1,11,9,0,0,0,0,0,0,1,25,0,0,0,0,17,4,DeAndre,Clayborn,DeAndreClayborn_33539,2228.0,2226.0,2.0,25.0,5.0,25.0,Signed,Normal,66.0,0.0,0.0,WAS,tier_6,0.0,0.0,1.757469244288225,0.0,70.29876977152901,0.0,1.5817223198594026,0.5294117647058824,WAS,-2
2187,RE,Curlee,Tyson,Curlee Tyson,WAS,True,24,0,597,2,11,16,22,0,11,0,0,0,0,0,0,0,0,25,9,2,2,0,17,6,Curlee,Tyson,CurleeTyson_3542,1218.0,1216.0,0.0,22.0,4.0,25.0,Signed,Normal,71.0,0.0,0.0,WAS,tier_5,21.775544388609713,23.450586264656614,6.700167504187605,18.425460636515915,55.276381909547744,0.0,0.0,0.0,WAS,4
2188,CB,Dudley,Hall,Dudley Hall,WAS,True,0,0,746,0,9,23,32,1,11,12,0,0,0,0,0,1,0,25,1,0,0,0,17,6,Dudley,Hall,DudleyHall_3522,617.0,615.0,0.0,22.0,2.0,25.0,Signed,Normal,73.0,0.0,0.0,WAS,tier_5,1.3404825737265416,1.3404825737265416,0.0,2.680965147453083,54.9597855227882,1.3404825737265416,1.6085790884718498,0.6470588235294118,WAS,-5
2202,DT,LeBron,McKee,LeBron McKee,ATL,True,0,0,591,0,15,16,26,1,11,0,0,0,0,0,0,0,0,13,7,0,4,0,17,6,LeBron,McKee,LeBronMcKee_30430,3382.0,3380.0,5.0,27.0,4.0,13.0,Signed,Normal,75.0,0.0,0.0,ATL,tier_4,25.380710659898476,28.764805414551606,0.0,18.612521150592215,69.37394247038917,0.0,0.0,0.0,ATL,-2
2209,LE,Jakon,Warmack,Jakon Warmack,BUF,True,0,0,389,0,5,5,9,0,11,0,0,0,0,0,0,0,0,2,2,0,2,0,14,0,Jakon,Warmack,JakonWarmack_35619,2389.0,2387.0,0.0,21.0,6.0,2.0,Signed,Normal,66.0,0.0,0.0,BUF,tier_6,15.424164524421593,17.994858611825194,0.0,10.282776349614394,35.98971722365039,0.0,0.0,0.0,BUF,-1
2242,DT,KeMari,Dunbar,KeMari Dunbar,BAL,True,14,0,336,1,4,3,4,1,11,0,0,0,0,0,0,1,0,24,2,1,1,0,17,2,KeMari,Dunbar,KeMariDunbar_3463,365.0,363.0,1.0,24.0,6.0,24.0,Signed,Normal,67.0,0.0,0.0,BAL,tier_6,11.904761904761903,13.392857142857142,5.952380952380952,11.904761904761903,23.809523809523807,2.976190476190476,0.0,-0.058823529411764705,BAL,7
2243,LE,Titan,Davis,Titan Davis,JAX,True,0,0,761,0,27,33,38,1,11,0,0,0,0,0,0,2,0,16,16,1,13,0,17,3,Titan,Davis,TitanDavis_29219,3587.0,3585.0,6.0,27.0,2.0,16.0,Signed,Normal,78.0,0.0,0.0,JAX,tier_4,55.19053876478318,63.73193166885677,1.314060446780552,40.73587385019711,85.41392904073587,2.628120893561104,0.0,-0.11764705882352941,JAX,6
2244,SS,Julius,Stoudemire,Julius Stoudemire,PIT,True,0,0,354,0,17,0,7,0,11,0,0,0,0,0,0,1,0,28,0,0,0,0,17,17,Julius,Stoudemire,JuliusStoudemire_31425,2137.0,2135.0,4.0,27.0,4.0,28.0,Signed,Normal,67.0,0.0,0.0,PIT,tier_6,0.0,0.0,0.0,2.824858757062147,67.79661016949153,2.824858757062147,0.0,-0.058823529411764705,PIT,-5
2245,SS,Connor,Phillips,Connor Phillips,LAR,True,0,0,579,0,9,22,27,0,11,10,0,0,0,0,0,7,0,23,1,0,0,0,17,3,Connor,Phillips,ConnorPhillips_35222,2695.0,2693.0,0.0,21.0,2.0,23.0,Signed,Normal,72.0,0.0,0.0,LAR,tier_5,1.7271157167530224,1.7271157167530224,0.0,13.81692573402418,62.17616580310881,12.089810017271159,1.7271157167530224,0.17647058823529413,LAR,0
