FullName,Position,TeamName,SkillPointOff
Emmett Lincoln,HB,LV,3
Erick Owens,TE,CLE,3
Evan Hamlin,WR,SEA,-4
Ezekiel Atkins-Talbott,WR,DAL,-7
Ezekiel Burton,WR,PHI,2
Gabe Woods,HB,CHI,1
Gatlin Bair,WR,CLE,0
Gerrad Butler,WR,CIN,-3
Greg Weathersby,HB,NE,-4
Harlem Berry,HB,TEN,-4
Hendon Villa,TE,TEN,-6
J'Shawn Gaffney Jr,HB,DEN,-1
J.P. Sharp,TE,NE,-1
Ja'Bauree Baker,WR,BAL,3
Jace Whittaker,TE,PHI,0
Jackson Lacy,WR,HOU,-4
Jacquez Wilson,HB,DAL,5
Jaden Hamm,TE,WAS,0
Jaime Ffrench,WR,SEA,1
Jalin Conyers,TE,LAR,-4
Jamari Hopkins,HB,ATL,-3
Jameel Boykins,WR,MIA,-2
Javier Allen,HB,SEA,-3
Javier Claiborne,WR,DEN,-3
Jaxon Smith-Njigba,WR,DET,2
Jayvon Blaylock,HB,MIN,8
Jeff Robertson,HB,MIA,0
Jeremiah Smith,WR,DAL,-2
Jerome Childers,HB,MIN,2
Jerome Myles,WR,CHI,1
Jerrick Gibson,HB,CAR,-1
Jervon Boykins,WR,NO,6
Jett Wallace,HB,DEN,-1
Joe Kennard,WR,BUF,6
Joel Dugans,WR,LV,2
John Fitzgerald Jr,HB,CIN,0
Johnnie Davis Jr,WR,CHI,3
Johntay Cook II,WR,NYG,2
JonAnthony Hall,WR,GB,2
Jonathan Barnes,WR,SF,0
Jordin Pettis,WR,ATL,-3
Jordin Thomas,HB,SF,10
Josh Bowman,TE,CLE,-3
Josh Byers,WR,NYG,-2
Josh Crawford,HB,ATL,-5
Josh Gilmore,WR,LAC,-3
Josh McKenzie,WR,LAR,-5
Josh Schafer,TE,DAL,3
Justin Broyles,HB,WAS,-9
Justin Hughes,WR,ARI,-7
Justin Scoggins,WR,LAC,2
Justin Thornton,HB,MIN,-6
Kaleb Edwards,TE,BUF,-4
Kaliq Lockett,WR,MIA,-4
Kamron Mikell,WR,LAR,0
Kareem Nelson Jr,WR,MIN,-3
Karmello English,WR,SEA,-1
Katell Jenkins,WR,SF,-4
Kebba Secka,HB,ARI,2
Kelvin Ricard,HB,TB,3
Kendre Harrison,TE,SF,3
Keon Coleman,WR,NYJ,3
Lamar Ivy,WR,BUF,-3
Li'dre Jenkins,WR,HOU,2
Linkon Cure,TE,DET,-1
Logan Daniels,HB,DET,-4
Lucky Aldridge,HB,IND,0
Luther Burden III,WR,NYJ,-6
Malik Nabers,WR,GB,0
Marcus Ware,HB,NYJ,-5
Martin Leyva,WR,ARI,5
Marvin Harrison Jr,WR,WAS,7
Matrell Carter,HB,SF,7
Matt Bishop,TE,CIN,6
Matt Smith,HB,ARI,10
Micah Jones,TE,LV,-4
Montra Rivers,TE,PIT,1
Nakobe Ojemudia,HB,HOU,-2
Nate Bolton-Tomlinson,WR,NE,4
Natron Conners,WR,TB,-6
Neiko Malone,WR,TB,1
NiTareon Tuggle,WR,CAR,4
Nick Griffin,HB,PHI,-1
Nick Milstead,WR,BAL,-3
Nick Ratledge,TE,TB,1
Noah Thomas,WR,ARI,-1
Nyles Ali,HB,KC,6
Nyles Choice,TE,BAL,9
Omarion Miller,WR,IND,0
Orlando Flynn,WR,DEN,-3
Paul Wilkinson,WR,CIN,-5
Pearce Spurlin III,TE,TEN,0
Pofele Ashlock,WR,BUF,-5
Quentin Cooper,TE,LV,-4
Quincy Porter,WR,TB,3
Quinnen Winslow,WR,HOU,-4
Quinshon Judkins,HB,DET,5
Reese Williams III,WR,ATL,-2
Riley Williams,TE,ARI,2
Ryan Mooney,WR,NO,-4
Ryan Tiller,TE,BUF,0
Ryan Williams,WR,LAC,0
Sam LaPorta,TE,SF,1
Sam Watts,TE,HOU,3
Santana Clark,WR,TEN,1
Seth Samuels,TE,BAL,-4
Shamar Easter,TE,PIT,1
Shandon King,HB,CLE,0
Shareef Beal-Conley,TE,ATL,-5
Shareef Mabry,TE,CAR,-1
Sharrif Barnes,HB,BAL,1
Shaydon Turner,WR,LV,2
Shemar Johnson,TE,DAL,-2
Shilo Peace,TE,KC,4
Shine Exum,WR,CAR,4
TaMuarion Wolfe,HB,NE,-6
Tavon Benedict II,WR,LV,0
Taylor Tatum,HB,DAL,2
Terrell Washington Jr,WR,ATL,2
Terrelle Wilford,HB,NO,-1
Terry Hatcher,WR,LAR,-3
Tobias Mack,HB,CLE,-3
Tommy Haynes,WR,SF,-2
Tony Livingston,TE,DEN,-2
Tracey Clayton,TE,MIA,-6
Tracy Anderson,WR,JAX,7
Trae Stevenson,WR,CHI,-8
Tramon Clarke,HB,LAR,-2
Trent Alexander,HB,MIA,-6
Trevor Williams,TE,IND,3
Trevor Williams,WR,DAL,1
Trey Owens,WR,PHI,-4
Treyton Sheldon,HB,CHI,-2
Troy Randolph,HB,SF,-4
Tucker Harris,TE,NE,1
Tyler Brooks,WR,GB,-1
Tyler Burke,HB,PHI,5
Vontavious Calhoun,WR,PHI,4
Wesley Miller,HB,TEN,-5
Will Meadows,TE,NO,6
William Matthews,HB,HOU,10
Xavier McDonald,WR,MIN,6
Xavier Pamphile,HB,LAC,-2
Zach McMullens,TE,GB,-4
