Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,STAT_KEEP,DLINEFUMBLERECOVERYYARDS,DSECINTRETURNYARDS,DOWNSPLAYED,DLINEFUMBLERECOVERIES,ASSDEFTACKLES,BIGHITS,DEFTACKLES,DLINEHALFSACK,SEAS_YEAR,CTHALLOWED,DSECINTLONGESTRETURN,DLINESAFETIES,DSECINTS,DSECINTTDS,GAMERATING,DEFPASSDEFLECTIONS,DLINEBLOCKS,YEARBYYEARTEAMINDEX,DEFTACKLESFORLOSS,DLINEFORCEDFUMBLES,DLINESACKS,DLINEFUMBLETDS,GAMESPLAYED,GAMESSTARTED,FirstName_y,LastName_y,Row Excel,Row Editor,YearsPro,Age,TeamIndex,ContractStatus,TraitDevelopment,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,DLSacksAndTFLPer1000Snaps,DTSacksAndTFLPer1000Snaps,TotalTurnoversPer1000Snaps,LBSacksTFLPassDeflPer1000Snaps,TacklesPer1000Snaps,CBPassDeflPer1000Snaps,CBCatchAllowPer100Snaps,SafetiesCatchAllowMinusPDPerGame,TeamName_y,SkillPointDef
189,CB,Cameron,Dantzler Sr,Cameron Dantzler Sr,IND,True,63,8,1230,2,18,46,62,1,5,45,8,0,1,0,0,14,0,9,1,2,0,0,16,9,Cameron,Dantzler Sr,634.0,632.0,8.0,29.0,9.0,Signed,Star,81.0,0.0,0.0,IND,tier_3,0.8130081300813008,0.8130081300813008,4.065040650406504,12.195121951219512,65.04065040650407,11.382113821138212,3.6585365853658534,1.9375,IND,2
200,RE,Adepoju,Adebawore,Adepoju Adebawore,DAL,True,17,0,848,1,23,24,32,1,5,0,0,1,0,0,0,2,0,10,8,2,8,0,16,16,Adepoju,Adebawore,312.0,310.0,2.0,23.0,10.0,Signed,Star,78.0,0.0,0.0,DAL,tier_4,25.943396226415096,30.18867924528302,4.716981132075471,21.22641509433962,64.85849056603773,2.3584905660377355,0.0,-0.125,DAL,-1
218,LOLB,Smael,Mondon,Smael Mondon,BAL,True,0,0,965,0,33,53,86,1,5,35,0,0,0,0,0,8,0,24,6,0,0,0,14,14,Smael,Mondon,3225.0,3223.0,4.0,25.0,24.0,Signed,Star,82.0,0.0,0.0,BAL,tier_3,6.217616580310881,6.217616580310881,0.0,14.507772020725389,123.31606217616581,8.290155440414507,3.6269430051813467,1.9285714285714286,BAL,5
235,FS,Geno,Stone,Geno Stone,LAC,True,0,8,1089,0,30,37,46,0,5,32,8,0,1,0,0,5,0,7,0,0,0,0,16,16,Geno,Stone,2687.0,2685.0,8.0,29.0,7.0,Signed,Star,87.0,0.0,0.0,LAC,tier_2,0.0,0.0,0.9182736455463728,4.591368227731864,69.78879706152433,4.591368227731864,2.938475665748393,1.6875,LAC,-6
236,CB,Khyree,Jackson,Khyree Jackson,KC,True,0,146,877,0,17,37,44,0,5,37,29,0,7,0,0,14,0,8,0,0,0,0,14,14,Khyree,Jackson,3268.0,3266.0,4.0,27.0,8.0,Signed,XFactor,92.0,0.0,0.0,KC,tier_1,0.0,0.0,7.98175598631699,15.96351197263398,69.55530216647662,15.96351197263398,4.218928164196123,1.6428571428571428,KC,2
242,CB,Trevon,Diggs,Trevon Diggs,MIA,True,0,20,1099,0,20,36,57,0,5,50,17,0,2,0,0,10,0,11,0,0,0,0,16,16,Trevon,Diggs,709.0,707.0,8.0,30.0,11.0,Signed,Star,76.0,0.0,0.0,MIA,tier_4,0.0,0.0,1.8198362147406735,9.099181073703367,70.06369426751593,9.099181073703367,4.549590536851683,2.5,MIA,-3
256,CB,Damarius,McGhee,Damarius McGhee,CHI,True,0,2,398,0,13,22,28,0,5,18,2,0,1,0,0,4,0,0,0,0,0,0,14,0,Damarius,McGhee,456.0,454.0,2.0,25.0,0.0,Signed,Normal,73.0,0.0,0.0,CHI,tier_5,0.0,0.0,2.512562814070352,10.050251256281408,103.01507537688443,10.050251256281408,4.522613065326634,1.0,CHI,-1
262,MLB,Shawn,Murphy,Shawn Murphy,HOU,True,0,0,488,0,17,27,40,0,5,27,0,0,0,0,0,3,0,31,2,0,0,0,16,16,Shawn,Murphy,2450.0,2448.0,1.0,23.0,31.0,Signed,Normal,73.0,0.0,0.0,HOU,tier_5,4.0983606557377055,4.0983606557377055,0.0,10.245901639344261,116.8032786885246,6.147540983606557,5.532786885245901,1.5,HOU,5
263,LE,T.J.,Parker,T.J. Parker,NYG,True,0,0,355,0,7,6,10,0,5,0,0,0,0,0,0,0,0,15,4,0,1,0,16,2,T.J.,Parker,1065.0,1063.0,0.0,22.0,15.0,Signed,Normal,70.0,0.0,0.0,NYG,tier_5,16.197183098591548,17.464788732394364,0.0,14.084507042253522,47.88732394366197,0.0,0.0,0.0,NYG,-5
279,DT,Derrick,Brown,Derrick Brown,CAR,True,0,0,300,0,5,8,10,0,5,0,0,0,0,0,0,0,0,20,6,0,1,0,16,0,Derrick,Brown,343.0,341.0,8.0,30.0,20.0,Signed,Star,76.0,0.0,0.0,CAR,tier_4,25.833333333333332,27.333333333333332,0.0,23.333333333333336,50.0,0.0,0.0,0.0,CAR,-4
306,CB,Zavier,Mincey,Zavier Mincey,CAR,True,0,6,323,0,5,7,11,0,5,3,6,0,1,0,0,3,0,20,0,0,0,0,16,0,Zavier,Mincey,1488.0,1486.0,0.0,23.0,20.0,Signed,Normal,68.0,0.0,0.0,CAR,tier_6,0.0,0.0,3.0959752321981426,9.287925696594426,49.53560371517028,9.287925696594426,0.9287925696594427,0.0,CAR,7
313,CB,Ja'Keem,Jackson,Ja'Keem Jackson,IND,True,27,41,1046,1,27,49,55,0,5,46,25,0,2,0,0,13,0,9,0,1,0,0,16,16,Ja'Keem,Jackson,3536.0,3534.0,0.0,22.0,9.0,Signed,Star,95.0,0.0,0.0,IND,tier_0,0.0,0.0,3.8240917782026767,12.4282982791587,78.39388145315488,12.4282982791587,4.397705544933078,2.0625,IND,-2
321,ROLB,Trevin,Wallace,Trevin Wallace,MIA,True,0,15,1172,0,52,73,90,1,5,44,12,0,3,0,0,4,0,11,1,0,1,0,16,16,Trevin,Wallace,660.0,658.0,3.0,26.0,11.0,Signed,XFactor,90.0,0.0,0.0,MIA,tier_1,2.34641638225256,2.7303754266211606,2.5597269624573378,5.1194539249146755,121.160409556314,3.4129692832764507,3.754266211604096,2.5,MIA,-2
336,MLB,Jason,Henderson,Jason Henderson,MIA,True,0,0,606,0,19,35,54,1,5,26,0,0,0,0,0,2,0,11,2,0,0,0,14,14,Jason,Henderson,484.0,482.0,3.0,25.0,11.0,Signed,Star,77.0,0.0,0.0,MIA,tier_4,3.3003300330033003,3.3003300330033003,0.0,6.600660066006601,120.46204620462046,3.3003300330033003,4.29042904290429,1.7142857142857142,MIA,1
341,RE,Iose,Epenesa,Iose Epenesa,CLE,True,0,0,926,0,11,21,30,0,5,0,0,0,0,0,0,0,0,4,12,0,3,0,16,2,Iose,Epenesa,1313.0,1311.0,0.0,21.0,4.0,Signed,Normal,73.0,0.0,0.0,CLE,tier_5,18.62850971922246,20.086393088552917,0.0,16.19870410367171,44.276457883369325,0.0,0.0,0.0,CLE,-5
350,CB,Derek,Stingley Jr,Derek Stingley Jr,HOU,True,0,78,1042,0,18,32,44,0,5,44,29,0,4,0,0,12,0,31,0,0,0,0,16,16,Derek,Stingley Jr,2681.0,2679.0,6.0,27.0,31.0,Signed,Star,85.0,0.0,0.0,HOU,tier_2,0.0,0.0,3.838771593090211,11.516314779270633,59.50095969289827,11.516314779270633,4.222648752399232,2.0,HOU,0
357,ROLB,Derion,Gullette,Derion Gullette,CLE,True,0,0,315,0,5,2,3,0,5,1,0,0,0,0,0,0,1,4,0,0,0,0,14,6,Derion,Gullette,428.0,426.0,1.0,23.0,4.0,Signed,Normal,66.0,0.0,0.0,CLE,tier_6,0.0,0.0,3.1746031746031744,0.0,25.396825396825395,0.0,0.31746031746031744,0.07142857142857142,CLE,1
377,DT,DeForest,Buckner,DeForest Buckner,ATL,True,40,0,702,2,15,29,40,0,5,0,0,1,0,0,0,0,0,13,13,2,6,1,15,15,DeForest,Buckner,378.0,376.0,12.0,34.0,13.0,Signed,Star,76.0,0.0,0.0,ATL,tier_4,33.47578347578348,37.32193732193733,8.547008547008549,27.065527065527064,78.34757834757835,0.0,0.0,0.0,ATL,7
401,CB,Roger,McCreary,Roger McCreary,GB,True,0,19,1424,0,23,61,96,0,5,46,19,0,2,0,0,10,0,19,0,0,0,0,16,0,Roger,McCreary,1859.0,1857.0,6.0,28.0,19.0,Signed,Star,78.0,0.0,0.0,GB,tier_4,0.0,0.0,1.4044943820224718,7.022471910112359,83.56741573033707,7.022471910112359,3.2303370786516856,2.25,GB,-1
402,CB,Moses,Alexander,Moses Alexander,PHI,True,0,33,1020,0,30,36,55,0,5,28,17,0,2,0,0,6,0,12,0,0,0,0,14,1,Moses,Alexander,1569.0,1567.0,2.0,24.0,12.0,Signed,Normal,72.0,0.0,0.0,PHI,tier_5,0.0,0.0,1.9607843137254901,5.88235294117647,83.33333333333333,5.88235294117647,2.7450980392156863,1.5714285714285714,PHI,-1
429,ROLB,Torren,Wright,Torren Wright,HOU,True,0,0,374,0,2,3,4,0,5,0,0,0,0,0,0,0,0,31,0,0,0,0,16,0,Torren,Wright,1267.0,1265.0,1.0,23.0,31.0,Signed,Normal,64.0,0.0,0.0,HOU,tier_6,0.0,0.0,0.0,0.0,16.0427807486631,0.0,0.0,0.0,HOU,-8
444,RE,Tre'jon,Lewis,Tre'jon Lewis,LAC,True,32,0,452,2,3,14,22,0,5,0,0,0,0,0,0,0,0,7,8,2,9,0,10,7,Tre'jon,Lewis,723.0,721.0,3.0,26.0,7.0,Signed,Normal,74.0,0.0,0.0,LAC,tier_5,52.544247787610615,61.50442477876106,8.849557522123893,37.61061946902655,55.309734513274336,0.0,0.0,0.0,LAC,12
460,DT,Christen,Miller,Christen Miller,PIT,True,0,0,706,0,15,0,12,1,5,0,0,0,0,0,0,0,0,28,9,0,6,0,16,16,Christen,Miller,524.0,522.0,1.0,23.0,28.0,Signed,Normal,75.0,0.0,0.0,PIT,tier_4,27.620396600566572,31.44475920679887,0.0,21.246458923512748,38.243626062322946,0.0,0.0,0.0,PIT,-4
469,RE,Neeo,Avery,Neeo Avery,MIA,True,0,0,697,0,22,20,27,1,5,0,0,1,0,0,0,0,0,11,5,0,6,0,14,14,Neeo,Avery,1492.0,1490.0,1.0,23.0,11.0,Signed,Superstar,84.0,0.0,0.0,MIA,tier_3,22.23816355810617,26.111908177905313,1.4347202295552368,15.781922525107603,70.3012912482066,0.0,0.0,0.0,MIA,-4
470,SS,Joe,Hall III,Joe Hall III,DAL,True,0,82,939,0,30,37,53,0,5,35,22,0,7,0,0,18,0,10,0,0,1,0,16,1,Joe,Hall III,1322.0,1320.0,1.0,23.0,10.0,Signed,Normal,70.0,0.0,0.0,DAL,tier_5,1.863684771033014,2.3429179978700745,7.454739084132056,20.23429179978701,88.3919062832801,19.169329073482427,3.727369542066028,1.0625,DAL,13
475,SS,Scotty,Edwards,Scotty Edwards,HOU,True,0,41,1157,0,26,54,70,0,5,39,17,0,3,0,0,8,0,31,1,0,0,0,16,16,Scotty,Edwards,2537.0,2535.0,1.0,23.0,31.0,Signed,Normal,82.0,0.0,0.0,HOU,tier_3,0.8643042350907519,0.8643042350907519,2.592912705272256,7.778738115816767,82.97320656871219,6.9144338807260155,3.3707865168539324,1.9375,HOU,-2
476,CB,Daylen,Everette,Daylen Everette,PIT,True,-5,19,915,4,16,0,48,0,5,0,12,0,3,0,0,21,0,28,1,0,0,0,16,16,Daylen,Everette,340.0,338.0,3.0,24.0,28.0,Signed,XFactor,93.0,0.0,0.0,PIT,tier_1,1.092896174863388,1.092896174863388,7.6502732240437155,24.043715846994537,69.94535519125684,22.950819672131146,0.0,-1.3125,PIT,7
486,MLB,Scooby,Williams,Scooby Williams,ATL,True,0,0,350,0,3,10,13,0,5,8,0,0,0,0,0,1,1,13,0,0,0,0,16,15,Scooby,Williams,1765.0,1763.0,2.0,24.0,13.0,Signed,Normal,72.0,0.0,0.0,ATL,tier_5,0.0,0.0,2.857142857142857,2.857142857142857,45.714285714285715,2.857142857142857,2.2857142857142856,0.4375,ATL,0
540,FS,Andreas,Keaton,Andreas Keaton,BAL,True,0,0,444,0,5,17,21,0,5,11,0,0,0,0,0,4,0,24,0,0,0,0,16,4,Andreas,Keaton,1077.0,1075.0,3.0,26.0,24.0,Signed,Normal,68.0,0.0,0.0,BAL,tier_6,0.0,0.0,0.0,9.00900900900901,58.55855855855856,9.00900900900901,2.4774774774774775,0.4375,BAL,1
546,CB,Cam,Taylor-Britt,Cam Taylor-Britt,LAR,True,0,20,1085,0,21,33,42,0,5,37,16,0,2,0,0,7,0,23,0,0,0,0,16,16,Cam,Taylor-Britt,2751.0,2749.0,6.0,28.0,23.0,Signed,Star,85.0,0.0,0.0,LAR,tier_2,0.0,0.0,1.8433179723502304,6.451612903225806,58.06451612903226,6.451612903225806,3.410138248847926,1.875,LAR,-3
577,MLB,Stanquan,Clark,Stanquan Clark,IND,True,0,0,400,0,5,6,6,0,5,0,0,0,0,0,0,0,0,9,0,0,0,0,16,0,Stanquan,Clark,971.0,969.0,0.0,22.0,9.0,Signed,Normal,69.0,0.0,0.0,IND,tier_6,0.0,0.0,0.0,0.0,27.5,0.0,0.0,0.0,IND,-4
587,LE,Suntarine,Perkins,Suntarine Perkins,PIT,True,0,0,556,0,5,0,27,1,5,0,0,0,0,0,0,0,0,28,20,0,9,0,13,13,Suntarine,Perkins,1967.0,1965.0,2.0,23.0,28.0,Signed,Superstar,88.0,0.0,0.0,PIT,tier_2,64.29856115107914,71.58273381294963,0.0,52.15827338129497,57.55395683453238,0.0,0.0,0.0,PIT,0
588,LOLB,Sergio,Allen,Sergio Allen,LAC,True,0,0,342,0,3,3,3,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,16,0,Sergio,Allen,2447.0,2445.0,2.0,25.0,7.0,Signed,Normal,64.0,0.0,0.0,LAC,tier_6,0.0,0.0,0.0,0.0,17.543859649122805,0.0,0.0,0.0,LAC,-6
593,CB,Kaleb,Beasley,Kaleb Beasley,CHI,True,0,24,1135,0,26,48,63,0,5,34,24,0,1,0,0,10,0,0,0,0,0,0,16,2,Kaleb,Beasley,1375.0,1373.0,0.0,23.0,0.0,Signed,Normal,75.0,0.0,0.0,CHI,tier_4,0.0,0.0,0.881057268722467,8.81057268722467,78.41409691629956,8.81057268722467,2.9955947136563874,1.5,CHI,-2
598,DT,Fabien,Lovett Sr.,Fabien Lovett Sr.,DAL,True,19,0,671,1,14,28,39,1,5,0,0,0,0,0,0,0,0,10,10,1,7,0,14,12,Fabien,Lovett Sr.,3438.0,3436.0,4.0,27.0,10.0,Signed,Normal,75.0,0.0,0.0,DAL,tier_4,33.15946348733234,37.85394932935917,2.9806259314456036,25.33532041728763,78.98658718330849,0.0,0.0,0.0,DAL,0
601,RE,Byron,Young,Byron Young,LAR,True,21,0,835,2,26,42,50,1,5,1,0,0,0,0,0,0,0,23,14,2,9,1,16,16,Byron,Young,3175.0,3173.0,5.0,30.0,23.0,Signed,Star,81.0,0.0,0.0,LAR,tier_3,35.62874251497006,40.47904191616766,5.9880239520958085,27.544910179640716,91.0179640718563,0.0,0.11976047904191617,0.0625,LAR,1
606,ROLB,Keyshawn,Flowers,Keyshawn Flowers,DAL,True,0,0,301,0,5,4,7,0,5,0,0,0,0,0,0,0,0,10,0,0,0,0,14,1,Keyshawn,Flowers,2781.0,2779.0,0.0,23.0,10.0,Signed,Normal,69.0,0.0,0.0,DAL,tier_6,0.0,0.0,0.0,0.0,39.86710963455149,0.0,0.0,0.0,DAL,-5
609,CB,Jaylin,Davies,Jaylin Davies,NYG,True,0,3,1058,0,21,26,42,0,5,30,3,0,1,0,0,12,0,15,0,0,1,0,16,16,Jaylin,Davies,20.0,18.0,2.0,25.0,15.0,Signed,Star,85.0,0.0,0.0,NYG,tier_2,1.6540642722117203,2.079395085066163,0.945179584120983,12.287334593572778,59.54631379962193,11.342155009451796,2.835538752362949,1.125,NYG,-2
611,DT,Simote,Pepa,Simote Pepa,LAC,True,10,0,804,1,29,35,44,1,5,0,0,0,0,0,0,2,0,7,14,1,8,0,16,16,Simote,Pepa,2901.0,2899.0,3.0,25.0,7.0,Signed,Star,78.0,0.0,0.0,LAC,tier_4,34.82587064676617,39.30348258706468,2.487562189054726,29.850746268656717,90.79601990049751,2.487562189054726,0.0,-0.125,LAC,0
619,FS,Zaquan,Patterson,Zaquan Patterson,BAL,True,0,16,1001,0,26,27,46,0,5,17,16,0,1,0,0,5,0,24,2,0,0,0,14,14,Zaquan,Patterson,3116.0,3114.0,0.0,22.0,24.0,Signed,Star,82.0,0.0,0.0,BAL,tier_3,1.998001998001998,1.998001998001998,0.999000999000999,6.993006993006993,71.92807192807193,4.995004995004995,1.6983016983016983,0.8571428571428571,BAL,-4
631,MLB,Ernest,Jones,Ernest Jones,JAX,True,0,0,822,0,27,49,69,0,5,49,0,0,0,0,0,4,0,16,0,0,0,0,11,11,Ernest,Jones,1532.0,1530.0,7.0,28.0,16.0,Signed,Star,74.0,0.0,0.0,JAX,tier_5,0.0,0.0,0.0,4.866180048661801,116.78832116788321,4.866180048661801,5.961070559610706,4.090909090909091,JAX,2
662,CB,Jacobe,Johnson,Jacobe Johnson,BAL,True,10,0,994,1,17,24,45,0,5,30,0,0,0,0,0,9,0,24,0,1,0,1,14,13,Jacobe,Johnson,870.0,868.0,2.0,23.0,24.0,Signed,Normal,77.0,0.0,0.0,BAL,tier_4,0.0,0.0,3.0181086519114686,9.054325955734408,62.374245472837025,9.054325955734408,3.0181086519114686,1.5,BAL,3
674,FS,Jalen,Pitre,Jalen Pitre,CAR,True,0,0,1137,0,41,60,71,0,5,40,0,0,0,0,0,5,0,20,3,0,1,0,14,4,Jalen,Pitre,2253.0,2251.0,6.0,29.0,20.0,Signed,Star,81.0,0.0,0.0,CAR,tier_3,4.177660510114336,4.5734388742304315,0.0,7.9155672823219,98.50483729111697,4.397537379067723,3.518029903254178,2.5,CAR,2
676,FS,Blake,Ruffin,Blake Ruffin,LAC,True,27,36,633,1,28,29,42,0,5,32,18,0,3,0,0,8,0,7,0,1,0,0,14,0,Blake,Ruffin,2978.0,2976.0,2.0,24.0,7.0,Signed,Normal,69.0,0.0,0.0,LAC,tier_6,0.0,0.0,7.898894154818325,12.638230647709321,110.58451816745655,12.638230647709321,5.055292259083728,1.7142857142857142,LAC,22
680,CB,Ify,Obidegwu,Ify Obidegwu,SF,True,0,40,964,0,18,46,61,0,5,41,23,0,3,0,0,9,0,14,0,0,0,0,15,0,Ify,Obidegwu,181.0,179.0,0.0,23.0,14.0,Signed,Normal,73.0,0.0,0.0,SF,tier_5,0.0,0.0,3.1120331950207465,9.336099585062241,81.95020746887967,9.336099585062241,4.253112033195021,2.1333333333333333,SF,2
