Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,GAMESSTARTED,OLINEPANCAKES,OLINESACKSALLOWED,DOWNSPLAYED,STAT_KEEP,GAMESPLAYED,YEARBYYEARTEAMINDEX,GAMERATING,SEAS_YEAR,FirstName_y,LastName_y,Row Excel,Row Editor,YearsPro,Age,TeamIndex,ContractStatus,TraitDevelopment,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,SacksPer1000Snaps,TeamName_y,SkillPointOL
242,RT,Francis,Mauigoa,Francis Mauigoa,JAX,16,0,13,1068,False,16,16,0,5,Francis,Mauigoa,987.0,985.0,2.0,23.0,16.0,Signed,Star,83.0,0.0,0.0,JAX,tier_3,12.172284644194757,JAX,-4
249,LT,Jedrick,Wills Jr,Jedrick Wills Jr,ARI,13,0,5,899,False,13,6,0,5,Jedrick,Wills Jr,3082.0,3080.0,8.0,29.0,6.0,Signed,Star,77.0,0.0,0.0,ARI,tier_4,5.561735261401558,ARI,5
251,RG,Austin,Corbett,Austin Corbett,NO,16,0,1,1084,False,16,26,0,5,Austin,Corbett,576.0,574.0,10.0,32.0,26.0,Signed,Star,76.0,0.0,0.0,NO,tier_4,0.9225092250922509,NO,5
274,RT,Emery,Jones Jr,Emery Jones Jr,NO,9,0,10,667,False,14,26,0,5,Emery,Jones Jr,1629.0,1627.0,2.0,24.0,26.0,Signed,Normal,69.0,0.0,0.0,NO,tier_6,14.992503748125937,NO,-5
275,LT,Dion,Dawkins,Dion Dawkins,ATL,14,4,9,982,False,14,13,0,5,Dion,Dawkins,678.0,676.0,11.0,34.0,13.0,Signed,Star,73.0,0.0,0.0,ATL,tier_5,9.164969450101832,ATL,3
281,RT,Braden,Smith,Braden Smith,HOU,16,0,4,1088,False,16,31,0,5,Braden,Smith,2584.0,2582.0,10.0,32.0,31.0,Signed,Star,75.0,0.0,0.0,HOU,tier_4,3.676470588235294,HOU,5
290,RG,Zack,Martin,Zack Martin,PIT,16,11,2,1021,False,16,28,0,5,Zack,Martin,1812.0,1810.0,14.0,37.0,28.0,Signed,Star,80.0,0.0,0.0,PIT,tier_3,1.9588638589618022,PIT,1
300,RG,Ed,Ingram,Ed Ingram,CHI,16,0,0,1163,False,16,0,0,5,Ed,Ingram,1371.0,1369.0,6.0,29.0,0.0,Signed,Normal,82.0,0.0,0.0,CHI,tier_3,0.0,CHI,8
334,C,Beaux,Limmer,Beaux Limmer,WAS,15,0,3,997,False,15,25,0,5,Beaux,Limmer,3296.0,3294.0,4.0,27.0,25.0,Signed,Normal,82.0,0.0,0.0,WAS,tier_3,3.009027081243731,WAS,4
347,C,Tyler,Linderbaum,Tyler Linderbaum,BAL,14,3,7,1042,False,14,24,0,5,Tyler,Linderbaum,1729.0,1727.0,6.0,28.0,24.0,Signed,Superstar,89.0,0.0,0.0,BAL,tier_2,6.717850287907869,BAL,-2
358,C,Joe,Tippmann,Joe Tippmann,NYJ,10,0,4,664,False,10,17,0,5,Joe,Tippmann,2813.0,2811.0,5.0,27.0,17.0,Signed,Star,79.0,0.0,0.0,NYJ,tier_4,6.024096385542169,NYJ,0
362,C,Ezra,Dotson-Oyetade,Ezra Dotson-Oyetade,CHI,12,0,2,923,False,12,0,0,5,Ezra,Dotson-Oyetade,1722.0,1720.0,2.0,25.0,0.0,Signed,Superstar,91.0,0.0,0.0,CHI,tier_1,2.1668472372697725,CHI,1
383,RG,Joe,Huber,Joe Huber,JAX,7,0,1,524,False,16,16,0,5,Joe,Huber,1140.0,1138.0,3.0,26.0,16.0,Signed,Normal,67.0,0.0,0.0,JAX,tier_6,1.9083969465648853,JAX,4
389,LT,Jordan,Seaton,Jordan Seaton,NYJ,5,0,10,538,False,15,17,0,5,Jordan,Seaton,241.0,239.0,1.0,22.0,17.0,Signed,Normal,70.0,0.0,0.0,NYJ,tier_5,18.58736059479554,NYJ,-6
408,RG,Aliou,Bah,Aliou Bah,ARI,8,0,0,599,False,16,6,0,5,Aliou,Bah,774.0,772.0,1.0,24.0,6.0,Signed,Normal,77.0,0.0,0.0,ARI,tier_4,0.0,ARI,10
409,LG,Joel,Bitonio,Joel Bitonio,DET,16,0,4,1241,False,16,18,0,5,Joel,Bitonio,222.0,220.0,14.0,36.0,18.0,Signed,Star,79.0,0.0,0.0,DET,tier_4,3.2232070910556003,DET,2
447,LT,J'ven,Williams,J'ven Williams,GB,14,0,8,1032,False,14,19,0,5,J'ven,Williams,1578.0,1576.0,2.0,24.0,19.0,Signed,Normal,79.0,0.0,0.0,GB,tier_4,7.751937984496124,GB,2
472,C,Jake,Renfro,Jake Renfro,NE,13,2,6,854,False,13,21,0,5,Jake,Renfro,773.0,771.0,3.0,26.0,21.0,Signed,Normal,78.0,0.0,0.0,NE,tier_4,7.02576112412178,NE,-3
515,RT,Payton,Collins,Payton Collins,ATL,6,4,4,483,False,16,13,0,5,Payton,Collins,2343.0,2341.0,3.0,26.0,13.0,Signed,Normal,69.0,0.0,0.0,ATL,tier_6,8.281573498964804,ATL,1
517,RG,Lance,Heard,Lance Heard,HOU,14,0,0,995,False,14,31,0,5,Lance,Heard,1406.0,1404.0,2.0,24.0,31.0,Signed,Normal,76.0,0.0,0.0,HOU,tier_4,0.0,HOU,10
544,LT,Elijah,Paige,Elijah Paige,HOU,6,0,2,490,False,14,31,0,5,Elijah,Paige,1315.0,1313.0,0.0,23.0,31.0,Signed,Normal,67.0,0.0,0.0,HOU,tier_6,4.081632653061225,HOU,7
545,C,Michael,Jurgens,Michael Jurgens,HOU,16,0,14,1126,False,16,31,0,5,Michael,Jurgens,3616.0,3614.0,4.0,28.0,31.0,Signed,Normal,78.0,0.0,0.0,HOU,tier_4,12.433392539964476,HOU,-7
551,LT,Garret,Greenfield,Garret Greenfield,ARI,8,0,5,643,False,16,6,0,5,Garret,Greenfield,3282.0,3280.0,4.0,27.0,6.0,Signed,Normal,74.0,0.0,0.0,ARI,tier_5,7.776049766718508,ARI,3
571,LT,Tree,Babalade,Tree Babalade,JAX,15,0,16,1063,False,16,16,0,5,Tree,Babalade,1844.0,1842.0,2.0,23.0,16.0,Signed,Normal,73.0,0.0,0.0,JAX,tier_5,15.051740357478835,JAX,-3
584,RG,DJ,Campbell,DJ Campbell,CLE,16,5,1,1169,False,16,4,0,5,DJ,Campbell,95.0,93.0,2.0,25.0,4.0,Signed,Normal,73.0,0.0,0.0,CLE,tier_5,0.8554319931565441,CLE,6
591,LG,Knijeah,Harris,Knijeah Harris,CHI,16,0,9,1181,False,16,0,0,5,Knijeah,Harris,2908.0,2906.0,0.0,22.0,0.0,Signed,Normal,74.0,0.0,0.0,CHI,tier_5,7.6206604572396275,CHI,-3
609,RT,Ryan,Ramczyk,Ryan Ramczyk,CAR,10,0,9,690,False,14,20,0,5,Ryan,Ramczyk,2314.0,2312.0,11.0,34.0,20.0,Signed,Star,77.0,0.0,0.0,CAR,tier_4,13.043478260869565,CAR,-3
631,C,Justin,Evans-Jenkins,Justin Evans-Jenkins,MIN,8,0,1,554,False,10,30,0,5,Justin,Evans-Jenkins,1475.0,1473.0,1.0,23.0,30.0,Signed,Normal,69.0,0.0,0.0,MIN,tier_6,1.8050541516245489,MIN,7
638,RT,Delmar,Glaze,Delmar Glaze,BAL,13,1,7,931,False,13,24,0,5,Delmar,Glaze,2286.0,2284.0,3.0,25.0,24.0,Signed,Normal,78.0,0.0,0.0,BAL,tier_4,7.518796992481203,BAL,0
683,LG,Zion,Johnson,Zion Johnson,PIT,16,17,6,1088,False,16,28,0,5,Zion,Johnson,1499.0,1497.0,6.0,28.0,28.0,Signed,Star,78.0,0.0,0.0,PIT,tier_4,5.514705882352941,PIT,0
739,RT,Reuben,Fatheree II,Reuben Fatheree II,NYJ,14,9,13,955,False,14,17,0,5,Reuben,Fatheree II,1142.0,1140.0,3.0,26.0,17.0,Signed,Normal,80.0,0.0,0.0,NYJ,tier_3,13.612565445026178,NYJ,-4
740,RT,Taylor,Moton,Taylor Moton,ARI,10,0,9,724,False,14,6,0,5,Taylor,Moton,2012.0,2010.0,11.0,34.0,6.0,Signed,Star,76.0,0.0,0.0,ARI,tier_4,12.430939226519337,ARI,-3
775,RT,Walter,Rouse,Walter Rouse,BUF,13,7,3,869,False,13,2,0,5,Walter,Rouse,3376.0,3374.0,4.0,27.0,2.0,Signed,Normal,88.0,0.0,0.0,BUF,tier_2,3.452243958573072,BUF,2
801,LT,Laremy,Tunsil,Laremy Tunsil,HOU,10,0,7,683,False,10,31,0,5,Laremy,Tunsil,2858.0,2856.0,12.0,34.0,31.0,Signed,Star,77.0,0.0,0.0,HOU,tier_4,10.248901903367496,HOU,0
813,RT,Collin,Sadler,Collin Sadler,CLE,16,5,13,1169,False,16,4,0,5,Collin,Sadler,2861.0,2859.0,1.0,24.0,4.0,Signed,Normal,71.0,0.0,0.0,CLE,tier_5,11.120615911035072,CLE,-3
816,RT,Penei,Sewell,Penei Sewell,DET,14,0,3,1049,False,14,18,0,5,Penei,Sewell,2513.0,2511.0,7.0,27.0,18.0,Signed,Superstar,98.0,0.0,0.0,DET,tier_0,2.859866539561487,DET,3
819,LG,Tyler,Smith,Tyler Smith,CLE,16,2,8,1246,False,16,4,0,5,Tyler,Smith,2617.0,2615.0,6.0,27.0,4.0,Signed,Superstar,85.0,0.0,0.0,CLE,tier_2,6.420545746388443,CLE,-2
827,LG,Trey,Zuhn III,Trey Zuhn III,NE,16,0,8,1186,False,16,21,0,5,Trey,Zuhn III,2076.0,2074.0,2.0,25.0,21.0,Signed,Normal,82.0,0.0,0.0,NE,tier_3,6.745362563237774,NE,-1
887,LG,Alex,Birchmeier,Alex Birchmeier,NO,10,0,7,698,False,10,26,0,5,Alex,Birchmeier,1075.0,1073.0,2.0,23.0,26.0,Signed,Star,83.0,0.0,0.0,NO,tier_3,10.02865329512894,NO,-8
909,LG,Kenyon,Green,Kenyon Green,HOU,14,0,4,952,False,14,31,0,5,Kenyon,Green,1067.0,1065.0,6.0,27.0,31.0,Signed,Star,80.0,0.0,0.0,HOU,tier_3,4.201680672268908,HOU,1
917,LG,Garrett,Schwiebert,Garrett Schwiebert,BUF,12,7,3,813,False,12,2,0,5,Garrett,Schwiebert,490.0,488.0,2.0,25.0,2.0,Signed,Normal,73.0,0.0,0.0,BUF,tier_5,3.6900369003690034,BUF,3
949,C,Jackson,Powers-Johnson,Jackson Powers-Johnson,BUF,16,10,9,1065,False,16,2,0,5,Jackson,Powers-Johnson,884.0,882.0,3.0,26.0,2.0,Signed,Normal,80.0,0.0,0.0,BUF,tier_3,8.450704225352112,BUF,-4
1027,LG,Earnest,Greene III,Earnest Greene III,NYJ,11,9,4,757,False,12,17,0,5,Earnest,Greene III,132.0,130.0,2.0,23.0,17.0,Signed,Normal,70.0,0.0,0.0,NYJ,tier_5,5.284015852047556,NYJ,0
1028,RT,Jack,Conklin,Jack Conklin,PIT,11,3,3,694,False,11,28,0,5,Jack,Conklin,557.0,555.0,12.0,34.0,28.0,Signed,Star,72.0,0.0,0.0,PIT,tier_5,4.322766570605188,PIT,6
1099,RT,Taliese,Fuaga,Taliese Fuaga,MIA,16,5,9,1174,False,16,11,0,5,Taliese,Fuaga,3231.0,3229.0,4.0,27.0,11.0,Signed,Star,85.0,0.0,0.0,MIA,tier_2,7.666098807495741,MIA,-2
1141,C,Andrew,Page,Andrew Page,CLE,15,3,3,1096,False,15,4,0,5,Andrew,Page,1234.0,1232.0,0.0,22.0,4.0,Signed,Star,73.0,0.0,0.0,CLE,tier_5,2.737226277372263,CLE,6
1184,RG,Chris,Lindstrom,Chris Lindstrom,ATL,16,4,1,1180,False,16,13,0,5,Chris,Lindstrom,1732.0,1730.0,9.0,31.0,13.0,Signed,Superstar,87.0,0.0,0.0,ATL,tier_2,0.847457627118644,ATL,2
1185,C,Drew,Dalman,Drew Dalman,ATL,13,5,3,791,False,13,13,0,5,Drew,Dalman,624.0,622.0,7.0,29.0,13.0,Signed,Star,84.0,0.0,0.0,ATL,tier_3,3.7926675094816686,ATL,1
1187,LG,Teven,Jenkins,Teven Jenkins,CAR,14,0,5,949,False,14,20,0,5,Teven,Jenkins,1442.0,1440.0,7.0,30.0,20.0,Signed,Star,76.0,0.0,0.0,CAR,tier_4,5.268703898840885,CAR,0
1189,RT,Brian,O'Neill,Brian O'Neill,CAR,15,0,10,1016,False,15,20,0,5,Brian,O'Neill,2133.0,2131.0,10.0,32.0,20.0,Signed,Star,79.0,0.0,0.0,CAR,tier_4,9.84251968503937,CAR,0
1373,RG,Sean,Rhyan,Sean Rhyan,ARI,10,0,1,741,False,14,6,0,5,Sean,Rhyan,2357.0,2355.0,6.0,29.0,6.0,Signed,Normal,83.0,0.0,0.0,ARI,tier_3,1.3495276653171389,ARI,1
1403,LG,Anthony,Bradford,Anthony Bradford,TB,13,0,8,917,False,13,5,0,5,Anthony,Bradford,290.0,288.0,5.0,27.0,5.0,Signed,Normal,73.0,0.0,0.0,TB,tier_5,8.724100327153762,TB,-3
1404,RT,Josiah,Thompson,Josiah Thompson,TB,8,0,5,738,False,16,5,0,5,Josiah,Thompson,2602.0,2600.0,1.0,24.0,5.0,Signed,Normal,72.0,0.0,0.0,TB,tier_5,6.775067750677507,TB,3
1405,LT,Brandon,Baker,Brandon Baker,TB,14,0,18,968,False,14,5,0,5,Brandon,Baker,2110.0,2108.0,1.0,23.0,5.0,Signed,Star,82.0,0.0,0.0,TB,tier_3,18.59504132231405,TB,-8
1407,RG,Mike,Onwenu,Mike Onwenu,TB,16,0,2,1157,False,16,5,0,5,Mike,Onwenu,2135.0,2133.0,8.0,30.0,5.0,Signed,Star,77.0,0.0,0.0,TB,tier_4,1.7286084701815039,TB,2
1408,C,Drake,Nugent,Drake Nugent,TB,14,0,5,1067,False,14,5,0,5,Drake,Nugent,3413.0,3411.0,4.0,27.0,5.0,Signed,Normal,79.0,0.0,0.0,TB,tier_4,4.686035613870665,TB,2
1409,C,Juice,Scruggs,Juice Scruggs,IND,14,0,5,1087,False,14,9,0,5,Juice,Scruggs,2504.0,2502.0,5.0,28.0,9.0,Signed,Normal,79.0,0.0,0.0,IND,tier_4,4.599816007359705,IND,2
1410,RG,Jacob,Allen,Jacob Allen,IND,12,0,3,904,False,12,9,0,5,Jacob,Allen,2800.0,2798.0,1.0,24.0,9.0,Signed,Normal,76.0,0.0,0.0,IND,tier_4,3.3185840707964602,IND,-3
1412,RG,Robert,Hunt,Robert Hunt,MIA,15,6,1,1155,False,15,11,0,5,Robert,Hunt,1347.0,1345.0,8.0,32.0,11.0,Signed,Star,79.0,0.0,0.0,MIA,tier_4,0.8658008658008658,MIA,5
1431,RT,Tyler,Guyton,Tyler Guyton,WAS,12,4,4,883,False,16,25,0,5,Tyler,Guyton,3258.0,3256.0,4.0,26.0,25.0,Signed,Normal,76.0,0.0,0.0,WAS,tier_4,4.530011325028313,WAS,5
1432,LG,Graham,Barton,Graham Barton,WAS,16,1,7,1187,False,16,25,0,5,Graham,Barton,3220.0,3218.0,4.0,26.0,25.0,Signed,Normal,88.0,0.0,0.0,WAS,tier_2,5.8972198820556025,WAS,-2
1433,LT,Olumuyiwa,Fashanu,Olumuyiwa Fashanu,WAS,13,0,12,892,False,13,25,0,5,Olumuyiwa,Fashanu,3201.0,3199.0,4.0,25.0,25.0,Signed,Star,84.0,0.0,0.0,WAS,tier_3,13.45291479820628,WAS,-1
1436,LG,Harris,Sewell,Harris Sewell,LAC,11,0,4,796,False,11,7,0,5,Harris,Sewell,2322.0,2320.0,1.0,23.0,7.0,Signed,Superstar,83.0,0.0,0.0,LAC,tier_3,5.025125628140704,LAC,-1
1448,LT,Cam,Robinson,Cam Robinson,KC,16,0,2,1170,False,16,8,0,5,Cam,Robinson,2394.0,2392.0,11.0,32.0,8.0,Signed,Normal,79.0,0.0,0.0,KC,tier_4,1.7094017094017093,KC,10
1449,RG,Trey,Smith,Trey Smith,KC,14,0,0,1044,False,14,8,0,5,Trey,Smith,2615.0,2613.0,7.0,29.0,8.0,Signed,Superstar,91.0,0.0,0.0,KC,tier_1,0.0,KC,4
1450,C,Creed,Humphrey,Creed Humphrey,KC,16,0,6,1186,False,16,8,0,5,Creed,Humphrey,1340.0,1338.0,7.0,30.0,8.0,Signed,Superstar,97.0,0.0,0.0,KC,tier_0,5.059021922428331,KC,-4
1452,RG,Solomon,Thomas,Solomon Thomas,LAC,14,0,4,1035,False,14,7,0,5,Solomon,Thomas,3332.0,3330.0,0.0,21.0,7.0,Signed,Normal,73.0,0.0,0.0,LAC,tier_5,3.864734299516908,LAC,-3
1453,C,Andrew,Raym,Andrew Raym,CIN,14,3,3,971,False,14,1,0,5,Andrew,Raym,3416.0,3414.0,4.0,27.0,1.0,Signed,Normal,79.0,0.0,0.0,CIN,tier_4,3.089598352214212,CIN,2
1454,RT,Tyree,Adams,Tyree Adams,LAC,16,0,13,1181,False,16,7,0,5,Tyree,Adams,3446.0,3444.0,0.0,23.0,7.0,Signed,Normal,72.0,0.0,0.0,LAC,tier_5,11.00762066045724,LAC,0
1456,RG,Jaylen,Early,Jaylen Early,LAC,5,0,0,418,False,14,7,0,5,Jaylen,Early,958.0,956.0,1.0,24.0,7.0,Signed,Normal,69.0,0.0,0.0,LAC,tier_6,0.0,LAC,12
1457,C,Jacob,Gideon,Jacob Gideon,LAC,14,0,4,1106,False,14,7,0,5,Jacob,Gideon,541.0,539.0,3.0,26.0,7.0,Signed,Normal,83.0,0.0,0.0,LAC,tier_3,3.6166365280289328,LAC,1
1458,LT,Rashawn,Slater,Rashawn Slater,LAC,16,0,5,1217,False,16,7,0,5,Rashawn,Slater,2567.0,2565.0,7.0,29.0,7.0,Signed,Superstar,92.0,0.0,0.0,LAC,tier_1,4.108463434675432,LAC,1
1459,RG,Kam,Dewberry,Kam Dewberry,NYG,13,3,6,907,False,13,15,0,5,Kam,Dewberry,112.0,110.0,2.0,25.0,15.0,Signed,Normal,70.0,0.0,0.0,NYG,tier_5,6.615214994487321,NYG,-6
1460,LT,Amarius,Mims,Amarius Mims,LAR,4,0,6,458,False,14,23,0,5,Amarius,Mims,3266.0,3264.0,4.0,26.0,23.0,Signed,Normal,70.0,0.0,0.0,LAR,tier_5,13.100436681222707,LAR,0
1461,RG,Chase,Bisontis,Chase Bisontis,LAR,16,0,1,1174,False,16,23,0,5,Chase,Bisontis,325.0,323.0,1.0,24.0,23.0,Signed,Normal,78.0,0.0,0.0,LAR,tier_4,0.8517887563884157,LAR,5
1462,RT,Alijah,Vera-Tucker,Alijah Vera-Tucker,LAR,16,0,14,1143,False,16,23,0,5,Alijah,Vera-Tucker,2902.0,2900.0,7.0,29.0,23.0,Signed,Star,75.0,0.0,0.0,LAR,tier_4,12.248468941382326,LAR,-3
1463,LT,Will,Campbell,Will Campbell,LAR,11,0,14,799,False,11,23,0,5,Will,Campbell,140.0,138.0,3.0,25.0,23.0,Signed,Normal,78.0,0.0,0.0,LAR,tier_4,17.521902377972467,LAR,-7
1465,C,Lamar,Robinson,Lamar Robinson,LAR,14,0,6,987,False,14,23,0,5,Lamar,Robinson,2416.0,2414.0,2.0,24.0,23.0,Signed,Normal,69.0,0.0,0.0,LAR,tier_6,6.079027355623101,LAR,1
1466,LG,Steve,Avila,Steve Avila,LAR,11,0,4,863,False,11,23,0,5,Steve,Avila,118.0,116.0,5.0,28.0,23.0,Signed,Normal,78.0,0.0,0.0,LAR,tier_4,4.634994206257242,LAR,2
1467,LG,Cooper,Beebee,Cooper Beebee,JAX,9,0,1,616,False,10,16,0,5,Cooper,Beebee,3304.0,3302.0,4.0,27.0,16.0,Signed,Superstar,89.0,0.0,0.0,JAX,tier_2,1.6233766233766236,JAX,2
1468,C,Sedrick,Van Pran,Sedrick Van Pran,JAX,16,0,3,1171,False,16,16,0,5,Sedrick,Van Pran,3256.0,3254.0,4.0,26.0,16.0,Signed,Star,87.0,0.0,0.0,JAX,tier_2,2.5619128949615715,JAX,2
1469,LG,Ezra,Cleveland,Ezra Cleveland,JAX,16,0,5,1101,False,16,16,0,5,Ezra,Cleveland,522.0,520.0,8.0,30.0,16.0,Signed,Star,89.0,0.0,0.0,JAX,tier_2,4.541326067211626,JAX,0
1470,LG,Peter,Skoronski,Peter Skoronski,BAL,16,2,8,1127,False,16,24,0,5,Peter,Skoronski,2561.0,2559.0,5.0,27.0,24.0,Signed,Star,74.0,0.0,0.0,BAL,tier_5,7.098491570541261,BAL,-3
1472,LT,Rod,Orr,Rod Orr,BAL,16,6,15,1121,False,16,24,0,5,Rod,Orr,347.0,345.0,2.0,25.0,24.0,Signed,Normal,78.0,0.0,0.0,BAL,tier_4,13.380909901873327,BAL,0
1474,LG,Cole,Hutson,Cole Hutson,BAL,15,8,0,1051,False,16,24,0,5,Cole,Hutson,706.0,704.0,2.0,25.0,24.0,Signed,Normal,68.0,0.0,0.0,BAL,tier_6,0.0,BAL,12
1476,RG,Cam'Ron,Johnson,Cam'Ron Johnson,SF,16,0,1,1179,False,16,14,0,5,Cam'Ron,Johnson,1751.0,1749.0,3.0,25.0,14.0,Signed,Star,82.0,0.0,0.0,SF,tier_3,0.8481764206955047,SF,4
1477,LG,Zak,Zinter,Zak Zinter,SF,16,0,3,1183,False,16,14,0,5,Zak,Zinter,3338.0,3336.0,4.0,27.0,14.0,Signed,Star,81.0,0.0,0.0,SF,tier_3,2.53592561284869,SF,4
1478,RT,Kinglsey,Suamataia,Kinglsey Suamataia,SF,16,0,4,1179,False,16,14,0,5,Kinglsey,Suamataia,3213.0,3211.0,4.0,26.0,14.0,Signed,Superstar,95.0,0.0,0.0,SF,tier_0,3.392705682782019,SF,0
1479,C,Jonathan,Denis,Jonathan Denis,SF,16,0,8,1202,False,16,14,0,5,Jonathan,Denis,2397.0,2395.0,2.0,25.0,14.0,Signed,Normal,74.0,0.0,0.0,SF,tier_5,6.655574043261232,SF,0
1480,LT,E'Marion,Harris,E'Marion Harris,SF,12,0,13,925,False,16,14,0,5,E'Marion,Harris,2211.0,2209.0,1.0,23.0,14.0,Signed,Normal,69.0,0.0,0.0,SF,tier_6,14.054054054054054,SF,-2
1482,C,Hjalte,Froholdt,Hjalte Froholdt,DAL,10,5,4,748,False,12,10,0,5,Hjalte,Froholdt,939.0,937.0,9.0,32.0,10.0,Signed,Normal,70.0,0.0,0.0,DAL,tier_5,5.347593582887701,DAL,0
1483,LG,Alex,Birchmeier,Alex Birchmeier,DAL,16,3,10,1154,False,16,10,0,5,Alex,Birchmeier,159.0,157.0,0.0,23.0,10.0,Signed,Star,71.0,0.0,0.0,DAL,tier_5,8.665511265164644,DAL,-3
1484,C,Ryan,Brubaker,Ryan Brubaker,DAL,14,0,3,470,False,14,10,0,5,Ryan,Brubaker,2275.0,2273.0,1.0,24.0,10.0,Signed,Normal,69.0,0.0,0.0,DAL,tier_6,6.382978723404255,DAL,1
1485,LT,Andrew,Chamblee,Andrew Chamblee,DAL,16,3,10,1152,False,16,10,0,5,Andrew,Chamblee,2183.0,2181.0,1.0,24.0,10.0,Signed,Normal,76.0,0.0,0.0,DAL,tier_4,8.680555555555555,DAL,2
1487,RT,Jack,Nelson,Jack Nelson,DAL,12,0,6,848,False,12,10,0,5,Jack,Nelson,470.0,468.0,3.0,26.0,10.0,Signed,Normal,72.0,0.0,0.0,DAL,tier_5,7.0754716981132075,DAL,0
1488,RG,Masai,Reddick,Masai Reddick,DAL,16,2,2,1162,False,16,10,0,5,Masai,Reddick,1395.0,1393.0,1.0,23.0,10.0,Signed,Normal,74.0,0.0,0.0,DAL,tier_5,1.721170395869191,DAL,3
1493,RG,Ajani,Cornelius,Ajani Cornelius,DET,16,0,0,1236,False,16,18,0,5,Ajani,Cornelius,1095.0,1093.0,3.0,26.0,18.0,Signed,Normal,75.0,0.0,0.0,DET,tier_4,0.0,DET,10
1494,RT,Jacob,Hood,Jacob Hood,GB,7,0,2,659,False,14,19,0,5,Jacob,Hood,1801.0,1799.0,1.0,24.0,19.0,Signed,Normal,71.0,0.0,0.0,GB,tier_5,3.0349013657056148,GB,6
1496,C,Jager,Burton,Jager Burton,GB,14,0,2,946,False,14,19,0,5,Jager,Burton,710.0,708.0,3.0,25.0,19.0,Signed,Normal,78.0,0.0,0.0,GB,tier_4,2.1141649048625792,GB,5
1497,RG,Kiran,Amegadjie,Kiran Amegadjie,GB,16,0,4,1146,False,16,19,0,5,Kiran,Amegadjie,3274.0,3272.0,4.0,27.0,19.0,Signed,Superstar,88.0,0.0,0.0,GB,tier_2,3.4904013961605584,GB,-4
1499,LG,Zach,Tom,Zach Tom,GB,16,0,9,1238,False,16,19,0,5,Zach,Tom,2820.0,2818.0,6.0,29.0,19.0,Signed,Normal,84.0,0.0,0.0,GB,tier_3,7.269789983844912,GB,-4
