Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,KICKEPBLOCKED,PUNTNETYARDS,PUNTYARDS,KICKFGBLOCKED,PUNTATTEMPTS,PUNTIN20,DOWNSPLAYED,KICKEPATTEMPTS,PUNTLONGEST,SEAS_YEAR,KICKNUMKICKOFFS,STAT_KEEP,GAMERATING,PUNTTOUCHBACKS,KICKFGATTEMPTS,KICKEPMADE,GAMEWINFGSMADE,KICKFGATTEMPTS50ORMORE,KICKFGATTEMPTS40TO49,KICKFGATTEMPTS30TO39,KICKFGATTEMPTS29ORLESS,GAMEWINFGATTEMPTS,KICKFGMADE30TO39,KICKFGMADE29ORLESS,KICKFGMADE,KICKFGLONGEST,GAMESSTARTED,YEARBYYEARTEAMINDEX,KICKTOUCHBACKS,KICKFGMADE50ORMORE,KICKFGMADE40TO49,PUNTBLOCKED,GAMESPLAYED,FirstName_y,LastName_y,Row Excel,Row Editor,YearsPro,Age,TeamIndex,ContractStatus,TraitDevelopment,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,FGPercentage,EPPercentage,Over40YardPercentage,PuntTBPerIn20,YardsPerPunt,NetYardsToPuntYards,TeamName_y,SkillPointKick
318,P,Pressley,Harvin III,Pressley Harvin III,PIT,0,3505,3669,0,76,43,0,0,56,5,0,False,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,16,Pressley,Harvin III,1178.0,1176.0,7.0,29.0,28.0,Signed,Star,83.0,0.0,0.0,PIT,tier_3,,,,0.11627906976744186,48.276315789473685,0.9553011719814664,PIT,3
319,K,Andres,Borregales,Andres Borregales,PIT,0,0,0,0,0,0,83,33,0,5,83,False,0,0,35,33,0,3,9,13,10,0,13,10,32,57,16,28,72,3,6,0,16,Andres,Borregales,1603.0,1601.0,3.0,26.0,28.0,Signed,Normal,71.0,0.0,0.0,PIT,tier_5,0.9142857142857143,1.0,0.75,,,,PIT,0
320,K,Chad,Ryland,Chad Ryland,NE,1,0,0,1,0,0,110,26,0,5,59,False,0,0,25,25,0,4,9,7,5,0,6,4,19,57,16,21,38,2,7,0,16,Chad,Ryland,2449.0,2447.0,5.0,28.0,21.0,Signed,Normal,75.0,0.0,0.0,NE,tier_4,0.76,0.9615384615384616,0.6923076923076923,,,,NE,-9
321,P,Ryan,Rehkow,Ryan Rehkow,NE,0,3295,3657,0,79,24,76,0,50,5,1,False,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,21,0,0,0,0,16,Ryan,Rehkow,2414.0,2412.0,3.0,27.0,21.0,Signed,Normal,75.0,0.0,0.0,NE,tier_4,,,,0.16666666666666666,46.29113924050633,0.9010117582718075,NE,-2
322,P,Riley,Thompson,Riley Thompson,CLE,0,3601,3878,0,84,32,155,0,50,5,77,False,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,4,46,0,0,0,16,Riley,Thompson,3615.0,3613.0,4.0,28.0,4.0,Signed,Normal,76.0,0.0,0.0,CLE,tier_4,,,,0.125,46.166666666666664,0.9285714285714286,CLE,-1
323,K,Matt,Gay,Matt Gay,CLE,0,0,0,0,0,0,57,36,0,5,0,False,0,0,18,35,0,7,7,1,3,0,1,3,18,59,14,4,0,7,7,0,14,Matt,Gay,984.0,982.0,9.0,34.0,4.0,Signed,Normal,75.0,0.0,0.0,CLE,tier_4,1.0,0.9722222222222222,1.0,,,,CLE,5
324,K,Conor,Talty,Conor Talty,LAR,1,0,0,0,0,0,133,39,0,5,70,False,0,0,17,36,0,8,4,3,2,0,3,2,17,59,16,23,47,8,4,0,16,Conor,Talty,1893.0,1891.0,0.0,23.0,23.0,Signed,Normal,74.0,0.0,0.0,LAR,tier_5,1.0,0.9230769230769231,1.0,,,,LAR,6
325,P,Ryan,Eckley,Ryan Eckley,LAR,0,3745,4069,0,92,30,94,0,47,5,1,False,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,23,0,0,0,0,16,Ryan,Eckley,778.0,776.0,1.0,23.0,23.0,Signed,Normal,70.0,0.0,0.0,LAR,tier_5,,,,0.13333333333333333,44.22826086956522,0.9203735561563038,LAR,-2
326,P,Dylan,Joyce,Dylan Joyce,SF,0,2397,2513,0,56,21,57,0,47,5,0,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,14,0,0,0,0,16,Dylan,Joyce,1320.0,1318.0,1.0,23.0,14.0,Signed,Normal,71.0,0.0,0.0,SF,tier_5,,,,0.047619047619047616,44.875,0.9538400318344608,SF,4
327,K,Jake,Moody,Jake Moody,SF,0,0,0,0,0,0,164,54,0,5,87,False,0,0,17,53,0,5,6,3,3,0,3,3,14,57,16,14,49,5,3,0,16,Jake,Moody,1970.0,1968.0,5.0,28.0,14.0,Signed,Normal,73.0,0.0,0.0,SF,tier_5,0.8235294117647058,0.9814814814814815,0.7272727272727273,,,,SF,-4
328,P,Ryan,Wright,Ryan Wright,MIN,0,4111,4299,0,91,33,162,0,51,5,68,False,0,8,0,0,0,0,0,0,0,0,0,0,0,0,16,30,37,0,0,1,16,Ryan,Wright,3160.0,3158.0,6.0,28.0,30.0,Signed,Normal,79.0,0.0,0.0,MIN,tier_4,,,,0.24242424242424243,47.24175824175824,0.9562688997441265,MIN,1
329,K,Drew,Stevens,Drew Stevens,MIN,0,0,0,0,0,0,59,32,0,5,0,False,0,0,21,29,0,5,5,6,5,0,6,5,19,57,15,30,0,3,5,0,15,Drew,Stevens,1681.0,1679.0,2.0,24.0,30.0,Signed,Normal,75.0,0.0,0.0,MIN,tier_4,0.9047619047619048,0.90625,0.8,,,,MIN,-8
330,K,Nicolas,Radicic,Nicolas Radicic,BAL,0,0,0,1,0,0,56,30,0,5,0,False,0,0,27,29,0,9,6,9,3,0,9,3,23,59,14,24,0,6,5,0,15,Nicolas,Radicic,1741.0,1739.0,0.0,22.0,24.0,Signed,Normal,72.0,0.0,0.0,BAL,tier_5,0.8518518518518519,0.9666666666666667,0.7333333333333333,,,,BAL,-5
331,P,Jesse,Mirco,Jesse Mirco,BAL,0,3306,3486,0,76,30,149,0,49,5,77,False,0,8,0,0,0,0,0,0,0,0,0,0,0,0,16,24,44,0,0,1,16,Jesse,Mirco,2860.0,2858.0,2.0,25.0,24.0,Signed,Normal,74.0,0.0,0.0,BAL,tier_5,,,,0.26666666666666666,45.86842105263158,0.9483648881239243,BAL,-4
332,P,Tom,Ellard,Tom Ellard,LAC,0,3432,3600,0,79,30,79,0,48,5,0,False,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16,7,0,0,0,0,16,Tom,Ellard,2309.0,2307.0,2.0,24.0,7.0,Signed,Normal,73.0,0.0,0.0,LAC,tier_5,,,,0.16666666666666666,45.56962025316456,0.9533333333333334,LAC,2
333,K,Cameron,Dicker,Cameron Dicker,LAC,0,0,0,0,0,0,151,41,0,5,81,False,0,0,24,41,0,7,7,5,5,0,5,4,23,59,16,7,51,7,7,0,16,Cameron,Dicker,702.0,700.0,6.0,28.0,7.0,Signed,Normal,77.0,0.0,0.0,LAC,tier_4,0.9583333333333334,1.0,1.0,,,,LAC,5
334,P,Laine,Wilkins,Laine Wilkins,CIN,0,2990,3225,0,71,23,67,0,49,5,1,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,16,Laine,Wilkins,2463.0,2461.0,3.0,27.0,1.0,Signed,Normal,72.0,0.0,0.0,CIN,tier_5,,,,0.08695652173913043,45.42253521126761,0.9271317829457364,CIN,1
335,K,Evan,McPherson,Evan McPherson,CIN,0,0,0,1,0,0,157,51,0,5,86,False,0,0,23,51,0,4,8,6,5,0,6,4,20,58,16,1,53,3,7,0,16,Evan,McPherson,1907.0,1905.0,7.0,29.0,1.0,Signed,Star,79.0,0.0,0.0,CIN,tier_4,0.8695652173913043,1.0,0.8333333333333334,,,,CIN,-2
336,P,James,Ferguson-Reynolds,James Ferguson-Reynolds,NYJ,0,2985,3179,0,71,22,69,0,49,5,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,0,0,0,0,16,James,Ferguson-Reynolds,964.0,962.0,2.0,24.0,17.0,Signed,Normal,71.0,0.0,0.0,NYJ,tier_5,,,,0.0,44.774647887323944,0.9389745202893992,NYJ,2
337,K,Brock,Taylor,Brock Taylor,NYJ,0,0,0,0,0,0,148,42,0,5,84,False,0,0,21,42,0,4,8,6,3,0,6,3,21,58,16,17,40,4,8,0,16,Brock,Taylor,2122.0,2120.0,0.0,23.0,17.0,Signed,Star,76.0,0.0,0.0,NYJ,tier_4,1.0,1.0,1.0,,,,NYJ,7
338,K,Dustin,Hopkins,Dustin Hopkins,GB,0,0,0,0,0,0,142,43,0,5,74,False,0,0,18,43,0,7,1,7,3,0,7,3,18,59,16,19,41,7,1,0,16,Dustin,Hopkins,1301.0,1299.0,15.0,37.0,19.0,Signed,Star,82.0,0.0,0.0,GB,tier_3,1.0,1.0,1.0,,,,GB,6
339,P,Bryce,McFerson,Bryce McFerson,GB,0,3921,4187,0,89,27,93,0,50,5,1,False,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16,19,0,0,0,0,16,Bryce,McFerson,1565.0,1563.0,1.0,23.0,19.0,Signed,Normal,77.0,0.0,0.0,GB,tier_4,,,,0.18518518518518517,47.04494382022472,0.9364700262717937,GB,0
340,P,Tommy,Doman,Tommy Doman,CHI,0,2530,2640,0,58,25,143,0,49,5,82,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,50,0,0,0,16,Tommy,Doman,2142.0,2140.0,3.0,26.0,0.0,Signed,Normal,73.0,0.0,0.0,CHI,tier_5,,,,0.04,45.51724137931034,0.9583333333333334,CHI,5
341,K,Dominic,Zvada,Dominic Zvada,CHI,0,0,0,1,0,0,72,40,0,5,0,False,0,0,26,40,0,5,11,5,5,0,5,5,24,57,16,0,0,4,10,0,16,Dominic,Zvada,704.0,702.0,2.0,24.0,0.0,Signed,Normal,72.0,0.0,0.0,CHI,tier_5,0.9230769230769231,1.0,0.875,,,,CHI,4
