Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,STAT_KEEP,DLINEFUMBLERECOVERYYARDS,DSECINTRETURNYARDS,DOWNSPLAYED,DLINEFUMBLERECOVERIES,ASSDEFTACKLES,BIGHITS,DEFTACKLES,DLINEHALFSACK,SEAS_YEAR,CTHALLOWED,DSECINTLONGESTRETURN,DLINESAFETIES,DSECINTS,DSECINTTDS,GAMERATING,DEFPASSDEFLECTIONS,DLINEBLOCKS,YEARBYYEARTEAMINDEX,DEFTACKLESFORLOSS,DLINEFORCEDFUMBLES,DLINESACKS,DLINEFUMBLETDS,GAMESPLAYED,GAMESSTARTED,FirstName_y,LastName_y,PLYR_ASSETNAME,Row Excel,Row Editor,YearsPro,Age,PLYR_DRAFTROUND,TeamIndex,ContractStatus,TraitDevelopment,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,DLSacksAndTFLPer1000Snaps,DTSacksAndTFLPer1000Snaps,TotalTurnoversPer1000Snaps,LBSacksTFLPassDeflPer1000Snaps,TacklesPer1000Snaps,CBPassDeflPer1000Snaps,CBCatchAllowPer100Snaps,SafetiesCatchAllowMinusPDPerGame,TeamName_y,SkillPointDef
310,CB,Camani,Cobbs,Camani Cobbs,NE,True,0,50,1101,0,8,34,45,0,10,26,32,0,2,0,0,16,0,21,1,0,0,0,16,11,Camani,Cobbs,,1105.0,1103.0,7.0,30.0,3.0,21.0,Signed,Star,80.0,0.0,0.0,NE,tier_3,0.9082652134423251,0.9082652134423251,1.8165304268846503,15.44050862851953,48.13805631244324,14.532243415077202,2.361489554950045,0.625,NE,0
334,DT,Henry,Bird,Henry Bird,ARI,True,14,0,429,1,5,13,17,0,10,0,0,0,0,0,0,0,0,6,3,2,3,0,15,0,Henry,Bird,HenryBird_32740,2257.0,2255.0,2.0,25.0,7.0,6.0,Signed,Normal,66.0,0.0,0.0,ARI,tier_6,20.97902097902098,24.475524475524477,6.993006993006993,13.986013986013987,51.28205128205128,0.0,0.0,0.0,ARI,5
355,LOLB,Jaylen,Sneed,Jaylen Sneed,WAS,True,0,0,622,0,9,22,38,1,10,12,0,0,0,0,0,0,0,25,3,0,0,0,17,17,Jaylen,Sneed,,3487.0,3485.0,7.0,30.0,3.0,25.0,Signed,Star,68.0,0.0,0.0,WAS,tier_6,4.82315112540193,4.82315112540193,0.0,4.82315112540193,75.56270096463022,0.0,1.929260450160772,0.7058823529411765,WAS,-1
356,MLB,Tackett,Curtis,Tackett Curtis,WAS,True,27,14,963,2,27,68,86,1,10,43,14,0,1,0,0,3,0,25,2,2,0,0,17,14,Tackett,Curtis,,570.0,568.0,8.0,29.0,1.0,25.0,Signed,Star,81.0,0.0,0.0,WAS,tier_3,2.0768431983385254,2.0768431983385254,5.192107995846314,5.192107995846314,117.34164070612668,3.115264797507788,4.46521287642783,2.3529411764705883,WAS,0
371,MLB,Cody,Mercer,Cody Mercer,TEN,True,0,0,389,0,2,9,21,0,10,6,0,0,0,0,0,0,0,29,1,0,0,0,17,0,Cody,Mercer,CodyMercer_3363311,1109.0,1107.0,1.0,23.0,63.0,29.0,Signed,Normal,64.0,0.0,0.0,TEN,tier_6,2.5706940874035986,2.5706940874035986,0.0,2.5706940874035986,59.12596401028278,0.0,1.5424164524421593,0.35294117647058826,TEN,-2
401,MLB,Damien,Cheeks,Damien Cheeks,CHI,True,0,0,380,0,8,14,21,1,10,7,0,0,0,0,0,1,0,0,2,1,0,0,16,0,Damien,Cheeks,DamienCheeks_3363312,1864.0,1862.0,1.0,22.0,63.0,0.0,Signed,Normal,63.0,0.0,0.0,CHI,tier_6,5.263157894736842,5.263157894736842,2.631578947368421,7.894736842105264,76.3157894736842,2.631578947368421,1.8421052631578945,0.375,CHI,4
446,RE,Dilante,Patterson,Dilante Patterson,TEN,True,11,0,553,1,11,9,12,1,10,0,0,0,0,0,0,0,0,29,3,1,1,0,17,0,Dilante,Patterson,DilantePatterson_3073,2072.0,2070.0,4.0,26.0,7.0,29.0,Signed,Normal,67.0,0.0,0.0,TEN,tier_6,9.041591320072333,9.945750452079567,3.6166365280289328,7.2332730560578655,41.59132007233273,0.0,0.0,0.0,TEN,0
448,CB,Ja'Keem,Jackson,Ja'Keem Jackson,DAL,True,0,31,954,0,16,40,55,1,10,24,22,0,2,0,0,12,0,10,0,0,0,0,17,1,Ja'Keem,Jackson,,3536.0,3534.0,6.0,28.0,2.0,10.0,Signed,Star,74.0,0.0,0.0,DAL,tier_5,0.0,0.0,2.0964360587002098,12.578616352201259,74.42348008385746,12.578616352201259,2.515723270440252,0.7058823529411765,DAL,4
467,RE,Nolan,Welch,Nolan Welch,DAL,True,14,0,500,1,9,22,28,1,10,0,0,0,0,0,0,0,0,10,8,1,7,0,17,3,Nolan,Welch,NolanWelch_34215,3231.0,3229.0,0.0,21.0,2.0,10.0,Signed,Normal,72.0,0.0,0.0,DAL,tier_5,44.0,51.0,4.0,30.0,74.0,0.0,0.0,0.0,DAL,6
472,MLB,Rashad,McMillan,Rashad McMillan,MIA,True,0,0,504,0,7,11,16,0,10,13,0,0,0,0,0,0,0,11,0,0,0,0,17,1,Rashad,McMillan,RashadMcMillan_34628,3166.0,3164.0,0.0,23.0,6.0,11.0,Signed,Normal,60.0,0.0,0.0,MIA,tier_6,0.0,0.0,0.0,0.0,45.63492063492063,0.0,2.579365079365079,0.7647058823529411,MIA,-5
481,MLB,Junior,Colson,Junior Colson,ARI,True,12,61,851,1,20,65,87,1,10,28,33,0,3,0,0,2,0,6,4,3,0,0,17,2,Junior,Colson,ColsonJunior_14905,3329.0,3327.0,10.0,31.0,4.0,6.0,Signed,Star,73.0,0.0,0.0,ARI,tier_5,4.700352526439483,4.700352526439483,8.225616921269095,7.050528789659225,125.73443008225618,2.3501762632197414,3.290246768507638,1.5294117647058822,ARI,8
489,LE,Kevynn,Woods,Kevynn Woods,KC,True,0,0,690,0,12,16,28,1,10,0,0,0,0,0,0,0,1,8,3,0,3,0,17,3,Kevynn,Woods,KevynnWoods_33527,2030.0,2028.0,1.0,24.0,5.0,8.0,Signed,Normal,66.0,0.0,0.0,KC,tier_6,13.043478260869565,15.217391304347826,1.4492753623188406,8.695652173913043,57.971014492753625,0.0,0.0,0.0,KC,1
495,LOLB,Dalton,Franklin,Dalton Franklin,NYJ,True,12,0,925,1,26,67,97,1,10,40,0,0,0,0,0,2,0,17,4,1,1,0,15,15,Dalton,Franklin,DaltonFranklin_3228,837.0,835.0,2.0,23.0,2.0,17.0,Signed,Normal,76.0,0.0,0.0,NYJ,tier_4,6.486486486486486,7.027027027027027,2.1621621621621623,7.5675675675675675,132.97297297297297,2.1621621621621623,4.324324324324325,2.533333333333333,NYJ,1
496,LOLB,Nick,St. Louis,Nick St. Louis,IND,True,0,0,430,0,7,8,9,0,10,1,0,0,0,0,0,0,0,9,0,0,0,0,17,1,Nick,St. Louis,NickSt. Louis_3363361,2355.0,2353.0,1.0,23.0,63.0,9.0,Signed,Normal,62.0,0.0,0.0,IND,tier_6,0.0,0.0,0.0,0.0,37.2093023255814,0.0,0.23255813953488372,0.058823529411764705,IND,-5
501,RE,Aaron,Olsen,Aaron Olsen,NE,True,13,0,808,1,13,19,28,1,10,3,0,0,0,0,0,0,0,21,14,1,4,0,17,17,Aaron,Olsen,AaronOlsen_30416,1090.0,1088.0,4.0,26.0,4.0,21.0,Signed,Normal,78.0,0.0,0.0,NE,tier_4,27.22772277227723,29.7029702970297,2.4752475247524752,22.277227722772277,50.742574257425744,0.0,0.3712871287128713,0.17647058823529413,NE,0
513,DT,Addison,Claiborne,Addison Claiborne,IND,True,0,0,492,0,11,16,19,0,10,0,0,0,0,0,0,1,0,9,10,0,3,0,17,2,Addison,Claiborne,AddisonClaiborne_3017,239.0,237.0,4.0,27.0,1.0,9.0,Signed,Star,72.0,0.0,0.0,IND,tier_5,32.520325203252035,35.56910569105691,0.0,28.455284552845526,60.97560975609756,2.032520325203252,0.0,-0.058823529411764705,IND,-2
595,DT,Cube,McNeal,Cube McNeal,NE,True,0,0,459,0,9,9,10,1,10,0,0,0,0,0,0,0,0,21,2,0,0,0,17,1,Cube,McNeal,CubeMcNeal_33540,2290.0,2288.0,1.0,24.0,5.0,21.0,Signed,Normal,67.0,0.0,0.0,NE,tier_6,4.357298474945535,4.357298474945535,0.0,4.357298474945535,41.394335511982575,0.0,0.0,0.0,NE,-4
596,DT,JaReylan,Clark,JaReylan Clark,DAL,True,0,0,765,0,14,27,40,1,10,0,0,0,0,0,0,3,0,10,19,0,3,0,17,15,JaReylan,Clark,JaReylanClark_31130,2997.0,2995.0,3.0,26.0,1.0,10.0,Signed,Normal,78.0,0.0,0.0,DAL,tier_4,32.67973856209151,34.640522875817,0.0,32.67973856209151,70.58823529411765,3.9215686274509802,0.0,-0.17647058823529413,DAL,-2
599,ROLB,Tyler,Buckley,Tyler Buckley,SF,True,0,0,468,0,2,10,15,1,10,4,0,0,0,0,0,0,0,14,0,0,0,0,17,4,Tyler,Buckley,TylerBuckley_3328,279.0,277.0,1.0,24.0,2.0,14.0,Signed,Normal,66.0,0.0,0.0,SF,tier_6,0.0,0.0,0.0,0.0,36.32478632478633,0.0,0.8547008547008548,0.23529411764705882,SF,-6
601,DT,Jeffrey,M'ba,Jeffrey M'ba,JAX,True,0,0,680,0,9,22,35,1,10,0,0,0,0,0,0,0,0,16,8,2,5,0,17,16,Jeffrey,M'ba,,2501.0,2499.0,9.0,32.0,2.0,16.0,Signed,Star,80.0,0.0,0.0,JAX,tier_3,26.470588235294116,30.147058823529413,2.941176470588235,19.117647058823533,64.70588235294119,0.0,0.0,0.0,JAX,-2
603,LE,Evan,Barlow,Evan Barlow,WAS,True,0,0,434,0,3,7,9,0,10,1,0,0,0,0,0,0,0,25,4,0,0,0,17,3,Evan,Barlow,EvanBarlow_3442,1055.0,1053.0,0.0,21.0,4.0,25.0,Signed,Normal,70.0,0.0,0.0,WAS,tier_5,9.216589861751151,9.216589861751151,0.0,9.216589861751151,27.64976958525346,0.0,0.2304147465437788,0.058823529411764705,WAS,-5
608,SS,Andrew,Warner,Andrew Warner,LAR,True,0,0,430,0,6,13,21,0,10,7,0,0,0,0,0,1,0,23,1,0,0,0,17,0,Andrew,Warner,AndrewWarner_32415,1274.0,1272.0,2.0,24.0,4.0,23.0,Signed,Normal,65.0,0.0,0.0,LAR,tier_6,2.3255813953488373,2.3255813953488373,0.0,4.651162790697675,62.79069767441861,2.3255813953488373,1.627906976744186,0.35294117647058826,LAR,-5
612,FS,Tyeler,Blaylock,Tyeler Blaylock,HOU,True,0,0,504,0,12,16,25,0,10,3,0,0,0,0,0,1,0,31,0,0,0,0,17,0,Tyeler,Blaylock,TyelerBlaylock_3266,1833.0,1831.0,2.0,24.0,6.0,31.0,Signed,Normal,67.0,0.0,0.0,HOU,tier_6,0.0,0.0,0.0,1.984126984126984,73.41269841269842,1.984126984126984,0.5952380952380952,0.11764705882352941,HOU,-4
613,MLB,Antwon,Staley,Antwon Staley,SF,True,0,30,1033,0,26,77,99,1,10,50,30,0,1,0,0,1,0,14,2,1,0,0,17,17,Antwon,Staley,AntwonStaley_33119,1693.0,1691.0,1.0,23.0,1.0,14.0,Signed,Star,86.0,0.0,0.0,SF,tier_2,1.936108422071636,1.936108422071636,1.936108422071636,2.904162633107454,121.00677637947724,0.968054211035818,4.84027105517909,2.8823529411764706,SF,-6
623,CB,A'Zion,Buckley,A'Zion Buckley,LAR,True,0,0,663,0,8,29,41,0,10,28,0,0,1,0,0,5,0,23,0,1,0,0,15,6,A'Zion,Buckley,A'ZionBuckley_31224,779.0,777.0,3.0,25.0,2.0,23.0,Signed,Star,76.0,0.0,0.0,LAR,tier_4,0.0,0.0,3.0165912518853695,7.541478129713424,73.90648567119156,7.541478129713424,4.223227752639517,1.5333333333333334,LAR,-1
671,SS,Tevin,Richmond Jr,Tevin Richmond Jr,TB,True,0,3,805,0,16,19,39,1,10,16,3,0,1,0,0,4,0,5,0,0,0,0,16,7,Tevin,Richmond Jr,TevinRichmond Jr_33436,3309.0,3307.0,1.0,23.0,4.0,5.0,Signed,Normal,66.0,0.0,0.0,TB,tier_6,0.0,0.0,1.2422360248447206,4.9689440993788825,68.32298136645963,4.9689440993788825,1.9875776397515528,0.75,TB,-3
672,LE,Duke,Aldridge,Duke Aldridge,DET,True,44,0,549,3,3,17,22,0,10,1,0,0,0,0,0,0,0,18,8,3,1,0,17,0,Duke,Aldridge,DukeAldridge_3337,52.0,50.0,1.0,23.0,3.0,18.0,Signed,Normal,68.0,0.0,0.0,DET,tier_6,18.214936247723134,19.12568306010929,10.92896174863388,16.393442622950822,45.53734061930783,0.0,0.18214936247723132,0.058823529411764705,DET,9
698,CB,Jacobe,Johnson,Jacobe Johnson,LAC,True,0,50,727,0,8,14,25,0,10,19,29,0,4,0,0,6,0,7,0,0,0,0,14,14,Jacobe,Johnson,,870.0,868.0,8.0,29.0,5.0,7.0,Signed,Normal,80.0,0.0,0.0,LAC,tier_3,0.0,0.0,5.502063273727648,8.253094910591471,45.39202200825309,8.253094910591471,2.613480055020633,0.9285714285714286,LAC,4
725,CB,Kaleb,Beasley,Kaleb Beasley,CHI,True,0,26,992,0,6,38,49,1,10,37,17,0,2,0,0,14,0,0,1,0,0,0,17,17,Kaleb,Beasley,,1375.0,1373.0,6.0,29.0,7.0,0.0,Signed,Star,79.0,0.0,0.0,CHI,tier_4,1.0080645161290323,1.0080645161290323,2.0161290322580645,15.120967741935484,55.443548387096776,14.112903225806452,3.7298387096774195,1.3529411764705883,CHI,1
726,LOLB,Emanuel,Roberts,Emanuel Roberts,HOU,True,0,0,425,0,19,10,16,0,10,4,0,0,0,0,0,0,0,31,4,0,1,0,14,3,Emanuel,Roberts,EmanuelRoberts_34534,206.0,204.0,0.0,22.0,5.0,31.0,Signed,Normal,64.0,0.0,0.0,HOU,tier_6,14.11764705882353,15.294117647058824,0.0,11.76470588235294,82.3529411764706,0.0,0.9411764705882352,0.2857142857142857,HOU,1
813,MLB,Corey,McAlister,Corey McAlister,NE,True,0,0,711,0,19,38,53,0,10,12,0,0,0,0,0,1,0,21,3,0,2,0,10,10,Corey,McAlister,CoreyMcAlister_32226,930.0,928.0,2.0,23.0,2.0,21.0,Signed,Star,76.0,0.0,0.0,NE,tier_4,9.845288326300984,11.251758087201125,0.0,8.438818565400844,101.26582278481013,1.4064697609001406,1.6877637130801686,1.1,NE,-1
852,RE,Kamran,James,Kamran James,IND,True,0,0,527,0,8,14,18,0,10,0,0,0,0,0,0,0,0,9,6,0,1,0,13,9,Kamran,James,,2509.0,2507.0,6.0,29.0,3.0,9.0,Signed,Star,75.0,0.0,0.0,IND,tier_4,15.180265654648956,16.129032258064516,0.0,13.282732447817837,49.33586337760911,0.0,0.0,0.0,IND,-4
888,RE,Isaiah,Bryson Sr,Isaiah Bryson Sr,LAC,True,12,0,747,1,14,29,31,0,10,1,0,0,0,0,0,0,0,7,8,4,9,0,17,17,Isaiah,Bryson Sr,IsaiahBryson Sr_3014,2583.0,2581.0,4.0,26.0,1.0,7.0,Signed,Superstar,86.0,0.0,0.0,LAC,tier_2,34.805890227576974,40.82998661311915,6.693440428380187,22.757697456492636,60.24096385542169,0.0,0.13386880856760375,0.058823529411764705,LAC,2
913,DT,Isaia,Faga,Isaia Faga,KC,True,22,0,704,2,13,16,24,1,10,0,0,0,0,0,0,0,0,8,7,3,1,0,17,17,Isaia,Faga,,3644.0,3642.0,6.0,28.0,5.0,8.0,Signed,Star,80.0,0.0,0.0,KC,tier_3,12.78409090909091,13.494318181818182,7.102272727272727,11.363636363636363,52.55681818181819,0.0,0.0,0.0,KC,2
929,CB,Deon,Davenport,Deon Davenport,JAX,True,0,34,973,0,13,39,42,0,10,33,34,0,1,1,0,15,0,16,1,0,0,0,17,17,Deon,Davenport,DeonDavenport_3315,2821.0,2819.0,1.0,22.0,1.0,16.0,Signed,Superstar,89.0,0.0,0.0,JAX,tier_2,1.027749229188078,1.027749229188078,2.055498458376156,16.44398766700925,56.5262076053443,15.416238437821173,3.391572456320658,1.0588235294117647,JAX,0
932,LOLB,Ben,Clavijo,Ben Clavijo,LAC,True,12,0,970,1,24,74,98,0,10,61,0,0,0,0,0,0,0,7,6,3,3,0,17,17,Ben,Clavijo,,594.0,592.0,3.0,24.0,2.0,7.0,Signed,Superstar,86.0,0.0,0.0,LAC,tier_2,12.371134020618555,13.917525773195877,4.123711340206186,9.278350515463918,125.77319587628865,0.0,6.288659793814433,3.588235294117647,LAC,0
968,RE,Kenny,Wimbley,Kenny Wimbley,LAC,True,10,0,690,1,12,15,23,1,10,1,0,0,0,0,0,0,0,7,6,1,2,0,17,4,Kenny,Wimbley,KennyWimbley_3376,1612.0,1610.0,1.0,23.0,7.0,7.0,Signed,Normal,67.0,0.0,0.0,LAC,tier_6,14.492753623188406,15.942028985507246,2.898550724637681,11.594202898550725,50.72463768115942,0.0,0.14492753623188406,0.058823529411764705,LAC,1
997,DT,Jack,Patterson,Jack Patterson,DET,True,0,0,729,0,15,23,40,0,10,0,0,0,0,0,0,0,0,18,13,0,5,0,17,4,Jack,Patterson,JackPatterson_3359,662.0,660.0,1.0,23.0,5.0,18.0,Signed,Normal,73.0,0.0,0.0,DET,tier_5,31.55006858710562,34.97942386831276,0.0,24.691358024691358,75.44581618655693,0.0,0.0,0.0,DET,-2
1041,CB,Devin,Williams,Devin Williams,NYG,True,26,23,638,2,6,18,31,0,10,18,23,0,1,1,0,9,0,15,0,2,0,0,17,4,Devin,Williams,DevinWilliams_29615,1682.0,1680.0,5.0,27.0,6.0,15.0,Signed,Normal,72.0,0.0,0.0,NYG,tier_5,0.0,0.0,9.404388714733543,14.106583072100314,57.99373040752351,14.106583072100314,2.8213166144200628,0.5294117647058824,NYG,10
1049,MLB,Jordan,Campbell,Jordan Campbell,LAR,True,11,0,438,1,11,18,28,0,10,10,0,0,0,0,0,0,0,23,1,1,0,0,17,7,Jordan,Campbell,JordanCampbell_2928,1387.0,1385.0,5.0,26.0,2.0,23.0,Signed,Normal,72.0,0.0,0.0,LAR,tier_5,2.28310502283105,2.28310502283105,4.5662100456621,2.28310502283105,89.04109589041096,0.0,2.28310502283105,0.5882352941176471,LAR,1
1050,CB,Ify,Obidegwu,Ify Obidegwu,SF,True,0,35,701,0,14,41,49,0,10,19,34,0,2,0,0,9,0,14,4,0,0,0,12,12,Ify,Obidegwu,,181.0,179.0,6.0,29.0,2.0,14.0,Signed,Superstar,87.0,0.0,0.0,SF,tier_2,5.706134094151213,5.706134094151213,2.8530670470756063,18.544935805991443,89.8716119828816,12.838801711840228,2.710413694721826,0.8333333333333334,SF,0
1051,LOLB,Jeremiah,Trotter Jr.,Jeremiah Trotter Jr.,DEN,True,0,24,988,0,22,73,99,0,10,46,19,0,2,0,0,7,0,3,7,1,3,0,17,17,Jeremiah,Trotter Jr.,,3238.0,3236.0,10.0,31.0,2.0,3.0,Signed,Star,75.0,0.0,0.0,DEN,tier_4,13.157894736842104,14.676113360323887,3.0364372469635628,17.206477732793523,122.46963562753037,7.08502024291498,4.65587044534413,2.2941176470588234,DEN,9
1060,CB,Joshua,Gibson,Joshua Gibson,CAR,True,14,0,493,1,9,17,25,0,10,11,0,0,0,0,0,4,0,20,0,1,0,0,13,1,Joshua,Gibson,JoshuaGibson_32523,1501.0,1499.0,2.0,25.0,5.0,20.0,Signed,Normal,75.0,0.0,0.0,CAR,tier_4,0.0,0.0,4.056795131845842,8.113590263691684,68.9655172413793,8.113590263691684,2.231237322515213,0.5384615384615384,CAR,3
1061,RE,Klay,Cooks,Klay Cooks,CAR,True,0,0,736,0,15,36,38,1,10,0,0,0,0,0,0,0,0,20,15,3,10,0,17,17,Klay,Cooks,KlayCooks_32323,1124.0,1122.0,2.0,24.0,3.0,20.0,Signed,Normal,80.0,0.0,0.0,CAR,tier_3,47.55434782608696,54.34782608695652,4.076086956521739,33.96739130434782,72.01086956521739,0.0,0.0,0.0,CAR,4
1062,DT,Devan,Houstan,Devan Houstan,BAL,True,0,0,598,0,13,15,25,0,10,0,0,0,0,0,0,0,0,24,12,1,2,0,15,15,Devan,Houstan,,587.0,585.0,6.0,29.0,4.0,24.0,Signed,Star,77.0,0.0,0.0,BAL,tier_4,26.755852842809364,28.42809364548495,1.6722408026755853,23.41137123745819,63.54515050167224,0.0,0.0,0.0,BAL,0
