Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,KICKEPBLOCKED,PUNTNETYARDS,PUNTYARDS,KICKFGBLOCKED,PUNTATTEMPTS,PUNTIN20,DOWNSPLAYED,KICKEPATTEMPTS,PUNTLONGEST,SEAS_YEAR,KICKNUMKICKOFFS,STAT_KEEP,GAMERATING,PUNTTOUCHBACKS,KICKFGATTEMPTS,KICKEPMADE,GAMEWINFGSMADE,KICKFGATTEMPTS50ORMORE,KICKFGATTEMPTS40TO49,KICKFGATTEMPTS30TO39,KICKFGATTEMPTS29ORLESS,GAMEWINFGATTEMPTS,KICKFGMADE30TO39,KICKFGMADE29ORLESS,KICKFGMADE,KICKFGLONGEST,GAMESSTARTED,YEARBYYEARTEAMINDEX,KICKTOUCHBACKS,KICKFGMADE50ORMORE,KICKFGMADE40TO49,PUNTBLOCKED,GAMESPLAYED,FirstName_y,LastName_y,PLYR_ASSETNAME,Row Excel,Row Editor,YearsPro,Age,PLYR_DRAFTROUND,TeamIndex,ContractStatus,TraitDevelopment,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,FGPercentage,EPPercentage,LongestFG,PuntTBPerIn20,YardsPerPunt,NetYardsToPuntYards,TeamName_y,SkillPointKick
240,K,David,Simpson,David Simpson,HOU,0,0,0,1,0,0,193,45,0,10,96,True,0,0,36,45,0,11,11,8,6,0,8,5,31,58,17,31,29,8,10,0,17,David,Simpson,DavidSimpson_3463434,3650.0,3648.0,0.0,22.0,63.0,31.0,Signed,Normal,73.0,0.0,0.0,HOU,tier_5,0.8611111111111112,1.0,58,,,,HOU,4.0
241,P,Kyle,Parker,Kyle Parker,HOU,0,3688,4007,0,85,36,103,0,53,10,0,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,31,0,0,0,1,17,Kyle,Parker,KyleParker_33641,3171.0,3169.0,1.0,23.0,6.0,31.0,Signed,Normal,73.0,0.0,0.0,HOU,tier_5,,,0,0.027777777777777776,47.141176470588235,0.9203893186922885,HOU,3.0
242,P,Trent,Kozlowski,Trent Kozlowski,PIT,0,2171,2450,0,54,21,72,0,58,10,18,True,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,28,0,0,0,0,16,Trent,Kozlowski,TrentKozlowski_34723,626.0,624.0,0.0,22.0,7.0,28.0,Signed,Star,74.0,0.0,0.0,PIT,tier_5,,,0,0.14285714285714285,45.370370370370374,0.8861224489795918,PIT,-3.0
243,K,Andres,Borregales,Andres Borregales,ATL,0,0,0,0,0,0,77,31,0,10,40,True,0,0,29,30,0,10,6,5,8,0,3,8,20,55,14,13,2,5,4,0,14,Andres,Borregales,,1603.0,1601.0,9.0,32.0,6.0,13.0,Signed,Normal,72.0,0.0,0.0,ATL,tier_5,0.6896551724137931,0.967741935483871,55,,,,ATL,-3.0
244,K,Bret,Kovacs,Bret Kovacs,DET,0,0,0,0,0,0,190,53,0,10,98,True,0,0,30,52,0,10,5,7,8,0,7,8,28,58,17,18,21,8,5,0,17,Bret,Kovacs,BretKovacs_30721,3635.0,3633.0,4.0,25.0,7.0,18.0,Signed,Normal,78.0,0.0,0.0,DET,tier_4,0.9333333333333333,0.9811320754716981,58,,,,DET,2.0
245,P,Trevor,Lawrence,Trevor Lawrence,DET,0,3448,3609,0,75,31,81,0,54,10,0,True,0,5,0,0,0,0,0,0,0,0,0,0,0,0,17,18,0,0,0,0,17,Trevor,Lawrence,TrevorLawrence_31738,1930.0,1928.0,3.0,26.0,7.0,18.0,Signed,Normal,78.0,0.0,0.0,DET,tier_4,,,0,0.16129032258064516,48.12,0.9553893045164865,DET,1.0
246,P,Tommy,Doman,Tommy Doman,CHI,0,3555,3711,0,77,25,79,0,54,10,0,True,0,5,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,17,Tommy,Doman,,2142.0,2140.0,9.0,32.0,63.0,0.0,Signed,Normal,80.0,0.0,0.0,CHI,tier_3,,,0,0.2,48.1948051948052,0.957962813257882,CHI,-1.0
247,K,Trent,Carmichael,Trent Carmichael,CHI,0,0,0,1,0,0,196,56,0,10,102,True,0,0,34,51,0,9,8,12,5,0,11,4,29,57,17,0,19,6,8,0,17,Trent,Carmichael,TrentCarmichael_3263326,2448.0,2446.0,2.0,23.0,63.0,0.0,Signed,Normal,78.0,0.0,0.0,CHI,tier_4,0.8529411764705882,0.9107142857142857,57,,,,CHI,-3.0
248,P,Aleksi,Pulkkinen,Aleksi Pulkkinen,SF,0,4029,4437,0,96,16,163,0,54,10,64,True,0,6,0,0,0,0,0,0,0,0,0,0,0,0,17,14,16,0,0,0,17,Aleksi,Pulkkinen,AleksiPulkkinen_3352,3178.0,3176.0,1.0,22.0,5.0,14.0,Signed,Normal,75.0,0.0,0.0,SF,tier_4,,,0,0.375,46.21875,0.9080459770114943,SF,-6.0
249,K,Mateo,Galindo,Mateo Galindo,SF,1,0,0,0,0,0,48,29,0,10,0,True,0,0,17,26,0,9,2,3,3,0,3,3,16,64,17,14,0,8,2,0,17,Mateo,Galindo,MateoGalindo_3363305,3315.0,3313.0,1.0,24.0,63.0,14.0,Signed,Normal,73.0,0.0,0.0,SF,tier_5,0.9411764705882353,0.896551724137931,64,,,,SF,1.0
250,K,Griffin,Kell,Griffin Kell,WAS,0,0,0,2,0,0,144,26,0,10,77,True,0,0,37,25,0,12,8,6,11,0,6,11,32,60,17,25,28,7,8,0,17,Griffin,Kell,,3462.0,3460.0,10.0,33.0,7.0,25.0,Signed,Star,75.0,0.0,0.0,WAS,tier_4,0.8648648648648649,0.9615384615384616,60,,,,WAS,0.0
251,P,Cole,Gannon,Cole Gannon,WAS,0,3307,3597,0,79,21,82,0,52,10,0,True,0,5,0,0,0,0,0,0,0,0,0,0,0,0,17,25,0,0,0,0,17,Cole,Gannon,ColeGannon_34721,3444.0,3442.0,0.0,22.0,7.0,25.0,Signed,Normal,71.0,0.0,0.0,WAS,tier_5,,,0,0.23809523809523808,45.53164556962025,0.9193772588268001,WAS,-2.0
252,K,Joshua,Karty,Joshua Karty,MIN,0,0,0,1,0,0,159,42,0,10,84,True,0,0,31,40,0,15,7,3,6,0,3,6,25,58,17,30,26,11,5,0,17,Joshua,Karty,KartyJoshua_15005,3357.0,3355.0,10.0,32.0,5.0,30.0,Signed,Star,81.0,0.0,0.0,MIN,tier_3,0.8064516129032258,0.9523809523809523,58,,,,MIN,-4.0
253,P,Palmer,Williams,Palmer Williams,MIN,0,3746,3994,0,84,24,85,0,54,10,0,True,0,6,0,0,0,0,0,0,0,0,0,0,0,0,17,30,0,0,0,0,17,Palmer,Williams,,2029.0,2027.0,7.0,30.0,7.0,30.0,Signed,Normal,75.0,0.0,0.0,MIN,tier_4,,,0,0.25,47.54761904761905,0.9379068602904357,MIN,-1.0
254,P,Ezra,Feldman,Ezra Feldman,LV,0,2969,3137,0,67,25,87,0,54,10,0,True,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,22,0,0,0,0,17,Ezra,Feldman,EzraFeldman_32741,2807.0,2805.0,2.0,25.0,7.0,22.0,Signed,Normal,72.0,0.0,0.0,LV,tier_5,,,0,0.12,46.82089552238806,0.9464456487089576,LV,3.0
255,K,Pat,Williams,Pat Williams,LV,1,0,0,1,0,0,209,55,0,10,103,True,0,0,30,52,0,12,7,4,7,0,4,7,26,63,17,22,35,9,6,0,17,Pat,Williams,PatWilliams_3163312,1107.0,1105.0,3.0,27.0,63.0,22.0,Signed,Normal,75.0,0.0,0.0,LV,tier_4,0.8666666666666667,0.9454545454545454,63,,,,LV,0.0
256,P,Matthew,Weaver,Matthew Weaver,LAC,0,2986,3282,0,72,16,76,0,53,10,0,True,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,7,0,0,0,0,16,Matthew,Weaver,MatthewWeaver_33716,2238.0,2236.0,1.0,23.0,7.0,7.0,Signed,Normal,73.0,0.0,0.0,LAC,tier_5,,,0,0.1875,45.583333333333336,0.9098110907982937,LAC,-2.0
257,K,Cameron,Dicker,Cameron Dicker,LAC,0,0,0,0,0,0,214,64,0,10,111,True,0,0,33,63,0,9,12,6,6,0,5,6,30,61,17,7,35,9,10,0,17,Cameron,Dicker,DickerCameron_22392,702.0,700.0,12.0,34.0,63.0,7.0,Signed,Normal,78.0,0.0,0.0,LAC,tier_4,0.9090909090909091,0.984375,61,,,,LAC,2.0
258,K,Ryland,Stromberg,Ryland Stromberg,BAL,0,0,0,0,0,0,137,33,0,10,75,True,0,0,27,33,0,7,6,8,6,0,8,6,27,61,15,24,25,7,6,0,15,Ryland,Stromberg,RylandStromberg_30727,3627.0,3625.0,4.0,27.0,7.0,24.0,Signed,Superstar,85.0,0.0,0.0,BAL,tier_2,1.0,1.0,61,,,,BAL,2.0
259,P,Tommy,Townsend,Tommy Townsend,BAL,0,3219,3420,0,72,35,83,0,54,10,10,True,0,2,0,0,0,0,0,0,0,0,0,0,0,0,17,24,1,0,0,0,17,Tommy,Townsend,TownsendTommy_21175,2837.0,2835.0,14.0,37.0,63.0,24.0,Signed,Normal,77.0,0.0,0.0,BAL,tier_4,,,0,0.05714285714285714,47.5,0.9412280701754386,BAL,4.0
260,P,Kenny,Barber,Kenny Barber,CLE,0,2852,3112,0,68,21,76,0,57,10,0,True,0,7,0,0,0,0,0,0,0,0,0,0,0,0,17,4,0,0,0,0,17,Kenny,Barber,KennyBarber_3463416,3543.0,3541.0,0.0,23.0,63.0,4.0,Signed,Normal,71.0,0.0,0.0,CLE,tier_5,,,0,0.3333333333333333,45.76470588235294,0.916452442159383,CLE,-4.0
261,K,Brad,Wilson,Brad Wilson,CLE,0,0,0,1,0,0,200,58,0,10,107,True,0,0,32,56,0,11,9,9,3,0,8,3,28,61,17,4,28,9,8,0,17,Brad,Wilson,BradWilson_3163316,3228.0,3226.0,3.0,26.0,63.0,4.0,Signed,Normal,78.0,0.0,0.0,CLE,tier_4,0.875,0.9655172413793104,61,,,,CLE,0.0
262,K,Mac,Rudd,Mac Rudd,ATL,1,0,0,0,0,0,62,32,0,10,0,True,0,0,30,31,0,9,7,7,7,0,5,5,20,54,14,13,0,4,6,0,14,,,,,,,,,,,,,,,,,0.6666666666666666,0.96875,54,,,,,
263,P,Decam,Duley,Decam Duley,ATL,0,3496,3772,0,80,26,160,0,54,10,76,True,0,5,0,0,0,0,0,0,0,0,0,0,0,0,17,13,30,0,0,0,17,Decam,Duley,,674.0,672.0,6.0,28.0,5.0,13.0,Signed,Star,78.0,0.0,0.0,ATL,tier_4,,,0,0.19230769230769232,47.15,0.926829268292683,ATL,-1.0
264,K,Joey,Matthews,Joey Matthews,SEA,0,0,0,1,0,0,94,45,0,10,0,True,0,0,33,45,0,8,7,11,7,0,9,5,25,58,17,27,0,5,6,0,17,Joey,Matthews,JoeyMatthews_31635,910.0,908.0,3.0,25.0,6.0,27.0,Signed,Normal,77.0,0.0,0.0,SEA,tier_4,0.7575757575757576,1.0,58,,,,SEA,-1.0
265,P,Travis,Svendsen,Travis Svendsen,SEA,0,3437,3704,0,77,26,181,0,54,10,85,True,0,4,0,0,0,0,0,0,0,0,0,0,0,0,17,27,22,0,0,0,17,Travis,Svendsen,TravisSvendsen_32635,1579.0,1577.0,2.0,23.0,6.0,27.0,Signed,Star,78.0,0.0,0.0,SEA,tier_4,,,0,0.15384615384615385,48.103896103896105,0.9279157667386609,SEA,1.0
266,P,Garrett,Jackson,Garrett Jackson,KC,0,3037,3309,0,73,16,81,0,52,10,0,True,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,8,0,0,0,0,17,Garrett,Jackson,GarrettJackson_3063398,225.0,223.0,4.0,26.0,63.0,8.0,Signed,Normal,70.0,0.0,0.0,KC,tier_5,,,0,0.1875,45.32876712328767,0.917799939558779,KC,-2.0
267,K,Peyton,Woodring,Peyton Woodring,KC,0,0,0,1,0,0,161,35,0,10,80,True,0,0,37,35,0,10,11,7,9,0,6,8,30,59,17,8,30,7,9,0,17,Peyton,Woodring,,356.0,354.0,7.0,29.0,7.0,8.0,Signed,Normal,80.0,0.0,0.0,KC,tier_3,0.8108108108108109,1.0,59,,,,KC,-1.0
268,P,Eddie,Czaplicki,Eddie Czaplicki,CIN,0,3311,3540,0,72,27,182,0,59,10,98,True,0,11,0,0,0,0,0,0,0,0,0,0,0,0,17,1,24,0,0,1,17,Eddie,Czaplicki,,1157.0,1155.0,9.0,32.0,7.0,1.0,Signed,Star,81.0,0.0,0.0,CIN,tier_3,,,0,0.4074074074074074,49.166666666666664,0.9353107344632768,CIN,-2.0
269,K,Mason,Cutler,Mason Cutler,CIN,0,0,0,0,0,0,86,49,0,10,0,True,0,0,29,49,0,11,3,8,7,0,7,7,27,58,16,1,0,10,3,0,16,Mason,Cutler,MasonCutler_33713,821.0,819.0,1.0,23.0,7.0,1.0,Signed,Normal,72.0,0.0,0.0,CIN,tier_5,0.9310344827586207,1.0,58,,,,CIN,5.0
270,K,Donal,Hartley,Donal Hartley,MIA,0,0,0,0,0,0,175,45,0,10,90,True,0,0,33,43,0,10,8,4,11,0,2,10,27,55,17,11,21,7,8,0,17,Donal,Hartley,DonalHartley_34727,3661.0,3659.0,0.0,22.0,7.0,11.0,Signed,Normal,74.0,0.0,0.0,MIA,tier_5,0.8181818181818182,0.9555555555555556,55,,,,MIA,-1.0
271,P,Dwight,Walker,Dwight Walker,MIA,0,3342,3574,0,77,19,89,0,53,10,0,True,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,11,0,0,0,0,17,Dwight,Walker,DwightWalker_3363398,1863.0,1861.0,1.0,24.0,63.0,11.0,Signed,Normal,70.0,0.0,0.0,MIA,tier_5,,,0,0.15789473684210525,46.41558441558441,0.9350867375489648,MIA,0.0
273,P,Tyler,Kinsman,Tyler Kinsman,TEN,0,4695,5008,0,103,25,199,0,55,10,62,True,0,9,0,0,0,0,0,0,0,0,0,0,0,0,17,29,12,0,0,0,17,Tyler,Kinsman,,3517.0,3515.0,5.0,28.0,63.0,29.0,Signed,Superstar,81.0,0.0,0.0,TEN,tier_3,,,0,0.36,48.62135922330097,0.9375,TEN,-2.0
274,P,Jamie,Gillan,Jamie Gillan,NYG,0,3036,3398,0,73,22,171,0,53,10,96,True,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,15,27,0,0,0,17,Jamie,Gillan,GillanJamie_20794,1005.0,1003.0,15.0,37.0,63.0,15.0,Signed,Star,73.0,0.0,0.0,NYG,tier_5,,,0,0.13636363636363635,46.54794520547945,0.8934667451442024,NYG,0.0
275,K,Alex,Neill,Alex Neill,NYG,0,0,0,1,0,0,82,49,0,10,0,True,0,0,31,48,0,10,10,6,5,0,6,4,26,58,17,15,0,7,9,0,17,Alex,Neill,AlexNeill_34624,582.0,580.0,0.0,21.0,6.0,15.0,Signed,Normal,73.0,0.0,0.0,NYG,tier_5,0.8387096774193549,0.9795918367346939,58,,,,NYG,1.0
276,K,Aaron,Rudd,Aaron Rudd,NO,0,0,0,0,0,0,142,39,0,10,78,True,0,0,24,39,0,7,5,4,8,0,4,7,20,56,17,26,15,4,5,0,17,Aaron,Rudd,AaronRudd_30522,647.0,645.0,4.0,26.0,5.0,26.0,Signed,Normal,80.0,0.0,0.0,NO,tier_3,0.8333333333333334,1.0,56,,,,NO,-2.0
277,P,Ian,Schwartz,Ian Schwartz,NO,0,3263,3631,0,80,26,85,0,52,10,0,True,0,2,0,0,0,0,0,0,0,0,0,0,0,0,17,26,0,0,0,0,17,Ian,Schwartz,IanSchwartz_3263415,2812.0,2810.0,2.0,26.0,63.0,26.0,Signed,Normal,71.0,0.0,0.0,NO,tier_5,,,0,0.07692307692307693,45.3875,0.8986505095015147,NO,-1.0
391,K,Clifton,Fitzpatrick,Clifton Fitzpatrick,PIT,0,0,0,0,0,0,49,19,0,10,25,True,0,0,23,19,0,7,7,7,2,0,6,2,18,53,8,28,5,3,7,0,8,Clifton,Fitzpatrick,CliftonFitzpatrick_3463393,3364.0,3362.0,0.0,22.0,63.0,28.0,Signed,Normal,70.0,0.0,0.0,PIT,tier_5,0.782608695652174,1.0,53,,,,PIT,0.0
527,K,Blake,Grupe,Blake Grupe,DAL,1,0,0,0,0,0,178,46,0,10,96,True,0,0,37,41,0,11,7,9,10,0,7,9,30,61,17,10,26,9,5,0,17,Blake,Grupe,GrupeBlake_23337,607.0,605.0,11.0,35.0,63.0,10.0,Signed,Normal,73.0,0.0,0.0,DAL,tier_5,0.8108108108108109,0.8913043478260869,61,,,,DAL,-3.0
594,P,Anthony,Harris,Anthony Harris,LAR,0,3145,3272,0,67,27,80,0,55,10,0,True,0,5,0,0,0,0,0,0,0,0,0,0,0,0,17,23,0,0,0,1,17,Anthony,Harris,AnthonyHarris_3263412,2802.0,2800.0,2.0,24.0,63.0,23.0,Signed,Normal,79.0,0.0,0.0,LAR,tier_4,,,0,0.18518518518518517,48.83582089552239,0.9611858190709046,LAR,4.0
595,K,Conor,Talty,Conor Talty,LAR,0,0,0,2,0,0,175,42,0,10,86,True,0,0,35,41,0,14,7,6,8,0,6,7,28,59,17,23,26,10,5,0,17,Conor,Talty,,1893.0,1891.0,6.0,29.0,7.0,23.0,Signed,Superstar,88.0,0.0,0.0,LAR,tier_2,0.8,0.9761904761904762,59,,,,LAR,-3.0
613,K,Jai,Patel,Jai Patel,BUF,0,0,0,2,0,0,82,45,0,10,0,True,0,0,38,41,0,6,15,2,15,0,2,13,30,60,17,2,0,4,11,0,17,Jai,Patel,,894.0,892.0,7.0,29.0,63.0,2.0,Signed,Star,75.0,0.0,0.0,BUF,tier_4,0.7894736842105263,0.9111111111111111,60,,,,BUF,-6.0
614,P,Mitchell,Lake,Mitchell Lake,ARI,0,3594,3826,0,81,26,170,0,54,10,85,True,0,4,0,0,0,0,0,0,0,0,0,0,0,0,17,6,21,0,0,0,17,Mitchell,Lake,,1146.0,1144.0,7.0,30.0,63.0,6.0,Signed,Normal,75.0,0.0,0.0,ARI,tier_4,,,0,0.15384615384615385,47.23456790123457,0.9393622582331417,ARI,0.0
615,K,Will,Ferrin,Will Ferrin,ARI,0,0,0,1,0,0,76,37,0,10,0,True,0,0,37,37,0,16,10,7,4,0,5,4,30,64,17,6,0,14,7,0,17,Will,Ferrin,,2635.0,2633.0,8.0,30.0,63.0,6.0,Signed,Normal,74.0,0.0,0.0,ARI,tier_5,0.8108108108108109,1.0,64,,,,ARI,5.0
