Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,SEAS_YEAR,PRETTDS,KRETYARDS,PRETYARDS,KRETATTEMPTS,KRETLONGEST,PRETATTEMPTS,PRETLONGEST,KRETTDS,FirstName_y,LastName_y,PLYR_ASSETNAME,Row Excel,Row Editor,YearsPro,Age,PLYR_DRAFTROUND,TeamIndex,ContractStatus,TraitDevelopment,OverallRating,SkillPoints,RegressionPoints,TeamName,RatingTier,KRYardsPerReturn,PRYardsPerReturn,TDsPerReturn
74,WR,Reggie,Patterson,Reggie Patterson,LAC,10,0,614,184,25,52,24,27,0,Reggie,Patterson,ReggiePatterson_32414,1202,1200,2,25,4,7,Signed,Normal,69,0,0,LAC,tier_6,24.56,7.666666666666667,0.0
75,WR,Kevon,Matlock,Kevon Matlock,BAL,10,0,1028,0,39,100,0,0,1,Kevon,Matlock,KevonMatlock_32316,926,924,2,24,3,24,Signed,Normal,66,0,0,BAL,tier_6,26.358974358974358,,0.02564102564102564
76,WR,Allen,Massie,Allen Massie,BAL,10,0,747,195,25,74,25,35,0,Allen,Massie,AllenMassie_3463339,3077,3075,0,22,63,24,Signed,Normal,71,0,0,BAL,tier_5,29.88,7.8,0.0
78,HB,Raysean,Rutherford,Raysean Rutherford,NO,10,0,322,101,14,26,12,13,0,Raysean,Rutherford,RayseanRutherford_33723,913,911,1,24,7,26,Signed,Normal,70,0,0,NO,tier_5,23.0,8.416666666666666,0.0
79,HB,Nick,Griffin,Nick Griffin,PHI,10,0,510,0,21,28,0,0,0,Nick,Griffin,NickGriffin_34336,2867,2865,0,21,3,12,Signed,Normal,74,0,0,PHI,tier_5,24.285714285714285,,0.0
80,WR,Daylon,Singleton,Daylon Singleton,CLE,10,0,575,58,22,54,6,14,0,Daylon,Singleton,DaylonSingleton_29716,2846,2844,5,27,7,4,Signed,Star,65,0,0,CLE,tier_6,26.136363636363637,9.666666666666666,0.0
81,WR,Joe,Burney,Joe Burney,TEN,10,0,908,279,34,71,20,53,0,Joe,Burney,JoeBurney_3363443,1114,1112,1,24,63,29,Signed,Normal,69,0,0,TEN,tier_6,26.705882352941178,13.95,0.0
82,HB,Marquez,Pearman,Marquez Pearman,DAL,10,0,469,0,18,58,0,0,0,Marquez,Pearman,MarquezPearman_30626,1618,1616,4,26,6,10,Signed,Normal,70,0,0,DAL,tier_5,26.055555555555557,,0.0
83,WR,Montell,Hitchens,Montell Hitchens,HOU,10,0,1003,365,34,77,33,64,0,Montell,Hitchens,MontellHitchens_33437,1797,1795,1,24,4,31,Signed,Normal,66,0,0,HOU,tier_6,29.5,11.06060606060606,0.0
84,WR,Trent,Griffey,Trent Griffey,HOU,10,0,874,0,33,84,0,0,0,Trent,Griffey,TrentGriffey_34535,2558,2556,0,23,5,31,Signed,Normal,66,0,0,HOU,tier_6,26.484848484848484,,0.0
85,WR,Peter,Brown,Peter Brown,KC,10,0,392,51,16,37,8,11,0,Peter,Brown,PeterBrown_30334,1203,1201,4,26,3,8,Signed,Normal,70,0,0,KC,tier_5,24.5,6.375,0.0
92,WR,Cordell,Kemp,Cordell Kemp,LAC,10,0,536,59,23,28,6,15,0,Cordell,Kemp,CordellKemp_3363397,1946,1944,1,23,63,7,Signed,Normal,67,0,0,LAC,tier_6,23.304347826086957,9.833333333333334,0.0
96,WR,Will,Hayden,Will Hayden,PIT,10,0,179,25,7,47,8,10,0,Will,Hayden,WillHayden_31119,1363,1361,3,24,1,28,Signed,Normal,67,0,0,PIT,tier_6,25.571428571428573,3.125,0.0
101,CB,Marquis,Bernard,Marquis Bernard,LV,10,0,324,0,15,23,0,0,0,Marquis,Bernard,MarquisBernard_34314,2796,2794,0,20,3,22,Signed,Normal,71,0,0,LV,tier_5,21.6,,0.0
102,CB,Sean,Bone,Sean Bone,SF,10,0,903,183,38,27,20,53,0,Sean,Bone,SeanBone_31521,949,947,3,26,5,14,Signed,Normal,71,0,0,SF,tier_5,23.763157894736842,9.15,0.0
103,CB,Jonathon,Albury,Jonathon Albury,MIA,10,0,657,86,24,100,8,37,1,Jonathon,Albury,JonathonAlbury_33514,2605,2603,1,22,5,11,Signed,Normal,70,0,0,MIA,tier_5,27.375,10.75,0.03125
105,CB,Brian,Warner,Brian Warner,PIT,10,0,492,243,21,35,33,17,0,Brian,Warner,BrianWarner_34638,277,275,0,22,6,28,Signed,Normal,66,0,0,PIT,tier_6,23.428571428571427,7.363636363636363,0.0
107,CB,Cory,Ingram,Cory Ingram,MIN,10,0,598,0,25,28,0,0,0,Cory,Ingram,CoryIngram_34422,2495,2493,0,22,4,30,Signed,Normal,70,0,0,MIN,tier_5,23.92,,0.0
109,CB,Emory,Allen,Emory Allen,CHI,10,0,780,0,32,27,0,0,0,Emory,Allen,EmoryAllen_32715,1745,1743,2,24,7,0,Signed,Normal,65,0,0,CHI,tier_6,24.375,,0.0
110,CB,Jason,Mack,Jason Mack,TEN,10,0,902,81,37,28,10,14,0,Jason,Mack,JasonMack_33424,939,937,1,23,4,29,Signed,Normal,70,0,0,TEN,tier_5,24.37837837837838,8.1,0.0
118,CB,Tyler,Northcutt Jr,Tyler Northcutt Jr,CAR,10,0,370,32,15,40,4,10,0,Tyler,Northcutt Jr,TylerNorthcutt Jr_31419,2638,2636,3,24,4,20,Signed,Normal,76,0,0,CAR,tier_4,24.666666666666668,8.0,0.0
120,CB,Chris,Williams Jr,Chris Williams Jr,SEA,10,0,777,0,29,67,0,0,0,Chris,Williams Jr,ChrisWilliams Jr_34419,2858,2856,0,21,4,27,Signed,Normal,74,0,0,SEA,tier_5,26.79310344827586,,0.0
122,CB,Jamaal,Gallimore,Jamaal Gallimore,ATL,10,0,617,189,24,61,15,61,0,Jamaal,Gallimore,JamaalGallimore_3351,3438,3436,1,23,5,13,Signed,Normal,67,0,0,ATL,tier_6,25.708333333333332,12.6,0.0
125,CB,Damarious,Wooden,Damarious Wooden,NO,10,0,462,6,20,35,1,6,0,Damarious,Wooden,DamariousWooden_3173,3552,3550,3,26,7,26,Signed,Normal,67,0,0,NO,tier_6,23.1,6.0,0.0
