Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,RUSHYARDS,PASSYARDS,RECEIVEDROPS,RUSHYARDSAFTER1STHIT,RECEIVEYARDS,RECEIVELONGEST,DOWNSPLAYED,RECEIVEYARDSAFTER,STAT_KEEP,PASSCOMPLETED,RUSHATTEMPTS,PASSATTEMPTS,PASSINTS,RECEIVECATCHES,FIRSTDOWNS,RUSH20YARDRUNS,SEAS_YEAR,RUSHLONGEST,PASSLONGEST,RUSHBROKENTACKLES,4QCOMEBACKS,GAMERATING,PASSSACKED,PASSTDS,RECEIVETDS,GAMESPLAYED,GAMESSTARTED,RUSHFUMBLES,YEARBYYEARTEAMINDEX,RUSHTDS,FirstName_y,LastName_y,PLYR_ASSETNAME,Row Excel,Row Editor,YearsPro,Age,PLYR_DRAFTROUND,TeamIndex,ContractStatus,TraitDevelopment,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,ScrimmageYardsPer1000DownsPlayed,RBScrimmageYardsPer300Touches,RBScrimmageTDsPerGame,TDsPer1000DownsPlayed,WRPercentageofTeamPassYards,TeamName_y,SkillPointOff
232,TE,Benjamin,Brahmer,Benjamin Brahmer,BAL,0,0,8,0,497,34,957,161,True,0,0,0,0,52,0,0,10,0,0,0,0,0,0,0,4,15,15,0,24,0,Benjamin,Brahmer,,1091.0,1089.0,6.0,29.0,4.0,24.0,Signed,Star,79.0,0.0,0.0,BAL,tier_4,519.3312434691745,1433.6538461538462,0.26666666666666666,4.179728317659353,0.15068664169787765,BAL,1.0
233,WR,Torey,Boyce,Torey Boyce,BAL,0,0,6,0,475,54,601,142,True,0,0,0,0,37,0,0,10,0,0,2,0,0,0,0,0,17,12,0,24,0,Torey,Boyce,ToreyBoyce_31131,3540.0,3538.0,3.0,25.0,1.0,24.0,Signed,Normal,72.0,0.0,0.0,BAL,tier_5,790.3494176372711,1925.6756756756758,0.0,0.0,0.12707330123060462,BAL,-2.0
234,WR,Cordale,Russell,Cordale Russell,NE,6,0,9,0,623,27,946,193,True,0,2,0,0,63,0,0,10,3,0,0,0,0,0,0,4,17,17,0,21,0,Cordale,Russell,,2982.0,2980.0,8.0,29.0,63.0,21.0,Signed,Normal,73.0,0.0,0.0,NE,tier_5,664.9048625792811,1465.3846153846155,0.23529411764705882,4.2283298097251585,0.1660890429218875,NE,-1.0
389,WR,Kaliq,Lockett,Kaliq Lockett,MIA,5,0,2,0,711,42,675,175,True,0,5,0,0,56,0,0,10,3,0,0,0,0,0,0,3,11,11,0,11,0,Kaliq,Lockett,KaliqLockett_2916,2572.0,2570.0,5.0,27.0,1.0,11.0,Signed,XFactor,91.0,0.0,0.0,MIA,tier_1,1060.7407407407409,1772.9508196721313,0.2727272727272727,4.444444444444445,0.31448717281573607,MIA,-2.0
392,QB,Bryce,Underwood,Bryce Underwood,CLE,289,4653,0,130,0,0,1136,0,True,406,61,574,7,0,0,4,10,32,72,13,0,0,35,33,0,17,17,2,4,4,Bryce,Underwood,,274.0,272.0,6.0,27.0,1.0,4.0,Signed,XFactor,95.0,0.0,0.0,CLE,tier_0,254.40140845070425,1421.311475409836,0.23529411764705882,3.5211267605633805,0.0,,
439,QB,Dexter,Bibbs,Dexter Bibbs,ARI,0,0,0,0,0,0,16,0,True,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,6,0,0,6,0,Dexter,Bibbs,DexterBibbs_33632,3324.0,3322.0,1.0,23.0,6.0,6.0,Signed,Normal,57.0,0.0,0.0,ARI,tier_6,0.0,,0.0,0.0,0.0,,
458,WR,Xavier,McDonald,Xavier McDonald,MIN,11,0,4,0,741,51,992,185,True,0,3,0,0,60,0,0,10,4,0,0,0,0,0,0,2,17,17,1,30,0,Xavier,McDonald,XavierMcDonald_29518,223.0,221.0,5.0,26.0,5.0,30.0,Signed,Star,80.0,0.0,0.0,MIN,tier_3,758.0645161290322,1816.6666666666665,0.11764705882352941,2.0161290322580645,0.1941823899371069,MIN,-3.0
461,TE,Brandon,Polk,Brandon Polk,NYJ,0,0,3,0,845,88,915,372,True,0,0,0,0,63,0,0,10,0,0,7,0,0,0,0,8,15,15,0,17,0,Brandon,Polk,BrandonPolk_33217,246.0,244.0,1.0,23.0,2.0,17.0,Signed,Superstar,82.0,0.0,0.0,NYJ,tier_3,923.4972677595629,2011.904761904762,0.5333333333333333,8.743169398907105,0.2334633512107915,NYJ,10.0
470,QB,Eddie,Hofmann,Eddie Hofmann,CAR,0,0,0,0,0,0,24,0,True,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,8,0,0,20,0,Eddie,Hofmann,EddieHofmann_3063236,3459.0,3457.0,4.0,26.0,63.0,20.0,Signed,Normal,63.0,0.0,0.0,CAR,tier_6,0.0,,0.0,0.0,0.0,,
475,QB,Tre,Simmons,Tre Simmons,TB,9,189,0,0,0,0,40,0,True,14,3,20,1,0,0,0,10,3,33,0,0,0,3,0,0,1,1,0,5,0,Tre,Simmons,TreSimmons_3313,1792.0,1790.0,1.0,23.0,1.0,5.0,Signed,Normal,74.0,0.0,0.0,TB,tier_5,225.0,900.0,0.0,0.0,0.0,,
476,QB,Tad,Hudson,Tad Hudson,SF,3,222,0,0,0,0,109,0,True,18,1,33,2,0,0,0,10,3,26,0,0,0,3,1,0,14,1,0,14,0,Tad,Hudson,,2320.0,2318.0,6.0,29.0,6.0,14.0,Signed,Normal,64.0,0.0,0.0,SF,tier_6,27.522935779816514,900.0,0.0,0.0,0.0,,
478,TE,Nick,Ratledge,Nick Ratledge,TB,0,0,10,0,676,39,920,307,True,0,0,0,0,62,0,0,10,0,0,4,0,0,0,0,3,14,14,1,5,0,Nick,Ratledge,NickRatledge_33112,1326.0,1324.0,1.0,22.0,1.0,5.0,Signed,XFactor,91.0,0.0,0.0,TB,tier_1,734.7826086956521,1635.4838709677417,0.21428571428571427,3.260869565217391,0.23392908032406465,TB,-1.0
479,HB,Justin,Broyles,Justin Broyles,TB,509,0,4,239,355,40,537,320,True,0,108,0,0,37,0,2,10,31,0,30,0,0,0,0,1,17,2,1,5,4,Justin,Broyles,JustinBroyles_33534,1026.0,1024.0,1.0,24.0,5.0,5.0,Signed,Normal,74.0,0.0,0.0,TB,tier_5,1608.9385474860337,1420.344827586207,0.29411764705882354,9.31098696461825,0.10116842405243659,TB,2.0
484,HB,Deshonne,Redeaux,Deshonne Redeaux,LAC,1334,0,0,616,209,24,761,262,True,0,311,0,0,48,0,5,10,38,0,64,0,0,0,0,2,17,17,7,7,9,Deshonne,Redeaux,,3579.0,3577.0,5.0,26.0,2.0,7.0,Signed,Star,79.0,0.0,0.0,LAC,tier_4,2027.5952693823917,1202.089136490251,0.6470588235294118,14.45466491458607,0.0493739664540515,LAC,-3.0
486,WR,Josh,Gilmore,Josh Gilmore,LAC,0,0,5,0,559,45,791,217,True,0,0,0,0,44,0,0,10,0,0,0,0,0,0,0,7,17,17,1,7,0,Josh,Gilmore,JoshGilmore_32128,709.0,707.0,2.0,24.0,1.0,7.0,Signed,Normal,71.0,0.0,0.0,LAC,tier_5,706.700379266751,1905.6818181818182,0.4117647058823529,8.849557522123893,0.13205764233404205,LAC,2.0
487,WR,Ryan,Williams,Ryan Williams,LAC,0,0,3,0,1376,46,1026,223,True,0,0,0,0,100,0,0,10,0,0,0,0,0,0,0,14,17,17,3,7,0,Ryan,Williams,,3575.0,3573.0,7.0,27.0,1.0,7.0,Signed,Superstar,89.0,0.0,0.0,LAC,tier_2,1341.130604288499,2064.0,0.8235294117647058,13.64522417153996,0.3250649657453343,LAC,7.0
488,QB,Aldon,Livingston,Aldon Livingston,LAC,37,62,1,34,0,0,109,0,True,6,1,7,0,0,0,1,10,37,22,4,0,0,1,0,0,13,0,0,7,0,Aldon,Livingston,AldonLivingston_3175,2851.0,2849.0,3.0,25.0,7.0,7.0,Signed,Normal,63.0,0.0,0.0,LAC,tier_6,339.44954128440367,11100.0,0.0,0.0,0.0,,
489,WR,Anthony,Lynch,Anthony Lynch,LAC,0,0,7,0,535,46,872,108,True,0,0,0,0,41,0,0,10,0,0,0,0,0,0,0,3,15,15,0,7,0,Anthony,Lynch,AnthonyLynch_3155,2025.0,2023.0,3.0,24.0,5.0,7.0,Signed,Normal,76.0,0.0,0.0,LAC,tier_4,613.5321100917431,1957.3170731707316,0.2,3.4403669724770642,0.143239625167336,LAC,-5.0
490,QB,Jeremy,Bryson,Jeremy Bryson,LAC,334,4137,0,202,0,0,1061,0,True,360,50,503,10,0,0,7,10,39,61,21,0,0,22,43,0,17,17,5,7,3,Jeremy,Bryson,JeremyBryson_3113,2048.0,2046.0,3.0,25.0,1.0,7.0,Signed,Superstar,84.0,0.0,0.0,LAC,tier_3,314.7973609802073,2004.0,0.17647058823529413,2.827521206409048,0.0,,
491,TE,Brock,Bowers,Brock Bowers,LAC,0,0,4,0,878,61,992,450,True,0,0,0,0,83,0,0,10,0,0,3,0,0,0,0,9,15,15,2,7,0,Brock,Bowers,BowersBrock_14678,3204.0,3202.0,10.0,31.0,1.0,7.0,Signed,XFactor,89.0,0.0,0.0,LAC,tier_2,885.0806451612904,1586.7469879518073,0.6,9.072580645161292,0.23507362784471217,LAC,8.0
503,QB,Michael,Rocca,Michael Rocca,ARI,214,1510,0,89,0,0,510,0,True,133,48,215,2,0,0,3,10,41,40,10,0,0,30,14,0,9,9,2,6,1,Michael,Rocca,MichaelRocca_31115,3395.0,3393.0,3.0,25.0,1.0,6.0,Signed,Star,75.0,0.0,0.0,ARI,tier_4,419.6078431372549,1337.5,0.1111111111111111,1.9607843137254901,0.0,,
518,WR,Martin,Leyva,Martin Leyva,ARI,0,0,6,0,1002,76,880,427,True,0,0,0,0,75,0,0,10,0,0,0,0,0,0,0,6,15,15,0,6,0,Martin,Leyva,MartinLeyva_31428,3601.0,3599.0,3.0,25.0,4.0,6.0,Signed,Star,85.0,0.0,0.0,ARI,tier_2,1138.6363636363637,2004.0,0.4,6.8181818181818175,0.32982863781585825,ARI,2.0
520,WR,Elic,Ayomanor,Elic Ayomanor,ARI,0,0,5,0,620,40,973,187,True,0,0,0,0,52,0,0,10,0,0,0,0,0,0,0,3,17,17,1,6,0,Elic,Ayomanor,,1015.0,1013.0,8.0,31.0,1.0,6.0,Signed,Normal,78.0,0.0,0.0,ARI,tier_4,637.2045220966083,1788.4615384615386,0.17647058823529413,3.083247687564234,0.18007551553877432,ARI,-4.0
521,HB,Matt,Smith,Matt Smith,ARI,336,0,0,157,40,25,253,36,True,0,86,0,0,2,0,2,10,43,0,17,0,0,0,0,0,17,0,0,6,3,Matt,Smith,MattSmith_33419,3581.0,3579.0,1.0,22.0,4.0,6.0,Signed,Normal,73.0,0.0,0.0,ARI,tier_5,1486.1660079051385,1213.6363636363637,0.17647058823529413,11.857707509881422,0.011617775196049956,ARI,0.0
528,QB,David,Kopp,David Kopp,NE,98,2500,0,36,0,0,811,0,True,257,31,412,7,0,0,1,10,37,74,3,0,0,30,14,0,17,12,6,21,1,David,Kopp,DavidKopp_34130,804.0,802.0,0.0,24.0,1.0,21.0,Signed,Normal,68.0,0.0,0.0,NE,tier_6,120.83847102342787,948.3870967741935,0.058823529411764705,1.2330456226880395,0.0,,
529,QB,Ryder,Lyons,Ryder Lyons,NE,82,1251,0,55,0,0,434,0,True,118,13,190,11,0,0,2,10,32,31,4,0,0,14,9,0,17,6,2,21,0,Ryder,Lyons,RyderLyons_29210,2532.0,2530.0,5.0,26.0,2.0,21.0,Signed,Normal,68.0,0.0,0.0,NE,tier_6,188.9400921658986,1892.3076923076922,0.0,0.0,0.0,,
533,WR,Josh,McKenzie,Josh McKenzie,LAR,14,0,5,0,516,26,814,150,True,0,4,0,0,49,0,0,10,4,0,0,0,0,0,0,4,15,15,1,23,0,Josh,McKenzie,JoshMcKenzie_31124,1264.0,1262.0,3.0,25.0,1.0,23.0,Signed,Star,83.0,0.0,0.0,LAR,tier_3,651.1056511056511,1539.6226415094338,0.26666666666666666,4.914004914004914,0.2041899441340782,LAR,-3.0
534,QB,Josh,Allen,Josh Allen,LAR,418,2864,0,248,0,0,1107,0,True,306,69,450,9,0,0,6,10,46,73,23,0,0,33,20,0,17,17,6,23,4,Josh,Allen,AllenJosh_13197,51.0,49.0,16.0,38.0,1.0,23.0,Signed,Star,76.0,0.0,0.0,LAR,tier_4,377.59710930442634,1817.3913043478262,0.23529411764705882,3.6133694670280034,0.0,,
535,TE,Jalin,Conyers,Jalin Conyers,LAR,0,0,1,0,626,34,1095,237,True,0,0,0,0,68,0,0,10,0,0,1,0,0,0,0,7,17,17,0,23,0,Jalin,Conyers,,523.0,521.0,9.0,31.0,4.0,23.0,Signed,Superstar,85.0,0.0,0.0,LAR,tier_2,571.689497716895,1380.8823529411764,0.4117647058823529,6.392694063926941,0.2185754189944134,LAR,2.0
549,HB,Chris,Ryans,Chris Ryans,DAL,363,0,0,127,69,17,336,87,True,0,93,0,0,10,0,1,10,40,0,14,0,0,0,0,1,17,3,0,10,1,Chris,Ryans,ChrisRyans_3028,36.0,34.0,4.0,25.0,2.0,10.0,Signed,Superstar,77.0,0.0,0.0,DAL,tier_4,1285.7142857142858,1157.7669902912621,0.11764705882352941,5.952380952380952,0.016358463726884778,DAL,-6.0
550,HB,Addison,Sullivan,Addison Sullivan,DAL,1075,0,0,474,60,23,490,71,True,0,253,0,0,12,0,4,10,27,0,49,0,0,0,0,0,15,15,0,10,10,Addison,Sullivan,AddisonSullivan_31412,3451.0,3449.0,3.0,24.0,4.0,10.0,Signed,Normal,80.0,0.0,0.0,DAL,tier_3,2316.326530612245,1250.9433962264152,0.6666666666666666,20.408163265306122,0.016121384542437174,DAL,-1.0
551,QB,Joe,Burrow,Joe Burrow,CIN,80,4578,0,31,0,0,1115,0,True,398,36,585,9,0,0,1,10,33,81,4,0,0,28,36,0,17,17,5,1,1,Joe,Burrow,BurrowJoe_20948,395.0,393.0,14.0,37.0,1.0,1.0,Signed,XFactor,86.0,0.0,0.0,CIN,tier_2,71.74887892376681,666.6666666666667,0.058823529411764705,0.8968609865470852,0.0,,
552,WR,NiTareon,Tuggle,NiTareon Tuggle,CIN,1,0,5,0,1459,52,1000,430,True,0,2,0,0,109,0,0,10,3,0,2,0,0,0,0,8,17,17,0,1,0,NiTareon,Tuggle,,1977.0,1975.0,6.0,28.0,6.0,1.0,Signed,Superstar,87.0,0.0,0.0,CIN,tier_2,1460.0,1974.3243243243242,0.47058823529411764,8.0,0.31869812145041504,CIN,3.0
572,TE,Trevor,Williams,Trevor Williams,IND,0,0,6,0,313,50,773,130,True,0,0,0,0,36,0,0,10,0,0,0,0,0,0,0,1,17,10,2,9,0,Trevor,Williams,TrevorWilliams_3334,147.0,145.0,1.0,24.0,3.0,9.0,Signed,Normal,71.0,0.0,0.0,IND,tier_5,404.91591203104787,1304.1666666666667,0.058823529411764705,1.29366106080207,0.07745607522890373,IND,-3.0
574,WR,Tetairoa,McMillan,Tetairoa McMillan,IND,8,0,4,3,482,46,886,135,True,0,4,0,0,42,0,0,10,3,0,0,0,0,0,0,1,17,17,0,9,0,Tetairoa,McMillan,,2864.0,2862.0,9.0,31.0,1.0,9.0,Signed,Normal,76.0,0.0,0.0,IND,tier_4,553.0474040632054,1623.9130434782608,0.058823529411764705,1.128668171557562,0.11927740658252907,IND,-7.0
583,WR,Chris,Henry Jr,Chris Henry Jr,NYJ,7,0,7,0,1276,58,957,503,True,0,2,0,0,110,0,0,10,4,0,0,0,0,0,0,5,17,17,0,17,0,Chris,Henry Jr,ChrisHenry Jr_2915,2032.0,2030.0,5.0,26.0,1.0,17.0,Signed,Superstar,87.0,0.0,0.0,NYJ,tier_2,1340.6478578892372,1727.6785714285713,0.29411764705882354,5.2246603970741905,0.3110677718186251,NYJ,2.0
614,QB,Carson,Andrews,Carson Andrews,ARI,0,4,0,0,0,0,71,0,True,1,0,2,0,0,0,0,10,0,4,0,0,0,0,0,0,13,0,0,6,0,Carson,Andrews,CarsonAndrews_3363235,2095.0,2093.0,1.0,24.0,63.0,6.0,Signed,Normal,60.0,0.0,0.0,ARI,tier_6,0.0,,0.0,0.0,0.0,,
616,QB,Allen,Harrington,Allen Harrington,JAX,0,0,0,0,0,0,6,0,True,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,2,0,0,16,0,Allen,Harrington,AllenHarrington_3375,809.0,807.0,1.0,25.0,7.0,16.0,Signed,Normal,63.0,0.0,0.0,JAX,tier_6,0.0,,0.0,0.0,0.0,,
617,WR,Li'dre,Jenkins,Li'dre Jenkins,HOU,24,0,11,0,553,38,924,141,True,0,8,0,0,53,0,0,10,5,0,0,0,0,0,0,7,17,17,2,31,0,Li'dre,Jenkins,Li'dreJenkins_34223,1731.0,1729.0,0.0,22.0,2.0,31.0,Signed,Star,78.0,0.0,0.0,HOU,tier_4,624.4588744588744,1477.8688524590164,0.4117647058823529,7.575757575757576,0.16681749622926095,HOU,-2.0
650,WR,Wy'Kevious,Davis,Wy'Kevious Davis,DEN,57,0,4,0,698,38,738,319,True,0,20,0,0,64,0,0,10,4,0,0,0,0,0,0,4,15,15,2,3,1,Wy'Kevious,Davis,Wy'KeviousDavis_33425,4.0,2.0,1.0,23.0,4.0,3.0,Signed,Normal,75.0,0.0,0.0,DEN,tier_4,1023.0352303523036,1450.0,0.3333333333333333,6.775067750677507,0.22016884683180257,DEN,3.0
652,WR,Karmello,English,Karmello English,SEA,72,0,4,0,1035,47,911,402,True,0,25,0,0,95,0,0,10,5,0,0,0,0,0,0,3,17,17,0,27,1,Karmello,English,,521.0,519.0,6.0,28.0,5.0,27.0,Signed,Star,81.0,0.0,0.0,SEA,tier_3,1215.1481888035128,1473.75,0.23529411764705882,4.390779363336993,0.2604428787116256,SEA,2.0
663,HB,Brian,Bonner,Brian Bonner,MIN,1008,0,2,447,197,88,658,263,True,0,247,0,0,26,0,7,10,52,0,44,0,0,0,0,2,14,14,5,30,3,Brian,Bonner,BrianBonner_2936,1572.0,1570.0,5.0,26.0,3.0,30.0,Signed,Star,77.0,0.0,0.0,MIN,tier_4,1831.306990881459,1215.934065934066,0.35714285714285715,7.598784194528876,0.06268718179095538,MIN,-4.0
666,WR,Cha'ce,McKnight,Cha'ce McKnight,MIN,6,0,1,0,896,45,806,253,True,0,2,0,0,67,0,0,10,3,0,0,0,0,0,0,5,13,13,1,30,0,Cha'ce,McKnight,Cha'ceMcKnight_3213,2754.0,2752.0,2.0,23.0,1.0,30.0,Signed,XFactor,92.0,0.0,0.0,MIN,tier_1,1119.106699751861,1973.9130434782608,0.38461538461538464,6.20347394540943,0.30704725044347686,MIN,-1.0
