FullName,Position,TeamName,SkillPointOff
Matt Bishop,TE,CIN,1
Matt Smith,HB,ARI,0
Matthew Hyde-Kennard,TE,SEA,-2
Melo Silver,WR,CLE,-4
Micah Jones,TE,LV,-5
Montra Rivers,TE,PIT,-2
Mylan Graham,WR,WAS,-1
Nakobe Ojemudia,HB,HOU,-2
Nate Frazier,HB,MIN,-1
Natron Conners,WR,TB,-5
Neiko Malone,WR,TB,0
NiTareon Tuggle,WR,CIN,3
Nick Griffin,HB,PHI,-1
Nick Ratledge,TE,TB,-1
Noah Thomas,WR,ATL,-1
Nyck Harbor,WR,DEN,-1
Nyles Choice,TE,BAL,0
Omarion Miller,WR,IND,11
Orlando Flynn,WR,DEN,-5
Parker Livingstone,WR,GB,0
Paul Wilkinson,WR,CIN,-2
Pearce Spurlin III,TE,TEN,0
Pofele Ashlock,WR,BUF,3
Quincy Porter,WR,PHI,10
Quinnen Winslow,WR,HOU,1
Rashard Pierce,HB,IND,3
Rashaud Mentor,WR,CAR,-4
Raysean Rutherford,HB,NO,0
Riley Williams,TE,ARI,1
Ryan Mooney,WR,NO,6
Ryan Williams,WR,LAC,7
Ryland Anderson,WR,PHI,-4
Sam Watts,TE,HOU,-3
Seth Samuels,TE,SEA,-2
Shareef Beal-Conley,TE,ATL,-2
Shareef Mabry,TE,CAR,1
Shaydon Turner,WR,LV,-1
Shilo Peace,TE,KC,1
TaMuarion Wolfe,HB,NE,-7
Tarquin Sheldon,HB,CHI,3
Tarquin Sheppard,HB,JAX,-5
Tavarres Kazee,HB,GB,0
Taylor Tatum,HB,KC,-4
Terry Hatcher,WR,MIA,4
Tetairoa McMillan,WR,IND,-7
Tevin Holliday,HB,HOU,7
Tevin Williams,HB,NO,-4
Tobias Mack,HB,CLE,4
Tony Livingston,TE,DEN,-1
Torey Boyce,WR,BAL,-2
Tracy Anderson,WR,JAX,1
Tradarian Ball,HB,GB,-3
Tramon Clarke,HB,LAR,-4
Trent Alexander,HB,MIA,0
Trevor Williams,TE,IND,-3
Trevor Williams,WR,DAL,3
Troy McCutcheon,HB,TEN,-5
Tucker Harris,TE,DAL,1
Tyler Brooks,WR,GB,-2
Vontavious Calhoun,WR,CAR,0
Wesley Miller,HB,TEN,-5
Will Meadows,TE,NO,-1
Wy'Kevious Davis,WR,DEN,3
Xavier McDonald,WR,MIN,-3
Zach Clayton,WR,PIT,0
Zach McMullens,TE,GB,-3
Zhaire Oakman,WR,NE,8
