Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,STAT_KEEP,DLINEFUMBLERECOVERYYARDS,DSECINTRETURNYARDS,DOWNSPLAYED,DLINEFUMBLERECOVERIES,ASSDEFTACKLES,BIGHITS,DEFTACKLES,DLINEHALFSACK,SEAS_YEAR,CTHALLOWED,DSECINTLONGESTRETURN,DLINESAFETIES,DSECINTS,DSECINTTDS,GAMERATING,DEFPASSDEFLECTIONS,DLINEBLOCKS,YEARBYYEARTEAMINDEX,DEFTACKLESFORLOSS,DLINEFORCEDFUMBLES,DLINESACKS,DLINEFUMBLETDS,GAMESPLAYED,GAMESSTARTED,FirstName_y,LastName_y,Row Excel,Row Editor,YearsPro,Age,TeamIndex,ContractStatus,TraitDevelopment,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,DLSacksAndTFLPer1000Snaps,DTSacksAndTFLPer1000Snaps,TotalTurnoversPer1000Snaps,LBSacksTFLPassDeflPer1000Snaps,TacklesPer1000Snaps,CBPassDeflPer1000Snaps,CBCatchAllowPer100Snaps,SafetiesCatchAllowMinusPDPerGame,TeamName_y,SkillPointDef
822,LOLB,Alex,Singleton,Alex Singleton,DEN,True,32,0,587,1,17,32,49,1,1,26,0,0,0,0,0,0,0,3,0,0,0,0,16,16,Alex,Singleton,2555.0,2553.0,6.0,30.0,3.0,Signed,Star,70.0,0.0,0.0,DEN,tier_5,0.0,0.0,1.7035775127768313,0.0,112.43611584327087,0.0,4.429301533219761,1.625,DEN,-6
824,MLB,Shane,Lee,Shane Lee,DEN,True,32,16,1467,2,40,65,120,0,1,55,15,0,2,0,0,10,3,3,3,3,2,2,16,16,Shane,Lee,3523.0,3521.0,0.0,23.0,3.0,Signed,Normal,72.0,0.0,0.0,DEN,tier_5,4.430811179277438,5.044308111792775,8.1799591002045,10.224948875255624,109.06612133606,6.81663258350375,3.7491479209270624,2.8125,DEN,10
825,FS,Justin,Simmons,Justin Simmons,DEN,True,0,46,1168,0,31,34,50,0,1,18,18,0,4,0,0,6,0,3,0,0,0,0,16,16,Justin,Simmons,2547.0,2545.0,8.0,30.0,3.0,Signed,Star,83.0,0.0,0.0,DEN,tier_3,0.0,0.0,3.4246575342465753,5.136986301369863,69.34931506849315,5.136986301369863,1.5410958904109588,0.75,DEN,-2
827,CB,Kamal,Hadden,Kamal Hadden,CIN,True,0,-2,322,0,6,5,9,0,1,5,0,0,1,0,0,2,0,1,0,0,0,0,16,2,Kamal,Hadden,3451.0,3449.0,0.0,22.0,1.0,Signed,Normal,69.0,0.0,0.0,CIN,tier_6,0.0,0.0,3.105590062111801,6.211180124223602,46.58385093167701,6.211180124223602,1.5527950310559007,0.1875,CIN,1
830,LE,Danielle,Hunter,Danielle Hunter,CIN,True,30,0,705,2,16,30,35,0,1,1,0,0,0,0,0,1,0,1,12,3,5,1,13,13,Danielle,Hunter,1348.0,1346.0,9.0,29.0,1.0,Signed,Superstar,89.0,0.0,0.0,CIN,tier_2,29.43262411347518,32.6241134751773,8.51063829787234,25.53191489361702,72.34042553191489,1.4184397163120568,0.14184397163120568,0.0,CIN,3
831,SS,Mike,Edwards,Mike Edwards,CIN,True,0,79,929,0,21,33,44,0,1,33,22,0,6,0,0,7,0,1,2,0,1,0,13,13,Mike,Edwards,789.0,787.0,5.0,28.0,1.0,Signed,Star,79.0,0.0,0.0,CIN,tier_4,4.036598493003229,4.520990312163617,6.458557588805167,10.764262648008613,69.96770721205597,7.534983853606028,3.552206673842842,2.0,CIN,6
832,CB,Rock,Ya-Sin,Rock Ya-Sin,CIN,True,0,47,967,0,20,19,33,0,1,24,21,0,4,0,0,5,0,1,1,0,0,0,15,15,Rock,Ya-Sin,3167.0,3165.0,5.0,28.0,1.0,Signed,Star,77.0,0.0,0.0,CIN,tier_4,1.0341261633919339,1.0341261633919339,4.1365046535677354,6.204756980351602,54.80868665977249,5.170630816959669,2.481902792140641,1.2666666666666666,CIN,0
833,LOLB,Quincy,Roche,Quincy Roche,CIN,True,0,0,382,0,3,2,10,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,16,4,Quincy,Roche,2405.0,2403.0,3.0,26.0,1.0,Signed,Normal,63.0,0.0,0.0,CIN,tier_6,2.617801047120419,2.617801047120419,0.0,2.617801047120419,34.031413612565444,0.0,0.5235602094240838,0.125,CIN,-6
834,CB,DJ,Turner,DJ Turner,CIN,True,0,0,602,0,9,15,28,0,1,12,0,0,0,0,0,4,0,1,1,1,1,0,14,2,DJ,Turner,2865.0,2863.0,1.0,23.0,1.0,Signed,Normal,73.0,0.0,0.0,CIN,tier_5,4.568106312292359,5.3156146179401995,1.6611295681063123,9.966777408637872,61.461794019933556,6.644518272425249,1.9933554817275747,0.5714285714285714,CIN,-1
835,SS,Jordan,Battle,Jordan Battle,CIN,True,0,0,428,0,8,19,28,0,1,15,0,0,0,0,0,2,0,1,0,0,0,0,13,3,Jordan,Battle,174.0,172.0,1.0,23.0,1.0,Signed,Star,69.0,0.0,0.0,CIN,tier_6,0.0,0.0,0.0,4.672897196261682,84.11214953271028,4.672897196261682,3.5046728971962615,1.0,CIN,1
837,FS,Daxton,Hill,Daxton Hill,CIN,True,0,27,978,1,29,27,47,0,1,20,27,0,1,0,0,7,0,1,0,0,0,0,15,15,Daxton,Hill,1249.0,1247.0,2.0,23.0,1.0,Signed,Superstar,78.0,0.0,0.0,CIN,tier_4,0.0,0.0,2.044989775051125,7.157464212678937,77.70961145194275,7.157464212678937,2.044989775051125,0.8666666666666667,CIN,0
838,CB,Cam,Taylor-Britt,Cam Taylor-Britt,CIN,True,0,0,977,0,22,30,44,1,1,33,0,0,0,0,0,20,0,1,0,1,0,0,16,16,Cam,Taylor-Britt,2751.0,2749.0,2.0,24.0,1.0,Signed,Star,81.0,0.0,0.0,CIN,tier_3,0.0,0.0,1.0235414534288638,20.470829068577277,67.55373592630501,20.470829068577277,3.3776867963152504,0.8125,CIN,1
839,LE,Cam,Sample,Cam Sample,CIN,True,0,0,783,0,23,15,23,1,1,0,0,0,0,0,0,1,0,1,11,0,8,0,16,3,Cam,Sample,2456.0,2454.0,3.0,24.0,1.0,Signed,Normal,74.0,0.0,0.0,CIN,tier_5,31.928480204342275,36.52618135376756,0.0,25.54278416347382,58.748403575989784,1.277139208173691,0.0,-0.0625,CIN,0
841,CB,Cam,Smith,Cam Smith,MIA,True,0,67,778,0,17,27,33,0,1,18,24,0,5,1,0,10,0,11,1,0,0,0,14,0,Cam,Smith,2587.0,2585.0,1.0,23.0,11.0,Signed,Normal,69.0,0.0,0.0,MIA,tier_6,1.2853470437017993,1.2853470437017993,7.712082262210797,14.138817480719794,64.26735218508998,12.853470437017995,2.313624678663239,0.5714285714285714,MIA,7
843,LOLB,Channing,Tindall,Channing Tindall,MIA,True,0,0,601,0,13,20,36,0,1,18,0,0,0,0,0,1,0,11,0,0,1,0,16,7,Channing,Tindall,2811.0,2809.0,2.0,24.0,11.0,Signed,Normal,68.0,0.0,0.0,MIA,tier_6,2.9118136439267888,3.6605657237936775,0.0,3.327787021630616,81.53078202995007,1.663893510815308,2.995008319467554,1.0625,MIA,-3
845,FS,Jevon,Holland,Jevon Holland,MIA,True,0,0,1118,0,33,41,51,1,1,21,0,0,0,0,0,5,0,11,1,0,0,0,15,15,Jevon,Holland,1281.0,1279.0,3.0,24.0,11.0,Signed,Star,90.0,0.0,0.0,MIA,tier_1,0.8944543828264758,0.8944543828264758,0.0,5.366726296958855,75.13416815742397,4.472271914132379,1.8783542039355994,1.0666666666666667,MIA,-6
846,ROLB,David,Long Jr,David Long Jr,MIA,True,26,0,1285,1,40,75,99,1,1,49,0,0,0,0,0,9,0,11,2,1,3,0,16,16,David,Long Jr,1746.0,1744.0,5.0,27.0,11.0,Signed,Star,81.0,0.0,0.0,MIA,tier_3,5.642023346303501,6.692607003891052,1.556420233463035,10.894941634241244,108.17120622568093,7.003891050583658,3.813229571984436,2.5,MIA,0
847,RE,Boogie,Basham Jr,Boogie Basham Jr,NYG,True,16,0,686,1,24,23,37,1,1,0,0,1,0,0,0,0,0,15,16,1,4,1,15,11,Boogie,Basham Jr,164.0,162.0,3.0,26.0,15.0,Signed,Normal,74.0,0.0,0.0,NYG,tier_5,33.52769679300292,36.15160349854227,5.830903790087463,29.154518950437318,88.92128279883383,0.0,0.0,0.0,NYG,3
848,CB,Xavien,Howard,Xavien Howard,MIA,True,7,40,1066,1,24,43,60,1,1,39,15,0,4,0,0,8,0,11,0,1,0,1,16,16,Xavien,Howard,1317.0,1315.0,8.0,31.0,11.0,Signed,Star,79.0,0.0,0.0,MIA,tier_4,0.0,0.0,6.566604127579738,7.5046904315197,78.79924953095684,7.5046904315197,3.6585365853658534,1.9375,MIA,3
849,CB,Jalen,Ramsey,Jalen Ramsey,MIA,True,0,10,1027,0,22,36,41,0,1,30,10,0,1,0,0,7,0,11,0,0,0,0,16,16,Jalen,Ramsey,2316.0,2314.0,8.0,29.0,11.0,Signed,Superstar,90.0,0.0,0.0,MIA,tier_1,0.0,0.0,0.9737098344693281,6.815968841285297,61.343719571567675,6.815968841285297,2.9211295034079843,1.4375,MIA,-5
850,SS,Troy,Warner,Troy Warner,MIA,True,24,0,1242,1,23,44,75,1,1,63,0,0,0,0,0,12,0,11,0,1,0,0,16,16,Troy,Warner,2954.0,2952.0,3.0,26.0,11.0,Signed,Normal,59.0,0.0,0.0,MIA,tier_6,0.0,0.0,1.6103059581320451,9.66183574879227,78.90499194847021,9.66183574879227,5.072463768115942,3.1875,MIA,0
851,RE,Bradley,Chubb,Bradley Chubb,MIA,True,0,0,964,0,29,44,46,1,1,0,0,1,0,0,0,0,1,11,15,0,7,0,16,16,Bradley,Chubb,503.0,501.0,6.0,28.0,11.0,Signed,Star,82.0,0.0,0.0,MIA,tier_3,28.267634854771785,31.535269709543567,2.074688796680498,22.821576763485474,77.80082987551867,0.0,0.0,0.0,MIA,-1
852,LE,Joe,Tryon-Shoyinka,Joe Tryon-Shoyinka,BAL,True,54,0,960,3,23,32,39,1,1,0,0,0,0,0,0,1,0,24,15,3,4,0,16,16,Joe,Tryon-Shoyinka,2849.0,2847.0,3.0,25.0,24.0,Signed,Star,74.0,0.0,0.0,BAL,tier_5,22.916666666666664,24.791666666666668,6.25,20.833333333333332,64.58333333333334,1.0416666666666667,0.0,-0.0625,BAL,4
854,CB,Max,Melton,Max Melton,BAL,True,0,19,444,0,6,8,14,0,1,5,19,0,1,0,0,2,0,24,0,0,0,0,16,1,Max,Melton,3335.0,3333.0,0.0,22.0,24.0,Signed,Normal,70.0,0.0,0.0,BAL,tier_5,0.0,0.0,2.2522522522522523,4.504504504504505,45.04504504504504,4.504504504504505,1.1261261261261262,0.1875,BAL,-1
855,LOLB,Smael,Mondon,Smael Mondon,BAL,True,0,0,373,0,12,18,28,0,1,10,0,0,0,0,0,1,0,24,1,0,0,0,11,11,Smael,Mondon,3225.0,3223.0,0.0,21.0,24.0,Signed,Normal,76.0,0.0,0.0,BAL,tier_4,2.680965147453083,2.680965147453083,0.0,5.361930294906166,107.23860589812332,2.680965147453083,2.680965147453083,0.8181818181818182,BAL,-5
859,MLB,Trenton,Simpson,Trenton Simpson,BAL,True,0,0,604,0,12,13,23,0,1,7,0,0,0,0,0,0,0,24,1,0,0,0,16,1,Trenton,Simpson,2550.0,2548.0,1.0,23.0,24.0,Signed,Normal,71.0,0.0,0.0,BAL,tier_5,1.6556291390728477,1.6556291390728477,0.0,1.6556291390728477,57.94701986754966,0.0,1.1589403973509933,0.4375,BAL,-7
860,RE,David,Ojabo,David Ojabo,BAL,True,2,0,603,1,12,13,21,1,1,0,0,0,0,0,0,0,0,24,8,2,5,1,13,13,David,Ojabo,2108.0,2106.0,2.0,24.0,24.0,Signed,Normal,72.0,0.0,0.0,BAL,tier_5,27.777777777777775,31.50912106135987,6.633499170812604,21.558872305140962,54.72636815920398,0.0,0.0,0.0,BAL,6
861,SS,Kyle,Hamilton,Kyle Hamilton,BAL,True,0,15,1229,0,24,51,58,1,1,35,15,0,1,0,0,13,0,24,0,0,0,0,16,16,Kyle,Hamilton,1119.0,1117.0,2.0,23.0,24.0,Signed,XFactor,90.0,0.0,0.0,BAL,tier_1,0.0,0.0,0.8136696501220504,10.577705451586654,66.72091131000813,10.577705451586654,2.8478437754271764,1.375,BAL,-7
862,DT,Travis,Jones,Travis Jones,BAL,True,0,0,441,0,9,12,22,0,1,0,0,0,0,0,0,0,0,24,5,0,1,0,13,3,Travis,Jones,1554.0,1552.0,2.0,24.0,24.0,Signed,Normal,73.0,0.0,0.0,BAL,tier_5,15.306122448979592,16.3265306122449,0.0,13.605442176870747,70.29478458049887,0.0,0.0,0.0,BAL,-2
863,CB,Brandon,Stephens,Brandon Stephens,BAL,True,0,24,754,0,14,23,44,1,1,28,18,0,2,0,0,4,0,24,0,0,0,0,16,3,Brandon,Stephens,2665.0,2663.0,3.0,26.0,24.0,Signed,Normal,73.0,0.0,0.0,BAL,tier_5,0.0,0.0,2.6525198938992043,5.305039787798409,76.92307692307693,5.305039787798409,3.7135278514588856,1.5,BAL,-1
864,FS,Geno,Stone,Geno Stone,BAL,True,0,30,883,0,24,29,44,1,1,25,26,0,2,0,0,6,0,24,1,0,0,0,13,8,Geno,Stone,2687.0,2685.0,4.0,25.0,24.0,Signed,Superstar,85.0,0.0,0.0,BAL,tier_2,1.1325028312570782,1.1325028312570782,2.2650056625141564,7.927519818799547,77.01019252548132,6.795016987542469,2.8312570781426953,1.4615384615384615,BAL,-1
865,MLB,Jordan,Hicks,Jordan Hicks,TEN,True,10,0,1221,1,43,75,102,0,1,55,0,0,0,0,0,5,0,29,0,1,2,0,16,16,Jordan,Hicks,1239.0,1237.0,9.0,32.0,29.0,Signed,Normal,81.0,0.0,0.0,TEN,tier_3,2.8665028665028665,3.603603603603604,1.638001638001638,5.733005733005733,118.75511875511876,4.095004095004095,4.504504504504505,3.125,TEN,-2
866,MLB,Jonas,Griffith,Jonas Griffith,TEN,True,0,0,361,0,4,6,9,0,1,1,0,0,0,0,0,0,0,29,0,0,0,0,16,0,Jonas,Griffith,1082.0,1080.0,4.0,27.0,29.0,Signed,Normal,66.0,0.0,0.0,TEN,tier_6,0.0,0.0,0.0,0.0,36.011080332409975,0.0,0.2770083102493075,0.0625,TEN,-7
867,CB,Tre,Flowers,Tre Flowers,TEN,True,0,0,681,0,8,17,26,0,1,12,0,0,0,0,0,5,0,29,1,0,0,0,16,0,Tre,Flowers,893.0,891.0,6.0,29.0,29.0,Signed,Normal,69.0,0.0,0.0,TEN,tier_6,1.4684287812041115,1.4684287812041115,0.0,8.81057268722467,49.926578560939795,7.342143906020558,1.762114537444934,0.4375,TEN,1
869,DT,Naquan,Jones,Naquan Jones,TEN,True,0,0,408,0,5,12,26,0,1,0,0,0,0,0,0,0,0,29,7,0,1,0,10,3,Naquan,Jones,1549.0,1547.0,3.0,26.0,29.0,Signed,Normal,64.0,0.0,0.0,TEN,tier_6,21.44607843137255,22.549019607843135,0.0,19.607843137254903,75.98039215686273,0.0,0.0,0.0,TEN,-1
871,LOLB,Jack,Gibbens,Jack Gibbens,TEN,True,0,0,543,0,14,34,52,1,1,24,0,0,0,0,0,3,0,29,3,0,1,0,16,12,Jack,Gibbens,995.0,993.0,2.0,25.0,29.0,Signed,Star,73.0,0.0,0.0,TEN,tier_5,8.747697974217312,9.576427255985267,0.0,12.89134438305709,121.54696132596685,5.524861878453039,4.41988950276243,1.3125,TEN,5
872,CB,Roger,McCreary,Roger McCreary,TEN,True,0,11,903,0,23,24,40,1,1,27,11,0,1,0,0,9,0,29,1,0,0,0,13,3,Roger,McCreary,1859.0,1857.0,2.0,24.0,29.0,Signed,Star,74.0,0.0,0.0,TEN,tier_5,1.1074197120708749,1.1074197120708749,1.1074197120708749,11.07419712070875,69.76744186046511,9.966777408637872,2.990033222591362,1.3846153846153846,TEN,-1
873,LE,Rashad,Weaver,Rashad Weaver,TEN,True,23,0,663,1,18,20,35,1,1,0,0,0,0,0,0,0,0,29,9,1,3,0,15,0,Rashad,Weaver,2985.0,2983.0,3.0,26.0,29.0,Signed,Normal,69.0,0.0,0.0,TEN,tier_6,21.493212669683256,23.529411764705884,3.0165912518853695,18.09954751131222,79.93966817496229,0.0,0.0,0.0,TEN,2
874,FS,Elijah,Molden,Elijah Molden,TEN,True,0,8,1094,0,20,28,39,0,1,26,8,0,1,0,0,9,0,29,0,0,0,0,14,14,Elijah,Molden,1962.0,1960.0,3.0,25.0,29.0,Signed,Normal,72.0,0.0,0.0,TEN,tier_5,0.0,0.0,0.9140767824497258,8.226691042047532,53.93053016453382,8.226691042047532,2.376599634369287,1.2142857142857142,TEN,-2
875,ROLB,Monty,Rice,Monty Rice,TEN,True,0,0,394,0,3,4,7,0,1,0,0,0,0,0,0,0,0,29,0,0,0,0,16,0,Monty,Rice,2360.0,2358.0,3.0,25.0,29.0,Signed,Normal,68.0,0.0,0.0,TEN,tier_6,0.0,0.0,0.0,0.0,25.380710659898476,0.0,0.0,0.0,TEN,-8
876,SS,Amani,Hooker,Amani Hooker,TEN,True,39,58,868,1,22,40,45,0,1,30,26,0,4,1,0,14,0,29,0,1,0,0,11,11,Amani,Hooker,1294.0,1292.0,5.0,26.0,29.0,Signed,Star,80.0,0.0,0.0,TEN,tier_3,0.0,0.0,8.064516129032258,16.129032258064516,77.1889400921659,16.129032258064516,3.4562211981566824,1.4545454545454546,TEN,9
877,DT,Marquan,McCall,Marquan McCall,TEN,True,0,0,414,0,13,8,21,0,1,0,0,0,0,0,0,0,0,29,6,0,2,0,10,0,Marquan,McCall,1844.0,1842.0,2.0,25.0,29.0,Signed,Normal,61.0,0.0,0.0,TEN,tier_6,22.946859903381643,25.1207729468599,0.0,19.32367149758454,82.1256038647343,0.0,0.0,0.0,TEN,-1
878,RE,Harold,Landry III,Harold Landry III,TEN,True,29,0,833,1,28,20,31,0,1,1,0,0,0,0,0,0,0,29,13,1,2,0,14,14,Harold,Landry III,1669.0,1667.0,6.0,28.0,29.0,Signed,Star,75.0,0.0,0.0,TEN,tier_4,19.807923169267706,20.888355342136855,2.4009603841536613,18.00720288115246,70.82833133253301,0.0,0.12004801920768307,0.07142857142857142,TEN,-4
879,LE,Arden,Key,Arden Key,TEN,True,10,0,604,1,12,16,25,0,1,1,0,0,0,0,0,1,0,29,4,1,5,0,11,11,Arden,Key,1609.0,1607.0,6.0,28.0,29.0,Signed,Star,75.0,0.0,0.0,TEN,tier_4,21.10927152317881,24.834437086092713,3.3112582781456954,16.55629139072848,61.258278145695364,1.6556291390728477,0.16556291390728478,0.0,TEN,-1
881,SS,Shilo,Sanders,Shilo Sanders,LAC,True,0,0,1088,0,33,37,58,0,1,40,0,0,0,0,0,10,0,7,0,0,1,0,16,6,Shilo,Sanders,3630.0,3628.0,0.0,24.0,7.0,Signed,Normal,69.0,0.0,0.0,LAC,tier_6,1.6084558823529411,2.022058823529412,0.0,10.11029411764706,83.63970588235294,9.191176470588236,3.6764705882352944,1.875,LAC,3
882,MLB,Junior,Colson,Junior Colson,LAC,True,0,1,698,0,20,29,46,0,1,20,1,0,1,0,0,4,0,7,0,0,1,0,15,1,Junior,Colson,3329.0,3327.0,0.0,21.0,7.0,Signed,Normal,71.0,0.0,0.0,LAC,tier_5,2.507163323782235,3.1518624641833815,1.4326647564469914,7.163323782234958,94.55587392550144,5.730659025787966,2.865329512893983,1.0666666666666667,LAC,0
883,LOLB,Curtis,Jacobs,Curtis Jacobs,LAC,True,10,0,347,1,8,14,21,0,1,8,0,0,0,0,0,0,1,7,0,1,0,0,16,11,Curtis,Jacobs,3273.0,3271.0,0.0,22.0,7.0,Signed,Normal,71.0,0.0,0.0,LAC,tier_5,0.0,0.0,8.645533141210375,0.0,83.57348703170028,0.0,2.3054755043227666,0.5,LAC,0
885,DT,D.J.,Reader,D.J. Reader,LAC,True,10,0,947,2,20,30,37,0,1,0,0,0,0,0,0,2,0,7,10,2,5,0,16,16,D.J.,Reader,2326.0,2324.0,8.0,30.0,7.0,Signed,Star,84.0,0.0,0.0,LAC,tier_3,19.79936642027455,22.1752903907075,4.223864836325237,17.951425554382258,60.19007391763464,2.1119324181626187,0.0,-0.125,LAC,0
886,FS,AJ,Finley,AJ Finley,LAC,True,0,0,368,0,7,9,13,0,1,7,0,0,0,0,0,4,0,7,0,0,0,0,14,1,AJ,Finley,880.0,878.0,1.0,22.0,7.0,Signed,Normal,63.0,0.0,0.0,LAC,tier_6,0.0,0.0,0.0,10.869565217391305,54.34782608695652,10.869565217391305,1.9021739130434785,0.21428571428571427,LAC,1
888,MLB,Henry,To'oTo'o,Henry To'oTo'o,HOU,True,0,0,775,0,34,28,49,1,1,24,0,0,0,0,0,2,0,31,1,0,0,0,16,8,Henry,To'oTo'o,2831.0,2829.0,1.0,23.0,31.0,Signed,Normal,68.0,0.0,0.0,HOU,tier_6,1.2903225806451613,1.2903225806451613,0.0,3.870967741935484,107.09677419354838,2.5806451612903225,3.096774193548387,1.375,HOU,0
889,LE,Dylan,Horton,Dylan Horton,HOU,True,0,0,549,0,6,10,18,1,1,1,0,0,0,0,0,0,0,31,8,0,1,0,16,9,Dylan,Horton,1305.0,1303.0,1.0,24.0,31.0,Signed,Normal,68.0,0.0,0.0,HOU,tier_6,17.759562841530055,18.579234972677593,0.0,16.393442622950822,43.71584699453552,0.0,0.18214936247723132,0.0625,HOU,-2
891,LOLB,Christian,Harris,Christian Harris,HOU,True,43,18,541,2,10,15,28,0,1,6,18,0,1,0,0,1,0,31,6,2,1,0,16,16,Christian,Harris,1147.0,1145.0,2.0,23.0,31.0,Signed,Normal,68.0,0.0,0.0,HOU,tier_6,14.32532347504621,15.157116451016634,9.24214417744917,14.78743068391867,70.24029574861368,1.8484288354898337,1.1090573012939002,0.3125,HOU,11
892,CB,Derek,Stingley Jr,Derek Stingley Jr,HOU,True,0,37,1171,0,26,29,45,1,1,34,13,0,5,0,0,19,0,31,0,0,0,0,16,16,Derek,Stingley Jr,2681.0,2679.0,2.0,23.0,31.0,Signed,Star,81.0,0.0,0.0,HOU,tier_3,0.0,0.0,4.269854824935952,16.225448334756617,60.63193851409052,16.225448334756617,2.9035012809564473,0.9375,HOU,4
893,FS,Jalen,Pitre,Jalen Pitre,HOU,True,0,9,1267,0,32,31,44,0,1,28,9,0,1,1,0,12,0,31,1,0,1,0,16,16,Jalen,Pitre,2253.0,2251.0,2.0,25.0,31.0,Signed,Star,84.0,0.0,0.0,HOU,tier_3,2.1704814522494082,2.5256511444356753,1.5785319652722967,11.049723756906078,59.98421468034728,9.471191791633782,2.209944751381215,1.0,HOU,-2
