Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,GAMESSTARTED,OLINEPANCAKES,OLINESACKSALLOWED,DOWNSPLAYED,STAT_KEEP,GAMESPLAYED,YEARBYYEARTEAMINDEX,GAMERATING,SEAS_YEAR,FirstName_y,LastName_y,Row Excel,Row Editor,YearsPro,Age,TeamIndex,ContractStatus,TraitDevelopment,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,SacksPer1000Snaps,TeamName_y,SkillPointOL
416,LT,Brandon,Coleman,Brandon Coleman,LAC,15,2,7,1070,False,16,7,0,1,Brandon,Coleman,3349.0,3347.0,0.0,23.0,7.0,Signed,Normal,66.0,0.0,0.0,LAC,tier_6,6.542056074766355,LAC,6
418,RG,Jamaree,Salyer,Jamaree Salyer,LAC,16,3,1,1123,False,16,7,0,1,Jamaree,Salyer,2453.0,2451.0,2.0,24.0,7.0,Signed,Normal,75.0,0.0,0.0,LAC,tier_4,0.8904719501335707,LAC,5
419,LG,Zion,Johnson,Zion Johnson,LAC,15,4,1,1044,False,15,7,0,1,Zion,Johnson,1499.0,1497.0,2.0,24.0,7.0,Signed,Star,72.0,0.0,0.0,LAC,tier_5,0.9578544061302682,LAC,6
420,LG,LaDarius,Henderson,LaDarius Henderson,MIA,14,0,4,943,False,14,11,0,1,LaDarius,Henderson,3465.0,3463.0,0.0,22.0,11.0,Signed,Normal,67.0,0.0,0.0,MIA,tier_6,4.241781548250265,MIA,1
421,RG,Christian,Mahogany,Christian Mahogany,MIA,14,0,1,982,False,14,11,0,1,Christian,Mahogany,3251.0,3249.0,0.0,23.0,11.0,Signed,Normal,68.0,0.0,0.0,MIA,tier_6,1.0183299389002036,MIA,3
422,RT,Taliese,Fuaga,Taliese Fuaga,MIA,14,0,6,897,False,14,11,0,1,Taliese,Fuaga,3231.0,3229.0,0.0,23.0,11.0,Signed,Star,72.0,0.0,0.0,MIA,tier_5,6.688963210702341,MIA,2
425,C,Connor,Williams,Connor Williams,MIA,16,0,4,1170,False,16,11,0,1,Connor,Williams,3035.0,3033.0,6.0,27.0,11.0,Signed,Normal,88.0,0.0,0.0,MIA,tier_2,3.4188034188034186,MIA,1
426,LT,Terron,Armstead,Terron Armstead,MIA,13,0,10,908,False,13,11,0,1,Terron,Armstead,97.0,95.0,11.0,33.0,11.0,Signed,Superstar,89.0,0.0,0.0,MIA,tier_2,11.013215859030838,MIA,-1
427,RG,Ben,Cleveland,Ben Cleveland,BAL,14,1,2,922,False,14,24,0,1,Ben,Cleveland,521.0,519.0,3.0,26.0,24.0,Signed,Normal,66.0,0.0,0.0,BAL,tier_6,2.1691973969631237,BAL,-2
439,RG,Quinn,Meinerz,Quinn Meinerz,DEN,12,2,0,849,False,12,3,0,1,Quinn,Meinerz,1913.0,1911.0,3.0,25.0,3.0,Signed,Star,80.0,0.0,0.0,DEN,tier_3,0.0,DEN,8
441,RG,Sam,Cosmi,Sam Cosmi,WAS,12,0,2,725,False,12,25,0,1,Sam,Cosmi,582.0,580.0,3.0,25.0,25.0,Signed,Normal,75.0,0.0,0.0,WAS,tier_4,2.758620689655172,WAS,-3
443,LT,Charles,Leno Jr,Charles Leno Jr,WAS,12,2,6,811,False,16,25,0,1,Charles,Leno Jr,1706.0,1704.0,10.0,32.0,25.0,Signed,Normal,72.0,0.0,0.0,WAS,tier_5,7.398273736128237,WAS,6
444,C,Tyler,Biadasz,Tyler Biadasz,DAL,16,2,8,1091,False,16,10,0,1,Tyler,Biadasz,218.0,216.0,4.0,26.0,10.0,Signed,Normal,73.0,0.0,0.0,DAL,tier_5,7.332722273143905,DAL,-2
445,LT,Amarius,Mims,Amarius Mims,DAL,11,5,4,756,False,11,10,0,1,Amarius,Mims,3266.0,3264.0,0.0,22.0,10.0,Signed,Normal,72.0,0.0,0.0,DAL,tier_5,5.291005291005291,DAL,10
448,LG,Tyler,Smith,Tyler Smith,DAL,12,0,3,842,False,12,10,0,1,Tyler,Smith,2617.0,2615.0,2.0,23.0,10.0,Signed,Superstar,91.0,0.0,0.0,DAL,tier_1,3.5629453681710217,DAL,-2
450,RT,Taylor,Moton,Taylor Moton,CAR,13,0,4,877,False,13,20,0,1,Taylor,Moton,2012.0,2010.0,7.0,30.0,20.0,Signed,Star,82.0,0.0,0.0,CAR,tier_3,4.561003420752566,CAR,4
452,RG,O'Cyrus,Torrence,O'Cyrus Torrence,BUF,14,0,0,1055,False,14,2,0,1,O'Cyrus,Torrence,2833.0,2831.0,1.0,24.0,2.0,Signed,Star,74.0,0.0,0.0,BUF,tier_5,0.0,BUF,10
453,RT,Spencer,Brown,Spencer Brown,BUF,16,0,8,1190,False,16,2,0,1,Spencer,Brown,360.0,358.0,3.0,26.0,2.0,Signed,Normal,74.0,0.0,0.0,BUF,tier_5,6.722689075630252,BUF,2
455,LG,Connor,McGovern,Connor McGovern,BUF,16,0,2,1242,False,16,2,0,1,Connor,McGovern,1877.0,1875.0,5.0,26.0,2.0,Signed,Normal,76.0,0.0,0.0,BUF,tier_4,1.6103059581320451,BUF,2
456,C,Ben,Jones,Ben Jones,PIT,12,3,5,738,False,12,28,0,1,Ben,Jones,1514.0,1512.0,12.0,35.0,28.0,Signed,Normal,68.0,0.0,0.0,PIT,tier_6,6.775067750677507,PIT,-2
457,LT,Dion,Dawkins,Dion Dawkins,BUF,15,0,9,1122,False,15,2,0,1,Dion,Dawkins,678.0,676.0,7.0,30.0,2.0,Signed,Star,82.0,0.0,0.0,BUF,tier_3,8.02139037433155,BUF,2
459,LT,Joe,Alt,Joe Alt,NYJ,14,0,15,993,False,14,17,0,1,Joe,Alt,3203.0,3201.0,0.0,21.0,17.0,Signed,Normal,73.0,0.0,0.0,NYJ,tier_5,15.105740181268883,NYJ,-6
460,RG,Ed,Ingram,Ed Ingram,MIN,16,0,1,1121,False,16,30,0,1,Ed,Ingram,1371.0,1369.0,2.0,25.0,30.0,Signed,Normal,70.0,0.0,0.0,MIN,tier_5,0.8920606601248885,MIN,6
461,LT,Christian,Darrisaw,Christian Darrisaw,MIN,16,0,14,1134,False,16,30,0,1,Christian,Darrisaw,639.0,637.0,3.0,25.0,30.0,Signed,Star,89.0,0.0,0.0,MIN,tier_2,12.345679012345679,MIN,-4
462,C,Garrett,Bradbury,Garrett Bradbury,MIN,16,0,9,1195,False,16,30,0,1,Garrett,Bradbury,288.0,286.0,5.0,29.0,30.0,Signed,Star,81.0,0.0,0.0,MIN,tier_3,7.531380753138075,MIN,-8
463,RT,Brian,O'Neill,Brian O'Neill,MIN,16,0,7,1121,False,16,30,0,1,Brian,O'Neill,2133.0,2131.0,6.0,28.0,30.0,Signed,Star,92.0,0.0,0.0,MIN,tier_1,6.244424620874219,MIN,0
466,RG,Kevin,Zeitler,Kevin Zeitler,DET,16,0,2,1145,False,16,18,0,1,Kevin,Zeitler,3186.0,3184.0,12.0,34.0,18.0,Signed,Normal,78.0,0.0,0.0,DET,tier_4,1.7467248908296944,DET,0
467,LG,Netane,Muti,Netane Muti,DET,16,0,7,1145,False,16,18,0,1,Netane,Muti,2038.0,2036.0,4.0,25.0,18.0,Signed,Normal,70.0,0.0,0.0,DET,tier_5,6.11353711790393,DET,-2
468,RT,Penei,Sewell,Penei Sewell,DET,16,0,4,1145,False,16,18,0,1,Penei,Sewell,2513.0,2511.0,3.0,23.0,18.0,Signed,Superstar,96.0,0.0,0.0,DET,tier_0,3.493449781659389,DET,3
469,RG,Donovan,Jackson,Donovan Jackson,LV,13,1,3,936,False,13,22,0,1,Donovan,Jackson,3260.0,3258.0,0.0,22.0,22.0,Signed,Normal,75.0,0.0,0.0,LV,tier_4,3.205128205128205,LV,-7
470,RG,Mike,Onwenu,Mike Onwenu,NE,14,0,3,930,False,14,21,0,1,Mike,Onwenu,2135.0,2133.0,4.0,26.0,21.0,Signed,Star,89.0,0.0,0.0,NE,tier_2,3.225806451612903,NE,-9
476,RT,Gunner,Britton,Gunner Britton,NYG,10,0,3,674,False,13,15,0,1,Gunner,Britton,3452.0,3450.0,0.0,24.0,15.0,Signed,Normal,70.0,0.0,0.0,NYG,tier_5,4.451038575667656,NYG,6
479,RT,Darnell,Wright,Darnell Wright,CHI,16,0,6,1157,False,16,0,0,1,Darnell,Wright,3156.0,3154.0,1.0,23.0,0.0,Signed,Star,76.0,0.0,0.0,CHI,tier_4,5.185825410544512,CHI,2
481,LT,Braxton,Jones,Braxton Jones,CHI,16,0,8,1193,False,16,0,0,1,Braxton,Jones,1517.0,1515.0,2.0,25.0,0.0,Signed,Star,78.0,0.0,0.0,CHI,tier_4,6.705783738474434,CHI,5
483,LG,Teven,Jenkins,Teven Jenkins,CHI,16,0,6,1234,False,16,0,0,1,Teven,Jenkins,1442.0,1440.0,3.0,26.0,0.0,Signed,Star,80.0,0.0,0.0,CHI,tier_3,4.862236628849271,CHI,0
484,RG,Nate,Davis,Nate Davis,CHI,14,0,1,1022,False,14,0,0,1,Nate,Davis,668.0,666.0,5.0,27.0,0.0,Signed,Normal,73.0,0.0,0.0,CHI,tier_5,0.9784735812133072,CHI,6
485,LT,Garret,Greenfield,Garret Greenfield,NO,11,0,11,779,False,14,26,0,1,Garret,Greenfield,3282.0,3280.0,0.0,23.0,26.0,Signed,Normal,70.0,0.0,0.0,NO,tier_5,14.120667522464698,NO,-2
487,LG,Nick,Saldiveri,Nick Saldiveri,NO,14,0,3,948,False,14,26,0,1,Nick,Saldiveri,2452.0,2450.0,1.0,24.0,26.0,Signed,Normal,70.0,0.0,0.0,NO,tier_5,3.1645569620253164,NO,2
488,LT,Trevor,Penning,Trevor Penning,NO,14,0,7,954,False,16,26,0,1,Trevor,Penning,2204.0,2202.0,2.0,25.0,26.0,Signed,Normal,69.0,0.0,0.0,NO,tier_6,7.337526205450734,NO,6
489,C,Erik,McCoy,Erik McCoy,NO,14,0,6,967,False,14,26,0,1,Erik,McCoy,1856.0,1854.0,5.0,27.0,26.0,Signed,Star,77.0,0.0,0.0,NO,tier_4,6.204756980351602,NO,-3
490,LT,D.J.,Humphries,D.J. Humphries,ARI,12,0,10,823,False,12,6,0,1,D.J.,Humphries,1343.0,1341.0,9.0,30.0,6.0,Signed,Star,78.0,0.0,0.0,ARI,tier_4,12.150668286755772,ARI,-3
491,LT,Andrew,Thomas,Andrew Thomas,NYG,16,4,20,1071,False,16,15,0,1,Andrew,Thomas,2770.0,2768.0,4.0,25.0,15.0,Signed,Superstar,93.0,0.0,0.0,NYG,tier_1,18.674136321195146,NYG,-10
492,RG,Kiran,Amegadjie,Kiran Amegadjie,GB,14,0,1,959,False,14,19,0,1,Kiran,Amegadjie,3274.0,3272.0,0.0,23.0,19.0,Signed,Normal,75.0,0.0,0.0,GB,tier_4,1.0427528675703859,GB,2
493,RT,JC,Latham,JC Latham,GB,15,0,8,1039,False,16,19,0,1,JC,Latham,3207.0,3205.0,0.0,21.0,19.0,Signed,Normal,76.0,0.0,0.0,GB,tier_4,7.699711260827719,GB,0
496,LT,Zach,Tom,Zach Tom,GB,14,0,10,969,False,14,19,0,1,Zach,Tom,2820.0,2818.0,2.0,25.0,19.0,Signed,Normal,84.0,0.0,0.0,GB,tier_3,10.319917440660475,GB,0
501,C,Joe,Tippmann,Joe Tippmann,NYJ,14,0,3,940,False,14,17,0,1,Joe,Tippmann,2813.0,2811.0,1.0,23.0,17.0,Signed,Star,75.0,0.0,0.0,NYJ,tier_4,3.1914893617021276,NYJ,2
503,RT,Alijah,Vera-Tucker,Alijah Vera-Tucker,NYJ,15,2,5,1047,False,15,17,0,1,Alijah,Vera-Tucker,2902.0,2900.0,3.0,25.0,17.0,Signed,Star,79.0,0.0,0.0,NYJ,tier_4,4.7755491881566385,NYJ,5
506,LT,Dan,Moore Jr,Dan Moore Jr,PIT,11,4,2,722,False,11,28,0,1,Dan,Moore Jr,1974.0,1972.0,3.0,25.0,28.0,Signed,Normal,70.0,0.0,0.0,PIT,tier_5,2.770083102493075,PIT,10
507,LG,Graham,Barton,Graham Barton,WAS,16,1,6,1075,False,16,25,0,1,Graham,Barton,3220.0,3218.0,0.0,22.0,25.0,Signed,Normal,73.0,0.0,0.0,WAS,tier_5,5.5813953488372094,WAS,-2
508,LT,Olumuyiwa,Fashanu,Olumuyiwa Fashanu,WAS,13,1,14,800,False,13,25,0,1,Olumuyiwa,Fashanu,3201.0,3199.0,0.0,21.0,25.0,Signed,Star,77.0,0.0,0.0,WAS,tier_4,17.5,WAS,-7
511,RG,Graham,Glasgow,Graham Glasgow,NYJ,13,1,0,985,False,13,17,0,1,Graham,Glasgow,1016.0,1014.0,8.0,32.0,17.0,Signed,Normal,73.0,0.0,0.0,NYJ,tier_5,0.0,NYJ,10
512,LG,David,Edwards,David Edwards,NYJ,10,2,4,662,False,10,17,0,1,David,Edwards,787.0,785.0,5.0,27.0,17.0,Signed,Normal,73.0,0.0,0.0,NYJ,tier_5,6.042296072507553,NYJ,-2
518,RG,Austin,Corbett,Austin Corbett,CAR,15,0,2,1069,False,15,20,0,1,Austin,Corbett,576.0,574.0,6.0,28.0,20.0,Signed,Star,76.0,0.0,0.0,CAR,tier_4,1.8709073900841908,CAR,0
520,LT,Taylor,Decker,Taylor Decker,DET,14,0,8,941,False,14,18,0,1,Taylor,Decker,687.0,685.0,8.0,30.0,18.0,Signed,Star,79.0,0.0,0.0,DET,tier_4,8.501594048884165,DET,2
521,C,Frank,Ragnow,Frank Ragnow,DET,16,0,3,1201,False,16,18,0,1,Frank,Ragnow,2310.0,2308.0,6.0,28.0,18.0,Signed,Superstar,95.0,0.0,0.0,DET,tier_0,2.4979184013322233,DET,1
522,LT,Donovan,Smith,Donovan Smith,PHI,13,1,10,1027,False,16,12,0,1,Donovan,Smith,2590.0,2588.0,9.0,31.0,12.0,Signed,Normal,74.0,0.0,0.0,PHI,tier_5,9.737098344693282,PHI,0
525,RG,Cam,Jurgens,Cam Jurgens,PHI,12,2,1,812,False,12,12,0,1,Cam,Jurgens,1575.0,1573.0,2.0,25.0,12.0,Signed,Normal,73.0,0.0,0.0,PHI,tier_5,1.2315270935960592,PHI,2
526,RT,Broderick,Jones,Broderick Jones,PIT,16,4,6,1119,False,16,28,0,1,Broderick,Jones,1519.0,1517.0,1.0,23.0,28.0,Signed,Normal,79.0,0.0,0.0,PIT,tier_4,5.361930294906166,PIT,2
527,LG,Landon,Dickerson,Landon Dickerson,PHI,11,6,2,689,False,11,12,0,1,Landon,Dickerson,703.0,701.0,3.0,25.0,12.0,Signed,Star,88.0,0.0,0.0,PHI,tier_2,2.9027576197387517,PHI,1
528,RT,Terence,Steele,Terence Steele,DAL,16,3,2,1141,False,16,10,0,1,Terence,Steele,2661.0,2659.0,4.0,27.0,10.0,Signed,Normal,77.0,0.0,0.0,DAL,tier_4,1.7528483786152498,DAL,9
529,RG,Zack,Martin,Zack Martin,DAL,13,5,0,994,False,13,10,0,1,Zack,Martin,1812.0,1810.0,10.0,33.0,10.0,Signed,Superstar,95.0,0.0,0.0,DAL,tier_0,0.0,DAL,3
534,LT,Jedrick,Wills Jr,Jedrick Wills Jr,CLE,13,3,9,861,False,13,4,0,1,Jedrick,Wills Jr,3082.0,3080.0,4.0,25.0,4.0,Signed,Star,74.0,0.0,0.0,CLE,tier_5,10.452961672473869,CLE,0
535,C,Andre,James,Andre James,TEN,14,0,6,894,False,14,29,0,1,Andre,James,1423.0,1421.0,5.0,27.0,29.0,Signed,Normal,75.0,0.0,0.0,TEN,tier_4,6.7114093959731544,TEN,-3
539,LT,Walker,Little,Walker Little,JAX,12,0,8,725,False,12,16,0,1,Walker,Little,1735.0,1733.0,3.0,25.0,16.0,Signed,Normal,72.0,0.0,0.0,JAX,tier_5,11.034482758620689,JAX,0
543,RT,Patrick,Paul,Patrick Paul,CIN,14,8,6,1014,False,16,1,0,1,Patrick,Paul,3214.0,3212.0,0.0,22.0,1.0,Signed,Normal,68.0,0.0,0.0,CIN,tier_6,5.9171597633136095,CIN,3
546,LG,Cordell,Volson,Cordell Volson,CIN,16,2,5,1151,False,16,1,0,1,Cordell,Volson,2916.0,2914.0,2.0,26.0,1.0,Signed,Normal,68.0,0.0,0.0,CIN,tier_6,4.344048653344918,CIN,1
549,RG,Alex,Cappa,Alex Cappa,CIN,14,4,3,1033,False,14,1,0,1,Alex,Cappa,448.0,446.0,6.0,29.0,1.0,Signed,Star,77.0,0.0,0.0,CIN,tier_4,2.904162633107454,CIN,-3
550,LT,Orlando,Brown,Orlando Brown,CIN,14,9,6,943,False,14,1,0,1,Orlando,Brown,358.0,356.0,6.0,28.0,1.0,Signed,Star,78.0,0.0,0.0,CIN,tier_4,6.362672322375398,CIN,5
552,LG,Javion,Cohen,Javion Cohen,MIN,15,0,4,1067,False,16,30,0,1,Javion,Cohen,3361.0,3359.0,0.0,23.0,30.0,Signed,Normal,68.0,0.0,0.0,MIN,tier_6,3.7488284910965324,MIN,1
554,RT,Lane,Johnson,Lane Johnson,PHI,16,5,2,1159,False,16,12,0,1,Lane,Johnson,1486.0,1484.0,11.0,34.0,12.0,Signed,Superstar,97.0,0.0,0.0,PHI,tier_0,1.7256255392579811,PHI,3
556,RT,Kinglsey,Suamataia,Kinglsey Suamataia,SF,16,0,4,1111,False,16,14,0,1,Kinglsey,Suamataia,3213.0,3211.0,0.0,22.0,14.0,Signed,Normal,82.0,0.0,0.0,SF,tier_3,3.6003600360036003,SF,8
559,LG,Aaron,Banks,Aaron Banks,SF,14,0,1,981,False,14,14,0,1,Aaron,Banks,141.0,139.0,3.0,26.0,14.0,Signed,Normal,78.0,0.0,0.0,SF,tier_4,1.0193679918450562,SF,5
560,C,Jake,Brendel,Jake Brendel,SF,14,0,4,1040,False,14,14,0,1,Jake,Brendel,305.0,303.0,8.0,31.0,14.0,Signed,Normal,82.0,0.0,0.0,SF,tier_3,3.8461538461538463,SF,2
