Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,KICKEPBLOCKED,PUNTNETYARDS,PUNTYARDS,KICKFGBLOCKED,PUNTATTEMPTS,PUNTIN20,DOWNSPLAYED,KICKEPATTEMPTS,PUNTLONGEST,SEAS_YEAR,KICKNUMKICKOFFS,STAT_KEEP,GAMERATING,PUNTTOUCHBACKS,KICKFGATTEMPTS,KICKEPMADE,GAMEWINFGSMADE,KICKFGATTEMPTS50ORMORE,KICKFGATTEMPTS40TO49,KICKFGATTEMPTS30TO39,KICKFGATTEMPTS29ORLESS,GAMEWINFGATTEMPTS,KICKFGMADE30TO39,KICKFGMADE29ORLESS,KICKFGMADE,KICKFGLONGEST,GAMESSTARTED,YEARBYYEARTEAMINDEX,KICKTOUCHBACKS,KICKFGMADE50ORMORE,KICKFGMADE40TO49,PUNTBLOCKED,GAMESPLAYED,FirstName_y,LastName_y,Row Excel,Row Editor,YearsPro,Age,TeamIndex,ContractStatus,TraitDevelopment,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,FGPercentage,EPPercentage,Over40YardPercentage,PuntTBPerIn20,YardsPerPunt,NetYardsToPuntYards,TeamName_y,SkillPointKick
76,P,Drue,Chrisman,Drue Chrisman,ARI,0,3449,3718,0,85,24,95,0,48,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,0,0,0,1,16,Drue,Chrisman,499.0,497.0,3.0,27.0,6.0,Signed,Normal,68.0,0.0,0.0,ARI,tier_6,,,,0.0,43.741176470588236,0.92764927380312,ARI,3
77,K,Matt,Prater,Matt Prater,ARI,0,0,0,1,0,0,126,32,0,1,63,False,0,0,20,29,0,9,5,2,4,0,2,3,16,56,16,6,36,6,5,0,16,Matt,Prater,2271.0,2269.0,17.0,40.0,6.0,Signed,Normal,74.0,0.0,0.0,ARI,tier_5,0.8,0.90625,0.7857142857142857,,,,ARI,-1
78,P,Jake,Bailey,Jake Bailey,CLE,0,3071,3252,0,70,26,61,0,51,1,0,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,0,0,15,Jake,Bailey,128.0,126.0,5.0,27.0,4.0,Signed,Normal,75.0,0.0,0.0,CLE,tier_4,,,,0.07692307692307693,46.457142857142856,0.9443419434194342,CLE,0
79,K,Dustin,Hopkins,Dustin Hopkins,CLE,0,0,0,0,0,0,154,48,0,1,88,False,0,0,24,46,0,5,2,10,7,0,10,7,23,55,16,4,43,4,2,0,16,Dustin,Hopkins,1301.0,1299.0,11.0,33.0,4.0,Signed,Normal,76.0,0.0,0.0,CLE,tier_4,0.9583333333333334,0.9583333333333334,0.8571428571428571,,,,CLE,5
80,K,Cade,York,Cade York,CHI,0,0,0,0,0,0,140,42,0,1,75,False,0,0,17,36,0,8,5,2,2,0,2,2,15,56,16,0,47,6,5,0,16,Cade,York,3171.0,3169.0,2.0,23.0,0.0,Signed,Normal,71.0,0.0,0.0,CHI,tier_5,0.8823529411764706,0.8571428571428571,0.8461538461538461,,,,CHI,1
81,P,Trenton,Gill,Trenton Gill,CHI,0,3122,3401,0,77,27,78,0,47,1,1,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,16,Trenton,Gill,1004.0,1002.0,2.0,26.0,0.0,Signed,Normal,69.0,0.0,0.0,CHI,tier_6,,,,0.037037037037037035,44.16883116883117,0.9179653043222582,CHI,2
82,K,Jack,Browning,Jack Browning,LAR,0,0,0,1,0,0,140,35,0,1,72,False,0,0,25,33,0,7,5,3,10,0,3,10,21,58,16,23,51,3,5,0,16,Jack,Browning,3622.0,3620.0,0.0,22.0,23.0,Signed,Normal,74.0,0.0,0.0,LAR,tier_5,0.84,0.9428571428571428,0.6666666666666666,,,,LAR,0
83,P,Ethan,Evans,Ethan Evans,LAR,0,2605,2800,0,63,19,64,0,48,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,23,0,0,0,1,16,Ethan,Evans,835.0,833.0,1.0,23.0,23.0,Signed,Normal,70.0,0.0,0.0,LAR,tier_5,,,,0.0,44.44444444444444,0.9303571428571429,LAR,1
84,P,Brad,Robbins,Brad Robbins,CIN,0,2394,2632,0,60,24,57,0,53,1,0,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,1,16,Brad,Robbins,2377.0,2375.0,1.0,25.0,1.0,Signed,Normal,69.0,0.0,0.0,CIN,tier_6,,,,0.08333333333333333,43.86666666666667,0.9095744680851063,CIN,0
85,K,Evan,McPherson,Evan McPherson,CIN,0,0,0,1,0,0,146,51,0,1,85,False,0,0,20,48,0,9,2,5,4,0,5,4,18,56,16,1,39,7,2,0,16,Evan,McPherson,1907.0,1905.0,3.0,25.0,1.0,Signed,Star,76.0,0.0,0.0,CIN,tier_4,0.9,0.9411764705882353,0.8181818181818182,,,,CIN,0
86,P,Austin,McNamara,Austin McNamara,NO,0,3109,3299,0,73,28,74,0,48,1,1,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,26,0,0,0,0,15,Austin,McNamara,3612.0,3610.0,0.0,23.0,26.0,Signed,Normal,72.0,0.0,0.0,NO,tier_5,,,,0.03571428571428571,45.19178082191781,0.9424067899363443,NO,2
87,K,Blake,Grupe,Blake Grupe,NO,0,0,0,0,0,0,142,48,0,1,75,False,0,0,13,44,0,6,3,2,2,0,2,2,12,59,16,26,42,5,3,0,16,Blake,Grupe,607.0,605.0,1.0,25.0,26.0,Signed,Normal,72.0,0.0,0.0,NO,tier_5,0.9230769230769231,0.9166666666666666,0.8888888888888888,,,,NO,4
88,P,Tory,Taylor,Tory Taylor,IND,0,3484,3702,0,81,23,84,0,49,1,1,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16,9,0,0,0,2,16,Tory,Taylor,3421.0,3419.0,0.0,24.0,9.0,Signed,Normal,74.0,0.0,0.0,IND,tier_5,,,,0.08695652173913043,45.7037037037037,0.9411129119394922,IND,2
89,K,Matt,Gay,Matt Gay,IND,0,0,0,1,0,0,132,43,0,1,73,False,0,0,16,41,0,7,5,3,1,0,3,1,14,55,16,9,41,6,4,0,16,Matt,Gay,984.0,982.0,5.0,30.0,9.0,Signed,Normal,81.0,0.0,0.0,IND,tier_3,0.875,0.9534883720930233,0.8333333333333334,,,,IND,-1
90,K,Nick,Folk,Nick Folk,TEN,0,0,0,0,0,0,132,36,0,1,73,False,0,0,19,33,0,6,8,5,0,0,5,0,17,57,16,29,36,4,8,0,16,Nick,Folk,898.0,896.0,16.0,39.0,29.0,Signed,Normal,79.0,0.0,0.0,TEN,tier_4,0.8947368421052632,0.9166666666666666,0.8571428571428571,,,,TEN,0
91,P,Ryan,Stonehouse,Ryan Stonehouse,TEN,0,3864,4119,0,87,26,89,0,50,1,1,False,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,29,0,0,0,0,16,Ryan,Stonehouse,2688.0,2686.0,2.0,25.0,29.0,Signed,Normal,78.0,0.0,0.0,TEN,tier_4,,,,0.15384615384615385,47.3448275862069,0.9380917698470502,TEN,-5
92,P,Tommy,Townsend,Tommy Townsend,KC,0,2683,2808,0,58,14,58,0,54,1,0,False,0,4,0,0,0,0,0,0,0,0,0,0,0,0,15,8,0,0,0,1,16,Tommy,Townsend,2837.0,2835.0,4.0,27.0,8.0,Signed,Normal,80.0,0.0,0.0,KC,tier_3,,,,0.2857142857142857,48.41379310344828,0.9554843304843305,KC,-3
93,K,Harrison,Butker,Harrison Butker,KC,1,0,0,0,0,0,176,60,0,1,95,False,0,0,23,55,0,6,7,7,3,0,7,3,21,58,16,8,55,4,7,0,16,Harrison,Butker,402.0,400.0,7.0,29.0,8.0,Signed,Star,84.0,0.0,0.0,KC,tier_3,0.9130434782608695,0.9166666666666666,0.8461538461538461,,,,KC,-2
94,K,Jake,Moody,Jake Moody,SF,1,0,0,0,0,0,72,42,0,1,0,False,0,0,19,38,0,6,6,6,1,0,6,1,18,56,16,14,0,5,6,0,16,Jake,Moody,1970.0,1968.0,1.0,24.0,14.0,Signed,Normal,73.0,0.0,0.0,SF,tier_5,0.9473684210526315,0.9047619047619048,0.9166666666666666,,,,SF,5
95,P,Mitch,Wishnowsky,Mitch Wishnowsky,SF,0,2592,2757,0,57,22,142,0,51,1,76,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16,14,47,0,0,0,16,Mitch,Wishnowsky,3118.0,3116.0,5.0,32.0,14.0,Signed,Normal,81.0,0.0,0.0,SF,tier_3,,,,0.09090909090909091,48.36842105263158,0.940152339499456,SF,-1
96,P,Corey,Bojorquez,Corey Bojorquez,MIA,0,3028,3235,0,70,29,154,0,49,1,80,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16,11,38,0,0,0,16,Corey,Bojorquez,248.0,246.0,6.0,28.0,11.0,Signed,Star,75.0,0.0,0.0,MIA,tier_4,,,,0.06896551724137931,46.214285714285715,0.9360123647604328,MIA,0
97,K,Jason,Sanders,Jason Sanders,MIA,0,0,0,0,0,0,67,46,0,1,0,False,0,0,18,37,0,6,4,4,4,0,4,4,14,53,16,11,0,2,4,0,16,Jason,Sanders,2467.0,2465.0,6.0,28.0,11.0,Signed,Normal,68.0,0.0,0.0,MIA,tier_6,0.7777777777777778,0.8043478260869565,0.6,,,,MIA,-5
98,K,Brandon,Aubrey,Brandon Aubrey,DAL,0,0,0,1,0,0,69,54,0,1,0,False,0,0,16,54,0,4,5,3,4,0,3,4,14,59,15,10,0,2,5,0,16,Brandon,Aubrey,3193.0,3191.0,2.0,29.0,10.0,Signed,Normal,79.0,0.0,0.0,DAL,tier_4,0.875,1.0,0.7777777777777778,,,,DAL,2
99,P,Bryan,Anger,Bryan Anger,DAL,0,3308,3487,0,73,32,156,0,51,1,83,False,0,7,0,0,0,0,0,0,0,0,0,0,0,0,16,10,41,0,0,0,16,Bryan,Anger,83.0,81.0,12.0,35.0,10.0,Signed,Normal,81.0,0.0,0.0,DAL,tier_3,,,,0.21875,47.76712328767123,0.9486664754803557,DAL,-4
100,P,Thomas,Morstead,Thomas Morstead,NYJ,0,2729,3094,0,66,25,64,0,50,1,2,False,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,17,0,0,0,0,16,Thomas,Morstead,2001.0,1999.0,15.0,38.0,17.0,Signed,Normal,77.0,0.0,0.0,NYJ,tier_4,,,,0.12,46.878787878787875,0.8820297349709114,NYJ,-2
101,K,Greg,Zuerlein,Greg Zuerlein,NYJ,0,0,0,0,0,0,165,48,0,1,88,False,0,0,26,46,0,7,6,7,6,0,7,6,24,55,16,17,51,5,6,0,16,Greg,Zuerlein,3189.0,3187.0,12.0,36.0,17.0,Signed,Normal,79.0,0.0,0.0,NYJ,tier_4,0.9230769230769231,0.9583333333333334,0.8461538461538461,,,,NYJ,2
102,P,Bryce,Baringer,Bryce Baringer,NE,0,3585,3826,0,86,26,86,0,47,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,21,0,0,0,0,16,Bryce,Baringer,147.0,145.0,1.0,25.0,21.0,Signed,Normal,70.0,0.0,0.0,NE,tier_5,,,,0.0,44.48837209302326,0.9370099320439101,NE,1
103,K,Chad,Ryland,Chad Ryland,NE,0,0,0,1,0,0,113,30,0,1,60,False,0,0,19,25,0,6,3,6,4,0,5,4,17,56,16,21,39,5,3,0,16,Chad,Ryland,2449.0,2447.0,1.0,24.0,21.0,Signed,Normal,70.0,0.0,0.0,NE,tier_5,0.8947368421052632,0.8333333333333334,0.8888888888888888,,,,NE,1
104,P,A.J.,Cole III,A.J. Cole III,LV,0,3398,3679,0,74,31,147,0,55,1,76,False,0,8,0,0,0,0,0,0,0,0,0,0,0,0,16,22,49,0,0,0,16,A.J.,Cole III,536.0,534.0,5.0,28.0,22.0,Signed,Star,85.0,0.0,0.0,LV,tier_2,,,,0.25806451612903225,49.71621621621622,0.9236205490622452,LV,-2
105,K,Daniel,Carlson,Daniel Carlson,LV,0,0,0,0,0,0,56,36,0,1,0,False,0,0,19,33,0,7,4,6,2,0,6,2,18,57,15,22,0,6,4,0,15,Daniel,Carlson,451.0,449.0,6.0,29.0,22.0,Signed,Star,80.0,0.0,0.0,LV,tier_3,0.9473684210526315,0.9166666666666666,0.9090909090909091,,,,LV,0
106,P,Jamie,Gillan,Jamie Gillan,NYG,0,4015,4300,0,92,25,91,0,50,1,1,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,16,Jamie,Gillan,1005.0,1003.0,5.0,27.0,15.0,Signed,Star,77.0,0.0,0.0,NYG,tier_4,,,,0.04,46.73913043478261,0.9337209302325581,NYG,2
107,K,Graham,Gano,Graham Gano,NYG,0,0,0,0,0,0,90,19,0,1,51,False,0,0,21,17,0,7,6,5,3,0,5,3,18,52,16,15,30,4,6,0,16,Graham,Gano,968.0,966.0,15.0,37.0,15.0,Signed,Normal,77.0,0.0,0.0,NYG,tier_4,0.8571428571428571,0.8947368421052632,0.7692307692307693,,,,NYG,-2
108,K,Cameron,Dicker,Cameron Dicker,LAC,1,0,0,0,0,0,153,54,0,1,85,False,0,0,19,47,0,5,4,3,7,0,3,7,16,55,16,7,61,2,4,0,16,Cameron,Dicker,702.0,700.0,2.0,24.0,7.0,Signed,Normal,75.0,0.0,0.0,LAC,tier_4,0.8421052631578947,0.8703703703703703,0.6666666666666666,,,,LAC,-4
109,P,J.K.,Scott,J.K. Scott,LAC,0,3000,3193,0,70,24,72,0,52,1,0,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15,7,0,0,0,1,16,J.K.,Scott,2497.0,2495.0,6.0,27.0,7.0,Signed,Star,72.0,0.0,0.0,LAC,tier_5,,,,0.08333333333333333,45.614285714285714,0.9395552771688067,LAC,2
110,P,Jordan,Stout,Jordan Stout,BAL,0,2787,3076,0,67,19,65,0,52,1,0,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15,24,0,0,0,0,16,Jordan,Stout,2690.0,2688.0,2.0,26.0,24.0,Signed,Normal,73.0,0.0,0.0,BAL,tier_5,,,,0.10526315789473684,45.91044776119403,0.9060468140442133,BAL,-1
111,K,Justin,Tucker,Justin Tucker,BAL,0,0,0,1,0,0,158,57,0,1,85,False,0,0,18,56,0,5,3,7,3,0,6,3,13,54,16,24,63,1,3,0,16,Justin,Tucker,2850.0,2848.0,12.0,34.0,24.0,Signed,Superstar,89.0,0.0,0.0,BAL,tier_2,0.7222222222222222,0.9824561403508771,0.5,,,,BAL,-7
112,P,Rigoberto,Sanchez,Rigoberto Sanchez,PHI,0,2478,2792,0,60,23,57,0,50,1,0,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,12,0,0,0,0,16,Rigoberto,Sanchez,2465.0,2463.0,7.0,29.0,12.0,Signed,Normal,75.0,0.0,0.0,PHI,tier_4,,,,0.043478260869565216,46.53333333333333,0.8875358166189111,PHI,0
113,K,Jake,Elliott,Jake Elliott,PHI,1,0,0,1,0,0,155,52,0,1,86,False,0,0,19,49,0,4,6,4,5,0,4,5,16,52,16,12,56,1,6,0,16,Jake,Elliott,808.0,806.0,7.0,29.0,12.0,Signed,Normal,81.0,0.0,0.0,PHI,tier_3,0.8421052631578947,0.9423076923076923,0.7,,,,PHI,-5
114,P,Pressley,Harvin III,Pressley Harvin III,PIT,0,2847,3013,0,64,24,0,0,53,1,0,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,16,Pressley,Harvin III,1178.0,1176.0,3.0,25.0,28.0,Signed,Normal,74.0,0.0,0.0,PIT,tier_5,,,,0.041666666666666664,47.078125,0.9449054098904746,PIT,4
115,K,Chris,Boswell,Chris Boswell,PIT,0,0,0,0,0,0,74,34,0,1,74,False,0,0,32,32,0,9,7,13,3,0,12,2,23,51,16,28,50,2,7,0,16,Chris,Boswell,272.0,270.0,10.0,33.0,28.0,Signed,Normal,79.0,0.0,0.0,PIT,tier_4,0.71875,0.9411764705882353,0.5625,,,,PIT,-5
116,K,Eddy,Pineiro,Eddy Pineiro,CAR,0,0,0,0,0,0,113,32,0,1,64,False,0,0,16,28,0,4,7,1,4,0,1,4,15,55,16,20,37,3,7,0,16,Eddy,Pineiro,2247.0,2245.0,6.0,28.0,20.0,Signed,Normal,76.0,0.0,0.0,CAR,tier_4,0.9375,0.875,0.9090909090909091,,,,CAR,1
117,P,Johnny,Hekker,Johnny Hekker,CAR,0,3698,3974,0,85,20,85,0,49,1,0,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,20,0,0,0,0,16,Johnny,Hekker,1203.0,1201.0,12.0,34.0,20.0,Signed,Normal,76.0,0.0,0.0,CAR,tier_4,,,,0.05,46.752941176470586,0.9305485656768998,CAR,2
118,K,Tyler,Bass,Tyler Bass,BUF,1,0,0,0,0,0,181,52,0,1,97,False,0,0,27,46,0,8,8,8,3,0,8,3,25,57,16,2,60,6,8,0,16,Tyler,Bass,167.0,165.0,4.0,27.0,2.0,Signed,Star,76.0,0.0,0.0,BUF,tier_4,0.9259259259259259,0.8846153846153846,0.875,,,,BUF,0
119,P,Sam,Martin,Sam Martin,BUF,0,3011,3307,0,72,25,73,0,48,1,0,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,0,0,1,16,Sam,Martin,1810.0,1808.0,11.0,34.0,2.0,Signed,Normal,73.0,0.0,0.0,BUF,tier_5,,,,0.08,45.93055555555556,0.9104928938615059,BUF,1
120,K,Ka'imi,Fairbairn,Ka'imi Fairbairn,WAS,0,0,0,0,0,0,133,32,0,1,76,False,0,0,25,32,0,6,7,5,7,0,5,7,25,56,16,25,42,6,7,0,16,Ka'imi,Fairbairn,848.0,846.0,8.0,30.0,25.0,Signed,Normal,81.0,0.0,0.0,WAS,tier_3,1.0,1.0,1.0,,,,WAS,6
121,P,Tress,Way,Tress Way,WAS,0,3408,3799,0,82,31,81,0,51,1,3,False,0,6,0,0,0,0,0,0,0,0,0,0,0,0,15,25,0,0,0,0,16,Tress,Way,2980.0,2978.0,11.0,34.0,25.0,Signed,Star,76.0,0.0,0.0,WAS,tier_4,,,,0.1935483870967742,46.329268292682926,0.8970781784680179,WAS,-6
122,P,Kai,Kroeger,Kai Kroeger,HOU,0,3619,3880,0,82,25,157,0,52,1,77,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16,31,49,0,0,1,16,Kai,Kroeger,3548.0,3546.0,0.0,22.0,31.0,Signed,Normal,76.0,0.0,0.0,HOU,tier_4,,,,0.08,47.31707317073171,0.9327319587628866,HOU,1
123,K,Wil,Lutz,Wil Lutz,HOU,0,0,0,0,0,0,59,38,0,1,0,False,0,0,15,32,0,8,4,2,1,0,2,1,13,59,15,31,0,6,4,0,15,Wil,Lutz,1770.0,1768.0,8.0,30.0,31.0,Signed,Normal,75.0,0.0,0.0,HOU,tier_4,0.8666666666666667,0.8421052631578947,0.8333333333333334,,,,HOU,-4
124,K,Younghoe,Koo,Younghoe Koo,ATL,0,0,0,0,0,0,151,37,0,1,81,False,0,0,31,34,0,14,6,8,3,0,8,3,29,59,16,13,48,12,6,0,16,Younghoe,Koo,1638.0,1636.0,7.0,30.0,13.0,Signed,Star,80.0,0.0,0.0,ATL,tier_3,0.9354838709677419,0.918918918918919,0.9,,,,ATL,0
125,P,Bradley,Pinion,Bradley Pinion,ATL,0,3005,3353,0,73,24,75,0,49,1,1,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16,13,0,0,0,0,16,Bradley,Pinion,2248.0,2246.0,9.0,30.0,13.0,Signed,Normal,75.0,0.0,0.0,ATL,tier_4,,,,0.08333333333333333,45.93150684931507,0.8962123471518043,ATL,-2
126,P,Michael,Dickson,Michael Dickson,SEA,0,3339,3547,0,76,33,79,0,49,1,3,False,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,27,0,0,0,0,16,Michael,Dickson,705.0,703.0,6.0,28.0,27.0,Signed,Normal,76.0,0.0,0.0,SEA,tier_4,,,,0.09090909090909091,46.671052631578945,0.9413588948407104,SEA,0
127,K,Jason,Myers,Jason Myers,SEA,0,0,0,0,0,0,136,32,0,1,69,False,0,0,26,29,0,7,8,10,1,0,10,1,21,55,16,27,36,2,8,0,16,Jason,Myers,2040.0,2038.0,9.0,33.0,27.0,Signed,Normal,77.0,0.0,0.0,SEA,tier_4,0.8076923076923077,0.90625,0.6666666666666666,,,,SEA,-4
128,P,Blake,Gillikin,Blake Gillikin,GB,0,3312,3494,0,74,24,156,0,51,1,80,False,0,6,0,0,0,0,0,0,0,0,0,0,0,0,16,19,39,0,0,0,16,Blake,Gillikin,1010.0,1008.0,4.0,26.0,19.0,Signed,Normal,80.0,0.0,0.0,GB,tier_3,,,,0.25,47.21621621621622,0.9479107040641099,GB,-6
129,K,Anders,Carlson,Anders Carlson,GB,0,0,0,1,0,0,70,36,0,1,0,False,0,0,30,33,0,11,8,6,5,0,6,5,26,57,16,19,0,7,8,0,16,Anders,Carlson,450.0,448.0,1.0,26.0,19.0,Signed,Normal,69.0,0.0,0.0,GB,tier_6,0.8666666666666667,0.9166666666666666,0.7894736842105263,,,,GB,0
