Position,RatingTier,StatCheck,StatValue,StatTier,SkillPoint,StatHigh,StatLow
HB,tier_2,RUSHFUMBLES,4-5,tier_4,-4,6,4
HB,tier_2,RUSHFUMBLES,6-25,tier_5,-5,26,6
HB,tier_3,RBScrimmageYardsPer300Touches,1500-7500,tier_0,5,7501,1500
HB,tier_3,RBScrimmageYardsPer300Touches,1350-1499,tier_1,3,1500,1350
HB,tier_3,RBScrimmageYardsPer300Touches,1200-1349,tier_2,0,1350,1200
HB,tier_3,RBScrimmageYardsPer300Touches,1100-1199,tier_3,-2,1200,1100
HB,tier_3,RBScrimmageYardsPer300Touches,1000-1099,tier_4,-5,1100,1000
HB,tier_3,RBScrimmageYardsPer300Touches,0-999,tier_5,-7,1000,0
HB,tier_3,RBScrimmageTDsPerGame,0.90-5.00,tier_0,5,5.01,0.90
HB,tier_3,RBScrimmageTDsPerGame,0.66-0.89,tier_1,3,0.9,0.66
HB,tier_3,RBScrimmageTDsPerGame,0.50-0.65,tier_2,1,0.66,0.50
HB,tier_3,RBScrimmageTDsPerGame,0.34-0.49,tier_3,-1,0.5,0.34
HB,tier_3,RBScrimmageTDsPerGame,0.14-0.33,tier_4,-2,0.34,0.14
HB,tier_3,RBScrimmageTDsPerGame,0.00-0.13,tier_5,-4,0.14,0.00
HB,tier_3,RUSHFUMBLES,0,tier_0,0,0,0
HB,tier_3,RUSHFUMBLES,1,tier_1,-1,1,1
HB,tier_3,RUSHFUMBLES,2,tier_2,-2,2,2
HB,tier_3,RUSHFUMBLES,3,tier_3,-3,3,3
HB,tier_3,RUSHFUMBLES,4-5,tier_4,-4,6,4
HB,tier_3,RUSHFUMBLES,6-25,tier_5,-5,26,6
HB,tier_4,RBScrimmageYardsPer300Touches,1500-7500,tier_0,7,7501,1500
HB,tier_4,RBScrimmageYardsPer300Touches,1350-1499,tier_1,4,1500,1350
HB,tier_4,RBScrimmageYardsPer300Touches,1200-1349,tier_2,1,1350,1200
HB,tier_4,RBScrimmageYardsPer300Touches,1100-1199,tier_3,-1,1200,1100
HB,tier_4,RBScrimmageYardsPer300Touches,1000-1099,tier_4,-3,1100,1000
HB,tier_4,RBScrimmageYardsPer300Touches,0-999,tier_5,-5,1000,0
HB,tier_4,RBScrimmageTDsPerGame,0.90-5.00,tier_0,7,5.01,0.90
HB,tier_4,RBScrimmageTDsPerGame,0.66-0.89,tier_1,4,0.9,0.66
HB,tier_4,RBScrimmageTDsPerGame,0.50-0.65,tier_2,2,0.66,0.50
HB,tier_4,RBScrimmageTDsPerGame,0.34-0.49,tier_3,0,0.5,0.34
HB,tier_4,RBScrimmageTDsPerGame,0.14-0.33,tier_4,-1,0.34,0.14
HB,tier_4,RBScrimmageTDsPerGame,0.00-0.13,tier_5,-3,0.14,0.00
HB,tier_4,RUSHFUMBLES,0,tier_0,0,0,0
HB,tier_4,RUSHFUMBLES,1,tier_1,-1,1,1
HB,tier_4,RUSHFUMBLES,2,tier_2,-2,2,2
HB,tier_4,RUSHFUMBLES,3,tier_3,-3,3,3
HB,tier_4,RUSHFUMBLES,4-5,tier_4,-4,6,4
HB,tier_4,RUSHFUMBLES,6-25,tier_5,-5,26,6
HB,tier_5,RBScrimmageYardsPer300Touches,1500-7500,tier_0,8,7501,1500
HB,tier_5,RBScrimmageYardsPer300Touches,1350-1499,tier_1,5,1500,1350
HB,tier_5,RBScrimmageYardsPer300Touches,1200-1349,tier_2,3,1350,1200
HB,tier_5,RBScrimmageYardsPer300Touches,1100-1199,tier_3,0,1200,1100
HB,tier_5,RBScrimmageYardsPer300Touches,1000-1099,tier_4,-2,1100,1000
HB,tier_5,RBScrimmageYardsPer300Touches,0-999,tier_5,-4,1000,0
HB,tier_5,RBScrimmageTDsPerGame,0.90-5.00,tier_0,8,5.01,0.90
HB,tier_5,RBScrimmageTDsPerGame,0.66-0.89,tier_1,5,0.9,0.66
HB,tier_5,RBScrimmageTDsPerGame,0.50-0.65,tier_2,3,0.66,0.50
HB,tier_5,RBScrimmageTDsPerGame,0.34-0.49,tier_3,1,0.5,0.34
HB,tier_5,RBScrimmageTDsPerGame,0.14-0.33,tier_4,0,0.34,0.14
HB,tier_5,RBScrimmageTDsPerGame,0.00-0.13,tier_5,-2,0.14,0.00
HB,tier_5,RUSHFUMBLES,0,tier_0,0,0,0
HB,tier_5,RUSHFUMBLES,1,tier_1,-1,1,1
HB,tier_5,RUSHFUMBLES,2,tier_2,-2,2,2
HB,tier_5,RUSHFUMBLES,3,tier_3,-3,3,3
HB,tier_5,RUSHFUMBLES,4-5,tier_4,-4,6,4
HB,tier_5,RUSHFUMBLES,6-25,tier_5,-5,26,6
HB,tier_6,RBScrimmageYardsPer300Touches,1500-7500,tier_0,10,7501,1500
HB,tier_6,RBScrimmageYardsPer300Touches,1350-1499,tier_1,6,1500,1350
HB,tier_6,RBScrimmageYardsPer300Touches,1200-1349,tier_2,4,1350,1200
HB,tier_6,RBScrimmageYardsPer300Touches,1100-1199,tier_3,1,1200,1100
HB,tier_6,RBScrimmageYardsPer300Touches,1000-1099,tier_4,-1,1100,1000
HB,tier_6,RBScrimmageYardsPer300Touches,0-999,tier_5,-3,1000,0
HB,tier_6,RBScrimmageTDsPerGame,0.90-5.00,tier_0,10,5.01,0.90
HB,tier_6,RBScrimmageTDsPerGame,0.66-0.89,tier_1,6,0.9,0.66
HB,tier_6,RBScrimmageTDsPerGame,0.50-0.65,tier_2,4,0.66,0.50
HB,tier_6,RBScrimmageTDsPerGame,0.34-0.49,tier_3,2,0.5,0.34
HB,tier_6,RBScrimmageTDsPerGame,0.14-0.33,tier_4,0,0.34,0.14
HB,tier_6,RBScrimmageTDsPerGame,0.00-0.13,tier_5,-2,0.14,0.00
HB,tier_6,RUSHFUMBLES,0,tier_0,0,0,0
HB,tier_6,RUSHFUMBLES,1,tier_1,-1,1,1
HB,tier_6,RUSHFUMBLES,2,tier_2,-2,2,2
HB,tier_6,RUSHFUMBLES,3,tier_3,-3,3,3
HB,tier_6,RUSHFUMBLES,4-5,tier_4,-4,6,4
HB,tier_6,RUSHFUMBLES,6-25,tier_5,-5,26,6
WR,tier_0,ScrimmageYardsPer1000DownsPlayed,1300-5000,tier_0,1,5001,1300
WR,tier_0,ScrimmageYardsPer1000DownsPlayed,1200-1299,tier_1,0,1300,1200
WR,tier_0,ScrimmageYardsPer1000DownsPlayed,950-1199,tier_2,-2,1200,950
WR,tier_0,ScrimmageYardsPer1000DownsPlayed,800-949,tier_3,-5,950,800
WR,tier_0,ScrimmageYardsPer1000DownsPlayed,600-799,tier_4,-7,800,600
WR,tier_0,ScrimmageYardsPer1000DownsPlayed,0-599,tier_5,-12,600,0
WR,tier_0,TDsPer1000DownsPlayed,10.00-50.00,tier_0,2,50.01,10.00
WR,tier_0,TDsPer1000DownsPlayed,8.00-9.99,tier_1,0,10.0,8.00
WR,tier_0,TDsPer1000DownsPlayed,6.00-7.99,tier_2,-1,8.0,6.00
WR,tier_0,TDsPer1000DownsPlayed,4.00-5.99,tier_3,-2,6.0,4.00
WR,tier_0,TDsPer1000DownsPlayed,2.00-3.99,tier_4,-4,4.0,2.00
WR,tier_0,TDsPer1000DownsPlayed,0.00-1.99,tier_5,-6,2.0,0.00
WR,tier_1,ScrimmageYardsPer1000DownsPlayed,1300-5000,tier_0,2,5001,1300
WR,tier_1,ScrimmageYardsPer1000DownsPlayed,1200-1299,tier_1,1,1300,1200
WR,tier_1,ScrimmageYardsPer1000DownsPlayed,950-1199,tier_2,-1,1200,950
WR,tier_1,ScrimmageYardsPer1000DownsPlayed,800-949,tier_3,-4,950,800
WR,tier_1,ScrimmageYardsPer1000DownsPlayed,600-799,tier_4,-6,800,600
WR,tier_1,ScrimmageYardsPer1000DownsPlayed,0-599,tier_5,-10,600,0
WR,tier_1,TDsPer1000DownsPlayed,10.00-50.00,tier_0,3,50.01,10.00
WR,tier_1,TDsPer1000DownsPlayed,8.00-9.99,tier_1,1,10.0,8.00
WR,tier_1,TDsPer1000DownsPlayed,6.00-7.99,tier_2,0,8.0,6.00
WR,tier_1,TDsPer1000DownsPlayed,4.00-5.99,tier_3,-1,6.0,4.00
WR,tier_1,TDsPer1000DownsPlayed,2.00-3.99,tier_4,-3,4.0,2.00
WR,tier_1,TDsPer1000DownsPlayed,0.00-1.99,tier_5,-5,2.0,0.00
WR,tier_2,ScrimmageYardsPer1000DownsPlayed,1300-5000,tier_0,4,5001,1300
WR,tier_2,ScrimmageYardsPer1000DownsPlayed,1200-1299,tier_1,2,1300,1200
WR,tier_2,ScrimmageYardsPer1000DownsPlayed,950-1199,tier_2,0,1200,950
WR,tier_2,ScrimmageYardsPer1000DownsPlayed,800-949,tier_3,-3,950,800
WR,tier_2,ScrimmageYardsPer1000DownsPlayed,600-799,tier_4,-5,800,600
WR,tier_2,ScrimmageYardsPer1000DownsPlayed,0-599,tier_5,-8,600,0
WR,tier_2,TDsPer1000DownsPlayed,10.00-50.00,tier_0,4,50.01,10.00
WR,tier_2,TDsPer1000DownsPlayed,8.00-9.99,tier_1,2,10.0,8.00
WR,tier_2,TDsPer1000DownsPlayed,6.00-7.99,tier_2,0,8.0,6.00
WR,tier_2,TDsPer1000DownsPlayed,4.00-5.99,tier_3,-1,6.0,4.00
WR,tier_2,TDsPer1000DownsPlayed,2.00-3.99,tier_4,-2,4.0,2.00
WR,tier_2,TDsPer1000DownsPlayed,0.00-1.99,tier_5,-4,2.0,0.00
WR,tier_3,ScrimmageYardsPer1000DownsPlayed,1300-5000,tier_0,5,5001,1300
WR,tier_3,ScrimmageYardsPer1000DownsPlayed,1200-1299,tier_1,3,1300,1200
WR,tier_3,ScrimmageYardsPer1000DownsPlayed,950-1199,tier_2,1,1200,950
WR,tier_3,ScrimmageYardsPer1000DownsPlayed,800-949,tier_3,-1,950,800
WR,tier_3,ScrimmageYardsPer1000DownsPlayed,600-799,tier_4,-4,800,600
WR,tier_3,ScrimmageYardsPer1000DownsPlayed,0-599,tier_5,-6,600,0
WR,tier_3,TDsPer1000DownsPlayed,10.00-50.00,tier_0,5,50.01,10.00
WR,tier_3,TDsPer1000DownsPlayed,8.00-9.99,tier_1,3,10.0,8.00
WR,tier_3,TDsPer1000DownsPlayed,6.00-7.99,tier_2,1,8.0,6.00
WR,tier_3,TDsPer1000DownsPlayed,4.00-5.99,tier_3,0,6.0,4.00
WR,tier_3,TDsPer1000DownsPlayed,2.00-3.99,tier_4,-1,4.0,2.00
WR,tier_3,TDsPer1000DownsPlayed,0.00-1.99,tier_5,-3,2.0,0.00
WR,tier_4,ScrimmageYardsPer1000DownsPlayed,1300-5000,tier_0,6,5001,1300
WR,tier_4,ScrimmageYardsPer1000DownsPlayed,1200-1299,tier_1,4,1300,1200
WR,tier_4,ScrimmageYardsPer1000DownsPlayed,950-1199,tier_2,1,1200,950
WR,tier_4,ScrimmageYardsPer1000DownsPlayed,800-949,tier_3,-1,950,800
WR,tier_4,ScrimmageYardsPer1000DownsPlayed,600-799,tier_4,-3,800,600
WR,tier_4,ScrimmageYardsPer1000DownsPlayed,0-599,tier_5,-5,600,0
WR,tier_4,TDsPer1000DownsPlayed,10.00-50.00,tier_0,6,50.01,10.00
WR,tier_4,TDsPer1000DownsPlayed,8.00-9.99,tier_1,4,10.0,8.00
WR,tier_4,TDsPer1000DownsPlayed,6.00-7.99,tier_2,1,8.0,6.00
WR,tier_4,TDsPer1000DownsPlayed,4.00-5.99,tier_3,0,6.0,4.00
WR,tier_4,TDsPer1000DownsPlayed,2.00-3.99,tier_4,-1,4.0,2.00
WR,tier_4,TDsPer1000DownsPlayed,0.00-1.99,tier_5,-3,2.0,0.00
WR,tier_5,ScrimmageYardsPer1000DownsPlayed,1300-5000,tier_0,7,5001,1300
WR,tier_5,ScrimmageYardsPer1000DownsPlayed,1200-1299,tier_1,4,1300,1200
WR,tier_5,ScrimmageYardsPer1000DownsPlayed,950-1199,tier_2,2,1200,950
WR,tier_5,ScrimmageYardsPer1000DownsPlayed,800-949,tier_3,0,950,800
WR,tier_5,ScrimmageYardsPer1000DownsPlayed,600-799,tier_4,-2,800,600
WR,tier_5,ScrimmageYardsPer1000DownsPlayed,0-599,tier_5,-4,600,0
WR,tier_5,TDsPer1000DownsPlayed,10.00-50.00,tier_0,7,50.01,10.00
WR,tier_5,TDsPer1000DownsPlayed,8.00-9.99,tier_1,4,10.0,8.00
WR,tier_5,TDsPer1000DownsPlayed,6.00-7.99,tier_2,2,8.0,6.00
WR,tier_5,TDsPer1000DownsPlayed,4.00-5.99,tier_3,0,6.0,4.00
WR,tier_5,TDsPer1000DownsPlayed,2.00-3.99,tier_4,-1,4.0,2.00
WR,tier_5,TDsPer1000DownsPlayed,0.00-1.99,tier_5,-2,2.0,0.00
WR,tier_6,ScrimmageYardsPer1000DownsPlayed,1300-5000,tier_0,8,5001,1300
WR,tier_6,ScrimmageYardsPer1000DownsPlayed,1200-1299,tier_1,6,1300,1200
WR,tier_6,ScrimmageYardsPer1000DownsPlayed,950-1199,tier_2,3,1200,950
WR,tier_6,ScrimmageYardsPer1000DownsPlayed,800-949,tier_3,1,950,800
WR,tier_6,ScrimmageYardsPer1000DownsPlayed,600-799,tier_4,-1,800,600
WR,tier_6,ScrimmageYardsPer1000DownsPlayed,0-599,tier_5,-2,600,0
WR,tier_6,TDsPer1000DownsPlayed,10.00-50.00,tier_0,8,50.01,10.00
WR,tier_6,TDsPer1000DownsPlayed,8.00-9.99,tier_1,6,10.0,8.00
WR,tier_6,TDsPer1000DownsPlayed,6.00-7.99,tier_2,3,8.0,6.00
WR,tier_6,TDsPer1000DownsPlayed,4.00-5.99,tier_3,1,6.0,4.00
WR,tier_6,TDsPer1000DownsPlayed,2.00-3.99,tier_4,0,4.0,2.00
WR,tier_6,TDsPer1000DownsPlayed,0.00-1.99,tier_5,-1,2.0,0.00
TE,tier_0,ScrimmageYardsPer1000DownsPlayed,750-2500,tier_0,1,2501,750
TE,tier_0,ScrimmageYardsPer1000DownsPlayed,650-749,tier_1,-1,750,650
TE,tier_0,ScrimmageYardsPer1000DownsPlayed,575-649,tier_2,-3,650,575
TE,tier_0,ScrimmageYardsPer1000DownsPlayed,500-574,tier_3,-6,575,500
TE,tier_0,ScrimmageYardsPer1000DownsPlayed,350-499,tier_4,-9,500,350
TE,tier_0,ScrimmageYardsPer1000DownsPlayed,0-349,tier_5,-12,350,0
TE,tier_0,TDsPer1000DownsPlayed,7.00-50.00,tier_0,1,50.01,7.00
TE,tier_0,TDsPer1000DownsPlayed,5.50-6.99,tier_1,0,7.0,5.50
TE,tier_0,TDsPer1000DownsPlayed,4.00-5.49,tier_2,-1,5.5,4.00
TE,tier_0,TDsPer1000DownsPlayed,2.50-3.99,tier_3,-3,4.0,2.50
TE,tier_0,TDsPer1000DownsPlayed,1.50-2.49,tier_4,-5,2.5000000000000004,1.50
TE,tier_0,TDsPer1000DownsPlayed,0.00-1.49,tier_5,-7,1.5,0.00
TE,tier_1,ScrimmageYardsPer1000DownsPlayed,750-2500,tier_0,2,2501,750
TE,tier_1,ScrimmageYardsPer1000DownsPlayed,650-749,tier_1,0,750,650
TE,tier_1,ScrimmageYardsPer1000DownsPlayed,575-649,tier_2,-3,650,575
TE,tier_1,ScrimmageYardsPer1000DownsPlayed,500-574,tier_3,-5,575,500
TE,tier_1,ScrimmageYardsPer1000DownsPlayed,350-499,tier_4,-7,500,350
TE,tier_1,ScrimmageYardsPer1000DownsPlayed,0-349,tier_5,-10,350,0
TE,tier_1,TDsPer1000DownsPlayed,7.00-50.00,tier_0,2,50.01,7.00
TE,tier_1,TDsPer1000DownsPlayed,5.50-6.99,tier_1,1,7.0,5.50
TE,tier_1,TDsPer1000DownsPlayed,4.00-5.49,tier_2,-1,5.5,4.00
TE,tier_1,TDsPer1000DownsPlayed,2.50-3.99,tier_3,-2,4.0,2.50
TE,tier_1,TDsPer1000DownsPlayed,1.50-2.49,tier_4,-4,2.5000000000000004,1.50
TE,tier_1,TDsPer1000DownsPlayed,0.00-1.49,tier_5,-6,1.5,0.00
TE,tier_2,ScrimmageYardsPer1000DownsPlayed,750-2500,tier_0,4,2501,750
TE,tier_2,ScrimmageYardsPer1000DownsPlayed,650-749,tier_1,1,750,650
TE,tier_2,ScrimmageYardsPer1000DownsPlayed,575-649,tier_2,-2,650,575
TE,tier_2,ScrimmageYardsPer1000DownsPlayed,500-574,tier_3,-4,575,500
TE,tier_2,ScrimmageYardsPer1000DownsPlayed,350-499,tier_4,-6,500,350
TE,tier_2,ScrimmageYardsPer1000DownsPlayed,0-349,tier_5,-8,350,0
TE,tier_2,TDsPer1000DownsPlayed,7.00-50.00,tier_0,4,50.01,7.00
TE,tier_2,TDsPer1000DownsPlayed,5.50-6.99,tier_1,2,7.0,5.50
TE,tier_2,TDsPer1000DownsPlayed,4.00-5.49,tier_2,0,5.5,4.00
TE,tier_2,TDsPer1000DownsPlayed,2.50-3.99,tier_3,-1,4.0,2.50
TE,tier_2,TDsPer1000DownsPlayed,1.50-2.49,tier_4,-3,2.5000000000000004,1.50
TE,tier_2,TDsPer1000DownsPlayed,0.00-1.49,tier_5,-5,1.5,0.00
TE,tier_3,ScrimmageYardsPer1000DownsPlayed,750-2500,tier_0,5,2501,750
TE,tier_3,ScrimmageYardsPer1000DownsPlayed,650-749,tier_1,2,750,650
TE,tier_3,ScrimmageYardsPer1000DownsPlayed,575-649,tier_2,-1,650,575
TE,tier_3,ScrimmageYardsPer1000DownsPlayed,500-574,tier_3,-3,575,500
TE,tier_3,ScrimmageYardsPer1000DownsPlayed,350-499,tier_4,-5,500,350
TE,tier_3,ScrimmageYardsPer1000DownsPlayed,0-349,tier_5,-7,350,0
TE,tier_3,TDsPer1000DownsPlayed,7.00-50.00,tier_0,5,50.01,7.00
TE,tier_3,TDsPer1000DownsPlayed,5.50-6.99,tier_1,2,7.0,5.50
TE,tier_3,TDsPer1000DownsPlayed,4.00-5.49,tier_2,0,5.5,4.00
TE,tier_3,TDsPer1000DownsPlayed,2.50-3.99,tier_3,-1,4.0,2.50
TE,tier_3,TDsPer1000DownsPlayed,1.50-2.49,tier_4,-2,2.5000000000000004,1.50
TE,tier_3,TDsPer1000DownsPlayed,0.00-1.49,tier_5,-4,1.5,0.00
TE,tier_4,ScrimmageYardsPer1000DownsPlayed,750-2500,tier_0,7,2501,750
TE,tier_4,ScrimmageYardsPer1000DownsPlayed,650-749,tier_1,3,750,650
TE,tier_4,ScrimmageYardsPer1000DownsPlayed,575-649,tier_2,0,650,575
TE,tier_4,ScrimmageYardsPer1000DownsPlayed,500-574,tier_3,-2,575,500
TE,tier_4,ScrimmageYardsPer1000DownsPlayed,350-499,tier_4,-4,500,350
TE,tier_4,ScrimmageYardsPer1000DownsPlayed,0-349,tier_5,-6,350,0
TE,tier_4,TDsPer1000DownsPlayed,7.00-50.00,tier_0,6,50.01,7.00
TE,tier_4,TDsPer1000DownsPlayed,5.50-6.99,tier_1,3,7.0,5.50
TE,tier_4,TDsPer1000DownsPlayed,4.00-5.49,tier_2,1,5.5,4.00
TE,tier_4,TDsPer1000DownsPlayed,2.50-3.99,tier_3,-1,4.0,2.50
TE,tier_4,TDsPer1000DownsPlayed,1.50-2.49,tier_4,-2,2.5000000000000004,1.50
TE,tier_4,TDsPer1000DownsPlayed,0.00-1.49,tier_5,-3,1.5,0.00
TE,tier_5,ScrimmageYardsPer1000DownsPlayed,750-2500,tier_0,8,2501,750
TE,tier_5,ScrimmageYardsPer1000DownsPlayed,650-749,tier_1,4,750,650
TE,tier_5,ScrimmageYardsPer1000DownsPlayed,575-649,tier_2,1,650,575
TE,tier_5,ScrimmageYardsPer1000DownsPlayed,500-574,tier_3,-1,575,500
TE,tier_5,ScrimmageYardsPer1000DownsPlayed,350-499,tier_4,-2,500,350
TE,tier_5,ScrimmageYardsPer1000DownsPlayed,0-349,tier_5,-4,350,0
TE,tier_5,TDsPer1000DownsPlayed,7.00-50.00,tier_0,7,50.01,7.00
TE,tier_5,TDsPer1000DownsPlayed,5.50-6.99,tier_1,4,7.0,5.50
TE,tier_5,TDsPer1000DownsPlayed,4.00-5.49,tier_2,2,5.5,4.00
TE,tier_5,TDsPer1000DownsPlayed,2.50-3.99,tier_3,0,4.0,2.50
TE,tier_5,TDsPer1000DownsPlayed,1.50-2.49,tier_4,-1,2.5000000000000004,1.50
TE,tier_5,TDsPer1000DownsPlayed,0.00-1.49,tier_5,-2,1.5,0.00
TE,tier_6,ScrimmageYardsPer1000DownsPlayed,750-2500,tier_0,10,2501,750
TE,tier_6,ScrimmageYardsPer1000DownsPlayed,650-749,tier_1,6,750,650
TE,tier_6,ScrimmageYardsPer1000DownsPlayed,575-649,tier_2,3,650,575
TE,tier_6,ScrimmageYardsPer1000DownsPlayed,500-574,tier_3,1,575,500
TE,tier_6,ScrimmageYardsPer1000DownsPlayed,350-499,tier_4,-1,500,350
TE,tier_6,ScrimmageYardsPer1000DownsPlayed,0-349,tier_5,-3,350,0
TE,tier_6,TDsPer1000DownsPlayed,7.00-50.00,tier_0,10,50.01,7.00
TE,tier_6,TDsPer1000DownsPlayed,5.50-6.99,tier_1,6,7.0,5.50
TE,tier_6,TDsPer1000DownsPlayed,4.00-5.49,tier_2,4,5.5,4.00
TE,tier_6,TDsPer1000DownsPlayed,2.50-3.99,tier_3,1,4.0,2.50
TE,tier_6,TDsPer1000DownsPlayed,1.50-2.49,tier_4,0,2.5000000000000004,1.50
TE,tier_6,TDsPer1000DownsPlayed,0.00-1.49,tier_5,-1,1.5,0.00
LT,tier_0,SacksPer1000Snaps,0.00-6.00,tier_0,3,6.01,0.00
LT,tier_0,SacksPer1000Snaps,6.01-9.00,tier_1,1,9.01,6.01
LT,tier_0,SacksPer1000Snaps,9.01-12.00,tier_2,-1,12.01,9.01
LT,tier_0,SacksPer1000Snaps,12.01-15.00,tier_3,-3,15.01,12.01
LT,tier_0,SacksPer1000Snaps,15.01-17.00,tier_4,-6,17.01,15.01
LT,tier_0,SacksPer1000Snaps,17.01-100.00,tier_5,-12,100.01,17.01
LT,tier_1,SacksPer1000Snaps,0.00-6.00,tier_0,4,6.01,0.00
LT,tier_1,SacksPer1000Snaps,6.01-9.00,tier_1,2,9.01,6.01
LT,tier_1,SacksPer1000Snaps,9.01-12.00,tier_2,0,12.01,9.01
LT,tier_1,SacksPer1000Snaps,12.01-15.00,tier_3,-2,15.01,12.01
LT,tier_1,SacksPer1000Snaps,15.01-17.00,tier_4,-5,17.01,15.01
LT,tier_1,SacksPer1000Snaps,17.01-100.00,tier_5,-10,100.01,17.01
LT,tier_2,SacksPer1000Snaps,0.00-6.00,tier_0,6,6.01,0.00
LT,tier_2,SacksPer1000Snaps,6.01-9.00,tier_1,3,9.01,6.01
LT,tier_2,SacksPer1000Snaps,9.01-12.00,tier_2,1,12.01,9.01
LT,tier_2,SacksPer1000Snaps,12.01-15.00,tier_3,-1,15.01,12.01
LT,tier_2,SacksPer1000Snaps,15.01-17.00,tier_4,-4,17.01,15.01
LT,tier_2,SacksPer1000Snaps,17.01-100.00,tier_5,-9,100.01,17.01
LT,tier_3,SacksPer1000Snaps,0.00-6.00,tier_0,8,6.01,0.00
LT,tier_3,SacksPer1000Snaps,6.01-9.00,tier_1,4,9.01,6.01
LT,tier_3,SacksPer1000Snaps,9.01-12.00,tier_2,2,12.01,9.01
