Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,RUSHYARDS,PASSYARDS,RECEIVEDROPS,RUSHYARDSAFTER1STHIT,RECEIVEYARDS,RECEIVELONGEST,DOWNSPLAYED,RECEIVEYARDSAFTER,STAT_KEEP,PASSCOMPLETED,RUSHATTEMPTS,PASSATTEMPTS,PASSINTS,RECEIVECATCHES,FIRSTDOWNS,RUSH20YARDRUNS,SEAS_YEAR,RUSHLONGEST,PASSLONGEST,RUSHBROKENTACKLES,4QCOMEBACKS,GAMERATING,PASSSACKED,PASSTDS,RECEIVETDS,GAMESPLAYED,GAMESSTARTED,RUSHFUMBLES,YEARBYYEARTEAMINDEX,RUSHTDS,FirstName_y,LastName_y,Row Excel,Row Editor,YearsPro,Age,TeamIndex,ContractStatus,TraitDevelopment,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,ScrimmageYardsPer1000DownsPlayed,RBScrimmageYardsPer300Touches,RBScrimmageTDsPerGame,TDsPer1000DownsPlayed,TeamName_y,SkillPointOff
478,WR,Tyreek,Hill,Tyreek Hill,MIA,21,0,2,4,1289,30,1155,563,True,0,2,0,0,100,0,1,2,21,0,10,0,0,0,0,5,16,16,0,11,0,Tyreek,Hill,1257.0,1255.0,9.0,31.0,11.0,Signed,XFactor,94.0,0.0,0.0,MIA,tier_1,1134.1991341991343,1881.529411764706,0.3125,4.329004329004329,MIA,-2.0
481,WR,Tyler,Lockett,Tyler Lockett,PHI,0,0,0,0,538,21,852,221,True,0,0,0,0,48,0,0,2,0,0,0,0,0,0,0,1,15,15,0,12,0,Tyler,Lockett,1740.0,1738.0,10.0,32.0,12.0,Signed,Star,78.0,0.0,0.0,PHI,tier_4,631.4553990610328,1614.0,0.06666666666666667,1.1737089201877935,PHI,-6.0
482,WR,Xavier,Gipson,Xavier Gipson,NYJ,0,0,1,0,574,74,735,195,True,0,0,0,0,41,0,0,2,0,0,3,0,0,0,0,4,16,16,0,17,0,Xavier,Gipson,2295.0,2293.0,2.0,24.0,17.0,Signed,Normal,72.0,0.0,0.0,NYJ,tier_5,780.952380952381,2016.0,0.25,5.442176870748299,NYJ,-2.0
488,HB,Alvin,Kamara,Alvin Kamara,LV,337,0,0,81,124,17,412,104,True,0,98,0,0,15,0,2,2,54,0,5,0,0,0,0,0,16,0,0,22,7,Alvin,Kamara,1581.0,1579.0,8.0,30.0,22.0,Signed,Star,78.0,0.0,0.0,LV,tier_4,1118.9320388349515,1052.7079646017698,0.4375,16.990291262135923,LV,-3.0
489,WR,J.Michael,Sturdivant,J.Michael Sturdivant,BAL,0,0,1,0,466,41,742,192,True,0,0,0,0,35,0,0,2,0,0,2,0,0,0,0,3,14,14,0,24,0,J.Michael,Sturdivant,3222.0,3220.0,1.0,23.0,24.0,Signed,Normal,73.0,0.0,0.0,BAL,tier_5,628.0323450134771,1917.2571428571428,0.21428571428571427,4.0431266846361185,BAL,-2.0
494,WR,Jimmy,Horn Jr.,Jimmy Horn Jr.,KC,0,0,2,0,468,25,665,199,True,0,0,0,0,41,0,0,2,0,0,2,0,0,0,0,3,12,12,1,8,0,Jimmy,Horn Jr.,631.0,629.0,0.0,23.0,8.0,Signed,Star,74.0,0.0,0.0,KC,tier_5,703.7593984962406,1643.7073170731705,0.25,4.511278195488722,KC,-2.0
497,HB,Raheim,Sanders,Raheim Sanders,SF,626,0,1,145,215,27,543,167,True,0,155,0,0,20,0,2,2,49,0,9,0,0,0,0,2,16,5,0,14,5,Raheim,Sanders,3224.0,3222.0,1.0,23.0,14.0,Signed,Normal,77.0,0.0,0.0,SF,tier_4,1548.8029465930017,1250.057142857143,0.4375,12.89134438305709,SF,1.0
499,WR,Jahan,Dotson,Jahan Dotson,WAS,8,0,1,0,1016,53,853,376,True,0,3,0,0,76,0,0,2,5,0,3,0,0,0,0,3,15,15,0,25,1,Jahan,Dotson,733.0,731.0,3.0,25.0,25.0,Signed,Normal,78.0,0.0,0.0,WAS,tier_4,1200.468933177022,1882.3291139240507,0.26666666666666666,4.689331770222743,WAS,4.0
500,WR,Ainias,Smith,Ainias Smith,CAR,1,0,1,0,280,23,403,134,True,0,1,0,0,23,0,0,2,1,0,0,0,0,0,0,1,12,6,0,20,0,Ainias,Smith,3370.0,3368.0,1.0,24.0,20.0,Signed,Normal,71.0,0.0,0.0,CAR,tier_5,697.2704714640199,1692.5,0.08333333333333333,2.4813895781637716,CAR,-3.0
501,WR,Jordan,Whittington,Jordan Whittington,DEN,5,0,1,0,220,25,376,93,True,0,3,0,0,21,0,0,2,3,0,2,0,0,0,0,2,16,16,2,3,0,Jordan,Whittington,3411.0,3409.0,1.0,24.0,3.0,Signed,Normal,70.0,0.0,0.0,DEN,tier_5,598.404255319149,1382.5,0.125,5.319148936170213,DEN,-4.0
503,WR,Xavier,Worthy,Xavier Worthy,JAX,7,0,4,0,701,47,1080,302,True,0,3,0,0,63,0,0,2,5,0,1,0,0,0,0,4,16,16,0,16,0,Xavier,Worthy,3276.0,3274.0,1.0,22.0,16.0,Signed,Star,76.0,0.0,0.0,JAX,tier_4,655.5555555555555,1561.272727272727,0.25,3.7037037037037037,JAX,-4.0
505,WR,Tutu,Atwell,Tutu Atwell,DEN,10,0,0,0,490,25,453,173,True,0,4,0,0,39,0,0,2,5,0,0,0,0,0,0,1,11,10,3,3,0,Tutu,Atwell,106.0,104.0,4.0,25.0,3.0,Signed,Normal,75.0,0.0,0.0,DEN,tier_4,1103.7527593818986,1710.6976744186047,0.09090909090909091,2.207505518763797,DEN,0.0
508,HB,Donovan,Edwards,Donovan Edwards,NYG,670,0,3,246,274,20,501,181,True,0,143,0,0,33,0,7,2,48,0,9,0,0,0,0,3,11,11,0,15,3,Donovan,Edwards,3243.0,3241.0,1.0,22.0,15.0,Signed,Normal,77.0,0.0,0.0,NYG,tier_4,1884.2315369261478,1366.2272727272725,0.5454545454545454,11.976047904191617,NYG,6.0
510,WR,Wan'Dale,Robinson,Wan'Dale Robinson,NYG,0,0,5,0,455,21,519,190,True,0,0,0,0,39,0,0,2,0,0,0,0,0,0,0,0,10,10,0,15,0,Wan'Dale,Robinson,2403.0,2401.0,3.0,24.0,15.0,Signed,Normal,73.0,0.0,0.0,NYG,tier_5,876.6859344894027,1680.0000000000002,0.0,0.0,NYG,-2.0
513,WR,Squirrel,White,Squirrel White,LAR,0,0,8,0,721,31,988,316,True,0,0,0,0,62,0,0,2,0,0,3,0,0,0,0,6,15,15,2,23,0,Squirrel,White,514.0,512.0,0.0,21.0,23.0,Signed,Normal,74.0,0.0,0.0,LAR,tier_5,729.7570850202429,1674.5806451612902,0.4,6.0728744939271255,LAR,0.0
516,WR,Stefon,Diggs,Stefon Diggs,DAL,19,0,0,0,888,51,837,340,True,0,4,0,0,67,0,0,2,6,0,0,0,0,0,0,5,13,13,0,10,0,Stefon,Diggs,708.0,706.0,10.0,31.0,10.0,Signed,Superstar,86.0,0.0,0.0,DAL,tier_2,1083.6320191158902,1881.2957746478874,0.38461538461538464,5.973715651135007,DAL,-1.0
517,WR,Christian,Watson,Christian Watson,GB,0,0,1,0,336,28,412,135,True,0,0,0,0,25,0,0,2,0,0,0,0,0,0,0,1,15,8,0,19,0,Christian,Watson,2970.0,2968.0,3.0,26.0,19.0,Signed,Normal,74.0,0.0,0.0,GB,tier_5,815.5339805825242,1935.3600000000001,0.06666666666666667,2.4271844660194173,GB,-1.0
518,HB,Jamaal,Williams,Jamaal Williams,NO,336,0,3,69,127,14,494,105,True,0,106,0,0,20,0,2,2,33,0,4,0,0,0,0,0,12,9,3,26,6,Jamaal,Williams,3046.0,3044.0,8.0,30.0,26.0,Signed,Normal,71.0,0.0,0.0,NO,tier_5,937.2469635627531,945.1428571428571,0.5,12.145748987854251,NO,-4.0
519,WR,Brandin,Cooks,Brandin Cooks,DAL,0,0,0,0,588,47,772,237,True,0,0,0,0,45,0,0,2,0,0,0,0,0,0,0,3,16,16,0,10,0,Brandin,Cooks,569.0,567.0,11.0,31.0,10.0,Signed,Normal,74.0,0.0,0.0,DAL,tier_5,761.6580310880829,1881.6000000000001,0.1875,3.8860103626943006,DAL,-3.0
526,HB,TreVeyon,Henderson,TreVeyon Henderson,CAR,850,0,1,370,268,17,590,185,True,0,171,0,0,35,0,10,2,59,0,12,0,0,0,0,3,14,14,0,20,2,TreVeyon,Henderson,3311.0,3309.0,1.0,22.0,20.0,Signed,Normal,78.0,0.0,0.0,CAR,tier_4,1894.9152542372883,1425.2038834951456,0.35714285714285715,8.474576271186441,CAR,4.0
528,HB,Rachaad,White,Rachaad White,TB,366,0,1,20,313,25,662,260,True,0,115,0,0,35,0,1,2,24,0,3,0,0,0,0,0,16,16,0,5,2,Rachaad,White,3011.0,3009.0,3.0,26.0,5.0,Signed,Normal,78.0,0.0,0.0,TB,tier_4,1025.6797583081573,1032.48,0.125,3.0211480362537766,TB,-6.0
531,WR,Cedric,Tillman,Cedric Tillman,CLE,0,0,1,0,175,19,388,83,True,0,0,0,0,21,0,0,2,0,0,1,0,0,0,0,1,16,5,0,4,0,Cedric,Tillman,2810.0,2808.0,2.0,25.0,4.0,Signed,Normal,69.0,0.0,0.0,CLE,tier_6,451.03092783505156,1200.0,0.0625,2.577319587628866,CLE,-2.0
532,HB,Jovantae,Barnes,Jovantae Barnes,MIA,389,0,1,88,82,17,395,51,True,0,99,0,0,10,0,3,2,35,0,6,0,0,0,0,0,14,2,0,11,8,Jovantae,Barnes,731.0,729.0,0.0,21.0,11.0,Signed,Normal,68.0,0.0,0.0,MIA,tier_6,1192.4050632911392,1178.9724770642204,0.5714285714285714,20.253164556962027,MIA,5.0
535,WR,Curtis,Samuel,Curtis Samuel,PIT,0,0,4,0,255,42,498,52,True,0,0,0,0,21,0,0,2,0,0,6,0,0,0,0,2,16,16,1,28,0,Curtis,Samuel,2459.0,2457.0,8.0,29.0,28.0,Signed,Normal,73.0,0.0,0.0,PIT,tier_5,512.0481927710844,1748.5714285714284,0.125,4.016064257028112,PIT,-4.0
540,WR,Isaiah,Bond,Isaiah Bond,TEN,0,0,1,0,464,44,536,176,True,0,0,0,0,37,0,0,2,0,0,6,0,0,0,0,0,16,16,0,29,0,Isaiah,Bond,494.0,492.0,0.0,21.0,29.0,Signed,Normal,76.0,0.0,0.0,TEN,tier_4,865.6716417910447,1805.8378378378377,0.0,0.0,TEN,-4.0
543,WR,Marvin,Mims Jr,Marvin Mims Jr,DEN,0,0,2,0,1235,80,1211,562,True,0,0,0,0,90,0,0,2,0,0,1,0,0,0,0,2,16,16,0,3,0,Marvin,Mims Jr,1944.0,1942.0,2.0,23.0,3.0,Signed,Star,79.0,0.0,0.0,DEN,tier_4,1019.8183319570602,1975.9999999999998,0.125,1.6515276630883566,DEN,-2.0
545,WR,Gary,Bryant Jr.,Gary Bryant Jr.,MIA,0,0,1,0,262,21,411,108,True,0,0,0,0,23,0,0,2,0,0,2,0,0,0,0,1,16,16,0,11,0,Gary,Bryant Jr.,1153.0,1151.0,0.0,24.0,11.0,Signed,Normal,69.0,0.0,0.0,MIA,tier_6,637.4695863746958,1640.3478260869565,0.0625,2.4330900243309004,MIA,-1.0
547,HB,Dae Dae,Hunter,Dae Dae Hunter,BAL,613,0,3,157,282,23,550,191,True,0,150,0,0,26,0,5,2,53,0,12,0,0,0,0,2,16,4,1,24,5,Dae Dae,Hunter,2592.0,2590.0,0.0,23.0,24.0,Signed,Normal,74.0,0.0,0.0,BAL,tier_5,1627.2727272727273,1275.6136363636363,0.4375,12.727272727272728,BAL,3.0
548,WR,Kobe,Hudson,Kobe Hudson,PIT,18,0,7,3,581,80,922,210,True,0,2,0,0,45,0,0,2,12,0,3,0,0,0,0,1,16,16,0,28,0,Kobe,Hudson,3503.0,3501.0,1.0,24.0,28.0,Signed,Normal,77.0,0.0,0.0,PIT,tier_4,649.6746203904555,1894.978723404255,0.0625,1.0845986984815619,PIT,-6.0
550,HB,Tony,Pollard,Tony Pollard,DAL,720,0,2,175,221,22,613,179,True,0,194,0,0,26,0,5,2,50,0,14,0,0,0,0,1,14,14,0,10,4,Tony,Pollard,2262.0,2260.0,6.0,28.0,10.0,Signed,Star,78.0,0.0,0.0,DAL,tier_4,1535.0734094616641,1126.4727272727273,0.35714285714285715,8.156606851549755,DAL,-1.0
551,HB,Raheem,Mostert,Raheem Mostert,SF,347,0,0,108,172,21,436,133,True,0,89,0,0,17,0,3,2,41,0,5,0,0,0,0,1,13,11,2,14,4,Raheem,Mostert,2010.0,2008.0,10.0,33.0,14.0,Signed,Star,75.0,0.0,0.0,SF,tier_4,1190.3669724770643,1215.7358490566037,0.38461538461538464,11.46788990825688,SF,-1.0
552,WR,Tylan,Wallace,Tylan Wallace,BAL,0,0,3,0,352,28,489,139,True,0,0,0,0,33,0,0,2,0,0,1,0,0,0,0,1,14,10,0,24,0,Tylan,Wallace,2936.0,2934.0,4.0,26.0,24.0,Signed,Normal,69.0,0.0,0.0,BAL,tier_6,719.8364008179959,1535.9999999999998,0.07142857142857142,2.044989775051125,BAL,-1.0
554,WR,Moose,Muhammad III,Moose Muhammad III,CLE,0,0,2,0,774,52,747,246,True,0,0,0,0,49,0,0,2,0,0,2,0,0,0,0,3,16,15,0,4,0,Moose,Muhammad III,860.0,858.0,0.0,24.0,4.0,Signed,Normal,70.0,0.0,0.0,CLE,tier_5,1036.144578313253,2274.612244897959,0.1875,4.016064257028112,CLE,2.0
555,WR,Evan,Stewart,Evan Stewart,MIN,0,0,1,0,485,36,709,193,True,0,0,0,0,46,0,0,2,0,0,1,0,0,0,0,0,16,16,0,30,0,Evan,Stewart,3140.0,3138.0,0.0,22.0,30.0,Signed,Normal,75.0,0.0,0.0,MIN,tier_4,684.062059238364,1518.2608695652173,0.0,0.0,MIN,-6.0
557,WR,Treylon,Burks,Treylon Burks,TB,0,0,15,0,721,31,885,287,True,0,0,0,0,59,0,0,2,0,0,2,0,0,0,0,6,16,16,0,5,0,Treylon,Burks,388.0,386.0,3.0,25.0,5.0,Signed,Normal,71.0,0.0,0.0,TB,tier_5,814.6892655367232,1759.728813559322,0.375,6.779661016949152,TB,2.0
558,WR,Barion,Brown,Barion Brown,NYJ,1,0,4,0,629,26,1002,254,True,0,1,0,0,57,0,0,2,1,0,2,0,0,0,0,4,16,16,0,17,0,Barion,Brown,847.0,845.0,0.0,21.0,17.0,Signed,Normal,76.0,0.0,0.0,NYJ,tier_4,628.7425149700598,1566.8275862068965,0.25,3.992015968063872,NYJ,-4.0
560,WR,JoJo,Earle,JoJo Earle,TEN,0,0,5,0,590,51,835,238,True,0,0,0,0,53,0,0,2,0,0,0,0,0,0,0,3,15,4,0,29,0,JoJo,Earle,652.0,650.0,0.0,22.0,29.0,Signed,Normal,72.0,0.0,0.0,TEN,tier_5,706.5868263473054,1603.0188679245282,0.2,3.592814371257485,TEN,-3.0
3515,WR,DeVonta,Smith,DeVonta Smith,PHI,0,0,1,0,833,33,643,345,True,0,0,0,0,61,0,0,2,0,0,1,0,0,0,0,6,11,11,0,12,0,DeVonta,Smith,2589.0,2587.0,4.0,26.0,12.0,Signed,Star,91.0,0.0,0.0,PHI,tier_1,1295.4898911353032,1966.4262295081967,0.5454545454545454,9.33125972006221,PHI,2.0
3518,QB,Joe,Burrow,Joe Burrow,CIN,200,4792,0,83,0,0,1100,0,True,408,53,589,7,0,0,2,2,44,66,4,0,0,31,36,0,16,16,4,1,3,Joe,Burrow,395.0,393.0,5.0,28.0,1.0,Signed,XFactor,93.0,0.0,0.0,CIN,tier_1,181.8181818181818,1132.0754716981132,0.1875,2.7272727272727275,,
3548,HB,Javonte,Williams,Javonte Williams,DEN,749,0,3,241,249,30,508,162,True,0,186,0,0,24,0,6,2,49,0,11,0,0,0,0,1,16,16,1,3,7,Javonte,Williams,3049.0,3047.0,4.0,25.0,3.0,Signed,Superstar,83.0,0.0,0.0,DEN,tier_3,1964.5669291338584,1240.7428571428572,0.5,15.748031496062993,DEN,0.0
3555,HB,Braelon,Allen,Braelon Allen,IND,193,0,0,59,26,7,261,23,True,0,50,0,0,5,0,1,2,28,0,3,0,0,0,0,0,12,0,0,9,3,Braelon,Allen,3245.0,3243.0,1.0,21.0,9.0,Signed,Star,83.0,0.0,0.0,IND,tier_3,839.0804597701149,1120.8,0.25,11.494252873563218,IND,-4.0
3557,QB,Gardner,Minshew II,Gardner Minshew II,IND,110,1899,0,59,0,0,663,0,True,187,24,333,7,0,0,2,2,38,61,3,0,0,27,10,0,16,10,3,9,0,Gardner,Minshew II,1947.0,1945.0,6.0,29.0,9.0,Signed,Normal,70.0,0.0,0.0,IND,tier_5,165.91251885369533,1375.0,0.0,0.0,,
3558,FB,Kyle,Juszczyk,Kyle Juszczyk,SF,59,0,1,4,43,15,427,22,True,0,23,0,0,4,0,0,2,6,0,1,0,0,0,0,0,16,0,0,14,0,Kyle,Juszczyk,1576.0,1574.0,12.0,34.0,14.0,Signed,Star,85.0,0.0,0.0,SF,tier_2,238.8758782201405,884.8888888888889,0.0,0.0,,
3560,TE,Rivaldo,Fairweather,Rivaldo Fairweather,SF,0,0,2,0,413,22,628,224,True,0,0,0,0,40,0,0,2,0,0,0,0,0,0,0,1,10,8,0,14,0,Rivaldo,Fairweather,3537.0,3535.0,1.0,24.0,14.0,Signed,Normal,65.0,0.0,0.0,SF,tier_6,657.6433121019109,1486.8,0.1,1.5923566878980893,SF,6.0
3563,WR,Brandon,Aiyuk,Brandon Aiyuk,SF,73,0,0,0,1136,28,976,434,True,0,16,0,0,90,0,0,2,7,0,0,0,0,0,0,16,16,16,0,14,2,Brandon,Aiyuk,31.0,29.0,5.0,27.0,14.0,Signed,Star,89.0,0.0,0.0,SF,tier_2,1238.7295081967213,1749.8490566037735,1.125,18.442622950819672,SF,6.0
3565,QB,Brock,Purdy,Brock Purdy,SF,107,4227,0,0,0,0,1058,0,True,364,50,544,12,0,0,0,2,6,44,0,0,0,29,33,0,16,16,2,14,3,Brock,Purdy,2292.0,2290.0,3.0,25.0,14.0,Signed,Superstar,85.0,0.0,0.0,SF,tier_2,101.13421550094517,642.0,0.1875,2.835538752362949,,
3566,TE,Cameron,Latu,Cameron Latu,SF,0,0,0,0,210,21,635,121,True,0,0,0,0,22,0,0,2,0,0,0,0,0,0,0,1,16,4,0,14,0,Cameron,Latu,1678.0,1676.0,2.0,25.0,14.0,Signed,Normal,64.0,0.0,0.0,SF,tier_6,330.70866141732284,1374.5454545454545,0.0625,1.574803149606299,SF,-3.0
3567,WR,Xavier,Legette,Xavier Legette,SF,0,0,0,0,671,26,774,251,True,0,0,0,0,53,0,0,2,0,0,0,0,0,0,0,4,16,16,0,14,0,Xavier,Legette,3255.0,3253.0,1.0,24.0,14.0,Signed,Normal,76.0,0.0,0.0,SF,tier_4,866.9250645994831,1823.0943396226414,0.25,5.167958656330749,SF,-1.0
3568,HB,Keaton,Mitchell,Keaton Mitchell,BAL,693,0,1,181,119,25,469,99,True,0,187,0,0,18,0,5,2,48,0,12,0,0,0,0,0,13,13,0,24,2,Keaton,Mitchell,1953.0,1951.0,2.0,23.0,24.0,Signed,Normal,75.0,0.0,0.0,BAL,tier_4,1731.3432835820895,1097.7365853658537,0.15384615384615385,4.264392324093817,BAL,-4.0
3577,WR,Keenan,Allen,Keenan Allen,BAL,14,0,1,15,581,56,809,191,True,0,3,0,0,44,0,1,2,22,0,4,0,0,0,0,4,14,14,0,24,0,Keenan,Allen,53.0,51.0,12.0,33.0,24.0,Signed,Star,80.0,0.0,0.0,BAL,tier_3,735.4758961681089,1869.4468085106382,0.2857142857142857,4.944375772558714,BAL,-4.0
3579,HB,Breece,Hall,Breece Hall,NYJ,1034,0,2,323,294,22,525,261,True,0,212,0,0,34,0,9,2,46,0,19,0,0,0,0,2,14,14,1,17,8,Breece,Hall,1100.0,1098.0,3.0,24.0,17.0,Signed,XFactor,93.0,0.0,0.0,NYJ,tier_1,2529.5238095238096,1433.0731707317073,0.7142857142857143,19.04761904761905,NYJ,1.0
3580,WR,Garrett,Wilson,Garrett Wilson,NYJ,53,0,0,26,1287,52,986,495,True,0,5,0,0,96,0,1,2,40,0,9,0,0,0,0,6,16,16,0,17,1,Garrett,Wilson,3091.0,3089.0,3.0,25.0,17.0,Signed,Superstar,90.0,0.0,0.0,NYJ,tier_1,1359.026369168357,1992.3564356435643,0.4375,7.099391480730223,NYJ,2.0
3582,QB,Aaron,Rodgers,Aaron Rodgers,NYJ,51,3099,0,0,0,0,768,0,True,257,27,386,7,0,0,0,2,5,74,0,0,0,25,17,0,12,12,2,17,0,Aaron,Rodgers,2409.0,2407.0,20.0,41.0,17.0,Signed,Star,82.0,0.0,0.0,NYJ,tier_3,66.40625,566.6666666666666,0.0,0.0,,
3583,HB,Jahmyr,Gibbs,Jahmyr Gibbs,DET,877,0,0,169,169,20,542,126,True,0,233,0,0,25,0,4,2,42,0,8,0,0,0,0,0,14,14,0,18,6,Jahmyr,Gibbs,996.0,994.0,2.0,23.0,18.0,Signed,Normal,81.0,0.0,0.0,DET,tier_3,1929.889298892989,1114.093023255814,0.42857142857142855,11.07011070110701,DET,-3.0
3585,HB,Jaleel,McLaughlin,Jaleel McLaughlin,DEN,305,0,10,82,331,21,635,286,True,0,78,0,0,38,0,3,2,45,0,6,0,0,0,0,1,14,14,0,3,3,Jaleel,McLaughlin,476.0,474.0,2.0,24.0,3.0,Signed,Star,78.0,0.0,0.0,DEN,tier_4,1001.5748031496064,1199.6896551724137,0.2857142857142857,6.299212598425196,DEN,-2.0
3586,WR,Ladd,McConkey,Ladd McConkey,NYG,0,0,2,0,540,22,500,241,True,0,0,0,0,47,0,0,2,0,0,0,0,0,0,0,0,10,8,0,15,0,Ladd,McConkey,1307.0,1305.0,0.0,23.0,15.0,Signed,Normal,71.0,0.0,0.0,NYG,tier_5,1080.0,1654.468085106383,0.0,0.0,NYG,0.0
