FullName,Position,TeamName,SkillPointOff
Ja'Marr Chase,WR,CIN,0
Jahan Dotson,WR,WAS,4
Jahmyr Gibbs,HB,DET,-3
Jake Bobo,WR,SEA,6
Jake Ferguson,TE,DAL,-1
Jakobi Meyers,WR,LV,4
Jaleel McLaughlin,HB,DEN,-2
Jalen McMillian,WR,PIT,5
Jalin Conyers,TE,NYG,12
Jamaal Williams,HB,NO,-4
Jamari Thrash,WR,CIN,5
James Conner,HB,MIN,6
Jameson Williams,WR,DET,-2
Jarquez Hunter,HB,BUF,5
Javonte Williams,HB,DEN,0
Jaxon Smith-Njigba,WR,SEA,2
Jayden Reed,WR,GB,4
Jermaine Terry II,TE,MIA,1
Jerome Ford,HB,CLE,-4
Jerry Jeudy,WR,TEN,-2
Jimmy Horn Jr.,WR,KC,-2
JoJo Earle,WR,TEN,-3
Joe Mixon,HB,PHI,0
John Bates,TE,LAC,3
Jonathan Brooks,HB,WAS,-1
Jonathan Taylor,HB,IND,-3
Jonnu Smith,TE,CAR,-2
Jordan Addison,WR,MIN,-1
Jordan Hudson,WR,DET,-3
Jordan Whittington,WR,DEN,-4
Josh Downs,WR,IND,-5
Josh Jacobs,HB,TB,5
Josh Oliver,TE,MIN,0
Josh Reynolds,WR,ARI,0
Joshua Palmer,WR,NE,-1
Jovantae Barnes,HB,MIA,5
Justin Jefferson,WR,MIN,1
Kade Warner,WR,NO,9
Kareem Hunt,HB,BUF,1
Keaton Mitchell,HB,BAL,-4
Keenan Allen,WR,BAL,-4
Kendall Milton,HB,GB,-1
Kendre Miller,HB,NO,0
Kenneth Gainwell,HB,NE,-3
Kenneth Walker III,HB,SEA,1
Keon Coleman,WR,CIN,-2
Khalil Shakir,WR,BUF,9
Kobe Hudson,WR,PIT,-6
Kyle Pitts,TE,ATL,4
Ladd McConkey,WR,NYG,0
Luke Lachey,TE,CIN,-5
Luke Musgrave,TE,GB,-2
Luther Burden III,WR,PIT,2
Malik Nabers,WR,LV,0
MarShawn Lloyd,HB,NE,3
Mark Andrews,TE,BAL,0
Marquise Brown,WR,KC,5
Marvin Harrison Jr,WR,ARI,2
Marvin Mims Jr,WR,DEN,-2
Michael Carter,HB,CAR,-2
Michael Gallup,WR,CAR,1
Michael Mayer,TE,LV,-4
Michael Pittman Jr,WR,IND,0
Michael Thomas,WR,KC,3
Michael Wilson,WR,ARI,2
Mike Evans,WR,CHI,4
Mike Williams,WR,NE,-2
Montrell Johnson Jr,HB,LAC,6
Moose Muhammad III,WR,CLE,2
Najee Harris,HB,CIN,1
Nicholas Singleton,HB,NYJ,3
Nick Chubb,HB,TEN,-8
Nick Westbrook-Ikhine,WR,LAC,-2
Nicky Dalmolin,TE,WAS,3
Nico Collins,WR,HOU,-1
Noah Fant,TE,SEA,-2
Ollie Gordon II,HB,CLE,-1
Pat Freiermuth,TE,PIT,-7
Quentin Johnston,WR,LAC,-2
Quinshon Judkins,HB,CIN,6
Rachaad White,HB,TB,-6
Raheem Mostert,HB,SF,-1
Raheim Sanders,HB,SF,1
Rashee Rice,WR,KC,4
Rhamondre Stevenson,HB,WAS,-3
Ricky Pearsall,WR,LV,2
Rivaldo Fairweather,TE,SF,6
Roman Hemby,HB,KC,-5
Rome Odunze,WR,ATL,2
Romeo Doubs,WR,GB,-2
Russell Gage Jr,WR,NYG,1
Sam LaPorta,TE,DET,-7
Saquon Barkley,HB,PIT,-6
Squirrel White,WR,LAR,0
Stefon Diggs,WR,DAL,-1
Tank Bigsby,HB,JAX,1
Tank Dell,WR,HOU,-3
Tee Higgins,WR,CAR,0
Terry McLaurin,WR,WAS,0
Tetairoa McMillan,WR,DAL,-1
Tony Pollard,HB,DAL,-1
Travis Etienne Jr,HB,JAX,-2
Travis Kelce,TE,KC,4
TreVeyon Henderson,HB,CAR,4
Trevor Etienne,HB,ARI,-4
Trey Benson,HB,LV,-1
Trey McBride,TE,ARI,-4
Trey Palmer,WR,TB,-4
Trey Sermon,HB,ATL,-2
Treylon Burks,WR,TB,2
Troy Franklin,WR,HOU,1
Tucker Kraft,TE,GB,3
Tutu Atwell,WR,DEN,0
Tylan Wallace,WR,BAL,-1
Tyler Allgeier,HB,TEN,5
Tyler Conklin,TE,NYJ,-1
Tyler Lockett,WR,PHI,-6
Tyreek Hill,WR,MIA,-2
Wan'Dale Robinson,WR,NYG,-2
Will Dissly,TE,CLE,-1
Xavier Gipson,WR,NYJ,-2
Xavier Legette,WR,SF,-1
Xavier Weaver,WR,DEN,0
Xavier Worthy,WR,JAX,-4
Zach Charbonnet,HB,SEA,6
Zack Moss,HB,ARI,-1
Zay Flowers,WR,BAL,-4
Zay Jones,WR,JAX,2
