FullName,Position,TeamName,SkillPointOL
Peter Skoronski,LG,TEN,-8
Quenton Nelson,LG,IND,1
Quinn Meinerz,RG,DEN,3
Rashawn Slater,LT,LAC,6
Rasheed Walker,RT,GB,3
Reuben Fatheree II,RT,NYJ,6
Ricky Stromberg,RG,WAS,0
Rob Havenstein,RT,LAR,-2
Robert Hunt,RG,LAR,-1
Rocco Spindler,RG,NE,0
Ronnie Stanley,LT,BAL,2
Ryan Jensen,C,TB,-9
Ryan Kelly,C,PIT,-3
Ryan Ramczyk,RT,SEA,2
Sean Rhyan,RG,GB,12
Sedrick Van Pran,C,JAX,2
Shaq Mason,RG,HOU,-6
Spencer Brown,RT,WAS,-7
Steve Avila,LG,LAR,10
Taliese Fuaga,RT,MIA,0
Taylor Decker,LT,CAR,0
Taylor Moton,RT,CAR,-3
Terence Steele,RT,TEN,-9
Teven Jenkins,LG,CHI,4
Trent Williams,LT,SF,2
Trevor Keegan,RG,NYJ,1
Trevor Penning,LT,NO,-7
Trey Smith,RG,KC,4
Tristan Leigh,LT,PHI,3
Tristan Wirfs,LT,TB,-10
Troy Fautanu,LG,NYG,-5
Tyler Biadasz,C,NYG,-6
Tyler Linderbaum,C,BAL,-2
Tyler Shatley,C,CIN,3
Tyler Smith,LG,DAL,2
Tyron Smith,LT,NE,1
Walter Rouse,RT,BUF,12
Will Campbell,LT,LAR,0
Will Hernandez,RG,BAL,4
Wyatt Teller,RG,CLE,1
Zach Tom,LT,GB,-1
Zack Martin,RG,DAL,0
Zak Zinter,LG,SF,-4
Zeke Correll,C,IND,-2
Zion Johnson,LG,LAC,2
