Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,KICKEPBLOCKED,PUNTNETYARDS,PUNTYARDS,KICKFGBLOCKED,PUNTATTEMPTS,PUNTIN20,DOWNSPLAYED,KICKEPATTEMPTS,PUNTLONGEST,SEAS_YEAR,KICKNUMKICKOFFS,STAT_KEEP,GAMERATING,PUNTTOUCHBACKS,KICKFGATTEMPTS,KICKEPMADE,GAMEWINFGSMADE,KICKFGATTEMPTS50ORMORE,KICKFGATTEMPTS40TO49,KICKFGATTEMPTS30TO39,KICKFGATTEMPTS29ORLESS,GAMEWINFGATTEMPTS,KICKFGMADE30TO39,KICKFGMADE29ORLESS,KICKFGMADE,KICKFGLONGEST,GAMESSTARTED,YEARBYYEARTEAMINDEX,KICKTOUCHBACKS,KICKFGMADE50ORMORE,KICKFGMADE40TO49,PUNTBLOCKED,GAMESPLAYED,FirstName_y,LastName_y,Row Excel,Row Editor,YearsPro,Age,TeamIndex,ContractStatus,TraitDevelopment,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,FGPercentage,EPPercentage,Over40YardPercentage,PuntTBPerIn20,YardsPerPunt,NetYardsToPuntYards,TeamName_y,SkillPointKick
148,P,J.K.,Scott,J.K. Scott,LAC,0,2799,3051,0,66,25,151,0,49,2,84,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,7,61,0,0,0,16,J.K.,Scott,2497.0,2495.0,7.0,28.0,7.0,Signed,Normal,74.0,0.0,0.0,LAC,tier_5,,,,0.04,46.22727272727273,0.9174041297935103,LAC,2
149,P,Ryan,Stonehouse,Ryan Stonehouse,TEN,0,3505,3771,0,82,26,81,0,49,2,1,False,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,29,0,0,0,0,15,Ryan,Stonehouse,2688.0,2686.0,3.0,26.0,29.0,Signed,Normal,74.0,0.0,0.0,TEN,tier_5,,,,0.15384615384615385,45.98780487804878,0.9294616812516574,TEN,-4
150,P,Michael,Dickson,Michael Dickson,SEA,0,3195,3422,0,74,18,163,0,49,2,88,False,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,27,54,0,0,0,16,Michael,Dickson,705.0,703.0,7.0,29.0,27.0,Signed,Normal,76.0,0.0,0.0,SEA,tier_4,,,,0.2222222222222222,46.24324324324324,0.9336645236703682,SEA,-4
151,P,Pressley,Harvin III,Pressley Harvin III,PIT,0,3419,3493,0,74,39,9,0,54,2,9,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,28,7,0,0,0,16,Pressley,Harvin III,1178.0,1176.0,4.0,26.0,28.0,Signed,Normal,77.0,0.0,0.0,PIT,tier_4,,,,0.02564102564102564,47.2027027027027,0.9788147724019467,PIT,4
152,K,Andres,Borregales,Andres Borregales,PIT,0,0,0,0,0,0,72,34,0,2,72,False,0,0,41,33,0,17,13,7,4,0,7,4,32,55,15,28,62,9,12,0,16,Andres,Borregales,1603.0,1601.0,0.0,23.0,28.0,Signed,Normal,75.0,0.0,0.0,PIT,tier_4,0.7804878048780488,0.9705882352941176,0.7,,,,PIT,-2
153,P,Bryan,Anger,Bryan Anger,DAL,0,3140,3365,0,73,28,74,0,49,2,1,False,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,10,0,0,0,0,16,Bryan,Anger,83.0,81.0,13.0,36.0,10.0,Signed,Normal,76.0,0.0,0.0,DAL,tier_4,,,,0.10714285714285714,46.0958904109589,0.9331352154531947,DAL,-1
154,K,Joshua,Karty,Joshua Karty,DEN,0,0,0,0,0,0,124,32,0,2,68,False,0,0,26,29,0,12,7,5,2,0,5,2,20,57,16,3,46,6,7,0,16,Joshua,Karty,3357.0,3355.0,1.0,23.0,3.0,Signed,Star,84.0,0.0,0.0,DEN,tier_3,0.7692307692307693,0.90625,0.6842105263157895,,,,DEN,-7
155,P,Jack,Fox,Jack Fox,DET,0,2528,2721,0,58,13,135,0,50,2,80,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,18,58,0,0,0,16,Jack,Fox,924.0,922.0,7.0,29.0,18.0,Signed,Normal,75.0,0.0,0.0,DET,tier_4,,,,0.07692307692307693,46.91379310344828,0.9290701947813303,DET,0
156,K,Chase,McLaughlin,Chase McLaughlin,MIN,0,0,0,2,0,0,155,48,0,2,86,False,0,0,23,45,0,7,6,7,3,0,7,3,20,58,16,30,44,5,5,0,16,Chase,McLaughlin,1896.0,1894.0,6.0,29.0,30.0,Signed,Normal,74.0,0.0,0.0,MIN,tier_5,0.8695652173913043,0.9375,0.7692307692307693,,,,MIN,1
157,K,Daniel,Carlson,Daniel Carlson,LV,0,0,0,2,0,0,65,43,0,2,0,False,0,0,19,41,0,9,4,5,1,0,5,1,13,58,16,22,0,3,4,0,16,Daniel,Carlson,451.0,449.0,7.0,30.0,22.0,Signed,Star,80.0,0.0,0.0,LV,tier_3,0.6842105263157895,0.9534883720930233,0.5384615384615384,,,,LV,-7
158,P,Eddie,Czaplicki,Eddie Czaplicki,WAS,0,3273,3511,0,76,24,76,0,50,2,0,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,25,0,0,0,0,16,Eddie,Czaplicki,1157.0,1155.0,0.0,23.0,25.0,Signed,Star,73.0,0.0,0.0,WAS,tier_5,,,,0.041666666666666664,46.19736842105263,0.9322130447166049,WAS,3
159,P,Ryan,Wright,Ryan Wright,MIN,0,3073,3221,0,70,25,66,0,49,2,0,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,30,0,0,0,0,16,Ryan,Wright,3160.0,3158.0,3.0,25.0,30.0,Signed,Normal,74.0,0.0,0.0,MIN,tier_5,,,,0.04,46.01428571428571,0.9540515367898168,MIN,4
160,P,Austin,McNamara,Austin McNamara,NO,0,3489,3839,0,84,27,86,0,49,2,0,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,26,0,0,0,0,16,Austin,McNamara,3612.0,3610.0,1.0,24.0,26.0,Signed,Normal,74.0,0.0,0.0,NO,tier_5,,,,0.037037037037037035,45.70238095238095,0.908830424589737,NO,1
161,K,Blake,Grupe,Blake Grupe,NO,1,0,0,2,0,0,124,26,0,2,66,False,0,0,23,22,0,11,7,3,2,0,3,2,20,57,16,26,43,8,7,0,16,Blake,Grupe,607.0,605.0,2.0,26.0,26.0,Signed,Normal,76.0,0.0,0.0,NO,tier_4,0.8695652173913043,0.8461538461538461,0.8333333333333334,,,,NO,-4
162,K,Greg,Zuerlein,Greg Zuerlein,NYJ,0,0,0,0,0,0,156,50,0,2,86,False,0,0,23,49,0,7,7,7,2,0,7,2,20,56,16,17,61,4,7,0,16,Greg,Zuerlein,3189.0,3187.0,13.0,37.0,17.0,Signed,Normal,80.0,0.0,0.0,NYJ,tier_3,0.8695652173913043,0.98,0.7857142857142857,,,,NYJ,-3
163,P,Jordan,Stout,Jordan Stout,BAL,0,3170,3465,0,76,25,64,0,51,2,1,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,24,0,0,0,1,16,Jordan,Stout,2690.0,2688.0,3.0,27.0,24.0,Signed,Normal,72.0,0.0,0.0,BAL,tier_5,,,,0.04,45.5921052631579,0.9148629148629148,BAL,2
164,K,Wil,Lutz,Wil Lutz,HOU,0,0,0,2,0,0,71,44,0,2,0,False,0,0,22,37,0,6,5,7,4,0,6,4,20,54,16,31,0,5,5,0,16,Wil,Lutz,1770.0,1768.0,9.0,31.0,31.0,Signed,Normal,71.0,0.0,0.0,HOU,tier_5,0.9090909090909091,0.8409090909090909,0.9090909090909091,,,,HOU,2
165,P,Thomas,Morstead,Thomas Morstead,NYJ,0,3731,4003,0,88,33,88,0,50,2,0,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,17,0,0,0,0,16,Thomas,Morstead,2001.0,1999.0,16.0,39.0,17.0,Signed,Normal,73.0,0.0,0.0,NYJ,tier_5,,,,0.030303030303030304,45.48863636363637,0.932050961778666,NYJ,2
166,P,Corey,Bojorquez,Corey Bojorquez,MIA,0,3254,3482,0,75,26,154,0,55,2,83,False,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,11,50,0,0,0,16,Corey,Bojorquez,248.0,246.0,7.0,29.0,11.0,Signed,Normal,75.0,0.0,0.0,MIA,tier_4,,,,0.11538461538461539,46.42666666666667,0.9345203905801264,MIA,-1
167,K,Cam,Little,Cam Little,MIA,0,0,0,3,0,0,72,42,0,2,0,False,0,0,31,39,0,12,9,6,4,0,6,3,26,59,15,11,0,8,9,0,16,Cam,Little,2434.0,2432.0,0.0,23.0,11.0,Signed,Normal,71.0,0.0,0.0,MIA,tier_5,0.8387096774193549,0.9285714285714286,0.8095238095238095,,,,MIA,2
168,P,Ryan,Rehkow,Ryan Rehkow,NE,0,3347,3753,0,80,25,158,0,50,2,79,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16,21,44,0,0,0,16,Ryan,Rehkow,2414.0,2412.0,0.0,24.0,21.0,Signed,Normal,78.0,0.0,0.0,NE,tier_4,,,,0.08,46.9125,0.8918198774313882,NE,-1
169,K,Chad,Ryland,Chad Ryland,NE,0,0,0,0,0,0,68,41,0,2,0,False,0,0,27,38,0,6,9,3,9,0,3,9,25,56,15,21,0,4,9,0,16,Chad,Ryland,2449.0,2447.0,2.0,25.0,21.0,Signed,Normal,70.0,0.0,0.0,NE,tier_5,0.9259259259259259,0.926829268292683,0.8666666666666667,,,,NE,5
170,P,Ethan,Evans,Ethan Evans,LAR,0,3515,3812,0,85,22,88,0,47,2,2,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,23,0,0,0,1,16,Ethan,Evans,835.0,833.0,2.0,24.0,23.0,Signed,Normal,71.0,0.0,0.0,LAR,tier_5,,,,0.045454545454545456,44.84705882352941,0.9220881427072403,LAR,1
171,K,Brandon,Aubrey,Brandon Aubrey,DAL,0,0,0,0,0,0,153,47,0,2,80,False,0,0,21,43,0,8,3,8,2,0,8,2,18,57,16,10,53,5,3,0,16,Brandon,Aubrey,3193.0,3191.0,3.0,30.0,10.0,Signed,Normal,81.0,0.0,0.0,DAL,tier_3,0.8571428571428571,0.9148936170212766,0.7272727272727273,,,,DAL,-6
172,P,Mason,Fletcher,Mason Fletcher,BUF,0,2607,2731,0,60,18,61,0,49,2,1,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,0,0,0,16,Mason,Fletcher,3480.0,3478.0,1.0,25.0,2.0,Signed,Normal,74.0,0.0,0.0,BUF,tier_5,,,,0.05555555555555555,45.516666666666666,0.9545953863053827,BUF,4
173,K,Tyler,Bass,Tyler Bass,BUF,0,0,0,0,0,0,166,45,0,2,89,False,0,0,27,44,0,9,6,6,6,0,6,6,24,57,16,2,53,6,6,0,16,Tyler,Bass,167.0,165.0,5.0,28.0,2.0,Signed,Star,76.0,0.0,0.0,BUF,tier_4,0.8888888888888888,0.9777777777777777,0.8,,,,BUF,1
174,P,Drue,Chrisman,Drue Chrisman,ARI,0,3541,3784,0,84,26,79,0,50,2,0,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,6,0,0,0,0,16,Drue,Chrisman,499.0,497.0,4.0,28.0,6.0,Signed,Normal,71.0,0.0,0.0,ARI,tier_5,,,,0.038461538461538464,45.04761904761905,0.9357822410147991,ARI,2
175,P,A.J.,Cole III,A.J. Cole III,LV,0,3520,3767,0,77,23,153,0,52,2,73,False,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,22,50,0,0,0,16,A.J.,Cole III,536.0,534.0,6.0,29.0,22.0,Signed,Star,83.0,0.0,0.0,LV,tier_3,,,,0.17391304347826086,48.922077922077925,0.934430581364481,LV,-2
176,P,Mitch,Wishnowsky,Mitch Wishnowsky,SF,0,3102,3298,0,70,25,73,0,50,2,2,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,14,0,0,0,1,16,Mitch,Wishnowsky,3118.0,3116.0,6.0,33.0,14.0,Signed,Normal,78.0,0.0,0.0,SF,tier_4,,,,0.04,47.114285714285714,0.9405700424499697,SF,2
177,P,Tory,Taylor,Tory Taylor,IND,0,3768,4111,0,88,36,87,0,50,2,0,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,9,0,0,0,0,16,Tory,Taylor,3421.0,3419.0,1.0,25.0,9.0,Signed,Normal,76.0,0.0,0.0,IND,tier_4,,,,0.027777777777777776,46.71590909090909,0.9165653125760156,IND,2
178,P,Johnny,Hekker,Johnny Hekker,CIN,0,2302,2586,0,56,26,51,0,50,2,1,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,16,Johnny,Hekker,1203.0,1201.0,13.0,35.0,1.0,Signed,Normal,76.0,0.0,0.0,CIN,tier_4,,,,0.07692307692307693,46.17857142857143,0.8901778808971385,CIN,-2
179,K,Evan,McPherson,Evan McPherson,CIN,0,0,0,0,0,0,159,51,0,2,88,False,0,0,25,47,0,5,9,6,5,0,5,5,21,57,16,1,45,2,9,0,16,Evan,McPherson,1907.0,1905.0,4.0,26.0,1.0,Signed,Star,76.0,0.0,0.0,CIN,tier_4,0.84,0.9215686274509803,0.7857142857142857,,,,CIN,-1
180,K,Dustin,Hopkins,Dustin Hopkins,GB,0,0,0,0,0,0,133,32,0,2,72,False,0,0,29,30,0,9,9,8,3,0,8,3,25,56,16,19,41,5,9,0,16,Dustin,Hopkins,1301.0,1299.0,12.0,34.0,19.0,Signed,Star,81.0,0.0,0.0,GB,tier_3,0.8620689655172413,0.9375,0.7777777777777778,,,,GB,-4
181,P,Blake,Gillikin,Blake Gillikin,GB,0,2991,3178,0,69,21,67,0,50,2,1,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15,19,0,0,0,0,16,Blake,Gillikin,1010.0,1008.0,5.0,27.0,19.0,Signed,Normal,74.0,0.0,0.0,GB,tier_5,,,,0.09523809523809523,46.05797101449275,0.9411579609817495,GB,1
182,K,Jason,Myers,Jason Myers,SEA,1,0,0,0,0,0,70,47,0,2,0,False,0,0,19,43,0,3,7,8,1,0,8,1,18,56,16,27,0,2,7,0,16,Jason,Myers,2040.0,2038.0,10.0,34.0,27.0,Signed,Normal,74.0,0.0,0.0,SEA,tier_5,0.9473684210526315,0.9148936170212766,0.9,,,,SEA,5
183,K,Griffin,Kell,Griffin Kell,TB,0,0,0,0,0,0,119,32,0,2,65,False,0,0,19,32,0,8,3,4,4,0,4,4,15,56,16,5,43,4,3,0,16,Griffin,Kell,3462.0,3460.0,1.0,24.0,5.0,Signed,Normal,83.0,0.0,0.0,TB,tier_3,0.7894736842105263,1.0,0.6363636363636364,,,,TB,-4
184,K,Matt,Gay,Matt Gay,IND,0,0,0,1,0,0,118,24,0,2,63,False,0,0,25,22,0,11,6,6,2,0,6,2,22,57,16,9,36,8,6,0,16,Matt,Gay,984.0,982.0,6.0,31.0,9.0,Signed,Normal,80.0,0.0,0.0,IND,tier_3,0.88,0.9166666666666666,0.8235294117647058,,,,IND,-3
185,P,Kai,Kroeger,Kai Kroeger,HOU,0,3244,3460,0,74,27,157,0,50,2,82,False,0,6,0,0,0,0,0,0,0,0,0,0,0,0,16,31,53,0,0,0,16,Kai,Kroeger,3548.0,3546.0,1.0,23.0,31.0,Signed,Normal,77.0,0.0,0.0,HOU,tier_4,,,,0.2222222222222222,46.75675675675676,0.9375722543352601,HOU,-3
186,P,Riley,Dixon,Riley Dixon,DEN,0,3151,3422,0,72,25,68,0,50,2,0,False,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,2,16,Riley,Dixon,718.0,716.0,9.0,32.0,3.0,Signed,Normal,78.0,0.0,0.0,DEN,tier_4,,,,0.12,47.52777777777778,0.9208065458796025,DEN,0
187,K,John,Hoyland,John Hoyland,TEN,1,0,0,0,0,0,112,29,0,2,64,False,0,0,21,27,0,7,5,4,5,0,4,5,20,57,16,29,34,6,5,0,16,John,Hoyland,729.0,727.0,0.0,22.0,29.0,Signed,Normal,76.0,0.0,0.0,TEN,tier_4,0.9523809523809523,0.9310344827586207,0.9166666666666666,,,,TEN,5
188,K,Younghoe,Koo,Younghoe Koo,ATL,0,0,0,1,0,0,164,46,0,2,87,False,0,0,26,43,0,9,8,5,4,0,5,4,23,56,16,13,54,6,8,0,16,Younghoe,Koo,1638.0,1636.0,8.0,31.0,13.0,Signed,Star,80.0,0.0,0.0,ATL,tier_3,0.8846153846153846,0.9347826086956522,0.8235294117647058,,,,ATL,-2
189,K,Jack,Browning,Jack Browning,LAR,0,0,0,0,0,0,155,48,0,2,82,False,0,0,20,45,0,6,5,8,1,0,8,1,17,55,16,23,57,3,5,0,16,Jack,Browning,3622.0,3620.0,1.0,23.0,23.0,Signed,Normal,74.0,0.0,0.0,LAR,tier_5,0.85,0.9375,0.7272727272727273,,,,LAR,0
190,P,Logan,Cooke,Logan Cooke,JAX,0,3296,3396,0,70,26,154,0,52,2,80,False,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,16,48,0,0,3,16,Logan,Cooke,568.0,566.0,7.0,30.0,16.0,Signed,Normal,82.0,0.0,0.0,JAX,tier_3,,,,0.15384615384615385,48.51428571428571,0.9705535924617197,JAX,-4
191,K,Jake,Moody,Jake Moody,SF,0,0,0,0,0,0,169,53,0,2,86,False,0,0,24,50,0,13,3,5,3,0,5,3,19,57,16,14,52,8,3,0,16,Jake,Moody,1970.0,1968.0,2.0,25.0,14.0,Signed,Normal,78.0,0.0,0.0,SF,tier_4,0.7916666666666666,0.9433962264150944,0.6875,,,,SF,-3
193,K,Will,Reichard,Will Reichard,JAX,0,0,0,1,0,0,68,43,0,2,0,False,0,0,23,38,0,9,5,6,3,0,6,3,21,57,16,16,0,7,5,0,16,Will,Reichard,3445.0,3443.0,1.0,24.0,16.0,Signed,Normal,74.0,0.0,0.0,JAX,tier_5,0.9130434782608695,0.8837209302325582,0.8571428571428571,,,,JAX,3
