Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,GAMESSTARTED,OLINEPANCAKES,OLINESACKSALLOWED,DOWNSPLAYED,STAT_KEEP,GAMESPLAYED,YEARBYYEARTEAMINDEX,GAMERATING,SEAS_YEAR,FirstName_y,LastName_y,Row Excel,Row Editor,YearsPro,Age,TeamIndex,ContractStatus,TraitDevelopment,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,SacksPer1000Snaps,TeamName_y,SkillPointOL
41,RG,Will,Hernandez,Will Hernandez,ARI,16,3,6,1073,False,16,6,0,0,Will,Hernandez,1224.0,1222.0,5.0,27.0,6.0,Signed,Normal,78.0,0.0,0.0,ARI,tier_4,5.591798695246971,ARI,-3
42,LG,Teven,Jenkins,Teven Jenkins,CHI,12,0,3,800,False,12,0,0,0,Teven,Jenkins,1442.0,1440.0,2.0,25.0,0.0,Signed,Star,79.0,0.0,0.0,CHI,tier_4,3.75,CHI,0
43,RG,Brandon,Scherff,Brandon Scherff,JAX,16,0,1,1035,False,16,16,0,0,Brandon,Scherff,2482.0,2480.0,8.0,31.0,16.0,Signed,Superstar,84.0,0.0,0.0,JAX,tier_3,0.966183574879227,JAX,8
45,RT,Paris,Johnson Jr,Paris Johnson Jr,ARI,13,1,4,842,False,15,6,0,0,Paris,Johnson Jr,1457.0,1455.0,0.0,22.0,6.0,Signed,Normal,74.0,0.0,0.0,ARI,tier_5,4.750593824228028,ARI,4
47,LG,Tytus,Howard,Tytus Howard,HOU,12,0,7,864,False,12,31,0,0,Tytus,Howard,1316.0,1314.0,4.0,27.0,31.0,Signed,Normal,76.0,0.0,0.0,HOU,tier_4,8.101851851851851,HOU,-7
48,RT,Jawaan,Taylor,Jawaan Taylor,KC,16,0,6,1080,False,16,8,0,0,Jawaan,Taylor,2744.0,2742.0,4.0,25.0,8.0,Signed,Star,72.0,0.0,0.0,KC,tier_5,5.555555555555555,KC,0
54,LG,Isaac,Seumalo,Isaac Seumalo,PIT,16,3,6,1034,False,16,28,0,0,Isaac,Seumalo,2510.0,2508.0,7.0,29.0,28.0,Signed,Normal,76.0,0.0,0.0,PIT,tier_4,5.802707930367505,PIT,-3
55,LG,Zion,Johnson,Zion Johnson,LAC,16,0,8,1097,False,16,7,0,0,Zion,Johnson,1499.0,1497.0,1.0,23.0,7.0,Signed,Star,74.0,0.0,0.0,LAC,tier_5,7.292616226071103,LAC,-6
56,RT,Braden,Smith,Braden Smith,IND,12,0,5,805,False,12,9,0,0,Braden,Smith,2584.0,2582.0,5.0,27.0,9.0,Signed,Star,83.0,0.0,0.0,IND,tier_3,6.211180124223602,IND,1
57,LT,Dan,Moore Jr,Dan Moore Jr,PIT,10,1,3,467,False,12,28,0,0,Dan,Moore Jr,1974.0,1972.0,2.0,24.0,28.0,Signed,Normal,67.0,0.0,0.0,PIT,tier_6,6.423982869379015,PIT,4
59,LG,Joshua,Ezeudu,Joshua Ezeudu,NYG,12,0,6,669,False,12,15,0,0,Joshua,Ezeudu,843.0,841.0,1.0,23.0,15.0,Signed,Normal,67.0,0.0,0.0,NYG,tier_6,8.968609865470851,NYG,-5
60,C,Tyler,Biadasz,Tyler Biadasz,DAL,15,0,5,925,False,15,10,0,0,Tyler,Biadasz,218.0,216.0,3.0,25.0,10.0,Signed,Normal,73.0,0.0,0.0,DAL,tier_5,5.405405405405405,DAL,-3
61,LT,Patrick,Mekari,Patrick Mekari,BAL,10,0,7,601,False,15,24,0,0,Patrick,Mekari,1914.0,1912.0,4.0,26.0,24.0,Signed,Normal,71.0,0.0,0.0,BAL,tier_5,11.647254575707155,BAL,-2
67,LT,Trent,Brown,Trent Brown,NE,13,0,6,838,False,13,21,0,0,Trent,Brown,366.0,364.0,8.0,30.0,21.0,Signed,Star,84.0,0.0,0.0,NE,tier_3,7.159904534606206,NE,1
68,C,Ryan,Kelly,Ryan Kelly,IND,14,0,5,918,False,14,9,0,0,Ryan,Kelly,1601.0,1599.0,7.0,30.0,9.0,Signed,Star,82.0,0.0,0.0,IND,tier_3,5.446623093681917,IND,-4
69,RG,Wyatt,Teller,Wyatt Teller,CLE,16,2,4,1159,False,16,4,0,0,Wyatt,Teller,2762.0,2760.0,5.0,28.0,4.0,Signed,Superstar,86.0,0.0,0.0,CLE,tier_2,3.4512510785159622,CLE,0
72,LG,Dylan,Parham,Dylan Parham,LV,16,0,8,1095,False,16,22,0,0,Dylan,Parham,2170.0,2168.0,1.0,24.0,22.0,Signed,Normal,74.0,0.0,0.0,LV,tier_5,7.30593607305936,LV,-6
74,RT,Morgan,Moses,Morgan Moses,BAL,14,0,8,917,False,14,24,0,0,Morgan,Moses,2005.0,2003.0,9.0,32.0,24.0,Signed,Normal,82.0,0.0,0.0,BAL,tier_3,8.724100327153762,BAL,0
76,RG,Ed,Ingram,Ed Ingram,MIN,16,0,5,1024,False,16,30,0,0,Ed,Ingram,1371.0,1369.0,1.0,24.0,30.0,Signed,Normal,71.0,0.0,0.0,MIN,tier_5,4.8828125,MIN,-1
79,LG,Steve,Avila,Steve Avila,LAR,16,0,3,1084,False,16,23,0,0,Steve,Avila,118.0,116.0,0.0,23.0,23.0,Signed,Normal,72.0,0.0,0.0,LAR,tier_5,2.7675276752767526,LAR,1
80,RG,Alex,Cappa,Alex Cappa,CIN,14,1,3,793,False,14,1,0,0,Alex,Cappa,448.0,446.0,5.0,28.0,1.0,Signed,Star,77.0,0.0,0.0,CIN,tier_4,3.7831021437578816,CIN,0
85,RG,Jamaree,Salyer,Jamaree Salyer,LAC,16,0,3,1113,False,16,7,0,0,Jamaree,Salyer,2453.0,2451.0,1.0,23.0,7.0,Signed,Normal,72.0,0.0,0.0,LAC,tier_5,2.6954177897574128,LAC,0
87,LT,Ronnie,Stanley,Ronnie Stanley,BAL,10,0,7,657,False,10,24,0,0,Ronnie,Stanley,2659.0,2657.0,7.0,29.0,24.0,Signed,Superstar,86.0,0.0,0.0,BAL,tier_2,10.6544901065449,BAL,0
90,LG,Cody,Whitehair,Cody Whitehair,CHI,16,0,6,1080,False,16,0,0,0,Cody,Whitehair,3014.0,3012.0,7.0,31.0,0.0,Signed,Star,78.0,0.0,0.0,CHI,tier_4,5.555555555555555,CHI,-3
92,LG,John,Simpson,John Simpson,BAL,16,0,2,1105,False,16,24,0,0,John,Simpson,2549.0,2547.0,3.0,26.0,24.0,Signed,Normal,70.0,0.0,0.0,BAL,tier_5,1.8099547511312217,BAL,4
95,C,Jake,Brendel,Jake Brendel,SF,16,0,1,910,False,16,14,0,0,Jake,Brendel,305.0,303.0,7.0,30.0,14.0,Signed,Normal,73.0,0.0,0.0,SF,tier_5,1.098901098901099,SF,10
103,C,Creed,Humphrey,Creed Humphrey,KC,16,0,4,1088,False,16,8,0,0,Creed,Humphrey,1340.0,1338.0,2.0,25.0,8.0,Signed,Star,90.0,0.0,0.0,KC,tier_1,3.676470588235294,KC,0
104,RG,Dalton,Risner,Dalton Risner,MIN,11,0,2,681,False,11,30,0,0,Dalton,Risner,2373.0,2371.0,4.0,28.0,30.0,Signed,Star,77.0,0.0,0.0,MIN,tier_4,2.936857562408223,MIN,0
107,LT,Orlando,Brown,Orlando Brown,CIN,13,1,7,801,False,13,1,0,0,Orlando,Brown,358.0,356.0,5.0,27.0,1.0,Signed,Star,80.0,0.0,0.0,CIN,tier_3,8.739076154806492,CIN,1
108,RG,Shaq,Mason,Shaq Mason,HOU,16,0,2,1113,False,16,31,0,0,Shaq,Mason,1815.0,1813.0,8.0,30.0,31.0,Signed,Star,82.0,0.0,0.0,HOU,tier_3,1.7969451931716083,HOU,3
110,LT,Jake,Matthews,Jake Matthews,ATL,16,0,6,1075,False,16,13,0,0,Jake,Matthews,1825.0,1823.0,9.0,31.0,13.0,Signed,Star,82.0,0.0,0.0,ATL,tier_3,5.5813953488372094,ATL,4
111,C,Nick,Harris,Nick Harris,CLE,13,0,1,492,False,14,4,0,0,Nick,Harris,1162.0,1160.0,3.0,24.0,4.0,Signed,Normal,67.0,0.0,0.0,CLE,tier_6,2.032520325203252,CLE,4
114,RT,Brian,O'Neill,Brian O'Neill,MIN,13,0,4,772,False,13,30,0,0,Brian,O'Neill,2133.0,2131.0,5.0,27.0,30.0,Signed,Star,88.0,0.0,0.0,MIN,tier_2,5.181347150259067,MIN,3
115,LT,Tyron,Smith,Tyron Smith,DAL,13,0,3,868,False,13,10,0,0,Tyron,Smith,2619.0,2617.0,12.0,32.0,10.0,Signed,Superstar,92.0,0.0,0.0,DAL,tier_1,3.4562211981566824,DAL,4
117,C,Andre,James,Andre James,LV,16,0,4,1121,False,16,22,0,0,Andre,James,1423.0,1421.0,4.0,26.0,22.0,Signed,Normal,74.0,0.0,0.0,LV,tier_5,3.568242640499554,LV,1
118,RT,Austin,Jackson,Austin Jackson,MIA,16,0,4,1050,False,16,11,0,0,Austin,Jackson,1392.0,1390.0,3.0,24.0,11.0,Signed,Normal,70.0,0.0,0.0,MIA,tier_5,3.8095238095238093,MIA,10
121,RG,Will,Fries,Will Fries,IND,16,0,5,1064,False,16,9,0,0,Will,Fries,938.0,936.0,2.0,25.0,9.0,Signed,Normal,74.0,0.0,0.0,IND,tier_5,4.6992481203007515,IND,-1
125,RT,Rob,Havenstein,Rob Havenstein,LAR,13,0,4,906,False,13,23,0,0,Rob,Havenstein,1182.0,1180.0,8.0,31.0,23.0,Signed,Star,82.0,0.0,0.0,LAR,tier_3,4.415011037527594,LAR,4
130,LT,Cam,Robinson,Cam Robinson,JAX,12,0,9,807,False,12,16,0,0,Cam,Robinson,2394.0,2392.0,6.0,27.0,16.0,Signed,Normal,78.0,0.0,0.0,JAX,tier_4,11.152416356877323,JAX,-2
139,C,John Michael,Schmitz Jr,John Michael Schmitz Jr,NYG,13,0,6,846,False,13,15,0,0,John Michael,Schmitz Jr,2484.0,2482.0,0.0,24.0,15.0,Signed,Normal,71.0,0.0,0.0,NYG,tier_5,7.092198581560283,NYG,-6
140,LT,D.J.,Humphries,D.J. Humphries,ARI,15,0,7,928,False,15,6,0,0,D.J.,Humphries,1343.0,1341.0,8.0,29.0,6.0,Signed,Star,78.0,0.0,0.0,ARI,tier_4,7.543103448275862,ARI,1
141,LG,Ezra,Cleveland,Ezra Cleveland,JAX,13,0,3,791,False,13,16,0,0,Ezra,Cleveland,522.0,520.0,3.0,25.0,16.0,Signed,Star,75.0,0.0,0.0,JAX,tier_4,3.7926675094816686,JAX,0
142,C,Mason,Cole,Mason Cole,PIT,16,5,8,1024,False,16,28,0,0,Mason,Cole,539.0,537.0,5.0,27.0,28.0,Signed,Normal,69.0,0.0,0.0,PIT,tier_6,7.8125,PIT,-5
143,C,David,Andrews,David Andrews,NE,16,0,5,1061,False,16,21,0,0,David,Andrews,78.0,76.0,8.0,31.0,21.0,Signed,Star,81.0,0.0,0.0,NE,tier_3,4.7125353440150795,NE,-1
147,LG,Joe,Thuney,Joe Thuney,KC,16,0,2,1117,False,16,8,0,0,Joe,Thuney,2807.0,2805.0,7.0,30.0,8.0,Signed,Star,89.0,0.0,0.0,KC,tier_2,1.7905102954341987,KC,3
148,LT,Bernhard,Raimann,Bernhard Raimann,IND,13,0,11,894,False,13,9,0,0,Bernhard,Raimann,2311.0,2309.0,1.0,25.0,9.0,Signed,Star,76.0,0.0,0.0,IND,tier_4,12.304250559284117,IND,-4
157,RT,Colton,McKivitz,Colton McKivitz,SF,13,0,7,893,False,16,14,0,0,Colton,McKivitz,1894.0,1892.0,3.0,27.0,14.0,Signed,Normal,66.0,0.0,0.0,SF,tier_6,7.838745800671893,SF,-1
161,LT,Trent,Williams,Trent Williams,SF,13,0,7,867,False,13,14,0,0,Trent,Williams,3074.0,3072.0,13.0,35.0,14.0,Signed,Superstar,97.0,0.0,0.0,SF,tier_0,8.073817762399077,SF,-1
166,LT,Christian,Darrisaw,Christian Darrisaw,MIN,14,0,10,885,False,14,30,0,0,Christian,Darrisaw,639.0,637.0,2.0,24.0,30.0,Signed,Star,86.0,0.0,0.0,MIN,tier_2,11.299435028248588,MIN,0
167,RG,Zack,Martin,Zack Martin,DAL,15,0,4,990,False,15,10,0,0,Zack,Martin,1812.0,1810.0,9.0,32.0,10.0,Signed,Superstar,98.0,0.0,0.0,DAL,tier_0,4.040404040404041,DAL,-3
169,C,Will,Clapp,Will Clapp,LAC,11,0,3,597,False,12,7,0,0,Will,Clapp,507.0,505.0,5.0,26.0,7.0,Signed,Normal,63.0,0.0,0.0,LAC,tier_6,5.025125628140704,LAC,-2
171,RT,George,Fant,George Fant,HOU,15,0,4,992,False,15,31,0,0,George,Fant,849.0,847.0,7.0,31.0,31.0,Signed,Normal,76.0,0.0,0.0,HOU,tier_4,4.032258064516129,HOU,4
178,C,Robert,Hainsey,Robert Hainsey,TB,16,0,4,1080,False,16,5,0,0,Robert,Hainsey,1094.0,1092.0,2.0,25.0,5.0,Signed,Normal,69.0,0.0,0.0,TB,tier_6,3.7037037037037037,TB,1
181,RG,O'Cyrus,Torrence,O'Cyrus Torrence,BUF,16,0,3,1075,False,16,2,0,0,O'Cyrus,Torrence,2833.0,2831.0,0.0,23.0,2.0,Signed,Star,73.0,0.0,0.0,BUF,tier_5,2.7906976744186047,BUF,0
182,RT,Spencer,Brown,Spencer Brown,BUF,16,0,6,1072,False,16,2,0,0,Spencer,Brown,360.0,358.0,2.0,25.0,2.0,Signed,Normal,73.0,0.0,0.0,BUF,tier_5,5.597014925373134,BUF,0
185,C,Ethan,Pocic,Ethan Pocic,CLE,11,3,3,696,False,11,4,0,0,Ethan,Pocic,2258.0,2256.0,6.0,28.0,4.0,Signed,Normal,80.0,0.0,0.0,CLE,tier_3,4.310344827586206,CLE,-1
186,LT,Dion,Dawkins,Dion Dawkins,BUF,16,0,7,1051,False,16,2,0,0,Dion,Dawkins,678.0,676.0,6.0,29.0,2.0,Signed,Star,82.0,0.0,0.0,BUF,tier_3,6.660323501427213,BUF,1
187,LG,Joel,Bitonio,Joel Bitonio,CLE,13,4,3,917,False,13,4,0,0,Joel,Bitonio,222.0,220.0,9.0,31.0,4.0,Signed,Star,90.0,0.0,0.0,CLE,tier_1,3.271537622682661,CLE,0
189,RG,Phil,Haynes,Phil Haynes,SEA,13,3,5,776,False,13,27,0,0,Phil,Haynes,1194.0,1192.0,4.0,27.0,27.0,Signed,Normal,71.0,0.0,0.0,SEA,tier_5,6.443298969072164,SEA,-3
190,C,Evan,Brown,Evan Brown,SEA,14,0,2,847,False,14,27,0,0,Evan,Brown,346.0,344.0,5.0,26.0,27.0,Signed,Normal,71.0,0.0,0.0,SEA,tier_5,2.3612750885478158,SEA,4
192,LT,Tristan,Wirfs,Tristan Wirfs,TB,16,0,6,1122,False,16,5,0,0,Tristan,Wirfs,3114.0,3112.0,3.0,24.0,5.0,Signed,Superstar,92.0,0.0,0.0,TB,tier_1,5.347593582887701,TB,2
195,RG,Graham,Glasgow,Graham Glasgow,DET,15,0,6,1041,False,15,18,0,0,Graham,Glasgow,1016.0,1014.0,7.0,31.0,18.0,Signed,Normal,80.0,0.0,0.0,DET,tier_3,5.763688760806916,DET,-4
196,LG,Matt,Feiler,Matt Feiler,TB,13,0,1,917,False,13,5,0,0,Matt,Feiler,865.0,863.0,8.0,31.0,5.0,Signed,Normal,75.0,0.0,0.0,TB,tier_4,1.0905125408942202,TB,9
198,RG,Cam,Jurgens,Cam Jurgens,PHI,11,0,2,777,False,11,12,0,0,Cam,Jurgens,1575.0,1573.0,1.0,24.0,12.0,Signed,Normal,72.0,0.0,0.0,PHI,tier_5,2.574002574002574,PHI,0
199,LG,Landon,Dickerson,Landon Dickerson,PHI,16,0,4,1145,False,16,12,0,0,Landon,Dickerson,703.0,701.0,2.0,24.0,12.0,Signed,Star,83.0,0.0,0.0,PHI,tier_3,3.493449781659389,PHI,1
200,LT,Jordan,Mailata,Jordan Mailata,PHI,16,0,9,1166,False,16,12,0,0,Jordan,Mailata,1791.0,1789.0,5.0,26.0,12.0,Signed,Star,88.0,0.0,0.0,PHI,tier_2,7.718696397941681,PHI,1
202,RT,Lane,Johnson,Lane Johnson,PHI,14,0,3,892,False,14,12,0,0,Lane,Johnson,1486.0,1484.0,10.0,33.0,12.0,Signed,Superstar,98.0,0.0,0.0,PHI,tier_0,3.36322869955157,PHI,3
207,RT,Mekhi,Becton Sr,Mekhi Becton Sr,NYJ,16,0,8,1051,False,16,17,0,0,Mekhi,Becton Sr,186.0,184.0,3.0,24.0,17.0,Signed,Star,76.0,0.0,0.0,NYJ,tier_4,7.611798287345386,NYJ,-2
208,LG,Laken,Tomlinson,Laken Tomlinson,NYJ,16,0,8,1098,False,16,17,0,0,Laken,Tomlinson,2823.0,2821.0,8.0,31.0,17.0,Signed,Star,78.0,0.0,0.0,NYJ,tier_4,7.285974499089253,NYJ,-7
213,LT,Kolton,Miller,Kolton Miller,LV,13,0,5,821,False,13,22,0,0,Kolton,Miller,1936.0,1934.0,5.0,27.0,22.0,Signed,Star,87.0,0.0,0.0,LV,tier_2,6.090133982947624,LV,3
214,RT,Jermaine,Eluemunor,Jermaine Eluemunor,LV,16,0,9,959,False,16,22,0,0,Jermaine,Eluemunor,815.0,813.0,6.0,28.0,22.0,Signed,Normal,70.0,0.0,0.0,LV,tier_5,9.384775808133472,LV,-4
215,RG,Greg,Van Roten,Greg Van Roten,LV,16,0,4,1093,False,16,22,0,0,Greg,Van Roten,2891.0,2889.0,10.0,33.0,22.0,Signed,Normal,70.0,0.0,0.0,LV,tier_5,3.6596523330283626,LV,0
216,RG,Quinn,Meinerz,Quinn Meinerz,DEN,16,0,5,1070,False,16,3,0,0,Quinn,Meinerz,1913.0,1911.0,2.0,24.0,3.0,Signed,Star,79.0,0.0,0.0,DEN,tier_4,4.672897196261682,DEN,-2
217,C,Lloyd,Cushenberry III,Lloyd Cushenberry III,DEN,14,0,4,851,False,14,3,0,0,Lloyd,Cushenberry III,620.0,618.0,3.0,25.0,3.0,Signed,Normal,73.0,0.0,0.0,DEN,tier_5,4.700352526439483,DEN,-1
219,LG,Ben,Powers,Ben Powers,DEN,16,0,3,1103,False,16,3,0,0,Ben,Powers,2269.0,2267.0,4.0,26.0,3.0,Signed,Normal,79.0,0.0,0.0,DEN,tier_4,2.7198549410698094,DEN,0
220,RT,Mike,McGlinchey,Mike McGlinchey,DEN,16,0,10,1067,False,16,3,0,0,Mike,McGlinchey,1875.0,1873.0,5.0,28.0,3.0,Signed,Star,78.0,0.0,0.0,DEN,tier_4,9.37207122774133,DEN,-4
221,LT,Garett,Bolles,Garett Bolles,DEN,11,0,5,661,False,11,3,0,0,Garett,Bolles,253.0,251.0,6.0,31.0,3.0,Signed,Star,83.0,0.0,0.0,DEN,tier_3,7.564296520423601,DEN,1
222,RG,Austin,Corbett,Austin Corbett,CAR,10,0,7,763,False,10,20,0,0,Austin,Corbett,576.0,574.0,5.0,27.0,20.0,Signed,Star,80.0,0.0,0.0,CAR,tier_3,9.174311926605505,CAR,-8
223,C,Bradley,Bozeman,Bradley Bozeman,CAR,16,0,8,1152,False,16,20,0,0,Bradley,Bozeman,286.0,284.0,5.0,28.0,20.0,Signed,Normal,71.0,0.0,0.0,CAR,tier_5,6.944444444444444,CAR,-3
225,RT,Taylor,Moton,Taylor Moton,CAR,16,0,6,1152,False,16,20,0,0,Taylor,Moton,2012.0,2010.0,6.0,29.0,20.0,Signed,Star,80.0,0.0,0.0,CAR,tier_3,5.208333333333333,CAR,4
228,C,Drew,Dalman,Drew Dalman,ATL,16,0,7,1075,False,16,13,0,0,Drew,Dalman,624.0,622.0,2.0,24.0,13.0,Signed,Star,77.0,0.0,0.0,ATL,tier_4,6.511627906976744,ATL,-3
230,RG,Trey,Smith,Trey Smith,KC,16,0,0,1095,False,16,8,0,0,Trey,Smith,2615.0,2613.0,2.0,24.0,8.0,Signed,Star,82.0,0.0,0.0,KC,tier_3,0.0,KC,8
232,RG,Mark,Glowinski,Mark Glowinski,NYG,14,0,8,905,False,14,15,0,0,Mark,Glowinski,1018.0,1016.0,8.0,31.0,15.0,Signed,Normal,72.0,0.0,0.0,NYG,tier_5,8.839779005524862,NYG,-6
234,RG,Robert,Hunt,Robert Hunt,MIA,15,0,4,969,False,15,11,0,0,Robert,Hunt,1347.0,1345.0,3.0,27.0,11.0,Signed,Star,81.0,0.0,0.0,MIA,tier_3,4.127966976264189,MIA,-2
236,LG,Isaiah,Wynn,Isaiah Wynn,MIA,11,0,1,656,False,11,11,0,0,Isaiah,Wynn,3164.0,3162.0,5.0,27.0,11.0,Signed,Normal,79.0,0.0,0.0,MIA,tier_4,1.524390243902439,MIA,4
237,C,Connor,Williams,Connor Williams,MIA,12,0,0,736,False,12,11,0,0,Connor,Williams,3035.0,3033.0,5.0,26.0,11.0,Signed,Normal,82.0,0.0,0.0,MIA,tier_3,0.0,MIA,8
240,RG,Cesar,Ruiz,Cesar Ruiz,NO,15,0,5,1026,False,15,26,0,0,Cesar,Ruiz,2436.0,2434.0,3.0,24.0,26.0,Signed,Star,76.0,0.0,0.0,NO,tier_4,4.8732943469785575,NO,-2
241,RT,Ryan,Ramczyk,Ryan Ramczyk,NO,15,0,6,1023,False,15,26,0,0,Ryan,Ramczyk,2314.0,2312.0,6.0,29.0,26.0,Signed,Star,86.0,0.0,0.0,NO,tier_2,5.865102639296188,NO,1
245,LG,James,Hurst,James Hurst,NO,12,0,2,779,False,12,26,0,0,James,Hurst,1354.0,1352.0,9.0,31.0,26.0,Signed,Normal,72.0,0.0,0.0,NO,tier_5,2.567394094993581,NO,1
247,LT,Ikem,Ekwonu,Ikem Ekwonu,CAR,16,0,16,1168,False,16,20,0,0,Ikem,Ekwonu,802.0,800.0,1.0,22.0,20.0,Signed,Normal,71.0,0.0,0.0,CAR,tier_5,13.698630136986301,CAR,-4
250,LT,Donovan,Smith,Donovan Smith,KC,16,0,5,1084,False,16,8,0,0,Donovan,Smith,2590.0,2588.0,8.0,30.0,8.0,Signed,Normal,73.0,0.0,0.0,KC,tier_5,4.612546125461255,KC,10
256,LG,Saahdiq,Charles,Saahdiq Charles,WAS,10,0,5,615,False,10,25,0,0,Saahdiq,Charles,488.0,486.0,3.0,24.0,25.0,Signed,Normal,68.0,0.0,0.0,WAS,tier_6,8.130081300813009,WAS,-5
257,RT,Dawand,Jones,Dawand Jones,CLE,16,5,11,1091,False,16,4,0,0,Dawand,Jones,1529.0,1527.0,0.0,22.0,4.0,Signed,Normal,72.0,0.0,0.0,CLE,tier_5,10.082493125572869,CLE,-4
259,RG,Sam,Cosmi,Sam Cosmi,WAS,16,0,7,1055,False,16,25,0,0,Sam,Cosmi,582.0,580.0,2.0,24.0,25.0,Signed,Normal,77.0,0.0,0.0,WAS,tier_4,6.6350710900473935,WAS,-3
260,RT,Andrew,Wylie,Andrew Wylie,WAS,13,0,10,851,False,13,25,0,0,Andrew,Wylie,3163.0,3161.0,6.0,29.0,25.0,Signed,Normal,75.0,0.0,0.0,WAS,tier_4,11.750881316098708,WAS,-4
262,LT,Charles,Leno Jr,Charles Leno Jr,WAS,15,0,15,1011,False,15,25,0,0,Charles,Leno Jr,1706.0,1704.0,9.0,31.0,25.0,Signed,Normal,82.0,0.0,0.0,WAS,tier_3,14.836795252225519,WAS,-8
263,RG,Spencer,Burford,Spencer Burford,SF,16,0,4,1080,False,16,14,0,0,Spencer,Burford,384.0,382.0,1.0,23.0,14.0,Signed,Normal,67.0,0.0,0.0,SF,tier_6,3.7037037037037037,SF,1
266,LG,Aaron,Banks,Aaron Banks,SF,15,0,2,968,False,15,14,0,0,Aaron,Banks,141.0,139.0,2.0,25.0,14.0,Signed,Normal,73.0,0.0,0.0,SF,tier_5,2.066115702479339,SF,4
267,C,Erik,McCoy,Erik McCoy,NO,16,0,7,1174,False,16,26,0,0,Erik,McCoy,1856.0,1854.0,4.0,26.0,26.0,Signed,Star,81.0,0.0,0.0,NO,tier_3,5.96252129471891,NO,-4
272,LG,Damien,Lewis,Damien Lewis,SEA,15,5,3,930,False,15,27,0,0,Damien,Lewis,1719.0,1717.0,3.0,26.0,27.0,Signed,Star,76.0,0.0,0.0,SEA,tier_4,3.225806451612903,SEA,0
274,LT,Andre,Dillard,Andre Dillard,TEN,12,0,14,721,False,13,29,0,0,Andre,Dillard,711.0,709.0,4.0,27.0,29.0,Signed,Normal,71.0,0.0,0.0,TEN,tier_5,19.41747572815534,TEN,-6
