Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,STAT_KEEP,DLINEFUMBLERECOVERYYARDS,DSECINTRETURNYARDS,DOWNSPLAYED,DLINEFUMBLERECOVERIES,ASSDEFTACKLES,BIGHITS,DEFTACKLES,DLINEHALFSACK,SEAS_YEAR,CTHALLOWED,DSECINTLONGESTRETURN,DLINESAFETIES,DSECINTS,DSECINTTDS,GAMERATING,DEFPASSDEFLECTIONS,DLINEBLOCKS,YEARBYYEARTEAMINDEX,DEFTACKLESFORLOSS,DLINEFORCEDFUMBLES,DLINESACKS,DLINEFUMBLETDS,GAMESPLAYED,GAMESSTARTED,FirstName_y,LastName_y,Row Excel,Row Editor,YearsPro,Age,TeamIndex,ContractStatus,TraitDevelopment,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,DLSacksAndTFLPer1000Snaps,DTSacksAndTFLPer1000Snaps,TotalTurnoversPer1000Snaps,LBSacksTFLPassDeflPer1000Snaps,TacklesPer1000Snaps,CBPassDeflPer1000Snaps,CBCatchAllowPer100Snaps,SafetiesCatchAllowMinusPDPerGame,TeamName_y,SkillPointDef
24,CB,DJ,Turner,DJ Turner,CIN,True,0,0,598,0,6,2,23,0,0,17,0,0,0,0,0,6,0,1,0,0,0,0,16,5,DJ,Turner,2865.0,2863.0,0.0,22.0,1.0,Signed,Normal,73.0,0.0,0.0,CIN,tier_5,0.0,0.0,0.0,10.033444816053512,48.49498327759198,10.033444816053512,2.842809364548495,0.6875,CIN,1
25,SS,Jordan,Battle,Jordan Battle,CIN,True,0,0,470,0,11,11,25,0,0,11,0,0,0,0,0,3,0,1,0,0,0,0,16,5,Jordan,Battle,174.0,172.0,0.0,22.0,1.0,Signed,Star,72.0,0.0,0.0,CIN,tier_5,0.0,0.0,0.0,6.382978723404255,76.59574468085107,6.382978723404255,2.3404255319148937,0.5,CIN,-4
27,FS,Daxton,Hill,Daxton Hill,CIN,True,0,20,1115,0,36,23,64,1,0,27,20,0,2,0,0,13,0,1,4,0,1,0,16,16,Daxton,Hill,1249.0,1247.0,1.0,22.0,1.0,Signed,Star,75.0,0.0,0.0,CIN,tier_4,5.15695067264574,5.605381165919282,1.7937219730941705,16.143497757847534,89.68609865470852,11.659192825112108,2.4215246636771304,0.875,CIN,5
28,CB,Cam,Taylor-Britt,Cam Taylor-Britt,CIN,True,20,36,952,1,22,14,55,1,0,32,24,0,4,1,0,10,0,1,2,2,0,0,16,11,Cam,Taylor-Britt,2751.0,2749.0,1.0,23.0,1.0,Signed,Star,76.0,0.0,0.0,CIN,tier_4,2.100840336134454,2.100840336134454,8.403361344537815,12.605042016806722,80.88235294117648,10.504201680672269,3.361344537815126,1.375,CIN,8
29,LE,Cam,Sample,Cam Sample,CIN,True,8,0,335,1,5,3,10,0,0,3,0,0,0,0,0,0,1,1,3,1,1,0,16,1,Cam,Sample,2456.0,2454.0,2.0,23.0,1.0,Signed,Normal,70.0,0.0,0.0,CIN,tier_5,14.179104477611942,15.671641791044776,8.955223880597016,11.940298507462687,44.776119402985074,0.0,0.8955223880597015,0.1875,CIN,5
32,ROLB,Logan,Wilson,Logan Wilson,CIN,True,0,16,732,0,29,14,62,1,0,47,16,0,3,0,0,6,0,1,4,0,0,0,12,12,Logan,Wilson,3093.0,3091.0,3.0,27.0,1.0,Signed,Star,83.0,0.0,0.0,CIN,tier_3,5.46448087431694,5.46448087431694,4.0983606557377055,13.66120218579235,124.31693989071039,8.196721311475411,6.420765027322404,3.4166666666666665,CIN,3
33,MLB,Germaine,Pratt,Germaine Pratt,CIN,True,0,9,952,0,44,24,78,0,0,53,9,0,2,0,0,8,0,1,5,2,2,0,15,15,Germaine,Pratt,2272.0,2270.0,4.0,27.0,1.0,Signed,Star,79.0,0.0,0.0,CIN,tier_4,8.928571428571429,9.978991596638656,4.201680672268908,15.756302521008402,128.15126050420167,8.403361344537815,5.567226890756303,3.0,CIN,2
34,CB,Joshua,Williams,Joshua Williams,KC,True,0,0,537,0,11,7,21,1,0,19,0,0,0,0,0,4,0,8,1,0,0,0,16,1,Joshua,Williams,3055.0,3053.0,1.0,23.0,8.0,Signed,Normal,70.0,0.0,0.0,KC,tier_5,1.86219739292365,1.86219739292365,0.0,9.31098696461825,59.5903165735568,7.4487895716946,3.5381750465549344,0.9375,KC,-2
35,DT,D.J.,Reader,D.J. Reader,CIN,True,16,0,866,1,25,17,32,0,0,0,0,1,0,0,0,2,0,1,12,1,4,0,16,16,D.J.,Reader,2326.0,2324.0,7.0,29.0,1.0,Signed,Star,87.0,0.0,0.0,CIN,tier_2,21.939953810623557,24.24942263279446,3.464203233256351,20.785219399538104,65.81986143187068,2.3094688221709005,0.0,-0.125,CIN,-1
36,LE,George,Karlaftis,George Karlaftis,KC,True,0,0,657,1,25,11,27,1,0,1,0,0,0,0,0,3,0,8,10,2,8,1,16,16,George,Karlaftis,1587.0,1585.0,1.0,22.0,8.0,Signed,Normal,76.0,0.0,0.0,KC,tier_4,36.5296803652968,42.6179604261796,6.0882800608828,31.963470319634702,79.1476407914764,4.5662100456621,0.15220700152207,-0.125,KC,7
37,FS,Bryan,Cook,Bryan Cook,KC,True,59,9,982,2,25,18,39,0,0,20,9,0,1,0,0,7,0,8,1,0,0,1,16,16,Bryan,Cook,565.0,563.0,1.0,23.0,8.0,Signed,Normal,71.0,0.0,0.0,KC,tier_5,1.0183299389002036,1.0183299389002036,4.0733197556008145,8.146639511201629,65.17311608961303,7.1283095723014265,2.0366598778004072,0.8125,KC,2
38,LE,Sam,Hubbard,Sam Hubbard,CIN,True,0,0,960,1,20,19,55,1,0,2,0,0,0,0,0,0,0,1,11,0,6,0,16,16,Sam,Hubbard,1324.0,1322.0,5.0,28.0,1.0,Signed,Star,78.0,0.0,0.0,CIN,tier_4,22.395833333333332,25.520833333333332,1.0416666666666667,17.708333333333332,78.125,0.0,0.20833333333333334,0.125,CIN,-2
39,CB,Mike,Hilton,Mike Hilton,CIN,True,0,0,965,0,27,14,57,0,0,39,0,0,1,0,0,9,0,1,2,0,0,0,16,15,Mike,Hilton,1260.0,1258.0,7.0,29.0,1.0,Signed,Normal,77.0,0.0,0.0,CIN,tier_4,2.0725388601036268,2.0725388601036268,1.0362694300518134,11.398963730569948,87.04663212435233,9.32642487046632,4.041450777202073,1.875,CIN,-1
41,RE,Trey,Hendrickson,Trey Hendrickson,CIN,True,0,0,912,0,22,27,46,1,0,2,0,0,0,0,0,2,0,1,22,2,11,0,16,16,Trey,Hendrickson,1211.0,1209.0,6.0,28.0,1.0,Signed,Star,88.0,0.0,0.0,CIN,tier_2,45.23026315789474,51.2609649122807,2.1929824561403506,38.377192982456144,74.56140350877193,2.1929824561403506,0.21929824561403508,0.0,CIN,3
42,CB,Chidobe,Awuzie,Chidobe Awuzie,CIN,True,0,6,644,1,11,11,30,0,0,22,6,0,1,0,0,6,0,1,0,0,0,0,13,10,Chidobe,Awuzie,120.0,118.0,6.0,28.0,1.0,Signed,Star,85.0,0.0,0.0,CIN,tier_2,0.0,0.0,3.105590062111801,9.316770186335404,63.66459627329192,9.316770186335404,3.4161490683229814,1.2307692307692308,CIN,0
46,DT,Cameron,Heyward,Cameron Heyward,PIT,True,0,0,460,0,11,10,22,0,0,0,0,0,0,0,0,0,0,28,8,1,5,0,10,10,Cameron,Heyward,1234.0,1232.0,12.0,34.0,28.0,Signed,Superstar,92.0,0.0,0.0,PIT,tier_1,36.41304347826087,41.84782608695652,2.1739130434782608,28.26086956521739,71.73913043478261,0.0,0.0,0.0,PIT,1
47,LOLB,Kwon,Alexander,Kwon Alexander,PIT,True,20,1,748,1,25,22,68,1,0,35,1,0,2,0,0,2,0,28,10,2,1,0,16,9,Kwon,Alexander,36.0,34.0,8.0,29.0,28.0,Signed,Normal,75.0,0.0,0.0,PIT,tier_4,15.70855614973262,16.37700534759358,6.684491978609626,17.379679144385026,124.33155080213903,2.6737967914438503,4.679144385026738,2.0625,PIT,6
50,LE,Will,Anderson Jr,Will Anderson Jr,HOU,True,15,0,879,1,17,19,45,0,0,3,0,0,0,0,0,0,0,31,8,1,6,1,16,16,Will,Anderson Jr,67.0,65.0,0.0,21.0,31.0,Signed,Star,80.0,0.0,0.0,HOU,tier_3,21.04664391353811,24.459613196814562,3.4129692832764507,15.927189988623434,70.53469852104665,0.0,0.3412969283276451,0.1875,HOU,-2
51,ROLB,Christian,Harris,Christian Harris,HOU,True,0,0,428,0,14,2,22,0,0,14,0,0,0,0,0,2,0,31,1,0,1,0,15,6,Christian,Harris,1147.0,1145.0,1.0,22.0,31.0,Signed,Normal,68.0,0.0,0.0,HOU,tier_6,6.425233644859813,7.593457943925234,0.0,9.345794392523365,84.11214953271028,4.672897196261682,3.2710280373831773,0.8,HOU,-4
53,FS,Jalen,Pitre,Jalen Pitre,HOU,True,22,5,947,1,27,13,47,0,0,19,5,0,1,0,0,10,0,31,2,1,0,0,14,14,Jalen,Pitre,2253.0,2251.0,1.0,24.0,31.0,Signed,Star,77.0,0.0,0.0,HOU,tier_4,2.1119324181626187,2.1119324181626187,3.1678986272439285,12.671594508975714,78.1414994720169,10.559662090813093,2.0063357972544877,0.6428571428571429,HOU,5
55,LOLB,Blake,Cashman,Blake Cashman,HOU,True,2,11,897,1,32,37,71,0,0,51,8,0,3,0,0,7,0,31,10,0,1,0,15,14,Blake,Cashman,472.0,470.0,4.0,27.0,31.0,Signed,Normal,79.0,0.0,0.0,HOU,tier_4,13.099219620958753,13.656633221850614,4.459308807134894,20.066889632107024,114.82720178372352,7.803790412486065,5.68561872909699,2.933333333333333,HOU,5
57,DT,Maliek,Collins,Maliek Collins,HOU,True,18,0,817,2,17,13,30,1,0,0,0,0,0,0,0,0,0,31,11,2,8,0,16,9,Maliek,Collins,551.0,549.0,7.0,28.0,31.0,Signed,Normal,73.0,0.0,0.0,HOU,tier_5,30.599755201958384,35.49571603427173,4.8959608323133414,23.25581395348837,57.52753977968176,0.0,0.0,0.0,HOU,8
58,FS,Eric,Murray,Eric Murray,HOU,True,0,0,321,0,7,4,12,0,0,4,0,0,0,0,0,0,0,31,0,1,0,0,12,4,Eric,Murray,2029.0,2027.0,7.0,29.0,31.0,Signed,Normal,70.0,0.0,0.0,HOU,tier_5,0.0,0.0,3.115264797507788,0.0,59.190031152647975,0.0,1.2461059190031152,0.3333333333333333,HOU,-4
59,CB,Tavierre,Thomas,Tavierre Thomas,HOU,True,0,21,597,0,20,17,41,0,0,25,21,0,1,0,0,1,0,31,2,2,0,0,12,3,Tavierre,Thomas,2787.0,2785.0,5.0,27.0,31.0,Signed,Normal,73.0,0.0,0.0,HOU,tier_5,3.3500837520938025,3.3500837520938025,5.025125628140704,5.025125628140704,102.17755443886097,1.6750418760469012,4.1876046901172534,2.0,HOU,-1
61,CB,Shaquill,Griffin,Shaquill Griffin,HOU,True,0,24,803,0,15,14,45,0,0,37,13,0,2,0,0,11,0,31,1,0,0,0,14,8,Shaquill,Griffin,1081.0,1079.0,6.0,28.0,31.0,Signed,Normal,77.0,0.0,0.0,HOU,tier_4,1.2453300124533002,1.2453300124533002,2.4906600249066004,14.943960149439603,74.71980074719801,13.698630136986301,4.60772104607721,1.8571428571428572,HOU,1
63,SS,Jimmie,Ward,Jimmie Ward,HOU,True,0,0,1010,0,31,22,49,0,0,38,0,0,0,0,0,7,0,31,1,1,0,0,14,14,Jimmie,Ward,2948.0,2946.0,9.0,32.0,31.0,Signed,Star,86.0,0.0,0.0,HOU,tier_2,0.9900990099009901,0.9900990099009901,0.9900990099009901,7.920792079207921,79.20792079207921,6.930693069306931,3.762376237623762,2.2142857142857144,HOU,-7
64,LE,Jerry,Hughes Jr,Jerry Hughes Jr,HOU,True,0,0,496,0,19,8,23,0,0,0,0,0,0,0,0,0,0,31,5,0,5,0,15,4,Jerry,Hughes Jr,1334.0,1332.0,13.0,35.0,31.0,Signed,Normal,73.0,0.0,0.0,HOU,tier_5,27.721774193548388,32.762096774193544,0.0,20.161290322580644,84.6774193548387,0.0,0.0,0.0,HOU,0
69,CB,Julius,Brents,Julius Brents,IND,True,0,12,785,1,16,17,48,0,0,34,12,0,2,0,0,12,0,9,0,1,0,0,12,11,Julius,Brents,306.0,304.0,0.0,23.0,9.0,Signed,Star,73.0,0.0,0.0,IND,tier_5,0.0,0.0,5.095541401273885,15.286624203821656,81.52866242038216,15.286624203821656,4.3312101910828025,1.8333333333333333,IND,5
71,FS,Rodney,Thomas II,Rodney Thomas II,IND,True,0,0,1180,0,17,11,40,0,0,29,0,0,1,0,0,4,0,9,0,0,0,0,16,16,Rodney,Thomas II,2785.0,2783.0,1.0,24.0,9.0,Signed,Normal,69.0,0.0,0.0,IND,tier_6,0.0,0.0,0.847457627118644,3.389830508474576,48.30508474576271,3.389830508474576,2.457627118644068,1.5625,IND,-6
72,SS,Nick,Cross,Nick Cross,IND,True,0,18,322,0,10,6,16,0,0,6,16,0,2,0,0,5,0,9,0,0,0,0,16,0,Nick,Cross,609.0,607.0,1.0,21.0,9.0,Signed,Normal,69.0,0.0,0.0,IND,tier_6,0.0,0.0,6.211180124223602,15.527950310559007,80.74534161490683,15.527950310559007,1.8633540372670807,0.0625,IND,14
74,LE,Kwity,Paye,Kwity Paye,IND,True,19,0,864,3,24,17,36,1,0,2,0,0,0,0,0,0,0,9,10,1,7,0,15,15,Kwity,Paye,2194.0,2192.0,2.0,24.0,9.0,Signed,Star,77.0,0.0,0.0,IND,tier_4,25.752314814814813,29.80324074074074,4.62962962962963,19.675925925925927,69.44444444444444,0.0,0.23148148148148145,0.13333333333333333,IND,2
75,RE,Dayo,Odeyingbo,Dayo Odeyingbo,IND,True,0,0,424,1,9,2,14,0,0,0,0,0,0,0,0,2,0,9,5,2,3,0,15,1,Dayo,Odeyingbo,2095.0,2093.0,2.0,23.0,9.0,Signed,Normal,72.0,0.0,0.0,IND,tier_5,24.174528301886795,27.712264150943398,7.0754716981132075,23.58490566037736,54.24528301886792,4.716981132075471,0.0,-0.13333333333333333,IND,4
78,SS,Julian,Blackmon,Julian Blackmon,IND,True,0,33,1233,0,26,27,74,0,0,40,22,0,4,0,0,8,0,9,5,0,0,0,16,16,Julian,Blackmon,225.0,223.0,3.0,25.0,9.0,Signed,Star,75.0,0.0,0.0,IND,tier_4,4.0551500405515,4.0551500405515,3.2441200324412005,10.5433901054339,81.10300081103,6.488240064882401,3.2441200324412,2.0,IND,-1
79,ROLB,E.J.,Speed,E.J. Speed,IND,True,0,22,811,0,25,27,62,0,0,37,22,0,1,0,0,3,0,9,7,2,2,0,16,12,E.J.,Speed,2641.0,2639.0,4.0,28.0,9.0,Signed,Normal,73.0,0.0,0.0,IND,tier_5,12.946979038224415,14.180024660912455,3.6991368680641186,14.796547472256474,107.27496917385943,3.6991368680641186,4.562268803945746,2.125,IND,4
80,DT,DeForest,Buckner,DeForest Buckner,IND,True,62,0,924,3,25,28,52,1,0,0,0,0,0,0,0,3,0,9,15,4,10,2,16,8,DeForest,Buckner,378.0,376.0,7.0,29.0,9.0,Signed,Superstar,85.0,0.0,0.0,IND,tier_2,35.17316017316018,40.58441558441558,9.74025974025974,30.303030303030305,83.33333333333333,3.246753246753247,0.0,-0.1875,IND,6
81,MLB,Zaire,Franklin,Zaire Franklin,IND,True,0,0,873,0,49,22,102,1,0,59,0,0,0,0,0,4,0,9,3,1,1,0,14,14,Zaire,Franklin,930.0,928.0,5.0,27.0,9.0,Signed,Normal,76.0,0.0,0.0,IND,tier_4,5.441008018327605,6.013745704467354,1.1454753722794961,9.16380297823597,172.96678121420388,4.581901489117985,6.758304696449026,3.9285714285714284,IND,4
83,CB,Tony,Brown,Tony Brown,IND,True,0,34,566,0,13,18,26,0,0,20,34,0,1,0,0,7,0,9,0,0,0,0,15,4,Tony,Brown,364.0,362.0,5.0,28.0,9.0,Signed,Normal,69.0,0.0,0.0,IND,tier_6,0.0,0.0,1.7667844522968197,12.367491166077738,68.90459363957598,12.367491166077738,3.53356890459364,0.8666666666666667,IND,2
85,LE,Tyquan,Lewis,Tyquan Lewis,IND,True,0,0,319,0,3,0,9,0,0,0,0,0,0,0,0,2,0,9,3,0,1,0,16,0,Tyquan,Lewis,1724.0,1722.0,5.0,28.0,9.0,Signed,Normal,72.0,0.0,0.0,IND,tier_5,14.890282131661442,16.4576802507837,0.0,18.808777429467085,37.61755485893417,6.269592476489028,0.0,-0.125,IND,-4
86,LOLB,Shaquille,Leonard,Shaquille Leonard,PHI,True,31,1,915,2,36,34,73,1,0,47,1,0,1,0,0,6,0,12,2,2,0,1,15,15,Shaquille,Leonard,1711.0,1709.0,5.0,28.0,12.0,Signed,Star,85.0,0.0,0.0,PHI,tier_2,2.185792349726776,2.185792349726776,6.557377049180328,8.743169398907105,119.12568306010928,6.557377049180328,5.136612021857923,2.7333333333333334,PHI,-3
88,CB,Kenny,Moore II,Kenny Moore II,IND,True,0,126,911,0,25,9,56,0,0,42,66,0,4,2,0,8,0,9,7,0,2,0,13,13,Kenny,Moore II,1973.0,1971.0,6.0,28.0,9.0,Signed,Star,85.0,0.0,0.0,IND,tier_2,11.525795828759604,12.623490669593854,6.586169045005488,18.660812294182215,88.9132821075741,8.781558726673985,4.610318331503842,2.6153846153846154,IND,2
89,LE,Khalil,Mack,Khalil Mack,LAC,True,0,0,928,0,24,15,37,0,0,0,0,0,0,0,0,4,0,7,12,4,10,0,16,16,Khalil,Mack,1781.0,1779.0,9.0,32.0,7.0,Signed,Superstar,86.0,0.0,0.0,LAC,tier_2,31.788793103448274,37.17672413793104,4.310344827586206,28.017241379310345,65.73275862068965,4.310344827586206,0.0,-0.25,LAC,0
90,DT,Nick,Williams,Nick Williams,LAC,True,0,0,431,1,11,8,20,0,0,0,0,0,0,0,0,0,0,7,7,0,1,0,15,7,Nick,Williams,3064.0,3062.0,10.0,33.0,7.0,Signed,Normal,69.0,0.0,0.0,LAC,tier_6,20.301624129930392,21.46171693735499,2.320185614849188,18.561484918793504,71.92575406032482,0.0,0.0,0.0,LAC,1
91,SS,Dean,Marlowe,Dean Marlowe,LAC,True,0,0,554,0,11,18,48,0,0,24,0,0,0,0,0,1,0,7,1,0,2,0,15,3,Dean,Marlowe,1801.0,1799.0,8.0,31.0,7.0,Signed,Normal,70.0,0.0,0.0,LAC,tier_5,8.12274368231047,9.927797833935019,0.0,7.220216606498195,106.49819494584838,1.8050541516245489,4.332129963898916,1.5333333333333334,LAC,3
92,MLB,Eric,Kendricks,Eric Kendricks,LAC,True,0,10,882,0,37,40,75,1,0,52,10,0,1,0,0,9,0,7,2,1,0,0,14,14,Eric,Kendricks,1605.0,1603.0,8.0,31.0,7.0,Signed,Star,85.0,0.0,0.0,LAC,tier_2,2.2675736961451247,2.2675736961451247,2.2675736961451247,12.471655328798187,126.98412698412697,10.204081632653061,5.895691609977324,3.0714285714285716,LAC,-1
95,LE,Lukas,Van Ness,Lukas Van Ness,GB,True,0,0,476,0,6,14,27,0,0,1,0,0,0,0,0,1,0,19,9,0,4,0,13,2,Lukas,Van Ness,2889.0,2887.0,0.0,22.0,19.0,Signed,Normal,74.0,0.0,0.0,GB,tier_5,33.61344537815126,37.81512605042017,0.0,29.41176470588235,69.32773109243698,2.100840336134454,0.21008403361344538,0.0,GB,0
96,DT,Levi,Onwuzurike,Levi Onwuzurike,DET,True,0,0,537,0,20,19,20,1,0,0,0,0,0,0,0,1,0,18,3,0,6,0,13,3,Levi,Onwuzurike,2136.0,2134.0,2.0,25.0,18.0,Signed,Normal,71.0,0.0,0.0,DET,tier_5,25.139664804469277,30.726256983240223,0.0,18.6219739292365,74.487895716946,1.86219739292365,0.0,-0.07692307692307693,DET,0
98,ROLB,Isaiah,McDuffie,Isaiah McDuffie,GB,True,0,0,461,0,15,7,39,0,0,15,0,0,0,0,0,0,0,19,3,0,0,0,16,5,Isaiah,McDuffie,1866.0,1864.0,2.0,24.0,19.0,Signed,Normal,67.0,0.0,0.0,GB,tier_6,6.507592190889371,6.507592190889371,0.0,6.507592190889371,117.13665943600867,0.0,3.2537960954446854,0.9375,GB,-2
101,LE,Rashan,Gary,Rashan Gary,GB,True,0,0,553,0,17,20,33,1,0,0,0,0,0,0,0,1,0,19,13,1,11,0,13,9,Rashan,Gary,981.0,979.0,4.0,25.0,19.0,Signed,Superstar,87.0,0.0,0.0,GB,tier_2,58.31826401446655,68.26401446654612,1.8083182640144664,45.20795660036166,90.41591320072332,1.8083182640144664,0.0,-0.07692307692307693,GB,3
102,MLB,De'Vondre,Campbell,De'Vondre Campbell,GB,True,15,3,645,2,34,27,57,0,0,32,3,0,1,0,0,2,0,19,0,1,1,0,10,10,De'Vondre,Campbell,437.0,435.0,7.0,30.0,19.0,Signed,Star,85.0,0.0,0.0,GB,tier_2,2.7131782945736433,3.488372093023256,6.2015503875969,4.651162790697675,141.08527131782947,3.10077519379845,4.961240310077519,3.0,GB,-3
