Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,KICKEPBLOCKED,PUNTNETYARDS,PUNTYARDS,KICKFGBLOCKED,PUNTATTEMPTS,PUNTIN20,DOWNSPLAYED,KICKEPATTEMPTS,PUNTLONGEST,SEAS_YEAR,KICKNUMKICKOFFS,STAT_KEEP,GAMERATING,PUNTTOUCHBACKS,KICKFGATTEMPTS,KICKEPMADE,GAMEWINFGSMADE,KICKFGATTEMPTS50ORMORE,KICKFGATTEMPTS40TO49,KICKFGATTEMPTS30TO39,KICKFGATTEMPTS29ORLESS,GAMEWINFGATTEMPTS,KICKFGMADE30TO39,KICKFGMADE29ORLESS,KICKFGMADE,KICKFGLONGEST,GAMESSTARTED,YEARBYYEARTEAMINDEX,KICKTOUCHBACKS,KICKFGMADE50ORMORE,KICKFGMADE40TO49,PUNTBLOCKED,GAMESPLAYED,FirstName_y,LastName_y,Row Excel,Row Editor,YearsPro,Age,TeamIndex,ContractStatus,TraitDevelopment,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,FGPercentage,EPPercentage,Over40YardPercentage,PuntTBPerIn20,YardsPerPunt,NetYardsToPuntYards,TeamName_y,SkillPointKick
11,P,Michael,Dickson,Michael Dickson,SEA,0,3128,3404,0,70,24,64,0,51,0,0,False,0,5,0,0,0,0,0,0,0,0,0,0,0,0,15,27,0,0,0,0,16,Michael,Dickson,705.0,703.0,5.0,27.0,27.0,Signed,Star,77.0,0.0,0.0,SEA,tier_4,,,,0.20833333333333334,48.628571428571426,0.918918918918919,SEA,-1
12,K,Jason,Myers,Jason Myers,SEA,1,0,0,0,0,0,154,31,0,0,79,False,0,0,36,31,0,8,9,14,5,0,13,5,31,59,16,27,47,5,8,0,16,Jason,Myers,2040.0,2038.0,8.0,32.0,27.0,Signed,Normal,77.0,0.0,0.0,SEA,tier_4,0.8611111111111112,1.0,0.7647058823529411,,,,SEA,2
13,K,Cameron,Dicker,Cameron Dicker,LAC,0,0,0,0,0,0,145,37,0,0,76,False,0,0,27,36,0,10,4,8,5,0,8,5,23,58,16,7,57,6,4,0,16,Cameron,Dicker,702.0,700.0,1.0,23.0,7.0,Signed,Normal,74.0,0.0,0.0,LAC,tier_5,0.8518518518518519,0.972972972972973,0.7142857142857143,,,,LAC,1
14,P,J.K.,Scott,J.K. Scott,LAC,0,2797,3171,0,71,18,71,0,48,0,0,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,7,0,0,0,0,16,J.K.,Scott,2497.0,2495.0,5.0,26.0,7.0,Signed,Star,73.0,0.0,0.0,LAC,tier_5,,,,0.05555555555555555,44.66197183098591,0.8820561337117628,LAC,-1
15,P,Brad,Robbins,Brad Robbins,CIN,0,3063,3306,0,74,21,60,0,52,0,2,False,0,4,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,16,Brad,Robbins,2377.0,2375.0,0.0,24.0,1.0,Signed,Normal,70.0,0.0,0.0,CIN,tier_5,,,,0.19047619047619047,44.67567567567568,0.926497277676951,CIN,-2
16,K,Evan,McPherson,Evan McPherson,CIN,0,0,0,0,0,0,155,31,0,0,66,False,0,0,24,30,0,12,5,3,4,0,3,4,19,59,16,1,48,7,5,0,16,Evan,McPherson,1907.0,1905.0,2.0,24.0,1.0,Signed,Superstar,78.0,0.0,0.0,CIN,tier_4,0.7916666666666666,0.967741935483871,0.7058823529411765,,,,CIN,-3
17,P,Thomas,Morstead,Thomas Morstead,NYJ,0,3813,4124,0,86,35,72,0,50,0,7,False,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,17,2,0,0,0,16,Thomas,Morstead,2001.0,1999.0,14.0,37.0,17.0,Signed,Normal,78.0,0.0,0.0,NYJ,tier_4,,,,0.11428571428571428,47.95348837209303,0.9245877788554802,NYJ,1
18,K,Greg,Zuerlein,Greg Zuerlein,NYJ,0,0,0,0,0,0,152,21,0,0,68,False,0,0,34,18,0,4,9,11,10,0,11,10,32,54,15,17,54,2,9,0,15,Greg,Zuerlein,3189.0,3187.0,11.0,35.0,17.0,Signed,Normal,78.0,0.0,0.0,NYJ,tier_4,0.9411764705882353,0.8571428571428571,0.8461538461538461,,,,NYJ,-2
19,K,Younghoe,Koo,Younghoe Koo,ATL,1,0,0,0,0,0,142,30,0,0,34,False,0,0,29,28,0,8,10,5,6,0,5,6,27,55,16,13,19,7,9,0,16,Younghoe,Koo,1638.0,1636.0,6.0,29.0,13.0,Signed,Superstar,80.0,0.0,0.0,ATL,tier_3,0.9310344827586207,0.9333333333333333,0.8888888888888888,,,,ATL,-1
20,P,Bradley,Pinion,Bradley Pinion,ATL,0,3265,3684,0,78,23,79,0,50,0,40,False,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,13,34,0,0,0,16,Bradley,Pinion,2248.0,2246.0,8.0,29.0,13.0,Signed,Normal,77.0,0.0,0.0,ATL,tier_4,,,,0.13043478260869565,47.23076923076923,0.8862649294245385,ATL,-2
21,K,Eddy,Pineiro,Eddy Pineiro,CAR,1,0,0,1,0,0,60,30,0,0,33,False,0,0,29,28,0,9,10,7,3,0,7,3,24,57,16,20,21,5,9,0,16,Eddy,Pineiro,2247.0,2245.0,5.0,27.0,20.0,Signed,Normal,78.0,0.0,0.0,CAR,tier_4,0.8275862068965517,0.9333333333333333,0.7368421052631579,,,,CAR,-3
22,P,Johnny,Hekker,Johnny Hekker,CAR,0,3144,3389,0,71,28,147,0,51,0,35,False,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16,20,20,0,0,1,16,Johnny,Hekker,1203.0,1201.0,11.0,33.0,20.0,Signed,Normal,80.0,0.0,0.0,CAR,tier_3,,,,0.17857142857142858,47.732394366197184,0.92770728828563,CAR,-2
23,P,Ryan,Wright,Ryan Wright,MIN,0,2380,2669,0,56,14,145,0,48,0,33,False,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16,30,17,0,0,0,16,Ryan,Wright,3160.0,3158.0,1.0,23.0,30.0,Signed,Normal,73.0,0.0,0.0,MIN,tier_5,,,,0.35714285714285715,47.660714285714285,0.89171974522293,MIN,-2
24,K,Greg,Joseph,Greg Joseph,MIN,1,0,0,0,0,0,76,35,0,0,46,False,0,0,32,32,0,11,6,6,9,0,6,8,25,58,16,30,34,6,4,0,16,Greg,Joseph,1565.0,1563.0,5.0,29.0,30.0,Signed,Normal,72.0,0.0,0.0,MIN,tier_5,0.78125,0.9142857142857143,0.5882352941176471,,,,MIN,-4
25,P,Jake,Bailey,Jake Bailey,MIA,0,2873,3113,0,68,23,167,0,49,0,40,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16,11,28,0,0,0,16,Jake,Bailey,128.0,126.0,4.0,26.0,11.0,Signed,Normal,74.0,0.0,0.0,MIA,tier_5,,,,0.08695652173913043,45.779411764705884,0.9229039511725025,MIA,1
26,K,Jason,Sanders,Jason Sanders,MIA,1,0,0,2,0,0,75,54,0,0,45,False,0,0,18,51,0,4,6,4,4,0,4,4,13,45,16,11,36,0,5,0,16,Jason,Sanders,2467.0,2465.0,5.0,27.0,11.0,Signed,Star,71.0,0.0,0.0,MIA,tier_5,0.7222222222222222,0.9444444444444444,0.5,,,,MIA,-3
27,P,Jordan,Stout,Jordan Stout,BAL,0,2964,3341,0,71,24,73,0,49,0,1,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,24,0,0,0,0,16,Jordan,Stout,2690.0,2688.0,1.0,25.0,24.0,Signed,Normal,72.0,0.0,0.0,BAL,tier_5,,,,0.041666666666666664,47.056338028169016,0.8871595330739299,BAL,1
28,K,Justin,Tucker,Justin Tucker,BAL,0,0,0,0,0,0,160,43,0,0,84,False,0,0,26,42,0,5,8,8,5,0,8,5,23,50,16,24,68,2,8,0,16,Justin,Tucker,2850.0,2848.0,11.0,33.0,24.0,Signed,Superstar,91.0,0.0,0.0,BAL,tier_1,0.8846153846153846,0.9767441860465116,0.7692307692307693,,,,BAL,-2
29,P,Daniel,Whelan,Daniel Whelan,GB,0,2716,3092,0,68,19,68,0,47,0,0,False,0,4,0,0,0,0,0,0,0,0,0,0,0,0,15,19,0,0,0,0,15,Daniel,Whelan,3003.0,3001.0,0.0,24.0,19.0,Signed,Normal,67.0,0.0,0.0,GB,tier_6,,,,0.21052631578947367,45.470588235294116,0.8783958602846055,GB,-4
30,K,Anders,Carlson,Anders Carlson,GB,0,0,0,0,0,0,147,35,0,0,71,False,0,0,26,32,0,4,6,8,8,0,8,8,23,57,16,19,41,3,4,0,16,Anders,Carlson,450.0,448.0,0.0,25.0,19.0,Signed,Normal,70.0,0.0,0.0,GB,tier_5,0.8846153846153846,0.9142857142857143,0.7,,,,GB,-1
31,K,Graham,Gano,Graham Gano,NYG,1,0,0,0,0,0,61,8,0,0,28,False,0,0,17,8,0,4,6,5,2,0,3,2,11,57,8,15,23,3,3,0,8,Graham,Gano,968.0,966.0,14.0,36.0,15.0,Signed,Normal,83.0,0.0,0.0,NYG,tier_3,0.6470588235294118,1.0,0.6,,,,NYG,-5
32,P,Jamie,Gillan,Jamie Gillan,NYG,0,3412,3659,0,79,20,118,0,49,0,39,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,15,24,0,0,0,16,Jamie,Gillan,1005.0,1003.0,4.0,26.0,15.0,Signed,Star,74.0,0.0,0.0,NYG,tier_5,,,,0.05,46.31645569620253,0.9324952172724789,NYG,3
33,K,Tyler,Bass,Tyler Bass,BUF,1,0,0,3,0,0,145,39,0,0,76,False,0,0,21,39,0,7,3,8,3,0,8,3,17,54,16,2,49,4,2,0,16,Tyler,Bass,167.0,165.0,3.0,26.0,2.0,Signed,Star,80.0,0.0,0.0,BUF,tier_3,0.8095238095238095,1.0,0.6,,,,BUF,-4
34,P,Sam,Martin,Sam Martin,BUF,0,2510,2816,0,61,26,78,0,49,0,0,False,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0,0,0,1,16,Sam,Martin,1810.0,1808.0,10.0,33.0,2.0,Signed,Normal,75.0,0.0,0.0,BUF,tier_4,,,,0.11538461538461539,46.16393442622951,0.8913352272727273,BUF,-2
35,P,Corey,Bojorquez,Corey Bojorquez,CLE,0,3315,3731,0,76,28,145,0,50,0,82,False,0,6,0,0,0,0,0,0,0,0,0,0,0,0,16,4,65,0,0,0,16,Corey,Bojorquez,248.0,246.0,5.0,27.0,4.0,Signed,Star,77.0,0.0,0.0,CLE,tier_4,,,,0.21428571428571427,49.0921052631579,0.8885017421602788,CLE,-2
36,K,Dustin,Hopkins,Dustin Hopkins,CLE,0,0,0,0,0,0,70,30,0,0,43,False,0,0,37,28,0,10,16,5,6,0,5,6,32,58,15,4,28,8,13,0,16,Dustin,Hopkins,1301.0,1299.0,10.0,32.0,4.0,Signed,Normal,74.0,0.0,0.0,CLE,tier_5,0.8648648648648649,0.9333333333333333,0.8076923076923077,,,,CLE,2
37,K,Brandon,Aubrey,Brandon Aubrey,DAL,0,0,0,0,0,0,82,46,0,0,49,False,0,0,30,43,0,10,2,8,10,0,8,10,27,58,16,10,46,7,2,0,16,Brandon,Aubrey,3193.0,3191.0,1.0,28.0,10.0,Signed,Normal,74.0,0.0,0.0,DAL,tier_5,0.9,0.9347826086956522,0.75,,,,DAL,0
38,P,Bryan,Anger,Bryan Anger,DAL,0,2363,2623,0,54,18,146,0,51,0,84,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,10,67,0,0,0,16,Bryan,Anger,83.0,81.0,11.0,34.0,10.0,Signed,Normal,79.0,0.0,0.0,DAL,tier_4,,,,0.05555555555555555,48.574074074074076,0.900876858558902,DAL,4
39,P,Riley,Dixon,Riley Dixon,DEN,0,2650,2866,0,64,26,64,0,49,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,0,16,Riley,Dixon,718.0,716.0,7.0,30.0,3.0,Signed,Normal,74.0,0.0,0.0,DEN,tier_5,,,,0.0,44.78125,0.9246336357292394,DEN,2
40,K,Wil,Lutz,Wil Lutz,DEN,0,0,0,1,0,0,160,44,0,0,84,False,0,0,27,42,0,5,5,8,9,0,7,9,24,56,16,3,65,3,5,0,16,Wil,Lutz,1770.0,1768.0,7.0,29.0,3.0,Signed,Normal,75.0,0.0,0.0,DEN,tier_4,0.8888888888888888,0.9545454545454546,0.8,,,,DEN,0
41,K,Matt,Prater,Matt Prater,ARI,0,0,0,0,0,0,122,22,0,0,67,False,0,0,25,20,0,7,6,8,4,0,7,4,23,62,16,6,50,6,6,0,16,Matt,Prater,2271.0,2269.0,16.0,39.0,6.0,Signed,Normal,78.0,0.0,0.0,ARI,tier_4,0.92,0.9090909090909091,0.9230769230769231,,,,ARI,1
42,P,Blake,Gillikin,Blake Gillikin,ARI,0,2610,2924,0,60,20,74,0,51,0,2,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15,6,1,0,0,0,16,Blake,Gillikin,1010.0,1008.0,3.0,25.0,6.0,Signed,Normal,78.0,0.0,0.0,ARI,tier_4,,,,0.1,48.733333333333334,0.8926128590971272,ARI,2
43,P,Lou,Hedley,Lou Hedley,NO,0,3216,3526,0,82,31,83,0,46,0,1,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16,26,1,0,0,0,16,Lou,Hedley,2296.0,2294.0,0.0,30.0,26.0,Signed,Normal,65.0,0.0,0.0,NO,tier_6,,,,0.06451612903225806,43.0,0.9120816789563244,NO,2
44,K,Blake,Grupe,Blake Grupe,NO,0,0,0,0,0,0,134,36,0,0,83,False,0,0,32,34,0,9,11,4,8,0,4,7,27,56,16,26,60,7,9,0,16,Blake,Grupe,607.0,605.0,0.0,24.0,26.0,Signed,Normal,69.0,0.0,0.0,NO,tier_6,0.84375,0.9444444444444444,0.8,,,,NO,3
45,P,Braden,Mann,Braden Mann,PHI,0,1719,1898,0,41,20,58,0,48,0,0,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,12,0,0,0,0,16,Braden,Mann,1797.0,1795.0,3.0,25.0,12.0,Signed,Normal,73.0,0.0,0.0,PHI,tier_5,,,,0.05,46.292682926829265,0.9056902002107482,PHI,1
46,K,Jake,Elliott,Jake Elliott,PHI,0,0,0,0,0,0,189,55,0,0,97,False,0,0,30,51,0,10,6,8,6,0,7,6,28,61,16,12,78,9,6,0,16,Jake,Elliott,808.0,806.0,6.0,28.0,12.0,Signed,Normal,81.0,0.0,0.0,PHI,tier_3,0.9333333333333333,0.9272727272727272,0.9375,,,,PHI,0
47,K,Nick,Folk,Nick Folk,TEN,0,0,0,0,0,0,63,23,0,0,38,False,0,0,31,23,0,6,7,10,8,0,10,8,29,55,16,29,21,4,7,0,16,Nick,Folk,898.0,896.0,15.0,38.0,29.0,Signed,Normal,79.0,0.0,0.0,TEN,tier_4,0.9354838709677419,1.0,0.8461538461538461,,,,TEN,3
48,P,Ryan,Stonehouse,Ryan Stonehouse,TEN,0,2965,3463,0,69,36,144,0,51,0,69,False,0,6,0,0,0,0,0,0,0,0,0,0,0,0,16,29,56,0,0,0,16,Ryan,Stonehouse,2688.0,2686.0,1.0,24.0,29.0,Signed,Normal,81.0,0.0,0.0,TEN,tier_3,,,,0.16666666666666666,50.18840579710145,0.8561940514005197,TEN,-3
49,K,Ka'imi,Fairbairn,Ka'imi Fairbairn,HOU,0,0,0,0,0,0,150,34,0,0,78,False,0,0,34,34,0,8,5,13,8,0,13,8,30,58,16,31,50,4,5,0,16,Ka'imi,Fairbairn,848.0,846.0,7.0,29.0,31.0,Signed,Normal,79.0,0.0,0.0,HOU,tier_4,0.8823529411764706,1.0,0.6923076923076923,,,,HOU,1
50,P,Cameron,Johnston,Cameron Johnston,HOU,0,2427,2609,0,57,20,73,0,48,0,1,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,31,0,0,0,1,16,Cameron,Johnston,1500.0,1498.0,5.0,31.0,31.0,Signed,Normal,73.0,0.0,0.0,HOU,tier_5,,,,0.05,45.771929824561404,0.9302414718282866,HOU,3
51,P,Ethan,Evans,Ethan Evans,LAR,0,2345,2655,0,57,19,58,0,46,0,40,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16,23,35,0,0,1,16,Ethan,Evans,835.0,833.0,0.0,22.0,23.0,Signed,Normal,68.0,0.0,0.0,LAR,tier_6,,,,0.10526315789473684,46.578947368421055,0.8832391713747646,LAR,2
52,K,Brett,Maher,Brett Maher,LAR,1,0,0,1,0,0,148,30,0,0,36,False,0,0,32,28,0,10,12,6,4,0,6,4,24,54,14,23,22,4,10,0,14,Brett,Maher,1789.0,1787.0,5.0,33.0,23.0,Signed,Normal,73.0,0.0,0.0,LAR,tier_5,0.75,0.9333333333333333,0.6363636363636364,,,,LAR,-4
53,P,Pressley,Harvin III,Pressley Harvin III,PIT,0,3039,3323,0,71,32,47,0,58,0,0,False,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,28,0,0,0,0,16,Pressley,Harvin III,1178.0,1176.0,2.0,24.0,28.0,Signed,Normal,72.0,0.0,0.0,PIT,tier_5,,,,0.09375,46.80281690140845,0.914535058681914,PIT,2
54,K,Chris,Boswell,Chris Boswell,PIT,0,0,0,1,0,0,139,28,0,0,74,False,0,0,35,28,0,11,9,9,6,0,8,6,31,57,16,28,57,8,9,0,16,Chris,Boswell,272.0,270.0,9.0,32.0,28.0,Signed,Normal,79.0,0.0,0.0,PIT,tier_4,0.8857142857142857,1.0,0.85,,,,PIT,3
55,P,Trenton,Gill,Trenton Gill,CHI,0,2420,2775,0,62,15,73,0,47,0,2,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,16,Trenton,Gill,1004.0,1002.0,1.0,25.0,0.0,Signed,Normal,69.0,0.0,0.0,CHI,tier_6,,,,0.06666666666666667,44.75806451612903,0.872072072072072,CHI,0
56,K,Cairo,Santos,Cairo Santos,CHI,1,0,0,3,0,0,145,34,0,0,76,False,0,0,27,31,0,11,6,6,4,0,5,4,22,54,16,0,56,8,5,0,16,Cairo,Santos,2470.0,2468.0,9.0,31.0,0.0,Signed,Normal,74.0,0.0,0.0,CHI,tier_5,0.8148148148148148,0.9117647058823529,0.7647058823529411,,,,CHI,-2
57,P,Logan,Cooke,Logan Cooke,JAX,0,2931,3183,0,67,30,153,0,51,0,92,False,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16,16,74,0,0,0,16,Logan,Cooke,568.0,566.0,5.0,28.0,16.0,Signed,Normal,80.0,0.0,0.0,JAX,tier_3,,,,0.16666666666666666,47.507462686567166,0.9208294062205467,JAX,-2
58,K,Brandon,McManus,Brandon McManus,JAX,0,0,0,0,0,0,79,33,0,0,44,False,0,0,33,33,0,11,12,9,1,0,9,1,29,56,16,16,35,8,11,0,16,Brandon,McManus,1900.0,1898.0,10.0,32.0,16.0,Signed,Normal,76.0,0.0,0.0,JAX,tier_4,0.8787878787878788,1.0,0.8260869565217391,,,,JAX,2
59,P,A.J.,Cole III,A.J. Cole III,LV,0,2911,3060,0,64,25,146,0,52,0,80,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,22,60,0,0,0,16,A.J.,Cole III,536.0,534.0,4.0,27.0,22.0,Signed,Superstar,83.0,0.0,0.0,LV,tier_3,,,,0.04,47.8125,0.9513071895424836,LV,2
60,K,Daniel,Carlson,Daniel Carlson,LV,0,0,0,2,0,0,74,32,0,0,39,False,0,0,28,31,0,5,10,2,11,0,2,11,25,56,16,22,24,3,9,0,16,Daniel,Carlson,451.0,449.0,5.0,28.0,22.0,Signed,Superstar,82.0,0.0,0.0,LV,tier_3,0.8928571428571429,0.96875,0.8,,,,LV,-2
61,K,Jake,Moody,Jake Moody,SF,0,0,0,1,0,0,85,52,0,0,38,False,0,0,29,51,0,9,8,5,7,0,5,7,23,57,16,14,22,5,6,0,16,Jake,Moody,1970.0,1968.0,0.0,23.0,14.0,Signed,Normal,76.0,0.0,0.0,SF,tier_4,0.7931034482758621,0.9807692307692307,0.6470588235294118,,,,SF,-3
62,P,Mitch,Wishnowsky,Mitch Wishnowsky,SF,0,2432,2583,0,54,29,150,0,50,0,52,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,14,36,0,0,0,16,Mitch,Wishnowsky,3118.0,3116.0,4.0,31.0,14.0,Signed,Normal,77.0,0.0,0.0,SF,tier_4,,,,0.034482758620689655,47.833333333333336,0.9415408439798684,SF,4
63,P,Jake,Camarda,Jake Camarda,TB,0,3130,3630,0,74,22,79,0,49,0,37,False,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,5,24,0,0,1,16,Jake,Camarda,433.0,431.0,1.0,24.0,5.0,Signed,Normal,75.0,0.0,0.0,TB,tier_4,,,,0.18181818181818182,49.054054054054056,0.8622589531680441,TB,-1
64,K,Chase,McLaughlin,Chase McLaughlin,TB,0,0,0,0,0,0,139,33,0,0,39,False,0,0,26,32,0,6,4,9,7,0,9,7,24,57,16,5,20,5,3,0,16,Chase,McLaughlin,1896.0,1894.0,4.0,27.0,5.0,Signed,Normal,76.0,0.0,0.0,TB,tier_4,0.9230769230769231,0.9696969696969697,0.8,,,,TB,1
65,K,Chris,Blewitt,Chris Blewitt,NYG,0,0,0,1,0,0,36,14,0,0,0,False,0,0,19,12,0,6,3,7,3,0,7,3,16,55,9,15,0,3,3,0,9,Chris,Blewitt,239.0,237.0,2.0,28.0,15.0,Signed,Normal,66.0,0.0,0.0,NYG,tier_6,0.8421052631578947,0.8571428571428571,0.6666666666666666,,,,NYG,-4
