Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,GAMESSTARTED,OLINEPANCAKES,OLINESACKSALLOWED,DOWNSPLAYED,STAT_KEEP,GAMESPLAYED,YEARBYYEARTEAMINDEX,GAMERATING,SEAS_YEAR,FirstName_y,LastName_y,PLYR_ASSETNAME,Row Excel,Row Editor,YearsPro,Age,TeamIndex,ContractStatus,TraitDevelopment,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,SacksPer1000Snaps,TeamName_y,SkillPointOL
277,LG,Knijeah,Harris,Knijeah Harris,CHI,15,5,4,987,False,15,0,0,6,Knijeah,Harris,KnijeahHarris_28123,2908.0,2906.0,1.0,23.0,0.0,Signed,Normal,71.0,0.0,0.0,CHI,tier_5,4.052684903748734,CHI,0
278,RG,Mike,Onwenu,Mike Onwenu,TB,16,0,2,1138,False,16,5,0,6,Mike,Onwenu,OnwenuMichael_21205,2135.0,2133.0,9.0,31.0,5.0,Signed,Star,74.0,0.0,0.0,TB,tier_5,1.757469244288225,TB,3
286,LG,Owen,Hollenbeck,Owen Hollenbeck,PIT,14,10,6,884,False,14,28,0,6,Owen,Hollenbeck,OwenHollenbeck_29319,3533.0,3531.0,0.0,22.0,28.0,Signed,Star,77.0,0.0,0.0,PIT,tier_4,6.787330316742081,PIT,-4
294,LG,Cole,Hutson,Cole Hutson,BAL,16,9,3,1045,False,16,24,0,6,Cole,Hutson,,706.0,704.0,3.0,26.0,24.0,Signed,Normal,81.0,0.0,0.0,BAL,tier_3,2.8708133971291865,BAL,1
304,LT,Kodi,Greene,Kodi Greene,SF,13,6,8,779,False,13,14,0,6,Kodi,Greene,KodiGreene_29129,2478.0,2476.0,0.0,21.0,14.0,Signed,Star,77.0,0.0,0.0,SF,tier_4,10.269576379974325,SF,-4
311,LG,Keaton,Bills,Keaton Bills,TEN,12,4,10,947,False,12,29,0,6,Keaton,Bills,,1580.0,1578.0,4.0,27.0,29.0,Signed,Normal,79.0,0.0,0.0,TEN,tier_4,10.559662090813093,TEN,-7
316,LG,Kelvin,Banks Jr,Kelvin Banks Jr,SEA,10,0,2,736,False,10,27,0,6,Kelvin,Banks Jr,,427.0,425.0,4.0,25.0,27.0,Signed,Star,76.0,0.0,0.0,SEA,tier_4,2.717391304347826,SEA,2
340,RT,Matt,Gonclaves,Matt Gonclaves,NO,16,0,13,1030,False,16,26,0,6,Matt,Gonclaves,,3312.0,3310.0,5.0,28.0,26.0,Signed,Normal,73.0,0.0,0.0,NO,tier_5,12.62135922330097,NO,-6
356,LG,Alex,Birchmeier,Alex Birchmeier,NO,16,0,8,1143,False,16,26,0,6,Alex,Birchmeier,,1075.0,1073.0,3.0,24.0,26.0,Signed,Star,78.0,0.0,0.0,NO,tier_4,6.99912510936133,NO,-4
374,LG,Trey,Zuhn III,Trey Zuhn III,TB,10,0,3,708,False,10,5,0,6,Trey,Zuhn III,,2076.0,2074.0,3.0,26.0,5.0,Signed,Normal,82.0,0.0,0.0,TB,tier_3,4.237288135593221,TB,-2
388,LT,Jared,Penning,Jared Penning,DEN,16,0,7,1109,False,16,3,0,6,Jared,Penning,,406.0,404.0,4.0,27.0,3.0,Signed,Normal,67.0,0.0,0.0,DEN,tier_6,6.311992786293959,DEN,7
393,RG,Donovan,Jackson,Donovan Jackson,LV,16,0,6,1109,False,16,22,0,6,Donovan,Jackson,JacksonDonovan_320,3260.0,3258.0,5.0,27.0,22.0,Signed,Normal,77.0,0.0,0.0,LV,tier_4,5.410279531109108,LV,-4
404,C,Drake,Nugent,Drake Nugent,TB,16,0,7,1178,False,16,5,0,6,Drake,Nugent,NugentDrake_473,3413.0,3411.0,5.0,28.0,5.0,Signed,Normal,79.0,0.0,0.0,TB,tier_4,5.942275042444821,TB,-1
409,RG,Sean,Rhyan,Sean Rhyan,NO,14,0,2,857,False,14,26,0,6,Sean,Rhyan,RhyanSean_22443,2357.0,2355.0,7.0,30.0,26.0,Signed,Normal,78.0,0.0,0.0,NO,tier_4,2.333722287047841,NO,-1
417,LG,Drew,Hill,Drew Hill,SF,9,2,4,697,False,15,14,0,6,Drew,Hill,DrewHill_29729,2510.0,2508.0,0.0,22.0,14.0,Signed,Normal,69.0,0.0,0.0,SF,tier_6,5.738880918220947,SF,1
429,C,Carson,Hinzman,Carson Hinzman,SEA,14,0,5,1079,False,14,27,0,6,Carson,Hinzman,,2001.0,1999.0,2.0,25.0,27.0,Signed,Normal,75.0,0.0,0.0,SEA,tier_4,4.633920296570898,SEA,2
432,C,Connor,Williams,Connor Williams,NE,12,0,0,923,False,12,21,0,6,Connor,Williams,WilliamsConnor_13100,3035.0,3033.0,11.0,32.0,21.0,Signed,Normal,74.0,0.0,0.0,NE,tier_5,0.0,NE,12
467,RG,Champ,Taulealea,Champ Taulealea,SF,16,4,7,1080,False,16,14,0,6,Champ,Taulealea,,1204.0,1202.0,0.0,22.0,14.0,Signed,Normal,71.0,0.0,0.0,SF,tier_5,6.481481481481481,SF,-6
490,RT,Walter,Rouse,Walter Rouse,BUF,16,1,11,1080,False,16,2,0,6,Walter,Rouse,RouseWalter_436,3376.0,3374.0,5.0,28.0,2.0,Signed,Superstar,90.0,0.0,0.0,BUF,tier_1,10.185185185185187,BUF,-7
511,RT,Samson,Okunlola,Samson Okunlola,CIN,16,1,7,1202,False,16,1,0,6,Samson,Okunlola,SamsonOkunlola_28132,3567.0,3565.0,1.0,23.0,1.0,Signed,Star,86.0,0.0,0.0,CIN,tier_2,5.8236272878535775,CIN,-1
512,RT,Jayden,Williams,Jayden Williams,DAL,10,0,3,723,False,10,10,0,6,Jayden,Williams,DevonteGordon_4712,515.0,513.0,4.0,26.0,10.0,Signed,Normal,69.0,0.0,0.0,DAL,tier_6,4.149377593360996,DAL,7
522,C,Juice,Scruggs,Juice Scruggs,IND,15,7,6,1152,False,15,9,0,6,Juice,Scruggs,ScruggsJuice_22877,2504.0,2502.0,6.0,29.0,9.0,Signed,Normal,81.0,0.0,0.0,IND,tier_3,5.208333333333333,IND,-2
536,LG,Steve,Avila,Steve Avila,LAR,12,0,8,857,False,12,23,0,6,Steve,Avila,AvilaSteve_22859,118.0,116.0,6.0,29.0,23.0,Signed,Normal,80.0,0.0,0.0,LAR,tier_3,9.334889148191364,LAR,-5
549,LG,Landon,Dickerson,Landon Dickerson,PHI,16,0,6,1173,False,16,12,0,6,Landon,Dickerson,DickersonLandon_21642,703.0,701.0,8.0,30.0,12.0,Signed,Superstar,91.0,0.0,0.0,PHI,tier_1,5.115089514066496,PHI,-4
554,RG,Robert,Hunt,Robert Hunt,MIA,16,0,1,1197,False,16,11,0,6,Robert,Hunt,HuntRobert_21291,1347.0,1345.0,9.0,33.0,11.0,Signed,Star,79.0,0.0,0.0,MIA,tier_4,0.835421888053467,MIA,5
568,RG,Chris,Lindstrom,Chris Lindstrom,ATL,16,0,0,1195,False,16,13,0,6,Chris,Lindstrom,LindstromChris_20369,1732.0,1730.0,10.0,32.0,13.0,Signed,Superstar,85.0,0.0,0.0,ATL,tier_2,0.0,ATL,6
593,RT,Tyree,Adams,Tyree Adams,LAC,16,0,13,1035,False,16,7,0,6,Tyree,Adams,TyreeAdams_28118,3446.0,3444.0,1.0,24.0,7.0,Signed,Normal,72.0,0.0,0.0,LAC,tier_5,12.56038647342995,LAC,-6
596,RG,Kiran,Amegadjie,Kiran Amegadjie,GB,16,2,2,1072,False,16,19,0,6,Kiran,Amegadjie,,3274.0,3272.0,5.0,28.0,19.0,Signed,Superstar,82.0,0.0,0.0,GB,tier_3,1.8656716417910448,GB,1
601,LG,Ed,Ingram,Ed Ingram,NE,16,0,5,1153,False,16,21,0,6,Ed,Ingram,IngramEd_22118,1371.0,1369.0,7.0,30.0,21.0,Signed,Normal,85.0,0.0,0.0,NE,tier_2,4.336513443191674,NE,-3
604,LT,Andrew,Chamblee,Andrew Chamblee,DAL,14,0,5,976,False,14,10,0,6,Andrew,Chamblee,,2183.0,2181.0,2.0,25.0,10.0,Signed,Normal,84.0,0.0,0.0,DAL,tier_3,5.1229508196721305,DAL,4
618,LT,Charles,Cross,Charles Cross,SEA,13,0,8,985,False,13,27,0,6,Charles,Cross,CrossCharles_22437,608.0,606.0,7.0,28.0,27.0,Signed,Star,83.0,0.0,0.0,SEA,tier_3,8.121827411167514,SEA,1
622,C,Greg,Crippen,Greg Crippen,BAL,8,0,5,520,False,10,24,0,6,Greg,Crippen,,72.0,70.0,3.0,26.0,24.0,Signed,Normal,66.0,0.0,0.0,BAL,tier_6,9.615384615384617,BAL,-2
653,LG,Alex,Birchmeier,Alex Birchmeier,DAL,16,0,4,1139,False,16,10,0,6,Alex,Birchmeier,AlexBirchmeier_28221,159.0,157.0,1.0,24.0,10.0,Signed,Star,70.0,0.0,0.0,DAL,tier_5,3.5118525021949076,DAL,3
658,LG,Quenton,Nelson,Quenton Nelson,DEN,16,0,3,1057,False,16,3,0,6,Quenton,Nelson,NelsonQuenton_13081,2058.0,2056.0,11.0,33.0,3.0,Signed,Star,77.0,0.0,0.0,DEN,tier_4,2.838221381267739,DEN,2
661,RG,Masai,Reddick,Masai Reddick,DAL,16,0,3,1141,False,16,10,0,6,Masai,Reddick,ReddickMasai_598,1395.0,1393.0,2.0,24.0,10.0,Signed,Normal,76.0,0.0,0.0,DAL,tier_4,2.629272567922875,DAL,-1
681,LG,LaDarius,Henderson,LaDarius Henderson,ATL,16,0,3,1107,False,16,13,0,6,LaDarius,Henderson,HendersonLaDarius_528,3465.0,3463.0,5.0,27.0,13.0,Signed,Normal,75.0,0.0,0.0,ATL,tier_4,2.710027100271003,ATL,2
692,LG,James,Durand,James Durand,CIN,7,0,3,536,False,10,1,0,6,James,Durand,JamesDurand_28634,3066.0,3064.0,1.0,24.0,1.0,Signed,Normal,67.0,0.0,0.0,CIN,tier_6,5.597014925373134,CIN,1
701,RG,O'Cyrus,Torrence,O'Cyrus Torrence,BUF,14,4,1,1002,False,14,2,0,6,O'Cyrus,Torrence,TorrenceOCyrus_22852,2833.0,2831.0,6.0,29.0,2.0,Signed,Star,87.0,0.0,0.0,BUF,tier_2,0.998003992015968,BUF,2
708,C,Ryan,Brubaker,Ryan Brubaker,DAL,16,0,3,1213,False,16,10,0,6,Ryan,Brubaker,BrubakerRyan_434,2275.0,2273.0,2.0,25.0,10.0,Signed,Normal,73.0,0.0,0.0,DAL,tier_5,2.4732069249793898,DAL,6
712,C,Demetrius,Hunter,Demetrius Hunter,PHI,7,0,3,486,False,13,12,0,6,Demetrius,Hunter,HunterDemetrius_437,947.0,945.0,2.0,25.0,12.0,Signed,Normal,66.0,0.0,0.0,PHI,tier_6,6.172839506172839,PHI,1
715,LT,Calvin,Clements,Calvin Clements,CHI,13,2,6,918,False,13,0,0,6,Calvin,Clements,ClementsCalvin_307,2017.0,2015.0,2.0,25.0,0.0,Signed,Superstar,94.0,0.0,0.0,CHI,tier_1,6.5359477124183005,CHI,-2
731,RG,Pat,Coogan,Pat Coogan,CIN,16,0,3,1213,False,16,1,0,6,Pat,Coogan,,444.0,442.0,3.0,25.0,1.0,Signed,Normal,70.0,0.0,0.0,CIN,tier_5,2.4732069249793898,CIN,0
737,C,Zach,Tom,Zach Tom,GB,16,4,7,1149,False,16,19,0,6,Zach,Tom,TomZach_22434,2820.0,2818.0,7.0,30.0,19.0,Signed,Normal,78.0,0.0,0.0,GB,tier_4,6.0922541340295915,GB,-1
792,LG,Earnest,Greene III,Earnest Greene III,NYJ,16,0,15,1182,False,16,17,0,6,Earnest,Greene III,,132.0,130.0,3.0,24.0,17.0,Signed,Normal,75.0,0.0,0.0,NYJ,tier_4,12.690355329949238,NYJ,-7
794,RT,Taliese,Fuaga,Taliese Fuaga,IND,14,4,13,1017,False,14,9,0,6,Taliese,Fuaga,,3231.0,3229.0,5.0,28.0,9.0,Signed,Star,83.0,0.0,0.0,IND,tier_3,12.782694198623402,IND,-8
806,RG,Jaylen,Early,Jaylen Early,LAC,14,0,3,889,False,14,7,0,6,Jaylen,Early,EarlyJaylen_464,958.0,956.0,2.0,25.0,7.0,Signed,Normal,80.0,0.0,0.0,LAC,tier_3,3.374578177727784,LAC,-2
812,LT,Tristan,Wirfs,Tristan Wirfs,HOU,16,5,9,1086,False,16,31,0,6,Tristan,Wirfs,WirfsTristan_20971,3114.0,3112.0,9.0,30.0,31.0,Signed,Superstar,81.0,0.0,0.0,HOU,tier_3,8.287292817679557,HOU,1
835,RG,E.J.,Harris,E.J. Harris,SEA,16,0,1,1184,False,16,27,0,6,E.J.,Harris,HarrisEJ_419,1393.0,1391.0,2.0,25.0,27.0,Signed,Star,71.0,0.0,0.0,SEA,tier_5,0.8445945945945946,SEA,6
880,C,Frank,Ragnow,Frank Ragnow,DET,14,0,3,1005,False,14,18,0,6,Frank,Ragnow,RagnowFrank_13110,2310.0,2308.0,11.0,33.0,18.0,Signed,Superstar,88.0,0.0,0.0,DET,tier_2,2.985074626865672,DET,-1
911,LT,Brandon,Baker,Brandon Baker,TB,14,0,14,977,False,14,5,0,6,Brandon,Baker,BakerBrandon_313,2110.0,2108.0,2.0,24.0,5.0,Signed,Star,77.0,0.0,0.0,TB,tier_4,14.329580348004095,TB,-7
943,LT,Braxton,Jones,Braxton Jones,IND,14,3,6,1025,False,14,9,0,6,Braxton,Jones,JonesBraxton_22135,1517.0,1515.0,7.0,30.0,9.0,Signed,Star,73.0,0.0,0.0,IND,tier_5,5.853658536585366,IND,6
944,C,Andrew,Raym,Andrew Raym,CIN,14,1,4,1005,False,14,1,0,6,Andrew,Raym,,3416.0,3414.0,5.0,28.0,1.0,Signed,Normal,81.0,0.0,0.0,CIN,tier_3,3.980099502487562,CIN,1
956,LG,Garrett,Schwiebert,Garrett Schwiebert,BUF,13,5,2,845,False,13,2,0,6,Garrett,Schwiebert,,490.0,488.0,3.0,26.0,2.0,Signed,Normal,77.0,0.0,0.0,BUF,tier_4,2.366863905325444,BUF,5
972,RT,JC,Latham,JC Latham,NYJ,16,0,6,1182,False,16,17,0,6,JC,Latham,LathamJC_267,3207.0,3205.0,5.0,26.0,17.0,Signed,Normal,85.0,0.0,0.0,NYJ,tier_2,5.076142131979695,NYJ,-1
1015,C,Jonathan,Denis,Jonathan Denis,SF,14,1,8,1009,False,14,14,0,6,Jonathan,Denis,,2397.0,2395.0,3.0,26.0,14.0,Signed,Normal,76.0,0.0,0.0,SF,tier_4,7.928642220019821,SF,-4
1028,LT,Rashawn,Slater,Rashawn Slater,LAC,16,0,15,1047,False,16,7,0,6,Rashawn,Slater,SlaterRashawn_21541,2567.0,2565.0,8.0,30.0,7.0,Signed,Superstar,91.0,0.0,0.0,LAC,tier_1,14.326647564469916,LAC,-10
1031,LG,Harris,Sewell,Harris Sewell,LAC,14,0,3,968,False,14,7,0,6,Harris,Sewell,SewellHarris_339,2322.0,2320.0,2.0,24.0,7.0,Signed,Superstar,86.0,0.0,0.0,LAC,tier_2,3.0991735537190084,LAC,-1
1102,RT,Josh,Petty,Josh Petty,SEA,15,0,12,1093,False,15,27,0,6,Josh,Petty,JoshPetty_2817,3498.0,3496.0,1.0,22.0,27.0,Signed,Normal,76.0,0.0,0.0,SEA,tier_4,10.978956999085087,SEA,-4
1113,LT,Brandon,Coleman,Brandon Coleman,LV,16,0,12,1109,False,16,22,0,6,Brandon,Coleman,ColemanBrandon_409,3349.0,3347.0,5.0,28.0,22.0,Signed,Normal,75.0,0.0,0.0,LV,tier_4,10.820559062218216,LV,-4
1131,RG,Shadre,Hurst,Shadre Hurst,TB,6,0,17,515,False,16,5,0,6,Shadre,Hurst,HurstShadre_689,46.0,44.0,2.0,25.0,5.0,Signed,Normal,71.0,0.0,0.0,TB,tier_5,33.00970873786408,TB,-6
1134,LT,Elijah,Paige,Elijah Paige,HOU,16,2,8,1071,False,16,31,0,6,Elijah,Paige,ElijahPaige_28438,1315.0,1313.0,1.0,24.0,31.0,Signed,Normal,74.0,0.0,0.0,HOU,tier_5,7.469654528478058,HOU,3
1186,LG,Simione,Pale,Simione Pale,GB,16,5,3,1071,False,16,19,0,6,Simione,Pale,,2005.0,2003.0,1.0,23.0,19.0,Signed,Normal,74.0,0.0,0.0,GB,tier_5,2.8011204481792715,GB,3
1206,C,Mason,Short,Mason Short,NO,16,0,11,1040,False,16,26,0,6,Mason,Short,MasonShort_2933,1263.0,1261.0,0.0,22.0,26.0,Signed,Normal,72.0,0.0,0.0,NO,tier_5,10.576923076923077,NO,-6
1212,LT,Orlando,Brown,Orlando Brown,CIN,16,7,5,1207,False,16,1,0,6,Orlando,Brown,BrownOrlando_13083,358.0,356.0,11.0,33.0,1.0,Signed,Star,87.0,0.0,0.0,CIN,tier_2,4.142502071251036,CIN,6
1310,C,Joe,Tippmann,Joe Tippmann,NYJ,16,0,10,1150,False,16,17,0,6,Joe,Tippmann,TippmannJoe_22876,2813.0,2811.0,6.0,28.0,17.0,Signed,Star,77.0,0.0,0.0,NYJ,tier_4,8.695652173913043,NYJ,-4
1371,RT,Logan,Taylor,Logan Taylor,KC,14,0,1,1021,False,14,8,0,6,Logan,Taylor,,229.0,227.0,3.0,26.0,8.0,Signed,Star,89.0,0.0,0.0,KC,tier_2,0.9794319294809011,KC,6
1378,LG,Mario,Nash Jr,Mario Nash Jr,KC,11,1,1,790,False,12,8,0,6,Mario,Nash Jr,,2136.0,2134.0,0.0,23.0,8.0,Signed,Normal,68.0,0.0,0.0,KC,tier_6,1.2658227848101267,KC,7
1582,C,Dominic,Rulli,Dominic Rulli,MIA,16,0,5,1049,False,16,11,0,6,Dominic,Rulli,,1718.0,1716.0,2.0,25.0,11.0,Signed,Normal,73.0,0.0,0.0,MIA,tier_5,4.7664442326024785,MIA,0
1636,LG,Malachi,Goodman,Malachi Goodman,CAR,16,0,7,1174,False,16,20,0,6,Malachi,Goodman,MalachiGoodman_29126,3470.0,3468.0,0.0,23.0,20.0,Signed,Normal,72.0,0.0,0.0,CAR,tier_5,5.96252129471891,CAR,0
1638,RT,Brian,O'Neill,Brian O'Neill,CAR,12,0,7,901,False,12,20,0,6,Brian,O'Neill,ONeillBrian_13257,2133.0,2131.0,11.0,33.0,20.0,Signed,Star,75.0,0.0,0.0,CAR,tier_4,7.769145394006659,CAR,-1
1641,RG,Garrett,Dellinger,Garrett Dellinger,CAR,16,0,0,1281,False,16,20,0,6,Garrett,Dellinger,,303.0,301.0,4.0,27.0,20.0,Signed,Star,90.0,0.0,0.0,CAR,tier_1,0.0,CAR,4
1642,C,Bryce,Foster,Bryce Foster,CAR,15,0,5,1071,False,15,20,0,6,Bryce,Foster,,419.0,417.0,4.0,26.0,20.0,Signed,Star,77.0,0.0,0.0,CAR,tier_4,4.6685340802987865,CAR,2
1643,LT,Andrew,Thomas,Andrew Thomas,CAR,13,0,7,981,False,13,20,0,6,Andrew,Thomas,ThomasAndrew_20964,2770.0,2768.0,9.0,30.0,20.0,Signed,Superstar,80.0,0.0,0.0,CAR,tier_3,7.135575942915392,CAR,1
