Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,STAT_KEEP,DLINEFUMBLERECOVERYYARDS,DSECINTRETURNYARDS,DOWNSPLAYED,DLINEFUMBLERECOVERIES,ASSDEFTACKLES,BIGHITS,DEFTACKLES,DLINEHALFSACK,SEAS_YEAR,CTHALLOWED,DSECINTLONGESTRETURN,DLINESAFETIES,DSECINTS,DSECINTTDS,GAMERATING,DEFPASSDEFLECTIONS,DLINEBLOCKS,YEARBYYEARTEAMINDEX,DEFTACKLESFORLOSS,DLINEFORCEDFUMBLES,DLINESACKS,DLINEFUMBLETDS,GAMESPLAYED,GAMESSTARTED,FirstName_y,LastName_y,PLYR_ASSETNAME,Row Excel,Row Editor,YearsPro,Age,TeamIndex,ContractStatus,TraitDevelopment,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,DLSacksAndTFLPer1000Snaps,DTSacksAndTFLPer1000Snaps,TotalTurnoversPer1000Snaps,LBSacksTFLPassDeflPer1000Snaps,TacklesPer1000Snaps,CBPassDeflPer1000Snaps,CBCatchAllowPer100Snaps,SafetiesCatchAllowMinusPDPerGame,TeamName_y,SkillPointDef
123,LOLB,Kaleb,Blanton,Kaleb Blanton,KC,True,0,0,311,0,3,3,3,0,6,0,0,0,0,0,0,0,0,8,0,0,0,0,16,1,Kaleb,Blanton,KalebBlanton_2863377,282.0,280.0,1.0,24.0,8.0,Signed,Normal,64.0,0.0,0.0,KC,tier_6,0.0,0.0,0.0,0.0,19.29260450160772,0.0,0.0,0.0,KC,-3
126,FS,Anquon,Fegans,Anquon Fegans,KC,True,0,13,1198,0,36,46,68,0,6,36,13,0,1,0,0,13,0,8,0,0,0,0,16,5,Anquon,Fegans,,3624.0,3622.0,0.0,22.0,8.0,Signed,Normal,74.0,0.0,0.0,KC,tier_5,0.0,0.0,0.8347245409015025,10.851419031719532,86.81135225375625,10.851419031719532,3.005008347245409,1.4375,KC,5
140,LOLB,Zaven,Collins,Zaven Collins,CAR,True,19,15,430,1,14,23,34,0,6,9,15,0,1,0,0,3,0,20,5,1,0,0,10,10,Zaven,Collins,CollinsZaven_21495,553.0,551.0,8.0,30.0,20.0,Signed,Star,75.0,0.0,0.0,CAR,tier_4,11.627906976744185,11.627906976744185,6.976744186046512,18.6046511627907,111.62790697674419,6.976744186046512,2.0930232558139537,0.6,CAR,13
145,LE,Akili,Calhoun,Akili Calhoun,MIA,True,0,0,753,0,11,28,35,0,6,0,0,0,0,0,0,1,1,11,11,1,2,0,14,11,Akili,Calhoun,,1621.0,1619.0,3.0,25.0,11.0,Signed,Star,77.0,0.0,0.0,MIA,tier_4,19.256308100929616,20.45152722443559,2.6560424966799467,18.59229747675963,61.08897742363878,1.3280212483399734,0.0,-0.07142857142857142,MIA,-4
173,MLB,Keylan,Moses,Keylan Moses,CIN,True,0,0,725,0,22,18,35,0,6,16,0,0,0,0,0,3,0,1,1,0,0,0,16,2,Keylan,Moses,KeylanMoses_29538,791.0,789.0,0.0,22.0,1.0,Signed,Normal,73.0,0.0,0.0,CIN,tier_5,1.379310344827586,1.379310344827586,0.0,5.517241379310344,78.62068965517241,4.137931034482759,2.206896551724138,0.8125,CIN,1
177,CB,Jaylin,Davies,Jaylin Davies,NYG,True,0,50,932,0,24,34,41,0,6,39,26,0,3,0,0,16,0,15,0,0,0,0,14,14,Jaylin,Davies,,20.0,18.0,3.0,26.0,15.0,Signed,Star,86.0,0.0,0.0,NYG,tier_2,0.0,0.0,3.218884120171674,17.167381974248926,69.74248927038626,17.167381974248926,4.184549356223176,1.6428571428571428,NYG,2
181,LOLB,Deshawn,Holt,Deshawn Holt,SF,True,0,0,570,0,20,12,26,1,6,12,0,0,0,0,0,1,0,14,4,0,0,0,16,7,Deshawn,Holt,,1106.0,1104.0,4.0,27.0,14.0,Signed,Normal,67.0,0.0,0.0,SF,tier_6,7.017543859649123,7.017543859649123,0.0,8.771929824561402,80.70175438596492,1.7543859649122808,2.1052631578947367,0.6875,SF,2
193,LE,Sed,McConnell,Sed McConnell,SF,True,19,0,427,1,11,7,11,0,6,0,0,0,0,0,0,1,0,14,5,1,1,1,12,12,Sed,McConnell,,2371.0,2369.0,3.0,25.0,14.0,Signed,Normal,70.0,0.0,0.0,SF,tier_5,15.807962529274004,16.861826697892273,7.02576112412178,16.393442622950822,51.52224824355972,2.34192037470726,0.0,-0.08333333333333333,SF,2
194,CB,Marlon,Humphrey,Marlon Humphrey,WAS,True,0,7,682,0,11,16,20,0,6,11,7,0,1,0,0,6,0,25,0,0,0,0,10,10,Marlon,Humphrey,HumphreyMarlon_12544,1342.0,1340.0,12.0,33.0,25.0,Signed,Star,76.0,0.0,0.0,WAS,tier_4,0.0,0.0,1.466275659824047,8.797653958944283,45.45454545454545,8.797653958944283,1.6129032258064515,0.5,WAS,0
195,FS,Jontae,Gilbert,Jontae Gilbert,HOU,True,0,0,388,0,8,5,10,0,6,4,0,0,0,0,0,3,0,31,0,0,0,0,16,3,Jontae,Gilbert,JontaeGilbert_28440,679.0,677.0,1.0,23.0,31.0,Signed,Normal,70.0,0.0,0.0,HOU,tier_5,0.0,0.0,0.0,7.731958762886598,46.391752577319586,7.731958762886598,1.0309278350515463,0.0625,HOU,-2
198,LE,Tunmise,Adeleye,Tunmise Adeleye,NO,True,0,0,860,0,17,37,44,1,6,0,0,0,0,0,0,0,0,26,11,0,6,0,16,0,Tunmise,Adeleye,,97.0,95.0,3.0,26.0,26.0,Signed,Normal,73.0,0.0,0.0,NO,tier_5,25.0,28.139534883720934,0.0,19.767441860465116,70.93023255813954,0.0,0.0,0.0,NO,-3
208,SS,Kerby,Joseph,Kerby Joseph,DEN,True,0,8,974,0,30,40,55,0,6,18,8,0,1,0,0,10,0,3,1,0,0,0,12,12,Kerby,Joseph,JosephKerby_22227,1568.0,1566.0,7.0,28.0,3.0,Signed,Normal,79.0,0.0,0.0,DEN,tier_4,1.026694045174538,1.026694045174538,1.026694045174538,11.29363449691992,87.26899383983573,10.266940451745379,1.8480492813141685,0.6666666666666666,DEN,2
211,CB,Trent,McDuffie,Trent McDuffie,KC,True,0,43,1076,0,32,57,77,1,6,43,19,0,5,0,0,9,0,8,2,0,0,0,16,16,Trent,McDuffie,McDuffieTrent_22265,1867.0,1865.0,7.0,28.0,8.0,Signed,Star,85.0,0.0,0.0,KC,tier_2,1.858736059479554,1.858736059479554,4.646840148698885,10.223048327137546,101.30111524163569,8.364312267657992,3.9962825278810405,2.125,KC,1
212,ROLB,Chief,Borders,Chief Borders,KC,True,0,0,336,0,3,6,9,0,6,0,0,0,0,0,0,0,0,8,0,0,0,0,16,1,Chief,Borders,,1830.0,1828.0,3.0,25.0,8.0,Signed,Normal,67.0,0.0,0.0,KC,tier_6,0.0,0.0,0.0,0.0,35.714285714285715,0.0,0.0,0.0,KC,-3
220,FS,KJ,Bolden,KJ Bolden,CAR,True,0,0,979,0,21,35,40,0,6,23,0,0,0,0,0,8,0,20,1,0,0,0,14,14,KJ,Bolden,BoldenKJ_264,746.0,744.0,2.0,23.0,20.0,Signed,Superstar,92.0,0.0,0.0,CAR,tier_1,1.021450459652707,1.021450459652707,0.0,9.19305413687436,62.30847803881512,8.171603677221656,2.3493360572012256,1.0714285714285714,CAR,-3
228,FS,Marcus,Williams,Marcus Williams,CLE,True,0,15,1071,0,32,30,42,0,6,21,9,0,2,0,0,9,0,4,1,0,0,0,16,16,Marcus,Williams,WilliamsMarcus_12573,3060.0,3058.0,12.0,32.0,4.0,Signed,Star,78.0,0.0,0.0,CLE,tier_4,0.9337068160597572,0.9337068160597572,1.8674136321195145,9.337068160597573,69.09430438842205,8.403361344537815,1.9607843137254901,0.75,CLE,3
240,DT,Tyrion,Ingram-Dawkins,Tyrion Ingram-Dawkins,DET,True,0,0,392,0,10,6,11,1,6,0,0,0,0,0,0,1,0,18,5,0,0,0,16,2,Tyrion,Ingram-Dawkins,,1233.0,1231.0,3.0,26.0,18.0,Signed,Normal,69.0,0.0,0.0,DET,tier_6,12.755102040816327,12.755102040816327,0.0,15.306122448979592,53.57142857142857,2.5510204081632653,0.0,-0.0625,DET,-4
252,LE,Montez,Sweat,Montez Sweat,DAL,True,24,0,669,2,15,33,35,0,6,0,0,1,0,0,0,0,0,10,15,3,6,1,14,14,Montez,Sweat,SweatMontez_20411,2721.0,2719.0,10.0,32.0,10.0,Signed,Star,85.0,0.0,0.0,DAL,tier_2,38.11659192825112,42.152466367713004,10.46337817638266,31.390134529147982,74.73841554559044,0.0,0.0,0.0,DAL,6
267,SS,Kenny,Logan Jr.,Kenny Logan Jr.,DEN,True,0,8,961,0,19,37,59,0,6,30,4,0,3,0,0,13,0,3,0,0,0,0,14,4,Kenny,Logan Jr.,,3633.0,3631.0,5.0,28.0,3.0,Signed,Normal,68.0,0.0,0.0,DEN,tier_6,0.0,0.0,3.1217481789802286,13.52757544224766,81.16545265348596,13.52757544224766,3.1217481789802286,1.2142857142857142,DEN,6
270,ROLB,Matt,Milano,Matt Milano,IND,True,8,0,749,1,18,35,57,0,6,17,0,0,0,0,0,3,0,9,3,1,1,0,16,16,Matt,Milano,MilanoMatt_12781,1929.0,1927.0,12.0,35.0,9.0,Signed,Star,76.0,0.0,0.0,IND,tier_4,6.341789052069426,6.942590120160213,2.67022696929239,9.345794392523365,100.13351134846461,4.005340453938585,2.2696929238985315,0.875,IND,7
271,DT,Landon,Rink,Landon Rink,MIA,True,11,0,378,1,5,11,14,0,6,0,0,0,0,0,0,1,0,11,3,1,3,0,16,2,Landon,Rink,LandonRink_29514,236.0,234.0,0.0,22.0,11.0,Signed,Normal,70.0,0.0,0.0,MIA,tier_5,21.825396825396822,25.3968253968254,5.291005291005291,18.51851851851852,50.26455026455026,2.6455026455026456,0.0,-0.0625,MIA,2
288,FS,Jaylin,Simpson,Jaylin Simpson,NO,True,0,0,885,0,20,17,25,0,6,19,0,0,0,0,0,8,0,26,0,0,0,0,12,12,Jaylin,Simpson,SimpsonJaylin_646,3583.0,3581.0,5.0,28.0,26.0,Signed,Superstar,90.0,0.0,0.0,NO,tier_1,0.0,0.0,0.0,9.03954802259887,50.84745762711865,9.03954802259887,2.1468926553672314,0.9166666666666666,NO,-5
293,LE,Rashan,Gary,Rashan Gary,CLE,True,26,0,663,2,15,21,27,0,6,0,0,0,0,0,0,0,0,4,8,2,3,0,14,14,Rashan,Gary,GaryRashan_20551,981.0,979.0,10.0,31.0,4.0,Signed,Star,83.0,0.0,0.0,CLE,tier_3,19.984917043740573,22.021116138763198,6.033182503770739,16.591251885369534,63.348416289592755,0.0,0.0,0.0,CLE,-2
300,CB,Kevyn,Humes,Kevyn Humes,SEA,True,0,0,636,0,19,14,25,0,6,16,0,0,0,0,0,9,0,27,0,0,0,0,14,0,Kevyn,Humes,KevynHumes_28710,2998.0,2996.0,1.0,23.0,27.0,Signed,Normal,67.0,0.0,0.0,SEA,tier_6,0.0,0.0,0.0,14.150943396226415,69.18238993710692,14.150943396226415,2.515723270440252,0.5,SEA,3
320,DT,Isaia,Faga,Isaia Faga,DAL,True,8,0,413,1,3,8,13,1,6,1,0,1,0,0,0,0,0,10,5,1,2,0,16,0,Isaia,Faga,IsaiaFaga_28511,3644.0,3642.0,1.0,23.0,10.0,Signed,Normal,69.0,0.0,0.0,DAL,tier_6,20.581113801452783,22.760290556900728,7.263922518159807,16.949152542372882,38.7409200968523,0.0,0.24213075060532688,0.0625,DAL,4
331,CB,Jeremiah,Moses,Jeremiah Moses,ATL,True,0,0,1039,0,31,66,85,0,6,45,0,0,0,0,0,15,0,13,0,0,0,0,16,0,Jeremiah,Moses,MosesJeremiah_474,1207.0,1205.0,2.0,25.0,13.0,Signed,Normal,67.0,0.0,0.0,ATL,tier_6,0.0,0.0,0.0,14.436958614051973,111.64581328200192,14.436958614051973,4.331087584215592,1.875,ATL,2
346,SS,Khalil,Barnes,Khalil Barnes,MIA,True,0,6,1143,0,32,43,53,0,6,36,6,0,1,0,0,10,0,11,1,0,0,0,16,14,Khalil,Barnes,KhalilBarnes_2827,1883.0,1881.0,1.0,24.0,11.0,Signed,Normal,71.0,0.0,0.0,MIA,tier_5,0.8748906386701663,0.8748906386701663,0.8748906386701663,9.623797025371827,74.36570428696412,8.748906386701663,3.149606299212598,1.625,MIA,-2
347,CB,Jaelen,Waters,Jaelen Waters,TB,True,0,0,789,0,24,38,59,0,6,31,0,0,0,0,0,6,0,5,1,0,0,0,14,0,Jaelen,Waters,JaelenWaters_2938,2008.0,2006.0,0.0,21.0,5.0,Signed,Normal,74.0,0.0,0.0,TB,tier_5,1.2674271229404308,1.2674271229404308,0.0,8.871989860583017,105.19645120405576,7.604562737642586,3.929024081115336,1.7857142857142858,TB,-3
379,LOLB,Abdul,Carter,Abdul Carter,CHI,True,0,18,756,0,25,44,64,0,6,21,18,0,1,0,0,1,0,0,9,0,0,0,15,15,Abdul,Carter,,518.0,516.0,4.0,25.0,0.0,Signed,Star,84.0,0.0,0.0,CHI,tier_3,11.904761904761903,11.904761904761903,1.3227513227513228,13.227513227513226,117.72486772486772,1.3227513227513228,2.7777777777777777,1.3333333333333333,CHI,7
393,DT,Keeshawn,Silver,Keeshawn Silver,DAL,True,0,0,323,0,7,11,14,0,6,0,0,0,0,0,0,0,0,10,5,0,0,0,12,3,Keeshawn,Silver,,2779.0,2777.0,3.0,26.0,10.0,Signed,Normal,69.0,0.0,0.0,DAL,tier_6,15.479876160990711,15.479876160990711,0.0,15.479876160990711,65.015479876161,0.0,0.0,0.0,DAL,-4
396,DT,Josiah,Sharma,Josiah Sharma,NE,True,12,0,508,1,9,22,34,0,6,1,0,0,0,0,0,0,0,21,10,1,8,0,14,2,Josiah,Sharma,JosiahSharma_29131,1905.0,1903.0,0.0,22.0,21.0,Signed,Normal,73.0,0.0,0.0,NE,tier_5,47.24409448818898,54.330708661417326,3.937007874015748,35.43307086614173,84.64566929133858,0.0,0.19685039370078738,0.07142857142857142,NE,9
413,MLB,Jayden,Montgomery,Jayden Montgomery,NYG,True,0,0,688,0,11,15,29,0,6,14,0,0,0,0,0,2,0,15,3,0,0,0,16,2,Jayden,Montgomery,MontgomeryJayden_654,2888.0,2886.0,2.0,24.0,15.0,Signed,Normal,73.0,0.0,0.0,NYG,tier_5,4.3604651162790695,4.3604651162790695,0.0,7.267441860465116,58.13953488372093,2.9069767441860463,2.0348837209302326,0.75,NYG,0
416,SS,Nick,Cross,Nick Cross,NYG,True,0,16,1250,0,30,48,58,1,6,40,16,0,1,0,0,16,0,15,1,0,0,0,16,16,Nick,Cross,CrossNick_22398,609.0,607.0,7.0,27.0,15.0,Signed,Normal,78.0,0.0,0.0,NYG,tier_4,0.8,0.8,0.8,13.6,70.4,12.8,3.2,1.5,NYG,-2
427,LE,Tomiwa,Durojaiye,Tomiwa Durojaiye,TB,True,52,0,530,3,12,12,18,0,6,1,0,0,0,0,0,0,0,5,6,3,2,1,16,8,Tomiwa,Durojaiye,DurojaiyeTomiwa_655,2282.0,2280.0,2.0,25.0,5.0,Signed,Normal,69.0,0.0,0.0,TB,tier_6,17.92452830188679,19.622641509433965,13.20754716981132,15.09433962264151,56.60377358490566,0.0,0.18867924528301888,0.0625,TB,7
428,CB,Shamari,Earls,Shamari Earls,CLE,True,0,26,1179,1,32,40,59,0,6,38,15,0,3,0,0,17,0,4,0,0,0,0,16,4,Shamari,Earls,,721.0,719.0,0.0,22.0,4.0,Signed,Star,82.0,0.0,0.0,CLE,tier_3,0.0,0.0,3.392705682782019,14.418999151823579,77.18405428329092,14.418999151823579,3.2230703986429172,1.3125,CLE,3
442,SS,Cameron,Epps,Cameron Epps,CAR,True,0,2,407,0,9,9,18,0,6,9,2,0,1,0,0,2,0,20,0,0,0,0,16,2,Cameron,Epps,EppsCameron_561,663.0,661.0,2.0,24.0,20.0,Signed,Normal,67.0,0.0,0.0,CAR,tier_6,0.0,0.0,2.457002457002457,4.914004914004914,66.33906633906633,4.914004914004914,2.211302211302211,0.4375,CAR,-2
458,LE,Williams,Nwaneri,Williams Nwaneri,CLE,True,0,0,473,0,13,19,30,0,6,1,0,0,0,0,0,0,0,4,7,0,8,0,11,11,Williams,Nwaneri,NwaneriWilliams_257,2688.0,2686.0,2.0,23.0,4.0,Signed,Normal,78.0,0.0,0.0,CLE,tier_4,44.397463002114165,52.00845665961945,0.0,31.712473572938688,90.9090909090909,0.0,0.21141649048625794,0.09090909090909091,CLE,1
459,ROLB,Chantz,Johnson,Chantz Johnson,DEN,True,0,0,528,0,8,11,18,0,6,4,0,0,0,0,0,2,0,3,0,0,0,0,16,2,Chantz,Johnson,ChantzJohnson_2863425,195.0,193.0,1.0,23.0,3.0,Signed,Normal,67.0,0.0,0.0,DEN,tier_6,0.0,0.0,0.0,3.787878787878788,49.24242424242424,3.787878787878788,0.7575757575757576,0.125,DEN,-1
462,CB,Donovan,McIntosh,Donovan McIntosh,MIA,True,0,22,1018,0,30,36,59,1,6,35,17,0,2,0,0,11,0,11,1,0,0,0,16,0,Donovan,McIntosh,,408.0,406.0,3.0,25.0,11.0,Signed,Normal,72.0,0.0,0.0,MIA,tier_5,0.9823182711198427,0.9823182711198427,1.9646365422396854,11.787819253438114,87.42632612966601,10.805500982318271,3.43811394891945,1.5,MIA,0
465,SS,Ryan,Neal,Ryan Neal,PIT,True,0,0,640,0,13,0,50,0,6,0,0,0,0,0,0,3,0,28,10,0,1,0,14,14,Ryan,Neal,NealRyan_13917,2053.0,2051.0,11.0,33.0,28.0,Signed,Star,78.0,0.0,0.0,PIT,tier_4,18.359375,19.0625,0.0,21.875,98.4375,4.6875,0.0,-0.21428571428571427,PIT,4
467,RE,Bradley,Weaver,Bradley Weaver,MIN,True,10,0,535,1,5,13,16,0,6,0,0,0,0,0,0,1,1,30,6,2,6,0,16,1,Bradley,Weaver,,2994.0,2992.0,3.0,26.0,30.0,Signed,Normal,74.0,0.0,0.0,MIN,tier_5,30.8411214953271,35.887850467289724,7.4766355140186915,24.299065420560748,39.25233644859813,1.8691588785046729,0.0,-0.0625,MIN,6
499,FS,DeShawn,Stewart,DeShawn Stewart,BUF,True,0,0,597,0,8,13,26,0,6,12,0,0,0,0,0,2,0,2,1,0,1,0,14,5,DeShawn,Stewart,DeShawnStewart_29628,1609.0,1607.0,0.0,23.0,2.0,Signed,Normal,64.0,0.0,0.0,BUF,tier_6,4.606365159128979,5.360134003350084,0.0,6.700167504187605,56.95142378559464,3.3500837520938025,2.0100502512562812,0.7142857142857143,BUF,-2
503,RE,Jayshawn,Ross,Jayshawn Ross,MIN,True,23,0,774,1,22,36,42,1,6,0,0,0,0,0,0,1,0,30,17,1,8,1,16,16,Jayshawn,Ross,JayshawnRoss_28210,2080.0,2078.0,1.0,23.0,30.0,Signed,Star,81.0,0.0,0.0,MIN,tier_3,40.0516795865633,44.702842377260986,3.875968992248062,33.59173126614987,82.68733850129199,1.2919896640826873,0.0,-0.0625,MIN,2
508,LOLB,Jayden,Flaker,Jayden Flaker,SF,True,0,0,350,0,5,5,7,0,6,1,0,0,0,0,0,0,0,14,1,0,0,0,16,5,Jayden,Flaker,,1236.0,1234.0,3.0,26.0,14.0,Signed,Normal,66.0,0.0,0.0,SF,tier_6,2.857142857142857,2.857142857142857,0.0,2.857142857142857,34.285714285714285,0.0,0.2857142857142857,0.0625,SF,-1
521,LE,Lukas,Van Ness,Lukas Van Ness,GB,True,39,0,694,2,17,25,32,0,6,1,0,0,0,0,0,1,0,19,8,2,7,0,14,4,Lukas,Van Ness,VanNessLukas_22926,2889.0,2887.0,6.0,28.0,19.0,Signed,Star,75.0,0.0,0.0,GB,tier_4,29.178674351585013,33.71757925072046,5.763688760806916,23.054755043227665,70.60518731988473,1.440922190201729,0.1440922190201729,0.0,GB,0
525,CB,Will,Johnson,Will Johnson,CLE,True,0,14,663,0,8,19,24,0,6,22,14,0,1,0,0,6,0,4,0,0,0,0,12,12,Will,Johnson,,1553.0,1551.0,4.0,26.0,4.0,Signed,Star,89.0,0.0,0.0,CLE,tier_2,0.0,0.0,1.5082956259426847,9.04977375565611,48.26546003016591,9.04977375565611,3.3182503770739067,1.3333333333333333,CLE,-2
526,FS,Clint,Stephens,Clint Stephens,NE,True,0,0,389,0,8,14,18,0,6,10,0,0,0,0,0,2,0,21,0,0,0,0,14,2,Clint,Stephens,StephensClint_581,3006.0,3004.0,2.0,25.0,21.0,Signed,Normal,70.0,0.0,0.0,NE,tier_5,0.0,0.0,0.0,5.141388174807197,66.83804627249357,5.141388174807197,2.570694087403599,0.5714285714285714,NE,-1
538,FS,Saboor,Karriem,Saboor Karriem,DET,True,0,30,1117,0,29,20,40,0,6,16,15,0,3,0,0,6,0,18,0,0,0,0,16,16,Saboor,Karriem,,2701.0,2699.0,2.0,24.0,18.0,Signed,Normal,73.0,0.0,0.0,DET,tier_5,0.0,0.0,2.6857654431512983,5.371530886302597,61.77260519247986,5.371530886302597,1.432408236347359,0.625,DET,1
554,FS,Aaron,Flowers,Aaron Flowers,SF,True,33,0,1124,1,33,33,49,1,6,36,0,0,0,0,0,10,0,14,1,1,0,0,14,14,Aaron,Flowers,AaronFlowers_28319,1379.0,1377.0,1.0,22.0,14.0,Signed,Normal,72.0,0.0,0.0,SF,tier_5,0.889679715302491,0.889679715302491,1.779359430604982,9.786476868327401,72.95373665480427,8.896797153024911,3.202846975088968,1.8571428571428572,SF,4
560,RE,Jeremiah,Alexander,Jeremiah Alexander,MIA,True,0,0,461,0,4,11,14,0,6,1,0,0,0,0,0,0,0,11,6,0,2,0,14,3,Jeremiah,Alexander,,904.0,902.0,3.0,24.0,11.0,Signed,Normal,70.0,0.0,0.0,MIA,tier_5,20.607375271149678,22.559652928416487,0.0,17.35357917570499,39.04555314533623,0.0,0.21691973969631237,0.07142857142857142,MIA,-3
635,CB,Dezz,Ricks,Dezz Ricks,CIN,True,0,5,1104,0,22,38,56,0,6,36,5,0,1,0,0,9,0,1,0,0,1,0,16,2,Dezz,Ricks,DezzRicks_28232,1239.0,1237.0,1.0,23.0,1.0,Signed,Normal,72.0,0.0,0.0,CIN,tier_5,1.585144927536232,1.9927536231884062,0.9057971014492754,9.057971014492754,70.65217391304347,8.152173913043478,3.260869565217391,1.6875,CIN,-2
