FullName,Position,TeamName,SkillPointOL
Harris Sewell,LG,LAC,-1
Immanuel Iheanacho,RT,LAR,3
Isendre Ahfua,RG,MIN,-3
J'ven Williams,LT,ARI,-6
J'ven Williams,LT,GB,-2
JC Latham,RT,NYJ,-1
JP Benzschawel,RT,TB,13
Jack Hollifield,C,DEN,-3
Jack Lange,RT,BUF,2
Jackson Cantwell,LT,JAX,8
Jackson Powers-Johnson,C,BUF,3
Jager Burton,C,LAR,-5
Jake Renfro,C,LV,0
Jamaree Salyer,RG,NYJ,5
James Dawn II,LG,DET,3
James Durand,LG,CIN,1
Jared Penning,LT,DEN,7
Jayden Williams,RT,DAL,7
Jaylen Early,RG,LAC,-2
Jedrick Wills Jr,LT,ARI,-4
Joe Alt,LT,NYJ,-4
Joe Tippmann,C,NYJ,-4
Jonathan Denis,C,SF,-4
Jordan Mailata,LT,PHI,-6
Josh Kreutz,C,TEN,-1
Josh Myers,C,NYG,5
Josh Petty,RT,SEA,-4
Josh Simmons,RT,MIN,-2
Josiah Thompson,RT,TB,10
Juice Scruggs,C,IND,-2
Justin Evans-Jenkins,C,MIN,2
Kadyn Proctor,LT,CLE,-4
Keaton Bills,LG,TEN,-7
Kelvin Banks Jr,LG,SEA,2
Kenyon Green,LG,HOU,4
Kevin Dotson,RG,TEN,12
Kinglsey Suamataia,RT,SF,-1
Kiran Amegadjie,RG,GB,1
Knijeah Harris,LG,CHI,0
Kodi Greene,LT,SF,-4
LaDarius Henderson,LG,ATL,2
Lance Heard,RG,HOU,-1
Landon Dickerson,LG,PHI,-4
Logan Taylor,RT,KC,6
Mackey Maillho,RT,TEN,1
Malachi Goodman,LG,CAR,0
Marcus Henderson,RG,PHI,-4
Mario Nash Jr,LG,KC,7
Masai Reddick,RG,DAL,-1
Mason Short,C,NO,-6
Matt Gonclaves,RT,NO,-6
Michael Carroll,LG,IND,10
Mike Onwenu,RG,TB,3
Monroe Freeling,LT,NE,2
Nick Brooks,RT,ATL,1
Nick Gargiulo,LG,IND,2
Nolan Potter,LT,MIA,2
O'Cyrus Torrence,RG,BUF,2
Olumuyiwa Fashanu,LT,WAS,4
Orlando Brown,LT,CIN,6
Owen Hollenbeck,LG,PIT,-4
Paris Johnson Jr,RT,NYG,2
Pat Coogan,RG,CIN,0
Patrick Paul,RT,NE,-1
Penei Sewell,RT,DET,-6
Pierre Dean,C,HOU,1
Quenton Nelson,LG,DEN,2
Quinn Meinerz,RG,CHI,-1
Rashawn Slater,LT,LAC,-10
Raymond Pulido,RG,NE,-4
Reuben Fatheree II,RT,PHI,-1
Robert Hunt,RG,MIA,5
Rod Orr,LT,BAL,-1
Ryan Brubaker,C,DAL,6
Samson Okunlola,RT,CIN,-1
Sean Rhyan,RG,NO,-1
Sedrick Van Pran,C,JAX,-3
Shadre Hurst,RG,TB,-6
Simione Pale,LG,GB,3
Siosiua Vete,LT,CAR,1
Steve Avila,LG,LAR,-5
Taliese Fuaga,RT,IND,-8
Trey Smith,RG,KC,-7
Trey Zuhn III,LG,TB,-2
Tristan Wirfs,LT,HOU,1
Ty Haywood,LT,DET,2
Tyler Guyton,RT,WAS,1
Tyler Smith,LG,CLE,1
Tyree Adams,RT,LAC,-6
Walter Rouse,RT,BUF,-7
Will Campbell,LT,LAR,-3
Will Hernandez,LG,MIN,4
Zach Tom,C,GB,-1
Zack Martin,RG,PIT,-7
