Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,RUSHYARDS,PASSYARDS,RECEIVEDROPS,RUSHYARDSAFTER1STHIT,RECEIVEYARDS,RECEIVELONGEST,DOWNSPLAYED,RECEIVEYARDSAFTER,STAT_KEEP,PASSCOMPLETED,RUSHATTEMPTS,PASSATTEMPTS,PASSINTS,RECEIVECATCHES,FIRSTDOWNS,RUSH20YARDRUNS,SEAS_YEAR,RUSHLONGEST,PASSLONGEST,RUSHBROKENTACKLES,4QCOMEBACKS,GAMERATING,PASSSACKED,PASSTDS,RECEIVETDS,GAMESPLAYED,GAMESSTARTED,RUSHFUMBLES,YEARBYYEARTEAMINDEX,RUSHTDS,FirstName_y,LastName_y,PLYR_ASSETNAME,Row Excel,Row Editor,YearsPro,Age,TeamIndex,ContractStatus,TraitDevelopment,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,ScrimmageYardsPer1000DownsPlayed,RBScrimmageYardsPer300Touches,RBScrimmageTDsPerGame,TDsPer1000DownsPlayed,WRPercentageofTeamPassYards,TeamName_y,SkillPointOff
209,QB,Drake,Maye,Drake Maye,PHI,27,471,0,0,0,0,184,0,True,47,9,73,3,0,0,0,6,6,30,1,0,0,7,0,0,16,2,0,12,0,Drake,Maye,MayeDrake_259,3199.0,3197.0,5.0,27.0,12.0,Signed,Normal,70.0,0.0,0.0,PHI,tier_5,146.73913043478262,900.0,0.0,0.0,0.0,,
215,WR,Omarion,Miller,Omarion Miller,LAR,0,0,1,0,759,47,926,304,True,0,0,0,0,62,0,0,6,0,0,0,0,0,0,0,1,14,14,0,23,0,Omarion,Miller,,29.0,27.0,3.0,25.0,23.0,Signed,Superstar,85.0,0.0,0.0,LAR,tier_2,819.6544276457884,1762.8387096774193,0.07142857142857142,1.0799136069114472,0.20149328023892485,LAR,-6.0
219,TE,Kyle,Pitts,Kyle Pitts,ATL,0,0,1,0,729,26,1154,350,True,0,0,0,0,69,0,0,6,0,0,2,0,0,0,0,8,16,16,0,13,0,Kyle,Pitts,PittsKyle_21565,2256.0,2254.0,8.0,28.0,13.0,Signed,Superstar,85.0,0.0,0.0,ATL,tier_2,631.7157712305026,1521.391304347826,0.5,6.932409012131715,0.18284424379232506,ATL,2.0
261,QB,Tavien,St. Clair,Tavien St. Clair,DET,1,0,0,0,0,0,63,0,True,0,1,0,0,0,0,0,6,1,0,0,0,0,1,0,0,15,0,0,18,0,Tavien,St. Clair,TavienSt. Clair_29323,3638.0,3636.0,0.0,22.0,18.0,Signed,Normal,66.0,0.0,0.0,DET,tier_6,15.873015873015872,300.0,0.0,0.0,0.0,,
262,HB,Nate,Frazier,Nate Frazier,PIT,993,0,3,371,483,38,772,403,True,0,232,0,0,57,0,6,6,84,0,17,0,0,0,0,1,16,16,1,28,7,Nate,Frazier,NateFrazier_2834,2525.0,2523.0,1.0,24.0,28.0,Signed,Normal,80.0,0.0,0.0,PIT,tier_3,1911.9170984455957,1271.4602076124565,0.5,10.362694300518134,0.1255197505197505,PIT,-2.0
276,QB,Walker,Howard,Walker Howard,GB,0,0,0,0,0,0,13,0,True,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,19,0,Walker,Howard,HowardWalker_534,779.0,777.0,2.0,24.0,19.0,Signed,Normal,59.0,0.0,0.0,GB,tier_6,0.0,,0.0,0.0,0.0,,
286,QB,Will,Rogers,Will Rogers,MIA,0,0,0,0,0,0,10,0,True,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,11,0,Will,Rogers,RogersWill_603,3540.0,3538.0,5.0,28.0,11.0,Signed,Normal,57.0,0.0,0.0,MIA,tier_6,0.0,,0.0,0.0,0.0,,
291,QB,Ryder,Lyons,Ryder Lyons,BAL,47,1914,0,11,0,0,501,0,True,150,20,262,7,0,0,0,6,6,71,1,0,0,19,12,0,14,8,3,24,1,Ryder,Lyons,RyderLyons_29210,2532.0,2530.0,0.0,21.0,24.0,Signed,Normal,69.0,0.0,0.0,BAL,tier_6,93.81237524950099,705.0,0.07142857142857142,1.996007984031936,0.0,,
300,QB,Brock,Vandagriff,Brock Vandagriff,MIN,78,604,0,64,0,0,208,0,True,52,3,75,3,0,0,1,6,70,69,2,0,0,4,4,0,16,2,1,30,2,Brock,Vandagriff,,1467.0,1465.0,3.0,26.0,30.0,Signed,Normal,68.0,0.0,0.0,MIN,tier_6,375.0,7800.0,0.125,9.615384615384617,0.0,,
307,TE,Brock,Bowers,Brock Bowers,LAC,3,0,1,0,840,28,935,447,True,0,1,0,0,78,0,0,6,3,0,3,0,0,0,0,1,14,14,0,7,1,Brock,Bowers,BowersBrock_264,3204.0,3202.0,5.0,26.0,7.0,Signed,XFactor,93.0,0.0,0.0,LAC,tier_1,901.6042780748663,1542.5316455696202,0.14285714285714285,2.1390374331550803,0.28276877761413843,LAC,-2.0
314,HB,Treyaun,Webb,Treyaun Webb,JAX,346,0,0,92,143,30,305,88,True,0,91,0,0,15,0,3,6,35,0,4,0,0,0,0,3,11,2,0,16,6,Treyaun,Webb,WebbTreyaun_315,1325.0,1323.0,2.0,24.0,16.0,Signed,Star,87.0,0.0,0.0,JAX,tier_2,1603.2786885245903,1173.5094339622642,0.8181818181818182,29.508196721311478,0.05165135336478768,JAX,-1.0
318,QB,Jordan,Love,Jordan Love,GB,146,4284,0,42,0,0,1015,0,True,356,40,542,10,0,0,1,6,47,77,2,0,0,30,27,0,16,16,5,19,0,Jordan,Love,LoveJordan_20915,1753.0,1751.0,9.0,30.0,19.0,Signed,Superstar,85.0,0.0,0.0,GB,tier_2,143.8423645320197,1095.0,0.0,0.0,0.0,,
331,QB,DJ,Lagway,DJ Lagway,ARI,56,587,0,0,0,0,209,0,True,44,14,61,2,0,0,0,6,6,26,0,0,0,13,1,0,16,1,2,6,0,DJ,Lagway,LagwayDJ_259,2953.0,2951.0,2.0,23.0,6.0,Signed,Normal,66.0,0.0,0.0,ARI,tier_6,267.9425837320574,1200.0,0.0,0.0,0.0,,
344,TE,Jaden,Hamm,Jaden Hamm,PIT,0,0,2,0,552,78,765,263,True,0,0,0,0,46,0,0,6,0,0,6,0,0,0,0,3,13,13,0,28,0,Jaden,Hamm,HammJaden_408,2965.0,2963.0,2.0,24.0,28.0,Signed,Star,83.0,0.0,0.0,PIT,tier_3,721.5686274509803,1728.0,0.23076923076923078,3.9215686274509802,0.1765552534783304,PIT,2.0
360,WR,George,Pickens,George Pickens,BUF,0,0,2,0,1105,27,959,429,True,0,0,0,0,85,0,0,6,0,0,0,0,0,0,0,4,16,16,0,2,0,George,Pickens,PickensGeorge_22365,2235.0,2233.0,7.0,28.0,2.0,Signed,Superstar,87.0,0.0,0.0,BUF,tier_2,1152.2419186652764,1871.9999999999998,0.25,4.1710114702815435,0.27223454052722346,BUF,1.0
365,WR,Parker,Livingstone,Parker Livingstone,BAL,0,0,1,0,839,65,799,256,True,0,0,0,0,56,0,0,6,0,0,0,0,0,0,0,5,14,14,0,24,0,Parker,Livingstone,ParkerLivingstone_2845,1832.0,1830.0,1.0,23.0,24.0,Signed,Normal,77.0,0.0,0.0,BAL,tier_4,1050.0625782227785,2157.4285714285716,0.35714285714285715,6.257822277847309,0.24879531470086738,BAL,3.0
376,HB,Peyton,Jones,Peyton Jones,CAR,896,0,2,224,433,60,698,293,True,0,220,0,0,43,0,6,6,59,0,12,0,0,0,0,0,16,16,9,20,4,Peyton,Jones,,2799.0,2797.0,3.0,25.0,20.0,Signed,Star,84.0,0.0,0.0,CAR,tier_3,1904.0114613180517,1259.1330798479087,0.25,5.730659025787966,0.09447959851625573,CAR,-9.0
386,HB,Akylin,Dear,Akylin Dear,DAL,1107,0,1,329,305,18,579,256,True,0,267,0,0,33,0,10,6,52,0,16,0,0,0,0,2,14,14,0,10,12,Akylin,Dear,AkylinDear_29222,1831.0,1829.0,0.0,22.0,10.0,Signed,Normal,81.0,0.0,0.0,DAL,tier_3,2438.6873920552675,1253.4,1.0,24.179620034542317,0.1080506598175538,DAL,3.0
404,WR,Zay,Flowers,Zay Flowers,ARI,0,0,1,0,1137,25,1036,493,True,0,0,0,0,95,0,0,6,0,0,5,0,0,0,0,4,16,16,0,6,0,Zay,Flowers,FlowersZay_22768,895.0,893.0,6.0,28.0,6.0,Signed,Superstar,86.0,0.0,0.0,ARI,tier_2,1097.4903474903474,1723.4526315789471,0.25,3.8610038610038613,0.25493273542600897,ARI,-1.0
458,HB,Jai'Den,Thomas,Jai'Den Thomas,DEN,295,0,1,129,122,20,337,101,True,0,52,0,0,18,0,4,6,46,0,5,0,0,0,0,0,16,16,1,3,1,Jai'Den,Thomas,ThomasJaiDen_577,923.0,921.0,2.0,24.0,3.0,Signed,Normal,70.0,0.0,0.0,DEN,tier_5,1237.3887240356082,1515.2571428571428,0.0625,2.967359050445104,0.034639409426462237,DEN,2.0
459,WR,Christian,Kirk,Christian Kirk,NE,0,0,0,0,630,58,480,167,True,0,0,0,0,43,0,0,6,0,0,1,0,0,0,0,6,10,10,0,21,0,Christian,Kirk,KirkChristian_13186,1623.0,1621.0,11.0,32.0,21.0,Signed,Normal,76.0,0.0,0.0,NE,tier_4,1312.5,2109.7674418604647,0.6,12.5,0.22712933753943218,NE,11.0
462,HB,Tradarian,Ball,Tradarian Ball,SEA,611,0,1,222,677,70,884,410,True,0,133,0,0,57,0,6,6,53,0,12,0,0,0,0,1,16,16,0,27,6,Tradarian,Ball,TradarianBall_29218,1851.0,1849.0,0.0,21.0,27.0,Signed,Normal,76.0,0.0,0.0,SEA,tier_4,1457.0135746606334,1477.8315789473686,0.4375,7.918552036199094,0.1337680300335902,SEA,4.0
469,HB,Raheim,Sanders,Raheim Sanders,ATL,1120,0,4,435,361,22,679,261,True,0,219,0,0,35,0,9,6,75,0,18,0,0,0,0,1,14,14,0,13,7,Raheim,Sanders,SandersRaheim_284,3224.0,3222.0,5.0,27.0,13.0,Signed,XFactor,90.0,0.0,0.0,ATL,tier_1,2181.148748159057,1527.4960629921259,0.5714285714285714,11.7820324005891,0.10347916442724568,ATL,0.0
473,HB,Devin,Mockobee,Devin Mockobee,HOU,288,0,0,19,189,21,509,157,True,0,89,0,0,27,0,0,6,16,0,4,0,0,0,0,3,14,14,0,31,2,Devin,Mockobee,,1214.0,1212.0,4.0,26.0,31.0,Signed,Star,76.0,0.0,0.0,HOU,tier_4,937.1316306483301,979.4482758620691,0.35714285714285715,9.823182711198427,0.052123552123552123,HOU,-5.0
474,HB,Jordin,Thomas,Jordin Thomas,BUF,216,0,2,14,319,20,630,246,True,0,51,0,0,31,0,1,6,40,0,9,0,0,0,0,1,14,14,0,2,5,Jordin,Thomas,JordinThomas_2956,2809.0,2807.0,0.0,23.0,2.0,Signed,Star,77.0,0.0,0.0,BUF,tier_4,849.2063492063492,1350.439024390244,0.42857142857142855,9.523809523809526,0.08981804103755323,BUF,1.0
476,WR,Xavier,Worthy,Xavier Worthy,DEN,0,0,7,0,542,42,1011,235,True,0,1,0,0,47,0,0,6,0,0,3,0,0,0,0,4,16,16,0,3,0,Xavier,Worthy,WorthyXavier_336,3276.0,3274.0,5.0,26.0,3.0,Signed,Star,76.0,0.0,0.0,DEN,tier_4,536.1028684470821,1625.9999999999998,0.25,3.956478733926805,0.15388983532084044,DEN,-6.0
477,HB,Jaydn,Ott,Jaydn Ott,IND,719,0,6,236,442,31,730,369,True,0,171,0,0,48,0,6,6,54,0,17,0,0,0,0,3,16,16,1,9,7,Jaydn,Ott,,540.0,538.0,4.0,26.0,9.0,Signed,Normal,78.0,0.0,0.0,IND,tier_4,1590.4109589041095,1275.5616438356165,0.625,13.698630136986301,0.09820039991113086,IND,2.0
480,WR,JonAnthony,Hall,JonAnthony Hall,GB,4,0,0,0,1055,77,1081,424,True,0,1,0,0,74,0,0,6,4,0,1,0,0,0,0,8,16,16,0,19,0,JonAnthony,Hall,JonAnthonyHall_29225,2231.0,2229.0,0.0,22.0,19.0,Signed,Star,85.0,0.0,0.0,GB,tier_2,979.6484736355227,2041.6000000000001,0.5,7.400555041628122,0.24626517273576098,GB,1.0
483,HB,Kaleb,Johnson,Kaleb Johnson,NO,93,0,0,12,66,13,296,56,True,0,31,0,0,10,0,0,6,18,0,4,0,0,0,0,0,16,6,0,26,1,Kaleb,Johnson,,1036.0,1034.0,3.0,25.0,26.0,Signed,Normal,67.0,0.0,0.0,NO,tier_6,537.1621621621622,912.2926829268292,0.0625,3.3783783783783785,0.019695613249776187,NO,-5.0
485,WR,DeAndre,Moore Jr,DeAndre Moore Jr,KC,0,0,0,0,506,54,634,194,True,0,0,0,0,39,0,0,6,0,0,1,0,0,0,0,2,12,12,0,8,0,DeAndre,Moore Jr,DeAndreMoore Jr_28330,2326.0,2324.0,1.0,24.0,8.0,Signed,Normal,75.0,0.0,0.0,KC,tier_4,798.1072555205047,1868.3076923076922,0.16666666666666666,3.1545741324921135,0.15403348554033486,KC,-2.0
486,WR,Terry,Bussey,Terry Bussey,MIN,0,0,1,0,744,27,964,324,True,0,0,0,0,58,0,0,6,0,0,3,0,0,0,0,1,16,16,1,30,0,Terry,Bussey,TerryBussey_28129,2857.0,2855.0,1.0,23.0,30.0,Signed,Normal,75.0,0.0,0.0,MIN,tier_4,771.7842323651453,1847.1724137931035,0.0625,1.037344398340249,0.18204061658918522,MIN,-4.0
491,HB,Jerrick,Gibson,Jerrick Gibson,LV,882,0,1,345,469,27,763,348,True,0,199,0,0,48,0,8,6,50,0,19,0,0,0,0,1,16,16,0,22,5,Jerrick,Gibson,GibsonJerrick_309,2676.0,2674.0,2.0,24.0,22.0,Signed,Star,80.0,0.0,0.0,LV,tier_3,1770.6422018348624,1344.6801619433197,0.375,7.863695937090432,0.11469797016385425,LV,-1.0
492,HB,Jordan,Marshall,Jordan Marshall,DET,416,0,1,131,271,40,533,189,True,0,108,0,0,29,0,3,6,64,0,6,0,0,0,0,1,12,12,3,18,4,Jordan,Marshall,MarshallJordan_452,1652.0,1650.0,2.0,23.0,18.0,Signed,Normal,75.0,0.0,0.0,DET,tier_4,1288.9305816135084,1195.7956204379561,0.4166666666666667,9.380863039399626,0.07684673188714022,DET,-4.0
496,HB,Anthony,Carrie,Anthony Carrie,GB,355,0,1,52,272,33,533,183,True,0,108,0,0,26,0,2,6,41,0,7,0,0,0,0,1,16,16,0,19,2,Anthony,Carrie,AnthonyCarrie_2863255,2585.0,2583.0,1.0,24.0,19.0,Signed,Normal,70.0,0.0,0.0,GB,tier_5,1176.360225140713,1087.0746268656717,0.1875,5.628517823639775,0.06349206349206349,GB,-2.0
500,HB,Omarion,Hampton,Omarion Hampton,CIN,476,0,2,143,207,23,622,176,True,0,117,0,0,22,0,3,6,46,0,12,0,0,0,0,2,15,3,0,1,11,Omarion,Hampton,,2816.0,2814.0,3.0,26.0,1.0,Signed,Normal,84.0,0.0,0.0,CIN,tier_3,1098.0707395498393,1241.7841726618706,0.8666666666666667,20.90032154340836,0.0445340863251311,CIN,1.0
501,WR,Jaeden,Skeete,Jaeden Skeete,LAC,0,0,0,0,428,30,468,172,True,0,0,0,0,34,0,0,6,0,0,1,0,0,0,0,2,13,8,0,7,0,Jaeden,Skeete,JaedenSkeete_2863376,1617.0,1615.0,1.0,24.0,7.0,Signed,Normal,73.0,0.0,0.0,LAC,tier_5,914.5299145299145,1812.705882352941,0.15384615384615385,4.273504273504274,0.15516030361391184,LAC,3.0
503,WR,Zachariah,Branch,Zachariah Branch,BUF,0,0,7,0,531,26,829,219,True,0,0,0,0,46,0,0,6,0,0,0,0,0,0,0,2,16,16,0,2,0,Zachariah,Branch,,2573.0,2571.0,3.0,24.0,2.0,Signed,Normal,75.0,0.0,0.0,BUF,tier_4,640.5307599517491,1662.2608695652173,0.125,2.4125452352231602,0.13082039911308205,BUF,-5.0
507,WR,Pofele,Ashlock,Pofele Ashlock,CAR,16,0,1,0,777,27,954,326,True,0,7,0,0,69,0,0,6,6,0,1,0,0,0,0,5,15,15,0,20,0,Pofele,Ashlock,AshlockPofele_336,1983.0,1981.0,2.0,24.0,20.0,Signed,Normal,79.0,0.0,0.0,CAR,tier_4,831.2368972746332,1535.3684210526317,0.3333333333333333,5.241090146750524,0.18084224307222344,CAR,-1.0
508,WR,Anthony,Evans III,Anthony Evans III,KC,0,0,0,0,348,47,550,99,True,0,0,0,0,25,0,0,6,0,0,1,0,0,0,0,4,16,16,0,8,0,Anthony,Evans III,AnthonyEvans III_28729,2614.0,2612.0,1.0,24.0,8.0,Signed,Normal,73.0,0.0,0.0,KC,tier_5,632.7272727272727,2004.4799999999998,0.25,7.2727272727272725,0.07945205479452055,KC,-2.0
509,WR,Ryan,Williams,Ryan Williams,JAX,5,0,0,0,1071,66,721,342,True,0,3,0,0,77,0,0,6,3,0,1,0,0,0,0,5,16,16,0,16,0,Ryan,Williams,WilliamsRyan_277,3575.0,3573.0,2.0,22.0,16.0,Signed,Normal,79.0,0.0,0.0,JAX,tier_4,1492.371705963939,1946.5499999999997,0.3125,6.934812760055479,0.2659548050658058,JAX,8.0
515,WR,Calvin,Russell,Calvin Russell,LV,0,0,1,0,368,23,471,139,True,0,0,0,0,31,0,0,6,0,0,2,0,0,0,0,1,16,4,0,22,0,Calvin,Russell,CalvinRussell_29124,3590.0,3588.0,0.0,21.0,22.0,Signed,Normal,77.0,0.0,0.0,LV,tier_4,781.3163481953292,1709.4193548387095,0.0625,2.1231422505307855,0.08999755441428223,LV,-5.0
519,WR,Kobe,Prentice,Kobe Prentice,WAS,0,0,0,0,455,66,552,153,True,0,0,0,0,29,0,0,6,0,0,4,0,0,0,0,2,16,16,0,25,0,Kobe,Prentice,,2990.0,2988.0,3.0,25.0,25.0,Signed,Normal,73.0,0.0,0.0,WAS,tier_5,824.2753623188406,2259.310344827586,0.125,3.6231884057971016,0.11475409836065574,WAS,-1.0
522,WR,Aaron,Anderson,Aaron Anderson,PIT,30,0,8,1,763,52,745,275,True,0,3,0,0,54,0,1,6,20,0,3,0,0,0,0,5,14,14,2,28,0,Aaron,Anderson,AndersonAaron_456,869.0,867.0,2.0,25.0,28.0,Signed,Normal,75.0,0.0,0.0,PIT,tier_4,1064.4295302013422,2085.4736842105262,0.35714285714285715,6.7114093959731544,0.22661122661122662,PIT,3.0
523,WR,Kyron,Hudson,Kyron Hudson,CHI,6,0,0,0,324,22,519,128,True,0,1,0,0,23,0,0,6,6,0,1,0,0,0,0,2,16,16,1,0,0,Kyron,Hudson,,2542.0,2540.0,3.0,25.0,0.0,Signed,Normal,71.0,0.0,0.0,CHI,tier_5,635.8381502890173,2018.9999999999998,0.125,3.8535645472061657,0.07582494734378657,CHI,-5.0
526,WR,Moose,Muhammad III,Moose Muhammad III,ARI,10,0,0,0,904,55,915,392,True,0,2,0,0,71,0,0,6,6,0,0,0,0,0,0,2,16,16,1,6,0,Moose,Muhammad III,,860.0,858.0,4.0,28.0,6.0,Signed,Normal,76.0,0.0,0.0,ARI,tier_4,998.9071038251366,1824.3287671232877,0.125,2.185792349726776,0.20269058295964126,ARI,1.0
527,WR,Vernell,Brown III,Vernell Brown III,CLE,0,0,0,0,594,51,767,226,True,0,0,0,0,56,0,0,6,0,0,1,0,0,0,0,4,14,14,0,4,0,Vernell,Brown III,,1390.0,1388.0,0.0,22.0,4.0,Signed,Normal,76.0,0.0,0.0,CLE,tier_4,774.4458930899609,1527.4285714285716,0.2857142857142857,5.215123859191656,0.162250751160885,CLE,-1.0
528,WR,Jalen,Brown,Jalen Brown,PHI,0,0,1,0,470,22,649,162,True,0,0,0,0,38,0,0,6,0,0,0,0,0,0,0,5,16,11,0,12,0,Jalen,Brown,JalenBrown_2863254,1464.0,1462.0,1.0,23.0,12.0,Signed,Normal,70.0,0.0,0.0,PHI,tier_5,724.191063174114,1781.0526315789473,0.3125,7.704160246533128,0.12506652474720595,PHI,0.0
530,WR,Barion,Brown,Barion Brown,SF,0,0,2,0,647,46,742,247,True,0,0,0,0,44,0,0,6,0,0,1,0,0,0,0,3,14,14,0,14,0,Barion,Brown,,847.0,845.0,4.0,25.0,14.0,Signed,Normal,82.0,0.0,0.0,SF,tier_3,871.9676549865229,2117.4545454545455,0.21428571428571427,4.0431266846361185,0.1910174558069159,SF,-2.0
531,WR,Jabari,Brady,Jabari Brady,ARI,0,0,1,0,559,36,651,173,True,0,0,0,0,38,0,0,6,0,0,4,0,0,0,0,1,10,10,0,6,0,Jabari,Brady,JabariBrady_29110,1721.0,1719.0,0.0,21.0,6.0,Signed,Star,84.0,0.0,0.0,ARI,tier_3,858.678955453149,2118.315789473684,0.1,1.5360983102918586,0.20053811659192824,ARI,-3.0
