Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,KICKEPBLOCKED,PUNTNETYARDS,PUNTYARDS,KICKFGBLOCKED,PUNTATTEMPTS,PUNTIN20,DOWNSPLAYED,KICKEPATTEMPTS,PUNTLONGEST,SEAS_YEAR,KICKNUMKICKOFFS,STAT_KEEP,GAMERATING,PUNTTOUCHBACKS,KICKFGATTEMPTS,KICKEPMADE,GAMEWINFGSMADE,KICKFGATTEMPTS50ORMORE,KICKFGATTEMPTS40TO49,KICKFGATTEMPTS30TO39,KICKFGATTEMPTS29ORLESS,GAMEWINFGATTEMPTS,KICKFGMADE30TO39,KICKFGMADE29ORLESS,KICKFGMADE,KICKFGLONGEST,GAMESSTARTED,YEARBYYEARTEAMINDEX,KICKTOUCHBACKS,KICKFGMADE50ORMORE,KICKFGMADE40TO49,PUNTBLOCKED,GAMESPLAYED,FirstName_y,LastName_y,PLYR_ASSETNAME,Row Excel,Row Editor,YearsPro,Age,TeamIndex,ContractStatus,TraitDevelopment,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,FGPercentage,EPPercentage,Over40YardPercentage,PuntTBPerIn20,YardsPerPunt,NetYardsToPuntYards,TeamName_y,SkillPointKick
57,K,Joshua,Karty,Joshua Karty,DEN,0,0,0,1,0,0,103,24,0,6,57,False,0,0,17,24,0,4,4,5,4,0,5,4,16,56,16,3,42,4,3,0,16,Joshua,Karty,,3357.0,3355.0,5.0,27.0,3.0,Signed,Superstar,83.0,0.0,0.0,DEN,tier_3,0.9411764705882353,1.0,0.875,,,,DEN,0
58,P,Ryan,Rehkow,Ryan Rehkow,NE,0,3494,3693,0,81,25,173,0,48,6,90,False,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,21,57,0,0,0,16,Ryan,Rehkow,,2414.0,2412.0,4.0,28.0,21.0,Signed,Normal,73.0,0.0,0.0,NE,tier_5,,,,0.16,45.592592592592595,0.9461142702409965,NE,-1
67,K,Kyle,Lemmermann,Kyle Lemmermann,GB,0,0,0,0,0,0,65,41,0,6,0,False,0,0,25,40,0,9,8,6,2,0,5,2,23,58,15,19,0,9,7,0,16,Kyle,Lemmermann,,477.0,475.0,0.0,22.0,19.0,Signed,Normal,72.0,0.0,0.0,GB,tier_5,0.92,0.975609756097561,0.9411764705882353,,,,GB,4
69,P,Austin,McNamara,Austin McNamara,NO,0,4479,4681,0,102,29,105,0,48,6,2,False,0,8,0,0,0,0,0,0,0,0,0,0,0,0,16,26,0,0,0,1,16,Austin,McNamara,McNamaraAustin_675,3612.0,3610.0,5.0,28.0,26.0,Signed,Normal,74.0,0.0,0.0,NO,tier_5,,,,0.27586206896551724,45.8921568627451,0.95684682760094,NO,-1
71,K,Mason,Shipley,Mason Shipley,HOU,0,0,0,0,0,0,63,46,0,6,0,False,0,0,17,46,0,7,4,5,1,0,5,1,17,58,15,31,0,7,4,0,16,Mason,Shipley,,2715.0,2713.0,3.0,26.0,31.0,Signed,Normal,70.0,0.0,0.0,HOU,tier_5,1.0,1.0,1.0,,,,HOU,10
76,P,Lucas,Osada,Lucas Osada,SEA,0,3203,3577,0,79,27,82,0,49,6,1,False,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16,27,0,0,0,1,16,Lucas,Osada,LucasOsada_29642,1399.0,1397.0,0.0,22.0,27.0,Signed,Normal,74.0,0.0,0.0,SEA,tier_5,,,,0.18518518518518517,45.278481012658226,0.8954431087503495,SEA,-4
81,K,Cam,Little,Cam Little,MIA,0,0,0,1,0,0,74,56,0,6,0,False,0,0,14,56,0,5,2,4,3,0,3,3,11,62,16,11,0,4,1,0,16,Cam,Little,,2434.0,2432.0,4.0,27.0,11.0,Signed,Star,82.0,0.0,0.0,MIA,tier_3,0.7857142857142857,1.0,0.7142857142857143,,,,MIA,-10
96,P,Eddie,Czaplicki,Eddie Czaplicki,WAS,0,3326,3573,0,78,24,82,0,48,6,1,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,25,0,0,0,0,16,Eddie,Czaplicki,,1157.0,1155.0,4.0,27.0,25.0,Signed,Star,74.0,0.0,0.0,WAS,tier_5,,,,0.041666666666666664,45.80769230769231,0.9308704170165127,WAS,3
101,K,Matt,Gay,Matt Gay,CLE,0,0,0,0,0,0,147,45,0,6,81,False,0,0,17,44,0,2,1,6,8,0,6,8,17,57,16,4,48,2,1,0,16,Matt,Gay,GayMatt_20715,984.0,982.0,10.0,35.0,4.0,Signed,Star,79.0,0.0,0.0,CLE,tier_4,1.0,0.9777777777777777,1.0,,,,CLE,5
102,K,John,Hoyland,John Hoyland,TEN,0,0,0,0,0,0,159,47,0,6,84,False,0,0,25,46,0,4,4,10,7,0,9,6,21,59,16,29,49,2,4,0,16,John,Hoyland,,729.0,727.0,4.0,26.0,29.0,Signed,Normal,74.0,0.0,0.0,TEN,tier_5,0.84,0.9787234042553191,0.75,,,,TEN,-5
110,K,Ka'imi,Fairbairn,Ka'imi Fairbairn,WAS,0,0,0,0,0,0,147,35,0,6,78,False,0,0,27,35,0,7,8,9,3,0,9,3,27,57,16,25,47,7,8,0,16,Ka'imi,Fairbairn,FairbairnKaimi_17759,848.0,846.0,13.0,35.0,25.0,Signed,Star,80.0,0.0,0.0,WAS,tier_3,1.0,1.0,1.0,,,,WAS,6
117,P,Aidan,Flintoft,Aidan Flintoft,MIA,0,3497,3725,0,77,30,163,0,51,6,84,False,0,8,0,0,0,0,0,0,0,0,0,0,0,0,16,11,57,0,0,0,16,Aidan,Flintoft,,690.0,688.0,2.0,25.0,11.0,Signed,Normal,82.0,0.0,0.0,MIA,tier_3,,,,0.26666666666666666,48.37662337662338,0.9387919463087249,MIA,-2
123,P,Mark,Vassett,Mark Vassett,BAL,0,3223,3653,0,80,23,68,0,51,6,1,False,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,24,0,0,0,0,16,Mark,Vassett,,2196.0,2194.0,4.0,28.0,24.0,Signed,Normal,72.0,0.0,0.0,BAL,tier_5,,,,0.17391304347826086,45.6625,0.8822885299753627,BAL,-3
124,P,Tom,Ellard,Tom Ellard,LAC,0,3573,3830,0,83,22,85,0,49,6,1,False,0,7,0,0,0,0,0,0,0,0,0,0,0,0,16,7,0,0,0,0,16,Tom,Ellard,,2309.0,2307.0,3.0,25.0,7.0,Signed,Normal,75.0,0.0,0.0,LAC,tier_4,,,,0.3181818181818182,46.144578313253014,0.9328981723237598,LAC,-5
127,K,Harrison,Butker,Harrison Butker,KC,0,0,0,0,0,0,170,59,0,6,92,False,0,0,17,58,0,6,4,5,2,0,5,2,17,59,16,8,55,6,4,0,16,Harrison,Butker,ButkerHarrison_12863,402.0,400.0,12.0,34.0,8.0,Signed,Star,85.0,0.0,0.0,KC,tier_2,1.0,0.9830508474576272,1.0,,,,KC,4
155,K,Blake,Grupe,Blake Grupe,NO,0,0,0,0,0,0,101,23,0,6,53,False,0,0,18,22,0,5,9,2,2,0,2,1,16,58,16,26,38,5,8,0,16,Blake,Grupe,GrupeBlake_23337,607.0,605.0,6.0,30.0,26.0,Signed,Normal,78.0,0.0,0.0,NO,tier_4,0.8888888888888888,0.9565217391304348,0.9285714285714286,,,,NO,-3
163,K,Aeeron,Burrell,Aeeron Burrell,PHI,0,0,0,0,0,0,131,39,0,6,71,False,0,0,17,38,0,6,3,5,3,0,4,3,14,57,16,12,47,4,3,0,16,Aeeron,Burrell,AeeronBurrell_2978,1220.0,1218.0,0.0,22.0,12.0,Signed,Normal,74.0,0.0,0.0,PHI,tier_5,0.8235294117647058,0.9743589743589743,0.7777777777777778,,,,PHI,-3
164,K,Dean,Janikowski,Dean Janikowski,DET,0,0,0,1,0,0,141,46,0,6,80,False,0,0,19,44,0,7,4,5,3,0,4,2,16,57,16,18,55,7,3,0,16,Dean,Janikowski,TylerPerkins_5320,2305.0,2303.0,4.0,27.0,18.0,Signed,Normal,74.0,0.0,0.0,DET,tier_5,0.8421052631578947,0.9565217391304348,0.9090909090909091,,,,DET,-2
166,P,Michael,Kern,Michael Kern,TB,0,3031,3327,0,73,20,77,0,48,6,1,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16,5,0,0,0,1,16,Michael,Kern,MichaelKern_29713,1881.0,1879.0,0.0,23.0,5.0,Signed,Normal,73.0,0.0,0.0,TB,tier_5,,,,0.1,45.57534246575342,0.9110309588217613,TB,1
174,P,Palmer,Williams,Palmer Williams,DAL,0,3254,3341,0,72,27,74,0,49,6,0,False,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,10,0,0,0,0,16,Palmer,Williams,WilliamsPalmer_461,2029.0,2027.0,2.0,25.0,10.0,Signed,Normal,76.0,0.0,0.0,DAL,tier_4,,,,0.14814814814814814,46.40277777777778,0.97395989224783,DAL,1
178,K,Eddy,Pineiro,Eddy Pineiro,CAR,0,0,0,0,0,0,147,39,0,6,80,False,0,0,24,38,0,9,3,7,5,0,6,5,21,58,16,20,47,7,3,0,16,Eddy,Pineiro,PineiroEddy_13428,2247.0,2245.0,11.0,33.0,20.0,Signed,Normal,81.0,0.0,0.0,CAR,tier_3,0.875,0.9743589743589743,0.8333333333333334,,,,CAR,-7
182,P,Jake,Bailey,Jake Bailey,CAR,0,3270,3436,0,75,23,78,0,49,6,1,False,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,20,0,0,0,1,16,Jake,Bailey,BaileyJake_20480,128.0,126.0,10.0,32.0,20.0,Signed,Normal,73.0,0.0,0.0,CAR,tier_5,,,,0.13043478260869565,45.81333333333333,0.9516880093131548,CAR,3
188,K,Cameron,Dicker,Cameron Dicker,LAC,0,0,0,1,0,0,112,29,0,6,58,False,0,0,18,29,0,7,8,1,2,0,1,2,17,60,16,7,38,6,8,0,16,Cameron,Dicker,DickerCameron_22392,702.0,700.0,7.0,29.0,7.0,Signed,Normal,82.0,0.0,0.0,LAC,tier_3,0.9444444444444444,1.0,0.9333333333333333,,,,LAC,3
190,P,Tommy,Townsend,Tommy Townsend,HOU,0,3789,3958,0,83,29,159,0,50,6,82,False,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16,31,48,0,0,0,16,Tommy,Townsend,TownsendTommy_21175,2837.0,2835.0,9.0,32.0,31.0,Signed,Normal,79.0,0.0,0.0,HOU,tier_4,,,,0.1724137931034483,47.68674698795181,0.9573016675088428,HOU,4
202,K,Chase,McLaughlin,Chase McLaughlin,BUF,0,0,0,0,0,0,63,48,0,6,0,False,0,0,17,48,0,4,2,7,4,0,7,4,16,54,15,2,0,3,2,0,16,Chase,McLaughlin,McLaughlinChase_20873,1896.0,1894.0,10.0,33.0,2.0,Signed,Normal,74.0,0.0,0.0,BUF,tier_5,0.9411764705882353,1.0,0.8333333333333334,,,,BUF,5
216,K,Will,Ferrin,Will Ferrin,ARI,0,0,0,1,0,0,142,30,0,6,76,False,0,0,30,30,0,9,10,6,5,0,5,5,28,58,16,6,53,9,9,0,16,Will,Ferrin,,2635.0,2633.0,3.0,25.0,6.0,Signed,Normal,75.0,0.0,0.0,ARI,tier_4,0.9333333333333333,1.0,0.9473684210526315,,,,ARI,3
219,K,Jared,Zirkel,Jared Zirkel,ATL,0,0,0,0,0,0,58,41,0,6,0,False,0,0,14,39,0,2,6,3,3,0,3,3,13,58,16,13,0,2,5,0,16,Jared,Zirkel,,2598.0,2596.0,4.0,26.0,13.0,Signed,Normal,71.0,0.0,0.0,ATL,tier_5,0.9285714285714286,0.9512195121951219,0.875,,,,ATL,1
221,P,Dylan,Joyce,Dylan Joyce,SF,0,3961,4301,0,94,37,90,0,50,6,0,False,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,14,0,0,0,1,16,Dylan,Joyce,JoyceDylan_620,1320.0,1318.0,2.0,24.0,14.0,Signed,Normal,75.0,0.0,0.0,SF,tier_4,,,,0.08108108108108109,45.755319148936174,0.9209486166007905,SF,0
227,K,Davis,Little,Davis Little,MIN,0,0,0,0,0,0,64,39,0,6,0,False,0,0,26,39,0,9,7,7,3,0,6,3,23,59,15,30,0,7,7,0,16,Davis,Little,DavisLittle_2863396,761.0,759.0,1.0,23.0,30.0,Signed,Normal,72.0,0.0,0.0,MIN,tier_5,0.8846153846153846,1.0,0.875,,,,MIN,2
229,K,Evan,McPherson,Evan McPherson,BAL,0,0,0,1,0,0,124,37,0,6,67,False,0,0,18,35,0,5,3,8,2,0,7,2,15,60,16,24,35,3,3,0,16,Evan,McPherson,McPhersonEvan_21925,1907.0,1905.0,8.0,30.0,24.0,Signed,Star,76.0,0.0,0.0,BAL,tier_4,0.8333333333333334,0.9459459459459459,0.75,,,,BAL,-10
250,P,Decam,Duley,Decam Duley,ATL,0,3920,4201,0,87,29,164,0,51,6,72,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16,13,42,0,0,0,16,Decam,Duley,DecamDuley_28519,674.0,672.0,1.0,23.0,13.0,Signed,Superstar,80.0,0.0,0.0,ATL,tier_3,,,,0.06896551724137931,48.28735632183908,0.9331111640085694,ATL,3
266,P,Mitchell,Lake,Mitchell Lake,ARI,0,4045,4289,0,93,26,96,0,49,6,1,False,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,6,0,0,0,0,16,Mitchell,Lake,LakeMitchell_611,1146.0,1144.0,2.0,25.0,6.0,Signed,Normal,75.0,0.0,0.0,ARI,tier_4,,,,0.15384615384615385,46.11827956989247,0.9431102821170436,ARI,-1
290,K,Nolan,Hauser,Nolan Hauser,CIN,0,0,0,1,0,0,157,48,0,6,89,False,0,0,23,48,0,4,4,8,7,0,8,6,20,53,16,1,39,2,4,0,16,Nolan,Hauser,NolanHauser_29517,1440.0,1438.0,0.0,22.0,1.0,Signed,Normal,76.0,0.0,0.0,CIN,tier_4,0.8695652173913043,1.0,0.75,,,,CIN,-5
294,P,Mason,Fletcher,Mason Fletcher,BUF,0,3545,3657,0,76,28,159,0,51,6,84,False,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16,2,54,0,0,0,16,Mason,Fletcher,FletcherMason_543,3480.0,3478.0,5.0,29.0,2.0,Signed,Superstar,81.0,0.0,0.0,BUF,tier_3,,,,0.17857142857142858,48.11842105263158,0.9693738036642057,BUF,2
342,K,Andres,Borregales,Andres Borregales,PIT,0,0,0,0,0,0,71,40,0,6,71,False,0,0,34,39,0,13,8,9,4,0,9,4,29,55,13,28,58,9,7,0,16,Andres,Borregales,,1603.0,1601.0,4.0,27.0,28.0,Signed,Normal,73.0,0.0,0.0,PIT,tier_5,0.8529411764705882,0.975,0.7619047619047619,,,,PIT,-3
348,P,Tyler,Kinsman,Tyler Kinsman,TEN,0,3230,3509,0,77,24,74,0,48,6,0,False,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,29,0,0,0,0,16,Tyler,Kinsman,,3517.0,3515.0,0.0,23.0,29.0,Signed,Normal,74.0,0.0,0.0,TEN,tier_5,,,,0.125,45.57142857142857,0.9204901681390709,TEN,1
349,P,Jamie,Gillan,Jamie Gillan,NYG,0,3151,3369,0,70,14,168,0,52,6,96,False,0,9,0,0,0,0,0,0,0,0,0,0,0,0,16,15,62,0,0,1,16,Jamie,Gillan,GillanJamie_20794,1005.0,1003.0,10.0,32.0,15.0,Signed,Star,82.0,0.0,0.0,NYG,tier_3,,,,0.6428571428571429,48.128571428571426,0.9352923716236272,NYG,-2
350,P,Riley,Thompson,Riley Thompson,CLE,0,3307,3483,0,75,27,70,0,51,6,0,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,4,0,0,0,0,16,Riley,Thompson,ThompsonRiley_678,3615.0,3613.0,5.0,29.0,4.0,Signed,Normal,75.0,0.0,0.0,CLE,tier_4,,,,0.037037037037037035,46.44,0.9494688486936549,CLE,1
351,K,Dominic,Zvada,Dominic Zvada,CHI,1,0,0,0,0,0,59,42,0,6,0,False,0,0,18,41,0,3,5,8,2,0,8,2,18,58,15,0,0,3,5,0,16,Dominic,Zvada,,704.0,702.0,3.0,25.0,0.0,Signed,Normal,76.0,0.0,0.0,CHI,tier_4,1.0,0.9761904761904762,1.0,,,,CHI,5
352,P,Tommy,Doman,Tommy Doman,CHI,0,3554,3847,0,82,30,155,0,50,6,76,False,0,6,0,0,0,0,0,0,0,0,0,0,0,0,16,0,41,0,0,0,16,Tommy,Doman,GunnarKilen_4793,2142.0,2140.0,4.0,27.0,0.0,Signed,Normal,78.0,0.0,0.0,CHI,tier_4,,,,0.2,46.91463414634146,0.923836755913699,CHI,-1
353,K,Griffin,Kell,Griffin Kell,TB,0,0,0,0,0,0,147,44,0,6,76,False,0,0,20,43,0,6,4,6,4,0,5,2,16,59,16,5,51,6,3,0,16,Griffin,Kell,,3462.0,3460.0,5.0,28.0,5.0,Signed,Star,77.0,0.0,0.0,TB,tier_4,0.8,0.9772727272727273,0.9,,,,TB,-5
354,K,Tristan,Alvano,Tristan Alvano,DAL,0,0,0,0,0,0,164,53,0,6,88,False,0,0,20,51,0,7,7,5,1,0,5,0,19,58,16,10,56,7,7,0,16,Tristan,Alvano,,585.0,583.0,2.0,25.0,10.0,Signed,Normal,76.0,0.0,0.0,DAL,tier_4,0.95,0.9622641509433962,1.0,,,,DAL,3
355,K,Alex,McPherson,Alex McPherson,NE,0,0,0,0,0,0,79,52,0,6,0,False,0,0,22,51,0,4,7,8,3,0,7,3,21,62,16,21,0,4,7,0,16,Alex,McPherson,McPhersonAlex_494,1838.0,1836.0,2.0,25.0,21.0,Signed,Normal,73.0,0.0,0.0,NE,tier_5,0.9545454545454546,0.9807692307692307,1.0,,,,NE,7
356,P,Mitch,Wishnowsky,Mitch Wishnowsky,DEN,0,3050,3347,0,71,19,74,0,50,6,0,False,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,0,16,Mitch,Wishnowsky,WishnowskyMitch_20481,3118.0,3116.0,10.0,37.0,3.0,Signed,Normal,78.0,0.0,0.0,DEN,tier_4,,,,0.15789473684210525,47.140845070422536,0.9112638183447864,DEN,1
357,K,Conor,Talty,Conor Talty,LAR,0,0,0,0,0,0,138,32,0,6,77,False,0,0,26,31,0,13,6,5,2,0,5,2,26,59,16,23,50,13,6,0,16,Conor,Talty,ConorTalty_2872,1893.0,1891.0,1.0,24.0,23.0,Signed,Normal,80.0,0.0,0.0,LAR,tier_3,1.0,0.96875,1.0,,,,LAR,3
358,K,Dustin,Hopkins,Dustin Hopkins,SF,0,0,0,0,0,0,136,37,0,6,74,False,0,0,21,37,0,6,4,8,3,0,8,3,20,58,16,14,45,6,3,0,16,Dustin,Hopkins,HopkinsDustin_11941,1301.0,1299.0,16.0,38.0,14.0,Signed,Star,87.0,0.0,0.0,SF,tier_2,0.9523809523809523,1.0,0.9,,,,SF,1
359,P,Ryan,Wright,Ryan Wright,MIN,0,3347,3573,0,76,28,153,0,51,6,81,False,0,10,0,0,0,0,0,0,0,0,0,0,0,0,16,30,55,0,0,0,16,Ryan,Wright,WrightRyan_22538,3160.0,3158.0,7.0,29.0,30.0,Signed,Normal,80.0,0.0,0.0,MIN,tier_3,,,,0.35714285714285715,47.01315789473684,0.9367478309543801,MIN,-4
360,P,A.J.,Cole III,A.J. Cole III,LV,0,2703,2781,0,59,14,146,0,51,6,87,False,0,7,0,0,0,0,0,0,0,0,0,0,0,0,16,22,57,0,0,0,16,A.J.,Cole III,ColeIIIAJ_20821,536.0,534.0,10.0,33.0,22.0,Signed,Star,80.0,0.0,0.0,LV,tier_3,,,,0.5,47.13559322033898,0.9719525350593312,LV,-3
361,K,Nathanial,Vakos,Nathanial Vakos,LV,0,0,0,1,0,0,71,45,0,6,0,False,0,0,21,43,0,9,7,4,1,0,4,1,18,58,16,22,0,6,7,0,16,Nathanial,Vakos,,1473.0,1471.0,3.0,26.0,22.0,Signed,Star,75.0,0.0,0.0,LV,tier_4,0.8571428571428571,0.9555555555555556,0.8125,,,,LV,-8
362,P,Tory,Taylor,Tory Taylor,IND,0,3662,4056,0,88,31,90,0,49,6,0,False,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,9,0,0,0,0,16,Tory,Taylor,TaylorTory_481,3421.0,3419.0,5.0,29.0,9.0,Signed,Normal,75.0,0.0,0.0,IND,tier_4,,,,0.0967741935483871,46.09090909090909,0.9028599605522682,IND,0
363,K,Peyton,Woodring,Peyton Woodring,SEA,0,0,0,0,0,0,159,45,0,6,87,False,0,0,25,44,0,8,3,8,6,0,8,6,24,59,16,27,56,8,2,0,16,Peyton,Woodring,,356.0,354.0,2.0,24.0,27.0,Signed,Normal,80.0,0.0,0.0,SEA,tier_3,0.96,0.9777777777777777,0.9090909090909091,,,,SEA,0
364,P,J.K.,Scott,J.K. Scott,DET,0,3427,3595,0,78,26,73,0,56,6,1,False,0,4,0,0,0,0,0,0,0,0,0,0,0,0,15,18,0,0,0,0,16,J.K.,Scott,ScottJK_13436,2497.0,2495.0,11.0,32.0,18.0,Signed,Normal,73.0,0.0,0.0,DET,tier_5,,,,0.15384615384615385,46.08974358974359,0.95326842837274,DET,3
369,K,Jai,Patel,Jai Patel,IND,0,0,0,1,0,0,125,34,0,6,70,False,0,0,23,33,0,8,4,7,4,0,6,4,20,57,16,9,39,6,4,0,16,Jai,Patel,PatelJai_608,894.0,892.0,2.0,24.0,9.0,Signed,Superstar,86.0,0.0,0.0,IND,tier_2,0.8695652173913043,0.9705882352941176,0.8333333333333334,,,,IND,-7
370,P,Jeremy,Crawshaw,Jeremy Crawshaw,PHI,0,3351,3686,0,82,23,82,0,48,6,0,False,0,7,0,0,0,0,0,0,0,0,0,0,0,0,16,12,0,0,0,0,16,Jeremy,Crawshaw,,2331.0,2329.0,4.0,28.0,12.0,Signed,Normal,72.0,0.0,0.0,PHI,tier_5,,,,0.30434782608695654,44.951219512195124,0.9091155724362453,PHI,-5
