Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,RUSHYARDS,PASSYARDS,RECEIVEDROPS,RUSHYARDSAFTER1STHIT,RECEIVEYARDS,RECEIVELONGEST,DOWNSPLAYED,RECEIVEYARDSAFTER,STAT_KEEP,PASSCOMPLETED,RUSHATTEMPTS,PASSATTEMPTS,PASSINTS,RECEIVECATCHES,FIRSTDOWNS,RUSH20YARDRUNS,SEAS_YEAR,RUSHLONGEST,PASSLONGEST,RUSHBROKENTACKLES,4QCOMEBACKS,GAMERATING,PASSSACKED,PASSTDS,RECEIVETDS,GAMESPLAYED,GAMESSTARTED,RUSHFUMBLES,YEARBYYEARTEAMINDEX,RUSHTDS,FirstName_y,LastName_y,PLYR_ASSETNAME,Row Excel,Row Editor,YearsPro,Age,PLYR_DRAFTROUND,TeamIndex,ContractStatus,TraitDevelopment,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,ScrimmageYardsPer1000DownsPlayed,RBScrimmageYardsPer300Touches,RBScrimmageTDsPerGame,TDsPer1000DownsPlayed,WRPercentageofTeamPassYards,TeamName_y,SkillPointOff
473,WR,Chris,Brazzell II,Chris Brazzell II,CIN,1,0,3,0,824,50,975,321,True,0,1,0,0,60,0,0,1,1,0,1,0,0,0,0,7,17,17,1,1,0,Chris,Brazzell II,ChrisBrazzell II_26211,3372.0,3370.0,0.0,22.0,2.0,1.0,Signed,Normal,73.0,0.0,0.0,CIN,tier_5,846.1538461538462,2031.1475409836066,0.4117647058823529,7.17948717948718,0.1799126637554585,CIN,3.0
476,WR,Xavier,Worthy,Xavier Worthy,KC,11,0,3,0,589,52,650,168,True,0,5,0,0,50,0,0,1,5,0,1,0,0,0,0,2,13,13,3,8,0,Xavier,Worthy,WorthyXavier_14650,2993.0,2991.0,2.0,23.0,1.0,8.0,Signed,College_Impact,76.0,0.0,0.0,KC,tier_4,923.0769230769231,1666.3636363636365,0.15384615384615385,3.076923076923077,0.1988718743172655,KC,0.0
477,WR,Marquise,Brown,Marquise Brown,TEN,4,0,6,0,267,36,648,104,True,0,5,0,0,26,0,0,1,3,0,2,0,0,0,0,2,15,14,0,29,0,Marquise,Brown,BrownMarquise_20497,336.0,334.0,7.0,29.0,1.0,29.0,Signed,Normal,76.0,0.0,0.0,TEN,tier_4,418.20987654320993,1330.6451612903227,0.13333333333333333,3.0864197530864197,0.08695402298850574,TEN,-8.0
479,HB,Bhayshul,Tuten,Bhayshul Tuten,JAX,511,0,0,196,62,17,340,86,True,0,128,0,0,14,0,3,1,33,0,27,0,0,0,0,1,14,11,4,16,4,Bhayshul,Tuten,TutenBhayshul_14812,2732.0,2730.0,1.0,24.0,4.0,16.0,Signed,College_Impact,73.0,0.0,0.0,JAX,tier_5,1685.2941176470588,1145.0704225352113,0.35714285714285715,14.705882352941176,0.020408163265306124,JAX,-2.0
480,WR,DeMario,Douglas,DeMario Douglas,PHI,9,0,8,0,462,87,860,176,True,0,5,0,0,37,0,0,1,3,0,0,0,0,0,0,2,17,17,1,12,0,DeMario,Douglas,DouglasDemario_22797,682.0,680.0,3.0,25.0,6.0,12.0,Signed,College_Impact,76.0,0.0,0.0,PHI,tier_4,547.6744186046511,1714.2857142857142,0.11764705882352941,2.3255813953488373,0.12359550561797752,PHI,-5.0
481,HB,Woody,Marks,Woody Marks,HOU,267,0,0,72,44,27,331,70,True,0,92,0,0,7,0,0,1,20,0,12,0,0,0,0,0,17,1,0,31,2,Woody,Marks,MarksWoody_14809,1672.0,1670.0,1.0,25.0,4.0,31.0,Signed,Normal,73.0,0.0,0.0,HOU,tier_5,939.5770392749245,875.7575757575758,0.11764705882352941,6.042296072507553,0.012363023321157629,HOU,-6.0
484,WR,Jalen,Tolbert,Jalen Tolbert,LAR,0,0,3,0,547,47,948,161,True,0,0,0,0,43,0,0,1,0,0,0,0,0,0,0,3,17,17,0,23,0,Jalen,Tolbert,TolbertJalen_22088,2672.0,2670.0,4.0,27.0,3.0,23.0,Signed,College_Impact,71.0,0.0,0.0,LAR,tier_5,577.0042194092827,1908.139534883721,0.17647058823529413,3.1645569620253164,0.13351232609226266,LAR,-3.0
485,WR,Travis,Hunter,Travis Hunter,JAX,0,0,6,0,431,37,527,154,True,0,0,0,0,37,0,0,1,0,0,1,0,0,0,0,3,17,9,0,16,0,Travis,Hunter,HunterTravis_15101,1243.0,1241.0,1.0,23.0,1.0,16.0,Signed,Normal,79.0,0.0,0.0,JAX,tier_4,817.8368121442126,1747.2972972972973,0.17647058823529413,5.692599620493358,0.11683383030631607,JAX,-2.0
487,WR,Eric,Rivers,Eric Rivers,SF,7,0,3,0,602,47,713,160,True,0,2,0,0,47,0,0,1,5,0,0,0,0,0,0,0,17,17,1,14,0,Eric,Rivers,EricRivers_26422,3458.0,3456.0,0.0,23.0,4.0,14.0,Signed,Normal,70.0,0.0,0.0,SF,tier_5,854.1374474053296,1885.7142857142858,0.0,0.0,0.179755150791281,SF,1.0
489,HB,Jacory,Croskey-Merritt,Jacory Croskey-Merritt,WAS,558,0,1,237,91,15,434,108,True,0,129,0,0,11,0,4,1,28,0,28,0,0,0,0,2,17,6,0,25,7,Jacory,Croskey-Merritt,CroskeyMerrittJacory_16152,555.0,553.0,1.0,25.0,7.0,25.0,Signed,Normal,76.0,0.0,0.0,WAS,tier_4,1495.3917050691243,1293.2142857142858,0.5294117647058824,20.737327188940093,0.025383542538354252,WAS,3.0
490,HB,Jaydn,Ott,Jaydn Ott,PHI,162,0,2,63,208,32,482,188,True,0,41,0,0,38,0,1,1,28,0,12,0,0,0,0,1,17,11,2,12,2,Jaydn,Ott,JaydnOtt_26523,3497.0,3495.0,0.0,22.0,5.0,12.0,Signed,Normal,67.0,0.0,0.0,PHI,tier_6,767.6348547717843,1010.126582278481,0.17647058823529413,6.224066390041493,0.05564472980203317,PHI,-2.0
493,HB,Kenneth,Gainwell,Kenneth Gainwell,NE,476,0,0,189,107,31,351,87,True,0,120,0,0,12,0,2,1,23,0,21,0,0,0,0,2,12,2,0,21,3,Kenneth,Gainwell,GainwellKenneth_21571,894.0,892.0,5.0,27.0,5.0,21.0,Signed,Normal,76.0,0.0,0.0,NE,tier_4,1660.968660968661,1203.409090909091,0.4166666666666667,14.245014245014245,0.040770127308588845,NE,-1.0
495,HB,Tank,Bigsby,Tank Bigsby,PHI,512,0,0,139,106,29,434,71,True,0,148,0,0,12,0,1,1,25,0,16,0,0,0,0,0,14,8,2,12,3,Tank,Bigsby,BigsbyTank_22733,216.0,214.0,3.0,25.0,3.0,12.0,Signed,Normal,76.0,0.0,0.0,PHI,tier_4,1423.963133640553,1059.375,0.21428571428571427,6.912442396313365,0.03443399831842849,PHI,-5.0
496,WR,Tank,Dell,Tank Dell,HOU,0,0,8,0,774,50,707,281,True,0,0,0,0,51,0,0,1,0,0,0,0,0,0,0,5,12,12,1,31,0,Tank,Dell,DellTank_22764,638.0,636.0,3.0,26.0,3.0,31.0,Signed,Normal,80.0,0.0,0.0,HOU,tier_3,1094.7666195190948,2276.470588235294,0.4166666666666667,7.072135785007072,0.3080921607193032,HOU,4.0
501,HB,Joe,Mixon,Joe Mixon,KC,400,0,2,209,160,24,671,243,True,0,90,0,0,29,0,2,1,32,0,26,0,0,0,0,0,17,0,1,8,5,Joe,Mixon,MixonJoe_12625,1843.0,1841.0,9.0,30.0,2.0,8.0,Signed,Normal,76.0,0.0,0.0,KC,tier_4,834.575260804769,1210.0840336134454,0.29411764705882354,7.451564828614009,0.04131164471985541,KC,-3.0
503,HB,Alvin,Kamara,Alvin Kamara,NO,466,0,0,184,303,31,534,288,True,0,117,0,0,36,0,3,1,50,0,11,0,0,0,0,2,13,13,1,26,3,Alvin,Kamara,KamaraAlvin_12551,1455.0,1453.0,9.0,31.0,3.0,26.0,Signed,College_Impact,72.0,0.0,0.0,NO,tier_5,1440.0749063670412,1210.7843137254902,0.38461538461538464,9.363295880149813,0.10262387185464107,NO,0.0
504,HB,Kimani,Vidal,Kimani Vidal,LAC,577,0,0,252,90,14,371,80,True,0,132,0,0,13,0,2,1,25,0,31,0,0,0,0,0,15,0,0,7,6,Kimani,Vidal,VidalKimani_14637,2764.0,2762.0,2.0,25.0,6.0,7.0,Signed,Normal,79.0,0.0,0.0,LAC,tier_4,1797.843665768194,1286.896551724138,0.4,16.172506738544474,0.023308957952468005,LAC,1.0
507,HB,Samaje,Perine,Samaje Perine,CIN,103,0,1,48,92,37,403,69,True,0,23,0,0,7,0,0,1,19,0,7,0,0,0,0,0,17,2,0,1,1,Samaje,Perine,PerineSamaje_12627,2094.0,2092.0,10.0,30.0,4.0,1.0,Signed,Normal,69.0,0.0,0.0,CIN,tier_6,483.8709677419355,1490.0,0.058823529411764705,2.4813895781637716,0.020087336244541485,CIN,4.0
508,WR,Keon,Coleman,Keon Coleman,CLE,0,0,5,0,258,28,689,49,True,0,0,0,0,21,0,0,1,0,0,6,0,0,0,0,1,17,14,0,4,0,Keon,Coleman,ColemanKeon_14646,500.0,498.0,2.0,23.0,2.0,4.0,Signed,Normal,73.0,0.0,0.0,CLE,tier_5,374.45573294629895,1842.857142857143,0.058823529411764705,1.4513788098693758,0.06373517786561264,CLE,-8.0
509,HB,Desmond,Reid,Desmond Reid,BUF,141,0,0,82,143,20,342,156,True,0,38,0,0,21,0,1,1,28,0,14,0,0,0,0,1,14,10,0,2,1,Desmond,Reid,DesmondReid_26710,3685.0,3683.0,0.0,22.0,7.0,2.0,Signed,Normal,72.0,0.0,0.0,BUF,tier_5,830.4093567251462,1080.5084745762713,0.14285714285714285,5.847953216374268,0.04594941972555098,BUF,-2.0
510,HB,LeQuint,Allen,LeQuint Allen,JAX,321,0,0,133,198,41,563,193,True,0,98,0,0,33,0,0,1,20,0,20,0,0,0,0,1,17,13,0,16,8,LeQuint,Allen,AllenLeQuint_15052,55.0,53.0,1.0,22.0,7.0,16.0,Signed,Normal,69.0,0.0,0.0,JAX,tier_6,921.8472468916518,961.8320610687023,0.5294117647058824,15.985790408525755,0.053673082136080234,JAX,1.0
511,HB,Jaden,Nixon,Jaden Nixon,KC,418,0,0,172,55,22,319,64,True,0,89,0,0,8,0,1,1,36,0,24,0,0,0,0,1,17,1,1,8,7,Jaden,Nixon,JadenNixon_26538,3500.0,3498.0,0.0,23.0,5.0,8.0,Signed,Normal,70.0,0.0,0.0,KC,tier_5,1482.7586206896553,1377.8350515463917,0.47058823529411764,25.078369905956112,0.014200877872450298,KC,3.0
514,WR,Devaughn,Vele,Devaughn Vele,NO,0,0,12,0,514,41,858,208,True,0,0,0,0,56,0,0,1,0,0,2,0,0,0,0,2,17,17,0,26,0,Devaughn,Vele,VeleDevaughn_1160,2760.0,2758.0,2.0,28.0,7.0,26.0,Signed,Normal,72.0,0.0,0.0,NO,tier_5,599.0675990675991,1376.7857142857142,0.11764705882352941,2.331002331002331,0.1331261331261331,NO,-3.0
515,WR,Tory,Horton,Tory Horton,SEA,0,0,2,0,278,46,465,56,True,0,0,0,0,22,0,0,1,0,0,1,0,0,0,0,3,17,0,2,27,0,Tory,Horton,HortonTory_15064,1211.0,1209.0,1.0,23.0,5.0,27.0,Signed,Normal,72.0,0.0,0.0,SEA,tier_5,597.8494623655914,1895.4545454545455,0.17647058823529413,6.451612903225806,0.0799080195458465,SEA,-2.0
516,WR,Rashid,Shaheed,Rashid Shaheed,SEA,0,0,5,0,542,38,934,157,True,0,0,0,0,43,0,0,1,0,0,5,0,0,0,0,2,17,17,2,27,0,Rashid,Shaheed,ShaheedRashid_22666,2382.0,2380.0,4.0,28.0,63.0,27.0,Signed,College_Impact,75.0,0.0,0.0,SEA,tier_4,580.2997858672377,1890.6976744186045,0.11764705882352941,2.1413276231263385,0.15579189422247772,SEA,-5.0
518,WR,Isaac,TeSlaa,Isaac TeSlaa,DET,0,0,3,0,533,43,925,159,True,0,0,0,0,44,0,0,1,0,0,9,0,0,0,0,7,17,17,2,18,0,Isaac,TeSlaa,TeSlaaIsaac_15067,2620.0,2618.0,1.0,24.0,3.0,18.0,Signed,College_Impact,75.0,0.0,0.0,DET,tier_4,576.2162162162163,1817.0454545454545,0.4117647058823529,7.5675675675675675,0.12965215276088543,DET,-3.0
526,HB,RJ,Harvey,RJ Harvey,DEN,515,0,2,248,265,35,468,268,True,0,119,0,0,32,0,3,1,29,0,34,0,0,0,0,2,10,10,2,3,5,RJ,Harvey,HarveyRJ_15037,1090.0,1088.0,1.0,25.0,2.0,3.0,Signed,College_Impact,77.0,0.0,0.0,DEN,tier_4,1666.6666666666667,1286.4238410596026,0.7,14.957264957264957,0.12169097784981092,DEN,2.0
529,WR,Tez,Johnson,Tez Johnson,TB,0,0,3,0,364,38,601,148,True,0,0,0,0,31,0,0,1,0,0,0,0,0,0,0,0,17,11,1,5,0,Tez,Johnson,JohnsonTez_15072,1377.0,1375.0,1.0,24.0,7.0,5.0,Signed,Normal,75.0,0.0,0.0,TB,tier_4,605.657237936772,1761.2903225806451,0.0,0.0,0.09171075837742504,TB,-8.0
530,HB,Jordan,James,Jordan James,SF,679,0,0,293,93,30,542,112,True,0,181,0,0,18,0,4,1,53,0,37,0,0,0,0,2,17,8,4,14,5,Jordan,James,JamesJordan_15048,1310.0,1308.0,1.0,22.0,5.0,14.0,Signed,Normal,75.0,0.0,0.0,SF,tier_4,1424.3542435424354,1093.7185929648242,0.4117647058823529,12.915129151291513,0.027769483427888923,SF,-6.0
531,HB,Isaiah,Davis,Isaiah Davis,NYJ,224,0,2,102,118,18,272,146,True,0,54,0,0,19,0,3,1,26,0,14,0,0,0,0,1,12,8,0,17,1,Isaiah,Davis,DavisIsaiah_22754,602.0,600.0,2.0,24.0,5.0,17.0,Signed,Normal,72.0,0.0,0.0,NYJ,tier_5,1257.3529411764705,1163.013698630137,0.16666666666666666,7.352941176470588,0.06930624654505252,NYJ,0.0
536,WR,Marvin,Mims Jr,Marvin Mims Jr,DEN,2,0,5,0,640,51,762,193,True,0,4,0,0,45,0,0,1,3,0,2,0,0,0,0,3,17,17,1,3,0,Marvin,Mims Jr,MimsJrMarvin_22767,1829.0,1827.0,3.0,24.0,2.0,3.0,Signed,College_Impact,75.0,0.0,0.0,DEN,tier_4,842.5196850393701,1971.4285714285713,0.17647058823529413,3.937007874015748,0.17287952458130743,DEN,-1.0
537,WR,Mason,Tipton,Mason Tipton,NO,-3,0,3,1,271,26,527,132,True,1,1,0,0,32,0,0,1,0,0,2,0,0,0,0,1,16,16,2,26,0,Mason,Tipton,TiptonMason_1356,2668.0,2666.0,2.0,25.0,63.0,26.0,Signed,Normal,69.0,0.0,0.0,NO,tier_6,508.53889943074006,1204.5454545454547,0.0625,1.8975332068311195,0.07457588707588707,NO,-3.0
540,WR,Junior,Vandeross III,Junior Vandeross III,CLE,-4,0,8,0,548,61,897,268,True,1,1,0,0,48,0,0,1,0,0,2,0,0,0,0,3,17,8,3,4,0,Junior,Vandeross III,JuniorVandeross III_2663361,3682.0,3680.0,0.0,22.0,63.0,4.0,Signed,Normal,71.0,0.0,0.0,CLE,tier_5,606.4659977703456,1653.0612244897961,0.17647058823529413,3.3444816053511706,0.13537549407114624,CLE,-3.0
541,HB,Tony,Pollard,Tony Pollard,CHI,177,0,0,137,27,16,285,39,True,0,26,0,0,6,0,3,1,28,0,15,0,0,0,0,1,14,14,0,0,0,Tony,Pollard,PollardTony_20473,2136.0,2134.0,7.0,29.0,4.0,0.0,Signed,Normal,73.0,0.0,0.0,CHI,tier_5,715.7894736842105,1785.9375,0.07142857142857142,3.5087719298245617,0.008480526199098367,CHI,6.0
543,WR,Calvin,Austin,Calvin Austin,PIT,8,0,3,0,651,69,921,319,True,0,6,0,0,47,0,0,1,4,0,2,0,0,0,0,6,17,17,0,28,0,Calvin,Austin,AustinIIICalvin_22086,106.0,104.0,4.0,27.0,4.0,28.0,Signed,Normal,72.0,0.0,0.0,PIT,tier_5,715.5266015200868,1887.735849056604,0.35294117647058826,6.514657980456026,0.18327702702702703,PIT,3.0
545,HB,Rico,Dowdle,Rico Dowdle,DEN,543,0,0,175,86,28,577,95,True,0,159,0,0,13,0,2,1,43,0,19,0,0,0,0,0,15,13,0,3,5,Rico,Dowdle,DowdleRico_21039,684.0,682.0,6.0,28.0,63.0,3.0,Signed,College_Impact,76.0,0.0,0.0,DEN,tier_4,1090.1213171577122,1022.0930232558139,0.3333333333333333,8.665511265164644,0.026328110931028274,DEN,-3.0
546,WR,Luther,Burden III,Luther Burden III,CHI,3,0,6,0,686,79,871,353,True,1,2,0,0,54,0,0,1,5,0,1,0,0,0,0,7,17,17,0,0,0,Luther,Burden III,BurdenIIILuther_15095,370.0,368.0,1.0,22.0,2.0,0.0,Signed,College_Impact,80.0,0.0,0.0,CHI,tier_3,791.044776119403,1853.5714285714287,0.4117647058823529,8.036739380022961,0.17744438696326953,CHI,-1.0
549,HB,Blake,Corum,Blake Corum,LAR,919,0,1,344,157,28,702,218,True,0,213,0,0,34,0,1,1,40,0,44,0,0,0,0,1,17,11,2,23,8,Blake,Corum,CorumBlake_14623,537.0,535.0,2.0,25.0,3.0,23.0,Signed,Normal,82.0,0.0,0.0,LAR,tier_3,1532.7635327635328,1211.5384615384614,0.5294117647058824,12.82051282051282,0.03832072247986331,LAR,-2.0
553,HB,Justice,Hill,Justice Hill,BAL,266,0,0,108,40,21,388,37,True,0,56,0,0,6,0,2,1,22,0,17,0,0,0,0,1,17,17,0,24,2,Justice,Hill,HillJustice_20490,1166.0,1164.0,7.0,28.0,4.0,24.0,Signed,Normal,69.0,0.0,0.0,BAL,tier_6,788.659793814433,1383.8709677419356,0.17647058823529413,7.731958762886598,0.012539184952978056,BAL,4.0
554,HB,Jarquez,Hunter,Jarquez Hunter,LAR,314,0,1,129,66,26,441,96,True,0,80,0,0,11,0,3,1,29,0,21,0,0,0,0,1,17,17,2,23,6,Jarquez,Hunter,HunterJarquez_14822,1242.0,1240.0,1.0,23.0,4.0,23.0,Signed,Normal,70.0,0.0,0.0,LAR,tier_5,861.6780045351475,1143.956043956044,0.4117647058823529,15.873015873015872,0.016109348303636806,LAR,0.0
563,WR,Parker,Washington,Parker Washington,JAX,3,0,5,0,876,53,785,268,True,0,2,0,0,67,0,0,1,5,0,3,0,0,0,0,6,14,14,0,16,0,Parker,Washington,WashingtonParker_22766,2823.0,2821.0,3.0,24.0,6.0,16.0,Signed,Normal,78.0,0.0,0.0,JAX,tier_4,1119.7452229299363,1917.391304347826,0.42857142857142855,7.643312101910828,0.28834759710335744,JAX,5.0
566,HB,Will,Shipley,Will Shipley,PHI,206,0,1,80,47,20,362,83,True,0,67,0,0,14,0,1,1,50,0,14,0,0,0,0,0,17,17,2,12,1,Will,Shipley,ShipleyWill_14630,2400.0,2398.0,2.0,24.0,4.0,12.0,Signed,Normal,71.0,0.0,0.0,PHI,tier_5,698.8950276243095,850.0,0.058823529411764705,2.7624309392265194,0.012573568753344035,PHI,-7.0
570,HB,Jam,Miller,Jam Miller,DEN,239,0,2,84,120,22,389,198,True,0,76,0,0,30,0,0,1,20,0,13,0,0,0,0,2,17,8,3,3,2,Jam,Miller,JamMiller_26431,3466.0,3464.0,0.0,22.0,4.0,3.0,Signed,Normal,69.0,0.0,0.0,DEN,tier_6,922.879177377892,846.2264150943397,0.23529411764705882,10.282776349614394,0.03241491085899514,DEN,-5.0
571,WR,Brandin,Cooks,Brandin Cooks,BUF,0,0,5,0,272,44,412,65,True,0,0,0,0,24,0,0,1,0,0,1,0,0,0,0,4,15,2,0,2,0,Brandin,Cooks,CooksBrandin_10847,525.0,523.0,12.0,32.0,1.0,2.0,Signed,Normal,70.0,0.0,0.0,BUF,tier_5,660.1941747572816,1700.0,0.26666666666666666,9.70873786407767,0.08157360853841404,BUF,0.0
576,HB,Tyrone,Tracy Jr,Tyrone Tracy Jr,NYG,480,0,0,154,176,32,603,184,True,0,112,0,0,17,0,2,1,28,0,23,0,0,0,0,4,17,17,2,15,7,Tyrone,Tracy Jr,TracyJrTyrone_15010,2691.0,2689.0,2.0,26.0,5.0,15.0,Signed,Normal,79.0,0.0,0.0,NYG,tier_4,1087.893864013267,1320.9302325581396,0.6470588235294118,18.24212271973466,0.0405810468065483,NYG,2.0
578,WR,Jayden,Higgins,Jayden Higgins,HOU,0,0,5,0,675,74,878,249,True,0,0,0,0,55,0,0,1,0,0,0,0,0,0,0,7,17,17,0,31,0,Jayden,Higgins,HigginsJayden_15057,1158.0,1156.0,1.0,23.0,2.0,31.0,Signed,Normal,77.0,0.0,0.0,HOU,tier_4,768.7927107061503,1840.909090909091,0.4117647058823529,7.972665148063782,0.18966001685866815,HOU,0.0
