Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,STAT_KEEP,DLINEFUMBLERECOVERYYARDS,DSECINTRETURNYARDS,DOWNSPLAYED,DLINEFUMBLERECOVERIES,ASSDEFTACKLES,BIGHITS,DEFTACKLES,DLINEHALFSACK,SEAS_YEAR,CTHALLOWED,DSECINTLONGESTRETURN,DLINESAFETIES,DSECINTS,DSECINTTDS,GAMERATING,DEFPASSDEFLECTIONS,DLINEBLOCKS,YEARBYYEARTEAMINDEX,DEFTACKLESFORLOSS,DLINEFORCEDFUMBLES,DLINESACKS,DLINEFUMBLETDS,GAMESPLAYED,GAMESSTARTED,FirstName_y,LastName_y,PLYR_ASSETNAME,Row Excel,Row Editor,YearsPro,Age,PLYR_DRAFTROUND,TeamIndex,ContractStatus,TraitDevelopment,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,DLSacksAndTFLPer1000Snaps,DTSacksAndTFLPer1000Snaps,TotalTurnoversPer1000Snaps,LBSacksTFLPassDeflPer1000Snaps,TacklesPer1000Snaps,CBPassDeflPer1000Snaps,CBCatchAllowPer100Snaps,SafetiesCatchAllowMinusPDPerGame,TeamName_y,SkillPointDef
6707,MLB,Lavonte,David,Lavonte David,TB,True,12,7,983,2,23,72,110,0,1,38,7,0,1,0,0,7,0,5,9,3,1,0,17,17,Lavonte,David,DavidLavonte_11306,590.0,588.0,14.0,36.0,2.0,5.0,Signed,College_Star,78.0,0.0,0.0,TB,tier_4,11.190233977619531,11.698880976602238,6.103763987792472,17.293997965412007,135.30010172939978,7.121057985757885,3.8657171922685656,1.8235294117647058,TB,10
6708,SS,Christopher,Smith II,Christopher Smith II,MIA,True,6,7,581,1,17,26,44,0,1,18,7,0,1,0,0,4,0,11,1,1,2,0,14,2,Christopher,Smith II,SmithChristopher_22244,2440.0,2438.0,3.0,26.0,5.0,11.0,Signed,Normal,65.0,0.0,0.0,MIA,tier_6,8.605851979345955,10.327022375215147,5.163511187607574,12.048192771084338,104.99139414802065,6.884681583476764,3.098106712564544,1.0,MIA,15
6709,DT,Cameron,Heyward,Cameron Heyward,PIT,True,14,0,805,1,27,36,45,1,1,1,0,0,0,0,0,1,0,28,16,2,6,0,17,17,Cameron,Heyward,HeywardCameron_10698,1148.0,1146.0,15.0,37.0,1.0,28.0,Signed,College_Elite,89.0,0.0,0.0,PIT,tier_2,34.78260869565217,38.50931677018633,3.7267080745341614,28.57142857142857,89.44099378881988,1.2422360248447206,0.12422360248447205,0.0,PIT,3
6710,RE,Alex,Highsmith,Alex Highsmith,PIT,True,6,0,517,1,7,11,15,0,1,0,0,0,0,0,0,0,1,28,4,1,2,0,13,2,Alex,Highsmith,HighsmithAlex_21234,1160.0,1158.0,6.0,29.0,3.0,28.0,Signed,College_Star,81.0,0.0,0.0,PIT,tier_3,15.473887814313347,17.408123791102515,5.802707930367505,11.60541586073501,42.5531914893617,0.0,0.0,0.0,PIT,-3
6711,CB,Davison,Igbinosun,Davison Igbinosun,NE,True,0,30,955,0,8,32,41,0,1,29,30,0,1,0,0,7,0,21,1,0,0,0,17,17,Davison,Igbinosun,DavisonIgbinosun_26328,3404.0,3402.0,0.0,22.0,3.0,21.0,Signed,College_Impact,81.0,0.0,0.0,NE,tier_3,1.0471204188481678,1.0471204188481678,1.0471204188481678,8.376963350785342,51.308900523560204,7.329842931937173,3.0366492146596857,1.2941176470588236,NE,-2
6712,SS,Talanoa,Hufanga,Talanoa Hufanga,DEN,True,0,72,938,0,24,48,63,0,1,28,32,1,3,0,0,5,0,3,1,0,0,0,17,17,Talanoa,Hufanga,HufangaTalanoa_21488,1226.0,1224.0,5.0,26.0,5.0,3.0,Signed,College_Star,85.0,0.0,0.0,DEN,tier_2,1.0660980810234542,1.0660980810234542,4.264392324093817,6.3965884861407245,92.75053304904051,5.330490405117271,2.9850746268656714,1.3529411764705883,DEN,2
6714,ROLB,Zack,Baun,Zack Baun,PHI,True,0,38,912,0,24,59,74,0,1,13,23,0,2,0,0,0,0,12,9,2,1,0,17,17,Zack,Baun,BaunZack_21142,176.0,174.0,6.0,29.0,3.0,12.0,Signed,College_Elite,84.0,0.0,0.0,PHI,tier_3,12.06140350877193,12.609649122807017,4.385964912280701,10.964912280701753,107.45614035087719,0.0,1.425438596491228,0.7647058823529411,PHI,1
6716,SS,Budda,Baker,Budda Baker,WAS,True,20,46,1008,1,26,31,47,1,1,25,26,0,2,0,0,9,0,25,2,2,0,0,17,17,Budda,Baker,BakerBudda_12549,129.0,127.0,9.0,30.0,2.0,25.0,Signed,College_Star,77.0,0.0,0.0,WAS,tier_4,1.984126984126984,1.984126984126984,4.9603174603174605,10.912698412698411,72.42063492063492,8.928571428571429,2.4801587301587302,0.9411764705882353,WAS,2
6717,LOLB,Matt,Jones,Matt Jones,TEN,True,0,0,366,0,4,11,18,0,1,3,0,0,0,0,0,1,0,29,1,0,0,0,17,0,Matt,Jones,JonesMatt_4624,3091.0,3089.0,1.0,25.0,63.0,29.0,Signed,Normal,63.0,0.0,0.0,TEN,tier_6,2.73224043715847,2.73224043715847,0.0,5.46448087431694,60.10928961748633,2.73224043715847,0.819672131147541,0.11764705882352941,TEN,-1
6718,CB,Will,Lee III,Will Lee III,CLE,True,0,23,1073,0,19,31,55,0,1,19,22,0,2,0,0,13,0,4,2,0,0,0,17,4,Will,Lee III,WillLee III_2644,3408.0,3406.0,0.0,22.0,4.0,4.0,Signed,Normal,73.0,0.0,0.0,CLE,tier_5,1.863932898415657,1.863932898415657,1.863932898415657,13.979496738117428,68.9655172413793,12.115563839701771,1.7707362534948743,0.35294117647058826,CLE,2
6719,CB,Kenny,Moore II,Kenny Moore II,IND,True,0,0,863,0,6,29,37,0,1,21,0,0,0,0,0,8,0,9,0,0,0,0,14,2,Kenny,Moore II,MooreIIKenny_12965,1857.0,1855.0,9.0,31.0,63.0,9.0,Signed,College_Impact,80.0,0.0,0.0,IND,tier_3,0.0,0.0,0.0,9.269988412514484,49.826187717265356,9.269988412514484,2.4333719582850524,0.9285714285714286,IND,-2
6721,DT,Poona,Ford,Poona Ford,LAR,True,0,0,429,0,8,12,15,0,1,0,0,0,0,0,0,0,0,23,8,0,3,0,17,2,Poona,Ford,FordPoona_13199,844.0,842.0,8.0,30.0,63.0,23.0,Signed,College_Impact,75.0,0.0,0.0,LAR,tier_4,32.634032634032636,36.13053613053613,0.0,25.64102564102564,53.613053613053616,0.0,0.0,0.0,LAR,1
6724,LE,Montez,Sweat,Montez Sweat,CHI,True,0,0,732,0,21,21,31,0,1,0,0,0,0,0,0,0,0,0,12,0,5,0,17,17,Montez,Sweat,SweatMontez_20411,2575.0,2573.0,7.0,29.0,1.0,0.0,Signed,College_Impact,79.0,0.0,0.0,CHI,tier_4,30.054644808743166,33.46994535519126,0.0,23.224043715846996,71.03825136612022,0.0,0.0,0.0,CHI,-4
6725,CB,Nahshon,Wright,Nahshon Wright,CHI,True,0,29,878,0,10,23,29,0,1,25,15,0,3,0,0,9,0,0,0,0,0,0,17,17,Nahshon,Wright,WrightNahshon_21708,3007.0,3005.0,5.0,28.0,3.0,0.0,Signed,College_Impact,80.0,0.0,0.0,CHI,tier_3,0.0,0.0,3.416856492027335,10.250569476082005,44.41913439635535,10.250569476082005,2.847380410022779,0.9411764705882353,CHI,2
6726,FS,Bud,Clark,Bud Clark,CHI,True,0,3,991,0,31,62,96,1,1,43,3,0,1,0,0,3,0,0,4,1,1,0,17,1,Bud,Clark,BudClark_26432,3456.0,3454.0,0.0,24.0,4.0,0.0,Signed,Normal,70.0,0.0,0.0,CHI,tier_5,6.054490413723511,6.559031281533804,2.0181634712411705,8.072653884964682,128.15338042381433,3.0272452068617555,4.339051463168516,2.3529411764705883,CHI,7
6728,RE,Yaya,Diaby,Yaya Diaby,TB,True,45,0,781,2,33,22,39,0,1,1,0,0,0,0,0,2,0,5,16,1,9,1,17,17,Yaya,Diaby,DiabyYaYa_22952,651.0,649.0,3.0,27.0,3.0,5.0,Signed,College_Impact,79.0,0.0,0.0,TB,tier_4,43.53393085787452,49.29577464788732,5.121638924455826,34.571062740076826,92.18950064020487,2.560819462227913,0.12804097311139565,-0.058823529411764705,TB,5
6730,MLB,Zaire,Franklin,Zaire Franklin,IND,True,8,0,793,1,21,47,72,1,1,27,0,0,0,0,0,5,0,9,4,1,1,0,14,14,Zaire,Franklin,FranklinZaire_13480,866.0,864.0,8.0,30.0,7.0,9.0,Signed,College_Impact,76.0,0.0,0.0,IND,tier_4,7.566204287515763,8.196721311475411,2.5220680958385877,12.610340479192939,117.27616645649432,6.305170239596469,3.4047919293820934,1.5714285714285714,IND,1
6731,CB,Christian,Benford,Christian Benford,BUF,True,0,34,929,0,6,25,33,0,1,26,20,0,2,0,0,6,0,2,0,0,0,0,17,17,Christian,Benford,BenfordChristian_22487,200.0,198.0,4.0,25.0,6.0,2.0,Signed,College_Impact,83.0,0.0,0.0,BUF,tier_3,0.0,0.0,2.1528525296017222,6.458557588805167,41.980624327233585,6.458557588805167,2.798708288482239,1.1764705882352942,BUF,-1
6732,FS,Geno,Stone,Geno Stone,CIN,True,13,0,787,1,21,39,67,0,1,28,0,0,0,0,0,5,0,1,1,1,0,0,17,17,Geno,Stone,StoneGeno_21018,2540.0,2538.0,6.0,27.0,7.0,1.0,Signed,Normal,75.0,0.0,0.0,CIN,tier_4,1.2706480304955527,1.2706480304955527,2.5412960609911055,7.6238881829733165,111.81702668360865,6.353240152477763,3.5578144853875475,1.3529411764705883,CIN,7
6733,ROLB,Alex,Singleton,Alex Singleton,DEN,True,30,10,1059,2,28,73,104,1,1,42,10,0,1,0,0,0,0,3,4,2,3,0,17,17,Alex,Singleton,SingletonAlex_20881,2423.0,2421.0,8.0,32.0,63.0,3.0,Signed,Normal,73.0,0.0,0.0,DEN,tier_5,9.442870632672332,10.859301227573182,4.721435316336166,6.610009442870632,124.64589235127478,0.0,3.9660056657223794,2.4705882352941178,DEN,4
6734,RE,Ashton,Gillotte,Ashton Gillotte,KC,True,0,0,696,0,8,8,14,0,1,0,0,0,0,0,0,1,0,8,6,0,1,0,17,1,Ashton,Gillotte,GillotteAshton_15182,932.0,930.0,1.0,23.0,3.0,8.0,Signed,Normal,70.0,0.0,0.0,KC,tier_5,11.494252873563218,12.212643678160921,0.0,11.494252873563218,31.609195402298855,1.4367816091954022,0.0,-0.058823529411764705,KC,-5
6735,SS,Jay,Ward,Jay Ward,MIN,True,0,0,511,0,13,20,33,0,1,9,0,0,1,0,0,3,0,30,2,0,0,0,17,3,Jay,Ward,WardJay_23047,2806.0,2804.0,3.0,26.0,4.0,30.0,Signed,Normal,68.0,0.0,0.0,MIN,tier_6,3.9138943248532287,3.9138943248532287,1.9569471624266144,9.784735812133071,90.01956947162427,5.870841487279844,1.761252446183953,0.35294117647058826,MIN,5
6736,CB,Isaiah,Rodgers Sr,Isaiah Rodgers Sr,MIN,True,0,83,830,0,6,20,28,0,1,23,26,0,4,1,0,15,0,30,0,0,0,0,17,17,Isaiah,Rodgers Sr,RodgersIsaiah_24432,2283.0,2281.0,6.0,28.0,6.0,30.0,Signed,Normal,82.0,0.0,0.0,MIN,tier_3,0.0,0.0,6.024096385542169,18.072289156626507,40.96385542168675,18.072289156626507,2.7710843373493974,0.47058823529411764,MIN,8
6737,LE,Von,Miller,Von Miller,WAS,True,0,0,728,0,13,33,43,0,1,0,0,1,0,0,0,0,0,25,11,1,11,0,17,17,Von,Miller,MillerVon_10737,1820.0,1818.0,15.0,37.0,1.0,25.0,Signed,College_Impact,75.0,0.0,0.0,WAS,tier_4,45.32967032967033,52.88461538461539,2.7472527472527473,30.21978021978022,76.92307692307693,0.0,0.0,0.0,WAS,3
6738,CB,Malik,Muhammad,Malik Muhammad,PIT,True,0,0,706,0,12,8,23,0,1,8,0,0,0,0,0,3,0,28,1,0,0,0,17,1,Malik,Muhammad,MalikMuhammad_26317,3400.0,3398.0,0.0,21.0,3.0,28.0,Signed,Normal,72.0,0.0,0.0,PIT,tier_5,1.41643059490085,1.41643059490085,0.0,5.6657223796034,49.57507082152975,4.24929178470255,1.13314447592068,0.29411764705882354,PIT,-2
6739,MLB,Dasan,McCullough,Dasan McCullough,NO,True,0,0,324,0,9,0,7,0,1,0,0,0,0,0,0,0,0,26,3,0,0,0,16,16,Dasan,McCullough,DasanMcCullough_2663252,3573.0,3571.0,0.0,23.0,63.0,26.0,Signed,Normal,60.0,0.0,0.0,NO,tier_6,9.25925925925926,9.25925925925926,0.0,9.25925925925926,49.382716049382715,0.0,0.0,0.0,NO,-3
6740,LOLB,Jacob,Rodriguez,Jacob Rodriguez,MIA,True,0,0,718,0,26,29,41,0,1,14,0,0,0,0,0,4,0,11,6,0,2,0,17,11,Jacob,Rodriguez,JacobRodriguez_2648,3443.0,3441.0,0.0,22.0,4.0,11.0,Signed,College_Impact,70.0,0.0,0.0,MIA,tier_5,13.927576601671309,15.32033426183844,0.0,16.71309192200557,93.31476323119777,5.571030640668524,1.9498607242339834,0.5882352941176471,MIA,3
6741,CB,Eric,Stokes,Eric Stokes,LV,True,0,0,967,0,19,36,43,1,1,19,0,0,0,0,0,11,0,22,4,1,0,0,17,8,Eric,Stokes,StokesEric_21705,2536.0,2534.0,5.0,27.0,1.0,22.0,Signed,Normal,74.0,0.0,0.0,LV,tier_5,4.1365046535677354,4.1365046535677354,1.0341261633919339,15.511892450879007,64.1158221302999,11.375387797311271,1.9648397104446742,0.47058823529411764,LV,0
