FullName,Position,TeamName,SkillPointOL
Kadyn Proctor,LT,CLE,0
Kaleb McGary,RT,ATL,2
Kelvin Banks Jr,LT,NO,-8
Kevin Dotson,RG,LAR,-2
Kevin Zeitler,RG,CIN,-1
Kingsley Suamataia,LG,KC,2
Kiran Amegadjie,RG,CHI,-5
Kolton Miller,LT,LV,-3
Landon Dickerson,LG,PHI,5
Lane Johnson,RT,PHI,2
Laremy Tunsil,LT,WAS,2
Larry Borom,RT,NYG,3
Lloyd Cushenberry III,C,TEN,1
Logan Jones,C,TB,-4
Logan Parr,LG,PIT,1
Luke Goedeke,RT,TB,2
Luke Wattenberg,C,DEN,4
Lyndon Cooper,C,LAR,4
Mason McCormick,RG,PIT,6
Matt Goncalves,RG,IND,-1
Matt Lee,C,CLE,1
Matthew Bergeron,LG,ATL,-2
Mike McGlinchey,RT,DEN,-2
Mike Onwenu,RG,NE,4
Morgan Moses,RT,NE,2
Nick Allegretti,RG,WAS,0
O'Cyrus Torrence,RG,BUF,-1
Olaivavega Ioane,LG,SF,2
Olu Fashanu,LT,NYJ,0
Ozzy Trapilo,LT,CHI,3
Parker Brailsford,C,LV,-2
Patrick Paul,LT,MIA,2
Penei Sewell,RT,DET,3
Peter Skoronski,LG,TEN,-1
Quenton Nelson,LG,IND,4
Quinn Meinerz,RG,DEN,3
Rashawn Slater,LT,LAC,6
Rasheed Walker,LT,CAR,5
Robert Hainsey,C,JAX,3
Robert Hunt,RG,CAR,2
Roger Rosengarten,RT,BAL,2
Ryan Kelly,C,MIN,4
Ryan Neuzil,C,LAC,8
Sam Cosmi,RG,WAS,-2
Sam Mustipher,LG,NYJ,-2
Sataoa Laumea,LG,CLE,-5
Seth McLaughlin,C,NE,1
Spencer Brown,RT,BUF,2
Spencer Fano,RT,KC,-3
Steve Avila,LG,LAR,-1
Taliese Fuaga,RT,NO,-4
Tanor Bortolini,C,IND,2
Tate Ratledge,RG,DET,10
Taylor Moton,RT,CAR,-2
Terence Steele,RT,DAL,3
Trent Williams,LT,SF,2
Trey Smith,RG,KC,2
Tristan Wirfs,LT,TB,4
Troy Fautanu,RT,PIT,1
Tyler Booker,RG,DAL,4
Tyler Guyton,LT,DAL,-4
Tyler Linderbaum,C,WAS,6
Tyler Smith,LG,DAL,4
Tyler Steen,RG,PHI,6
Tytus Howard,LT,HOU,2
Walker Little,LT,JAX,-3
Walker Parks,RG,SEA,-2
Wanya Morris,LT,KC,-6
Warren McClendon Jr,RT,LAR,-2
Will Campbell,LT,NE,4
Will Fries,RG,MIN,-4
Wyatt Milum,LG,JAX,3
Zach Frazier,C,PIT,6
Zach Tom,RT,GB,-2
Zion Johnson,LG,BUF,3
