Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,KICKEPBLOCKED,PUNTNETYARDS,PUNTYARDS,KICKFGBLOCKED,PUNTATTEMPTS,PUNTIN20,DOWNSPLAYED,KICKEPATTEMPTS,PUNTLONGEST,SEAS_YEAR,KICKNUMKICKOFFS,STAT_KEEP,GAMERATING,PUNTTOUCHBACKS,KICKFGATTEMPTS,KICKEPMADE,GAMEWINFGSMADE,KICKFGATTEMPTS50ORMORE,KICKFGATTEMPTS40TO49,KICKFGATTEMPTS30TO39,KICKFGATTEMPTS29ORLESS,GAMEWINFGATTEMPTS,KICKFGMADE30TO39,KICKFGMADE29ORLESS,KICKFGMADE,KICKFGLONGEST,GAMESSTARTED,YEARBYYEARTEAMINDEX,KICKTOUCHBACKS,KICKFGMADE50ORMORE,KICKFGMADE40TO49,PUNTBLOCKED,GAMESPLAYED,FirstName_y,LastName_y,PLYR_ASSETNAME,Row Excel,Row Editor,YearsPro,Age,PLYR_DRAFTROUND,TeamIndex,ContractStatus,TraitDevelopment,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,FGPercentage,EPPercentage,LongestFG,PuntTBPerIn20,YardsPerPunt,NetYardsToPuntYards,TeamName_y,SkillPointKick
773,K,Eddy,Pineiro,Eddy Pineiro,SF,0,0,0,1,0,0,147,33,0,1,81,True,0,0,35,33,0,12,8,8,7,0,8,7,31,59,17,14,17,10,6,0,17,Eddy,Pineiro,PineiroEddy_13428,2122.0,2120.0,8.0,30.0,63.0,14.0,Signed,College_Impact,77.0,0.0,0.0,SF,tier_4,0.8857142857142857,1.0,59,,,,SF,2.0
774,P,Ryan,Eckley,Ryan Eckley,SF,0,3721,4044,0,86,35,87,0,54,1,0,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,14,0,0,0,0,17,Ryan,Eckley,RyanEckley_2663237,3558.0,3556.0,0.0,22.0,63.0,14.0,Signed,Normal,73.0,0.0,0.0,SF,tier_5,,,0,0.02857142857142857,47.02325581395349,0.9201285855588526,SF,3.0
776,K,Harrison,Mevis,Harrison Mevis,LAR,2,0,0,0,0,0,97,43,0,1,18,True,0,0,35,39,0,14,11,6,4,0,6,4,33,65,17,23,1,12,11,0,17,Harrison,Mevis,MevisHarrison_15003,1805.0,1803.0,2.0,24.0,63.0,23.0,Signed,Normal,70.0,0.0,0.0,LAR,tier_5,0.9428571428571428,0.9069767441860465,65,,,,LAR,1.0
777,P,Mitch,Wishnowsky,Mitch Wishnowsky,ATL,0,3373,3569,0,78,35,178,0,55,1,88,True,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,13,27,0,0,0,17,Mitch,Wishnowsky,WishnowskyMitch_20481,2966.0,2964.0,7.0,34.0,4.0,13.0,Signed,Normal,74.0,0.0,0.0,ATL,tier_5,,,0,0.08571428571428572,45.756410256410255,0.9450826562062202,ATL,3.0
778,K,Chris,Boswell,Chris Boswell,PIT,0,0,0,0,0,0,174,40,0,1,88,True,0,0,39,39,0,14,7,12,6,0,12,5,34,62,17,28,25,11,6,0,17,Chris,Boswell,BoswellChris_2262,262.0,260.0,12.0,35.0,63.0,28.0,Signed,Normal,82.0,0.0,0.0,PIT,tier_3,0.8717948717948718,0.975,62,,,,PIT,-1.0
779,K,Andres,Borregales,Andres Borregales,NE,0,0,0,1,0,0,176,44,0,1,94,True,0,0,35,42,0,13,9,5,8,0,5,7,31,64,17,21,27,12,7,0,17,Andres,Borregales,BorregalesAndres_15364,258.0,256.0,1.0,24.0,6.0,21.0,Signed,Normal,74.0,0.0,0.0,NE,tier_5,0.8857142857142857,0.9545454545454546,64,,,,NE,3.0
780,P,Bryce,Baringer,Bryce Baringer,NE,0,3601,3908,0,84,27,85,0,53,1,0,True,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,21,0,0,0,1,17,Bryce,Baringer,BaringerBryce_23112,142.0,140.0,3.0,27.0,6.0,21.0,Signed,Normal,74.0,0.0,0.0,NE,tier_5,,,0,0.1111111111111111,46.523809523809526,0.9214431934493347,NE,1.0
781,P,Ethan,Evans,Ethan Evans,LAR,0,3633,3798,0,80,33,158,0,54,1,78,True,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,23,16,0,0,0,17,Ethan,Evans,EvansEthan_23274,773.0,771.0,3.0,25.0,7.0,23.0,Signed,Normal,73.0,0.0,0.0,LAR,tier_5,,,0,0.09090909090909091,47.475,0.9565560821484992,LAR,4.0
782,K,Chase,McLaughlin,Chase McLaughlin,TB,0,0,0,1,0,0,165,32,0,1,90,True,0,0,44,31,0,11,12,13,8,0,13,8,39,66,17,5,22,7,11,0,17,Chase,McLaughlin,McLaughlinChase_20873,1766.0,1764.0,7.0,30.0,63.0,5.0,Signed,Normal,78.0,0.0,0.0,TB,tier_4,0.8863636363636364,0.96875,66,,,,TB,2.0
783,K,Andre,Szmyt,Andre Szmyt,CLE,0,0,0,1,0,0,158,30,0,1,73,True,0,0,27,29,0,10,5,4,8,0,2,8,22,59,17,4,22,7,5,0,17,Andre,Szmyt,SzmytAndre_4705,1845.0,1843.0,1.0,27.0,63.0,4.0,Signed,Normal,70.0,0.0,0.0,CLE,tier_5,0.8148148148148148,0.9666666666666667,59,,,,CLE,1.0
784,P,Jack,Bouwmeester,Jack Bouwmeester,CLE,0,4264,4615,0,101,28,134,0,53,1,0,True,0,4,0,0,0,0,0,0,0,0,0,0,0,0,17,4,0,0,0,0,17,Jack,Bouwmeester,JackBouwmeester_26623,3523.0,3521.0,0.0,26.0,6.0,4.0,Signed,Normal,71.0,0.0,0.0,CLE,tier_5,,,0,0.14285714285714285,45.693069306930695,0.923943661971831,CLE,0.0
785,P,Tommy,Townsend,Tommy Townsend,WAS,0,3597,3813,0,81,28,87,0,53,1,0,True,0,6,0,0,0,0,0,0,0,0,0,0,0,0,17,25,0,0,0,0,17,Tommy,Townsend,TownsendTommy_21175,2690.0,2688.0,6.0,29.0,63.0,25.0,Signed,Normal,75.0,0.0,0.0,WAS,tier_4,,,0,0.21428571428571427,47.074074074074076,0.943351691581432,WAS,0.0
786,K,Nick,Folk,Nick Folk,WAS,0,0,0,1,0,0,164,51,0,1,90,True,0,0,24,51,0,9,7,6,2,0,6,2,21,59,17,25,13,6,7,0,17,Nick,Folk,FolkNick_28142,837.0,835.0,18.0,41.0,6.0,25.0,Signed,Normal,78.0,0.0,0.0,WAS,tier_4,0.875,1.0,59,,,,WAS,2.0
788,P,Austin,McNamara,Austin McNamara,NYJ,0,5211,5491,0,114,39,180,0,54,1,59,True,0,9,0,0,0,0,0,0,0,0,0,0,0,0,17,17,22,0,0,0,17,Austin,McNamara,McNamaraAustin_15007,1781.0,1779.0,2.0,25.0,63.0,17.0,Signed,College_Impact,79.0,0.0,0.0,NYJ,tier_4,,,0,0.23076923076923078,48.166666666666664,0.9490074667637953,NYJ,0.0
789,P,Logan,Cooke,Logan Cooke,JAX,0,3552,3812,0,82,23,83,0,53,1,0,True,0,6,0,0,0,0,0,0,0,0,0,0,0,0,17,16,0,0,0,0,17,Logan,Cooke,CookeLogan_13484,524.0,522.0,8.0,31.0,7.0,16.0,Signed,Normal,75.0,0.0,0.0,JAX,tier_4,,,0,0.2608695652173913,46.48780487804878,0.9317943336831059,JAX,-3.0
790,K,Cam,Little,Cam Little,JAX,0,0,0,0,0,0,171,46,0,1,92,True,0,0,32,45,0,11,12,8,1,0,8,1,28,63,17,16,35,9,10,0,17,Cam,Little,LittleCam_15006,1605.0,1603.0,2.0,23.0,6.0,16.0,Signed,College_Impact,77.0,0.0,0.0,JAX,tier_4,0.875,0.9782608695652174,63,,,,JAX,1.0
791,K,Wil,Lutz,Wil Lutz,DEN,0,0,0,1,0,0,135,30,0,1,70,True,0,0,30,30,0,10,13,4,3,0,4,3,24,60,15,3,17,7,10,0,15,Wil,Lutz,LutzWil_12405,1646.0,1644.0,10.0,32.0,63.0,3.0,Signed,Normal,75.0,0.0,0.0,DEN,tier_4,0.8,1.0,60,,,,DEN,1.0
792,P,Jeremy,Crawshaw,Jeremy Crawshaw,DEN,0,3469,3779,0,83,24,90,0,53,1,7,True,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15,3,1,0,0,0,15,Jeremy,Crawshaw,CrawshawJeremy_15367,551.0,549.0,1.0,25.0,6.0,3.0,Signed,Normal,73.0,0.0,0.0,DEN,tier_5,,,0,0.08333333333333333,45.53012048192771,0.9179677163270706,DEN,1.0
794,K,Brandon,McManus,Brandon McManus,GB,0,0,0,3,0,0,75,35,0,1,0,True,0,0,41,34,0,14,11,6,9,0,5,9,33,58,17,19,0,8,11,0,17,Brandon,McManus,McManusBrandon_2278,1773.0,1771.0,13.0,35.0,63.0,19.0,Signed,Normal,70.0,0.0,0.0,GB,tier_5,0.8048780487804879,0.9714285714285714,58,,,,GB,1.0
795,K,Jason,Sanders,Jason Sanders,MIA,0,0,0,0,0,0,143,32,0,1,74,True,0,0,25,30,0,5,12,4,4,0,4,4,22,59,17,11,21,4,10,0,17,Jason,Sanders,SandersJason_13478,2337.0,2335.0,8.0,30.0,7.0,11.0,Signed,College_Impact,74.0,0.0,0.0,MIA,tier_5,0.88,0.9375,59,,,,MIA,0.0
796,P,Devin,Bale,Devin Bale,MIA,0,4040,4268,0,96,30,103,0,52,1,0,True,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,11,0,0,0,0,17,Devin,Bale,DevinBale_2663283,3604.0,3602.0,0.0,23.0,63.0,11.0,Signed,Normal,70.0,0.0,0.0,MIA,tier_5,,,0,0.1,44.458333333333336,0.9465791940018744,MIA,0.0
797,K,Jason,Myers,Jason Myers,SEA,0,0,0,1,0,0,76,34,0,1,0,True,0,0,41,32,0,13,10,11,7,0,10,7,35,58,17,27,0,8,10,0,17,Jason,Myers,MyersJason_2772,1922.0,1920.0,11.0,35.0,63.0,27.0,Signed,Normal,78.0,0.0,0.0,SEA,tier_4,0.8536585365853658,0.9411764705882353,58,,,,SEA,-1.0
798,P,Michael,Dickson,Michael Dickson,SEA,0,4570,4717,0,96,42,186,0,55,1,90,True,0,11,0,0,0,0,0,0,0,0,0,0,0,0,17,27,33,0,0,0,17,Michael,Dickson,DicksonMichael_13391,656.0,654.0,8.0,30.0,5.0,27.0,Signed,College_Impact,84.0,0.0,0.0,SEA,tier_3,,,0,0.2619047619047619,49.135416666666664,0.9688361246555014,SEA,1.0
799,K,Jake,Elliott,Jake Elliott,PHI,0,0,0,0,0,0,162,32,0,1,72,True,0,0,29,31,0,12,7,6,4,0,6,4,24,60,17,12,29,8,6,0,17,Jake,Elliott,ElliottJake_12809,748.0,746.0,9.0,31.0,5.0,12.0,Signed,Normal,74.0,0.0,0.0,PHI,tier_5,0.8275862068965517,0.96875,60,,,,PHI,1.0
800,P,Corliss,Waitman,Corliss Waitman,PHI,0,3511,3817,0,82,20,107,0,53,1,0,True,0,5,0,0,0,0,0,0,0,0,0,0,0,0,17,12,0,0,0,0,17,Corliss,Waitman,WaitmanCorliss_22019,2777.0,2775.0,6.0,31.0,63.0,12.0,Signed,Normal,73.0,0.0,0.0,PHI,tier_5,,,0,0.25,46.548780487804876,0.9198323290542311,PHI,-1.0
801,K,Dominic,Zvada,Dominic Zvada,AZ,0,0,0,0,0,0,130,32,0,1,68,True,0,0,28,31,0,7,9,3,9,0,3,7,19,52,17,6,18,1,8,0,17,,,,,,,,,,,,,,,,,0.6785714285714286,0.96875,52,,,,,
802,P,Ryan,Stonehouse,Ryan Stonehouse,AZ,0,3852,4093,0,92,24,93,0,51,1,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,0,0,0,1,17,,,,,,,,,,,,,,,,,,,0,0.0,44.48913043478261,0.9411189836305888,,
803,P,Jake,Camarda,Jake Camarda,NO,0,2926,3418,0,73,22,105,0,60,1,0,True,0,11,0,0,0,0,0,0,0,0,0,0,0,0,17,26,0,0,0,0,17,Jake,Camarda,CamardaJake_22252,409.0,407.0,4.0,27.0,4.0,26.0,Signed,Normal,68.0,0.0,0.0,NO,tier_6,,,0,0.5,46.821917808219176,0.8560561732007022,NO,-3.0
804,K,Evan,McPherson,Evan McPherson,CIN,1,0,0,1,0,0,179,44,0,1,89,True,0,0,26,43,0,9,9,3,5,0,3,4,23,58,17,1,35,7,9,0,17,Evan,McPherson,McPhersonEvan_21925,1785.0,1783.0,5.0,27.0,5.0,1.0,Signed,Normal,79.0,0.0,0.0,CIN,tier_4,0.8846153846153846,0.9772727272727273,58,,,,CIN,0.0
805,K,Graham,Gano,Graham Gano,NYG,0,0,0,0,0,0,176,53,0,1,96,True,0,0,26,51,0,7,6,8,5,0,8,5,25,57,17,15,23,6,6,0,17,Graham,Gano,GanoGraham_28887,898.0,896.0,17.0,39.0,63.0,15.0,Signed,Normal,72.0,0.0,0.0,NYG,tier_5,0.9615384615384616,0.9622641509433962,57,,,,NYG,5.0
806,K,Charlie,Smyth,Charlie Smyth,NO,0,0,0,0,0,0,96,29,0,1,69,True,0,0,27,28,0,10,6,5,6,0,5,6,20,54,15,26,15,5,4,0,15,,,,,,,,,,,,,,,,,0.7407407407407407,0.9655172413793104,54,,,,,
807,P,Jack,Browning,Jack Browning,NYG,0,3210,3508,0,79,26,80,0,52,1,0,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,15,0,0,0,0,17,Jack,Browning,BrowningJack_1489,348.0,346.0,2.0,24.0,63.0,15.0,Signed,Normal,69.0,0.0,0.0,NYG,tier_6,,,0,0.038461538461538464,44.40506329113924,0.9150513112884835,NYG,2.0
808,K,Ka'imi,Fairbairn,Ka'imi Fairbairn,HOU,0,0,0,1,0,0,154,34,0,1,79,True,0,0,36,33,0,15,11,7,3,0,6,3,27,62,17,31,27,7,11,0,17,Ka'imi,Fairbairn,FairbairnKaimi_17759,788.0,786.0,10.0,32.0,63.0,31.0,Signed,Normal,80.0,0.0,0.0,HOU,tier_3,0.75,0.9705882352941176,62,,,,HOU,-4.0
809,P,Braden,Mann,Braden Mann,HOU,0,4205,4561,0,97,39,107,0,53,1,2,True,0,7,0,0,0,0,0,0,0,0,0,0,0,0,17,31,0,0,0,0,17,Braden,Mann,MannBraden_21171,1667.0,1665.0,6.0,28.0,6.0,31.0,Signed,Normal,75.0,0.0,0.0,HOU,tier_4,,,0,0.1794871794871795,47.02061855670103,0.9219469414602061,HOU,-1.0
810,P,Ryan,Wright,Ryan Wright,MIN,0,3712,3993,0,81,27,93,0,55,1,0,True,0,4,0,0,0,0,0,0,0,0,0,0,0,0,17,30,0,0,0,0,17,Ryan,Wright,WrightRyan_22538,3009.0,3007.0,4.0,26.0,63.0,30.0,Signed,Normal,84.0,0.0,0.0,MIN,tier_3,,,0,0.14814814814814814,49.2962962962963,0.9296268469822189,MIN,1.0
811,P,Jake,Bailey,Jake Bailey,PIT,0,4159,4422,0,94,33,108,0,54,1,0,True,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,28,0,0,0,0,17,Jake,Bailey,BaileyJake_20480,123.0,121.0,7.0,29.0,5.0,28.0,Signed,Normal,76.0,0.0,0.0,PIT,tier_4,,,0,0.09090909090909091,47.04255319148936,0.9405246494798734,PIT,2.0
812,K,Drew,Stevens,Drew Stevens,TEN,0,0,0,0,0,0,158,36,0,1,85,True,0,0,36,34,0,11,10,9,6,0,8,4,31,60,17,29,18,9,10,0,17,Drew,Stevens,DrewStevens_26616,3459.0,3457.0,0.0,22.0,6.0,29.0,Signed,College_Impact,75.0,0.0,0.0,TEN,tier_4,0.8611111111111112,0.9444444444444444,60,,,,TEN,-1.0
813,P,Tress,Way,Tress Way,TEN,0,3389,3763,0,81,28,81,0,53,1,0,True,0,4,0,0,0,0,0,0,0,0,0,0,0,0,17,29,0,0,0,0,17,Tress,Way,WayTress_2335,2843.0,2841.0,13.0,36.0,63.0,29.0,Signed,Normal,72.0,0.0,0.0,TEN,tier_5,,,0,0.14285714285714285,46.45679012345679,0.9006112144565507,TEN,-1.0
814,K,Harrison,Butker,Harrison Butker,KC,0,0,0,0,0,0,84,40,0,1,21,True,0,0,23,37,0,7,8,4,4,0,4,3,19,59,15,8,4,5,7,0,15,Harrison,Butker,ButkerHarrison_12863,388.0,386.0,9.0,31.0,7.0,8.0,Signed,College_Star,71.0,0.0,0.0,KC,tier_5,0.8260869565217391,0.925,59,,,,KC,-1.0
815,P,Matt,Araiza,Matt Araiza,KC,0,3690,3952,0,87,33,159,0,53,1,68,True,0,5,0,0,0,0,0,0,0,0,0,0,0,0,17,8,23,0,0,0,17,Matt,Araiza,AraizaMatt_22388,90.0,88.0,4.0,26.0,6.0,8.0,Signed,Normal,73.0,0.0,0.0,KC,tier_5,,,0,0.15151515151515152,45.42528735632184,0.9337044534412956,KC,-1.0
816,P,Riley,Dixon,Riley Dixon,TB,0,2324,2482,0,55,19,60,0,53,1,0,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,0,0,0,12,Riley,Dixon,DixonRiley_17818,669.0,667.0,10.0,33.0,7.0,5.0,Signed,Normal,69.0,0.0,0.0,TB,tier_6,,,0,0.05263157894736842,45.127272727272725,0.9363416599516519,TB,3.0
817,K,Chad,Ryland,Chad Ryland,LV,0,0,0,0,0,0,75,18,0,1,19,True,0,0,26,16,0,13,4,5,4,0,4,4,22,59,10,22,4,10,4,0,10,Chad,Ryland,RylandChad_23110,2322.0,2320.0,3.0,26.0,4.0,22.0,Signed,Normal,71.0,0.0,0.0,LV,tier_5,0.8461538461538461,0.8888888888888888,59,,,,LV,-3.0
818,K,Cairo,Santos,Cairo Santos,CHI,0,0,0,3,0,0,167,40,0,1,86,True,0,0,36,39,0,9,13,6,8,0,6,5,25,58,17,0,21,3,11,0,17,Cairo,Santos,SantosCairo_2200,2343.0,2341.0,12.0,34.0,63.0,0.0,Signed,Normal,73.0,0.0,0.0,CHI,tier_5,0.6944444444444444,0.975,58,,,,CHI,-2.0
819,P,Tory,Taylor,Tory Taylor,CHI,0,3416,3611,0,80,31,89,0,52,1,0,True,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,17,Tory,Taylor,TaylorTory_15008,2603.0,2601.0,2.0,29.0,4.0,0.0,Signed,Normal,68.0,0.0,0.0,CHI,tier_6,,,0,0.03225806451612903,45.1375,0.9459983384104126,CHI,6.0
820,P,Daniel,Whelan,Daniel Whelan,GB,0,4701,5014,0,105,45,194,0,54,1,85,True,0,7,0,0,0,0,0,0,0,0,0,0,0,0,17,19,32,0,0,0,17,Daniel,Whelan,WhelanDaniel_23301,2863.0,2861.0,3.0,27.0,63.0,19.0,Signed,Normal,79.0,0.0,0.0,GB,tier_4,,,0,0.15555555555555556,47.75238095238095,0.9375747905863582,GB,1.0
821,K,Collin,Rogers,Collin Rogers,NO,0,0,0,0,0,0,69,35,0,1,10,True,0,0,31,32,0,9,11,6,5,0,6,5,26,60,15,26,3,7,8,0,15,Collin,Rogers,CollinRogers_2663258,3579.0,3577.0,0.0,22.0,63.0,26.0,Signed,Normal,71.0,0.0,0.0,NO,tier_5,0.8387096774193549,0.9142857142857143,60,,,,NO,-1.0
822,P,JK,Scott,JK Scott,LAC,0,3631,3847,0,79,22,86,0,54,1,0,True,0,5,0,0,0,0,0,0,0,0,0,0,0,0,17,7,0,0,0,0,17,JK,Scott,ScottJK_13436,2366.0,2364.0,8.0,29.0,5.0,7.0,Signed,College_Impact,81.0,0.0,0.0,LAC,tier_3,,,0,0.22727272727272727,48.69620253164557,0.9438523524824538,LAC,1.0
