FullName,Position,TeamName,SkillPointOff
London Humphreys,WR,ATL,-4
Luke Reynolds,TE,LAR,-3
Luther Burden III,WR,PIT,1
Malik Nabers,WR,NYG,-3
Marquez Pearman,HB,LAR,1
Marvin Harrison Jr,WR,CLE,1
Marvin Mims Jr,WR,ATL,-1
Micah Hudson,WR,LAC,-5
Michael Wilson,WR,ARI,0
Moliki Matavao,TE,SF,0
Montrell Holt,HB,CIN,-2
Moose Muhammad III,WR,ARI,7
Najee Harris,HB,HOU,0
Nate Frazier,HB,PIT,0
NiTareon Tuggle,WR,CIN,5
Nico Collins,WR,LAC,-4
Noah Thomas,WR,HOU,2
Nyck Harbor,WR,TB,1
Omarion Hampton,HB,MIA,-1
Omarion Miller,WR,LAC,2
Ousmane Kromah,HB,CAR,-3
Parker Livingstone,WR,BAL,3
Pat Freiermuth,TE,NYG,-2
Pearce Spurlin III,TE,PHI,7
Peyton Lewis,HB,PIT,-6
Pofele Ashlock,WR,CAR,4
Puka Nacua,WR,LAR,5
Quincy Porter,WR,PHI,1
Quinnen Winslow,WR,PIT,7
Quinten Joyner,HB,PHI,-4
Raheim Sanders,HB,ATL,-2
Riley Williams,TE,ARI,9
Roman Hemby,HB,BAL,0
Rome Odunze,WR,ATL,2
Romeo Doubs,WR,PIT,-5
Ron Bronson,WR,HOU,-6
Rueben Owens,HB,TEN,1
Ryan Williams,WR,JAX,1
Sam LaPorta,TE,DET,-1
Sam Roush,TE,DET,-2
Shamar Easter,TE,TEN,-2
Shine Exum,WR,GB,-1
Shonn Bartell Jr,WR,PHI,-3
Squirrel White,WR,JAX,1
Talyn Taylor,WR,CAR,4
Tavarres Kazee,HB,TEN,0
Taylor Tatum,HB,KC,4
Tee Higgins,WR,DEN,-1
Terry Bussey,WR,MIN,-4
Tetairoa McMillan,WR,MIN,4
Tony Livingston,TE,HOU,-2
Tracy Anderson,WR,JAX,0
TreVeyon Henderson,HB,CHI,-1
TreVonte Citizen,HB,DAL,-3
Trevor Etienne,HB,ARI,1
Trey Benson,HB,SF,6
Trey'Dez Green,TE,GB,-3
Treyaun Webb,HB,JAX,-1
Vernell Brown III,WR,CLE,-2
Vontavious Calhoun,WR,WAS,2
Xavier Tiller,TE,NYJ,0
Zay Flowers,WR,ARI,5
Zion Kearney,WR,LAR,-4
