FullName,Position,TeamName,SkillPointOL
Harris Sewell,LG,LAC,-6
Iapani Laloulu,C,NE,4
Immanuel Iheanacho,RT,LAR,2
Isendre Ahfua,RG,MIN,-2
J'ven Williams,LT,LV,4
JC Latham,RT,NYJ,-5
JacQawn McRoy,RT,ARI,1
Jack Lange,RT,BUF,4
Jackson Cantwell,LT,JAX,4
Jackson Powers-Johnson,C,BUF,2
Jacob Gideon,C,LAC,-1
Jacob Hood,RT,GB,-3
Jager Burton,C,LAR,-1
Jake Batson,RG,BUF,1
Jake Renfro,C,LV,3
Jamaree Salyer,RG,NYJ,-2
James Dawn II,LG,TB,-3
James Durand,LG,CIN,13
James Jenkins,LG,BUF,0
Jarvis Lockwood,LT,BAL,-2
Jayden Williams,RT,DAL,5
Jaylen Early,RG,LAC,2
Joe Alt,LT,NYJ,-6
Jordan Mailata,LT,GB,-2
Jordan Seaton,RT,NO,13
Jordan Tonga,RG,CAR,13
Josh Myers,C,NYJ,5
Josh Simmons,RT,MIN,-2
Josiah Thompson,RT,TB,-8
Juan Gaston,RT,IND,6
Juice Scruggs,C,TEN,-4
Justin Hasenhuetl,RG,NYG,13
Kadyn Proctor,LT,CLE,-1
Kelvin Banks Jr,LG,SEA,-7
Kenny Flowers,RG,DEN,1
Kenyon Green,LG,HOU,-3
Kevin Dotson,RG,LV,-5
Kinglsey Suamataia,RT,SF,4
Kiran Amegadjie,RG,GB,1
Kodi Greene,LT,SF,-3
Kory Symington,C,ATL,1
Lamar Brown,LG,CIN,-4
Lamar Robinson,C,MIN,-5
Lance Heard,RG,HOU,1
Landon Dickerson,LG,NYJ,1
Logan Taylor,RT,KC,-2
Luke Baklenko,RT,ATL,-3
Malachi Goodman,LG,CAR,-4
Marcus Henderson,RG,PHI,-7
Mario Nash Jr,LG,KC,2
Masai Kalawaia,RT,CAR,4
Masai Reddick,RG,DAL,-4
Matt Langford,C,NO,-5
Melvin Patton,RT,CHI,-7
Michael Carroll,LG,IND,-7
Mike Onwenu,RG,SF,0
Monroe Freeling,LT,NE,-10
Nathan Roy,RG,TEN,-5
Nick Gargiulo,RG,IND,-5
Nolan Potter,LT,MIA,4
Olumuyiwa Fashanu,LT,WAS,-6
Orlando Brown,LT,ARI,-1
Owen Hollenbeck,LG,PIT,-1
Parker Wesevich,RG,ATL,1
Patrick Paul,RT,NE,-4
Penei Sewell,RT,DET,-3
Pierre Dean,C,HOU,-1
Quentin Weber,LT,ARI,-6
Quenton Nelson,LG,TEN,-1
Quincey Carmichael,LT,CIN,1
Quinci Ferguson,RG,CHI,3
Quinn Meinerz,RG,CHI,0
Rashawn Slater,LT,LAC,-8
Raymond Pulido,RG,NE,5
Reuben Fatheree II,RT,PHI,3
Riley Mahlman,RT,TEN,7
Robert Hunt,RG,NO,-2
Rod Orr,LT,DEN,5
Ryan Baer,RT,CIN,-2
Ryan Brubaker,C,DAL,-1
Rylan Harrell,LG,DET,6
Samson Okunlola,RT,CIN,2
Sedrick Van Pran,C,JAX,-3
Seuseu Alofaituli,LG,PHI,-4
Simione Pale,LG,GB,2
Sione Auva'a,LT,LAR,-1
Taliese Fuaga,RT,IND,-1
Taylor Moton,RT,BAL,0
Trent Heinicke,LG,MIN,-4
Trey Smith,RG,BAL,-4
Trey Zuhn III,LG,DAL,2
Tristan Wirfs,LT,HOU,8
Ty Haywood,LT,DET,-1
Ty'quan Maye,LG,KC,7
Tyler Guyton,RT,WAS,-8
Tyler Holliday,C,LAR,10
Tyler Linderbaum,C,BAL,-2
Tyler Smith,LG,CLE,4
Vysen Lang,C,DEN,-2
Walker Davis,C,DET,4
Walter Rouse,RT,DEN,-5
Walter Samuel,RT,PIT,-4
Xavier Chaplin,LT,BUF,3
Zach Tom,C,GB,5
Zak Zinter,LG,SF,-5
