Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,RUSHYARDS,PASSYARDS,RECEIVEDROPS,RUSHYARDSAFTER1STHIT,RECEIVEYARDS,RECEIVELONGEST,DOWNSPLAYED,RECEIVEYARDSAFTER,STAT_KEEP,PASSCOMPLETED,RUSHATTEMPTS,PASSATTEMPTS,PASSINTS,RECEIVECATCHES,FIRSTDOWNS,RUSH20YARDRUNS,SEAS_YEAR,RUSHLONGEST,PASSLONGEST,RUSHBROKENTACKLES,4QCOMEBACKS,GAMERATING,PASSSACKED,PASSTDS,RECEIVETDS,GAMESPLAYED,GAMESSTARTED,RUSHFUMBLES,YEARBYYEARTEAMINDEX,RUSHTDS,FirstName_y,LastName_y,PLYR_ASSETNAME,Row Excel,Row Editor,YearsPro,Age,TeamIndex,ContractStatus,TraitDevelopment,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,ScrimmageYardsPer1000DownsPlayed,RBScrimmageYardsPer300Touches,RBScrimmageTDsPerGame,TDsPer1000DownsPlayed,WRPercentageofTeamPassYards,TeamName_y,SkillPointOff
139,QB,Walker,White,Walker White,CLE,0,0,0,0,0,0,15,0,True,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,4,0,Walker,White,WalkerWhite_2866,556.0,554.0,2.0,25.0,4.0,Signed,Normal,63.0,0.0,0.0,CLE,tier_6,0.0,,0.0,0.0,0.0,,
151,QB,Arch,Manning,Arch Manning,MIA,111,4766,0,0,0,0,1018,0,True,399,40,605,13,0,0,0,7,6,74,0,0,0,34,19,0,16,16,7,11,0,Arch,Manning,ManningArch_263,1667.0,1665.0,3.0,25.0,11.0,Signed,XFactor,89.0,0.0,0.0,MIA,tier_2,109.03732809430255,832.5,0.0,0.0,0.0,,
185,QB,Tavien,St. Clair,Tavien St. Clair,DET,0,0,0,0,0,0,86,0,True,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,16,0,0,18,0,Tavien,St. Clair,TavienSt. Clair_29323,3638.0,3636.0,1.0,23.0,18.0,Signed,Normal,65.0,0.0,0.0,DET,tier_6,0.0,,0.0,0.0,0.0,,
225,QB,Preston,Stone,Preston Stone,LV,0,0,0,0,0,0,8,0,True,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,22,0,Preston,Stone,,413.0,411.0,4.0,28.0,22.0,Signed,Normal,66.0,0.0,0.0,LV,tier_6,0.0,,0.0,0.0,0.0,,
233,WR,Cordale,Russell,Cordale Russell,NE,0,0,1,0,728,47,857,275,True,0,0,0,0,61,0,0,7,0,0,0,0,0,0,0,4,15,15,0,21,0,Cordale,Russell,,2982.0,2980.0,4.0,25.0,21.0,Signed,Normal,83.0,0.0,0.0,NE,tier_3,849.4749124854143,1718.5573770491803,0.26666666666666666,4.667444574095682,0.1976414694154577,NE,-2.0
243,QB,Shedeur,Sanders,Shedeur Sanders,MIN,0,279,0,0,0,0,107,0,True,21,1,40,0,0,0,0,7,0,25,0,0,0,8,1,0,11,1,0,30,0,Shedeur,Sanders,,3076.0,3074.0,5.0,28.0,30.0,Signed,Normal,66.0,0.0,0.0,MIN,tier_6,0.0,0.0,0.0,0.0,0.0,,
249,TE,Cecil,Price,Cecil Price,JAX,0,0,2,0,551,67,995,198,True,0,0,0,0,46,0,0,7,0,0,0,0,0,0,0,4,15,15,1,16,0,Cecil,Price,CecilPrice_3043,2040.0,2038.0,0.0,23.0,16.0,Signed,Normal,72.0,0.0,0.0,JAX,tier_5,553.7688442211055,1724.8695652173913,0.26666666666666666,4.020100502512563,0.16612021857923498,JAX,3.0
276,TE,Jack,Velling,Jack Velling,BAL,0,0,4,0,598,45,1007,247,True,0,0,0,0,55,0,0,7,0,0,4,0,0,0,0,7,16,16,0,24,0,Jack,Velling,,113.0,111.0,4.0,27.0,24.0,Signed,Normal,73.0,0.0,0.0,BAL,tier_5,593.8430983118172,1565.6727272727271,0.4375,6.951340615690168,0.13813813813813813,BAL,8.0
286,WR,Antonio,Williams,Antonio Williams,BAL,0,0,3,0,522,32,576,165,True,0,0,0,0,38,0,0,7,0,0,1,0,0,0,0,3,12,12,0,24,0,Antonio,Williams,,383.0,381.0,5.0,26.0,24.0,Signed,Normal,75.0,0.0,0.0,BAL,tier_4,906.25,1978.1052631578948,0.25,5.208333333333333,0.16077616077616078,BAL,0.0
288,QB,Justin,Fields,Justin Fields,HOU,6,0,0,0,0,0,80,0,True,0,2,0,0,0,0,0,7,4,0,0,0,0,0,0,0,15,0,0,31,0,Justin,Fields,FieldsJustin_21560,878.0,876.0,9.0,31.0,31.0,Signed,Normal,62.0,0.0,0.0,HOU,tier_6,75.0,900.0,0.0,0.0,0.0,,
293,QB,Sam,Huard,Sam Huard,TB,5,10,0,0,0,0,62,0,True,1,1,1,0,0,0,0,7,5,10,0,0,0,0,0,0,15,0,0,5,0,Sam,Huard,,2281.0,2279.0,4.0,27.0,5.0,Signed,Normal,66.0,0.0,0.0,TB,tier_6,80.64516129032258,1500.0,0.0,0.0,0.0,,
329,WR,Garrett,Wilson,Garrett Wilson,CAR,-6,0,0,0,519,48,576,203,True,0,1,0,0,38,0,0,7,0,0,1,0,0,0,0,1,10,10,0,20,0,Garrett,Wilson,WilsonGarrett_22376,3091.0,3089.0,8.0,30.0,20.0,Signed,Star,80.0,0.0,0.0,CAR,tier_3,890.625,1870.1538461538462,0.1,1.736111111111111,0.2089056603773585,CAR,-5.0
339,WR,Tracy,Anderson,Tracy Anderson,JAX,0,0,1,0,543,26,639,246,True,0,0,0,0,51,0,0,7,0,0,0,0,0,0,0,3,11,11,0,16,0,Tracy,Anderson,TracyAnderson_30122,468.0,466.0,0.0,22.0,16.0,Signed,Normal,78.0,0.0,0.0,JAX,tier_4,849.7652582159625,1533.1764705882351,0.2727272727272727,4.694835680751174,0.22323860424482247,JAX,0.0
343,QB,Brock,Vandagriff,Brock Vandagriff,BAL,12,0,0,0,0,0,53,0,True,0,2,1,0,0,0,0,7,6,0,0,0,0,0,0,0,14,0,0,24,0,Brock,Vandagriff,,1467.0,1465.0,4.0,27.0,24.0,Signed,Normal,68.0,0.0,0.0,BAL,tier_6,226.41509433962264,1800.0,0.0,0.0,0.0,,
393,TE,Riley,Williams,Riley Williams,ARI,6,0,3,0,786,59,1040,379,True,0,1,0,0,70,0,0,7,6,0,2,0,0,0,0,7,16,16,1,6,0,Riley,Williams,RileyWilliams_28317,3529.0,3527.0,2.0,25.0,6.0,Signed,Normal,75.0,0.0,0.0,ARI,tier_4,761.5384615384615,1619.4929577464786,0.4375,6.730769230769231,0.17682789651293587,ARI,9.0
415,HB,LaMarcus,Clinton,LaMarcus Clinton,NYG,658,0,2,153,159,18,562,116,True,0,170,0,0,19,0,3,7,53,0,10,0,0,0,0,3,15,10,2,15,3,LaMarcus,Clinton,LaMarcusClinton_30228,447.0,445.0,0.0,22.0,15.0,Signed,Normal,74.0,0.0,0.0,NYG,tier_5,1453.7366548042705,1165.5873015873015,0.4,10.676156583629894,0.04062275449101796,NYG,-1.0
417,HB,Rueben,Owens,Rueben Owens,TEN,991,0,3,223,375,29,835,297,True,0,247,0,0,42,0,6,7,46,0,12,0,0,0,0,1,15,15,0,29,12,Rueben,Owens,,252.0,250.0,4.0,25.0,29.0,Signed,Superstar,86.0,0.0,0.0,TEN,tier_2,1635.9281437125749,1215.5709342560554,0.8666666666666667,15.568862275449103,0.08394543546694648,TEN,1.0
440,TE,Brett,Norfleet,Brett Norfleet,CAR,3,0,1,0,434,28,1143,211,True,0,2,0,0,47,0,0,7,3,0,4,0,0,0,0,4,16,16,0,20,1,Brett,Norfleet,,3187.0,3185.0,4.0,27.0,20.0,Signed,Normal,75.0,0.0,0.0,CAR,tier_4,382.3272090988626,1293.7959183673468,0.3125,4.374453193350831,0.10918238993710692,CAR,-3.0
447,WR,Nico,Collins,Nico Collins,LAC,0,0,1,0,421,58,601,178,True,0,0,0,0,32,0,0,7,0,0,1,0,0,0,0,1,16,9,0,7,0,Nico,Collins,CollinsNico_21587,552.0,550.0,9.0,31.0,7.0,Signed,Star,72.0,0.0,0.0,LAC,tier_5,700.4991680532446,1894.4999999999998,0.0625,1.663893510815308,0.10480458053273588,LAC,-4.0
453,WR,Ron,Bronson,Ron Bronson,HOU,0,0,1,0,248,22,551,113,True,0,0,0,0,25,0,0,7,0,0,2,0,0,0,0,2,16,11,1,31,0,Ron,Bronson,RonBronson_30711,2825.0,2823.0,0.0,23.0,31.0,Signed,Normal,72.0,0.0,0.0,HOU,tier_5,450.0907441016334,1428.4799999999998,0.125,3.629764065335753,0.07167630057803469,HOU,-6.0
455,WR,Michael,Wilson,Michael Wilson,ARI,0,0,3,0,922,23,954,367,True,0,1,0,0,81,0,0,7,0,0,0,0,0,0,0,5,16,16,0,6,0,Michael,Wilson,WilsonMichael_22810,3096.0,3094.0,7.0,30.0,6.0,Signed,Normal,77.0,0.0,0.0,ARI,tier_4,966.4570230607966,1619.1219512195123,0.3125,5.241090146750524,0.20742407199100113,ARI,0.0
456,WR,London,Humphreys,London Humphreys,ATL,0,0,1,0,334,24,500,146,True,0,0,0,0,28,0,0,7,0,0,1,0,0,0,0,2,16,4,1,13,0,London,Humphreys,HumphreysLondon_285,2301.0,2299.0,3.0,25.0,13.0,Signed,Normal,71.0,0.0,0.0,ATL,tier_5,668.0,1717.7142857142856,0.125,4.0,0.08559712967708867,ATL,-4.0
459,HB,Jerrick,Gibson,Jerrick Gibson,LV,1048,0,0,379,575,55,840,358,True,0,235,0,0,57,0,9,7,73,0,18,0,0,0,0,4,16,16,0,22,7,Jerrick,Gibson,GibsonJerrick_309,2676.0,2674.0,3.0,25.0,22.0,Signed,Star,80.0,0.0,0.0,LV,tier_3,1932.142857142857,1360.2739726027396,0.6875,13.095238095238095,0.15115667718191378,LV,6.0
460,WR,Emeka,Egbuka,Emeka Egbuka,DET,7,0,2,0,637,45,801,230,True,0,3,0,0,47,0,0,7,4,0,0,0,0,0,0,4,16,16,0,18,0,Emeka,Egbuka,,3230.0,3228.0,6.0,27.0,18.0,Signed,Normal,78.0,0.0,0.0,DET,tier_4,803.9950062421972,1876.5599999999997,0.25,4.9937578027465666,0.15457413249211358,DET,-2.0
463,WR,Barion,Brown,Barion Brown,SF,6,0,0,0,829,44,772,303,True,0,1,0,0,63,0,0,7,6,0,2,0,0,0,0,4,14,14,0,14,0,Barion,Brown,,847.0,845.0,5.0,26.0,14.0,Signed,Normal,78.0,0.0,0.0,SF,tier_4,1081.6062176165804,1893.3749999999998,0.2857142857142857,5.181347150259067,0.252445662517605,SF,3.0
466,WR,Caleb,Burton III,Caleb Burton III,SEA,6,0,2,0,545,68,901,179,True,0,2,0,0,43,0,0,7,4,0,1,0,0,0,0,4,16,16,0,27,0,Caleb,Burton III,BurtonIIICaleb_544,459.0,457.0,3.0,26.0,27.0,Signed,Normal,73.0,0.0,0.0,SEA,tier_5,611.542730299667,1784.0,0.25,4.439511653718091,0.1110658243325861,SEA,-2.0
472,WR,Pofele,Ashlock,Pofele Ashlock,CAR,0,0,2,0,1148,55,1092,410,True,0,0,0,0,86,0,0,7,0,0,2,0,0,0,0,5,16,16,0,20,0,Pofele,Ashlock,,1983.0,1981.0,3.0,25.0,20.0,Signed,Normal,79.0,0.0,0.0,CAR,tier_4,1051.2820512820513,1922.2325581395346,0.3125,4.578754578754579,0.2888050314465409,CAR,4.0
473,WR,Squirrel,White,Squirrel White,JAX,0,0,0,0,389,26,549,164,True,0,0,0,0,33,0,0,7,0,0,0,0,0,0,0,3,10,10,0,16,0,Squirrel,White,,514.0,512.0,5.0,26.0,16.0,Signed,Normal,73.0,0.0,0.0,JAX,tier_5,708.5610200364298,1697.4545454545455,0.3,5.46448087431694,0.17591859807801016,JAX,1.0
476,HB,Jaleel,Odenigbo,Jaleel Odenigbo,KC,55,0,0,5,134,18,273,82,True,0,21,0,0,18,0,0,7,6,0,2,0,0,0,0,1,11,11,0,8,0,Jaleel,Odenigbo,JaleelOdenigbo_30431,2007.0,2005.0,0.0,23.0,8.0,Signed,Normal,73.0,0.0,0.0,KC,tier_5,692.3076923076923,917.8461538461538,0.09090909090909091,3.663003663003663,0.05245131617575105,KC,-6.0
481,WR,Terry,Bussey,Terry Bussey,MIN,0,0,4,0,552,19,1144,266,True,0,0,0,0,50,0,0,7,0,0,0,0,0,0,0,5,16,16,1,30,0,Terry,Bussey,TerryBussey_28129,2857.0,2855.0,2.0,24.0,30.0,Signed,Normal,74.0,0.0,0.0,MIN,tier_5,482.5174825174825,1589.76,0.3125,4.370629370629371,0.15748930099857347,MIN,-4.0
482,HB,Anthony,Carrie,Anthony Carrie,GB,99,0,0,0,104,16,270,87,True,0,35,0,0,14,0,0,7,7,0,1,0,0,0,0,0,16,5,0,19,2,Anthony,Carrie,AnthonyCarrie_2863255,2585.0,2583.0,2.0,25.0,19.0,Signed,Normal,70.0,0.0,0.0,GB,tier_5,751.8518518518518,911.7551020408165,0.125,7.407407407407407,0.025546548759518548,GB,-6.0
487,WR,JonAnthony,Hall,JonAnthony Hall,GB,7,0,0,0,1214,56,955,380,True,0,2,0,0,79,0,0,7,7,0,2,0,0,0,0,4,14,14,0,19,0,JonAnthony,Hall,JonAnthonyHall_29225,2231.0,2229.0,1.0,23.0,19.0,Signed,Star,88.0,0.0,0.0,GB,tier_2,1278.5340314136126,2184.1481481481483,0.2857142857142857,4.188481675392671,0.34080780433028035,GB,1.0
495,HB,Ben,Brackett,Ben Brackett,SEA,198,0,0,64,128,18,407,109,True,0,48,0,0,19,0,2,7,35,0,3,0,0,0,0,1,13,9,6,27,1,Ben,Brackett,BenBrackett_30419,2718.0,2716.0,0.0,22.0,27.0,Signed,Normal,69.0,0.0,0.0,SEA,tier_6,800.982800982801,1161.6716417910447,0.15384615384615385,4.914004914004914,0.03210484237588375,SEA,-4.0
496,HB,Jovantae,Barnes,Jovantae Barnes,NO,393,0,2,90,113,18,351,80,True,0,117,0,0,12,0,3,7,24,0,10,0,0,0,0,1,13,6,3,26,3,Jovantae,Barnes,EmmanuelHenderson_4743,731.0,729.0,5.0,26.0,26.0,Signed,Normal,74.0,0.0,0.0,NO,tier_5,1441.5954415954416,1040.093023255814,0.3076923076923077,11.396011396011396,0.043447960973734163,NO,-5.0
502,WR,Shonn,Bartell Jr,Shonn Bartell Jr,PHI,0,0,2,0,266,23,316,114,True,0,0,0,0,20,0,0,7,0,0,2,0,0,0,0,1,16,3,1,12,0,Shonn,Bartell Jr,ShonnBartell Jr_30434,1123.0,1121.0,0.0,22.0,12.0,Signed,Normal,71.0,0.0,0.0,PHI,tier_5,841.7721518987343,1915.1999999999998,0.0625,3.1645569620253164,0.07037037037037037,PHI,-3.0
506,HB,Montrell,Holt,Montrell Holt,CIN,758,0,3,195,388,30,685,295,True,0,208,0,0,49,0,6,7,47,0,10,0,0,0,0,5,16,16,8,1,6,Montrell,Holt,MontrellHolt_30316,1061.0,1059.0,0.0,23.0,1.0,Signed,Normal,76.0,0.0,0.0,CIN,tier_4,1672.992700729927,1102.2256809338521,0.6875,16.05839416058394,0.08964879852125693,CIN,-2.0
509,WR,Moose,Muhammad III,Moose Muhammad III,ARI,0,0,0,0,477,40,394,150,True,0,0,0,0,34,0,0,7,0,0,0,0,0,0,0,3,10,9,0,6,0,Moose,Muhammad III,,860.0,858.0,5.0,29.0,6.0,Signed,Normal,74.0,0.0,0.0,ARI,tier_5,1210.6598984771572,2020.2352941176468,0.3,7.614213197969543,0.17169853768278967,ARI,7.0
511,WR,Keonde,Henry,Keonde Henry,LAR,6,0,4,0,443,35,642,147,True,0,1,0,0,34,0,0,7,6,0,0,0,0,0,0,3,13,10,0,23,0,Keonde,Henry,KeondeHenry_28215,3461.0,3459.0,2.0,24.0,23.0,Signed,Normal,72.0,0.0,0.0,LAR,tier_5,699.3769470404984,1874.0571428571427,0.23076923076923078,4.672897196261682,0.12574510360488222,LAR,-2.0
515,WR,Micah,Hudson,Micah Hudson,LAC,0,0,1,0,389,62,700,156,True,0,0,0,0,27,0,0,7,0,0,1,0,0,0,0,2,15,15,0,7,0,Micah,Hudson,HudsonMicah_374,3202.0,3200.0,3.0,24.0,7.0,Signed,Star,70.0,0.0,0.0,LAC,tier_5,555.7142857142857,2074.6666666666665,0.13333333333333333,2.857142857142857,0.10329433242054602,LAC,-5.0
517,HB,Raheim,Sanders,Raheim Sanders,ATL,767,0,7,170,49,13,520,38,True,0,186,0,0,6,0,4,7,60,0,7,0,0,0,0,0,15,15,0,13,4,Raheim,Sanders,SandersRaheim_284,3224.0,3222.0,6.0,28.0,13.0,Signed,Superstar,83.0,0.0,0.0,ATL,tier_3,1569.2307692307693,1235.1875,0.26666666666666666,7.6923076923076925,0.01339484025286178,ATL,-2.0
518,WR,Derek,Meadows,Derek Meadows,NE,0,0,0,0,355,24,387,136,True,0,0,0,0,28,0,0,7,0,0,5,0,0,0,0,1,14,7,0,21,0,Derek,Meadows,DerekMeadows_2941,2832.0,2830.0,1.0,24.0,21.0,Signed,Normal,74.0,0.0,0.0,NE,tier_5,917.312661498708,1825.7142857142858,0.07142857142857142,2.5839793281653747,0.10326146238592154,NE,-1.0
519,HB,Bryce,Colbert,Bryce Colbert,LV,236,0,3,29,239,28,406,154,True,0,72,0,0,31,0,0,7,16,0,6,0,0,0,0,0,16,1,0,22,1,Bryce,Colbert,BryceColbert_30214,1491.0,1489.0,0.0,21.0,22.0,Signed,Normal,78.0,0.0,0.0,LV,tier_4,1169.9507389162563,1021.5145631067961,0.0625,2.4630541871921183,0.0628286014721346,LV,-6.0
520,HB,Devin,Mockobee,Devin Mockobee,TB,121,0,2,0,175,22,329,159,True,0,44,0,0,22,0,0,7,7,0,3,0,0,0,0,2,13,3,0,5,2,Devin,Mockobee,,1214.0,1212.0,5.0,27.0,5.0,Signed,Star,69.0,0.0,0.0,TB,tier_6,899.6960486322189,931.8181818181818,0.3076923076923077,12.158054711246201,0.05017111935350929,TB,-3.0
521,HB,Jai'Den,Thomas,Jai'Den Thomas,DEN,485,0,4,103,300,20,658,222,True,0,137,0,0,39,0,3,7,52,0,8,0,0,0,0,2,16,16,1,3,1,Jai'Den,Thomas,ThomasJaiDen_577,923.0,921.0,3.0,25.0,3.0,Signed,Normal,72.0,0.0,0.0,DEN,tier_5,1193.0091185410333,1072.1590909090908,0.1875,4.559270516717325,0.07955449482895784,DEN,-3.0
522,WR,Darrius,Clemons,Darrius Clemons,MIN,0,0,2,0,660,25,836,271,True,0,0,0,0,59,0,0,7,0,0,2,0,0,0,0,4,16,16,0,30,0,Darrius,Clemons,,1127.0,1125.0,4.0,27.0,30.0,Signed,Normal,71.0,0.0,0.0,MIN,tier_5,789.4736842105264,1610.8474576271187,0.25,4.784688995215311,0.18830242510699002,MIN,1.0
525,WR,DeAngelo,McKee,DeAngelo McKee,DEN,0,0,2,0,693,46,776,296,True,0,0,0,0,58,0,0,7,0,0,1,0,0,0,0,1,14,14,2,3,0,DeAngelo,McKee,DeAngeloMcKee_3021,2728.0,2726.0,0.0,21.0,3.0,Signed,Normal,79.0,0.0,0.0,DEN,tier_4,893.0412371134021,1720.551724137931,0.07142857142857142,1.288659793814433,0.2100238663484487,DEN,-3.0
526,WR,De'Angelo,Booker,De'Angelo Booker,MIA,0,0,1,0,719,60,856,296,True,0,0,0,0,61,0,0,7,0,0,0,0,0,0,0,6,16,16,1,11,0,De'Angelo,Booker,De'AngeloBooker_30413,592.0,590.0,0.0,23.0,11.0,Signed,Normal,75.0,0.0,0.0,MIA,tier_4,839.9532710280374,1697.311475409836,0.375,7.009345794392523,0.15086026017624843,MIA,-1.0
527,WR,Anthony,Evans III,Anthony Evans III,KC,0,0,6,0,1090,53,928,397,True,0,0,0,0,81,0,0,7,0,0,1,0,0,0,0,4,16,16,0,8,0,Anthony,Evans III,AnthonyEvans III_28729,2614.0,2612.0,2.0,25.0,8.0,Signed,Normal,71.0,0.0,0.0,KC,tier_5,1174.5689655172414,1937.7777777777776,0.25,4.310344827586206,0.2933261571582347,KC,6.0
528,HB,Jaydn,Ott,Jaydn Ott,IND,566,0,3,173,323,21,546,252,True,0,135,0,0,40,0,3,7,52,0,12,0,0,0,0,1,16,16,0,9,4,Jaydn,Ott,,540.0,538.0,5.0,27.0,9.0,Signed,Normal,74.0,0.0,0.0,IND,tier_5,1628.2051282051282,1236.0685714285714,0.3125,9.157509157509159,0.07832201745877788,IND,3.0
530,WR,Dakorien,Moore,Dakorien Moore,LV,14,0,2,0,1093,50,979,432,True,0,8,0,0,84,0,0,7,8,0,3,0,0,0,0,4,16,16,1,22,0,Dakorien,Moore,DakorienMoore_2828,753.0,751.0,2.0,23.0,22.0,Signed,Normal,82.0,0.0,0.0,LV,tier_3,1130.7456588355465,1756.4347826086957,0.25,4.085801838610828,0.28732912723449,LV,3.0
