Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,KICKEPBLOCKED,PUNTNETYARDS,PUNTYARDS,KICKFGBLOCKED,PUNTATTEMPTS,PUNTIN20,DOWNSPLAYED,KICKEPATTEMPTS,PUNTLONGEST,SEAS_YEAR,KICKNUMKICKOFFS,STAT_KEEP,GAMERATING,PUNTTOUCHBACKS,KICKFGATTEMPTS,KICKEPMADE,GAMEWINFGSMADE,KICKFGATTEMPTS50ORMORE,KICKFGATTEMPTS40TO49,KICKFGATTEMPTS30TO39,KICKFGATTEMPTS29ORLESS,GAMEWINFGATTEMPTS,KICKFGMADE30TO39,KICKFGMADE29ORLESS,KICKFGMADE,KICKFGLONGEST,GAMESSTARTED,YEARBYYEARTEAMINDEX,KICKTOUCHBACKS,KICKFGMADE50ORMORE,KICKFGMADE40TO49,PUNTBLOCKED,GAMESPLAYED,FirstName_y,LastName_y,PLYR_ASSETNAME,Row Excel,Row Editor,YearsPro,Age,TeamIndex,ContractStatus,TraitDevelopment,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,FGPercentage,EPPercentage,Over40YardPercentage,PuntTBPerIn20,YardsPerPunt,NetYardsToPuntYards,TeamName_y,SkillPointKick
83,P,Tyler,White,Tyler White,KC,0,3082,3260,0,72,29,72,0,48,7,1,False,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,8,0,0,0,1,16,Tyler,White,TylerWhite_28729,3132.0,3130.0,2.0,24.0,8.0,Signed,Normal,71.0,0.0,0.0,KC,tier_5,,,,0.10344827586206896,45.27777777777778,0.945398773006135,KC,0
98,P,Riley,Norton,Riley Norton,NE,0,3796,4134,0,87,25,156,0,50,7,74,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16,21,51,0,0,0,16,Riley,Norton,RileyNorton_30530,2027.0,2025.0,0.0,26.0,21.0,Signed,Star,79.0,0.0,0.0,NE,tier_4,,,,0.08,47.51724137931034,0.9182389937106918,NE,4
111,P,Ryan,Wright,Ryan Wright,MIN,0,3576,3927,0,84,19,153,0,49,7,63,False,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16,30,37,0,0,0,16,Ryan,Wright,WrightRyan_22538,3160.0,3158.0,8.0,30.0,30.0,Signed,Normal,76.0,0.0,0.0,MIN,tier_4,,,,0.2631578947368421,46.75,0.9106187929717342,MIN,-4
115,K,Kyle,Lemmermann,Kyle Lemmermann,GB,0,0,0,1,0,0,56,30,0,7,0,False,0,0,24,28,0,8,4,5,7,0,5,7,23,62,16,19,0,7,4,0,16,Kyle,Lemmermann,,477.0,475.0,1.0,23.0,19.0,Signed,Normal,75.0,0.0,0.0,GB,tier_4,0.9583333333333334,0.9333333333333333,0.9166666666666666,,,,GB,-2
118,K,Brock,Taylor,Brock Taylor,NYJ,0,0,0,0,0,0,152,46,0,7,83,False,0,0,22,46,0,8,4,4,6,0,4,6,21,58,16,17,46,7,4,0,16,Brock,Taylor,BrockTaylor_2875,2122.0,2120.0,2.0,25.0,17.0,Signed,Superstar,85.0,0.0,0.0,NYJ,tier_2,0.9545454545454546,1.0,0.9166666666666666,,,,NYJ,0
126,P,Tory,Taylor,Tory Taylor,IND,0,3292,3435,0,75,18,78,0,49,7,1,False,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,9,0,0,0,0,16,Tory,Taylor,TaylorTory_481,3421.0,3419.0,6.0,30.0,9.0,Signed,Normal,74.0,0.0,0.0,IND,tier_5,,,,0.16666666666666666,45.8,0.9583697234352256,IND,2
129,K,Conor,Talty,Conor Talty,LAR,0,0,0,0,0,0,151,46,0,7,82,False,0,0,21,46,0,8,7,2,4,0,2,4,21,55,16,23,59,8,7,0,16,Conor,Talty,ConorTalty_2872,1893.0,1891.0,2.0,25.0,23.0,Signed,Normal,84.0,0.0,0.0,LAR,tier_3,1.0,1.0,1.0,,,,LAR,3
130,K,Trey,Nance,Trey Nance,LV,1,0,0,1,0,0,62,38,0,7,0,False,0,0,24,34,0,10,3,8,3,0,7,3,21,58,15,22,0,9,2,0,16,Trey,Nance,TreyNance_3063318,722.0,720.0,0.0,22.0,22.0,Signed,Normal,73.0,0.0,0.0,LV,tier_5,0.875,0.8947368421052632,0.8461538461538461,,,,LV,-4
138,K,Andres,Borregales,Andres Borregales,PIT,0,0,0,0,0,0,88,41,0,7,83,False,0,0,29,41,0,6,10,9,4,0,9,4,27,55,16,28,61,6,8,0,16,Andres,Borregales,,1603.0,1601.0,5.0,28.0,28.0,Signed,Normal,70.0,0.0,0.0,PIT,tier_5,0.9310344827586207,1.0,0.875,,,,PIT,4
145,P,Pressley,Harvin III,Pressley Harvin III,PIT,0,3586,3844,0,80,41,7,0,56,7,0,False,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,28,0,0,0,0,16,Pressley,Harvin III,HarvinIIIPressley_21854,1178.0,1176.0,9.0,31.0,28.0,Signed,Star,84.0,0.0,0.0,PIT,tier_3,,,,0.17073170731707318,48.05,0.9328824141519251,PIT,1
150,P,A.J.,Cole III,A.J. Cole III,LV,0,3705,3858,0,83,31,166,0,50,7,80,False,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,22,41,0,0,1,16,A.J.,Cole III,ColeIIIAJ_20821,536.0,534.0,11.0,34.0,22.0,Signed,Star,75.0,0.0,0.0,LV,tier_4,,,,0.0967741935483871,46.48192771084337,0.9603421461897356,LV,2
170,K,Dean,Janikowski,Dean Janikowski,CLE,0,0,0,0,0,0,69,40,0,7,0,False,0,0,25,37,0,7,6,11,1,0,9,1,22,56,14,4,0,7,5,0,16,Dean,Janikowski,TylerPerkins_5320,2305.0,2303.0,5.0,28.0,4.0,Signed,Normal,71.0,0.0,0.0,CLE,tier_5,0.88,0.925,0.9230769230769231,,,,CLE,0
171,P,Brett,Thorson,Brett Thorson,JAX,0,3562,3745,0,80,29,83,0,50,7,2,False,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,16,Brett,Thorson,,2016.0,2014.0,4.0,26.0,16.0,Signed,Normal,77.0,0.0,0.0,JAX,tier_4,,,,0.10344827586206896,46.8125,0.9511348464619492,JAX,3
173,P,Mitch,Wishnowsky,Mitch Wishnowsky,NYJ,0,3377,3642,0,80,25,84,0,48,7,0,False,0,7,0,0,0,0,0,0,0,0,0,0,0,0,16,17,0,0,0,1,16,Mitch,Wishnowsky,WishnowskyMitch_20481,3118.0,3116.0,11.0,38.0,17.0,Signed,Normal,74.0,0.0,0.0,NYJ,tier_5,,,,0.28,45.525,0.9272377814387699,NYJ,-3
209,P,Riley,Thompson,Riley Thompson,CLE,0,3185,3401,0,73,30,144,0,51,7,80,False,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,4,57,0,0,0,16,Riley,Thompson,ThompsonRiley_678,3615.0,3613.0,6.0,30.0,4.0,Signed,Normal,76.0,0.0,0.0,CLE,tier_4,,,,0.1,46.58904109589041,0.9364892678623934,CLE,1
214,P,Palmer,Williams,Palmer Williams,DAL,0,2924,3108,0,67,29,78,0,49,7,2,False,0,6,0,0,0,0,0,0,0,0,0,0,0,0,16,10,0,0,0,0,16,Palmer,Williams,WilliamsPalmer_461,2029.0,2027.0,3.0,26.0,10.0,Signed,Normal,77.0,0.0,0.0,DAL,tier_4,,,,0.20689655172413793,46.38805970149254,0.9407979407979408,DAL,-2
222,K,Will,Reichard,Will Reichard,JAX,0,0,0,1,0,0,145,41,0,7,79,False,0,0,22,40,0,6,6,5,5,0,5,5,21,57,16,16,62,5,6,0,16,Will,Reichard,,3445.0,3443.0,6.0,29.0,16.0,Signed,Normal,82.0,0.0,0.0,JAX,tier_3,0.9545454545454546,0.975609756097561,0.9166666666666666,,,,JAX,-2
258,K,Ryland,Stromberg,Ryland Stromberg,BAL,0,0,0,0,0,0,126,31,0,7,73,False,0,0,23,31,0,6,6,6,5,0,6,5,23,59,16,24,40,6,6,0,16,Ryland,Stromberg,RylandStromberg_30727,3627.0,3625.0,0.0,23.0,24.0,Signed,Normal,73.0,0.0,0.0,BAL,tier_5,1.0,1.0,1.0,,,,BAL,10
272,K,Cam,Little,Cam Little,MIA,0,0,0,0,0,0,58,33,0,7,0,False,0,0,23,33,0,9,5,8,1,0,7,1,20,59,15,11,0,8,4,0,15,Cam,Little,,2434.0,2432.0,5.0,28.0,11.0,Signed,Star,73.0,0.0,0.0,MIA,tier_5,0.8695652173913043,1.0,0.8571428571428571,,,,MIA,2
343,K,Davis,Little,Davis Little,MIN,0,0,0,1,0,0,58,30,0,7,0,False,0,0,24,29,0,8,9,3,4,0,3,3,20,56,15,30,0,6,8,0,15,Davis,Little,DavisLittle_2863396,761.0,759.0,2.0,24.0,30.0,Signed,Normal,73.0,0.0,0.0,MIN,tier_5,0.8333333333333334,0.9666666666666667,0.8235294117647058,,,,MIN,-3
344,P,Mason,Fletcher,Mason Fletcher,BUF,0,3243,3437,0,71,24,153,0,52,7,77,False,0,9,0,0,0,0,0,0,0,0,0,0,0,0,16,2,57,0,0,1,16,Mason,Fletcher,FletcherMason_543,3480.0,3478.0,6.0,30.0,2.0,Signed,Superstar,83.0,0.0,0.0,BUF,tier_3,,,,0.375,48.40845070422535,0.9435554262438173,BUF,-2
345,K,Ka'imi,Fairbairn,Ka'imi Fairbairn,WAS,0,0,0,0,0,0,127,32,0,7,68,False,0,0,22,30,0,5,5,6,6,0,6,5,21,58,16,25,36,5,5,0,16,Ka'imi,Fairbairn,FairbairnKaimi_17759,848.0,846.0,14.0,36.0,25.0,Signed,Star,84.0,0.0,0.0,WAS,tier_3,0.9545454545454546,0.9375,1.0,,,,WAS,-3
346,P,Tommy,Doman,Tommy Doman,CHI,0,3313,3474,0,75,33,80,0,51,7,0,False,0,7,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,16,Tommy,Doman,GunnarKilen_4793,2142.0,2140.0,5.0,28.0,0.0,Signed,Normal,76.0,0.0,0.0,CHI,tier_4,,,,0.21212121212121213,46.32,0.9536557282671272,CHI,-1
347,P,Kurt,Otto,Kurt Otto,NO,0,3227,3491,0,78,21,80,0,48,7,2,False,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,26,0,0,0,0,16,Kurt,Otto,KurtOtto_3063401,2344.0,2342.0,0.0,25.0,26.0,Signed,Normal,71.0,0.0,0.0,NO,tier_5,,,,0.14285714285714285,44.756410256410255,0.9243769693497565,NO,0
365,K,Chase,McLaughlin,Chase McLaughlin,BUF,1,0,0,0,0,0,61,35,0,7,0,False,0,0,25,32,0,8,8,6,3,0,6,3,24,58,16,2,0,8,7,0,16,Chase,McLaughlin,McLaughlinChase_20873,1896.0,1894.0,11.0,34.0,2.0,Signed,Normal,75.0,0.0,0.0,BUF,tier_4,0.96,0.9142857142857143,0.9375,,,,BUF,-1
366,K,Aaron,Rudd,Aaron Rudd,NO,0,0,0,0,0,0,120,29,0,7,68,False,0,0,25,29,0,9,6,4,6,0,4,6,24,59,16,26,39,8,6,0,16,Aaron,Rudd,AaronRudd_30522,647.0,645.0,0.0,22.0,26.0,Signed,Normal,73.0,0.0,0.0,NO,tier_5,0.96,1.0,0.9333333333333333,,,,NO,9
367,K,Tristan,Alvano,Tristan Alvano,DAL,0,0,0,1,0,0,155,45,0,7,80,False,0,0,22,44,0,6,10,5,1,0,4,1,20,58,16,10,53,6,9,0,16,Tristan,Alvano,,585.0,583.0,3.0,26.0,10.0,Signed,Normal,78.0,0.0,0.0,DAL,tier_4,0.9090909090909091,0.9777777777777777,0.9375,,,,DAL,0
368,P,Bryce,McFerson,Bryce McFerson,GB,0,3757,4045,0,87,26,161,0,50,7,70,False,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16,19,44,0,0,0,16,Bryce,McFerson,,1565.0,1563.0,3.0,25.0,19.0,Signed,Normal,76.0,0.0,0.0,GB,tier_4,,,,0.19230769230769232,46.49425287356322,0.9288009888751545,GB,-2
371,K,Blake,Grupe,Blake Grupe,NYG,0,0,0,1,0,0,70,38,0,7,0,False,0,0,31,34,0,11,10,4,6,0,3,6,29,58,15,15,0,11,9,0,16,Blake,Grupe,GrupeBlake_23337,607.0,605.0,7.0,31.0,15.0,Signed,Normal,74.0,0.0,0.0,NYG,tier_5,0.9354838709677419,0.8947368421052632,0.9523809523809523,,,,NYG,1
372,P,Jamie,Gillan,Jamie Gillan,NYG,0,3099,3318,0,70,23,155,0,52,7,85,False,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16,15,51,0,0,1,16,Jamie,Gillan,GillanJamie_20794,1005.0,1003.0,11.0,33.0,15.0,Signed,Star,78.0,0.0,0.0,NYG,tier_4,,,,0.21739130434782608,47.4,0.933996383363472,NYG,-1
373,P,Ryland,Lyles,Ryland Lyles,PHI,0,3290,3436,0,76,26,151,0,48,7,70,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16,12,41,0,0,0,16,Ryland,Lyles,RylandLyles_30614,887.0,885.0,0.0,21.0,12.0,Signed,Normal,72.0,0.0,0.0,PHI,tier_5,,,,0.07692307692307693,45.21052631578947,0.9575087310826542,PHI,3
374,K,Aeeron,Burrell,Aeeron Burrell,PHI,1,0,0,0,0,0,63,41,0,7,0,False,0,0,20,39,0,7,8,4,1,0,4,1,19,58,16,12,0,7,7,0,16,Aeeron,Burrell,AeeronBurrell_2978,1220.0,1218.0,1.0,23.0,12.0,Signed,Normal,70.0,0.0,0.0,PHI,tier_5,0.95,0.9512195121951219,0.9333333333333333,,,,PHI,4
375,K,Mason,Shipley,Mason Shipley,HOU,0,0,0,0,0,0,61,38,0,7,0,False,0,0,22,38,0,6,8,4,4,0,4,4,22,58,15,31,0,6,8,0,16,Mason,Shipley,,2715.0,2713.0,4.0,27.0,31.0,Signed,Star,77.0,0.0,0.0,HOU,tier_4,1.0,1.0,1.0,,,,HOU,7
376,P,Tommy,Townsend,Tommy Townsend,HOU,0,3665,3962,0,82,31,154,0,52,7,77,False,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16,31,55,0,0,0,16,Tommy,Townsend,TownsendTommy_21175,2837.0,2835.0,10.0,33.0,31.0,Signed,Normal,82.0,0.0,0.0,HOU,tier_3,,,,0.16129032258064516,48.31707317073171,0.9250378596668349,HOU,1
377,K,Nolan,Hauser,Nolan Hauser,CIN,0,0,0,0,0,0,58,42,0,7,0,False,0,0,20,41,0,5,5,4,6,0,2,5,15,58,15,1,0,4,4,0,16,Nolan,Hauser,NolanHauser_29517,1440.0,1438.0,1.0,23.0,1.0,Signed,Normal,70.0,0.0,0.0,CIN,tier_5,0.75,0.9761904761904762,0.8,,,,CIN,-3
378,P,Aidan,Flintoft,Aidan Flintoft,CIN,0,3700,3946,0,87,33,154,0,50,7,73,False,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,1,36,0,0,1,16,Aidan,Flintoft,,970.0,968.0,2.0,24.0,1.0,Signed,Normal,72.0,0.0,0.0,CIN,tier_5,,,,0.09090909090909091,45.35632183908046,0.937658388241257,CIN,1
379,P,Dylan,Joyce,Dylan Joyce,SF,0,3278,3532,0,77,24,81,0,50,7,0,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,14,0,0,0,0,16,Dylan,Joyce,JoyceDylan_620,1320.0,1318.0,3.0,25.0,14.0,Signed,Normal,73.0,0.0,0.0,SF,tier_5,,,,0.041666666666666664,45.87012987012987,0.9280860702151755,SF,3
380,K,Dustin,Hopkins,Dustin Hopkins,SF,0,0,0,0,0,0,156,45,0,7,83,False,0,0,20,45,0,8,6,6,0,0,6,0,20,58,16,14,47,8,6,0,16,Dustin,Hopkins,HopkinsDustin_11941,1301.0,1299.0,17.0,39.0,14.0,Signed,Star,82.0,0.0,0.0,SF,tier_3,1.0,1.0,1.0,,,,SF,3
381,P,Jake,Bailey,Jake Bailey,CAR,0,3601,3837,0,83,37,155,0,49,7,78,False,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,20,48,0,0,1,16,Jake,Bailey,BaileyJake_20480,128.0,126.0,11.0,33.0,20.0,Signed,Normal,75.0,0.0,0.0,CAR,tier_4,,,,0.08108108108108109,46.2289156626506,0.9384936148032317,CAR,0
382,K,Eddy,Pineiro,Eddy Pineiro,CAR,0,0,0,0,0,0,64,34,0,7,0,False,0,0,24,34,0,6,7,7,4,0,7,4,23,58,15,20,0,6,6,0,15,Eddy,Pineiro,PineiroEddy_13428,2247.0,2245.0,12.0,34.0,20.0,Signed,Normal,72.0,0.0,0.0,CAR,tier_5,0.9583333333333334,1.0,0.9230769230769231,,,,CAR,7
383,P,Danny,Donnell,Danny Donnell,DEN,0,3428,3734,0,82,26,79,0,49,7,1,False,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,16,Danny,Donnell,DannyDonnell_3063400,780.0,778.0,0.0,23.0,3.0,Signed,Normal,74.0,0.0,0.0,DEN,tier_5,,,,0.11538461538461539,45.53658536585366,0.9180503481521157,DEN,0
384,K,Joshua,Karty,Joshua Karty,DEN,0,0,0,0,0,0,102,23,0,7,56,False,0,0,19,22,0,3,2,6,8,0,6,8,17,51,16,3,35,2,1,0,16,Joshua,Karty,,3357.0,3355.0,6.0,28.0,3.0,Signed,Superstar,81.0,0.0,0.0,DEN,tier_3,0.8947368421052632,0.9565217391304348,0.6,,,,DEN,-12
385,P,J.K.,Scott,J.K. Scott,DET,0,3466,3628,0,79,29,80,0,49,7,0,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16,18,0,0,0,0,16,J.K.,Scott,ScottJK_13436,2497.0,2495.0,12.0,33.0,18.0,Signed,Normal,73.0,0.0,0.0,DET,tier_5,,,,0.06896551724137931,45.924050632911396,0.9553472987872106,DET,4
386,K,Bret,Kovacs,Bret Kovacs,DET,0,0,0,0,0,0,149,44,0,7,78,False,0,0,21,40,0,9,5,4,3,0,4,3,19,57,16,18,49,7,5,0,16,Bret,Kovacs,BretKovacs_30721,3635.0,3633.0,0.0,21.0,18.0,Signed,Normal,76.0,0.0,0.0,DET,tier_4,0.9047619047619048,0.9090909090909091,0.8571428571428571,,,,DET,-7
387,P,James,Ferguson-Reynolds,James Ferguson-Reynolds,LAC,0,3943,4171,0,93,21,89,0,49,7,2,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15,7,0,0,0,0,16,James,Ferguson-Reynolds,,964.0,962.0,4.0,26.0,7.0,Signed,Normal,71.0,0.0,0.0,LAC,tier_5,,,,0.09523809523809523,44.8494623655914,0.9453368496763366,LAC,0
388,K,Cameron,Dicker,Cameron Dicker,LAC,0,0,0,0,0,0,118,32,0,7,69,False,0,0,20,32,0,7,5,5,3,0,5,3,19,57,16,7,42,7,4,0,16,Cameron,Dicker,DickerCameron_22392,702.0,700.0,8.0,30.0,7.0,Signed,Normal,83.0,0.0,0.0,LAC,tier_3,0.95,1.0,0.9166666666666666,,,,LAC,0
389,P,Tyler,Kinsman,Tyler Kinsman,TEN,0,2504,2624,0,57,20,139,0,48,7,80,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,29,54,0,0,0,16,Tyler,Kinsman,,3517.0,3515.0,1.0,24.0,29.0,Signed,Normal,74.0,0.0,0.0,TEN,tier_5,,,,0.0,46.03508771929825,0.9542682926829268,TEN,5
390,K,John,Hoyland,John Hoyland,TEN,0,0,0,2,0,0,67,45,0,7,0,False,0,0,19,45,0,8,4,4,3,0,4,3,15,59,16,29,0,5,3,0,16,John,Hoyland,,729.0,727.0,5.0,27.0,29.0,Signed,Normal,71.0,0.0,0.0,TEN,tier_5,0.7894736842105263,1.0,0.6666666666666666,,,,TEN,-3
391,K,Jared,Zirkel,Jared Zirkel,ATL,1,0,0,0,0,0,52,34,0,7,0,False,0,0,15,33,0,4,5,5,1,0,5,1,15,58,16,13,0,4,5,0,16,Jared,Zirkel,,2598.0,2596.0,5.0,27.0,13.0,Signed,Normal,71.0,0.0,0.0,ATL,tier_5,1.0,0.9705882352941176,1.0,,,,ATL,8
392,P,Decam,Duley,Decam Duley,ATL,0,4614,4868,0,99,31,165,0,52,7,64,False,0,10,0,0,0,0,0,0,0,0,0,0,0,0,16,13,42,0,0,0,16,Decam,Duley,DecamDuley_28519,674.0,672.0,2.0,24.0,13.0,Signed,Superstar,84.0,0.0,0.0,ATL,tier_3,,,,0.3225806451612903,49.17171717171717,0.9478225143796221,ATL,-2
393,K,Will,Ferrin,Will Ferrin,ARI,0,0,0,1,0,0,150,42,0,7,83,False,0,0,22,41,0,4,7,7,4,0,7,4,21,57,16,6,55,4,6,0,16,Will,Ferrin,,2635.0,2633.0,4.0,26.0,6.0,Signed,Normal,77.0,0.0,0.0,ARI,tier_4,0.9545454545454546,0.9761904761904762,0.9090909090909091,,,,ARI,1
394,P,Mitchell,Lake,Mitchell Lake,ARI,0,3197,3383,0,74,22,74,0,49,7,0,False,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,6,0,0,0,0,16,Mitchell,Lake,LakeMitchell_611,1146.0,1144.0,3.0,26.0,6.0,Signed,Normal,74.0,0.0,0.0,ARI,tier_5,,,,0.18181818181818182,45.71621621621622,0.945019213715637,ARI,-1
395,P,Lucas,Osada,Lucas Osada,SEA,0,3335,3730,0,85,25,89,0,46,7,3,False,0,6,0,0,0,0,0,0,0,0,0,0,0,0,16,27,0,0,0,1,16,Lucas,Osada,LucasOsada_29642,1399.0,1397.0,1.0,23.0,27.0,Signed,Normal,69.0,0.0,0.0,SEA,tier_6,,,,0.24,43.88235294117647,0.8941018766756033,SEA,-5
396,K,Peyton,Woodring,Peyton Woodring,SEA,0,0,0,0,0,0,142,42,0,7,78,False,0,0,18,41,0,5,5,3,5,0,3,5,17,57,16,27,52,4,5,0,16,Peyton,Woodring,,356.0,354.0,3.0,25.0,27.0,Signed,Normal,79.0,0.0,0.0,SEA,tier_4,0.9444444444444444,0.9761904761904762,0.9,,,,SEA,1
