Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,GAMESSTARTED,OLINEPANCAKES,OLINESACKSALLOWED,DOWNSPLAYED,STAT_KEEP,GAMESPLAYED,YEARBYYEARTEAMINDEX,GAMERATING,SEAS_YEAR,FirstName_y,LastName_y,PLYR_ASSETNAME,Row Excel,Row Editor,YearsPro,Age,TeamIndex,ContractStatus,TraitDevelopment,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,SacksPer1000Snaps,TeamName_y,SkillPointOL
83,C,Josh,Myers,Josh Myers,NYJ,16,0,2,1118,False,16,17,0,7,Josh,Myers,MyersJosh_21654,2041.0,2039.0,9.0,32.0,17.0,Signed,Normal,77.0,0.0,0.0,NYJ,tier_4,1.7889087656529516,NYJ,5
100,C,Tyler,Linderbaum,Tyler Linderbaum,BAL,16,6,8,1157,False,16,24,0,7,Tyler,Linderbaum,LinderbaumTyler_22274,1729.0,1727.0,8.0,30.0,24.0,Signed,Superstar,82.0,0.0,0.0,BAL,tier_3,6.9144338807260155,BAL,-2
108,C,Douglas,Utu,Douglas Utu,PIT,13,4,9,868,False,13,28,0,7,Douglas,Utu,,2801.0,2799.0,1.0,24.0,28.0,Signed,Normal,79.0,0.0,0.0,PIT,tier_4,10.368663594470046,PIT,-7
117,LG,James,Durand,James Durand,CIN,12,5,0,830,False,13,1,0,7,James,Durand,JamesDurand_28634,3066.0,3064.0,2.0,25.0,1.0,Signed,Normal,69.0,0.0,0.0,CIN,tier_6,0.0,CIN,13
118,RG,Nathan,Roy,Nathan Roy,TEN,16,0,8,1105,False,16,29,0,7,Nathan,Roy,NathanRoy_28321,3510.0,3508.0,2.0,25.0,29.0,Signed,Normal,68.0,0.0,0.0,TEN,tier_6,7.239819004524887,TEN,-5
126,RT,Darnell,Wright,Darnell Wright,CHI,11,0,3,787,False,15,0,0,7,Darnell,Wright,WrightDarnell_22861,3156.0,3154.0,7.0,29.0,0.0,Signed,Star,87.0,0.0,0.0,CHI,tier_2,3.8119440914866582,CHI,6
158,C,Walker,Davis,Walker Davis,DET,8,0,2,542,False,11,18,0,7,Walker,Davis,WalkerDavis_28423,1125.0,1123.0,2.0,24.0,18.0,Signed,Normal,68.0,0.0,0.0,DET,tier_6,3.6900369003690034,DET,4
182,LG,Ben,Christman,Ben Christman,ARI,16,0,4,1197,False,16,6,0,7,Ben,Christman,,2139.0,2137.0,4.0,27.0,6.0,Signed,Superstar,87.0,0.0,0.0,ARI,tier_2,3.341687552213868,ARI,-1
189,RG,Jake,Batson,Jake Batson,BUF,10,0,2,746,False,16,2,0,7,Jake,Batson,JakeBatson_30325,296.0,294.0,0.0,22.0,2.0,Signed,Normal,68.0,0.0,0.0,BUF,tier_6,2.680965147453083,BUF,1
209,LG,Trent,Heinicke,Trent Heinicke,MIN,16,0,9,1178,False,16,30,0,7,Trent,Heinicke,TrentHeinicke_30212,281.0,279.0,0.0,22.0,30.0,Signed,Star,79.0,0.0,0.0,MIN,tier_4,7.6400679117147705,MIN,-4
217,RG,Jordan,Tonga,Jordan Tonga,CAR,12,0,0,859,False,15,20,0,7,Jordan,Tonga,JordanTonga_2963427,1740.0,1738.0,1.0,23.0,20.0,Signed,Normal,68.0,0.0,0.0,CAR,tier_6,0.0,CAR,13
279,RG,Trey,Smith,Trey Smith,BAL,16,6,6,1084,False,16,24,0,7,Trey,Smith,SmithTrey_21648,2615.0,2613.0,9.0,31.0,24.0,Signed,Star,79.0,0.0,0.0,BAL,tier_4,5.535055350553505,BAL,-4
290,LG,James,Dawn II,James Dawn II,TB,10,3,4,593,False,10,5,0,7,James,Dawn II,,1029.0,1027.0,4.0,27.0,5.0,Signed,Normal,74.0,0.0,0.0,TB,tier_5,6.745362563237774,TB,-3
295,LT,Kodi,Greene,Kodi Greene,SF,12,0,12,799,False,12,14,0,7,Kodi,Greene,KodiGreene_29129,2478.0,2476.0,1.0,22.0,14.0,Signed,Star,71.0,0.0,0.0,SF,tier_5,15.018773466833542,SF,-3
297,RT,Taliese,Fuaga,Taliese Fuaga,IND,8,0,6,640,False,10,9,0,7,Taliese,Fuaga,,3231.0,3229.0,6.0,29.0,9.0,Signed,Star,75.0,0.0,0.0,IND,tier_4,9.375,IND,-1
317,LT,Rod,Orr,Rod Orr,DEN,14,0,7,937,False,14,3,0,7,Rod,Orr,,347.0,345.0,4.0,27.0,3.0,Signed,Normal,75.0,0.0,0.0,DEN,tier_4,7.470651013874066,DEN,5
338,RG,Aliou,Bah,Aliou Bah,ARI,12,0,1,861,False,12,6,0,7,Aliou,Bah,,774.0,772.0,3.0,26.0,6.0,Signed,Normal,79.0,0.0,0.0,ARI,tier_4,1.1614401858304297,ARI,2
344,RT,Juan,Gaston,Juan Gaston,IND,7,0,3,577,False,16,9,0,7,Juan,Gaston,JuanGaston_2949,2390.0,2388.0,1.0,23.0,9.0,Signed,Normal,72.0,0.0,0.0,IND,tier_5,5.199306759098787,IND,6
349,LT,Braxton,Jones,Braxton Jones,IND,11,0,10,637,False,11,9,0,7,Braxton,Jones,JonesBraxton_22135,1517.0,1515.0,8.0,31.0,9.0,Signed,Star,77.0,0.0,0.0,IND,tier_4,15.698587127158554,IND,-4
369,C,Beaux,Limmer,Beaux Limmer,WAS,12,0,3,797,False,12,25,0,7,Beaux,Limmer,,3296.0,3294.0,6.0,29.0,25.0,Signed,Normal,79.0,0.0,0.0,WAS,tier_4,3.764115432873275,WAS,2
387,RT,JacQawn,McRoy,JacQawn McRoy,ARI,11,0,7,863,False,16,6,0,7,JacQawn,McRoy,JacQawnMcRoy_28217,1662.0,1660.0,2.0,24.0,6.0,Signed,Normal,69.0,0.0,0.0,ARI,tier_6,8.111239860950173,ARI,1
392,C,Vysen,Lang,Vysen Lang,DEN,10,0,6,695,False,12,3,0,7,Vysen,Lang,VysenLang_28626,826.0,824.0,2.0,25.0,3.0,Signed,Normal,64.0,0.0,0.0,DEN,tier_6,8.633093525179856,DEN,-2
396,LG,Ty'quan,Maye,Ty'quan Maye,KC,14,4,2,971,False,15,8,0,7,Ty'quan,Maye,Ty'quanMaye_30533,673.0,671.0,0.0,23.0,8.0,Signed,Normal,66.0,0.0,0.0,KC,tier_6,2.059732234809475,KC,7
410,RT,Duane,Fenderson,Duane Fenderson,BAL,12,3,11,813,False,12,24,0,7,Duane,Fenderson,DuaneFenderson_3015,1633.0,1631.0,0.0,21.0,24.0,Signed,Superstar,89.0,0.0,0.0,BAL,tier_2,13.530135301353015,BAL,-9
436,LG,Cam'Ron,Johnson,Cam'Ron Johnson,LV,16,1,6,1072,False,16,22,0,7,Cam'Ron,Johnson,,1751.0,1749.0,5.0,27.0,22.0,Signed,Star,81.0,0.0,0.0,LV,tier_3,5.597014925373134,LV,-2
440,C,Ryan,Brubaker,Ryan Brubaker,DAL,14,0,5,1041,False,14,10,0,7,Ryan,Brubaker,BrubakerRyan_434,2275.0,2273.0,3.0,26.0,10.0,Signed,Normal,79.0,0.0,0.0,DAL,tier_4,4.803073967339097,DAL,-1
444,LT,J'ven,Williams,J'ven Williams,LV,16,2,7,1060,False,16,22,0,7,J'ven,Williams,,1578.0,1576.0,4.0,26.0,22.0,Signed,Normal,80.0,0.0,0.0,LV,tier_3,6.60377358490566,LV,4
464,C,Andrew,Raym,Andrew Raym,CIN,10,3,8,719,False,10,1,0,7,Andrew,Raym,,3416.0,3414.0,6.0,29.0,1.0,Signed,Normal,81.0,0.0,0.0,CIN,tier_3,11.126564673157162,CIN,-8
487,RT,Kinglsey,Suamataia,Kinglsey Suamataia,SF,16,0,4,1097,False,16,14,0,7,Kinglsey,Suamataia,,3213.0,3211.0,6.0,28.0,14.0,Signed,Superstar,92.0,0.0,0.0,SF,tier_1,3.6463081130355515,SF,4
509,LT,Daymond,McCleod,Daymond McCleod,CAR,16,5,15,1142,False,16,20,0,7,Daymond,McCleod,DaymondMcCleod_30132,317.0,315.0,0.0,23.0,20.0,Signed,Normal,77.0,0.0,0.0,CAR,tier_4,13.134851138353765,CAR,-4
529,RT,Josiah,Thompson,Josiah Thompson,TB,13,3,10,795,False,13,5,0,7,Josiah,Thompson,ThompsonJosiah_321,2602.0,2600.0,3.0,26.0,5.0,Signed,Normal,84.0,0.0,0.0,TB,tier_3,12.578616352201259,TB,-8
538,LT,David,Sanders Jr,David Sanders Jr,ATL,14,0,8,897,False,14,13,0,7,David,Sanders Jr,DavidSanders Jr_28119,3573.0,3571.0,2.0,23.0,13.0,Signed,Star,73.0,0.0,0.0,ATL,tier_5,8.918617614269788,ATL,3
566,RT,Jayden,Williams,Jayden Williams,DAL,16,0,5,1134,False,16,10,0,7,Jayden,Williams,DevonteGordon_4712,515.0,513.0,5.0,27.0,10.0,Signed,Normal,75.0,0.0,0.0,DAL,tier_4,4.409171075837742,DAL,5
569,C,Sedrick,Van Pran,Sedrick Van Pran,JAX,16,0,6,1149,False,16,16,0,7,Sedrick,Van Pran,,3256.0,3254.0,6.0,28.0,16.0,Signed,Star,85.0,0.0,0.0,JAX,tier_2,5.221932114882507,JAX,-3
573,RT,Francis,Mauigoa,Francis Mauigoa,JAX,16,0,4,1068,False,16,16,0,7,Francis,Mauigoa,,987.0,985.0,4.0,25.0,16.0,Signed,Star,80.0,0.0,0.0,JAX,tier_3,3.745318352059925,JAX,8
580,LT,Rashawn,Slater,Rashawn Slater,LAC,16,3,17,1049,False,16,7,0,7,Rashawn,Slater,SlaterRashawn_21541,2567.0,2565.0,9.0,31.0,7.0,Signed,Superstar,81.0,0.0,0.0,LAC,tier_3,16.205910390848427,LAC,-8
602,C,Alai,Kalaniuvalu,Alai Kalaniuvalu,SF,16,0,7,1028,False,16,14,0,7,Alai,Kalaniuvalu,,1256.0,1254.0,1.0,24.0,14.0,Signed,Normal,70.0,0.0,0.0,SF,tier_5,6.809338521400778,SF,0
617,LG,Lamar,Brown,Lamar Brown,CIN,16,4,10,1195,False,16,1,0,7,Lamar,Brown,LamarBrown_29117,204.0,202.0,1.0,22.0,1.0,Signed,Normal,79.0,0.0,0.0,CIN,tier_4,8.368200836820083,CIN,-4
634,LG,Michael,Carroll,Michael Carroll,IND,16,0,8,1193,False,16,9,0,7,Michael,Carroll,MichaelCarroll_2929,2596.0,2594.0,1.0,23.0,9.0,Signed,Superstar,90.0,0.0,0.0,IND,tier_1,6.705783738474434,IND,-7
637,RG,Ezra,Cleveland,Ezra Cleveland,JAX,14,0,1,914,False,14,16,0,7,Ezra,Cleveland,ClevelandEzra_20966,522.0,520.0,10.0,32.0,16.0,Signed,Star,76.0,0.0,0.0,JAX,tier_4,1.0940919037199124,JAX,2
642,RT,Taylor,Moton,Taylor Moton,BAL,12,1,7,801,False,12,24,0,7,Taylor,Moton,MotonTaylor_12636,2012.0,2010.0,12.0,35.0,24.0,Signed,Star,73.0,0.0,0.0,BAL,tier_5,8.739076154806492,BAL,0
691,C,Iapani,Laloulu,Iapani Laloulu,NE,12,4,3,764,False,12,21,0,7,Iapani,Laloulu,,1312.0,1310.0,3.0,26.0,21.0,Signed,Star,69.0,0.0,0.0,NE,tier_6,3.926701570680628,NE,4
706,RG,Quinci,Ferguson,Quinci Ferguson,CHI,5,0,1,425,False,16,0,0,7,Quinci,Ferguson,QuinciFerguson_30429,3012.0,3010.0,0.0,22.0,0.0,Signed,Normal,70.0,0.0,0.0,CHI,tier_5,2.352941176470588,CHI,3
716,RT,Melvin,Patton,Melvin Patton,CHI,9,0,8,645,False,11,0,0,7,Melvin,Patton,MelvinPatton_30126,2462.0,2460.0,0.0,22.0,0.0,Signed,Normal,75.0,0.0,0.0,CHI,tier_4,12.4031007751938,CHI,-7
726,C,Matt,Langford,Matt Langford,NO,6,0,6,411,False,11,26,0,7,Matt,Langford,MattLangford_3052,2738.0,2736.0,0.0,21.0,26.0,Signed,Normal,67.0,0.0,0.0,NO,tier_6,14.598540145985401,NO,-5
755,LG,Quenton,Nelson,Quenton Nelson,TEN,16,0,5,1113,False,16,29,0,7,Quenton,Nelson,NelsonQuenton_13081,2058.0,2056.0,12.0,34.0,29.0,Signed,Star,75.0,0.0,0.0,TEN,tier_4,4.492362982929021,TEN,-1
757,LT,Jackson,Cantwell,Jackson Cantwell,JAX,16,0,6,1068,False,16,16,0,7,Jackson,Cantwell,JacksonCantwell_2917,2277.0,2275.0,1.0,22.0,16.0,Signed,Star,92.0,0.0,0.0,JAX,tier_1,5.617977528089887,JAX,4
759,C,Connor,Lew,Connor Lew,ARI,16,0,3,1055,False,16,6,0,7,Connor,Lew,,2400.0,2398.0,3.0,25.0,6.0,Signed,Normal,78.0,0.0,0.0,ARI,tier_4,2.843601895734597,ARI,2
767,LT,Brandon,Baker,Brandon Baker,TB,11,0,13,773,False,13,5,0,7,Brandon,Baker,BakerBrandon_313,2110.0,2108.0,3.0,25.0,5.0,Signed,Star,78.0,0.0,0.0,TB,tier_4,16.81759379042691,TB,-7
802,C,Kory,Symington,Kory Symington,ATL,10,0,4,627,False,10,13,0,7,Kory,Symington,KorySymington_2863290,115.0,113.0,2.0,25.0,13.0,Signed,Normal,67.0,0.0,0.0,ATL,tier_6,6.379585326953748,ATL,1
807,LG,James,Jenkins,James Jenkins,BUF,16,0,6,1110,False,16,2,0,7,James,Jenkins,JamesJenkins_28430,119.0,117.0,2.0,25.0,2.0,Signed,Normal,71.0,0.0,0.0,BUF,tier_5,5.405405405405405,BUF,0
818,LT,Broderick,Jones,Broderick Jones,PIT,16,13,6,998,False,16,28,0,7,Broderick,Jones,JonesBroderick_22849,1519.0,1517.0,7.0,29.0,28.0,Signed,Superstar,97.0,0.0,0.0,PIT,tier_0,6.012024048096192,PIT,-1
834,LT,Quincey,Carmichael,Quincey Carmichael,CIN,5,0,5,494,False,14,1,0,7,Quincey,Carmichael,QuinceyCarmichael_30632,1954.0,1952.0,0.0,23.0,1.0,Signed,Normal,66.0,0.0,0.0,CIN,tier_6,10.121457489878543,CIN,1
846,LT,Anton,Harrison,Anton Harrison,TEN,16,0,13,1114,False,16,29,0,7,Anton,Harrison,HarrisonAnton_22850,1168.0,1166.0,7.0,28.0,29.0,Signed,Star,77.0,0.0,0.0,TEN,tier_4,11.669658886894075,TEN,-1
850,RT,Luke,Baklenko,Luke Baklenko,ATL,16,0,10,996,False,16,13,0,7,Luke,Baklenko,LukeBaklenko_28230,1589.0,1587.0,2.0,25.0,13.0,Signed,Normal,71.0,0.0,0.0,ATL,tier_5,10.040160642570282,ATL,-3
851,LG,Cole,Hutson,Cole Hutson,BAL,16,8,9,1084,False,16,24,0,7,Cole,Hutson,,706.0,704.0,4.0,27.0,24.0,Signed,Normal,80.0,0.0,0.0,BAL,tier_3,8.302583025830259,BAL,-5
852,LG,Mario,Nash Jr,Mario Nash Jr,KC,14,4,3,973,False,14,8,0,7,Mario,Nash Jr,,2136.0,2134.0,1.0,24.0,8.0,Signed,Normal,77.0,0.0,0.0,KC,tier_4,3.083247687564234,KC,2
867,RT,Ryan,Baer,Ryan Baer,CIN,7,1,5,446,False,14,1,0,7,Ryan,Baer,BaerRyan_335,1713.0,1711.0,3.0,26.0,1.0,Signed,Normal,69.0,0.0,0.0,CIN,tier_6,11.210762331838565,CIN,-2
889,RT,Masai,Kalawaia,Masai Kalawaia,CAR,8,4,4,520,False,10,20,0,7,Masai,Kalawaia,MasaiKalawaia_30525,3634.0,3632.0,0.0,21.0,20.0,Signed,Normal,68.0,0.0,0.0,CAR,tier_6,7.6923076923076925,CAR,4
916,RT,JC,Latham,JC Latham,NYJ,13,0,10,895,False,13,17,0,7,JC,Latham,LathamJC_267,3207.0,3205.0,6.0,27.0,17.0,Signed,Normal,83.0,0.0,0.0,NYJ,tier_3,11.1731843575419,NYJ,-5
922,RG,Chris,Lindstrom,Chris Lindstrom,ATL,10,0,3,679,False,10,13,0,7,Chris,Lindstrom,LindstromChris_20369,1732.0,1730.0,11.0,33.0,13.0,Signed,Superstar,91.0,0.0,0.0,ATL,tier_1,4.418262150220913,ATL,-7
959,RT,Jordan,Seaton,Jordan Seaton,NO,9,5,2,621,False,14,26,0,7,Jordan,Seaton,SeatonJordan_297,241.0,239.0,3.0,24.0,26.0,Signed,Normal,66.0,0.0,0.0,NO,tier_6,3.2206119162640903,NO,13
965,LG,Rylan,Harrell,Rylan Harrell,DET,11,0,1,702,False,11,18,0,7,Rylan,Harrell,RylanHarrell_30427,539.0,537.0,0.0,23.0,18.0,Signed,Star,72.0,0.0,0.0,DET,tier_5,1.4245014245014245,DET,6
969,RG,Jamaree,Salyer,Jamaree Salyer,NYJ,16,0,3,1127,False,16,17,0,7,Jamaree,Salyer,SalyerJamaree_22116,2453.0,2451.0,8.0,30.0,17.0,Signed,Normal,80.0,0.0,0.0,NYJ,tier_3,2.6619343389529724,NYJ,-2
980,RT,Patrick,Paul,Patrick Paul,NE,14,5,11,942,False,14,21,0,7,Patrick,Paul,PaulPatrick_274,3214.0,3212.0,6.0,28.0,21.0,Signed,Normal,76.0,0.0,0.0,NE,tier_4,11.677282377919319,NE,-4
997,LG,Alex,Birchmeier,Alex Birchmeier,NO,16,3,6,992,False,16,26,0,7,Alex,Birchmeier,,1075.0,1073.0,4.0,25.0,26.0,Signed,Star,73.0,0.0,0.0,NO,tier_5,6.048387096774193,NO,-3
999,RG,Mike,Onwenu,Mike Onwenu,SF,16,0,4,1097,False,16,14,0,7,Mike,Onwenu,OnwenuMichael_21205,2135.0,2133.0,10.0,32.0,14.0,Signed,Star,74.0,0.0,0.0,SF,tier_5,3.6463081130355515,SF,0
1004,RT,Riley,Mahlman,Riley Mahlman,TEN,16,0,6,1113,False,16,29,0,7,Riley,Mahlman,,1968.0,1966.0,4.0,27.0,29.0,Signed,Normal,64.0,0.0,0.0,TEN,tier_6,5.3908355795148255,TEN,7
1024,RG,Robert,Hunt,Robert Hunt,NO,16,5,3,1050,False,16,26,0,7,Robert,Hunt,HuntRobert_21291,1347.0,1345.0,10.0,34.0,26.0,Signed,Star,81.0,0.0,0.0,NO,tier_3,2.857142857142857,NO,-2
1035,RT,Jack,Lange,Jack Lange,BUF,14,0,4,944,False,14,2,0,7,Jack,Lange,,2700.0,2698.0,1.0,23.0,2.0,Signed,Normal,82.0,0.0,0.0,BUF,tier_3,4.237288135593221,BUF,4
1084,LT,Orlando,Brown,Orlando Brown,ARI,13,0,8,929,False,13,6,0,7,Orlando,Brown,BrownOrlando_13083,358.0,356.0,12.0,34.0,6.0,Signed,Star,86.0,0.0,0.0,ARI,tier_2,8.611410118406889,ARI,-1
1088,RT,Samson,Okunlola,Samson Okunlola,CIN,13,2,5,836,False,13,1,0,7,Samson,Okunlola,SamsonOkunlola_28132,3567.0,3565.0,2.0,24.0,1.0,Signed,Star,85.0,0.0,0.0,CIN,tier_2,5.980861244019139,CIN,2
1105,LG,Zak,Zinter,Zak Zinter,SF,16,0,8,1176,False,16,14,0,7,Zak,Zinter,,3338.0,3336.0,6.0,29.0,14.0,Signed,Star,80.0,0.0,0.0,SF,tier_3,6.802721088435374,SF,-5
1126,LG,Garrett,Schwiebert,Garrett Schwiebert,DEN,16,4,4,1139,False,16,3,0,7,Garrett,Schwiebert,,490.0,488.0,4.0,27.0,3.0,Signed,Normal,81.0,0.0,0.0,DEN,tier_3,3.5118525021949076,DEN,1
1143,LT,Kadyn,Proctor,Kadyn Proctor,CLE,14,5,8,895,False,14,4,0,7,Kadyn,Proctor,,2318.0,2316.0,4.0,25.0,4.0,Signed,Superstar,87.0,0.0,0.0,CLE,tier_2,8.938547486033519,CLE,-1
1203,LT,Cam,Robinson,Cam Robinson,KC,15,4,13,1044,False,15,8,0,7,Cam,Robinson,RobinsonCam_12557,2394.0,2392.0,13.0,34.0,8.0,Signed,Normal,75.0,0.0,0.0,KC,tier_4,12.452107279693486,KC,-4
1355,RG,Nick,Gargiulo,Nick Gargiulo,IND,16,0,5,1116,False,16,9,0,7,Nick,Gargiulo,,3607.0,3605.0,6.0,29.0,9.0,Signed,Normal,80.0,0.0,0.0,IND,tier_3,4.480286738351254,IND,-5
1358,RG,Masai,Reddick,Masai Reddick,DAL,15,0,5,1038,False,16,10,0,7,Masai,Reddick,ReddickMasai_598,1395.0,1393.0,3.0,25.0,10.0,Signed,Normal,76.0,0.0,0.0,DAL,tier_4,4.816955684007707,DAL,-4
1372,RG,Quinn,Meinerz,Quinn Meinerz,CHI,14,0,4,1002,False,14,0,0,7,Quinn,Meinerz,MeinerzQuinn_21842,1913.0,1911.0,9.0,31.0,0.0,Signed,Star,72.0,0.0,0.0,CHI,tier_5,3.992015968063872,CHI,0
1385,LT,Quentin,Weber,Quentin Weber,ARI,8,0,7,563,False,16,6,0,7,Quentin,Weber,QuentinWeber_30110,268.0,266.0,0.0,22.0,6.0,Signed,Star,87.0,0.0,0.0,ARI,tier_2,12.433392539964476,ARI,-6
1483,LT,Monroe,Freeling,Monroe Freeling,NE,12,2,18,797,False,12,21,0,7,Monroe,Freeling,,2531.0,2529.0,3.0,26.0,21.0,Signed,Superstar,94.0,0.0,0.0,NE,tier_1,22.58469259723965,NE,-10
1608,LT,Drew,Azzopardi,Drew Azzopardi,NO,16,4,10,1002,False,16,26,0,7,Drew,Azzopardi,,2227.0,2225.0,3.0,26.0,26.0,Signed,Normal,67.0,0.0,0.0,NO,tier_6,9.980039920159681,NO,1
1714,LG,Bo,McGhee,Bo McGhee,TB,16,3,1,1070,False,16,5,0,7,Bo,McGhee,BoMcGhee_30211,3162.0,3160.0,0.0,23.0,5.0,Signed,Normal,71.0,0.0,0.0,TB,tier_5,0.9345794392523364,TB,12
1720,RG,Raymond,Pulido,Raymond Pulido,NE,16,3,1,1159,False,16,21,0,7,Raymond,Pulido,PulidoRaymond_325,3265.0,3263.0,3.0,26.0,21.0,Signed,Star,76.0,0.0,0.0,NE,tier_4,0.8628127696289906,NE,5
1732,C,Jacob,Gideon,Jacob Gideon,LAC,16,3,5,1049,False,16,7,0,7,Jacob,Gideon,,541.0,539.0,5.0,28.0,7.0,Signed,Normal,79.0,0.0,0.0,LAC,tier_4,4.7664442326024785,LAC,-1
1733,LG,Harris,Sewell,Harris Sewell,LAC,16,2,7,1134,False,16,7,0,7,Harris,Sewell,SewellHarris_339,2322.0,2320.0,3.0,25.0,7.0,Signed,Superstar,87.0,0.0,0.0,LAC,tier_2,6.172839506172839,LAC,-6
1734,RG,Jaylen,Early,Jaylen Early,LAC,16,5,2,1050,False,16,7,0,7,Jaylen,Early,EarlyJaylen_464,958.0,956.0,3.0,26.0,7.0,Signed,Normal,77.0,0.0,0.0,LAC,tier_4,1.9047619047619047,LAC,2
1736,RT,Delmar,Glaze,Delmar Glaze,LAC,16,1,4,1011,False,16,7,0,7,Delmar,Glaze,,2286.0,2284.0,5.0,27.0,7.0,Signed,Normal,75.0,0.0,0.0,LAC,tier_4,3.956478733926805,LAC,10
1737,C,Creed,Humphrey,Creed Humphrey,KC,14,4,2,1023,False,14,8,0,7,Creed,Humphrey,HumphreyCreed_21551,1340.0,1338.0,9.0,32.0,8.0,Signed,Superstar,95.0,0.0,0.0,KC,tier_0,1.9550342130987293,KC,-1
1761,C,Lamar,Robinson,Lamar Robinson,MIN,12,0,13,769,False,13,30,0,7,Lamar,Robinson,,2416.0,2414.0,4.0,26.0,30.0,Signed,Normal,68.0,0.0,0.0,MIN,tier_6,16.90507152145644,MIN,-5
1765,LG,Austin,Gilmore,Austin Gilmore,WAS,16,0,6,1096,False,16,25,0,7,Austin,Gilmore,AustinGilmore_30620,1454.0,1452.0,0.0,22.0,25.0,Signed,Normal,71.0,0.0,0.0,WAS,tier_5,5.474452554744526,WAS,0
1766,RT,Tyler,Guyton,Tyler Guyton,WAS,13,0,12,862,False,13,25,0,7,Tyler,Guyton,GuytonTyler_318,3258.0,3256.0,6.0,28.0,25.0,Signed,Normal,81.0,0.0,0.0,WAS,tier_3,13.921113689095128,WAS,-8
1767,RG,Graham,Barton,Graham Barton,WAS,14,0,3,1032,False,14,25,0,7,Graham,Barton,BartonGraham_280,3220.0,3218.0,6.0,28.0,25.0,Signed,Normal,79.0,0.0,0.0,WAS,tier_4,2.9069767441860463,WAS,-1
1768,LT,Olumuyiwa,Fashanu,Olumuyiwa Fashanu,WAS,16,0,15,1097,False,16,25,0,7,Olumuyiwa,Fashanu,,3201.0,3199.0,6.0,27.0,25.0,Signed,Star,86.0,0.0,0.0,WAS,tier_2,13.67365542388332,WAS,-6
1770,C,Connor,Williams,Connor Williams,NYG,16,7,2,1182,False,16,15,0,7,Connor,Williams,WilliamsConnor_13100,3035.0,3033.0,12.0,33.0,15.0,Signed,Normal,84.0,0.0,0.0,NYG,tier_3,1.6920473773265652,NYG,4
