Position,RatingTier,StatCheck,StatValue,StatTier,SkillPoint,StatHigh,StatLow
WR,tier_1,ScrimmageYardsPer1000DownsPlayed,875-999,tier_3,-4,1000,875
WR,tier_1,ScrimmageYardsPer1000DownsPlayed,750-874,tier_4,-6,875,750
WR,tier_1,ScrimmageYardsPer1000DownsPlayed,0-749,tier_5,-10,750,0
WR,tier_1,TDsPer1000DownsPlayed,12.00-50.00,tier_0,3,50.01,12.00
WR,tier_1,TDsPer1000DownsPlayed,10.00-11.99,tier_1,1,12.0,10.00
WR,tier_1,TDsPer1000DownsPlayed,6.00-9.99,tier_2,0,10.0,6.00
WR,tier_1,TDsPer1000DownsPlayed,4.00-5.99,tier_3,-1,6.0,4.00
WR,tier_1,TDsPer1000DownsPlayed,2.00-3.99,tier_4,-3,4.0,2.00
WR,tier_1,TDsPer1000DownsPlayed,0.00-1.99,tier_5,-5,2.0,0.00
WR,tier_2,ScrimmageYardsPer1000DownsPlayed,1350-5000,tier_0,4,5001,1350
WR,tier_2,ScrimmageYardsPer1000DownsPlayed,1200-1349,tier_1,2,1350,1200
WR,tier_2,ScrimmageYardsPer1000DownsPlayed,1000-1199,tier_2,0,1200,1000
WR,tier_2,ScrimmageYardsPer1000DownsPlayed,875-999,tier_3,-3,1000,875
WR,tier_2,ScrimmageYardsPer1000DownsPlayed,750-874,tier_4,-5,875,750
WR,tier_2,ScrimmageYardsPer1000DownsPlayed,0-749,tier_5,-8,750,0
WR,tier_2,TDsPer1000DownsPlayed,12.00-50.00,tier_0,4,50.01,12.00
WR,tier_2,TDsPer1000DownsPlayed,10.00-11.99,tier_1,2,12.0,10.00
WR,tier_2,TDsPer1000DownsPlayed,6.00-9.99,tier_2,1,10.0,6.00
WR,tier_2,TDsPer1000DownsPlayed,4.00-5.99,tier_3,0,6.0,4.00
WR,tier_2,TDsPer1000DownsPlayed,2.00-3.99,tier_4,-2,4.0,2.00
WR,tier_2,TDsPer1000DownsPlayed,0.00-1.99,tier_5,-4,2.0,0.00
WR,tier_3,ScrimmageYardsPer1000DownsPlayed,1350-5000,tier_0,5,5001,1350
WR,tier_3,ScrimmageYardsPer1000DownsPlayed,1200-1349,tier_1,3,1350,1200
WR,tier_3,ScrimmageYardsPer1000DownsPlayed,1000-1199,tier_2,1,1200,1000
WR,tier_3,ScrimmageYardsPer1000DownsPlayed,875-999,tier_3,-1,1000,875
WR,tier_3,ScrimmageYardsPer1000DownsPlayed,750-874,tier_4,-4,875,750
WR,tier_3,ScrimmageYardsPer1000DownsPlayed,0-749,tier_5,-6,750,0
WR,tier_3,TDsPer1000DownsPlayed,12.00-50.00,tier_0,5,50.01,12.00
WR,tier_3,TDsPer1000DownsPlayed,10.00-11.99,tier_1,3,12.0,10.00
WR,tier_3,TDsPer1000DownsPlayed,6.00-9.99,tier_2,1,10.0,6.00
WR,tier_3,TDsPer1000DownsPlayed,4.00-5.99,tier_3,0,6.0,4.00
WR,tier_3,TDsPer1000DownsPlayed,2.00-3.99,tier_4,-1,4.0,2.00
WR,tier_3,TDsPer1000DownsPlayed,0.00-1.99,tier_5,-3,2.0,0.00
WR,tier_4,ScrimmageYardsPer1000DownsPlayed,1350-5000,tier_0,6,5001,1350
WR,tier_4,ScrimmageYardsPer1000DownsPlayed,1200-1349,tier_1,4,1350,1200
WR,tier_4,ScrimmageYardsPer1000DownsPlayed,1000-1199,tier_2,1,1200,1000
WR,tier_4,ScrimmageYardsPer1000DownsPlayed,875-999,tier_3,-1,1000,875
WR,tier_4,ScrimmageYardsPer1000DownsPlayed,750-874,tier_4,-3,875,750
WR,tier_4,ScrimmageYardsPer1000DownsPlayed,0-749,tier_5,-5,750,0
WR,tier_4,TDsPer1000DownsPlayed,12.00-50.00,tier_0,6,50.01,12.00
WR,tier_4,TDsPer1000DownsPlayed,10.00-11.99,tier_1,4,12.0,10.00
WR,tier_4,TDsPer1000DownsPlayed,6.00-9.99,tier_2,1,10.0,6.00
WR,tier_4,TDsPer1000DownsPlayed,4.00-5.99,tier_3,0,6.0,4.00
WR,tier_4,TDsPer1000DownsPlayed,2.00-3.99,tier_4,-1,4.0,2.00
WR,tier_4,TDsPer1000DownsPlayed,0.00-1.99,tier_5,-3,2.0,0.00
WR,tier_5,ScrimmageYardsPer1000DownsPlayed,1350-5000,tier_0,7,5001,1350
WR,tier_5,ScrimmageYardsPer1000DownsPlayed,1200-1349,tier_1,4,1350,1200
WR,tier_5,ScrimmageYardsPer1000DownsPlayed,1000-1199,tier_2,2,1200,1000
WR,tier_5,ScrimmageYardsPer1000DownsPlayed,875-999,tier_3,0,1000,875
WR,tier_5,ScrimmageYardsPer1000DownsPlayed,750-874,tier_4,-2,875,750
WR,tier_5,ScrimmageYardsPer1000DownsPlayed,0-749,tier_5,-4,750,0
WR,tier_5,TDsPer1000DownsPlayed,12.00-50.00,tier_0,7,50.01,12.00
WR,tier_5,TDsPer1000DownsPlayed,10.00-11.99,tier_1,4,12.0,10.00
WR,tier_5,TDsPer1000DownsPlayed,6.00-9.99,tier_2,2,10.0,6.00
WR,tier_5,TDsPer1000DownsPlayed,4.00-5.99,tier_3,0,6.0,4.00
WR,tier_5,TDsPer1000DownsPlayed,2.00-3.99,tier_4,-1,4.0,2.00
WR,tier_5,TDsPer1000DownsPlayed,0.00-1.99,tier_5,-2,2.0,0.00
WR,tier_6,ScrimmageYardsPer1000DownsPlayed,1350-5000,tier_0,8,5001,1350
WR,tier_6,ScrimmageYardsPer1000DownsPlayed,1200-1349,tier_1,6,1350,1200
WR,tier_6,ScrimmageYardsPer1000DownsPlayed,1000-1199,tier_2,4,1200,1000
WR,tier_6,ScrimmageYardsPer1000DownsPlayed,875-999,tier_3,1,1000,875
WR,tier_6,ScrimmageYardsPer1000DownsPlayed,750-874,tier_4,0,875,750
WR,tier_6,ScrimmageYardsPer1000DownsPlayed,0-749,tier_5,-1,750,0
WR,tier_6,TDsPer1000DownsPlayed,12.00-50.00,tier_0,8,50.01,12.00
WR,tier_6,TDsPer1000DownsPlayed,10.00-11.99,tier_1,6,12.0,10.00
WR,tier_6,TDsPer1000DownsPlayed,6.00-9.99,tier_2,4,10.0,6.00
WR,tier_6,TDsPer1000DownsPlayed,4.00-5.99,tier_3,1,6.0,4.00
WR,tier_6,TDsPer1000DownsPlayed,2.00-3.99,tier_4,0,4.0,2.00
WR,tier_6,TDsPer1000DownsPlayed,0.00-1.99,tier_5,-1,2.0,0.00
TE,tier_0,ScrimmageYardsPer1000DownsPlayed,800-2500,tier_0,1,2501,800
TE,tier_0,ScrimmageYardsPer1000DownsPlayed,650-799,tier_1,-1,800,650
TE,tier_0,ScrimmageYardsPer1000DownsPlayed,500-649,tier_2,-3,650,500
TE,tier_0,ScrimmageYardsPer1000DownsPlayed,350-499,tier_3,-6,500,350
TE,tier_0,ScrimmageYardsPer1000DownsPlayed,150-349,tier_4,-9,350,150
TE,tier_0,ScrimmageYardsPer1000DownsPlayed,0-149,tier_5,-12,150,0
TE,tier_0,TDsPer1000DownsPlayed,8.00-50.00,tier_0,1,50.01,8.00
TE,tier_0,TDsPer1000DownsPlayed,6.00-7.99,tier_1,0,8.0,6.00
TE,tier_0,TDsPer1000DownsPlayed,4.50-5.99,tier_2,-1,6.0,4.50
TE,tier_0,TDsPer1000DownsPlayed,3.00-4.49,tier_3,-3,4.5,3.00
TE,tier_0,TDsPer1000DownsPlayed,1.50-2.99,tier_4,-5,3.0,1.50
TE,tier_0,TDsPer1000DownsPlayed,0.00-1.49,tier_5,-7,1.5,0.00
TE,tier_1,ScrimmageYardsPer1000DownsPlayed,800-2500,tier_0,2,2501,800
TE,tier_1,ScrimmageYardsPer1000DownsPlayed,650-799,tier_1,0,800,650
TE,tier_1,ScrimmageYardsPer1000DownsPlayed,500-649,tier_2,-3,650,500
TE,tier_1,ScrimmageYardsPer1000DownsPlayed,350-499,tier_3,-5,500,350
TE,tier_1,ScrimmageYardsPer1000DownsPlayed,150-349,tier_4,-7,350,150
TE,tier_1,ScrimmageYardsPer1000DownsPlayed,0-149,tier_5,-10,150,0
TE,tier_1,TDsPer1000DownsPlayed,8.00-50.00,tier_0,2,50.01,8.00
TE,tier_1,TDsPer1000DownsPlayed,6.00-7.99,tier_1,1,8.0,6.00
TE,tier_1,TDsPer1000DownsPlayed,4.50-5.99,tier_2,-1,6.0,4.50
TE,tier_1,TDsPer1000DownsPlayed,3.00-4.49,tier_3,-2,4.5,3.00
TE,tier_1,TDsPer1000DownsPlayed,1.50-2.99,tier_4,-4,3.0,1.50
TE,tier_1,TDsPer1000DownsPlayed,0.00-1.49,tier_5,-6,1.5,0.00
TE,tier_2,ScrimmageYardsPer1000DownsPlayed,800-2500,tier_0,4,2501,800
TE,tier_2,ScrimmageYardsPer1000DownsPlayed,650-799,tier_1,1,800,650
TE,tier_2,ScrimmageYardsPer1000DownsPlayed,500-649,tier_2,-2,650,500
TE,tier_2,ScrimmageYardsPer1000DownsPlayed,350-499,tier_3,-4,500,350
TE,tier_2,ScrimmageYardsPer1000DownsPlayed,150-349,tier_4,-6,350,150
TE,tier_2,ScrimmageYardsPer1000DownsPlayed,0-149,tier_5,-8,150,0
TE,tier_2,TDsPer1000DownsPlayed,8.00-50.00,tier_0,4,50.01,8.00
TE,tier_2,TDsPer1000DownsPlayed,6.00-7.99,tier_1,2,8.0,6.00
TE,tier_2,TDsPer1000DownsPlayed,4.50-5.99,tier_2,0,6.0,4.50
TE,tier_2,TDsPer1000DownsPlayed,3.00-4.49,tier_3,-1,4.5,3.00
TE,tier_2,TDsPer1000DownsPlayed,1.50-2.99,tier_4,-3,3.0,1.50
TE,tier_2,TDsPer1000DownsPlayed,0.00-1.49,tier_5,-5,1.5,0.00
TE,tier_3,ScrimmageYardsPer1000DownsPlayed,800-2500,tier_0,5,2501,800
TE,tier_3,ScrimmageYardsPer1000DownsPlayed,650-799,tier_1,2,800,650
TE,tier_3,ScrimmageYardsPer1000DownsPlayed,500-649,tier_2,-1,650,500
TE,tier_3,ScrimmageYardsPer1000DownsPlayed,350-499,tier_3,-3,500,350
TE,tier_3,ScrimmageYardsPer1000DownsPlayed,150-349,tier_4,-5,350,150
TE,tier_3,ScrimmageYardsPer1000DownsPlayed,0-149,tier_5,-7,150,0
TE,tier_3,TDsPer1000DownsPlayed,8.00-50.00,tier_0,5,50.01,8.00
TE,tier_3,TDsPer1000DownsPlayed,6.00-7.99,tier_1,2,8.0,6.00
TE,tier_3,TDsPer1000DownsPlayed,4.50-5.99,tier_2,0,6.0,4.50
TE,tier_3,TDsPer1000DownsPlayed,3.00-4.49,tier_3,-1,4.5,3.00
TE,tier_3,TDsPer1000DownsPlayed,1.50-2.99,tier_4,-2,3.0,1.50
TE,tier_3,TDsPer1000DownsPlayed,0.00-1.49,tier_5,-4,1.5,0.00
TE,tier_4,ScrimmageYardsPer1000DownsPlayed,800-2500,tier_0,7,2501,800
TE,tier_4,ScrimmageYardsPer1000DownsPlayed,650-799,tier_1,3,800,650
TE,tier_4,ScrimmageYardsPer1000DownsPlayed,500-649,tier_2,0,650,500
TE,tier_4,ScrimmageYardsPer1000DownsPlayed,350-499,tier_3,-2,500,350
TE,tier_4,ScrimmageYardsPer1000DownsPlayed,150-349,tier_4,-4,350,150
TE,tier_4,ScrimmageYardsPer1000DownsPlayed,0-149,tier_5,-6,150,0
TE,tier_4,TDsPer1000DownsPlayed,8.00-50.00,tier_0,6,50.01,8.00
TE,tier_4,TDsPer1000DownsPlayed,6.00-7.99,tier_1,3,8.0,6.00
TE,tier_4,TDsPer1000DownsPlayed,4.50-5.99,tier_2,1,6.0,4.50
TE,tier_4,TDsPer1000DownsPlayed,3.00-4.49,tier_3,-1,4.5,3.00
TE,tier_4,TDsPer1000DownsPlayed,1.50-2.99,tier_4,-2,3.0,1.50
TE,tier_4,TDsPer1000DownsPlayed,0.00-1.49,tier_5,-3,1.5,0.00
TE,tier_5,ScrimmageYardsPer1000DownsPlayed,800-2500,tier_0,8,2501,800
TE,tier_5,ScrimmageYardsPer1000DownsPlayed,650-799,tier_1,4,800,650
TE,tier_5,ScrimmageYardsPer1000DownsPlayed,500-649,tier_2,1,650,500
TE,tier_5,ScrimmageYardsPer1000DownsPlayed,350-499,tier_3,-1,500,350
TE,tier_5,ScrimmageYardsPer1000DownsPlayed,150-349,tier_4,-2,350,150
TE,tier_5,ScrimmageYardsPer1000DownsPlayed,0-149,tier_5,-4,150,0
TE,tier_5,TDsPer1000DownsPlayed,8.00-50.00,tier_0,7,50.01,8.00
TE,tier_5,TDsPer1000DownsPlayed,6.00-7.99,tier_1,4,8.0,6.00
TE,tier_5,TDsPer1000DownsPlayed,4.50-5.99,tier_2,2,6.0,4.50
TE,tier_5,TDsPer1000DownsPlayed,3.00-4.49,tier_3,0,4.5,3.00
TE,tier_5,TDsPer1000DownsPlayed,1.50-2.99,tier_4,-1,3.0,1.50
TE,tier_5,TDsPer1000DownsPlayed,0.00-1.49,tier_5,-2,1.5,0.00
TE,tier_6,ScrimmageYardsPer1000DownsPlayed,800-2500,tier_0,10,2501,800
TE,tier_6,ScrimmageYardsPer1000DownsPlayed,650-799,tier_1,6,800,650
TE,tier_6,ScrimmageYardsPer1000DownsPlayed,500-649,tier_2,3,650,500
TE,tier_6,ScrimmageYardsPer1000DownsPlayed,350-499,tier_3,1,500,350
TE,tier_6,ScrimmageYardsPer1000DownsPlayed,150-349,tier_4,-1,350,150
TE,tier_6,ScrimmageYardsPer1000DownsPlayed,0-149,tier_5,-2,150,0
TE,tier_6,TDsPer1000DownsPlayed,8.00-50.00,tier_0,10,50.01,8.00
TE,tier_6,TDsPer1000DownsPlayed,6.00-7.99,tier_1,6,8.0,6.00
TE,tier_6,TDsPer1000DownsPlayed,4.50-5.99,tier_2,4,6.0,4.50
TE,tier_6,TDsPer1000DownsPlayed,3.00-4.49,tier_3,1,4.5,3.00
TE,tier_6,TDsPer1000DownsPlayed,1.50-2.99,tier_4,0,3.0,1.50
TE,tier_6,TDsPer1000DownsPlayed,0.00-1.49,tier_5,-1,1.5,0.00
LT,tier_0,SacksPer1000Snaps,0.00-6.00,tier_0,3,6.01,0.00
LT,tier_0,SacksPer1000Snaps,6.01-10.00,tier_1,1,10.01,6.01
LT,tier_0,SacksPer1000Snaps,10.01-12.00,tier_2,0,12.01,10.01
LT,tier_0,SacksPer1000Snaps,12.01-16.00,tier_3,-2,16.01,12.01
LT,tier_0,SacksPer1000Snaps,16.01-18.00,tier_4,-6,18.01,16.01
LT,tier_0,SacksPer1000Snaps,18.01-100.00,tier_5,-12,100.01,18.01
LT,tier_1,SacksPer1000Snaps,0.00-6.00,tier_0,4,6.01,0.00
LT,tier_1,SacksPer1000Snaps,6.01-10.00,tier_1,2,10.01,6.01
LT,tier_1,SacksPer1000Snaps,10.01-12.00,tier_2,1,12.01,10.01
LT,tier_1,SacksPer1000Snaps,12.01-16.00,tier_3,-1,16.01,12.01
LT,tier_1,SacksPer1000Snaps,16.01-18.00,tier_4,-5,18.01,16.01
LT,tier_1,SacksPer1000Snaps,18.01-100.00,tier_5,-10,100.01,18.01
LT,tier_2,SacksPer1000Snaps,0.00-6.00,tier_0,6,6.01,0.00
LT,tier_2,SacksPer1000Snaps,6.01-10.00,tier_1,3,10.01,6.01
LT,tier_2,SacksPer1000Snaps,10.01-12.00,tier_2,1,12.01,10.01
LT,tier_2,SacksPer1000Snaps,12.01-16.00,tier_3,0,16.01,12.01
LT,tier_2,SacksPer1000Snaps,16.01-18.00,tier_4,-4,18.01,16.01
LT,tier_2,SacksPer1000Snaps,18.01-100.00,tier_5,-9,100.01,18.01
LT,tier_3,SacksPer1000Snaps,0.00-6.00,tier_0,8,6.01,0.00
LT,tier_3,SacksPer1000Snaps,6.01-10.00,tier_1,4,10.01,6.01
LT,tier_3,SacksPer1000Snaps,10.01-12.00,tier_2,1,12.01,10.01
LT,tier_3,SacksPer1000Snaps,12.01-16.00,tier_3,0,16.01,12.01
