Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,STAT_KEEP,DLINEFUMBLERECOVERYYARDS,DSECINTRETURNYARDS,DOWNSPLAYED,DLINEFUMBLERECOVERIES,ASSDEFTACKLES,BIGHITS,DEFTACKLES,DLINEHALFSACK,SEAS_YEAR,CTHALLOWED,DSECINTLONGESTRETURN,DLINESAFETIES,DSECINTS,DSECINTTDS,GAMERATING,DEFPASSDEFLECTIONS,DLINEBLOCKS,YEARBYYEARTEAMINDEX,DEFTACKLESFORLOSS,DLINEFORCEDFUMBLES,DLINESACKS,DLINEFUMBLETDS,GAMESPLAYED,GAMESSTARTED,FirstName_y,LastName_y,Row Excel,Row Editor,YearsPro,TeamIndex,ContractStatus,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,DLSacksAndTFLPer1000Snaps,DTSacksAndTFLPer1000Snaps,TotalTurnoversPer1000Snaps,LBSacksTFLPassDeflPer1000Snaps,MLBSacksTFLPassDeflPer1000Snaps,TacklesPer1000Snaps,CBPassDeflPer1000Snaps,CBCatchAllowPer100Snaps,SafetiesCatchAllowMinusPDPerGame,TeamName_y,SkillPointDef
163,CB,Joe,Young,Joe Young,NE,True,0,6,1066,0,30,37,51,0,20,35,6,0,1,0,0,8,0,21,0,0,1,0,16,10,Joe,Young,3750.0,3748.0,1.0,21.0,Signed,78.0,0.0,0.0,NE,tier_4,1.6416510318949344,2.110694183864916,0.9380863039399625,8.911819887429644,8.442776735459663,75.98499061913697,7.5046904315197,3.283302063789869,1.6875,NE,-2
168,LE,John,Ward,John Ward,PHI,True,0,0,687,0,11,2,23,1,20,0,0,1,0,0,0,0,0,12,4,1,12,0,16,16,John,Ward,313.0,311.0,0.0,12.0,Signed,73.0,0.0,0.0,PHI,tier_5,36.390101892285294,45.12372634643377,2.911208151382824,32.02328966521107,23.28966521106259,49.490538573508005,0.0,0.0,0.0,PHI,7
174,MLB,Elias,Spillman,Elias Spillman,PHI,True,0,0,461,0,32,0,50,0,20,0,0,1,0,0,0,7,0,12,10,0,2,0,11,11,Elias,Spillman,2592.0,2590.0,9.0,12.0,Signed,92.0,0.0,0.0,PHI,tier_1,29.284164859002168,31.453362255965295,2.1691973969631237,43.38394793926247,41.214750542299356,177.87418655097613,15.184381778741864,0.0,-0.6363636363636364,PHI,4
191,LE,Clifton,Arrington,Clifton Arrington,TB,True,0,0,975,0,23,30,37,0,20,0,0,0,0,0,0,0,0,5,14,0,4,0,15,15,Clifton,Arrington,3444.0,3442.0,1.0,5.0,Signed,81.0,0.0,0.0,TB,tier_3,21.538461538461537,23.58974358974359,0.0,20.512820512820515,18.461538461538463,61.53846153846154,0.0,0.0,0.0,TB,-6
201,MLB,Roderick,Traynor,Roderick Traynor,SEA,True,0,0,360,0,5,8,11,0,20,8,0,0,0,0,0,0,0,27,0,0,0,0,16,1,Roderick,Traynor,3307.0,3305.0,2.0,27.0,Signed,68.0,0.0,0.0,SEA,tier_6,0.0,0.0,0.0,0.0,0.0,44.44444444444444,0.0,2.2222222222222223,0.5,SEA,-6
202,CB,Deion,Morrison,Deion Morrison,SF,True,33,31,620,1,9,22,29,1,20,18,25,0,2,0,0,6,0,14,0,2,0,0,10,10,Deion,Morrison,1332.0,1330.0,5.0,14.0,Signed,79.0,0.0,0.0,SF,tier_4,0.0,0.0,8.064516129032258,9.67741935483871,9.67741935483871,61.29032258064516,9.67741935483871,2.903225806451613,1.2,SF,7
203,MLB,Devin,Kerr,Devin Kerr,LAR,True,0,0,475,0,12,11,24,0,20,13,0,0,0,0,0,1,0,23,1,0,0,0,15,1,Devin,Kerr,1513.0,1511.0,1.0,23.0,Signed,65.0,0.0,0.0,LAR,tier_6,2.1052631578947367,2.1052631578947367,0.0,4.2105263157894735,4.2105263157894735,75.78947368421053,2.1052631578947367,2.736842105263158,0.8,LAR,-1
207,FS,P.J.,Ward II,P.J. Ward II,MIN,True,0,112,1099,0,33,41,47,1,20,19,34,0,4,1,0,6,0,30,0,0,0,0,16,16,P.J.,Ward II,3460.0,3458.0,2.0,30.0,Signed,87.0,0.0,0.0,MIN,tier_2,0.0,0.0,4.549590536851683,5.45950864422202,5.45950864422202,72.79344858962693,5.45950864422202,1.7288444040036397,0.8125,MIN,3
214,SS,Jose,Lynch,Jose Lynch,LAC,True,0,0,300,0,11,2,6,0,20,2,0,0,0,0,0,1,0,7,0,0,0,0,15,2,Jose,Lynch,1435.0,1433.0,2.0,7.0,Signed,60.0,0.0,0.0,LAC,tier_6,0.0,0.0,0.0,3.3333333333333335,3.3333333333333335,56.666666666666664,3.3333333333333335,0.6666666666666667,0.06666666666666667,LAC,-5
215,CB,Tyrell,Hairston,Tyrell Hairston,NE,True,0,55,887,0,30,44,53,0,20,26,23,0,3,1,0,8,0,21,0,0,0,0,14,14,Tyrell,Hairston,1445.0,1443.0,8.0,21.0,Signed,83.0,0.0,0.0,NE,tier_3,0.0,0.0,4.509582863585118,9.019165727170236,9.019165727170236,93.57384441939121,9.019165727170236,2.931228861330327,1.2857142857142858,NE,1
219,MLB,Bobby,Johnson,Bobby Johnson,TEN,True,0,28,745,0,20,37,58,1,20,32,28,0,1,0,0,2,0,29,1,0,0,0,12,6,Bobby,Johnson,1785.0,1783.0,3.0,29.0,Signed,69.0,0.0,0.0,TEN,tier_6,1.3422818791946307,1.3422818791946307,1.3422818791946307,4.026845637583893,4.026845637583893,104.69798657718121,2.6845637583892614,4.295302013422819,2.5,TEN,2
247,CB,Bryce,Allen,Bryce Allen,LV,True,0,0,390,0,6,10,13,0,20,5,0,0,0,0,0,0,0,22,0,0,0,0,15,1,Bryce,Allen,1032.0,1030.0,1.0,22.0,Signed,66.0,0.0,0.0,LV,tier_6,0.0,0.0,0.0,0.0,0.0,48.717948717948715,0.0,1.282051282051282,0.3333333333333333,LV,-2
259,CB,William,Chamblin,William Chamblin,ATL,True,15,2,1059,1,25,38,65,0,20,42,2,0,1,0,0,8,0,13,0,1,0,0,16,6,William,Chamblin,3698.0,3696.0,0.0,13.0,Signed,74.0,0.0,0.0,ATL,tier_5,0.0,0.0,2.8328611898017,7.554296506137867,7.554296506137867,84.98583569405099,7.554296506137867,3.9660056657223794,2.125,ATL,1
264,DT,Levi,Charles,Levi Charles,BUF,True,13,0,800,1,23,30,36,0,20,2,0,1,0,0,0,0,2,2,12,1,4,0,13,13,Levi,Charles,439.0,437.0,5.0,2.0,Signed,92.0,0.0,0.0,BUF,tier_1,23.75,26.25,6.25,22.5,20.0,73.75,0.0,0.25,0.15384615384615385,BUF,0
294,ROLB,John,Williams,John Williams,WAS,True,12,0,1013,1,28,38,52,0,20,10,0,0,0,0,0,0,0,25,5,1,5,0,16,16,John,Williams,861.0,859.0,6.0,25.0,Signed,72.0,0.0,0.0,WAS,tier_5,13.57354392892399,16.04146100691017,1.9743336623889436,12.339585389930898,9.871668311944719,78.97334649555775,0.0,0.9871668311944718,0.625,WAS,1
303,CB,Jonathan,Parks,Jonathan Parks,NE,True,0,30,385,0,11,10,19,0,20,15,30,0,1,0,0,3,0,21,0,0,0,0,11,0,Jonathan,Parks,2305.0,2303.0,2.0,21.0,Signed,68.0,0.0,0.0,NE,tier_6,0.0,0.0,2.5974025974025974,7.792207792207792,7.792207792207792,77.92207792207792,7.792207792207792,3.896103896103896,1.0909090909090908,NE,2
318,LOLB,Lamar,Alden,Lamar Alden,MIN,True,0,0,569,0,10,20,27,1,20,11,0,0,0,0,0,0,0,30,3,0,4,0,14,7,Lamar,Alden,3197.0,3195.0,7.0,30.0,Signed,69.0,0.0,0.0,MIN,tier_6,17.574692442882252,21.0896309314587,0.0,15.817223198594025,12.302284710017574,65.02636203866433,0.0,1.9332161687170473,0.7857142857142857,MIN,4
335,CB,Rashaun,Poole,Rashaun Poole,TB,True,0,111,981,0,20,41,45,0,20,32,32,0,6,0,0,8,0,5,0,1,0,0,15,15,Rashaun,Poole,1995.0,1993.0,4.0,5.0,Signed,96.0,0.0,0.0,TB,tier_0,0.0,0.0,7.135575942915392,8.15494393476045,8.15494393476045,66.25891946992866,8.15494393476045,3.2619775739041796,1.6,TB,0
351,MLB,Kelvin,Stallworth Jr,Kelvin Stallworth Jr,PIT,True,29,0,418,1,5,17,18,0,20,6,0,0,0,0,0,0,0,28,0,1,0,1,16,0,Kelvin,Stallworth Jr,476.0,474.0,0.0,28.0,Signed,76.0,0.0,0.0,PIT,tier_4,0.0,0.0,7.177033492822967,0.0,0.0,55.02392344497608,0.0,1.4354066985645932,0.375,PIT,-3
354,FS,Christian,Peterson,Christian Peterson,WAS,True,0,0,497,0,11,5,17,0,20,7,0,0,0,0,0,1,0,25,0,0,0,0,16,6,Christian,Peterson,1250.0,1248.0,2.0,25.0,Signed,60.0,0.0,0.0,WAS,tier_6,0.0,0.0,0.0,2.012072434607646,2.012072434607646,56.33802816901409,2.012072434607646,1.4084507042253522,0.375,WAS,-3
363,SS,Dominique,Robinson,Dominique Robinson,SEA,True,0,80,1121,0,39,43,57,0,20,29,32,0,5,1,0,12,0,27,3,0,0,0,16,16,Dominique,Robinson,2090.0,2088.0,4.0,27.0,Signed,80.0,0.0,0.0,SEA,tier_3,2.676181980374665,2.676181980374665,5.35236396074933,13.380909901873327,13.380909901873327,85.63782337198928,10.70472792149866,2.5869759143621764,1.0625,SEA,6
380,RE,Joel,Redd,Joel Redd,SF,True,25,0,770,1,27,44,42,1,20,2,0,1,0,0,0,0,0,14,10,1,8,0,13,13,Joel,Redd,681.0,679.0,2.0,14.0,Signed,93.0,0.0,0.0,SF,tier_1,31.16883116883117,36.36363636363636,3.896103896103896,28.57142857142857,23.376623376623378,89.61038961038962,0.0,0.2597402597402597,0.15384615384615385,SF,0
407,CB,Derrick,Cash,Derrick Cash,TB,True,0,8,860,0,20,40,55,0,20,26,8,0,1,0,0,6,0,5,3,0,0,0,12,12,Derrick,Cash,1391.0,1389.0,2.0,5.0,Signed,76.0,0.0,0.0,TB,tier_4,3.488372093023256,3.488372093023256,1.1627906976744187,10.465116279069766,10.465116279069766,87.2093023255814,6.976744186046512,3.0232558139534884,1.6666666666666667,TB,-1
417,LE,Matthew,Burgess,Matthew Burgess,IND,True,0,0,612,0,16,24,29,1,20,0,0,0,0,0,0,1,0,9,17,0,2,0,16,16,Matthew,Burgess,524.0,522.0,3.0,9.0,Signed,82.0,0.0,0.0,IND,tier_3,33.49673202614379,35.130718954248366,0.0,34.313725490196084,32.67973856209151,73.52941176470588,1.6339869281045751,0.0,-0.0625,IND,1
427,LE,Chris,Kinney,Chris Kinney,WAS,True,23,0,306,1,7,10,17,0,20,0,0,0,0,0,0,0,0,25,9,1,1,1,16,16,Chris,Kinney,1462.0,1460.0,1.0,25.0,Signed,70.0,0.0,0.0,WAS,tier_5,35.130718954248366,36.76470588235294,9.803921568627452,34.313725490196084,32.67973856209151,78.43137254901961,0.0,0.0,0.0,WAS,12
439,CB,Joel,Toon,Joel Toon,MIA,True,76,0,512,2,15,14,18,1,20,13,0,0,0,0,0,2,0,11,0,2,0,1,16,0,Joel,Toon,217.0,215.0,1.0,11.0,Signed,60.0,0.0,0.0,MIA,tier_6,0.0,0.0,9.765625,3.90625,3.90625,64.453125,3.90625,2.5390625,0.6875,MIA,7
464,ROLB,Julius,Parrish,Julius Parrish,MIA,True,0,0,810,0,19,22,33,1,20,16,0,0,0,0,0,1,0,11,3,0,3,0,12,9,Julius,Parrish,3008.0,3006.0,11.0,11.0,Signed,77.0,0.0,0.0,MIA,tier_4,10.185185185185187,12.037037037037036,0.0,10.493827160493828,8.641975308641975,64.19753086419753,1.2345679012345678,1.9753086419753085,1.25,MIA,-4
470,SS,Nathan,Mooney,Nathan Mooney,ARI,True,11,98,1061,1,24,37,59,1,20,33,35,0,5,1,0,8,0,6,0,1,0,0,16,16,Nathan,Mooney,1593.0,1591.0,5.0,6.0,Signed,76.0,0.0,0.0,ARI,tier_4,0.0,0.0,7.540056550424128,7.540056550424128,7.540056550424128,78.22808671065033,7.540056550424128,3.1102733270499527,1.5625,ARI,6
483,SS,De'Jon,Lattimore,De'Jon Lattimore,LV,True,0,11,493,0,12,16,24,0,20,11,11,0,1,0,0,5,0,22,1,0,0,0,11,1,De'Jon,Lattimore,2581.0,2579.0,2.0,22.0,Signed,69.0,0.0,0.0,LV,tier_6,2.028397565922921,2.028397565922921,2.028397565922921,12.170385395537526,12.170385395537526,73.02231237322515,10.141987829614605,2.231237322515213,0.5454545454545454,LV,3
484,MLB,Noah,Mann,Noah Mann,KC,True,37,0,914,1,32,43,64,1,20,31,0,0,0,0,0,6,0,8,3,2,1,0,13,1,Noah,Mann,3225.0,3223.0,2.0,8.0,Signed,73.0,0.0,0.0,KC,tier_5,5.196936542669584,5.743982494529541,3.282275711159737,11.487964989059082,10.940919037199125,105.03282275711159,6.564551422319474,3.391684901531729,1.9230769230769231,KC,5
485,RE,Lloyd,Carson,Lloyd Carson,PIT,True,0,0,868,0,22,38,44,1,20,0,0,0,0,0,0,1,0,28,10,1,14,0,14,14,Lloyd,Carson,1859.0,1857.0,7.0,28.0,Signed,83.0,0.0,0.0,PIT,tier_3,39.74654377880184,47.8110599078341,1.152073732718894,36.866359447004605,28.80184331797235,76.036866359447,1.152073732718894,0.0,-0.07142857142857142,PIT,5
490,CB,Teyton,Marshall,Teyton Marshall,WAS,True,0,0,556,0,10,14,19,0,20,10,0,0,0,0,0,6,0,25,0,0,0,0,10,1,Teyton,Marshall,1475.0,1473.0,6.0,25.0,Signed,78.0,0.0,0.0,WAS,tier_4,0.0,0.0,0.0,10.79136690647482,10.79136690647482,52.15827338129497,10.79136690647482,1.7985611510791366,0.4,WAS,0
502,CB,Tommy,Windsor,Tommy Windsor,SEA,True,0,14,1042,0,16,39,54,0,20,37,14,0,1,0,0,8,0,27,0,0,0,0,16,1,Tommy,Windsor,1507.0,1505.0,0.0,27.0,Signed,73.0,0.0,0.0,SEA,tier_5,0.0,0.0,0.9596928982725528,7.677543186180422,7.677543186180422,67.1785028790787,7.677543186180422,3.5508637236084453,1.8125,SEA,-2
517,MLB,David,Patton,David Patton,BUF,True,0,0,345,0,7,15,27,1,20,17,0,0,0,0,0,0,0,2,0,0,0,0,13,7,David,Patton,2097.0,2095.0,0.0,2.0,Signed,67.0,0.0,0.0,BUF,tier_6,0.0,0.0,0.0,0.0,0.0,98.55072463768117,0.0,4.9275362318840585,1.3076923076923077,BUF,-3
522,ROLB,Marquez,Hood,Marquez Hood,CAR,True,0,0,476,0,12,10,17,0,20,8,0,0,0,0,0,0,0,20,1,0,0,0,15,0,Marquez,Hood,3139.0,3137.0,8.0,20.0,Signed,68.0,0.0,0.0,CAR,tier_6,2.100840336134454,2.100840336134454,0.0,2.100840336134454,2.100840336134454,60.924369747899156,0.0,1.680672268907563,0.5333333333333333,CAR,-2
527,LE,Eddie,Rodgers,Eddie Rodgers,BUF,True,72,0,1036,2,19,41,42,0,20,2,0,0,0,0,0,0,0,2,12,2,14,0,16,16,Eddie,Rodgers,1308.0,1306.0,4.0,2.0,Signed,84.0,0.0,0.0,BUF,tier_3,35.23166023166023,41.988416988416986,3.8610038610038613,31.853281853281853,25.096525096525095,58.88030888030888,0.0,0.19305019305019305,0.125,BUF,3
555,MLB,Cade,Stafford,Cade Stafford,MIA,True,111,0,701,3,16,42,59,1,20,42,0,0,0,0,0,1,0,11,1,3,0,0,16,16,Cade,Stafford,2318.0,2316.0,1.0,11.0,Signed,67.0,0.0,0.0,MIA,tier_6,1.4265335235378032,1.4265335235378032,8.559201141226819,2.8530670470756063,2.8530670470756063,106.99001426533523,1.4265335235378032,5.991440798858773,2.5625,MIA,7
571,DT,J.C.,Savage,J.C. Savage,DET,True,0,0,485,0,8,15,20,1,20,1,0,0,0,0,0,0,0,18,6,2,3,0,16,0,J.C.,Savage,2304.0,2302.0,7.0,18.0,Signed,76.0,0.0,0.0,DET,tier_4,23.195876288659793,26.288659793814432,4.123711340206186,21.649484536082472,18.556701030927837,57.7319587628866,0.0,0.2061855670103093,0.0625,DET,0
603,LOLB,Carlos,Calitro,Carlos Calitro,CAR,True,24,0,316,1,5,7,9,0,20,5,0,0,0,0,0,0,1,20,0,1,0,1,12,3,Carlos,Calitro,2814.0,2812.0,0.0,20.0,Signed,69.0,0.0,0.0,CAR,tier_6,0.0,0.0,12.658227848101266,0.0,0.0,44.30379746835443,0.0,1.5822784810126582,0.4166666666666667,CAR,6
614,CB,Keenan,Mills-Hickman,Keenan Mills-Hickman,HOU,True,0,47,1087,0,21,34,45,0,20,33,18,0,4,0,0,8,0,31,0,0,1,0,16,2,Keenan,Mills-Hickman,199.0,197.0,0.0,31.0,Signed,79.0,0.0,0.0,HOU,tier_4,1.609935602575897,2.0699172033118676,3.6798528058877644,8.73965041398344,8.27966881324747,60.71757129714812,7.359705611775529,3.035878564857406,1.5625,HOU,0
618,LE,Reshard,Meeks,Reshard Meeks,LAR,True,0,0,394,0,11,8,13,0,20,3,0,0,0,0,0,0,0,23,2,0,5,0,15,2,Reshard,Meeks,914.0,912.0,1.0,23.0,Signed,71.0,0.0,0.0,LAR,tier_5,27.284263959390863,33.62944162436548,0.0,24.111675126903553,17.766497461928935,60.91370558375635,0.0,0.7614213197969544,0.2,LAR,-2
626,MLB,Reece,McClain,Reece McClain,JAX,True,12,0,789,1,19,44,69,0,20,46,0,0,0,0,0,1,0,16,4,1,0,0,12,10,Reece,McClain,3479.0,3477.0,1.0,16.0,Signed,72.0,0.0,0.0,JAX,tier_5,5.069708491761723,5.069708491761723,2.5348542458808616,6.337135614702154,6.337135614702154,111.53358681875793,1.2674271229404308,5.830164765525982,3.75,JAX,2
635,LOLB,Deontae,Suggs,Deontae Suggs,ATL,True,0,0,436,0,11,3,4,1,20,0,0,0,0,0,0,0,0,13,0,0,0,0,16,1,Deontae,Suggs,1703.0,1701.0,2.0,13.0,Signed,63.0,0.0,0.0,ATL,tier_6,0.0,0.0,0.0,0.0,0.0,34.403669724770644,0.0,0.0,0.0,ATL,-3
640,ROLB,Eric,Freeman,Eric Freeman,LV,True,0,0,545,0,9,9,18,0,20,4,0,0,0,0,0,0,0,22,1,0,1,0,16,7,Eric,Freeman,3398.0,3396.0,3.0,22.0,Signed,77.0,0.0,0.0,LV,tier_4,5.045871559633028,5.963302752293578,0.0,4.587155963302752,3.669724770642202,49.54128440366973,0.0,0.7339449541284404,0.25,LV,-6
642,RE,James,Jones,James Jones,HOU,True,0,0,334,0,4,6,12,1,20,0,0,0,0,0,0,0,0,31,5,0,2,0,13,4,James,Jones,3071.0,3069.0,7.0,31.0,Signed,75.0,0.0,0.0,HOU,tier_4,25.449101796407184,28.44311377245509,0.0,23.952095808383234,20.958083832335326,47.90419161676647,0.0,0.0,0.0,HOU,-2
645,LOLB,Tony,Lewis,Tony Lewis,SF,True,5,0,600,1,14,35,41,0,20,19,0,0,0,0,0,0,0,14,3,1,3,0,16,16,Tony,Lewis,1690.0,1688.0,1.0,14.0,Signed,84.0,0.0,0.0,SF,tier_3,13.75,16.25,3.3333333333333335,12.5,10.0,91.66666666666666,0.0,3.166666666666667,1.1875,SF,1
648,LOLB,Justin,Milner,Justin Milner,LV,True,58,0,375,2,4,5,8,0,20,0,0,0,0,0,0,0,0,22,0,3,0,2,16,1,Justin,Milner,751.0,749.0,1.0,22.0,Signed,63.0,0.0,0.0,LV,tier_6,0.0,0.0,18.666666666666668,0.0,0.0,32.0,0.0,0.0,0.0,LV,5
655,SS,Jalen,Thompkins,Jalen Thompkins,GB,True,0,40,1365,0,30,36,51,0,20,27,35,0,2,0,0,7,0,19,2,0,1,0,16,16,Jalen,Thompkins,1119.0,1117.0,6.0,19.0,Signed,80.0,0.0,0.0,GB,tier_3,2.7472527472527473,3.1135531135531136,1.465201465201465,7.6923076923076925,7.326007326007326,59.340659340659336,5.128205128205129,1.9780219780219779,1.25,GB,-6
685,CB,Mason,Compton,Mason Compton,PHI,True,0,-1,658,0,34,0,28,0,20,2,0,0,1,0,0,6,0,12,1,0,0,0,16,15,Mason,Compton,410.0,408.0,0.0,12.0,Signed,77.0,0.0,0.0,PHI,tier_4,1.5197568389057752,1.5197568389057752,1.5197568389057752,10.638297872340425,10.638297872340425,94.22492401215806,9.11854103343465,0.303951367781155,-0.25,PHI,1
702,MLB,Ben,Evans,Ben Evans,CAR,True,43,0,995,1,32,100,112,1,20,74,0,0,0,0,0,3,0,20,1,1,0,0,15,15,Ben,Evans,1266.0,1264.0,6.0,20.0,Signed,90.0,0.0,0.0,CAR,tier_1,1.0050251256281408,1.0050251256281408,2.0100502512562817,4.020100502512563,4.020100502512563,144.72361809045225,3.015075376884422,7.4371859296482405,4.733333333333333,CAR,0
706,CB,Trae,Howard,Trae Howard,WAS,True,2,0,388,1,8,11,17,0,20,11,0,0,0,0,0,3,0,25,0,1,0,0,16,2,Trae,Howard,1379.0,1377.0,3.0,25.0,Signed,72.0,0.0,0.0,WAS,tier_5,0.0,0.0,5.154639175257732,7.731958762886598,7.731958762886598,64.43298969072164,7.731958762886598,2.8350515463917527,0.5,WAS,2
720,CB,Bradley,Young,Bradley Young,HOU,True,0,49,1105,0,17,54,68,1,20,44,30,0,2,0,0,9,0,31,0,0,0,0,16,16,Bradley,Young,3232.0,3230.0,7.0,31.0,Signed,80.0,0.0,0.0,HOU,tier_3,0.0,0.0,1.8099547511312217,8.144796380090499,8.144796380090499,76.92307692307693,8.144796380090499,3.9819004524886874,2.1875,HOU,-2
