FullName,Position,TeamName,SkillPointOff
Keegan Barker,WR,DAL,1
Keegan Walker Jr,WR,NE,0
Keenan Blackmon,WR,NYJ,2
Keisean Gordon Sr,TE,TB,-2
Kenny McKee,WR,BAL,-1
Kenyon Diggs Jr,WR,SEA,-2
Kirk Harrison,WR,MIA,-3
Koren Blackburn,WR,HOU,-4
Kwame Porter,WR,CAR,-4
LaMarcus Tyree-Acklin,HB,LAR,-2
LaMont McCutcheon,WR,CAR,-2
Larry French,HB,SF,-3
Lashawn Richardson,WR,BUF,-4
Latrell Wake,WR,CHI,3
Leki Kohou,HB,SEA,-2
Lloyd Temple,WR,WAS,2
Logan Brown,TE,BUF,1
Luke Jacobs,WR,ATL,0
Lyle Brown,WR,SEA,-1
Malachi Harris,TE,NO,-3
Malachi Woodson,HB,DEN,-3
Manny Matthews,WR,CLE,0
Marquell Sawyer,WR,NO,7
Marquis Byard-Lyons,WR,GB,-1
Martin Payton,WR,MIA,-3
Mavin Robertson,WR,JAX,-4
Max Jarrett,TE,TB,-1
Michael Peterson Jr,HB,PIT,8
Mojo Morse,WR,CLE,-9
Morgan Harper,WR,CLE,-1
Moro Olatunji,TE,WAS,-2
Nasir Favors,WR,SF,-2
Navar Freeney,HB,BUF,-1
Nazir Aaitui,HB,NYJ,-5
Nicholas Hawley,TE,CLE,-1
Nick Brackett,TE,DEN,-3
Nick Childers,WR,NYJ,6
Nick Tull-Parrish,WR,KC,-2
Nolan Noel,HB,IND,-9
Percy McGriff,WR,NE,-1
Rakim Matias-Smith,TE,ATL,-1
Raquell Telfer,WR,DET,0
Richard James,WR,CIN,1
Riley Quick,TE,KC,5
Robert Cobbs,WR,MIN,2
Roy Campbell,TE,MIN,-3
Russell McCleon,HB,CAR,5
Shamir Andrews,HB,WAS,4
Shaq Bennett,WR,CAR,1
Shevon Wiggins,TE,NYJ,-4
Sid Branson,WR,GB,5
Spencer McLean,TE,TEN,-5
Stefon Garrard,WR,IND,4
Sterling Harris,TE,KC,5
T.J. Shields,WR,JAX,2
Taco Patton,WR,ARI,0
Tahj Spencer,WR,CHI,0
Terrance Whitehead,TE,DET,-1
Terrell Leno,WR,BUF,2
Terrell Saunders,WR,LV,2
Teshaun Black,WR,HOU,-1
Tevin McCord,TE,SF,5
Thomas Hardy,HB,LV,-3
Thomas Wolff,TE,SEA,-3
Timmy Northrup,WR,NYG,-4
Trace Foreman,WR,LAR,11
Tramon Turner,WR,CIN,6
Travis Woods,WR,PHI,-4
Tremaine Crosby,HB,WAS,13
Trevante Dawson,WR,NE,2
Trevon Conway,WR,MIA,2
Trevon Wallace,WR,LV,2
Troy Chatman,WR,PIT,0
Ty Biddle,HB,GB,5
Tyeler Myles,WR,DEN,0
Tyquan Dunn,WR,CLE,-1
Tyrell McFadden,WR,ARI,1
Tyson Silverman,TE,IND,3
Velvario Martin,HB,JAX,4
Venzell Chambers,HB,SF,-2
Virgil Broyles,HB,ATL,-3
Warren Edwards,HB,ARI,-4
Xavier Macklin,HB,NO,2
Xayvion Pittman,WR,TEN,1
Zaire Bramble,HB,CLE,1
