FullName,Position,TeamName,SkillPointOff
Jerry Childress,HB,KC,-3
Jerry McCormick,TE,BAL,1
Jimmy Murphy,TE,TEN,-2
Joe Andrews,WR,IND,0
Joel Clifford,WR,CLE,-2
Joesph Doaks,WR,CIN,0
Joey O'Neill,TE,PIT,1
Johnathan Smith,HB,GB,-2
Jonathan Goodson,TE,GB,-1
Jonathan Hawkins,WR,NO,2
Jonathan Trejo,TE,CIN,-1
Jose Kincade,TE,SF,-1
Joseph Avril,WR,SF,-1
Josh Nolan,WR,BAL,0
Juan Young,HB,MIN,-4
Julian Wallace,TE,JAX,-6
Justice Haynes,HB,LAC,1
Kasey Koerner,TE,BUF,-3
Keegan Walker Jr,WR,DAL,3
Kelvin Stroud,WR,LV,-2
Kemani Matthews Jr,HB,JAX,6
Kenny Cook,HB,HOU,8
Kenny McKee,WR,BAL,-2
Kentavious Prince,TE,DEN,1
Kenya Sutton,HB,CHI,-5
Kenyon Diggs Jr,WR,SEA,0
Kirk Harrison,WR,MIA,4
Koren Blackburn,WR,HOU,-1
LaMarcus Tyree-Acklin,HB,LAR,-2
LaMichael Griffen,HB,CAR,-5
Lamar Noel,HB,GB,4
Lance Jones,WR,HOU,-2
Lashawn Richardson,WR,BUF,-2
Lloyd Temple,WR,NO,0
Logan Brown,TE,ATL,0
Luke Drescher,TE,SEA,-2
Luke Jacobs,WR,ATL,11
Luke McCleod,TE,SF,-3
Lyle Brown,WR,SEA,-1
Malachi Harris,TE,NO,4
Martin Jackson,WR,SF,-3
Martin Payton,WR,MIA,-3
Matthew Cavanaugh,TE,LV,3
Maurice Richardson,WR,IND,0
Mavin Robertson,WR,JAX,0
Max Jarrett,TE,TB,4
Michael Dunn,HB,NYJ,3
Mikah Rose Jr,WR,PHI,-6
Mojo Morse,WR,CLE,-2
Nasir Favors,WR,NE,-2
Nathan Bishop,TE,NE,6
Navar Freeney,HB,BUF,6
Nazir Aaitui,HB,PHI,4
Nicholas Hawley,TE,CLE,-3
Nick Brackett,TE,DEN,-3
Nick Klein,TE,NO,-2
Nick Morrison,WR,CHI,2
Nick Tull-Parrish,WR,KC,0
Percy McGriff,WR,NE,0
Quincy Bennett,TE,ARI,-4
Quinston McKenzie,HB,TB,9
Rakim Matias-Smith,TE,ATL,-1
Rayshawn Thomas,HB,MIN,7
Reggie Stephens,TE,BUF,-5
Richard James,WR,CIN,-1
Robert Cobbs,WR,MIN,1
Shamir Andrews,HB,WAS,-2
Shaq Bennett,WR,SEA,-1
Shaquille Davis-Ojeda,WR,GB,-2
Sheldon Freeman,WR,DET,0
Sheldon Sharper Jr,HB,DEN,0
Shonn Allen,HB,SEA,-1
Sid Branson,WR,DAL,2
Skylar Alexander,TE,CLE,-8
Spencer McLean,TE,TEN,0
Taylor Winslow,TE,NYJ,3
Terrance Smith,WR,DET,9
Terrance Whitehead,TE,DET,-3
Terrell Saunders,WR,LV,-4
Teshaun Black,WR,HOU,0
Tevin McCord,TE,IND,1
Theo Kirkendoll,WR,NYJ,0
Thomas Wolff,TE,CAR,-3
Timmy Northrup,WR,NYG,-2
Trace Foreman,WR,ARI,-2
Tramon Turner,WR,NYJ,0
Travis Woods,WR,PHI,-1
Tremaine Crosby,HB,NYJ,-6
Trevante Dawson,WR,IND,0
Trevon Wallace,WR,LV,-7
Treyvon Jordan,WR,BUF,-5
Troy Chatman,WR,PIT,2
Trumaine Collins,WR,IND,-1
Tyler Heath,WR,GB,-2
Tyler McGrath,TE,TB,5
Tyquan Dunn,WR,TEN,5
Tyreek Faulk,WR,ARI,-4
Tyrell Harper,HB,DAL,3
Tyrell McFadden,WR,ARI,-7
Tyrell Taylor,HB,CIN,-4
Tyronne Snead,WR,LAC,-1
Velvario Martin,HB,JAX,-3
Warren Edwards,HB,DEN,-4
Wendell Brown,HB,CLE,-6
Will Brock,HB,NO,0
Xavi Wharton,WR,BUF,2
Xayvion Pittman,WR,TEN,-4
