Position,RatingTier,StatCheck,StatValue,StatTier,SkillPoint,StatHigh,StatLow
HB,tier_2,RUSHFUMBLES,5-25,tier_5,-4,26,5
HB,tier_3,RBScrimmageYardsPer300Touches,1500-7500,tier_0,5,7501,1500
HB,tier_3,RBScrimmageYardsPer300Touches,1350-1499,tier_1,3,1500,1350
HB,tier_3,RBScrimmageYardsPer300Touches,1150-1349,tier_2,0,1350,1150
HB,tier_3,RBScrimmageYardsPer300Touches,1050-1149,tier_3,-2,1150,1050
HB,tier_3,RBScrimmageYardsPer300Touches,950-1049,tier_4,-4,1050,950
HB,tier_3,RBScrimmageYardsPer300Touches,0-949,tier_5,-6,950,0
HB,tier_3,RBScrimmageTDsPerGame,0.80-5.00,tier_0,5,5.01,0.80
HB,tier_3,RBScrimmageTDsPerGame,0.60-0.79,tier_1,3,0.8,0.60
HB,tier_3,RBScrimmageTDsPerGame,0.50-0.59,tier_2,2,0.6,0.50
HB,tier_3,RBScrimmageTDsPerGame,0.30-0.49,tier_3,0,0.5,0.30
HB,tier_3,RBScrimmageTDsPerGame,0.10-0.29,tier_4,-1,0.3,0.10
HB,tier_3,RBScrimmageTDsPerGame,0.00-0.09,tier_5,-3,0.1,0.00
HB,tier_3,RUSHFUMBLES,0,tier_0,0,0,0
HB,tier_3,RUSHFUMBLES,1,tier_1,0,1,1
HB,tier_3,RUSHFUMBLES,2,tier_2,-1,2,2
HB,tier_3,RUSHFUMBLES,3,tier_3,-2,3,3
HB,tier_3,RUSHFUMBLES,4,tier_4,-3,4,4
HB,tier_3,RUSHFUMBLES,5-25,tier_5,-4,26,5
HB,tier_4,RBScrimmageYardsPer300Touches,1500-7500,tier_0,7,7501,1500
HB,tier_4,RBScrimmageYardsPer300Touches,1350-1499,tier_1,4,1500,1350
HB,tier_4,RBScrimmageYardsPer300Touches,1150-1349,tier_2,2,1350,1150
HB,tier_4,RBScrimmageYardsPer300Touches,1050-1149,tier_3,-1,1150,1050
HB,tier_4,RBScrimmageYardsPer300Touches,950-1049,tier_4,-3,1050,950
HB,tier_4,RBScrimmageYardsPer300Touches,0-949,tier_5,-5,950,0
HB,tier_4,RBScrimmageTDsPerGame,0.80-5.00,tier_0,7,5.01,0.80
HB,tier_4,RBScrimmageTDsPerGame,0.60-0.79,tier_1,4,0.8,0.60
HB,tier_4,RBScrimmageTDsPerGame,0.50-0.59,tier_2,3,0.6,0.50
HB,tier_4,RBScrimmageTDsPerGame,0.30-0.49,tier_3,1,0.5,0.30
HB,tier_4,RBScrimmageTDsPerGame,0.10-0.29,tier_4,0,0.3,0.10
HB,tier_4,RBScrimmageTDsPerGame,0.00-0.09,tier_5,-2,0.1,0.00
HB,tier_4,RUSHFUMBLES,0,tier_0,0,0,0
HB,tier_4,RUSHFUMBLES,1,tier_1,0,1,1
HB,tier_4,RUSHFUMBLES,2,tier_2,-1,2,2
HB,tier_4,RUSHFUMBLES,3,tier_3,-2,3,3
HB,tier_4,RUSHFUMBLES,4,tier_4,-3,4,4
HB,tier_4,RUSHFUMBLES,5-25,tier_5,-4,26,5
HB,tier_5,RBScrimmageYardsPer300Touches,1500-7500,tier_0,8,7501,1500
HB,tier_5,RBScrimmageYardsPer300Touches,1350-1499,tier_1,5,1500,1350
HB,tier_5,RBScrimmageYardsPer300Touches,1150-1349,tier_2,3,1350,1150
HB,tier_5,RBScrimmageYardsPer300Touches,1050-1149,tier_3,0,1150,1050
HB,tier_5,RBScrimmageYardsPer300Touches,950-1049,tier_4,-2,1050,950
HB,tier_5,RBScrimmageYardsPer300Touches,0-949,tier_5,-4,950,0
HB,tier_5,RBScrimmageTDsPerGame,0.80-5.00,tier_0,8,5.01,0.80
HB,tier_5,RBScrimmageTDsPerGame,0.60-0.79,tier_1,5,0.8,0.60
HB,tier_5,RBScrimmageTDsPerGame,0.50-0.59,tier_2,3,0.6,0.50
HB,tier_5,RBScrimmageTDsPerGame,0.30-0.49,tier_3,1,0.5,0.30
HB,tier_5,RBScrimmageTDsPerGame,0.10-0.29,tier_4,0,0.3,0.10
HB,tier_5,RBScrimmageTDsPerGame,0.00-0.09,tier_5,-1,0.1,0.00
HB,tier_5,RUSHFUMBLES,0,tier_0,0,0,0
HB,tier_5,RUSHFUMBLES,1,tier_1,0,1,1
HB,tier_5,RUSHFUMBLES,2,tier_2,-1,2,2
HB,tier_5,RUSHFUMBLES,3,tier_3,-2,3,3
HB,tier_5,RUSHFUMBLES,4,tier_4,-3,4,4
HB,tier_5,RUSHFUMBLES,5-25,tier_5,-4,26,5
HB,tier_6,RBScrimmageYardsPer300Touches,1500-7500,tier_0,10,7501,1500
HB,tier_6,RBScrimmageYardsPer300Touches,1350-1499,tier_1,6,1500,1350
HB,tier_6,RBScrimmageYardsPer300Touches,1150-1349,tier_2,4,1350,1150
HB,tier_6,RBScrimmageYardsPer300Touches,1050-1149,tier_3,1,1150,1050
HB,tier_6,RBScrimmageYardsPer300Touches,950-1049,tier_4,-1,1050,950
HB,tier_6,RBScrimmageYardsPer300Touches,0-949,tier_5,-3,950,0
HB,tier_6,RBScrimmageTDsPerGame,0.80-5.00,tier_0,10,5.01,0.80
HB,tier_6,RBScrimmageTDsPerGame,0.60-0.79,tier_1,6,0.8,0.60
HB,tier_6,RBScrimmageTDsPerGame,0.50-0.59,tier_2,4,0.6,0.50
HB,tier_6,RBScrimmageTDsPerGame,0.30-0.49,tier_3,2,0.5,0.30
HB,tier_6,RBScrimmageTDsPerGame,0.10-0.29,tier_4,0,0.3,0.10
HB,tier_6,RBScrimmageTDsPerGame,0.00-0.09,tier_5,-1,0.1,0.00
HB,tier_6,RUSHFUMBLES,0,tier_0,0,0,0
HB,tier_6,RUSHFUMBLES,1,tier_1,0,1,1
HB,tier_6,RUSHFUMBLES,2,tier_2,-1,2,2
HB,tier_6,RUSHFUMBLES,3,tier_3,-2,3,3
HB,tier_6,RUSHFUMBLES,4,tier_4,-3,4,4
HB,tier_6,RUSHFUMBLES,5-25,tier_5,-4,26,5
WR,tier_0,ScrimmageYardsPer1000DownsPlayed,1300-5000,tier_0,1,5001,1300
WR,tier_0,ScrimmageYardsPer1000DownsPlayed,1200-1299,tier_1,0,1300,1200
WR,tier_0,ScrimmageYardsPer1000DownsPlayed,1000-1199,tier_2,-2,1200,1000
WR,tier_0,ScrimmageYardsPer1000DownsPlayed,800-999,tier_3,-5,1000,800
WR,tier_0,ScrimmageYardsPer1000DownsPlayed,650-799,tier_4,-7,800,650
WR,tier_0,ScrimmageYardsPer1000DownsPlayed,0-649,tier_5,-12,650,0
WR,tier_0,TDsPer1000DownsPlayed,12.00-50.00,tier_0,2,50.01,12.00
WR,tier_0,TDsPer1000DownsPlayed,10.00-11.99,tier_1,0,12.0,10.00
WR,tier_0,TDsPer1000DownsPlayed,6.00-9.99,tier_2,-1,10.0,6.00
WR,tier_0,TDsPer1000DownsPlayed,4.00-5.99,tier_3,-2,6.0,4.00
WR,tier_0,TDsPer1000DownsPlayed,2.00-3.99,tier_4,-4,4.0,2.00
WR,tier_0,TDsPer1000DownsPlayed,0.00-1.99,tier_5,-6,2.0,0.00
WR,tier_1,ScrimmageYardsPer1000DownsPlayed,1300-5000,tier_0,2,5001,1300
WR,tier_1,ScrimmageYardsPer1000DownsPlayed,1200-1299,tier_1,1,1300,1200
WR,tier_1,ScrimmageYardsPer1000DownsPlayed,1000-1199,tier_2,-1,1200,1000
WR,tier_1,ScrimmageYardsPer1000DownsPlayed,800-999,tier_3,-4,1000,800
WR,tier_1,ScrimmageYardsPer1000DownsPlayed,650-799,tier_4,-6,800,650
WR,tier_1,ScrimmageYardsPer1000DownsPlayed,0-649,tier_5,-10,650,0
WR,tier_1,TDsPer1000DownsPlayed,12.00-50.00,tier_0,3,50.01,12.00
WR,tier_1,TDsPer1000DownsPlayed,10.00-11.99,tier_1,1,12.0,10.00
WR,tier_1,TDsPer1000DownsPlayed,6.00-9.99,tier_2,0,10.0,6.00
WR,tier_1,TDsPer1000DownsPlayed,4.00-5.99,tier_3,-1,6.0,4.00
WR,tier_1,TDsPer1000DownsPlayed,2.00-3.99,tier_4,-3,4.0,2.00
WR,tier_1,TDsPer1000DownsPlayed,0.00-1.99,tier_5,-5,2.0,0.00
WR,tier_2,ScrimmageYardsPer1000DownsPlayed,1300-5000,tier_0,4,5001,1300
WR,tier_2,ScrimmageYardsPer1000DownsPlayed,1200-1299,tier_1,2,1300,1200
WR,tier_2,ScrimmageYardsPer1000DownsPlayed,1000-1199,tier_2,0,1200,1000
WR,tier_2,ScrimmageYardsPer1000DownsPlayed,800-999,tier_3,-3,1000,800
WR,tier_2,ScrimmageYardsPer1000DownsPlayed,650-799,tier_4,-5,800,650
WR,tier_2,ScrimmageYardsPer1000DownsPlayed,0-649,tier_5,-8,650,0
WR,tier_2,TDsPer1000DownsPlayed,12.00-50.00,tier_0,4,50.01,12.00
WR,tier_2,TDsPer1000DownsPlayed,10.00-11.99,tier_1,2,12.0,10.00
WR,tier_2,TDsPer1000DownsPlayed,6.00-9.99,tier_2,0,10.0,6.00
WR,tier_2,TDsPer1000DownsPlayed,4.00-5.99,tier_3,-1,6.0,4.00
WR,tier_2,TDsPer1000DownsPlayed,2.00-3.99,tier_4,-2,4.0,2.00
WR,tier_2,TDsPer1000DownsPlayed,0.00-1.99,tier_5,-4,2.0,0.00
WR,tier_3,ScrimmageYardsPer1000DownsPlayed,1300-5000,tier_0,5,5001,1300
WR,tier_3,ScrimmageYardsPer1000DownsPlayed,1200-1299,tier_1,3,1300,1200
WR,tier_3,ScrimmageYardsPer1000DownsPlayed,1000-1199,tier_2,1,1200,1000
WR,tier_3,ScrimmageYardsPer1000DownsPlayed,800-999,tier_3,-1,1000,800
WR,tier_3,ScrimmageYardsPer1000DownsPlayed,650-799,tier_4,-4,800,650
WR,tier_3,ScrimmageYardsPer1000DownsPlayed,0-649,tier_5,-6,650,0
WR,tier_3,TDsPer1000DownsPlayed,12.00-50.00,tier_0,5,50.01,12.00
WR,tier_3,TDsPer1000DownsPlayed,10.00-11.99,tier_1,3,12.0,10.00
WR,tier_3,TDsPer1000DownsPlayed,6.00-9.99,tier_2,1,10.0,6.00
WR,tier_3,TDsPer1000DownsPlayed,4.00-5.99,tier_3,0,6.0,4.00
WR,tier_3,TDsPer1000DownsPlayed,2.00-3.99,tier_4,-1,4.0,2.00
WR,tier_3,TDsPer1000DownsPlayed,0.00-1.99,tier_5,-3,2.0,0.00
WR,tier_4,ScrimmageYardsPer1000DownsPlayed,1300-5000,tier_0,6,5001,1300
WR,tier_4,ScrimmageYardsPer1000DownsPlayed,1200-1299,tier_1,4,1300,1200
WR,tier_4,ScrimmageYardsPer1000DownsPlayed,1000-1199,tier_2,1,1200,1000
WR,tier_4,ScrimmageYardsPer1000DownsPlayed,800-999,tier_3,-1,1000,800
WR,tier_4,ScrimmageYardsPer1000DownsPlayed,650-799,tier_4,-3,800,650
WR,tier_4,ScrimmageYardsPer1000DownsPlayed,0-649,tier_5,-5,650,0
WR,tier_4,TDsPer1000DownsPlayed,12.00-50.00,tier_0,6,50.01,12.00
WR,tier_4,TDsPer1000DownsPlayed,10.00-11.99,tier_1,4,12.0,10.00
WR,tier_4,TDsPer1000DownsPlayed,6.00-9.99,tier_2,1,10.0,6.00
WR,tier_4,TDsPer1000DownsPlayed,4.00-5.99,tier_3,0,6.0,4.00
WR,tier_4,TDsPer1000DownsPlayed,2.00-3.99,tier_4,-1,4.0,2.00
WR,tier_4,TDsPer1000DownsPlayed,0.00-1.99,tier_5,-3,2.0,0.00
WR,tier_5,ScrimmageYardsPer1000DownsPlayed,1300-5000,tier_0,7,5001,1300
WR,tier_5,ScrimmageYardsPer1000DownsPlayed,1200-1299,tier_1,4,1300,1200
WR,tier_5,ScrimmageYardsPer1000DownsPlayed,1000-1199,tier_2,2,1200,1000
WR,tier_5,ScrimmageYardsPer1000DownsPlayed,800-999,tier_3,0,1000,800
WR,tier_5,ScrimmageYardsPer1000DownsPlayed,650-799,tier_4,-2,800,650
WR,tier_5,ScrimmageYardsPer1000DownsPlayed,0-649,tier_5,-4,650,0
WR,tier_5,TDsPer1000DownsPlayed,12.00-50.00,tier_0,7,50.01,12.00
WR,tier_5,TDsPer1000DownsPlayed,10.00-11.99,tier_1,4,12.0,10.00
WR,tier_5,TDsPer1000DownsPlayed,6.00-9.99,tier_2,2,10.0,6.00
WR,tier_5,TDsPer1000DownsPlayed,4.00-5.99,tier_3,0,6.0,4.00
WR,tier_5,TDsPer1000DownsPlayed,2.00-3.99,tier_4,-1,4.0,2.00
WR,tier_5,TDsPer1000DownsPlayed,0.00-1.99,tier_5,-2,2.0,0.00
WR,tier_6,ScrimmageYardsPer1000DownsPlayed,1300-5000,tier_0,8,5001,1300
WR,tier_6,ScrimmageYardsPer1000DownsPlayed,1200-1299,tier_1,6,1300,1200
WR,tier_6,ScrimmageYardsPer1000DownsPlayed,1000-1199,tier_2,4,1200,1000
WR,tier_6,ScrimmageYardsPer1000DownsPlayed,800-999,tier_3,1,1000,800
WR,tier_6,ScrimmageYardsPer1000DownsPlayed,650-799,tier_4,-1,800,650
WR,tier_6,ScrimmageYardsPer1000DownsPlayed,0-649,tier_5,-2,650,0
WR,tier_6,TDsPer1000DownsPlayed,12.00-50.00,tier_0,8,50.01,12.00
WR,tier_6,TDsPer1000DownsPlayed,10.00-11.99,tier_1,6,12.0,10.00
WR,tier_6,TDsPer1000DownsPlayed,6.00-9.99,tier_2,3,10.0,6.00
WR,tier_6,TDsPer1000DownsPlayed,4.00-5.99,tier_3,1,6.0,4.00
WR,tier_6,TDsPer1000DownsPlayed,2.00-3.99,tier_4,0,4.0,2.00
WR,tier_6,TDsPer1000DownsPlayed,0.00-1.99,tier_5,-1,2.0,0.00
TE,tier_0,ScrimmageYardsPer1000DownsPlayed,750-2500,tier_0,1,2501,750
TE,tier_0,ScrimmageYardsPer1000DownsPlayed,675-749,tier_1,-1,750,675
TE,tier_0,ScrimmageYardsPer1000DownsPlayed,600-674,tier_2,-3,675,600
TE,tier_0,ScrimmageYardsPer1000DownsPlayed,400-599,tier_3,-6,600,400
TE,tier_0,ScrimmageYardsPer1000DownsPlayed,250-399,tier_4,-9,400,250
TE,tier_0,ScrimmageYardsPer1000DownsPlayed,0-249,tier_5,-12,250,0
TE,tier_0,TDsPer1000DownsPlayed,7.00-50.00,tier_0,1,50.01,7.00
TE,tier_0,TDsPer1000DownsPlayed,6.00-6.99,tier_1,0,7.0,6.00
TE,tier_0,TDsPer1000DownsPlayed,4.50-5.99,tier_2,-1,6.0,4.50
TE,tier_0,TDsPer1000DownsPlayed,2.50-4.49,tier_3,-3,4.5,2.50
TE,tier_0,TDsPer1000DownsPlayed,1.50-2.49,tier_4,-5,2.5000000000000004,1.50
TE,tier_0,TDsPer1000DownsPlayed,0.00-1.49,tier_5,-7,1.5,0.00
TE,tier_1,ScrimmageYardsPer1000DownsPlayed,750-2500,tier_0,2,2501,750
TE,tier_1,ScrimmageYardsPer1000DownsPlayed,675-749,tier_1,0,750,675
TE,tier_1,ScrimmageYardsPer1000DownsPlayed,600-674,tier_2,-3,675,600
TE,tier_1,ScrimmageYardsPer1000DownsPlayed,400-599,tier_3,-5,600,400
TE,tier_1,ScrimmageYardsPer1000DownsPlayed,250-399,tier_4,-7,400,250
TE,tier_1,ScrimmageYardsPer1000DownsPlayed,0-249,tier_5,-10,250,0
TE,tier_1,TDsPer1000DownsPlayed,7.00-50.00,tier_0,2,50.01,7.00
TE,tier_1,TDsPer1000DownsPlayed,6.00-6.99,tier_1,1,7.0,6.00
TE,tier_1,TDsPer1000DownsPlayed,4.50-5.99,tier_2,-1,6.0,4.50
TE,tier_1,TDsPer1000DownsPlayed,2.50-4.49,tier_3,-2,4.5,2.50
TE,tier_1,TDsPer1000DownsPlayed,1.50-2.49,tier_4,-4,2.5000000000000004,1.50
TE,tier_1,TDsPer1000DownsPlayed,0.00-1.49,tier_5,-6,1.5,0.00
TE,tier_2,ScrimmageYardsPer1000DownsPlayed,750-2500,tier_0,4,2501,750
TE,tier_2,ScrimmageYardsPer1000DownsPlayed,675-749,tier_1,1,750,675
TE,tier_2,ScrimmageYardsPer1000DownsPlayed,600-674,tier_2,-2,675,600
TE,tier_2,ScrimmageYardsPer1000DownsPlayed,400-599,tier_3,-4,600,400
TE,tier_2,ScrimmageYardsPer1000DownsPlayed,250-399,tier_4,-6,400,250
TE,tier_2,ScrimmageYardsPer1000DownsPlayed,0-249,tier_5,-8,250,0
TE,tier_2,TDsPer1000DownsPlayed,7.00-50.00,tier_0,4,50.01,7.00
TE,tier_2,TDsPer1000DownsPlayed,6.00-6.99,tier_1,2,7.0,6.00
TE,tier_2,TDsPer1000DownsPlayed,4.50-5.99,tier_2,0,6.0,4.50
TE,tier_2,TDsPer1000DownsPlayed,2.50-4.49,tier_3,-1,4.5,2.50
TE,tier_2,TDsPer1000DownsPlayed,1.50-2.49,tier_4,-3,2.5000000000000004,1.50
TE,tier_2,TDsPer1000DownsPlayed,0.00-1.49,tier_5,-5,1.5,0.00
TE,tier_3,ScrimmageYardsPer1000DownsPlayed,750-2500,tier_0,5,2501,750
TE,tier_3,ScrimmageYardsPer1000DownsPlayed,675-749,tier_1,2,750,675
TE,tier_3,ScrimmageYardsPer1000DownsPlayed,600-674,tier_2,-1,675,600
TE,tier_3,ScrimmageYardsPer1000DownsPlayed,400-599,tier_3,-3,600,400
TE,tier_3,ScrimmageYardsPer1000DownsPlayed,250-399,tier_4,-5,400,250
TE,tier_3,ScrimmageYardsPer1000DownsPlayed,0-249,tier_5,-7,250,0
TE,tier_3,TDsPer1000DownsPlayed,7.00-50.00,tier_0,5,50.01,7.00
TE,tier_3,TDsPer1000DownsPlayed,6.00-6.99,tier_1,2,7.0,6.00
TE,tier_3,TDsPer1000DownsPlayed,4.50-5.99,tier_2,0,6.0,4.50
TE,tier_3,TDsPer1000DownsPlayed,2.50-4.49,tier_3,-1,4.5,2.50
TE,tier_3,TDsPer1000DownsPlayed,1.50-2.49,tier_4,-2,2.5000000000000004,1.50
TE,tier_3,TDsPer1000DownsPlayed,0.00-1.49,tier_5,-4,1.5,0.00
TE,tier_4,ScrimmageYardsPer1000DownsPlayed,750-2500,tier_0,7,2501,750
TE,tier_4,ScrimmageYardsPer1000DownsPlayed,675-749,tier_1,3,750,675
TE,tier_4,ScrimmageYardsPer1000DownsPlayed,600-674,tier_2,0,675,600
TE,tier_4,ScrimmageYardsPer1000DownsPlayed,400-599,tier_3,-2,600,400
TE,tier_4,ScrimmageYardsPer1000DownsPlayed,250-399,tier_4,-4,400,250
TE,tier_4,ScrimmageYardsPer1000DownsPlayed,0-249,tier_5,-6,250,0
TE,tier_4,TDsPer1000DownsPlayed,7.00-50.00,tier_0,6,50.01,7.00
TE,tier_4,TDsPer1000DownsPlayed,6.00-6.99,tier_1,3,7.0,6.00
TE,tier_4,TDsPer1000DownsPlayed,4.50-5.99,tier_2,1,6.0,4.50
TE,tier_4,TDsPer1000DownsPlayed,2.50-4.49,tier_3,-1,4.5,2.50
TE,tier_4,TDsPer1000DownsPlayed,1.50-2.49,tier_4,-2,2.5000000000000004,1.50
TE,tier_4,TDsPer1000DownsPlayed,0.00-1.49,tier_5,-3,1.5,0.00
TE,tier_5,ScrimmageYardsPer1000DownsPlayed,750-2500,tier_0,8,2501,750
TE,tier_5,ScrimmageYardsPer1000DownsPlayed,675-749,tier_1,4,750,675
TE,tier_5,ScrimmageYardsPer1000DownsPlayed,600-674,tier_2,1,675,600
TE,tier_5,ScrimmageYardsPer1000DownsPlayed,400-599,tier_3,-1,600,400
TE,tier_5,ScrimmageYardsPer1000DownsPlayed,250-399,tier_4,-2,400,250
TE,tier_5,ScrimmageYardsPer1000DownsPlayed,0-249,tier_5,-4,250,0
TE,tier_5,TDsPer1000DownsPlayed,7.00-50.00,tier_0,7,50.01,7.00
TE,tier_5,TDsPer1000DownsPlayed,6.00-6.99,tier_1,4,7.0,6.00
TE,tier_5,TDsPer1000DownsPlayed,4.50-5.99,tier_2,2,6.0,4.50
TE,tier_5,TDsPer1000DownsPlayed,2.50-4.49,tier_3,0,4.5,2.50
TE,tier_5,TDsPer1000DownsPlayed,1.50-2.49,tier_4,-1,2.5000000000000004,1.50
TE,tier_5,TDsPer1000DownsPlayed,0.00-1.49,tier_5,-2,1.5,0.00
TE,tier_6,ScrimmageYardsPer1000DownsPlayed,750-2500,tier_0,10,2501,750
TE,tier_6,ScrimmageYardsPer1000DownsPlayed,675-749,tier_1,6,750,675
TE,tier_6,ScrimmageYardsPer1000DownsPlayed,600-674,tier_2,3,675,600
TE,tier_6,ScrimmageYardsPer1000DownsPlayed,400-599,tier_3,1,600,400
TE,tier_6,ScrimmageYardsPer1000DownsPlayed,250-399,tier_4,-1,400,250
TE,tier_6,ScrimmageYardsPer1000DownsPlayed,0-249,tier_5,-3,250,0
TE,tier_6,TDsPer1000DownsPlayed,7.00-50.00,tier_0,10,50.01,7.00
TE,tier_6,TDsPer1000DownsPlayed,6.00-6.99,tier_1,6,7.0,6.00
TE,tier_6,TDsPer1000DownsPlayed,4.50-5.99,tier_2,4,6.0,4.50
TE,tier_6,TDsPer1000DownsPlayed,2.50-4.49,tier_3,1,4.5,2.50
TE,tier_6,TDsPer1000DownsPlayed,1.50-2.49,tier_4,0,2.5000000000000004,1.50
TE,tier_6,TDsPer1000DownsPlayed,0.00-1.49,tier_5,-1,1.5,0.00
LT,tier_0,SacksPer1000Snaps,0.00-7.00,tier_0,3,7.01,0.00
LT,tier_0,SacksPer1000Snaps,7.01-9.00,tier_1,1,9.01,7.01
LT,tier_0,SacksPer1000Snaps,9.01-12.50,tier_2,-1,12.51,9.01
LT,tier_0,SacksPer1000Snaps,12.51-15.00,tier_3,-3,15.01,12.51
LT,tier_0,SacksPer1000Snaps,15.01-17.00,tier_4,-6,17.01,15.01
LT,tier_0,SacksPer1000Snaps,17.01-100.00,tier_5,-12,100.01,17.01
LT,tier_1,SacksPer1000Snaps,0.00-7.00,tier_0,4,7.01,0.00
LT,tier_1,SacksPer1000Snaps,7.01-9.00,tier_1,2,9.01,7.01
LT,tier_1,SacksPer1000Snaps,9.01-12.50,tier_2,1,12.51,9.01
LT,tier_1,SacksPer1000Snaps,12.51-15.00,tier_3,-1,15.01,12.51
LT,tier_1,SacksPer1000Snaps,15.01-17.00,tier_4,-5,17.01,15.01
LT,tier_1,SacksPer1000Snaps,17.01-100.00,tier_5,-10,100.01,17.01
LT,tier_2,SacksPer1000Snaps,0.00-7.00,tier_0,6,7.01,0.00
LT,tier_2,SacksPer1000Snaps,7.01-9.00,tier_1,3,9.01,7.01
LT,tier_2,SacksPer1000Snaps,9.01-12.50,tier_2,1,12.51,9.01
LT,tier_2,SacksPer1000Snaps,12.51-15.00,tier_3,0,15.01,12.51
LT,tier_2,SacksPer1000Snaps,15.01-17.00,tier_4,-4,17.01,15.01
LT,tier_2,SacksPer1000Snaps,17.01-100.00,tier_5,-9,100.01,17.01
LT,tier_3,SacksPer1000Snaps,0.00-7.00,tier_0,8,7.01,0.00
LT,tier_3,SacksPer1000Snaps,7.01-9.00,tier_1,4,9.01,7.01
LT,tier_3,SacksPer1000Snaps,9.01-12.50,tier_2,1,12.51,9.01
LT,tier_3,SacksPer1000Snaps,12.51-15.00,tier_3,0,15.01,12.51
