Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,RUSHYARDS,PASSYARDS,RECEIVEDROPS,RUSHYARDSAFTER1STHIT,RECEIVEYARDS,RECEIVELONGEST,DOWNSPLAYED,RECEIVEYARDSAFTER,STAT_KEEP,PASSCOMPLETED,RUSHATTEMPTS,PASSATTEMPTS,PASSINTS,RECEIVECATCHES,FIRSTDOWNS,RUSH20YARDRUNS,SEAS_YEAR,RUSHLONGEST,PASSLONGEST,RUSHBROKENTACKLES,4QCOMEBACKS,GAMERATING,PASSSACKED,PASSTDS,RECEIVETDS,GAMESPLAYED,GAMESSTARTED,RUSHFUMBLES,YEARBYYEARTEAMINDEX,RUSHTDS,FirstName_y,LastName_y,PLYR_ASSETNAME,Row Excel,Row Editor,YearsPro,Age,TeamIndex,ContractStatus,TraitDevelopment,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,ScrimmageYardsPer1000DownsPlayed,RBScrimmageYardsPer300Touches,RBScrimmageTDsPerGame,TDsPer1000DownsPlayed,WRPercentageofTeamPassYards,TeamName_y,SkillPointOff
460,QB,Jake,Donnelly,Jake Donnelly,LAR,75,912,0,14,0,0,332,0,True,75,19,138,1,0,0,0,7,19,93,6,0,0,19,4,0,14,5,0,23,0,Jake,Donnelly,JakeDonnelly_31624,2610.0,2608.0,0.0,23.0,23.0,Signed,Normal,64.0,0.0,0.0,LAR,tier_6,225.90361445783134,1184.2105263157894,0.0,0.0,0.0,,
462,HB,Durell,Robinson,Durell Robinson,CAR,1178,0,2,529,151,36,445,124,True,0,249,0,0,19,0,9,7,30,0,55,0,0,0,0,2,14,14,1,20,4,Durell,Robinson,,61.0,59.0,5.0,27.0,20.0,Signed,Normal,78.0,0.0,0.0,CAR,tier_4,2986.516853932584,1399.7910447761196,0.42857142857142855,13.483146067415731,0.05425068486998698,CAR,3.0
464,QB,Jourdan,Boone,Jourdan Boone,CAR,0,0,0,0,0,0,16,0,True,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,20,0,Jourdan,Boone,JourdanBoone_3118,3216.0,3214.0,0.0,23.0,20.0,Signed,Normal,70.0,0.0,0.0,CAR,tier_5,0.0,,0.0,0.0,0.0,,
466,TE,Brett,Norfleet,Brett Norfleet,CAR,0,0,8,0,402,43,847,184,True,0,0,0,0,44,0,0,7,0,0,1,0,0,0,0,2,11,11,0,20,0,Brett,Norfleet,,3187.0,3185.0,5.0,28.0,20.0,Signed,Normal,72.0,0.0,0.0,CAR,tier_5,474.616292798111,1315.6363636363635,0.18181818181818182,2.3612750885478158,0.18381869623617503,CAR,0.0
591,QB,Drew,Viotto,Drew Viotto,IND,4,168,0,0,0,0,68,0,True,22,1,41,0,0,0,0,7,4,27,0,0,0,5,1,0,5,1,0,9,0,Drew,Viotto,,2905.0,2903.0,3.0,26.0,9.0,Signed,Normal,60.0,0.0,0.0,IND,tier_6,58.8235294117647,1200.0,0.0,0.0,0.0,,
620,HB,Jordin,Thomas,Jordin Thomas,BUF,1083,0,3,489,455,78,750,419,True,0,251,0,0,50,0,11,7,36,0,59,0,0,0,0,3,16,16,0,2,11,Jordin,Thomas,JordinThomas_2956,2809.0,2807.0,2.0,25.0,2.0,Signed,Star,77.0,0.0,0.0,BUF,tier_4,2050.666666666667,1297.0764119601329,0.875,18.666666666666668,0.12307276169867461,BUF,8.0
621,QB,Malik,Washington,Malik Washington,BUF,0,0,0,0,0,0,76,0,True,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,15,1,0,2,0,Malik,Washington,MalikWashington_29337,983.0,981.0,2.0,24.0,2.0,Signed,Normal,66.0,0.0,0.0,BUF,tier_6,0.0,,0.0,0.0,0.0,,
645,QB,Jayden,Maiava,Jayden Maiava,SEA,0,0,0,0,0,0,4,0,True,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,27,0,Jayden,Maiava,,2244.0,2242.0,4.0,26.0,27.0,Signed,Normal,62.0,0.0,0.0,SEA,tier_6,0.0,,0.0,0.0,0.0,,
647,QB,Desmond,Ridder,Desmond Ridder,LAR,0,0,0,0,0,0,17,0,True,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,23,0,Desmond,Ridder,RidderDesmond_22047,2364.0,2362.0,9.0,32.0,23.0,Signed,Normal,63.0,0.0,0.0,LAR,tier_6,0.0,,0.0,0.0,0.0,,
650,QB,LaNorris,Sellers,LaNorris Sellers,MIN,0,0,0,0,0,0,1,0,True,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,30,0,LaNorris,Sellers,,2650.0,2648.0,3.0,26.0,30.0,Signed,Normal,61.0,0.0,0.0,MIN,tier_6,0.0,,0.0,0.0,0.0,,
672,TE,Dalton,Kincaid,Dalton Kincaid,BUF,0,0,6,0,343,23,756,129,True,0,0,0,0,40,0,0,7,0,0,1,0,0,0,0,6,12,12,0,2,0,Dalton,Kincaid,KincaidDalton_22823,1615.0,1613.0,8.0,31.0,2.0,Signed,Superstar,81.0,0.0,0.0,BUF,tier_3,453.7037037037037,1234.8,0.5,7.936507936507936,0.1237039040663601,BUF,4.0
673,QB,Josh,Allen,Josh Allen,BUF,389,3697,0,165,0,0,1046,0,True,345,82,510,12,0,0,6,7,33,78,14,0,0,30,22,0,16,16,7,2,3,Josh,Allen,AllenJosh_13197,51.0,49.0,13.0,35.0,2.0,Signed,Superstar,85.0,0.0,0.0,BUF,tier_2,371.89292543021037,1423.1707317073171,0.1875,2.868068833652008,0.0,,
814,QB,Dylan,Raiola,Dylan Raiola,MIN,24,1167,0,0,0,0,404,0,True,122,10,213,4,0,0,0,7,4,25,0,0,0,16,4,0,16,5,1,30,0,Dylan,Raiola,,2432.0,2430.0,3.0,26.0,30.0,Signed,Normal,70.0,0.0,0.0,MIN,tier_5,59.4059405940594,720.0,0.0,0.0,0.0,,
816,WR,Khalil,Shakir,Khalil Shakir,PHI,-2,0,10,0,438,25,664,131,True,0,1,0,0,51,0,0,7,0,0,0,0,0,0,0,0,16,16,0,12,0,Khalil,Shakir,ShakirKhalil_22074,2518.0,2516.0,9.0,31.0,12.0,Signed,Normal,79.0,0.0,0.0,PHI,tier_4,656.6265060240963,1201.3846153846152,0.0,0.0,0.1288993525603296,PHI,-7.0
817,WR,Tetairoa,McMillan,Tetairoa McMillan,MIN,0,0,3,0,1020,26,994,237,True,0,0,0,0,98,0,0,7,0,0,0,0,0,0,0,4,16,16,0,30,0,Tetairoa,McMillan,,2864.0,2862.0,6.0,28.0,30.0,Signed,Normal,81.0,0.0,0.0,MIN,tier_3,1026.1569416498994,1498.7755102040815,0.25,4.024144869215292,0.2779291553133515,MIN,2.0
818,QB,Jonathan,Hardy,Jonathan Hardy,MIN,250,2503,0,111,0,0,671,0,True,230,47,355,10,0,0,3,7,42,77,10,0,0,33,15,0,14,12,5,30,1,Jonathan,Hardy,JonathanHardy_30320,3302.0,3300.0,1.0,23.0,30.0,Signed,Normal,69.0,0.0,0.0,MIN,tier_6,372.5782414307005,1595.7446808510638,0.07142857142857142,1.4903129657228018,0.0,,
821,HB,Brian,Bonner,Brian Bonner,MIN,470,0,0,222,215,21,399,194,True,0,106,0,0,31,0,5,7,45,0,24,0,0,0,0,0,12,8,2,30,2,Brian,Bonner,BrianBonner_2936,1572.0,1570.0,2.0,23.0,30.0,Signed,Star,78.0,0.0,0.0,MIN,tier_4,1716.7919799498748,1255.182481751825,0.16666666666666666,5.012531328320802,0.07811080835603997,MIN,-1.0
847,QB,Calvin,Orr,Calvin Orr,TB,0,0,0,0,0,0,7,0,True,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,5,0,Calvin,Orr,CalvinOrr_30635,1367.0,1365.0,1.0,23.0,5.0,Signed,Normal,65.0,0.0,0.0,TB,tier_6,0.0,,0.0,0.0,0.0,,
849,HB,Davian,Groce,Davian Groce,TB,925,0,1,376,369,29,661,332,True,0,223,0,0,47,0,8,7,38,0,35,0,0,0,0,2,16,16,0,5,4,Davian,Groce,DavianGroce_2918,2441.0,2439.0,2.0,23.0,5.0,Signed,XFactor,89.0,0.0,0.0,TB,tier_2,1957.6399394856278,1224.5777777777776,0.375,9.07715582450832,0.10456219892320771,TB,-3.0
850,QB,George,MacIntyre,George MacIntyre,TB,184,3529,0,88,0,0,1045,0,True,354,33,532,13,0,0,3,7,31,46,8,0,0,44,23,0,16,16,6,5,0,George,MacIntyre,,3521.0,3519.0,3.0,24.0,5.0,Signed,Superstar,83.0,0.0,0.0,TB,tier_3,176.07655502392345,1672.7272727272727,0.0,0.0,0.0,,
858,QB,Kyrie,Griffith,Kyrie Griffith,BAL,0,0,0,0,0,0,4,0,True,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,24,0,Kyrie,Griffith,KyrieGriffith_30732,3410.0,3408.0,1.0,23.0,24.0,Signed,Normal,62.0,0.0,0.0,BAL,tier_6,0.0,,0.0,0.0,0.0,,
884,WR,Karmello,English,Karmello English,TB,9,0,9,0,935,31,980,307,True,0,3,0,0,77,0,0,7,4,0,0,0,0,0,0,5,16,16,0,5,0,Karmello,English,,521.0,519.0,3.0,25.0,5.0,Signed,Normal,74.0,0.0,0.0,TB,tier_5,963.265306122449,1716.75,0.3125,5.1020408163265305,0.264947577217342,TB,4.0
887,QB,Noah,Hopkins,Noah Hopkins,WAS,0,0,0,0,0,0,20,0,True,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,25,0,Noah,Hopkins,NoahHopkins_3162,1890.0,1888.0,0.0,22.0,25.0,Signed,Normal,66.0,0.0,0.0,WAS,tier_6,0.0,,0.0,0.0,0.0,,
889,QB,Brock,Purdy,Brock Purdy,IND,64,2374,0,12,0,0,666,0,True,230,20,384,9,0,0,0,7,15,95,2,0,0,33,11,0,15,11,4,9,0,Brock,Purdy,PurdyBrock_22383,2292.0,2290.0,9.0,31.0,9.0,Signed,Star,73.0,0.0,0.0,IND,tier_5,96.09609609609609,960.0,0.0,0.0,0.0,,
890,WR,Keon,Coleman,Keon Coleman,IND,0,0,1,0,994,59,784,231,True,0,0,0,0,90,0,0,7,0,0,0,0,0,0,0,4,13,13,0,9,0,Keon,Coleman,,3205.0,3203.0,7.0,28.0,9.0,Signed,Star,87.0,0.0,0.0,IND,tier_2,1267.857142857143,1590.3999999999999,0.3076923076923077,5.1020408163265305,0.3285135916714864,IND,2.0
939,TE,Elijah,Arroyo,Elijah Arroyo,DEN,5,0,6,4,351,25,1070,134,True,0,1,0,0,38,0,0,7,5,0,3,0,0,0,0,2,16,9,0,3,0,Elijah,Arroyo,,3161.0,3159.0,5.0,27.0,3.0,Signed,Normal,72.0,0.0,0.0,DEN,tier_5,332.7102803738318,1334.4615384615383,0.125,1.8691588785046729,0.09410187667560321,DEN,-3.0
940,WR,Cortez,Mills,Cortez Mills,DEN,4,0,5,0,277,32,463,106,True,0,1,0,0,29,0,0,7,4,0,0,0,0,0,0,2,14,11,0,3,0,Cortez,Mills,CortezMills_2976,2055.0,2053.0,2.0,24.0,3.0,Signed,Normal,68.0,0.0,0.0,DEN,tier_6,606.9114470842333,1369.6,0.14285714285714285,4.319654427645789,0.08487169666794331,DEN,-1.0
941,WR,Richard,Feliciano,Richard Feliciano,DEN,0,0,4,0,412,54,433,123,True,0,0,0,0,30,0,0,7,0,0,2,0,0,0,0,2,16,8,0,3,0,Richard,Feliciano,RichardFeliciano_30644,1247.0,1245.0,1.0,23.0,3.0,Signed,Normal,69.0,0.0,0.0,DEN,tier_6,951.5011547344111,1977.6,0.125,4.618937644341801,0.11045576407506702,DEN,4.0
943,QB,Dakota,Freeman,Dakota Freeman,DEN,716,3730,0,348,0,0,1091,0,True,336,123,516,19,0,0,12,7,43,54,29,0,0,28,25,0,16,16,3,3,8,Dakota,Freeman,DakotaFreeman_3111,1508.0,1506.0,0.0,21.0,3.0,Signed,Star,76.0,0.0,0.0,DEN,tier_4,656.2786434463794,1746.3414634146343,0.5,7.332722273143905,0.0,,
1011,QB,Sam,Huard,Sam Huard,TB,0,0,0,0,0,0,66,0,True,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,16,0,0,5,0,Sam,Huard,,2281.0,2279.0,5.0,28.0,5.0,Signed,Normal,66.0,0.0,0.0,TB,tier_6,0.0,,0.0,0.0,0.0,,
1012,HB,Antoine,Richardson,Antoine Richardson,IND,65,0,0,13,60,18,329,54,True,0,29,0,0,9,0,0,7,11,0,2,0,0,0,0,1,16,1,1,9,3,Antoine,Richardson,AntoineRichardson_3057,952.0,950.0,1.0,24.0,9.0,Signed,Star,75.0,0.0,0.0,IND,tier_4,379.9392097264438,740.5263157894736,0.25,12.158054711246201,0.01611170784103115,IND,-7.0
1016,WR,Darien,Williams,Darien Williams,NYJ,11,0,3,3,776,56,796,312,True,0,8,0,0,57,0,0,7,4,0,2,0,0,0,0,7,16,10,0,17,1,Darien,Williams,DarienWilliams_2963296,2377.0,2375.0,2.0,25.0,17.0,Signed,Normal,74.0,0.0,0.0,NYJ,tier_5,988.6934673366834,1769.907692307692,0.5,10.050251256281408,0.19212676405050755,NYJ,7.0
1017,TE,Xavier,Tiller,Xavier Tiller,NYJ,0,0,3,0,180,22,694,65,True,0,0,0,0,22,0,0,7,0,0,1,0,0,0,0,1,12,8,0,17,0,Xavier,Tiller,XavierTiller_29217,1431.0,1429.0,2.0,23.0,17.0,Signed,Normal,68.0,0.0,0.0,NYJ,tier_6,259.3659942363112,1178.181818181818,0.08333333333333333,1.440922190201729,0.05942064867541471,NYJ,-4.0
1031,WR,Chris,Henry Jr,Chris Henry Jr,NYJ,0,0,1,0,1162,27,950,202,True,0,0,0,0,94,0,0,7,0,0,1,0,0,0,0,7,16,16,0,17,0,Chris,Henry Jr,ChrisHenry Jr_2915,2032.0,2030.0,2.0,23.0,17.0,Signed,Superstar,91.0,0.0,0.0,NYJ,tier_1,1223.157894736842,1780.0851063829787,0.4375,7.368421052631579,0.2876949740034662,NYJ,1.0
1032,HB,Jambres,Dubar,Jambres Dubar,NYJ,602,0,0,279,72,15,533,59,True,0,148,0,0,13,0,7,7,36,0,30,0,0,0,0,0,16,1,4,17,5,Jambres,Dubar,,1635.0,1633.0,3.0,25.0,17.0,Signed,Normal,77.0,0.0,0.0,NYJ,tier_4,1264.5403377110692,1186.1366459627327,0.3125,9.380863039399626,0.017826194602624412,NYJ,-4.0
1033,QB,Luke,Kromenhoek,Luke Kromenhoek,NYJ,111,2740,0,65,0,0,671,0,True,222,29,309,8,0,0,2,7,35,56,6,0,0,27,21,0,12,12,4,17,0,Luke,Kromenhoek,,3504.0,3502.0,3.0,26.0,17.0,Signed,Star,79.0,0.0,0.0,NYJ,tier_4,165.42473919523098,1148.2758620689656,0.0,0.0,0.0,,
1034,WR,Jeremiah,Smith,Jeremiah Smith,NYJ,4,0,0,0,1174,49,1043,292,True,0,1,0,0,91,0,0,7,4,0,2,0,0,0,0,10,16,16,0,17,0,Jeremiah,Smith,,416.0,414.0,4.0,24.0,17.0,Signed,XFactor,99.0,0.0,0.0,NYJ,tier_0,1129.4343240651965,1850.6086956521738,0.625,9.587727708533079,0.29066600643723695,NYJ,-4.0
1035,QB,Jason,Simmons,Jason Simmons,NO,0,0,0,0,0,0,27,0,True,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,26,0,Jason,Simmons,JasonSimmons_3163226,3586.0,3584.0,0.0,22.0,26.0,Signed,Normal,64.0,0.0,0.0,NO,tier_6,0.0,,0.0,0.0,0.0,,
1036,QB,Malachi,Nelson,Malachi Nelson,NO,34,1028,0,18,0,0,326,0,True,74,9,102,3,0,0,1,7,21,80,2,0,0,15,6,0,16,4,3,26,0,Malachi,Nelson,,285.0,283.0,5.0,27.0,26.0,Signed,Normal,69.0,0.0,0.0,NO,tier_6,104.29447852760735,1133.3333333333333,0.0,0.0,0.0,,
1165,QB,Drake,Maye,Drake Maye,LAR,3,564,0,0,0,0,203,0,True,37,1,56,1,0,0,0,7,3,80,1,0,0,5,5,0,13,1,1,23,0,Drake,Maye,,3199.0,3197.0,7.0,29.0,23.0,Signed,Normal,66.0,0.0,0.0,LAR,tier_6,14.778325123152708,900.0,0.0,0.0,0.0,,
1166,WR,Josh,McKenzie,Josh McKenzie,LAR,0,0,5,0,672,29,865,124,True,0,0,0,0,62,0,0,7,0,0,1,0,0,0,0,1,14,14,0,23,0,Josh,McKenzie,JoshMcKenzie_31124,1264.0,1262.0,0.0,22.0,23.0,Signed,Star,84.0,0.0,0.0,LAR,tier_3,776.878612716763,1560.774193548387,0.07142857142857142,1.1560693641618498,0.2401500938086304,LAR,-3.0
1168,QB,Henrik,Carroll,Henrik Carroll,DET,38,846,0,13,0,0,268,0,True,74,9,115,5,0,0,0,7,17,66,2,0,0,7,4,0,16,3,1,18,1,Henrik,Carroll,HenrikCarroll_30115,158.0,156.0,1.0,24.0,18.0,Signed,Normal,67.0,0.0,0.0,DET,tier_6,141.7910447761194,1266.6666666666667,0.0625,3.7313432835820897,0.0,,
1170,HB,Matrell,Carter,Matrell Carter,DET,544,0,0,244,88,15,423,92,True,0,118,0,0,15,0,5,7,27,0,25,0,0,0,0,0,16,3,4,18,4,Matrell,Carter,MatrellCarter_31527,166.0,164.0,0.0,23.0,18.0,Signed,Normal,74.0,0.0,0.0,DET,tier_5,1494.0898345153664,1322.345864661654,0.25,9.456264775413711,0.021728395061728394,DET,0.0
1265,TE,Khamari,Anderson,Khamari Anderson,PHI,39,0,1,7,124,26,597,67,True,0,9,0,0,19,0,0,7,11,0,2,0,0,0,0,1,16,0,0,12,0,Khamari,Anderson,,1942.0,1940.0,4.0,26.0,12.0,Signed,Normal,69.0,0.0,0.0,PHI,tier_6,273.03182579564486,1055.5714285714284,0.0625,1.6750418760469012,0.03649205414949971,PHI,-3.0
1267,QB,Eli,Holstein,Eli Holstein,CHI,0,0,0,0,0,0,4,0,True,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,Eli,Holstein,,2536.0,2534.0,3.0,25.0,0.0,Signed,Normal,62.0,0.0,0.0,CHI,tier_6,0.0,,0.0,0.0,0.0,,
1268,HB,Chris,Ryans,Chris Ryans,LAR,792,0,3,442,155,34,424,154,True,0,176,0,0,19,0,8,7,44,0,38,0,0,0,0,0,12,12,0,23,3,Chris,Ryans,ChrisRyans_3028,36.0,34.0,1.0,22.0,23.0,Signed,Superstar,87.0,0.0,0.0,LAR,tier_2,2233.490566037736,1332.923076923077,0.25,7.0754716981132075,0.06462372316030852,LAR,-4.0
1269,HB,Jeremiyah,Love,Jeremiyah Love,DEN,451,0,3,154,206,22,546,186,True,0,123,0,0,25,0,3,7,24,0,24,0,0,0,0,4,14,7,3,3,5,Jeremiyah,Love,,1592.0,1590.0,4.0,27.0,3.0,Signed,Star,76.0,0.0,0.0,DEN,tier_4,1203.2967032967033,1114.6216216216217,0.6428571428571429,16.483516483516485,0.06311757947146687,DEN,-1.0
1293,WR,Zion,Kearney,Zion Kearney,LAR,0,0,11,0,403,26,825,85,True,0,0,0,0,38,0,0,7,0,0,0,0,0,0,0,2,14,14,0,23,0,Zion,Kearney,,2337.0,2335.0,3.0,26.0,23.0,Signed,Star,78.0,0.0,0.0,LAR,tier_4,488.48484848484844,1527.157894736842,0.14285714285714285,2.4242424242424243,0.14401858304297327,LAR,-7.0
1294,QB,Julian,Lewis,Julian Lewis,LAR,241,1722,0,132,0,0,587,0,True,157,45,259,9,0,0,5,7,36,66,11,0,0,23,10,0,10,10,2,23,2,Julian,Lewis,,3568.0,3566.0,3.0,24.0,23.0,Signed,Star,75.0,0.0,0.0,LAR,tier_4,410.5621805792163,1606.6666666666665,0.2,3.4071550255536627,0.0,,
1295,HB,Rueben,Owens,Rueben Owens,TEN,1207,0,3,510,267,64,601,277,True,0,304,0,0,24,0,8,7,41,0,52,0,0,0,0,2,16,16,3,29,7,Rueben,Owens,,252.0,250.0,5.0,26.0,29.0,Signed,Superstar,85.0,0.0,0.0,TEN,tier_2,2452.579034941764,1221.1829268292686,0.5625,14.975041597337771,0.0807378288478984,TEN,-3.0
1296,QB,Dequan,Finn,Dequan Finn,TEN,27,244,0,26,0,0,197,0,True,21,3,39,0,0,0,1,7,26,45,2,0,0,1,1,0,16,1,2,29,0,Dequan,Finn,,804.0,802.0,6.0,29.0,29.0,Signed,Normal,62.0,0.0,0.0,TEN,tier_6,137.05583756345177,2700.0,0.0,0.0,0.0,,
1297,QB,Preston,Stone,Preston Stone,JAX,0,0,0,0,0,0,70,0,True,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,16,0,0,16,0,Preston,Stone,,413.0,411.0,5.0,29.0,16.0,Signed,Normal,66.0,0.0,0.0,JAX,tier_6,0.0,,0.0,0.0,0.0,,
1317,HB,John,Fitzgerald Jr,John Fitzgerald Jr,DEN,577,0,2,227,274,31,521,239,True,0,164,0,0,31,0,3,7,34,0,35,0,0,0,0,0,13,13,0,3,3,John,Fitzgerald Jr,JohnFitzgerald Jr_31132,1545.0,1543.0,0.0,21.0,3.0,Signed,Normal,75.0,0.0,0.0,DEN,tier_4,1633.3973128598848,1090.0307692307692,0.23076923076923078,5.758157389635317,0.09041039389564859,DEN,-4.0
1770,WR,Drake,London,Drake London,TB,0,0,5,0,401,24,741,95,True,0,0,0,0,40,0,0,7,0,0,1,0,0,0,0,1,17,17,1,5,0,Drake,London,LondonDrake_22068,1744.0,1742.0,9.0,30.0,5.0,Signed,Star,74.0,0.0,0.0,TB,tier_5,541.1605937921728,1443.6,0.058823529411764705,1.3495276653171389,0.1069458103445402,TB,-6.0
1771,QB,Justin,Herbert,Justin Herbert,PIT,52,1533,0,3,0,0,436,0,True,134,18,233,11,0,0,0,7,11,79,2,0,0,17,9,0,15,15,3,28,1,Justin,Herbert,HerbertJustin_21034,1219.0,1217.0,11.0,33.0,28.0,Signed,Superstar,76.0,0.0,0.0,PIT,tier_4,119.26605504587157,866.6666666666666,0.06666666666666667,2.293577981651376,0.0,,
1772,TE,Kaleb,Edwards,Kaleb Edwards,PIT,0,0,1,0,202,23,710,106,True,0,0,0,0,24,0,0,7,0,0,8,0,0,0,0,1,16,16,1,28,0,Kaleb,Edwards,KalebEdwards_29530,2107.0,2105.0,2.0,24.0,28.0,Signed,Normal,72.0,0.0,0.0,PIT,tier_5,284.50704225352115,1212.0,0.0625,1.4084507042253522,0.05270023480302635,PIT,-6.0
