FullName,Position,TeamName,SkillPointOff
Jamari Thrash,WR,LV,1
Jambres Dubar,HB,NYJ,-4
Jarrad Pippens,HB,WAS,2
Jaxon Smith-Njigba,WR,SEA,4
Jaxson Lavender,WR,TB,-2
Jaydn Ott,HB,CAR,-6
Jayvon Blaylock,HB,MIA,7
Jeff Parks,WR,GB,-1
Jelani Thurman,TE,MIN,7
Jeremiah Smith,WR,NYJ,-4
Jeremiyah Love,HB,DEN,-1
Jerome Myles,WR,SF,-3
Jerrick Gibson,HB,LV,1
Jett Wallace,HB,CHI,3
Jimmy Horn Jr.,WR,NO,-1
John Brown,HB,LAC,-6
John Fitzgerald Jr,HB,DEN,-4
Johntay Cook II,WR,BAL,1
JonAnthony Hall,WR,GB,0
Jonathan Brooks,HB,SF,4
Jordan Addison,WR,LAC,-1
Jordin Thomas,HB,BUF,8
Josh Crawford,HB,ATL,-6
Josh Cuevas,TE,CHI,2
Josh McKenzie,WR,LAR,-3
Justin Jefferson,WR,DAL,3
Justin Warner,WR,IND,-1
K'Vonte Donnell,WR,IND,-6
Kaleb Edwards,TE,PIT,-6
Kaliq Lockett,WR,MIA,9
Kamron Mikell,WR,HOU,5
Karmello English,WR,TB,4
Katell Jenkins,WR,JAX,2
Kendre Harrison,TE,KC,-2
Keon Coleman,WR,IND,2
Keon Newberry,WR,CAR,-4
Kevin Riley,HB,WAS,-3
Keyan Burnett,TE,WAS,3
Khalil Shakir,WR,PHI,-7
Khamari Anderson,TE,PHI,-3
Kiandrea Barker,HB,IND,3
LaMarcus Clinton,HB,NYG,-2
Ladainnian Martin,HB,NYG,4
Landen Thomas,TE,JAX,-4
Linkon Cure,TE,LV,-2
Logan Brooking,TE,LAR,-2
Logan Daniels,HB,DET,3
Luke Reynolds,TE,ATL,-4
Luther Burden III,WR,PIT,-2
Malik Nabers,WR,NYG,-2
Marquez Pearman,HB,LAR,-1
Martin Leyva,WR,ARI,1
Marvin Harrison Jr,WR,CLE,-3
Matrell Carter,HB,DET,0
Micah Jones,TE,HOU,9
Moliki Matavao,TE,DET,-4
Montrell Holt,HB,CIN,0
Moose Muhammad III,WR,ATL,-1
Mylan Graham,WR,NYG,3
Nate Frazier,HB,PIT,-3
NiTareon Tuggle,WR,CIN,6
Noah Thomas,WR,HOU,0
Nolan Kershaw,HB,ARI,0
Omarion Hampton,HB,MIA,3
Omarion Miller,WR,LAC,-2
Orlando Flynn,WR,PIT,5
Parker Livingstone,WR,BAL,-6
Pearce Spurlin III,TE,TEN,-2
Peyton Jones,HB,SF,5
Peyton Lewis,HB,GB,-2
Pofele Ashlock,WR,CAR,0
Preston Howard,TE,WAS,-3
Quincy Porter,WR,PHI,8
Quinnen Winslow,WR,PIT,-1
Quinshon Judkins,HB,PHI,-1
Quinten Joyner,HB,BAL,-1
Quintin Simmons Jr,WR,LV,-8
Raheim Sanders,HB,NE,-5
Raiden Vines-Bright,WR,BUF,-8
Rashaun Mitchell,TE,SF,-9
Richard Feliciano,WR,DEN,4
Riley Williams,TE,ARI,4
Rome Odunze,WR,ATL,0
Rueben Owens,HB,TEN,-3
Ryan Mooney,WR,KC,3
Ryan Williams,WR,JAX,6
Shine Exum,WR,GB,-5
Squirrel White,WR,IND,-3
Tavarres Kazee,HB,TEN,-2
Taylor Tatum,HB,KC,0
Terry Bussey,WR,MIN,-4
Tetairoa McMillan,WR,MIN,2
Tevin Williams,HB,NO,8
Tracy Anderson,WR,JAX,-4
Tradarian Ball,HB,SEA,-4
TreVeyon Henderson,HB,CHI,3
Trevor Etienne,HB,ARI,-2
Treyaun Webb,HB,GB,7
Troy McCutcheon,HB,CLE,6
Vernell Brown III,WR,CLE,-3
Vontavious Calhoun,WR,WAS,-2
Will Hayden,WR,MIN,0
Xavier McDonald,WR,SEA,-3
Xavier Tiller,TE,NYJ,-4
Zay Flowers,WR,ARI,-10
Zion Davis,HB,NE,-8
Zion Kearney,WR,LAR,-7
