Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,STAT_KEEP,DLINEFUMBLERECOVERYYARDS,DSECINTRETURNYARDS,DOWNSPLAYED,DLINEFUMBLERECOVERIES,ASSDEFTACKLES,BIGHITS,DEFTACKLES,DLINEHALFSACK,SEAS_YEAR,CTHALLOWED,DSECINTLONGESTRETURN,DLINESAFETIES,DSECINTS,DSECINTTDS,GAMERATING,DEFPASSDEFLECTIONS,DLINEBLOCKS,YEARBYYEARTEAMINDEX,DEFTACKLESFORLOSS,DLINEFORCEDFUMBLES,DLINESACKS,DLINEFUMBLETDS,GAMESPLAYED,GAMESSTARTED,FirstName_y,LastName_y,PLYR_ASSETNAME,Row Excel,Row Editor,YearsPro,Age,TeamIndex,ContractStatus,TraitDevelopment,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,DLSacksAndTFLPer1000Snaps,DTSacksAndTFLPer1000Snaps,TotalTurnoversPer1000Snaps,LBSacksTFLPassDeflPer1000Snaps,TacklesPer1000Snaps,CBPassDeflPer1000Snaps,CBCatchAllowPer100Snaps,SafetiesCatchAllowMinusPDPerGame,TeamName_y,SkillPointDef
13,LE,Rueben,Bain Jr,Rueben Bain Jr,NE,True,14,0,657,3,21,33,38,0,7,1,0,1,0,0,0,0,0,21,17,2,11,0,14,14,Rueben,Bain Jr,,1594.0,1592.0,5.0,26.0,21.0,Signed,XFactor,95.0,0.0,0.0,NE,tier_0,59.3607305936073,67.73211567732115,9.1324200913242,42.6179604261796,89.8021308980213,0.0,0.15220700152207,0.07142857142857142,NE,4
14,DT,Lloyd,Neal,Lloyd Neal,DET,True,0,0,735,0,16,30,40,1,7,0,0,0,0,0,0,0,0,18,14,0,3,0,16,11,Lloyd,Neal,LloydNeal_30127,253.0,251.0,1.0,22.0,18.0,Signed,Normal,72.0,0.0,0.0,DET,tier_5,27.210884353741495,29.25170068027211,0.0,23.12925170068027,76.1904761904762,0.0,0.0,0.0,DET,-3
15,LE,Boubacar,Traore,Boubacar Traore,DET,True,7,0,488,1,3,14,20,0,7,0,0,0,0,0,0,0,0,18,5,1,2,0,16,2,Boubacar,Traore,,1762.0,1760.0,3.0,25.0,18.0,Signed,Normal,64.0,0.0,0.0,DET,tier_6,18.442622950819672,20.491803278688522,4.0983606557377055,14.344262295081968,47.131147540983605,0.0,0.0,0.0,DET,0
16,DT,Bear,Alexander,Bear Alexander,NE,True,0,0,668,0,25,31,40,1,7,0,0,0,0,0,0,0,0,21,12,0,11,0,16,16,Bear,Alexander,,1716.0,1714.0,6.0,28.0,21.0,Signed,XFactor,90.0,0.0,0.0,NE,tier_1,50.89820359281437,59.131736526946106,0.0,34.4311377245509,97.3053892215569,0.0,0.0,0.0,NE,-4
18,MLB,Foyesade,Oluokun,Foyesade Oluokun,KC,True,0,0,737,0,27,43,59,1,7,21,0,0,0,0,0,10,0,8,1,0,0,0,14,9,Foyesade,Oluokun,OluokunFoyesade_13468,2130.0,2128.0,13.0,36.0,8.0,Signed,Normal,73.0,0.0,0.0,KC,tier_5,1.3568521031207597,1.3568521031207597,0.0,14.925373134328359,116.68928086838534,13.568521031207599,2.8493894165535956,0.7857142857142857,KC,4
20,FS,Desmond,Woodbury,Desmond Woodbury,KC,True,0,0,526,0,16,21,30,0,7,15,0,0,0,0,0,1,0,8,0,0,0,0,16,2,Desmond,Woodbury,DesmondWoodbury_3126,1193.0,1191.0,0.0,21.0,8.0,Signed,Normal,72.0,0.0,0.0,KC,tier_5,0.0,0.0,0.0,1.9011406844106464,87.45247148288973,1.9011406844106464,2.8517110266159698,0.875,KC,-5
21,MLB,Mickey,Vaccarello,Mickey Vaccarello,DET,True,29,0,1256,2,36,74,99,1,7,51,0,0,0,0,0,0,0,18,1,3,0,0,16,16,Mickey,Vaccarello,MickeyVaccarello_29535,962.0,960.0,2.0,25.0,18.0,Signed,Normal,75.0,0.0,0.0,DET,tier_4,0.7961783439490446,0.7961783439490446,3.9808917197452227,0.7961783439490446,107.48407643312102,0.0,4.060509554140127,3.1875,DET,-4
23,SS,Nick,Cross,Nick Cross,KC,True,0,37,1209,0,48,32,51,0,7,28,37,0,1,0,0,8,0,8,0,0,0,0,16,16,Nick,Cross,CrossNick_22398,609.0,607.0,9.0,29.0,8.0,Signed,Star,75.0,0.0,0.0,KC,tier_4,0.0,0.0,0.8271298593879239,6.6170388751033915,81.88585607940446,6.6170388751033915,2.315963606286187,1.25,KC,-5
25,RE,Micah,Parsons,Micah Parsons,BAL,True,36,0,625,3,18,21,30,1,7,0,0,0,0,0,0,1,0,24,13,6,9,0,13,13,Micah,Parsons,ParsonsMicah_21476,2179.0,2177.0,10.0,32.0,24.0,Signed,Superstar,88.0,0.0,0.0,BAL,tier_2,49.6,56.800000000000004,14.4,36.8,76.8,1.6,0.0,-0.07692307692307693,BAL,8
26,MLB,Jeremy,Foster,Jeremy Foster,BAL,True,0,0,352,0,10,5,11,0,7,2,0,0,0,0,0,0,0,24,1,0,0,0,16,2,Jeremy,Foster,JeremyFoster_3063328,2113.0,2111.0,1.0,26.0,24.0,Signed,Normal,67.0,0.0,0.0,BAL,tier_6,2.840909090909091,2.840909090909091,0.0,2.840909090909091,59.659090909090914,0.0,0.5681818181818182,0.125,BAL,-2
27,LE,Matayo,Uiagalelei,Matayo Uiagalelei,BAL,True,13,0,644,1,16,17,25,0,7,1,0,0,0,0,0,0,0,24,7,1,8,0,16,4,Matayo,Uiagalelei,,979.0,977.0,5.0,26.0,24.0,Signed,Normal,74.0,0.0,0.0,BAL,tier_5,35.714285714285715,41.92546583850932,3.105590062111801,23.291925465838506,63.66459627329192,0.0,0.15527950310559005,0.0625,BAL,1
28,CB,Max,Melton,Max Melton,BAL,True,16,146,954,1,9,27,32,0,7,23,42,0,5,0,0,25,0,24,0,1,0,0,16,16,Max,Melton,,3335.0,3333.0,7.0,29.0,24.0,Signed,Star,81.0,0.0,0.0,BAL,tier_3,0.0,0.0,7.337526205450734,26.20545073375262,42.9769392033543,26.20545073375262,2.410901467505241,-0.125,BAL,8
30,SS,Trey,McNutt,Trey McNutt,BAL,True,0,7,1208,0,45,42,59,0,7,30,7,0,1,0,0,10,0,24,2,0,0,0,16,16,Trey,McNutt,TreyMcNutt_29315,1849.0,1847.0,2.0,24.0,24.0,Signed,Normal,78.0,0.0,0.0,BAL,tier_4,1.6556291390728477,1.6556291390728477,0.8278145695364238,9.933774834437086,86.09271523178808,8.27814569536424,2.4834437086092715,1.25,BAL,-2
31,CB,Brandon,Lockhart,Brandon Lockhart,BAL,True,10,51,1139,1,26,40,57,0,7,31,30,0,2,0,0,19,0,24,6,1,0,0,16,3,Brandon,Lockhart,BrandonLockhart_29215,3578.0,3576.0,2.0,23.0,24.0,Signed,Normal,76.0,0.0,0.0,BAL,tier_4,5.267778753292362,5.267778753292362,3.5118525021949076,21.94907813871817,72.87093942054433,16.681299385425813,2.7216856892010535,0.75,BAL,4
32,MLB,Tyler,Atkinson,Tyler Atkinson,BAL,True,21,0,1066,1,35,66,95,0,7,45,0,0,0,0,0,1,0,24,6,2,0,0,16,16,Tyler,Atkinson,TylerAtkinson_29115,1432.0,1430.0,2.0,23.0,24.0,Signed,Normal,79.0,0.0,0.0,BAL,tier_4,5.628517823639775,5.628517823639775,2.8142589118198873,6.566604127579738,121.95121951219512,0.9380863039399625,4.221388367729831,2.75,BAL,1
33,DT,Simeon,Barrow Jr.,Simeon Barrow Jr.,BAL,True,0,0,574,1,23,15,24,0,7,0,0,0,0,0,0,0,0,24,6,0,1,0,16,12,Simeon,Barrow Jr.,,811.0,809.0,6.0,28.0,24.0,Signed,Star,79.0,0.0,0.0,BAL,tier_4,13.937282229965156,14.80836236933798,1.7421602787456445,12.195121951219512,81.88153310104529,0.0,0.0,0.0,BAL,-5
34,LOLB,Jeremiah,Owusu-Koramoah,Jeremiah Owusu-Koramoah,BAL,True,15,7,938,3,36,53,78,0,7,33,7,0,1,0,0,4,0,24,5,2,0,0,16,16,Jeremiah,Owusu-Koramoah,OwusuKoramoahJeremiah_21500,2156.0,2154.0,10.0,31.0,24.0,Signed,Star,78.0,0.0,0.0,BAL,tier_4,5.330490405117271,5.330490405117271,6.3965884861407245,9.594882729211088,121.53518123667376,4.264392324093817,3.518123667377399,1.8125,BAL,8
35,ROLB,Anthony,Kruah,Anthony Kruah,BAL,True,0,0,361,0,6,5,5,1,7,1,0,0,0,0,0,0,0,24,0,0,0,0,16,2,Anthony,Kruah,,480.0,478.0,2.0,24.0,24.0,Signed,Normal,63.0,0.0,0.0,BAL,tier_6,0.0,0.0,0.0,0.0,30.470914127423825,0.0,0.2770083102493075,0.0625,BAL,-4
36,CB,Devin,Williams,Devin Williams,BAL,True,0,0,361,0,5,2,5,0,7,1,0,0,0,0,0,2,0,24,0,0,0,0,16,2,Devin,Williams,DevinWilliams_29615,1682.0,1680.0,2.0,24.0,24.0,Signed,Normal,74.0,0.0,0.0,BAL,tier_5,0.0,0.0,0.0,5.54016620498615,27.700831024930746,5.54016620498615,0.2770083102493075,-0.0625,BAL,0
38,LE,Keona,Wilhite,Keona Wilhite,DET,True,0,0,424,0,11,10,15,0,7,0,0,0,0,0,0,0,0,18,6,0,3,0,14,3,Keona,Wilhite,,1705.0,1703.0,3.0,25.0,18.0,Signed,Normal,68.0,0.0,0.0,DET,tier_6,28.30188679245283,31.839622641509433,0.0,21.22641509433962,61.320754716981135,0.0,0.0,0.0,DET,-1
39,LE,Jared,Smith,Jared Smith,BAL,True,15,0,600,1,11,24,32,0,7,1,0,0,0,0,0,0,0,24,13,1,5,0,13,13,Jared,Smith,,2168.0,2166.0,3.0,24.0,24.0,Signed,Star,75.0,0.0,0.0,BAL,tier_4,38.33333333333333,42.5,3.3333333333333335,30.0,71.66666666666667,0.0,0.16666666666666669,0.07692307692307693,BAL,0
41,ROLB,Travis,Barnett,Travis Barnett,NE,True,17,0,382,1,5,3,4,0,7,2,0,0,0,0,0,0,0,21,0,1,0,0,16,2,Travis,Barnett,TravisBarnett_31511,1766.0,1764.0,0.0,22.0,21.0,Signed,Normal,64.0,0.0,0.0,NE,tier_6,0.0,0.0,5.235602094240838,0.0,23.56020942408377,0.0,0.5235602094240838,0.125,NE,2
42,CB,Chauncey,Tolbert,Chauncey Tolbert,NE,True,0,0,457,0,2,9,13,0,7,5,0,0,0,0,0,1,0,21,1,0,0,0,16,1,Chauncey,Tolbert,ChaunceyTolbert_31326,1767.0,1765.0,0.0,22.0,21.0,Signed,Normal,77.0,0.0,0.0,NE,tier_4,2.1881838074398248,2.1881838074398248,0.0,4.3763676148796495,32.82275711159737,2.1881838074398248,1.0940919037199124,0.25,NE,-4
43,LE,Williams,Nwaneri,Williams Nwaneri,SF,True,0,0,333,0,8,10,13,0,7,0,0,0,0,0,0,0,0,14,4,0,2,0,14,14,Williams,Nwaneri,,2688.0,2686.0,4.0,25.0,14.0,Signed,Normal,80.0,0.0,0.0,SF,tier_3,24.024024024024023,27.027027027027028,0.0,18.01801801801802,63.063063063063055,0.0,0.0,0.0,SF,-6
44,MLB,Austin,Romaine,Austin Romaine,NE,True,1,0,1000,1,55,51,85,0,7,42,0,0,0,0,0,0,0,21,0,0,0,0,16,14,Austin,Romaine,,71.0,69.0,4.0,27.0,21.0,Signed,Normal,69.0,0.0,0.0,NE,tier_6,0.0,0.0,1.0,0.0,140.0,0.0,4.2,2.625,NE,8
46,CB,D'Angelo,Ponds,D'Angelo Ponds,BUF,True,16,34,1094,1,10,26,31,0,7,23,33,0,2,0,0,18,0,2,0,1,0,0,16,16,D'Angelo,Ponds,,2829.0,2827.0,3.0,25.0,2.0,Signed,Star,82.0,0.0,0.0,BUF,tier_3,0.0,0.0,3.656307129798903,16.453382084095065,37.47714808043875,16.453382084095065,2.1023765996343693,0.3125,BUF,3
47,SS,Isaac,Smith,Isaac Smith,BUF,True,7,50,1208,1,59,41,63,0,7,28,26,0,3,0,0,14,0,2,0,1,0,0,16,16,Isaac,Smith,,2788.0,2786.0,3.0,25.0,2.0,Signed,Normal,83.0,0.0,0.0,BUF,tier_3,0.0,0.0,4.13907284768212,11.589403973509935,100.99337748344371,11.589403973509935,2.3178807947019866,0.875,BUF,4
48,DT,Malik,Autry,Malik Autry,BUF,True,39,0,599,3,20,21,31,1,7,0,0,0,0,0,0,0,1,2,13,3,5,0,16,4,Malik,Autry,,2335.0,2333.0,3.0,24.0,2.0,Signed,Normal,73.0,0.0,0.0,BUF,tier_5,38.397328881469114,42.57095158597663,11.686143572621035,30.05008347245409,85.14190317195326,0.0,0.0,0.0,BUF,8
49,CB,Sharif,Denson,Sharif Denson,BUF,True,0,52,1013,0,14,28,33,0,7,30,29,0,2,0,0,13,0,2,1,0,0,0,16,16,Sharif,Denson,,1846.0,1844.0,4.0,27.0,2.0,Signed,Star,88.0,0.0,0.0,BUF,tier_2,0.9871668311944718,0.9871668311944718,1.9743336623889436,13.820335636722607,46.396841066140176,12.833168805528134,2.9615004935834155,1.0625,BUF,-2
50,MLB,Tackett,Curtis,Tackett Curtis,BUF,True,0,0,837,0,24,65,81,0,7,49,0,0,0,0,0,1,0,2,1,0,0,0,12,12,Tackett,Curtis,,570.0,568.0,5.0,26.0,2.0,Signed,Star,86.0,0.0,0.0,BUF,tier_2,1.194743130227001,1.194743130227001,0.0,2.389486260454002,125.44802867383511,1.194743130227001,5.854241338112306,4.0,BUF,-5
51,FS,Malik,Hartford,Malik Hartford,BUF,True,0,42,1024,0,55,50,71,0,7,32,26,0,3,0,0,8,0,2,2,0,0,0,15,15,Malik,Hartford,,280.0,278.0,5.0,27.0,2.0,Signed,Star,80.0,0.0,0.0,BUF,tier_3,1.953125,1.953125,2.9296875,9.765625,123.046875,7.8125,3.125,1.6,BUF,4
52,CB,Devon,Witherspoon,Devon Witherspoon,BUF,True,0,88,1164,0,29,45,57,0,7,37,23,0,4,0,0,13,0,2,1,0,0,0,16,1,Devon,Witherspoon,WitherspoonDevon_23023,3120.0,3118.0,8.0,30.0,2.0,Signed,Star,80.0,0.0,0.0,BUF,tier_3,0.8591065292096219,0.8591065292096219,3.4364261168384878,12.027491408934708,73.8831615120275,11.168384879725085,3.178694158075601,1.5,BUF,2
53,LOLB,SirVocea,Dennis,SirVocea Dennis,CIN,True,63,0,721,1,17,10,23,0,7,1,0,0,0,0,0,0,0,1,9,0,7,1,16,11,SirVocea,Dennis,DennisSirVocea_23003,697.0,695.0,8.0,31.0,1.0,Signed,Star,70.0,0.0,0.0,CIN,tier_5,31.9001386962552,36.754507628294036,2.7739251040221915,22.191400832177532,55.47850208044383,0.0,0.13869625520110956,0.0625,CIN,7
54,ROLB,Marques,Hannah,Marques Hannah,CIN,True,0,0,416,0,6,4,6,0,7,3,0,0,0,0,0,0,0,1,1,0,1,0,16,2,Marques,Hannah,MarquesHannah_31416,2707.0,2705.0,0.0,22.0,1.0,Signed,Normal,66.0,0.0,0.0,CIN,tier_6,7.211538461538462,8.413461538461538,0.0,4.807692307692308,28.846153846153847,0.0,0.7211538461538461,0.1875,CIN,-1
55,LE,Juwan,Wood,Juwan Wood,CIN,True,0,0,645,0,13,14,29,0,7,0,0,0,0,0,0,0,0,1,9,0,3,0,16,3,Juwan,Wood,JuwanWood_31316,202.0,200.0,0.0,22.0,1.0,Signed,Normal,69.0,0.0,0.0,CIN,tier_6,23.25581395348837,25.58139534883721,0.0,18.6046511627907,65.11627906976744,0.0,0.0,0.0,CIN,-1
56,CB,Andrew,Elliott,Andrew Elliott,CIN,True,0,23,890,0,6,23,28,0,7,25,23,0,1,0,0,13,0,1,0,0,0,0,14,14,Andrew,Elliott,AndrewElliott_31116,2460.0,2458.0,0.0,21.0,1.0,Signed,Normal,77.0,0.0,0.0,CIN,tier_4,0.0,0.0,1.1235955056179776,14.606741573033709,38.20224719101124,14.606741573033709,2.8089887640449436,0.8571428571428571,CIN,0
57,SS,Scotty,Edwards,Scotty Edwards,CIN,True,37,31,957,2,37,29,46,0,7,19,31,0,1,0,0,7,0,1,0,2,0,0,12,12,Scotty,Edwards,,2537.0,2535.0,4.0,26.0,1.0,Signed,Normal,78.0,0.0,0.0,CIN,tier_4,0.0,0.0,5.2246603970741905,7.3145245559038665,86.72936259143157,7.3145245559038665,1.9853709508881923,1.0,CIN,3
58,RE,Beau,Atkinson,Beau Atkinson,CIN,True,0,0,708,0,16,30,40,0,7,0,0,0,0,0,0,0,0,1,16,1,9,0,16,10,Beau,Atkinson,,937.0,935.0,4.0,27.0,1.0,Signed,Normal,79.0,0.0,0.0,CIN,tier_4,48.0225988700565,54.378531073446325,1.4124293785310735,35.31073446327684,79.09604519774012,0.0,0.0,0.0,CIN,6
59,CB,Christian,Gonzalez,Christian Gonzalez,CIN,True,18,16,1195,1,25,49,67,0,7,39,16,0,1,0,0,13,0,1,2,1,0,0,16,4,Christian,Gonzalez,GonzalezChristian_23026,1030.0,1028.0,8.0,29.0,1.0,Signed,Star,73.0,0.0,0.0,CIN,tier_5,1.6736401673640167,1.6736401673640167,2.510460251046025,12.552301255230125,76.98744769874477,10.878661087866108,3.2635983263598325,1.625,CIN,0
61,ROLB,Steele,Chambers,Steele Chambers,CIN,True,3,53,1172,1,48,68,90,0,7,39,31,0,2,1,0,12,0,1,0,2,0,0,16,16,Steele,Chambers,,3346.0,3344.0,7.0,30.0,1.0,Signed,Star,79.0,0.0,0.0,CIN,tier_4,0.0,0.0,5.1194539249146755,10.238907849829351,117.74744027303754,10.238907849829351,3.3276450511945397,1.6875,CIN,8
64,SS,Reggie,Hall,Reggie Hall,CIN,True,0,2,545,0,15,20,30,0,7,16,2,0,1,0,0,9,0,1,0,0,0,0,16,5,Reggie,Hall,ReggieHall_3066,3595.0,3593.0,1.0,24.0,1.0,Signed,Normal,72.0,0.0,0.0,CIN,tier_5,0.0,0.0,1.834862385321101,16.51376146788991,82.56880733944955,16.51376146788991,2.9357798165137616,0.4375,CIN,4
65,FS,Olubunmi,Maikori,Olubunmi Maikori,CIN,True,0,0,344,0,15,7,11,0,7,2,0,0,0,0,0,2,0,1,0,0,0,0,14,4,Olubunmi,Maikori,,346.0,344.0,1.0,24.0,1.0,Signed,Normal,75.0,0.0,0.0,CIN,tier_4,0.0,0.0,0.0,5.813953488372093,75.5813953488372,5.813953488372093,0.5813953488372093,0.0,CIN,-5
67,MLB,Keylan,Moses,Keylan Moses,CIN,True,0,33,592,0,13,31,35,1,7,14,33,0,1,0,0,2,0,1,1,0,0,0,16,6,Keylan,Moses,KeylanMoses_29538,791.0,789.0,2.0,24.0,1.0,Signed,Normal,76.0,0.0,0.0,CIN,tier_4,1.6891891891891893,1.6891891891891893,1.6891891891891893,5.0675675675675675,81.08108108108108,3.3783783783783785,2.364864864864865,0.75,CIN,-1
69,CB,Jahlil,Hurley,Jahlil Hurley,CIN,True,0,0,488,0,8,10,15,0,7,6,0,0,0,0,0,2,0,1,0,0,0,0,16,2,Jahlil,Hurley,,302.0,300.0,3.0,26.0,1.0,Signed,Normal,70.0,0.0,0.0,CIN,tier_5,0.0,0.0,0.0,4.0983606557377055,47.131147540983605,4.0983606557377055,1.2295081967213115,0.25,CIN,-2
71,CB,Dezz,Ricks,Dezz Ricks,CIN,True,0,0,992,0,13,27,38,0,7,31,0,0,0,0,0,5,0,1,1,0,0,0,15,15,Dezz,Ricks,,1239.0,1237.0,3.0,25.0,1.0,Signed,Normal,75.0,0.0,0.0,CIN,tier_4,1.0080645161290323,1.0080645161290323,0.0,6.048387096774193,51.41129032258065,5.040322580645161,3.125,1.7333333333333334,CIN,-2
72,SS,Daniel,Felton,Daniel Felton,ATL,True,0,0,401,0,13,7,14,0,7,6,0,0,0,0,0,0,0,13,0,0,0,0,16,2,Daniel,Felton,DanielFelton_31534,409.0,407.0,0.0,22.0,13.0,Signed,Normal,67.0,0.0,0.0,ATL,tier_6,0.0,0.0,0.0,0.0,67.33167082294264,0.0,1.4962593516209477,0.375,ATL,-6
73,FS,Tramon,Vincent Jr,Tramon Vincent Jr,ATL,True,0,17,937,0,50,40,60,0,7,20,17,0,1,0,0,8,0,13,0,0,0,0,14,14,Tramon,Vincent Jr,TramonVincent Jr_3139,328.0,326.0,0.0,22.0,13.0,Signed,Star,78.0,0.0,0.0,ATL,tier_4,0.0,0.0,1.0672358591248667,8.537886872998934,117.39594450373532,8.537886872998934,2.134471718249733,0.8571428571428571,ATL,1
74,CB,Kyrie,Wallace,Kyrie Wallace,ATL,True,0,11,901,0,14,30,39,0,7,26,10,0,2,0,0,10,0,13,0,0,0,0,16,7,Kyrie,Wallace,KyrieWallace_3129,3271.0,3269.0,0.0,23.0,13.0,Signed,Normal,75.0,0.0,0.0,ATL,tier_4,0.0,0.0,2.2197558268590454,11.098779134295228,58.8235294117647,11.098779134295228,2.885682574916759,1.0,ATL,1
75,MLB,Daniel,Trapp,Daniel Trapp,ATL,True,18,0,1468,2,45,76,107,1,7,48,0,0,0,0,0,0,0,13,2,2,0,0,16,16,Daniel,Trapp,DanielTrapp_3119,3489.0,3487.0,0.0,23.0,13.0,Signed,Normal,76.0,0.0,0.0,ATL,tier_4,1.3623978201634876,1.3623978201634876,2.7247956403269753,1.3623978201634876,103.54223433242507,0.0,3.2697547683923704,3.0,ATL,-5
76,CB,Denzel,Burke,Denzel Burke,ATL,True,2,23,1064,1,15,30,39,0,7,26,13,0,2,0,0,8,0,13,0,1,0,0,14,10,Denzel,Burke,,3247.0,3245.0,7.0,28.0,13.0,Signed,Star,75.0,0.0,0.0,ATL,tier_4,0.0,0.0,3.7593984962406015,7.518796992481203,50.751879699248114,7.518796992481203,2.443609022556391,1.2857142857142858,ATL,2
77,RE,Kayvon,Thibodeaux,Kayvon Thibodeaux,ATL,True,17,0,569,1,11,18,21,1,7,0,0,0,0,0,0,0,0,13,5,1,4,0,12,12,Kayvon,Thibodeaux,ThibodeauxKayvon_22139,2766.0,2764.0,9.0,30.0,13.0,Signed,Star,82.0,0.0,0.0,ATL,tier_3,22.847100175746927,26.362038664323375,3.51493848857645,15.817223198594025,56.2390158172232,0.0,0.0,0.0,ATL,-3
