Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,KICKEPBLOCKED,PUNTNETYARDS,PUNTYARDS,KICKFGBLOCKED,PUNTATTEMPTS,PUNTIN20,DOWNSPLAYED,KICKEPATTEMPTS,PUNTLONGEST,SEAS_YEAR,KICKNUMKICKOFFS,STAT_KEEP,GAMERATING,PUNTTOUCHBACKS,KICKFGATTEMPTS,KICKEPMADE,GAMEWINFGSMADE,KICKFGATTEMPTS50ORMORE,KICKFGATTEMPTS40TO49,KICKFGATTEMPTS30TO39,KICKFGATTEMPTS29ORLESS,GAMEWINFGATTEMPTS,KICKFGMADE30TO39,KICKFGMADE29ORLESS,KICKFGMADE,KICKFGLONGEST,GAMESSTARTED,YEARBYYEARTEAMINDEX,KICKTOUCHBACKS,KICKFGMADE50ORMORE,KICKFGMADE40TO49,PUNTBLOCKED,GAMESPLAYED,FirstName_y,LastName_y,PLYR_ASSETNAME,Row Excel,Row Editor,YearsPro,Age,TeamIndex,ContractStatus,TraitDevelopment,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,FGPercentage,EPPercentage,Over40YardPercentage,PuntTBPerIn20,YardsPerPunt,NetYardsToPuntYards,TeamName_y,SkillPointKick
116,P,Bradley,Green,Bradley Green,SEA,0,3686,4053,0,87,27,164,0,53,7,67,False,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,27,33,0,0,0,16,Bradley,Green,BradleyGreen_3176,3025.0,3023.0,0.0,22.0,27.0,Signed,Normal,72.0,0.0,0.0,SEA,tier_5,,,,0.1111111111111111,46.58620689655172,0.9094497902788058,SEA,0
117,K,Joey,Matthews,Joey Matthews,SEA,0,0,0,0,0,0,47,26,0,7,0,False,0,0,21,26,0,3,7,5,6,0,4,5,18,58,14,27,0,2,7,0,14,Joey,Matthews,JoeyMatthews_31635,910.0,908.0,0.0,22.0,27.0,Signed,Normal,73.0,0.0,0.0,SEA,tier_5,0.8571428571428571,1.0,0.9,,,,SEA,6
118,P,Bryce,McFerson,Bryce McFerson,GB,0,2656,2884,0,62,20,160,0,53,7,90,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16,19,49,0,0,2,16,Bryce,McFerson,,1565.0,1563.0,4.0,26.0,19.0,Signed,Normal,75.0,0.0,0.0,GB,tier_4,,,,0.1,46.516129032258064,0.9209431345353676,GB,0
119,K,Kyle,Lemmermann,Kyle Lemmermann,GB,0,0,0,1,0,0,87,43,0,7,0,False,0,0,38,41,0,10,11,4,13,0,4,10,30,60,16,19,0,9,7,0,16,Kyle,Lemmermann,KyleLemmermann_2963391,477.0,475.0,2.0,24.0,19.0,Signed,Normal,73.0,0.0,0.0,GB,tier_5,0.7894736842105263,0.9534883720930233,0.7619047619047619,,,,GB,-2
120,P,Palmer,Williams,Palmer Williams,DAL,0,2754,2943,0,63,26,64,0,54,7,0,False,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,10,0,0,0,0,16,Palmer,Williams,,2029.0,2027.0,4.0,27.0,10.0,Signed,Normal,75.0,0.0,0.0,DAL,tier_4,,,,0.11538461538461539,46.714285714285715,0.9357798165137615,DAL,-1
121,K,Tristan,Alvano,Tristan Alvano,DAL,0,0,0,2,0,0,170,40,0,7,88,False,0,0,40,37,0,10,8,10,12,0,8,11,36,58,16,10,57,9,8,0,16,Tristan,Alvano,,585.0,583.0,4.0,27.0,10.0,Signed,Normal,77.0,0.0,0.0,DAL,tier_4,0.9,0.925,0.9444444444444444,,,,DAL,-1
122,P,Danny,Donnell,Danny Donnell,DEN,0,2185,2395,0,52,16,52,0,61,7,0,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,10,Danny,Donnell,DannyDonnell_3063400,780.0,778.0,1.0,24.0,3.0,Signed,Normal,73.0,0.0,0.0,DEN,tier_5,,,,0.125,46.05769230769231,0.9123173277661796,DEN,0
123,K,Joshua,Karty,Joshua Karty,DEN,0,0,0,1,0,0,143,40,0,7,80,False,0,0,26,39,0,5,9,9,3,0,8,2,20,58,16,3,50,4,6,0,16,Joshua,Karty,,3357.0,3355.0,7.0,29.0,3.0,Signed,Star,74.0,0.0,0.0,DEN,tier_5,0.7692307692307693,0.975,0.7142857142857143,,,,DEN,-3
124,P,Mitchell,Lake,Mitchell Lake,ARI,0,4056,4277,0,91,30,93,0,53,7,0,False,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16,6,0,0,0,0,16,Mitchell,Lake,,1146.0,1144.0,4.0,27.0,6.0,Signed,Normal,74.0,0.0,0.0,ARI,tier_5,,,,0.16666666666666666,47.0,0.9483282674772037,ARI,0
125,K,Will,Ferrin,Will Ferrin,ARI,0,0,0,0,0,0,132,28,0,7,69,False,0,0,32,28,0,12,7,4,9,0,3,7,24,59,16,6,51,8,6,0,16,Will,Ferrin,,2635.0,2633.0,5.0,27.0,6.0,Signed,Normal,76.0,0.0,0.0,ARI,tier_4,0.75,1.0,0.7368421052631579,,,,ARI,-5
126,P,Tory,Taylor,Tory Taylor,IND,0,3298,3655,0,78,27,151,0,54,7,69,False,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,9,42,0,0,0,16,Tory,Taylor,,3421.0,3419.0,7.0,31.0,9.0,Signed,Normal,76.0,0.0,0.0,IND,tier_4,,,,0.1111111111111111,46.85897435897436,0.9023255813953488,IND,-1
128,K,Will,Reichard,Will Reichard,JAX,0,0,0,0,0,0,157,36,0,7,86,False,0,0,31,33,0,9,9,8,5,0,7,5,29,58,16,16,67,8,9,0,16,Will,Reichard,,3445.0,3443.0,7.0,30.0,16.0,Signed,Normal,81.0,0.0,0.0,JAX,tier_3,0.9354838709677419,0.9166666666666666,0.9444444444444444,,,,JAX,-5
129,P,Brett,Thorson,Brett Thorson,JAX,0,3517,3716,0,78,30,81,0,54,7,0,False,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,0,0,0,16,Brett,Thorson,,2016.0,2014.0,5.0,27.0,16.0,Signed,Normal,80.0,0.0,0.0,JAX,tier_3,,,,0.1,47.64102564102564,0.9464477933261571,JAX,1
130,P,Jamie,Gillan,Jamie Gillan,LAC,0,3422,3639,0,76,27,77,0,54,7,0,False,0,7,0,0,0,0,0,0,0,0,0,0,0,0,16,7,0,0,0,0,16,Jamie,Gillan,GillanJamie_20794,1005.0,1003.0,12.0,34.0,7.0,Signed,Star,77.0,0.0,0.0,LAC,tier_4,,,,0.25925925925925924,47.88157894736842,0.9403682330310524,LAC,-1
131,K,Cameron,Dicker,Cameron Dicker,LAC,1,0,0,1,0,0,154,45,0,7,85,False,0,0,23,44,0,6,5,6,6,0,5,5,20,59,16,7,52,5,5,0,16,Cameron,Dicker,DickerCameron_22392,702.0,700.0,9.0,31.0,7.0,Signed,Normal,82.0,0.0,0.0,LAC,tier_3,0.8695652173913043,0.9777777777777777,0.9090909090909091,,,,LAC,-1
132,P,Will,Stein,Will Stein,HOU,0,2906,3210,0,69,29,80,0,52,7,0,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,16,31,0,0,0,0,16,Will,Stein,WillStein_3163397,2036.0,2034.0,0.0,21.0,31.0,Signed,Normal,71.0,0.0,0.0,HOU,tier_5,,,,0.06896551724137931,46.52173913043478,0.9052959501557633,HOU,1
133,K,Mason,Shipley,Mason Shipley,HOU,0,0,0,1,0,0,161,46,0,7,79,False,0,0,23,45,0,5,8,5,5,0,4,5,21,58,16,31,57,4,8,0,16,Mason,Shipley,,2715.0,2713.0,5.0,28.0,31.0,Signed,Star,85.0,0.0,0.0,HOU,tier_2,0.9130434782608695,0.9782608695652174,0.9230769230769231,,,,HOU,0
134,P,Trevor,Lawrence,Trevor Lawrence,DET,0,3510,3844,0,83,30,174,0,53,7,79,False,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,18,46,0,0,1,16,Trevor,Lawrence,TrevorLawrence_31738,1930.0,1928.0,0.0,23.0,18.0,Signed,Normal,72.0,0.0,0.0,DET,tier_5,,,,0.1,46.31325301204819,0.913111342351717,DET,1
135,K,Bret,Kovacs,Bret Kovacs,DET,0,0,0,0,0,0,70,39,0,7,0,False,0,0,23,38,0,3,4,6,10,0,6,10,23,58,16,18,0,3,4,0,16,Bret,Kovacs,BretKovacs_30721,3635.0,3633.0,1.0,22.0,18.0,Signed,Normal,71.0,0.0,0.0,DET,tier_5,1.0,0.9743589743589743,1.0,,,,DET,8
137,P,Decam,Duley,Decam Duley,ATL,0,3748,3949,0,83,34,167,0,55,7,74,False,0,8,0,0,0,0,0,0,0,0,0,0,0,0,16,13,48,0,0,1,16,Decam,Duley,,674.0,672.0,3.0,25.0,13.0,Signed,Superstar,82.0,0.0,0.0,ATL,tier_3,,,,0.23529411764705882,47.57831325301205,0.9491010382375284,ATL,-2
138,P,Tommy,Townsend,Tommy Townsend,BAL,0,3129,3325,0,68,34,138,0,56,7,68,False,0,7,0,0,0,0,0,0,0,0,0,0,0,0,14,24,45,0,0,1,14,Tommy,Townsend,TownsendTommy_21175,2837.0,2835.0,11.0,34.0,24.0,Signed,Normal,83.0,0.0,0.0,BAL,tier_3,,,,0.20588235294117646,48.89705882352941,0.9410526315789474,BAL,1
139,K,Ryland,Stromberg,Ryland Stromberg,BAL,0,0,0,2,0,0,75,33,0,7,11,False,0,0,34,32,0,10,8,7,9,0,6,8,29,59,16,24,8,8,7,0,16,Ryland,Stromberg,RylandStromberg_30727,3627.0,3625.0,1.0,24.0,24.0,Signed,Star,81.0,0.0,0.0,BAL,tier_3,0.8529411764705882,0.9696969696969697,0.8333333333333334,,,,BAL,-4
140,P,Thad,Mitchell,Thad Mitchell,NYJ,0,2880,3130,0,70,17,71,0,52,7,0,False,0,8,0,0,0,0,0,0,0,0,0,0,0,0,16,17,0,0,0,0,16,Thad,Mitchell,ThadMitchell_3063399,2496.0,2494.0,1.0,23.0,17.0,Signed,Normal,68.0,0.0,0.0,NYJ,tier_6,,,,0.47058823529411764,44.714285714285715,0.9201277955271565,NYJ,-3
141,K,Brock,Taylor,Brock Taylor,NYJ,0,0,0,0,0,0,151,42,0,7,82,False,0,0,24,40,0,6,6,6,6,0,5,6,22,57,16,17,59,5,6,0,16,Brock,Taylor,,2122.0,2120.0,3.0,26.0,17.0,Signed,Superstar,84.0,0.0,0.0,NYJ,tier_3,0.9166666666666666,0.9523809523809523,0.9166666666666666,,,,NYJ,-1
142,P,Eddie,Czaplicki,Eddie Czaplicki,WAS,0,4463,4739,0,99,38,161,0,54,7,61,False,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16,25,41,0,0,0,16,Eddie,Czaplicki,,1157.0,1155.0,6.0,29.0,25.0,Signed,Star,79.0,0.0,0.0,WAS,tier_4,,,,0.13157894736842105,47.86868686868687,0.9417598649504115,WAS,1
143,K,Ka'imi,Fairbairn,Ka'imi Fairbairn,WAS,0,0,0,1,0,0,50,28,0,7,0,False,0,0,23,27,0,8,9,3,3,0,3,1,18,57,16,25,0,6,8,0,16,Ka'imi,Fairbairn,FairbairnKaimi_17759,848.0,846.0,15.0,37.0,25.0,Signed,Star,77.0,0.0,0.0,WAS,tier_4,0.782608695652174,0.9642857142857143,0.8235294117647058,,,,WAS,-4
144,P,Tommy,Doman,Tommy Doman,CHI,0,3457,3648,0,76,32,77,0,54,7,0,False,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,1,16,Tommy,Doman,,2142.0,2140.0,6.0,29.0,0.0,Signed,Normal,75.0,0.0,0.0,CHI,tier_4,,,,0.15625,48.0,0.9476425438596491,CHI,3
145,P,Michael,Kern,Michael Kern,TB,0,4004,4312,0,92,32,95,0,53,7,0,False,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16,5,0,0,0,2,16,Michael,Kern,MichaelKern_29713,1881.0,1879.0,2.0,25.0,5.0,Signed,Normal,72.0,0.0,0.0,TB,tier_5,,,,0.15625,46.869565217391305,0.9285714285714286,TB,1
146,K,Griffin,Kell,Griffin Kell,TB,0,0,0,1,0,0,130,40,0,7,71,False,0,0,16,38,0,2,5,5,4,0,3,3,13,56,16,5,50,2,5,0,16,Griffin,Kell,,3462.0,3460.0,7.0,30.0,5.0,Signed,Star,82.0,0.0,0.0,TB,tier_3,0.8125,0.95,1.0,,,,TB,-3
147,K,Levy,McNally,Levy McNally,TEN,0,0,0,0,0,0,75,45,0,7,0,False,0,0,27,44,0,9,5,6,7,0,6,6,24,58,16,29,0,9,3,0,16,Levy,McNally,LevyMcNally_31718,1697.0,1695.0,0.0,22.0,29.0,Signed,Normal,73.0,0.0,0.0,TEN,tier_5,0.8888888888888888,0.9777777777777777,0.8571428571428571,,,,TEN,3
148,P,Tyler,Kinsman,Tyler Kinsman,TEN,0,3652,3837,0,79,31,168,0,54,7,86,False,0,6,0,0,0,0,0,0,0,0,0,0,0,0,16,29,49,0,0,0,16,Tyler,Kinsman,TylerKinsman_2963306,3517.0,3515.0,2.0,25.0,29.0,Signed,Normal,79.0,0.0,0.0,TEN,tier_4,,,,0.1935483870967742,48.56962025316456,0.9517852488923638,TEN,4
149,P,Kurt,Otto,Kurt Otto,NO,0,3391,3562,0,79,25,79,0,53,7,0,False,0,6,0,0,0,0,0,0,0,0,0,0,0,0,16,26,0,0,0,0,16,Kurt,Otto,KurtOtto_3063401,2344.0,2342.0,1.0,26.0,26.0,Signed,Normal,70.0,0.0,0.0,NO,tier_5,,,,0.24,45.08860759493671,0.9519932622122403,NO,-2
150,K,Aaron,Rudd,Aaron Rudd,NO,0,0,0,0,0,0,158,45,0,7,87,False,0,0,25,44,0,6,6,6,7,0,6,6,24,59,16,26,50,6,6,0,16,Aaron,Rudd,AaronRudd_30522,647.0,645.0,1.0,23.0,26.0,Signed,Normal,80.0,0.0,0.0,NO,tier_3,0.96,0.9777777777777777,1.0,,,,NO,1
151,P,Ryland,Lyles,Ryland Lyles,PHI,0,3221,3388,0,74,26,171,0,53,7,96,False,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16,12,69,0,0,0,16,Ryland,Lyles,RylandLyles_30614,887.0,885.0,1.0,22.0,12.0,Signed,Normal,75.0,0.0,0.0,PHI,tier_4,,,,0.19230769230769232,45.78378378378378,0.9507083825265643,PHI,-1
152,K,Aeeron,Burrell,Aeeron Burrell,PHI,1,0,0,0,0,0,80,58,0,7,0,False,0,0,22,57,0,7,10,4,1,0,4,1,21,55,16,12,0,7,9,0,16,Aeeron,Burrell,AeeronBurrell_2978,1220.0,1218.0,2.0,24.0,12.0,Signed,Normal,73.0,0.0,0.0,PHI,tier_5,0.9545454545454546,0.9827586206896551,0.9411764705882353,,,,PHI,6
153,P,Dylan,Joyce,Dylan Joyce,SF,0,3339,3527,0,75,29,75,0,53,7,0,False,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16,14,0,0,0,0,16,Dylan,Joyce,,1320.0,1318.0,4.0,26.0,14.0,Signed,Normal,76.0,0.0,0.0,SF,tier_4,,,,0.1724137931034483,47.026666666666664,0.9466969095548625,SF,-1
154,K,Dustin,Hopkins,Dustin Hopkins,SF,0,0,0,1,0,0,134,40,0,7,73,False,0,0,24,39,0,10,7,3,4,0,2,4,20,58,16,14,40,8,6,0,16,Dustin,Hopkins,HopkinsDustin_11941,1301.0,1299.0,18.0,40.0,14.0,Signed,Star,81.0,0.0,0.0,SF,tier_3,0.8333333333333334,0.975,0.8235294117647058,,,,SF,-5
155,P,Mason,Fletcher,Mason Fletcher,BUF,0,3416,3685,0,75,28,159,0,70,7,81,False,0,9,0,0,0,0,0,0,0,0,0,0,0,0,16,2,49,0,0,0,16,Mason,Fletcher,,3480.0,3478.0,7.0,31.0,2.0,Signed,Superstar,82.0,0.0,0.0,BUF,tier_3,,,,0.32142857142857145,49.13333333333333,0.9270013568521032,BUF,-2
156,K,Jai,Patel,Jai Patel,BUF,1,0,0,0,0,0,68,40,0,7,0,False,0,0,29,39,0,7,5,9,8,0,8,8,27,59,15,2,0,7,4,0,15,Jai,Patel,,894.0,892.0,4.0,26.0,2.0,Signed,Superstar,74.0,0.0,0.0,BUF,tier_5,0.9310344827586207,0.975,0.9166666666666666,,,,BUF,5
157,P,Riley,Thompson,Riley Thompson,CLE,0,3026,3418,0,74,23,174,0,54,7,95,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,4,65,0,0,0,16,Riley,Thompson,,3615.0,3613.0,7.0,31.0,4.0,Signed,Normal,77.0,0.0,0.0,CLE,tier_4,,,,0.043478260869565216,46.189189189189186,0.8853130485664131,CLE,-1
158,K,Dominic,Zvada,Dominic Zvada,CHI,0,0,0,0,0,0,163,46,0,7,87,False,0,0,28,38,0,6,10,5,7,0,4,6,21,58,16,0,54,5,6,0,16,Dominic,Zvada,,704.0,702.0,5.0,27.0,0.0,Signed,Normal,78.0,0.0,0.0,CHI,tier_4,0.75,0.8260869565217391,0.6875,,,,CHI,-12
626,K,Pat,Williams,Pat Williams,LV,0,0,0,0,0,0,48,29,0,7,0,False,0,0,19,28,0,6,3,5,5,0,3,3,14,58,10,22,0,6,2,0,10,Pat,Williams,PatWilliams_3163312,1107.0,1105.0,0.0,24.0,22.0,Signed,Normal,72.0,0.0,0.0,LV,tier_5,0.7368421052631579,0.9655172413793104,0.8888888888888888,,,,LV,-1
627,K,Quentin,Giguere,Quentin Giguere,IND,0,0,0,0,0,0,35,20,0,7,0,False,0,0,17,17,0,6,6,2,3,0,2,3,15,57,11,9,0,5,5,0,11,Quentin,Giguere,QuentinGiguere_3063320,2892.0,2890.0,1.0,22.0,9.0,Signed,Normal,70.0,0.0,0.0,IND,tier_5,0.8823529411764706,0.85,0.8333333333333334,,,,IND,-2
628,K,Jack,Browning,Jack Browning,ATL,0,0,0,2,0,0,59,28,0,7,0,False,0,0,23,27,0,10,7,3,3,0,3,3,21,58,13,13,0,8,7,0,13,Jack,Browning,,3622.0,3620.0,7.0,29.0,13.0,Signed,Normal,66.0,0.0,0.0,ATL,tier_6,0.9130434782608695,0.9642857142857143,0.8823529411764706,,,,ATL,6
