FullName,Position,TeamName,SkillPointOL
Jackson Cantwell,LT,JAX,-6
Jackson Powers-Johnson,C,MIA,5
Jacob Gideon,C,LAC,2
Jake Batson,RG,BUF,6
Jamaree Salyer,RG,TB,3
Jameel Lucas,RT,DEN,4
James Durand,LG,CIN,-1
Jayden Williams,RT,NE,1
Jaylen Early,RG,LAC,2
Joe Alt,LT,KC,0
John Uwaezuoke,LG,BUF,0
Jordan Church,LT,NE,4
Jordan Mailata,LT,GB,-1
Jordan Seaton,RT,ATL,-7
Jordan Tonga,RG,CAR,-1
Josh Myers,C,NYJ,10
Josh Parks,RT,NO,-3
Josh Petty,RT,SEA,-3
Josh Simmons,RT,MIN,-4
Josiah Thompson,RT,TB,5
Juan Gaston,RT,IND,-5
Julian Armella,LT,BAL,1
Justin Evans-Jenkins,C,MIN,-4
Justin Hasenhuetl,RG,NYG,1
Kadyn Proctor,LT,CLE,-1
Kelvin Banks Jr,LG,SEA,-3
Kennyi Jarrel,RG,JAX,3
Kenyon Green,LG,HOU,-5
Kinglsey Suamataia,RT,SF,-6
Kiran Amegadjie,RG,GB,1
Kolton Miller,LT,NO,-5
LaDarius Henderson,LG,ATL,-6
Lamar Brown,LG,CIN,5
Landen Livingston,C,CIN,1
Landon Dickerson,LG,NYJ,-1
Logan Taylor,RT,KC,-4
Mackey Maillho,RT,TEN,2
Maki Stewart,LT,DET,4
Marcus Henderson,RG,PHI,8
Masai Kalawaia,RT,CAR,0
Masai Reddick,RG,TEN,-3
Mason Short,C,NO,1
Michael Carroll,LG,IND,-2
Michael Yates,LT,MIA,0
Mike Onwenu,RG,NYJ,0
Nathan Anderson,LT,DET,4
Nick Brooks,RT,ATL,-5
Nick Gargiulo,RG,DEN,6
Odion Abdoulaye,LT,NYJ,-5
Olumuyiwa Fashanu,LT,WAS,-5
Orlando Brown,LT,IND,-2
Ovie Dubre,RG,NE,4
Owen Hollenbeck,LG,PIT,-1
Patrick Paul,RT,DAL,6
Peyton Joseph,RG,HOU,-3
Pierre Dean,C,HOU,-2
Quentin Weber,LT,ARI,-5
Quincey Carmichael,LT,CIN,6
Quinci Ferguson,RG,CHI,12
Randy McLaughlin,C,SEA,-5
Rashawn Slater,LT,SF,-1
Reuben Fatheree II,RT,PHI,-1
Robert Hunt,RG,NO,-7
Ryan Brubaker,C,DAL,5
Rylan Harrell,LG,DET,1
Samson Okunlola,RT,CIN,1
Sedrick Van Pran,C,JAX,4
Shawn Holcomb,C,CHI,-3
Simione Pale,LG,GB,-2
Siosiua Vete,LT,CAR,-2
Teven Jenkins,LG,TEN,4
Thomas Smith,C,WAS,1
Trent Heinicke,LG,MIN,-1
Trevor Alexander,LT,NYJ,4
Trey Smith,RG,BAL,2
Trey Zuhn III,LG,DAL,-5
Tristan Wirfs,RT,HOU,-1
Ty'quan Maye,LG,KC,2
Tyler Cavanaugh,C,GB,1
Tyler Holliday,C,LAR,-1
Tyler Linderbaum,C,BAL,-2
Tyler Smith,LG,CLE,2
Vince Clinton,C,BUF,2
Vysen Lang,C,DEN,4
Walter Rouse,RT,NO,3
Walter Samuel,RG,PIT,-4
Will Hernandez,LG,MIA,-3
Xavier Chaplin,LT,BUF,-1
Zach McClain,RT,DEN,13
Zach Tom,C,TEN,3
Zak Zinter,LG,LAR,-3
