FullName,Position,TeamName,SkillPointOff
Rayshon Blackshear,HB,BUF,0
Reshard Harbor,HB,TEN,0
Richard James,WR,DAL,-5
Robert Beckum,WR,CLE,4
Sam Martin Jr.,HB,SEA,2
Sean Crawford,HB,PIT,0
Shaq Bennett,WR,PHI,-2
Shawn Peters,WR,CAR,-3
Shaydon Carter,WR,GB,-4
Shazz Preston,WR,CIN,1
Shelton Sampson Jr,WR,IND,-2
Shelvin Ellison,WR,BAL,-4
Skylar Alexander,TE,BAL,-1
Stephen Davis,HB,ARI,0
Tahj Hurts,WR,BAL,1
Tahj Spencer,WR,BUF,-2
Terrance Mentor,WR,SEA,0
Terrance Smith,WR,ATL,1
Terrance Whitehead,TE,DET,-2
Tetairoa McMillan,WR,KC,4
Thomas Harris,WR,KC,-1
Todd Lewis,TE,NYG,-5
Travis McClain,TE,DAL,-7
Tremaine Crosby,HB,NYJ,-1
Trevor Tomlinson,WR,MIN,1
Trumaine Collins,WR,SEA,2
Tyler Donnell,TE,JAX,-1
Tyler McGrath,TE,CHI,4
Tyler Schilling,WR,NE,2
Tyquan Dunn,WR,LV,-4
Tyquan McGee,HB,CAR,-5
Tyquell Thomas,HB,LAR,4
Tyreek Faulk,WR,DET,0
Tyrell McFadden,WR,ARI,0
Tyron Price,HB,LAR,-2
Tyrus Washington,TE,MIA,3
Warren Edwards,HB,DEN,-1
Will Baldwin Jr,HB,HOU,6
Will Curry III,HB,PHI,7
Will Richard,HB,NYG,0
Xavi Wharton,WR,BUF,1
Xavier Worthy,WR,CIN,7
Zach Kirkpatrick,HB,NE,0
